game,2010,15,20101219,201012190mia,buf,"Buffalo Bills",17,mia,"Miami Dolphins",14
player,201012190mia,buf,WhitDo20,tackles_assists,2,,,,,
player,201012190mia,buf,WhitDo20,tackles_loss,0,,,,,
player,201012190mia,buf,WhitDo20,qb_hits,1,,,,,
player,201012190mia,buf,WhitDo20,fumbles_rec,0,,,,,
player,201012190mia,buf,WhitDo20,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,WhitDo20,fumbles_rec_td,0,,,,,
player,201012190mia,buf,WhitDo20,fumbles_forced,0,,,,,
player,201012190mia,buf,WillKy20,def_int,0,,,,,
player,201012190mia,buf,WillKy20,def_int_yds,0,,,,,
player,201012190mia,buf,WillKy20,def_int_td,0,,,,,
player,201012190mia,buf,WillKy20,def_int_long,0,,,,,
player,201012190mia,buf,WillKy20,pass_defended,0,,,,,
player,201012190mia,buf,WillKy20,sacks,0.5,,,,,
player,201012190mia,buf,WillKy20,tackles_combined,6,,,,,
player,201012190mia,buf,WillKy20,tackles_solo,5,,,,,
player,201012190mia,buf,WillKy20,tackles_assists,1,,,,,
player,201012190mia,buf,WillKy20,tackles_loss,2,,,,,
player,201012190mia,buf,WillKy20,qb_hits,1,,,,,
player,201012190mia,buf,WillKy20,fumbles_rec,0,,,,,
player,201012190mia,buf,WillKy20,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,WillKy20,fumbles_rec_td,0,,,,,
player,201012190mia,buf,WillKy20,fumbles_forced,0,,,,,
player,201012190mia,buf,FlorDr20,def_int,0,,,,,
player,201012190mia,buf,FlorDr20,def_int_yds,0,,,,,
player,201012190mia,buf,FlorDr20,def_int_td,0,,,,,
player,201012190mia,buf,FlorDr20,def_int_long,0,,,,,
player,201012190mia,buf,FlorDr20,pass_defended,0,,,,,
player,201012190mia,buf,FlorDr20,sacks,0.0,,,,,
player,201012190mia,buf,FlorDr20,tackles_combined,7,,,,,
player,201012190mia,buf,FlorDr20,tackles_solo,7,,,,,
player,201012190mia,buf,FlorDr20,tackles_assists,0,,,,,
player,201012190mia,buf,FlorDr20,tackles_loss,0,,,,,
player,201012190mia,buf,FlorDr20,qb_hits,0,,,,,
player,201012190mia,buf,FlorDr20,fumbles_rec,0,,,,,
player,201012190mia,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201012190mia,buf,FlorDr20,fumbles_forced,0,,,,,
player,201012190mia,buf,McKeLe99,def_int,0,,,,,
player,201012190mia,buf,McKeLe99,def_int_yds,0,,,,,
player,201012190mia,buf,McKeLe99,def_int_td,0,,,,,
player,201012190mia,buf,McKeLe99,def_int_long,0,,,,,
player,201012190mia,buf,McKeLe99,pass_defended,0,,,,,
player,201012190mia,buf,McKeLe99,sacks,0.0,,,,,
player,201012190mia,buf,McKeLe99,tackles_combined,6,,,,,
player,201012190mia,buf,McKeLe99,tackles_solo,6,,,,,
player,201012190mia,buf,McKeLe99,tackles_assists,0,,,,,
player,201012190mia,buf,McKeLe99,tackles_loss,0,,,,,
player,201012190mia,buf,McKeLe99,qb_hits,0,,,,,
player,201012190mia,buf,McKeLe99,fumbles_rec,0,,,,,
player,201012190mia,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201012190mia,buf,McKeLe99,fumbles_forced,0,,,,,
player,201012190mia,buf,PoluPa99,def_int,0,,,,,
player,201012190mia,buf,PoluPa99,def_int_yds,0,,,,,
player,201012190mia,buf,PoluPa99,def_int_td,0,,,,,
player,201012190mia,buf,PoluPa99,def_int_long,0,,,,,
player,201012190mia,buf,PoluPa99,pass_defended,0,,,,,
player,201012190mia,buf,PoluPa99,sacks,0.0,,,,,
player,201012190mia,buf,PoluPa99,tackles_combined,6,,,,,
player,201012190mia,buf,PoluPa99,tackles_solo,5,,,,,
player,201012190mia,buf,PoluPa99,tackles_assists,1,,,,,
player,201012190mia,buf,PoluPa99,tackles_loss,0,,,,,
player,201012190mia,buf,PoluPa99,qb_hits,1,,,,,
player,201012190mia,buf,PoluPa99,fumbles_rec,0,,,,,
player,201012190mia,buf,PoluPa99,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,PoluPa99,fumbles_rec_td,0,,,,,
player,201012190mia,buf,PoluPa99,fumbles_forced,0,,,,,
player,201012190mia,buf,McGeTe99,def_int,0,,,,,
player,201012190mia,buf,McGeTe99,def_int_yds,0,,,,,
player,201012190mia,buf,McGeTe99,def_int_td,0,,,,,
player,201012190mia,buf,McGeTe99,def_int_long,0,,,,,
player,201012190mia,buf,McGeTe99,pass_defended,0,,,,,
player,201012190mia,buf,McGeTe99,sacks,0.0,,,,,
player,201012190mia,buf,McGeTe99,tackles_combined,5,,,,,
player,201012190mia,buf,McGeTe99,tackles_solo,4,,,,,
player,201012190mia,buf,McGeTe99,tackles_assists,1,,,,,
player,201012190mia,buf,McGeTe99,tackles_loss,0,,,,,
player,201012190mia,buf,McGeTe99,qb_hits,0,,,,,
player,201012190mia,buf,McGeTe99,fumbles_rec,0,,,,,
player,201012190mia,buf,McGeTe99,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,McGeTe99,fumbles_rec_td,0,,,,,
player,201012190mia,buf,McGeTe99,fumbles_forced,0,,,,,
player,201012190mia,buf,AyodAk20,def_int,0,,,,,
player,201012190mia,buf,AyodAk20,def_int_yds,0,,,,,
player,201012190mia,buf,AyodAk20,def_int_td,0,,,,,
player,201012190mia,buf,AyodAk20,def_int_long,0,,,,,
player,201012190mia,buf,AyodAk20,pass_defended,0,,,,,
player,201012190mia,buf,AyodAk20,sacks,0.0,,,,,
player,201012190mia,buf,AyodAk20,tackles_combined,4,,,,,
player,201012190mia,buf,AyodAk20,tackles_solo,4,,,,,
player,201012190mia,buf,AyodAk20,tackles_assists,0,,,,,
player,201012190mia,buf,AyodAk20,tackles_loss,0,,,,,
player,201012190mia,buf,AyodAk20,qb_hits,0,,,,,
player,201012190mia,buf,AyodAk20,fumbles_rec,0,,,,,
player,201012190mia,buf,AyodAk20,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,AyodAk20,fumbles_rec_td,0,,,,,
player,201012190mia,buf,AyodAk20,fumbles_forced,0,,,,,
player,201012190mia,buf,JohnSp20,def_int,0,,,,,
player,201012190mia,buf,JohnSp20,def_int_yds,0,,,,,
player,201012190mia,buf,JohnSp20,def_int_td,0,,,,,
player,201012190mia,buf,JohnSp20,def_int_long,0,,,,,
player,201012190mia,buf,JohnSp20,pass_defended,0,,,,,
player,201012190mia,buf,JohnSp20,sacks,0.0,,,,,
player,201012190mia,buf,JohnSp20,tackles_combined,2,,,,,
player,201012190mia,buf,JohnSp20,tackles_solo,2,,,,,
player,201012190mia,buf,JohnSp20,tackles_assists,0,,,,,
player,201012190mia,buf,JohnSp20,tackles_loss,0,,,,,
player,201012190mia,buf,JohnSp20,qb_hits,0,,,,,
player,201012190mia,buf,JohnSp20,fumbles_rec,0,,,,,
player,201012190mia,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201012190mia,buf,JohnSp20,fumbles_forced,0,,,,,
player,201012190mia,buf,StroMa01,def_int,0,,,,,
player,201012190mia,buf,StroMa01,def_int_yds,0,,,,,
player,201012190mia,buf,StroMa01,def_int_td,0,,,,,
player,201012190mia,buf,StroMa01,def_int_long,0,,,,,
player,201012190mia,buf,StroMa01,pass_defended,0,,,,,
player,201012190mia,buf,StroMa01,sacks,0.0,,,,,
player,201012190mia,buf,StroMa01,tackles_combined,2,,,,,
player,201012190mia,buf,StroMa01,tackles_solo,2,,,,,
player,201012190mia,buf,StroMa01,tackles_assists,0,,,,,
player,201012190mia,buf,StroMa01,tackles_loss,0,,,,,
player,201012190mia,buf,StroMa01,qb_hits,0,,,,,
player,201012190mia,buf,StroMa01,fumbles_rec,0,,,,,
player,201012190mia,buf,StroMa01,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,StroMa01,fumbles_rec_td,0,,,,,
player,201012190mia,buf,StroMa01,fumbles_forced,0,,,,,
player,201012190mia,buf,CarrAl99,def_int,0,,,,,
player,201012190mia,buf,CarrAl99,def_int_yds,0,,,,,
player,201012190mia,buf,CarrAl99,def_int_td,0,,,,,
player,201012190mia,buf,CarrAl99,def_int_long,0,,,,,
player,201012190mia,buf,CarrAl99,pass_defended,1,,,,,
player,201012190mia,buf,CarrAl99,sacks,0.0,,,,,
player,201012190mia,buf,CarrAl99,tackles_combined,1,,,,,
player,201012190mia,buf,CarrAl99,tackles_solo,0,,,,,
player,201012190mia,buf,CarrAl99,tackles_assists,1,,,,,
player,201012190mia,buf,CarrAl99,tackles_loss,0,,,,,
player,201012190mia,buf,CarrAl99,qb_hits,0,,,,,
player,201012190mia,buf,CarrAl99,fumbles_rec,0,,,,,
player,201012190mia,buf,CarrAl99,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,CarrAl99,fumbles_rec_td,0,,,,,
player,201012190mia,buf,CarrAl99,fumbles_forced,0,,,,,
player,201012190mia,buf,CornRe99,def_int,0,,,,,
player,201012190mia,buf,CornRe99,def_int_yds,0,,,,,
player,201012190mia,buf,CornRe99,def_int_td,0,,,,,
player,201012190mia,buf,CornRe99,def_int_long,0,,,,,
player,201012190mia,buf,CornRe99,pass_defended,0,,,,,
player,201012190mia,buf,CornRe99,sacks,0.0,,,,,
player,201012190mia,buf,CornRe99,tackles_combined,1,,,,,
player,201012190mia,buf,CornRe99,tackles_solo,1,,,,,
player,201012190mia,buf,CornRe99,tackles_assists,0,,,,,
player,201012190mia,buf,CornRe99,tackles_loss,0,,,,,
player,201012190mia,buf,CornRe99,qb_hits,0,,,,,
player,201012190mia,buf,CornRe99,fumbles_rec,0,,,,,
player,201012190mia,buf,CornRe99,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,CornRe99,fumbles_rec_td,0,,,,,
player,201012190mia,buf,CornRe99,fumbles_forced,0,,,,,
player,201012190mia,buf,McInCo00,def_int,0,,,,,
player,201012190mia,buf,McInCo00,def_int_yds,0,,,,,
player,201012190mia,buf,McInCo00,def_int_td,0,,,,,
player,201012190mia,buf,McInCo00,def_int_long,0,,,,,
player,201012190mia,buf,McInCo00,pass_defended,0,,,,,
player,201012190mia,buf,McInCo00,sacks,0.0,,,,,
player,201012190mia,buf,McInCo00,tackles_combined,1,,,,,
player,201012190mia,buf,McInCo00,tackles_solo,1,,,,,
player,201012190mia,buf,McInCo00,tackles_assists,0,,,,,
player,201012190mia,buf,McInCo00,tackles_loss,0,,,,,
player,201012190mia,buf,McInCo00,qb_hits,0,,,,,
player,201012190mia,buf,McInCo00,fumbles_rec,0,,,,,
player,201012190mia,buf,McInCo00,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,McInCo00,fumbles_rec_td,0,,,,,
player,201012190mia,buf,McInCo00,fumbles_forced,0,,,,,
player,201012190mia,buf,ScotBr20,def_int,0,,,,,
player,201012190mia,buf,ScotBr20,def_int_yds,0,,,,,
player,201012190mia,buf,ScotBr20,def_int_td,0,,,,,
player,201012190mia,buf,ScotBr20,def_int_long,0,,,,,
player,201012190mia,buf,ScotBr20,pass_defended,1,,,,,
player,201012190mia,buf,ScotBr20,sacks,0.0,,,,,
player,201012190mia,buf,ScotBr20,tackles_combined,0,,,,,
player,201012190mia,buf,ScotBr20,tackles_solo,0,,,,,
player,201012190mia,buf,ScotBr20,tackles_assists,0,,,,,
player,201012190mia,buf,ScotBr20,tackles_loss,0,,,,,
player,201012190mia,buf,ScotBr20,qb_hits,0,,,,,
player,201012190mia,buf,ScotBr20,fumbles_rec,1,,,,,
player,201012190mia,buf,ScotBr20,fumbles_rec_yds,17,,,,,
player,201012190mia,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201012190mia,buf,ScotBr20,fumbles_forced,0,,,,,
player,201012190mia,buf,TrouTo00,def_int,0,,,,,
player,201012190mia,buf,TrouTo00,def_int_yds,0,,,,,
player,201012190mia,buf,TrouTo00,def_int_td,0,,,,,
player,201012190mia,buf,TrouTo00,def_int_long,0,,,,,
player,201012190mia,buf,TrouTo00,pass_defended,0,,,,,
player,201012190mia,buf,TrouTo00,sacks,0.0,,,,,
player,201012190mia,buf,TrouTo00,tackles_combined,0,,,,,
player,201012190mia,buf,TrouTo00,tackles_solo,0,,,,,
player,201012190mia,buf,TrouTo00,tackles_assists,0,,,,,
player,201012190mia,buf,TrouTo00,tackles_loss,0,,,,,
player,201012190mia,buf,TrouTo00,qb_hits,1,,,,,
player,201012190mia,buf,TrouTo00,fumbles_rec,0,,,,,
player,201012190mia,buf,TrouTo00,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,TrouTo00,fumbles_rec_td,0,,,,,
player,201012190mia,buf,TrouTo00,fumbles_forced,0,,,,,
player,201012190mia,mia,SappBe20,def_int,1,,,,,
player,201012190mia,mia,SappBe20,def_int_yds,9,,,,,
player,201012190mia,mia,SappBe20,def_int_td,0,,,,,
player,201012190mia,mia,SappBe20,def_int_long,9,,,,,
player,201012190mia,mia,SappBe20,pass_defended,1,,,,,
player,201012190mia,mia,SappBe20,sacks,0.0,,,,,
player,201012190mia,mia,SappBe20,tackles_combined,3,,,,,
player,201012190mia,mia,SappBe20,tackles_solo,3,,,,,
player,201012190mia,mia,SappBe20,tackles_assists,0,,,,,
player,201012190mia,mia,SappBe20,tackles_loss,1,,,,,
player,201012190mia,mia,SappBe20,qb_hits,0,,,,,
player,201012190mia,mia,SappBe20,fumbles_rec,1,,,,,
player,201012190mia,mia,SappBe20,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,SappBe20,fumbles_rec_td,0,,,,,
player,201012190mia,mia,SappBe20,fumbles_forced,0,,,,,
player,201012190mia,mia,McDaTo20,def_int,0,,,,,
player,201012190mia,mia,McDaTo20,def_int_yds,0,,,,,
player,201012190mia,mia,McDaTo20,def_int_td,0,,,,,
player,201012190mia,mia,McDaTo20,def_int_long,0,,,,,
player,201012190mia,mia,McDaTo20,pass_defended,0,,,,,
player,201012190mia,mia,McDaTo20,sacks,1.0,,,,,
player,201012190mia,mia,McDaTo20,tackles_combined,4,,,,,
player,201012190mia,mia,McDaTo20,tackles_solo,4,,,,,
player,201012190mia,mia,McDaTo20,tackles_assists,0,,,,,
player,201012190mia,mia,McDaTo20,tackles_loss,1,,,,,
player,201012190mia,mia,McDaTo20,qb_hits,1,,,,,
player,201012190mia,mia,McDaTo20,fumbles_rec,0,,,,,
player,201012190mia,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201012190mia,mia,McDaTo20,fumbles_forced,0,,,,,
player,201012190mia,mia,MisiKo99,def_int,0,,,,,
player,201012190mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201012190mia,mia,MisiKo99,def_int_td,0,,,,,
player,201012190mia,mia,MisiKo99,def_int_long,0,,,,,
player,201012190mia,mia,MisiKo99,pass_defended,0,,,,,
player,201012190mia,mia,MisiKo99,sacks,1.0,,,,,
player,201012190mia,mia,MisiKo99,tackles_combined,2,,,,,
player,201012190mia,mia,MisiKo99,tackles_solo,2,,,,,
player,201012190mia,mia,MisiKo99,tackles_assists,0,,,,,
player,201012190mia,mia,MisiKo99,tackles_loss,2,,,,,
player,201012190mia,mia,MisiKo99,qb_hits,1,,,,,
player,201012190mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201012190mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201012190mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201012190mia,mia,BellYe20,def_int,0,,,,,
player,201012190mia,mia,BellYe20,def_int_yds,0,,,,,
player,201012190mia,mia,BellYe20,def_int_td,0,,,,,
player,201012190mia,mia,BellYe20,def_int_long,0,,,,,
player,201012190mia,mia,BellYe20,pass_defended,0,,,,,
player,201012190mia,mia,BellYe20,sacks,0.0,,,,,
player,201012190mia,mia,BellYe20,tackles_combined,9,,,,,
player,201012190mia,mia,BellYe20,tackles_solo,9,,,,,
player,201012190mia,mia,BellYe20,tackles_assists,0,,,,,
player,201012190mia,mia,BellYe20,tackles_loss,0,,,,,
player,201012190mia,mia,BellYe20,qb_hits,0,,,,,
player,201012190mia,mia,BellYe20,fumbles_rec,0,,,,,
player,201012190mia,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201012190mia,mia,BellYe20,fumbles_forced,0,,,,,
player,201012190mia,mia,ClemCh97,def_int,0,,,,,
player,201012190mia,mia,ClemCh97,def_int_yds,0,,,,,
player,201012190mia,mia,ClemCh97,def_int_td,0,,,,,
player,201012190mia,mia,ClemCh97,def_int_long,0,,,,,
player,201012190mia,mia,ClemCh97,pass_defended,0,,,,,
player,201012190mia,mia,ClemCh97,sacks,0.0,,,,,
player,201012190mia,mia,ClemCh97,tackles_combined,3,,,,,
player,201012190mia,mia,ClemCh97,tackles_solo,2,,,,,
player,201012190mia,mia,ClemCh97,tackles_assists,1,,,,,
player,201012190mia,mia,ClemCh97,tackles_loss,0,,,,,
player,201012190mia,mia,ClemCh97,qb_hits,0,,,,,
player,201012190mia,mia,ClemCh97,fumbles_rec,0,,,,,
player,201012190mia,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201012190mia,mia,ClemCh97,fumbles_forced,0,,,,,
player,201012190mia,mia,DansKa20,def_int,0,,,,,
player,201012190mia,mia,DansKa20,def_int_yds,0,,,,,
player,201012190mia,mia,DansKa20,def_int_td,0,,,,,
player,201012190mia,mia,DansKa20,def_int_long,0,,,,,
player,201012190mia,mia,DansKa20,pass_defended,0,,,,,
player,201012190mia,mia,DansKa20,sacks,0.0,,,,,
player,201012190mia,mia,DansKa20,tackles_combined,3,,,,,
player,201012190mia,mia,DansKa20,tackles_solo,2,,,,,
player,201012190mia,mia,DansKa20,tackles_assists,1,,,,,
player,201012190mia,mia,DansKa20,tackles_loss,0,,,,,
player,201012190mia,mia,DansKa20,qb_hits,0,,,,,
player,201012190mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201012190mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201012190mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201012190mia,mia,SoliPa99,def_int,0,,,,,
player,201012190mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201012190mia,mia,SoliPa99,def_int_td,0,,,,,
player,201012190mia,mia,SoliPa99,def_int_long,0,,,,,
player,201012190mia,mia,SoliPa99,pass_defended,1,,,,,
player,201012190mia,mia,SoliPa99,sacks,0.0,,,,,
player,201012190mia,mia,SoliPa99,tackles_combined,3,,,,,
player,201012190mia,mia,SoliPa99,tackles_solo,3,,,,,
player,201012190mia,mia,SoliPa99,tackles_assists,0,,,,,
player,201012190mia,mia,SoliPa99,tackles_loss,1,,,,,
player,201012190mia,mia,SoliPa99,qb_hits,0,,,,,
player,201012190mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201012190mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201012190mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201012190mia,mia,StarRa20,def_int,0,,,,,
player,201012190mia,mia,StarRa20,def_int_yds,0,,,,,
player,201012190mia,mia,StarRa20,def_int_td,0,,,,,
player,201012190mia,mia,StarRa20,def_int_long,0,,,,,
player,201012190mia,mia,StarRa20,pass_defended,0,,,,,
player,201012190mia,mia,StarRa20,sacks,0.0,,,,,
player,201012190mia,mia,StarRa20,tackles_combined,3,,,,,
player,201012190mia,mia,StarRa20,tackles_solo,2,,,,,
player,201012190mia,mia,StarRa20,tackles_assists,1,,,,,
player,201012190mia,mia,StarRa20,tackles_loss,0,,,,,
player,201012190mia,mia,StarRa20,qb_hits,0,,,,,
player,201012190mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201012190mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201012190mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201012190mia,mia,DaviVo99,def_int,0,,,,,
player,201012190mia,mia,DaviVo99,def_int_yds,0,,,,,
player,201012190mia,mia,DaviVo99,def_int_td,0,,,,,
player,201012190mia,mia,DaviVo99,def_int_long,0,,,,,
player,201012190mia,mia,DaviVo99,pass_defended,1,,,,,
player,201012190mia,mia,DaviVo99,sacks,0.0,,,,,
player,201012190mia,mia,DaviVo99,tackles_combined,2,,,,,
player,201012190mia,mia,DaviVo99,tackles_solo,2,,,,,
player,201012190mia,mia,DaviVo99,tackles_assists,0,,,,,
player,201012190mia,mia,DaviVo99,tackles_loss,0,,,,,
player,201012190mia,mia,DaviVo99,qb_hits,0,,,,,
player,201012190mia,mia,DaviVo99,fumbles_rec,0,,,,,
player,201012190mia,mia,DaviVo99,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,DaviVo99,fumbles_rec_td,0,,,,,
player,201012190mia,mia,DaviVo99,fumbles_forced,0,,,,,
player,201012190mia,mia,JoneRe99,def_int,0,,,,,
player,201012190mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201012190mia,mia,JoneRe99,def_int_td,0,,,,,
player,201012190mia,mia,JoneRe99,def_int_long,0,,,,,
player,201012190mia,mia,JoneRe99,pass_defended,0,,,,,
player,201012190mia,mia,JoneRe99,sacks,0.0,,,,,
player,201012190mia,mia,JoneRe99,tackles_combined,2,,,,,
player,201012190mia,mia,JoneRe99,tackles_solo,2,,,,,
player,201012190mia,mia,JoneRe99,tackles_assists,0,,,,,
player,201012190mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201012190mia,mia,JoneRe99,qb_hits,0,,,,,
player,201012190mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201012190mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201012190mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201012190mia,mia,LangKe98,def_int,0,,,,,
player,201012190mia,mia,LangKe98,def_int_yds,0,,,,,
player,201012190mia,mia,LangKe98,def_int_td,0,,,,,
player,201012190mia,mia,LangKe98,def_int_long,0,,,,,
player,201012190mia,mia,LangKe98,pass_defended,0,,,,,
player,201012190mia,mia,LangKe98,sacks,0.0,,,,,
player,201012190mia,mia,LangKe98,tackles_combined,2,,,,,
player,201012190mia,mia,LangKe98,tackles_solo,2,,,,,
player,201012190mia,mia,LangKe98,tackles_assists,0,,,,,
player,201012190mia,mia,LangKe98,tackles_loss,0,,,,,
player,201012190mia,mia,LangKe98,qb_hits,0,,,,,
player,201012190mia,mia,LangKe98,fumbles_rec,0,,,,,
player,201012190mia,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201012190mia,mia,LangKe98,fumbles_forced,0,,,,,
player,201012190mia,mia,MerlPh99,def_int,0,,,,,
player,201012190mia,mia,MerlPh99,def_int_yds,0,,,,,
player,201012190mia,mia,MerlPh99,def_int_td,0,,,,,
player,201012190mia,mia,MerlPh99,def_int_long,0,,,,,
player,201012190mia,mia,MerlPh99,pass_defended,0,,,,,
player,201012190mia,mia,MerlPh99,sacks,0.0,,,,,
player,201012190mia,mia,MerlPh99,tackles_combined,2,,,,,
player,201012190mia,mia,MerlPh99,tackles_solo,2,,,,,
player,201012190mia,mia,MerlPh99,tackles_assists,0,,,,,
player,201012190mia,mia,MerlPh99,tackles_loss,0,,,,,
player,201012190mia,mia,MerlPh99,qb_hits,0,,,,,
player,201012190mia,mia,MerlPh99,fumbles_rec,0,,,,,
player,201012190mia,mia,MerlPh99,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,MerlPh99,fumbles_rec_td,0,,,,,
player,201012190mia,mia,MerlPh99,fumbles_forced,0,,,,,
player,201012190mia,mia,WakeCa00,def_int,0,,,,,
player,201012190mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201012190mia,mia,WakeCa00,def_int_td,0,,,,,
player,201012190mia,mia,WakeCa00,def_int_long,0,,,,,
player,201012190mia,mia,WakeCa00,pass_defended,0,,,,,
player,201012190mia,mia,WakeCa00,sacks,0.0,,,,,
player,201012190mia,mia,WakeCa00,tackles_combined,2,,,,,
player,201012190mia,mia,WakeCa00,tackles_solo,2,,,,,
player,201012190mia,mia,WakeCa00,tackles_assists,0,,,,,
player,201012190mia,mia,WakeCa00,tackles_loss,1,,,,,
player,201012190mia,mia,WakeCa00,qb_hits,1,,,,,
player,201012190mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201012190mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201012190mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201012190mia,mia,AmayJo00,def_int,0,,,,,
player,201012190mia,mia,AmayJo00,def_int_yds,0,,,,,
player,201012190mia,mia,AmayJo00,def_int_td,0,,,,,
player,201012190mia,mia,AmayJo00,def_int_long,0,,,,,
player,201012190mia,mia,AmayJo00,pass_defended,0,,,,,
player,201012190mia,mia,AmayJo00,sacks,0.0,,,,,
player,201012190mia,mia,AmayJo00,tackles_combined,1,,,,,
player,201012190mia,mia,AmayJo00,tackles_solo,1,,,,,
player,201012190mia,mia,AmayJo00,tackles_assists,0,,,,,
player,201012190mia,mia,AmayJo00,tackles_loss,0,,,,,
player,201012190mia,mia,AmayJo00,qb_hits,0,,,,,
player,201012190mia,mia,AmayJo00,fumbles_rec,0,,,,,
player,201012190mia,mia,AmayJo00,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,AmayJo00,fumbles_rec_td,0,,,,,
player,201012190mia,mia,AmayJo00,fumbles_forced,0,,,,,
player,201012190mia,mia,BergJo20,def_int,0,,,,,
player,201012190mia,mia,BergJo20,def_int_yds,0,,,,,
player,201012190mia,mia,BergJo20,def_int_td,0,,,,,
player,201012190mia,mia,BergJo20,def_int_long,0,,,,,
player,201012190mia,mia,BergJo20,pass_defended,0,,,,,
player,201012190mia,mia,BergJo20,sacks,0.0,,,,,
player,201012190mia,mia,BergJo20,tackles_combined,1,,,,,
player,201012190mia,mia,BergJo20,tackles_solo,1,,,,,
player,201012190mia,mia,BergJo20,tackles_assists,0,,,,,
player,201012190mia,mia,BergJo20,tackles_loss,0,,,,,
player,201012190mia,mia,BergJo20,qb_hits,0,,,,,
player,201012190mia,mia,BergJo20,fumbles_rec,0,,,,,
player,201012190mia,mia,BergJo20,fumbles_rec_yds,0,,,,,
player,201012190mia,mia,BergJo20,fumbles_rec_td,0,,,,,
player,201012190mia,mia,BergJo20,fumbles_forced,0,,,,,
player,201012190mia,mia,CrowCh20,def_int,0,,,,,
player,201012190mia,mia,CrowCh20,def_int_yds,0,,,,,
player,201012190mia,mia,CrowCh20,def_int_td,0,,,,,
player,201012190mia,mia,CrowCh20,def_int_long,0,,,,,
player,201012190mia,mia,CrowCh20,pass_defended,0,,,,,
player,201012190mia,mia,CrowCh20,sacks,0.0,,,,,
player,201012190mia,mia,CrowCh20,tackles_combined,1,,,,,
player,201012190mia,mia,CrowCh20,tackles_solo,1,,,,,
player,201012190mia,mia,CrowCh20,tackles_assists,0,,,,,
player,201012190mia,mia,CrowCh20,tackles_loss,0,,,,,
player,201012190mia,mia,CrowCh20,qb_hits,0,,,,,
player,201012190mia,mia,CrowCh20,fumbles_rec,0,,,,,
