game,2010,11,20101121,201011210car,rav,"Baltimore Ravens",37,car,"Carolina Panthers",13
player,201011210car,rav,CarrCh22,def_int_yds,0,,,,,
player,201011210car,rav,CarrCh22,def_int_td,0,,,,,
player,201011210car,rav,CarrCh22,def_int_long,0,,,,,
player,201011210car,rav,CarrCh22,pass_defended,0,,,,,
player,201011210car,rav,CarrCh22,sacks,0.0,,,,,
player,201011210car,rav,CarrCh22,tackles_combined,5,,,,,
player,201011210car,rav,CarrCh22,tackles_solo,4,,,,,
player,201011210car,rav,CarrCh22,tackles_assists,1,,,,,
player,201011210car,rav,CarrCh22,tackles_loss,0,,,,,
player,201011210car,rav,CarrCh22,qb_hits,0,,,,,
player,201011210car,rav,CarrCh22,fumbles_rec,0,,,,,
player,201011210car,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201011210car,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201011210car,rav,CarrCh22,fumbles_forced,0,,,,,
player,201011210car,rav,LandDa21,def_int,0,,,,,
player,201011210car,rav,LandDa21,def_int_yds,23,,,,,
player,201011210car,rav,LandDa21,def_int_td,1,,,,,
player,201011210car,rav,LandDa21,def_int_long,23,,,,,
player,201011210car,rav,LandDa21,pass_defended,0,,,,,
player,201011210car,rav,LandDa21,sacks,0.0,,,,,
player,201011210car,rav,LandDa21,tackles_combined,5,,,,,
player,201011210car,rav,LandDa21,tackles_solo,4,,,,,
player,201011210car,rav,LandDa21,tackles_assists,1,,,,,
player,201011210car,rav,LandDa21,tackles_loss,1,,,,,
player,201011210car,rav,LandDa21,qb_hits,0,,,,,
player,201011210car,rav,LandDa21,fumbles_rec,0,,,,,
player,201011210car,rav,LandDa21,fumbles_rec_yds,0,,,,,
player,201011210car,rav,LandDa21,fumbles_rec_td,0,,,,,
player,201011210car,rav,LandDa21,fumbles_forced,0,,,,,
player,201011210car,rav,WilsJo99,def_int,0,,,,,
player,201011210car,rav,WilsJo99,def_int_yds,0,,,,,
player,201011210car,rav,WilsJo99,def_int_td,0,,,,,
player,201011210car,rav,WilsJo99,def_int_long,0,,,,,
player,201011210car,rav,WilsJo99,pass_defended,0,,,,,
player,201011210car,rav,WilsJo99,sacks,0.0,,,,,
player,201011210car,rav,WilsJo99,tackles_combined,4,,,,,
player,201011210car,rav,WilsJo99,tackles_solo,3,,,,,
player,201011210car,rav,WilsJo99,tackles_assists,1,,,,,
player,201011210car,rav,WilsJo99,tackles_loss,0,,,,,
player,201011210car,rav,WilsJo99,qb_hits,0,,,,,
player,201011210car,rav,WilsJo99,fumbles_rec,0,,,,,
player,201011210car,rav,WilsJo99,fumbles_rec_yds,0,,,,,
player,201011210car,rav,WilsJo99,fumbles_rec_td,0,,,,,
player,201011210car,rav,WilsJo99,fumbles_forced,0,,,,,
player,201011210car,rav,PhilJa99,def_int,0,,,,,
player,201011210car,rav,PhilJa99,def_int_yds,0,,,,,
player,201011210car,rav,PhilJa99,def_int_td,0,,,,,
player,201011210car,rav,PhilJa99,def_int_long,0,,,,,
player,201011210car,rav,PhilJa99,pass_defended,0,,,,,
player,201011210car,rav,PhilJa99,sacks,0.0,,,,,
player,201011210car,rav,PhilJa99,tackles_combined,3,,,,,
player,201011210car,rav,PhilJa99,tackles_solo,2,,,,,
player,201011210car,rav,PhilJa99,tackles_assists,1,,,,,
player,201011210car,rav,PhilJa99,tackles_loss,0,,,,,
player,201011210car,rav,PhilJa99,qb_hits,0,,,,,
player,201011210car,rav,PhilJa99,fumbles_rec,0,,,,,
player,201011210car,rav,PhilJa99,fumbles_rec_yds,0,,,,,
player,201011210car,rav,PhilJa99,fumbles_rec_td,0,,,,,
player,201011210car,rav,PhilJa99,fumbles_forced,0,,,,,
player,201011210car,rav,JohnJa23,def_int,0,,,,,
player,201011210car,rav,JohnJa23,def_int_yds,0,,,,,
player,201011210car,rav,JohnJa23,def_int_td,0,,,,,
player,201011210car,rav,JohnJa23,def_int_long,0,,,,,
player,201011210car,rav,JohnJa23,pass_defended,0,,,,,
player,201011210car,rav,JohnJa23,sacks,0.0,,,,,
player,201011210car,rav,JohnJa23,tackles_combined,2,,,,,
player,201011210car,rav,JohnJa23,tackles_solo,1,,,,,
player,201011210car,rav,JohnJa23,tackles_assists,1,,,,,
player,201011210car,rav,JohnJa23,tackles_loss,0,,,,,
player,201011210car,rav,JohnJa23,qb_hits,1,,,,,
player,201011210car,rav,JohnJa23,fumbles_rec,0,,,,,
player,201011210car,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201011210car,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201011210car,rav,JohnJa23,fumbles_forced,1,,,,,
player,201011210car,rav,NakaHa99,def_int,0,,,,,
player,201011210car,rav,NakaHa99,def_int_yds,0,,,,,
player,201011210car,rav,NakaHa99,def_int_td,0,,,,,
player,201011210car,rav,NakaHa99,def_int_long,0,,,,,
player,201011210car,rav,NakaHa99,pass_defended,0,,,,,
player,201011210car,rav,NakaHa99,sacks,0.0,,,,,
player,201011210car,rav,NakaHa99,tackles_combined,2,,,,,
player,201011210car,rav,NakaHa99,tackles_solo,2,,,,,
player,201011210car,rav,NakaHa99,tackles_assists,0,,,,,
player,201011210car,rav,NakaHa99,tackles_loss,0,,,,,
player,201011210car,rav,NakaHa99,qb_hits,0,,,,,
player,201011210car,rav,NakaHa99,fumbles_rec,0,,,,,
player,201011210car,rav,NakaHa99,fumbles_rec_yds,0,,,,,
player,201011210car,rav,NakaHa99,fumbles_rec_td,0,,,,,
player,201011210car,rav,NakaHa99,fumbles_forced,0,,,,,
player,201011210car,rav,NgatHa20,def_int,0,,,,,
player,201011210car,rav,NgatHa20,def_int_yds,0,,,,,
player,201011210car,rav,NgatHa20,def_int_td,0,,,,,
player,201011210car,rav,NgatHa20,def_int_long,0,,,,,
player,201011210car,rav,NgatHa20,pass_defended,1,,,,,
player,201011210car,rav,NgatHa20,sacks,0.0,,,,,
player,201011210car,rav,NgatHa20,tackles_combined,2,,,,,
player,201011210car,rav,NgatHa20,tackles_solo,1,,,,,
player,201011210car,rav,NgatHa20,tackles_assists,1,,,,,
player,201011210car,rav,NgatHa20,tackles_loss,1,,,,,
player,201011210car,rav,NgatHa20,qb_hits,1,,,,,
player,201011210car,rav,NgatHa20,fumbles_rec,0,,,,,
player,201011210car,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201011210car,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201011210car,rav,NgatHa20,fumbles_forced,0,,,,,
player,201011210car,rav,ReddCo20,def_int,0,,,,,
player,201011210car,rav,ReddCo20,def_int_yds,0,,,,,
player,201011210car,rav,ReddCo20,def_int_td,0,,,,,
player,201011210car,rav,ReddCo20,def_int_long,0,,,,,
player,201011210car,rav,ReddCo20,pass_defended,0,,,,,
player,201011210car,rav,ReddCo20,sacks,0.0,,,,,
player,201011210car,rav,ReddCo20,tackles_combined,2,,,,,
player,201011210car,rav,ReddCo20,tackles_solo,2,,,,,
player,201011210car,rav,ReddCo20,tackles_assists,0,,,,,
player,201011210car,rav,ReddCo20,tackles_loss,1,,,,,
player,201011210car,rav,ReddCo20,qb_hits,0,,,,,
player,201011210car,rav,ReddCo20,fumbles_rec,0,,,,,
player,201011210car,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201011210car,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201011210car,rav,ReddCo20,fumbles_forced,0,,,,,
player,201011210car,rav,ReedDa00,def_int,0,,,,,
player,201011210car,rav,ReedDa00,def_int_yds,0,,,,,
player,201011210car,rav,ReedDa00,def_int_td,0,,,,,
player,201011210car,rav,ReedDa00,def_int_long,0,,,,,
player,201011210car,rav,ReedDa00,pass_defended,0,,,,,
player,201011210car,rav,ReedDa00,sacks,0.0,,,,,
player,201011210car,rav,ReedDa00,tackles_combined,2,,,,,
player,201011210car,rav,ReedDa00,tackles_solo,1,,,,,
player,201011210car,rav,ReedDa00,tackles_assists,1,,,,,
player,201011210car,rav,ReedDa00,tackles_loss,0,,,,,
player,201011210car,rav,ReedDa00,qb_hits,0,,,,,
player,201011210car,rav,ReedDa00,fumbles_rec,0,,,,,
player,201011210car,rav,ReedDa00,fumbles_rec_yds,0,,,,,
player,201011210car,rav,ReedDa00,fumbles_rec_td,0,,,,,
player,201011210car,rav,ReedDa00,fumbles_forced,0,,,,,
player,201011210car,rav,CoxxMo00,def_int,0,,,,,
player,201011210car,rav,CoxxMo00,def_int_yds,0,,,,,
player,201011210car,rav,CoxxMo00,def_int_td,0,,,,,
player,201011210car,rav,CoxxMo00,def_int_long,0,,,,,
player,201011210car,rav,CoxxMo00,pass_defended,0,,,,,
player,201011210car,rav,CoxxMo00,sacks,0.0,,,,,
player,201011210car,rav,CoxxMo00,tackles_combined,1,,,,,
player,201011210car,rav,CoxxMo00,tackles_solo,1,,,,,
player,201011210car,rav,CoxxMo00,tackles_assists,0,,,,,
player,201011210car,rav,CoxxMo00,tackles_loss,0,,,,,
player,201011210car,rav,CoxxMo00,qb_hits,0,,,,,
player,201011210car,rav,CoxxMo00,fumbles_rec,0,,,,,
player,201011210car,rav,CoxxMo00,fumbles_rec_yds,0,,,,,
player,201011210car,rav,CoxxMo00,fumbles_rec_td,0,,,,,
player,201011210car,rav,CoxxMo00,fumbles_forced,0,,,,,
player,201011210car,rav,HamlKe20,def_int,0,,,,,
player,201011210car,rav,HamlKe20,def_int_yds,0,,,,,
player,201011210car,rav,HamlKe20,def_int_td,0,,,,,
player,201011210car,rav,HamlKe20,def_int_long,0,,,,,
player,201011210car,rav,HamlKe20,pass_defended,0,,,,,
player,201011210car,rav,HamlKe20,sacks,0.0,,,,,
player,201011210car,rav,HamlKe20,tackles_combined,1,,,,,
player,201011210car,rav,HamlKe20,tackles_solo,0,,,,,
player,201011210car,rav,HamlKe20,tackles_assists,1,,,,,
player,201011210car,rav,HamlKe20,tackles_loss,0,,,,,
player,201011210car,rav,HamlKe20,qb_hits,0,,,,,
player,201011210car,rav,HamlKe20,fumbles_rec,0,,,,,
player,201011210car,rav,HamlKe20,fumbles_rec_yds,0,,,,,
player,201011210car,rav,HamlKe20,fumbles_rec_td,0,,,,,
player,201011210car,rav,HamlKe20,fumbles_forced,0,,,,,
player,201011210car,rav,ParmJa00,def_int,0,,,,,
player,201011210car,rav,ParmJa00,def_int_yds,0,,,,,
player,201011210car,rav,ParmJa00,def_int_td,0,,,,,
player,201011210car,rav,ParmJa00,def_int_long,0,,,,,
player,201011210car,rav,ParmJa00,pass_defended,0,,,,,
player,201011210car,rav,ParmJa00,sacks,0.0,,,,,
player,201011210car,rav,ParmJa00,tackles_combined,1,,,,,
player,201011210car,rav,ParmJa00,tackles_solo,1,,,,,
player,201011210car,rav,ParmJa00,tackles_assists,0,,,,,
player,201011210car,rav,ParmJa00,tackles_loss,0,,,,,
player,201011210car,rav,ParmJa00,qb_hits,0,,,,,
player,201011210car,rav,ParmJa00,fumbles_rec,0,,,,,
player,201011210car,rav,ParmJa00,fumbles_rec_yds,0,,,,,
player,201011210car,rav,ParmJa00,fumbles_rec_td,0,,,,,
player,201011210car,rav,ParmJa00,fumbles_forced,0,,,,,
player,201011210car,rav,WillCa99,def_int,0,,,,,
player,201011210car,rav,WillCa99,def_int_yds,0,,,,,
player,201011210car,rav,WillCa99,def_int_td,0,,,,,
player,201011210car,rav,WillCa99,def_int_long,0,,,,,
player,201011210car,rav,WillCa99,pass_defended,0,,,,,
player,201011210car,rav,WillCa99,sacks,0.0,,,,,
player,201011210car,rav,WillCa99,tackles_combined,1,,,,,
player,201011210car,rav,WillCa99,tackles_solo,0,,,,,
player,201011210car,rav,WillCa99,tackles_assists,1,,,,,
player,201011210car,rav,WillCa99,tackles_loss,0,,,,,
player,201011210car,rav,WillCa99,qb_hits,0,,,,,
player,201011210car,rav,WillCa99,fumbles_rec,0,,,,,
player,201011210car,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201011210car,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201011210car,rav,WillCa99,fumbles_forced,0,,,,,
player,201011210car,rav,BurgPr99,def_int,0,,,,,
player,201011210car,rav,BurgPr99,def_int_yds,0,,,,,
player,201011210car,rav,BurgPr99,def_int_td,0,,,,,
player,201011210car,rav,BurgPr99,def_int_long,0,,,,,
player,201011210car,rav,BurgPr99,pass_defended,1,,,,,
player,201011210car,rav,BurgPr99,sacks,0.0,,,,,
player,201011210car,rav,BurgPr99,tackles_combined,0,,,,,
player,201011210car,rav,BurgPr99,tackles_solo,0,,,,,
player,201011210car,rav,BurgPr99,tackles_assists,0,,,,,
player,201011210car,rav,BurgPr99,tackles_loss,,,,,,
player,201011210car,rav,BurgPr99,qb_hits,,,,,,
player,201011210car,rav,BurgPr99,fumbles_rec,0,,,,,
player,201011210car,rav,BurgPr99,fumbles_rec_yds,0,,,,,
player,201011210car,rav,BurgPr99,fumbles_rec_td,0,,,,,
player,201011210car,rav,BurgPr99,fumbles_forced,0,,,,,
player,201011210car,rav,GregKe20,def_int,0,,,,,
player,201011210car,rav,GregKe20,def_int_yds,0,,,,,
player,201011210car,rav,GregKe20,def_int_td,0,,,,,
player,201011210car,rav,GregKe20,def_int_long,0,,,,,
player,201011210car,rav,GregKe20,pass_defended,0,,,,,
player,201011210car,rav,GregKe20,sacks,0.0,,,,,
player,201011210car,rav,GregKe20,tackles_combined,0,,,,,
player,201011210car,rav,GregKe20,tackles_solo,0,,,,,
player,201011210car,rav,GregKe20,tackles_assists,0,,,,,
player,201011210car,rav,GregKe20,tackles_loss,0,,,,,
player,201011210car,rav,GregKe20,qb_hits,1,,,,,
player,201011210car,rav,GregKe20,fumbles_rec,0,,,,,
player,201011210car,rav,GregKe20,fumbles_rec_yds,0,,,,,
player,201011210car,rav,GregKe20,fumbles_rec_td,0,,,,,
player,201011210car,rav,GregKe20,fumbles_forced,0,,,,,
player,201011210car,car,JohnCh98,def_int,0,,,,,
player,201011210car,car,JohnCh98,def_int_yds,0,,,,,
player,201011210car,car,JohnCh98,def_int_td,0,,,,,
player,201011210car,car,JohnCh98,def_int_long,0,,,,,
player,201011210car,car,JohnCh98,pass_defended,0,,,,,
player,201011210car,car,JohnCh98,sacks,1.0,,,,,
player,201011210car,car,JohnCh98,tackles_combined,7,,,,,
player,201011210car,car,JohnCh98,tackles_solo,7,,,,,
player,201011210car,car,JohnCh98,tackles_assists,0,,,,,
player,201011210car,car,JohnCh98,tackles_loss,1,,,,,
player,201011210car,car,JohnCh98,qb_hits,1,,,,,
player,201011210car,car,JohnCh98,fumbles_rec,0,,,,,
player,201011210car,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201011210car,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201011210car,car,JohnCh98,fumbles_forced,0,,,,,
player,201011210car,car,BrowEv99,def_int,0,,,,,
player,201011210car,car,BrowEv99,def_int_yds,0,,,,,
player,201011210car,car,BrowEv99,def_int_td,0,,,,,
player,201011210car,car,BrowEv99,def_int_long,0,,,,,
player,201011210car,car,BrowEv99,pass_defended,0,,,,,
player,201011210car,car,BrowEv99,sacks,1.0,,,,,
player,201011210car,car,BrowEv99,tackles_combined,4,,,,,
player,201011210car,car,BrowEv99,tackles_solo,4,,,,,
player,201011210car,car,BrowEv99,tackles_assists,0,,,,,
player,201011210car,car,BrowEv99,tackles_loss,1,,,,,
player,201011210car,car,BrowEv99,qb_hits,0,,,,,
player,201011210car,car,BrowEv99,fumbles_rec,0,,,,,
player,201011210car,car,BrowEv99,fumbles_rec_yds,0,,,,,
player,201011210car,car,BrowEv99,fumbles_rec_td,0,,,,,
player,201011210car,car,BrowEv99,fumbles_forced,1,,,,,
player,201011210car,car,HardGr99,def_int,0,,,,,
player,201011210car,car,HardGr99,def_int_yds,0,,,,,
player,201011210car,car,HardGr99,def_int_td,0,,,,,
player,201011210car,car,HardGr99,def_int_long,0,,,,,
player,201011210car,car,HardGr99,pass_defended,0,,,,,
player,201011210car,car,HardGr99,sacks,1.0,,,,,
player,201011210car,car,HardGr99,tackles_combined,3,,,,,
player,201011210car,car,HardGr99,tackles_solo,3,,,,,
player,201011210car,car,HardGr99,tackles_assists,0,,,,,
player,201011210car,car,HardGr99,tackles_loss,2,,,,,
player,201011210car,car,HardGr99,qb_hits,1,,,,,
player,201011210car,car,HardGr99,fumbles_rec,0,,,,,
player,201011210car,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201011210car,car,HardGr99,fumbles_rec_td,0,,,,,
player,201011210car,car,HardGr99,fumbles_forced,0,,,,,
player,201011210car,car,BeasJo99,def_int,0,,,,,
player,201011210car,car,BeasJo99,def_int_yds,0,,,,,
player,201011210car,car,BeasJo99,def_int_td,0,,,,,
player,201011210car,car,BeasJo99,def_int_long,0,,,,,
player,201011210car,car,BeasJo99,pass_defended,0,,,,,
player,201011210car,car,BeasJo99,sacks,0.0,,,,,
player,201011210car,car,BeasJo99,tackles_combined,9,,,,,
player,201011210car,car,BeasJo99,tackles_solo,6,,,,,
player,201011210car,car,BeasJo99,tackles_assists,3,,,,,
player,201011210car,car,BeasJo99,tackles_loss,1,,,,,
player,201011210car,car,BeasJo99,qb_hits,0,,,,,
player,201011210car,car,BeasJo99,fumbles_rec,0,,,,,
player,201011210car,car,BeasJo99,fumbles_rec_yds,0,,,,,
player,201011210car,car,BeasJo99,fumbles_rec_td,0,,,,,
player,201011210car,car,BeasJo99,fumbles_forced,1,,,,,
player,201011210car,car,GodfCh99,def_int,0,,,,,
player,201011210car,car,GodfCh99,def_int_yds,0,,,,,
player,201011210car,car,GodfCh99,def_int_td,0,,,,,
player,201011210car,car,GodfCh99,def_int_long,0,,,,,
player,201011210car,car,GodfCh99,pass_defended,0,,,,,
player,201011210car,car,GodfCh99,sacks,0.0,,,,,
player,201011210car,car,GodfCh99,tackles_combined,9,,,,,
player,201011210car,car,GodfCh99,tackles_solo,7,,,,,
player,201011210car,car,GodfCh99,tackles_assists,2,,,,,
player,201011210car,car,GodfCh99,tackles_loss,0,,,,,
player,201011210car,car,GodfCh99,qb_hits,0,,,,,
player,201011210car,car,GodfCh99,fumbles_rec,0,,,,,
player,201011210car,car,GodfCh99,fumbles_rec_yds,0,,,,,
player,201011210car,car,GodfCh99,fumbles_rec_td,0,,,,,
player,201011210car,car,GodfCh99,fumbles_forced,1,,,,,
player,201011210car,car,MarsRi20,def_int,0,,,,,
player,201011210car,car,MarsRi20,def_int_yds,0,,,,,
player,201011210car,car,MarsRi20,def_int_td,0,,,,,
player,201011210car,car,MarsRi20,def_int_long,0,,,,,
player,201011210car,car,MarsRi20,pass_defended,0,,,,,
player,201011210car,car,MarsRi20,sacks,0.0,,,,,
player,201011210car,car,MarsRi20,tackles_combined,8,,,,,
player,201011210car,car,MarsRi20,tackles_solo,6,,,,,
player,201011210car,car,MarsRi20,tackles_assists,2,,,,,
player,201011210car,car,MarsRi20,tackles_loss,1,,,,,
player,201011210car,car,MarsRi20,qb_hits,0,,,,,
player,201011210car,car,MarsRi20,fumbles_rec,1,,,,,
player,201011210car,car,MarsRi20,fumbles_rec_yds,0,,,,,
player,201011210car,car,MarsRi20,fumbles_rec_td,0,,,,,
player,201011210car,car,MarsRi20,fumbles_forced,0,,,,,
player,201011210car,car,MartSh99,def_int,0,,,,,
player,201011210car,car,MartSh99,def_int_yds,0,,,,,
player,201011210car,car,MartSh99,def_int_td,0,,,,,
player,201011210car,car,MartSh99,def_int_long,0,,,,,
player,201011210car,car,MartSh99,pass_defended,0,,,,,
player,201011210car,car,MartSh99,sacks,0.0,,,,,
player,201011210car,car,MartSh99,tackles_combined,7,,,,,
player,201011210car,car,MartSh99,tackles_solo,6,,,,,
player,201011210car,car,MartSh99,tackles_assists,1,,,,,
player,201011210car,car,MartSh99,tackles_loss,1,,,,,
player,201011210car,car,MartSh99,qb_hits,0,,,,,
player,201011210car,car,MartSh99,fumbles_rec,0,,,,,
player,201011210car,car,MartSh99,fumbles_rec_yds,0,,,,,
player,201011210car,car,MartSh99,fumbles_rec_td,0,,,,,
player,201011210car,car,MartSh99,fumbles_forced,0,,,,,
player,201011210car,car,AndeJa21,def_int,0,,,,,
player,201011210car,car,AndeJa21,def_int_yds,0,,,,,
player,201011210car,car,AndeJa21,def_int_td,0,,,,,
player,201011210car,car,AndeJa21,def_int_long,0,,,,,
player,201011210car,car,AndeJa21,pass_defended,0,,,,,
player,201011210car,car,AndeJa21,sacks,0.0,,,,,
player,201011210car,car,AndeJa21,tackles_combined,5,,,,,
player,201011210car,car,AndeJa21,tackles_solo,4,,,,,
player,201011210car,car,AndeJa21,tackles_assists,1,,,,,
player,201011210car,car,AndeJa21,tackles_loss,1,,,,,
player,201011210car,car,AndeJa21,qb_hits,1,,,,,
player,201011210car,car,AndeJa21,fumbles_rec,0,,,,,
player,201011210car,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201011210car,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201011210car,car,AndeJa21,fumbles_forced,0,,,,,
player,201011210car,car,HaydNi99,def_int,0,,,,,
player,201011210car,car,HaydNi99,def_int_yds,0,,,,,
player,201011210car,car,HaydNi99,def_int_td,0,,,,,
player,201011210car,car,HaydNi99,def_int_long,0,,,,,
player,201011210car,car,HaydNi99,pass_defended,0,,,,,
player,201011210car,car,HaydNi99,sacks,0.0,,,,,
player,201011210car,car,HaydNi99,tackles_combined,3,,,,,
player,201011210car,car,HaydNi99,tackles_solo,3,,,,,
player,201011210car,car,HaydNi99,tackles_assists,0,,,,,
player,201011210car,car,HaydNi99,tackles_loss,0,,,,,
player,201011210car,car,HaydNi99,qb_hits,1,,,,,
player,201011210car,car,HaydNi99,fumbles_rec,0,,,,,
player,201011210car,car,HaydNi99,fumbles_rec_yds,0,,,,,
player,201011210car,car,HaydNi99,fumbles_rec_td,0,,,,,
player,201011210car,car,HaydNi99,fumbles_forced,0,,,,,
player,201011210car,car,LandDe99,def_int,0,,,,,
player,201011210car,car,LandDe99,def_int_yds,0,,,,,
player,201011210car,car,LandDe99,def_int_td,0,,,,,
player,201011210car,car,LandDe99,def_int_long,0,,,,,
player,201011210car,car,LandDe99,pass_defended,0,,,,,
player,201011210car,car,LandDe99,sacks,0.0,,,,,
player,201011210car,car,LandDe99,tackles_combined,3,,,,,
player,201011210car,car,LandDe99,tackles_solo,2,,,,,
player,201011210car,car,LandDe99,tackles_assists,1,,,,,
player,201011210car,car,LandDe99,tackles_loss,0,,,,,
player,201011210car,car,LandDe99,qb_hits,0,,,,,
player,201011210car,car,LandDe99,fumbles_rec,0,,,,,
player,201011210car,car,LandDe99,fumbles_rec_yds,0,,,,,
player,201011210car,car,LandDe99,fumbles_rec_td,0,,,,,
player,201011210car,car,LandDe99,fumbles_forced,0,,,,,
player,201011210car,car,HarrNi99,def_int,0,,,,,
player,201011210car,car,HarrNi99,def_int_yds,0,,,,,
player,201011210car,car,HarrNi99,def_int_td,0,,,,,
player,201011210car,car,HarrNi99,def_int_long,0,,,,,
player,201011210car,car,HarrNi99,pass_defended,0,,,,,
player,201011210car,car,HarrNi99,sacks,0.0,,,,,
player,201011210car,car,HarrNi99,tackles_combined,2,,,,,
player,201011210car,car,HarrNi99,tackles_solo,1,,,,,
player,201011210car,car,HarrNi99,tackles_assists,1,,,,,
player,201011210car,car,HarrNi99,tackles_loss,0,,,,,
player,201011210car,car,HarrNi99,qb_hits,0,,,,,
player,201011210car,car,HarrNi99,fumbles_rec,0,,,,,
player,201011210car,car,HarrNi99,fumbles_rec_yds,0,,,,,
player,201011210car,car,HarrNi99,fumbles_rec_td,0,,,,,
player,201011210car,car,HarrNi99,fumbles_forced,0,,,,,
player,201011210car,car,McClRo98,def_int,0,,,,,
player,201011210car,car,McClRo98,def_int_yds,0,,,,,
player,201011210car,car,McClRo98,def_int_td,0,,,,,
player,201011210car,car,McClRo98,def_int_long,0,,,,,
player,201011210car,car,McClRo98,pass_defended,0,,,,,
player,201011210car,car,McClRo98,sacks,0.0,,,,,
player,201011210car,car,McClRo98,tackles_combined,2,,,,,
player,201011210car,car,McClRo98,tackles_solo,2,,,,,
player,201011210car,car,McClRo98,tackles_assists,0,,,,,
player,201011210car,car,McClRo98,tackles_loss,0,,,,,
player,201011210car,car,McClRo98,qb_hits,0,,,,,
player,201011210car,car,McClRo98,fumbles_rec,0,,,,,
player,201011210car,car,McClRo98,fumbles_rec_yds,0,,,,,
player,201011210car,car,McClRo98,fumbles_rec_td,0,,,,,
player,201011210car,car,McClRo98,fumbles_forced,0,,,,,
player,201011210car,car,WilsC.99,def_int,0,,,,,
player,201011210car,car,WilsC.99,def_int_yds,0,,,,,
player,201011210car,car,WilsC.99,def_int_td,0,,,,,
player,201011210car,car,WilsC.99,def_int_long,0,,,,,
player,201011210car,car,WilsC.99,pass_defended,0,,,,,
player,201011210car,car,WilsC.99,sacks,0.0,,,,,
player,201011210car,car,WilsC.99,tackles_combined,2,,,,,
player,201011210car,car,WilsC.99,tackles_solo,2,,,,,
player,201011210car,car,WilsC.99,tackles_assists,0,,,,,
player,201011210car,car,WilsC.99,tackles_loss,0,,,,,
player,201011210car,car,WilsC.99,qb_hits,0,,,,,
player,201011210car,car,WilsC.99,fumbles_rec,0,,,,,
player,201011210car,car,WilsC.99,fumbles_rec_yds,0,,,,,
player,201011210car,car,WilsC.99,fumbles_rec_td,0,,,,,
player,201011210car,car,WilsC.99,fumbles_forced,0,,,,,
player,201011210car,car,BarnGa01,def_int,0,,,,,
player,201011210car,car,BarnGa01,def_int_yds,0,,,,,
player,201011210car,car,BarnGa01,def_int_td,0,,,,,
player,201011210car,car,BarnGa01,def_int_long,0,,,,,
player,201011210car,car,BarnGa01,pass_defended,0,,,,,
player,201011210car,car,BarnGa01,sacks,0.0,,,,,
player,201011210car,car,BarnGa01,tackles_combined,1,,,,,
player,201011210car,car,BarnGa01,tackles_solo,1,,,,,
player,201011210car,car,BarnGa01,tackles_assists,0,,,,,
player,201011210car,car,BarnGa01,tackles_loss,0,,,,,
player,201011210car,car,BarnGa01,qb_hits,0,,,,,
player,201011210car,car,BarnGa01,fumbles_rec,0,,,,,
player,201011210car,car,BarnGa01,fumbles_rec_yds,0,,,,,
player,201011210car,car,BarnGa01,fumbles_rec_td,0,,,,,
player,201011210car,car,BarnGa01,fumbles_forced,0,,,,,
player,201011210car,car,BrayTy20,def_int,0,,,,,
player,201011210car,car,BrayTy20,def_int_yds,0,,,,,
player,201011210car,car,BrayTy20,def_int_td,0,,,,,
player,201011210car,car,BrayTy20,def_int_long,0,,,,,
player,201011210car,car,BrayTy20,pass_defended,0,,,,,
player,201011210car,car,BrayTy20,sacks,0.0,,,,,
player,201011210car,car,BrayTy20,tackles_combined,1,,,,,
player,201011210car,car,BrayTy20,tackles_solo,1,,,,,
player,201011210car,car,BrayTy20,tackles_assists,0,,,,,
player,201011210car,car,BrayTy20,tackles_loss,0,,,,,
player,201011210car,car,BrayTy20,qb_hits,1,,,,,
player,201011210car,car,BrayTy20,fumbles_rec,1,,,,,
player,201011210car,car,BrayTy20,fumbles_rec_yds,1,,,,,
player,201011210car,car,BrayTy20,fumbles_rec_td,0,,,,,
player,201011210car,car,BrayTy20,fumbles_forced,0,,,,,
player,201011210car,car,GambCh20,def_int,0,,,,,
player,201011210car,car,GambCh20,def_int_yds,0,,,,,
player,201011210car,car,GambCh20,def_int_td,0,,,,,
player,201011210car,car,GambCh20,def_int_long,0,,,,,
player,201011210car,car,GambCh20,pass_defended,0,,,,,
player,201011210car,car,GambCh20,sacks,0.0,,,,,
player,201011210car,car,GambCh20,tackles_combined,1,,,,,
player,201011210car,car,GambCh20,tackles_solo,1,,,,,
player,201011210car,car,GambCh20,tackles_assists,0,,,,,
player,201011210car,car,GambCh20,tackles_loss,0,,,,,
player,201011210car,car,GambCh20,qb_hits,0,,,,,
