game,2010,12,20101128,201011280cle,car,"Carolina Panthers",23,cle,"Cleveland Browns",24
player,201011280cle,car,StewJo00,pass_att,0,,,,,
player,201011280cle,car,StewJo00,pass_yds,0,,,,,
player,201011280cle,car,StewJo00,pass_td,0,,,,,
player,201011280cle,car,StewJo00,pass_int,0,,,,,
player,201011280cle,car,StewJo00,pass_sacked,,,,,,
player,201011280cle,car,StewJo00,pass_sacked_yds,,,,,,
player,201011280cle,car,StewJo00,pass_long,0,,,,,
player,201011280cle,car,StewJo00,pass_rating,,,,,,
player,201011280cle,car,StewJo00,rush_att,12,,,,,
player,201011280cle,car,StewJo00,rush_yds,98,,,,,
player,201011280cle,car,StewJo00,rush_td,0,,,,,
player,201011280cle,car,StewJo00,rush_long,31,,,,,
player,201011280cle,car,StewJo00,targets,0,,,,,
player,201011280cle,car,StewJo00,rec,0,,,,,
player,201011280cle,car,StewJo00,rec_yds,0,,,,,
player,201011280cle,car,StewJo00,rec_td,0,,,,,
player,201011280cle,car,StewJo00,rec_long,0,,,,,
player,201011280cle,car,StewJo00,fumbles,0,,,,,
player,201011280cle,car,StewJo00,fumbles_lost,,,,,,
player,201011280cle,car,GoodMi00,pass_cmp,0,,,,,
player,201011280cle,car,GoodMi00,pass_att,0,,,,,
player,201011280cle,car,GoodMi00,pass_yds,0,,,,,
player,201011280cle,car,GoodMi00,pass_td,0,,,,,
player,201011280cle,car,GoodMi00,pass_int,0,,,,,
player,201011280cle,car,GoodMi00,pass_sacked,,,,,,
player,201011280cle,car,GoodMi00,pass_sacked_yds,,,,,,
player,201011280cle,car,GoodMi00,pass_long,0,,,,,
player,201011280cle,car,GoodMi00,pass_rating,,,,,,
player,201011280cle,car,GoodMi00,rush_att,14,,,,,
player,201011280cle,car,GoodMi00,rush_yds,55,,,,,
player,201011280cle,car,GoodMi00,rush_td,1,,,,,
player,201011280cle,car,GoodMi00,rush_long,26,,,,,
player,201011280cle,car,GoodMi00,targets,10,,,,,
player,201011280cle,car,GoodMi00,rec,8,,,,,
player,201011280cle,car,GoodMi00,rec_yds,81,,,,,
player,201011280cle,car,GoodMi00,rec_td,0,,,,,
player,201011280cle,car,GoodMi00,rec_long,32,,,,,
player,201011280cle,car,GoodMi00,fumbles,0,,,,,
player,201011280cle,car,GoodMi00,fumbles_lost,,,,,,
player,201011280cle,car,LaFeBr00,pass_cmp,0,,,,,
player,201011280cle,car,LaFeBr00,pass_att,0,,,,,
player,201011280cle,car,LaFeBr00,pass_yds,0,,,,,
player,201011280cle,car,LaFeBr00,pass_td,0,,,,,
player,201011280cle,car,LaFeBr00,pass_int,0,,,,,
player,201011280cle,car,LaFeBr00,pass_sacked,0,,,,,
player,201011280cle,car,LaFeBr00,pass_sacked_yds,,,,,,
player,201011280cle,car,LaFeBr00,pass_long,0,,,,,
player,201011280cle,car,LaFeBr00,pass_rating,,,,,,
player,201011280cle,car,LaFeBr00,rush_att,0,,,,,
player,201011280cle,car,LaFeBr00,rush_yds,0,,,,,
player,201011280cle,car,LaFeBr00,rush_td,0,,,,,
player,201011280cle,car,LaFeBr00,rush_long,0,,,,,
player,201011280cle,car,LaFeBr00,targets,4,,,,,
player,201011280cle,car,LaFeBr00,rec,2,,,,,
player,201011280cle,car,LaFeBr00,rec_yds,37,,,,,
player,201011280cle,car,LaFeBr00,rec_td,0,,,,,
player,201011280cle,car,LaFeBr00,rec_long,28,,,,,
player,201011280cle,car,LaFeBr00,fumbles,0,,,,,
player,201011280cle,car,LaFeBr00,fumbles_lost,,,,,,
player,201011280cle,car,SmitSt01,pass_cmp,0,,,,,
player,201011280cle,car,SmitSt01,pass_att,0,,,,,
player,201011280cle,car,SmitSt01,pass_yds,0,,,,,
player,201011280cle,car,SmitSt01,pass_td,0,,,,,
player,201011280cle,car,SmitSt01,pass_int,0,,,,,
player,201011280cle,car,SmitSt01,pass_sacked,,,,,,
player,201011280cle,car,SmitSt01,pass_sacked_yds,,,,,,
player,201011280cle,car,SmitSt01,pass_long,0,,,,,
player,201011280cle,car,SmitSt01,pass_rating,,,,,,
player,201011280cle,car,SmitSt01,rush_att,0,,,,,
player,201011280cle,car,SmitSt01,rush_yds,0,,,,,
player,201011280cle,car,SmitSt01,rush_td,0,,,,,
player,201011280cle,car,SmitSt01,rush_long,0,,,,,
player,201011280cle,car,SmitSt01,targets,5,,,,,
player,201011280cle,car,SmitSt01,rec,2,,,,,
player,201011280cle,car,SmitSt01,rec_yds,33,,,,,
player,201011280cle,car,SmitSt01,rec_td,0,,,,,
player,201011280cle,car,SmitSt01,rec_long,18,,,,,
player,201011280cle,car,SmitSt01,fumbles,0,,,,,
player,201011280cle,car,SmitSt01,fumbles_lost,,,,,,
player,201011280cle,car,FiamTo00,pass_cmp,0,,,,,
player,201011280cle,car,FiamTo00,pass_att,0,,,,,
player,201011280cle,car,FiamTo00,pass_yds,0,,,,,
player,201011280cle,car,FiamTo00,pass_td,0,,,,,
player,201011280cle,car,FiamTo00,pass_int,0,,,,,
player,201011280cle,car,FiamTo00,pass_sacked,,,,,,
player,201011280cle,car,FiamTo00,pass_sacked_yds,,,,,,
player,201011280cle,car,FiamTo00,pass_long,0,,,,,
player,201011280cle,car,FiamTo00,pass_rating,,,,,,
player,201011280cle,car,FiamTo00,rush_att,0,,,,,
player,201011280cle,car,FiamTo00,rush_yds,0,,,,,
player,201011280cle,car,FiamTo00,rush_td,0,,,,,
player,201011280cle,car,FiamTo00,rush_long,0,,,,,
player,201011280cle,car,FiamTo00,targets,1,,,,,
player,201011280cle,car,FiamTo00,rec,1,,,,,
player,201011280cle,car,FiamTo00,rec_yds,11,,,,,
player,201011280cle,car,FiamTo00,rec_td,0,,,,,
player,201011280cle,car,FiamTo00,rec_long,11,,,,,
player,201011280cle,car,FiamTo00,fumbles,0,,,,,
player,201011280cle,car,FiamTo00,fumbles_lost,,,,,,
player,201011280cle,car,RosaDa00,pass_cmp,0,,,,,
player,201011280cle,car,RosaDa00,pass_att,0,,,,,
player,201011280cle,car,RosaDa00,pass_yds,0,,,,,
player,201011280cle,car,RosaDa00,pass_td,0,,,,,
player,201011280cle,car,RosaDa00,pass_int,0,,,,,
player,201011280cle,car,RosaDa00,pass_sacked,,,,,,
player,201011280cle,car,RosaDa00,pass_sacked_yds,,,,,,
player,201011280cle,car,RosaDa00,pass_long,0,,,,,
player,201011280cle,car,RosaDa00,pass_rating,,,,,,
player,201011280cle,car,RosaDa00,rush_att,1,,,,,
player,201011280cle,car,RosaDa00,rush_yds,-2,,,,,
player,201011280cle,car,RosaDa00,rush_td,0,,,,,
player,201011280cle,car,RosaDa00,rush_long,-2,,,,,
player,201011280cle,car,RosaDa00,targets,5,,,,,
player,201011280cle,car,RosaDa00,rec,3,,,,,
player,201011280cle,car,RosaDa00,rec_yds,33,,,,,
player,201011280cle,car,RosaDa00,rec_td,0,,,,,
player,201011280cle,car,RosaDa00,rec_long,14,,,,,
player,201011280cle,car,RosaDa00,fumbles,0,,,,,
player,201011280cle,car,RosaDa00,fumbles_lost,,,,,,
player,201011280cle,car,KingJe00,pass_cmp,,,,,,
player,201011280cle,car,KingJe00,pass_att,,,,,,
player,201011280cle,car,KingJe00,pass_yds,,,,,,
player,201011280cle,car,KingJe00,pass_td,,,,,,
player,201011280cle,car,KingJe00,pass_int,,,,,,
player,201011280cle,car,KingJe00,pass_sacked,,,,,,
player,201011280cle,car,KingJe00,pass_sacked_yds,,,,,,
player,201011280cle,car,KingJe00,pass_long,,,,,,
player,201011280cle,car,KingJe00,pass_rating,,,,,,
player,201011280cle,car,KingJe00,rush_att,,,,,,
player,201011280cle,car,KingJe00,rush_yds,,,,,,
player,201011280cle,car,KingJe00,rush_td,,,,,,
player,201011280cle,car,KingJe00,rush_long,,,,,,
player,201011280cle,car,KingJe00,targets,1,,,,,
player,201011280cle,car,KingJe00,rec,0,,,,,
player,201011280cle,car,KingJe00,rec_yds,0,,,,,
player,201011280cle,car,KingJe00,rec_td,0,,,,,
player,201011280cle,car,KingJe00,rec_long,,,,,,
player,201011280cle,car,KingJe00,fumbles,,,,,,
player,201011280cle,car,KingJe00,fumbles_lost,,,,,,
player,201011280cle,cle,DelhJa00,pass_cmp,24,,,,,
player,201011280cle,cle,DelhJa00,pass_att,35,,,,,
player,201011280cle,cle,DelhJa00,pass_yds,245,,,,,
player,201011280cle,cle,DelhJa00,pass_td,0,,,,,
player,201011280cle,cle,DelhJa00,pass_int,2,,,,,
player,201011280cle,cle,DelhJa00,pass_sacked,2,,,,,
player,201011280cle,cle,DelhJa00,pass_sacked_yds,18,,,,,
player,201011280cle,cle,DelhJa00,pass_long,24,,,,,
player,201011280cle,cle,DelhJa00,pass_rating,64.6,,,,,
player,201011280cle,cle,DelhJa00,rush_att,2,,,,,
player,201011280cle,cle,DelhJa00,rush_yds,2,,,,,
player,201011280cle,cle,DelhJa00,rush_td,0,,,,,
player,201011280cle,cle,DelhJa00,rush_long,2,,,,,
player,201011280cle,cle,DelhJa00,targets,0,,,,,
player,201011280cle,cle,DelhJa00,rec,0,,,,,
player,201011280cle,cle,DelhJa00,rec_yds,0,,,,,
player,201011280cle,cle,DelhJa00,rec_td,0,,,,,
player,201011280cle,cle,DelhJa00,rec_long,0,,,,,
player,201011280cle,cle,DelhJa00,fumbles,1,,,,,
player,201011280cle,cle,DelhJa00,fumbles_lost,0,,,,,
player,201011280cle,cle,HillPe00,pass_cmp,0,,,,,
player,201011280cle,cle,HillPe00,pass_att,1,,,,,
player,201011280cle,cle,HillPe00,pass_yds,0,,,,,
player,201011280cle,cle,HillPe00,pass_td,0,,,,,
player,201011280cle,cle,HillPe00,pass_int,0,,,,,
player,201011280cle,cle,HillPe00,pass_sacked,0,,,,,
player,201011280cle,cle,HillPe00,pass_sacked_yds,0,,,,,
player,201011280cle,cle,HillPe00,pass_long,0,,,,,
player,201011280cle,cle,HillPe00,pass_rating,39.6,,,,,
player,201011280cle,cle,HillPe00,rush_att,26,,,,,
player,201011280cle,cle,HillPe00,rush_yds,131,,,,,
player,201011280cle,cle,HillPe00,rush_td,3,,,,,
player,201011280cle,cle,HillPe00,rush_long,18,,,,,
player,201011280cle,cle,HillPe00,targets,8,,,,,
player,201011280cle,cle,HillPe00,rec,6,,,,,
player,201011280cle,cle,HillPe00,rec_yds,63,,,,,
player,201011280cle,cle,HillPe00,rec_td,0,,,,,
player,201011280cle,cle,HillPe00,rec_long,21,,,,,
player,201011280cle,cle,HillPe00,fumbles,0,,,,,
player,201011280cle,cle,HillPe00,fumbles_lost,,,,,,
player,201011280cle,cle,BellMi00,pass_cmp,0,,,,,
player,201011280cle,cle,BellMi00,pass_att,0,,,,,
player,201011280cle,cle,BellMi00,pass_yds,0,,,,,
player,201011280cle,cle,BellMi00,pass_td,0,,,,,
player,201011280cle,cle,BellMi00,pass_int,0,,,,,
player,201011280cle,cle,BellMi00,pass_sacked,,,,,,
player,201011280cle,cle,BellMi00,pass_sacked_yds,,,,,,
player,201011280cle,cle,BellMi00,pass_long,0,,,,,
player,201011280cle,cle,BellMi00,pass_rating,,,,,,
player,201011280cle,cle,BellMi00,rush_att,2,,,,,
player,201011280cle,cle,BellMi00,rush_yds,14,,,,,
player,201011280cle,cle,BellMi00,rush_td,0,,,,,
player,201011280cle,cle,BellMi00,rush_long,8,,,,,
player,201011280cle,cle,BellMi00,targets,0,,,,,
player,201011280cle,cle,BellMi00,rec,0,,,,,
player,201011280cle,cle,BellMi00,rec_yds,0,,,,,
player,201011280cle,cle,BellMi00,rec_td,0,,,,,
player,201011280cle,cle,BellMi00,rec_long,0,,,,,
player,201011280cle,cle,BellMi00,fumbles,0,,,,,
player,201011280cle,cle,BellMi00,fumbles_lost,,,,,,
player,201011280cle,cle,MitcCa00,pass_cmp,0,,,,,
player,201011280cle,cle,MitcCa00,pass_att,0,,,,,
player,201011280cle,cle,MitcCa00,pass_yds,0,,,,,
player,201011280cle,cle,MitcCa00,pass_td,0,,,,,
player,201011280cle,cle,MitcCa00,pass_int,0,,,,,
player,201011280cle,cle,MitcCa00,pass_sacked,,,,,,
player,201011280cle,cle,MitcCa00,pass_sacked_yds,,,,,,
player,201011280cle,cle,MitcCa00,pass_long,0,,,,,
player,201011280cle,cle,MitcCa00,pass_rating,,,,,,
player,201011280cle,cle,MitcCa00,rush_att,1,,,,,
player,201011280cle,cle,MitcCa00,rush_yds,9,,,,,
player,201011280cle,cle,MitcCa00,rush_td,0,,,,,
player,201011280cle,cle,MitcCa00,rush_long,9,,,,,
player,201011280cle,cle,MitcCa00,targets,1,,,,,
player,201011280cle,cle,MitcCa00,rec,0,,,,,
player,201011280cle,cle,MitcCa00,rec_yds,0,,,,,
player,201011280cle,cle,MitcCa00,rec_td,0,,,,,
player,201011280cle,cle,MitcCa00,rec_long,0,,,,,
player,201011280cle,cle,MitcCa00,fumbles,0,,,,,
player,201011280cle,cle,MitcCa00,fumbles_lost,,,,,,
player,201011280cle,cle,MassMo00,pass_cmp,0,,,,,
player,201011280cle,cle,MassMo00,pass_att,0,,,,,
player,201011280cle,cle,MassMo00,pass_yds,0,,,,,
player,201011280cle,cle,MassMo00,pass_td,0,,,,,
player,201011280cle,cle,MassMo00,pass_int,0,,,,,
player,201011280cle,cle,MassMo00,pass_sacked,0,,,,,
player,201011280cle,cle,MassMo00,pass_sacked_yds,,,,,,
player,201011280cle,cle,MassMo00,pass_long,0,,,,,
player,201011280cle,cle,MassMo00,pass_rating,,,,,,
player,201011280cle,cle,MassMo00,rush_att,0,,,,,
player,201011280cle,cle,MassMo00,rush_yds,0,,,,,
player,201011280cle,cle,MassMo00,rush_td,0,,,,,
player,201011280cle,cle,MassMo00,rush_long,0,,,,,
player,201011280cle,cle,MassMo00,targets,6,,,,,
player,201011280cle,cle,MassMo00,rec,4,,,,,
player,201011280cle,cle,MassMo00,rec_yds,52,,,,,
player,201011280cle,cle,MassMo00,rec_td,0,,,,,
player,201011280cle,cle,MassMo00,rec_long,19,,,,,
player,201011280cle,cle,MassMo00,fumbles,0,,,,,
player,201011280cle,cle,MassMo00,fumbles_lost,,,,,,
player,201011280cle,cle,RobiBr00,pass_cmp,0,,,,,
player,201011280cle,cle,RobiBr00,pass_att,0,,,,,
player,201011280cle,cle,RobiBr00,pass_yds,0,,,,,
player,201011280cle,cle,RobiBr00,pass_td,0,,,,,
player,201011280cle,cle,RobiBr00,pass_int,0,,,,,
player,201011280cle,cle,RobiBr00,pass_sacked,,,,,,
player,201011280cle,cle,RobiBr00,pass_sacked_yds,,,,,,
player,201011280cle,cle,RobiBr00,pass_long,0,,,,,
player,201011280cle,cle,RobiBr00,pass_rating,,,,,,
player,201011280cle,cle,RobiBr00,rush_att,0,,,,,
player,201011280cle,cle,RobiBr00,rush_yds,0,,,,,
player,201011280cle,cle,RobiBr00,rush_td,0,,,,,
player,201011280cle,cle,RobiBr00,rush_long,0,,,,,
player,201011280cle,cle,RobiBr00,targets,7,,,,,
player,201011280cle,cle,RobiBr00,rec,7,,,,,
player,201011280cle,cle,RobiBr00,rec_yds,50,,,,,
player,201011280cle,cle,RobiBr00,rec_td,0,,,,,
player,201011280cle,cle,RobiBr00,rec_long,15,,,,,
player,201011280cle,cle,RobiBr00,fumbles,0,,,,,
player,201011280cle,cle,RobiBr00,fumbles_lost,,,,,,
player,201011280cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201011280cle,cle,WatsBe00,pass_att,0,,,,,
player,201011280cle,cle,WatsBe00,pass_yds,0,,,,,
player,201011280cle,cle,WatsBe00,pass_td,0,,,,,
player,201011280cle,cle,WatsBe00,pass_int,0,,,,,
player,201011280cle,cle,WatsBe00,pass_sacked,,,,,,
player,201011280cle,cle,WatsBe00,pass_sacked_yds,,,,,,
player,201011280cle,cle,WatsBe00,pass_long,0,,,,,
player,201011280cle,cle,WatsBe00,pass_rating,,,,,,
player,201011280cle,cle,WatsBe00,rush_att,0,,,,,
player,201011280cle,cle,WatsBe00,rush_yds,0,,,,,
player,201011280cle,cle,WatsBe00,rush_td,0,,,,,
player,201011280cle,cle,WatsBe00,rush_long,0,,,,,
player,201011280cle,cle,WatsBe00,targets,5,,,,,
player,201011280cle,cle,WatsBe00,rec,4,,,,,
player,201011280cle,cle,WatsBe00,rec_yds,40,,,,,
player,201011280cle,cle,WatsBe00,rec_td,0,,,,,
player,201011280cle,cle,WatsBe00,rec_long,21,,,,,
player,201011280cle,cle,WatsBe00,fumbles,0,,,,,
player,201011280cle,cle,WatsBe00,fumbles_lost,,,,,,
player,201011280cle,cle,MoorEv00,pass_cmp,0,,,,,
player,201011280cle,cle,MoorEv00,pass_att,0,,,,,
player,201011280cle,cle,MoorEv00,pass_yds,0,,,,,
player,201011280cle,cle,MoorEv00,pass_td,0,,,,,
player,201011280cle,cle,MoorEv00,pass_int,0,,,,,
player,201011280cle,cle,MoorEv00,pass_sacked,,,,,,
player,201011280cle,cle,MoorEv00,pass_sacked_yds,,,,,,
player,201011280cle,cle,MoorEv00,pass_long,0,,,,,
player,201011280cle,cle,MoorEv00,pass_rating,,,,,,
player,201011280cle,cle,MoorEv00,rush_att,0,,,,,
player,201011280cle,cle,MoorEv00,rush_yds,0,,,,,
player,201011280cle,cle,MoorEv00,rush_td,0,,,,,
player,201011280cle,cle,MoorEv00,rush_long,0,,,,,
player,201011280cle,cle,MoorEv00,targets,3,,,,,
player,201011280cle,cle,MoorEv00,rec,2,,,,,
player,201011280cle,cle,MoorEv00,rec_yds,16,,,,,
player,201011280cle,cle,MoorEv00,rec_td,0,,,,,
player,201011280cle,cle,MoorEv00,rec_long,11,,,,,
player,201011280cle,cle,MoorEv00,fumbles,1,,,,,
player,201011280cle,cle,MoorEv00,fumbles_lost,1,,,,,
player,201011280cle,cle,StucCh20,pass_cmp,0,,,,,
player,201011280cle,cle,StucCh20,pass_att,0,,,,,
player,201011280cle,cle,StucCh20,pass_yds,0,,,,,
player,201011280cle,cle,StucCh20,pass_td,0,,,,,
player,201011280cle,cle,StucCh20,pass_int,0,,,,,
player,201011280cle,cle,StucCh20,pass_sacked,,,,,,
player,201011280cle,cle,StucCh20,pass_sacked_yds,,,,,,
player,201011280cle,cle,StucCh20,pass_long,0,,,,,
player,201011280cle,cle,StucCh20,pass_rating,,,,,,
player,201011280cle,cle,StucCh20,rush_att,1,,,,,
player,201011280cle,cle,StucCh20,rush_yds,-4,,,,,
player,201011280cle,cle,StucCh20,rush_td,0,,,,,
player,201011280cle,cle,StucCh20,rush_long,-4,,,,,
player,201011280cle,cle,StucCh20,targets,1,,,,,
player,201011280cle,cle,StucCh20,rec,1,,,,,
player,201011280cle,cle,StucCh20,rec_yds,24,,,,,
player,201011280cle,cle,StucCh20,rec_td,0,,,,,
player,201011280cle,cle,StucCh20,rec_long,24,,,,,
player,201011280cle,cle,StucCh20,fumbles,0,,,,,
player,201011280cle,cle,StucCh20,fumbles_lost,,,,,,
player,201011280cle,cle,VickLa00,pass_cmp,,,,,,
player,201011280cle,cle,VickLa00,pass_att,,,,,,
player,201011280cle,cle,VickLa00,pass_yds,,,,,,
player,201011280cle,cle,VickLa00,pass_td,,,,,,
player,201011280cle,cle,VickLa00,pass_int,,,,,,
player,201011280cle,cle,VickLa00,pass_sacked,,,,,,
player,201011280cle,cle,VickLa00,pass_sacked_yds,,,,,,
player,201011280cle,cle,VickLa00,pass_long,,,,,,
player,201011280cle,cle,VickLa00,pass_rating,,,,,,
player,201011280cle,cle,VickLa00,rush_att,,,,,,
player,201011280cle,cle,VickLa00,rush_yds,,,,,,
player,201011280cle,cle,VickLa00,rush_td,,,,,,
player,201011280cle,cle,VickLa00,rush_long,,,,,,
player,201011280cle,cle,VickLa00,targets,2,,,,,
player,201011280cle,cle,VickLa00,rec,0,,,,,
player,201011280cle,cle,VickLa00,rec_yds,0,,,,,
player,201011280cle,cle,VickLa00,rec_td,0,,,,,
player,201011280cle,cle,VickLa00,rec_long,,,,,,
player,201011280cle,cle,VickLa00,fumbles,,,,,,
player,201011280cle,cle,VickLa00,fumbles_lost,,,,,,
player,201011280cle,car,BeasJo99,def_int,1,,,,,
player,201011280cle,car,BeasJo99,def_int_yds,7,,,,,
player,201011280cle,car,BeasJo99,def_int_td,0,,,,,
player,201011280cle,car,BeasJo99,def_int_long,7,,,,,
player,201011280cle,car,BeasJo99,pass_defended,2,,,,,
player,201011280cle,car,BeasJo99,sacks,0.0,,,,,
player,201011280cle,car,BeasJo99,tackles_combined,6,,,,,
player,201011280cle,car,BeasJo99,tackles_solo,5,,,,,
player,201011280cle,car,BeasJo99,tackles_assists,1,,,,,
player,201011280cle,car,BeasJo99,tackles_loss,0,,,,,
player,201011280cle,car,BeasJo99,qb_hits,0,,,,,
player,201011280cle,car,BeasJo99,fumbles_rec,0,,,,,
player,201011280cle,car,BeasJo99,fumbles_rec_yds,0,,,,,
player,201011280cle,car,BeasJo99,fumbles_rec_td,0,,,,,
player,201011280cle,car,BeasJo99,fumbles_forced,0,,,,,
player,201011280cle,car,MunnCa99,def_int,1,,,,,
player,201011280cle,car,MunnCa99,def_int_yds,37,,,,,
player,201011280cle,car,MunnCa99,def_int_td,1,,,,,
player,201011280cle,car,MunnCa99,def_int_long,37,,,,,
player,201011280cle,car,MunnCa99,pass_defended,1,,,,,
player,201011280cle,car,MunnCa99,sacks,0.0,,,,,
player,201011280cle,car,MunnCa99,tackles_combined,6,,,,,
player,201011280cle,car,MunnCa99,tackles_solo,6,,,,,
player,201011280cle,car,MunnCa99,tackles_assists,0,,,,,
player,201011280cle,car,MunnCa99,tackles_loss,0,,,,,
player,201011280cle,car,MunnCa99,qb_hits,0,,,,,
player,201011280cle,car,MunnCa99,fumbles_rec,0,,,,,
player,201011280cle,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201011280cle,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201011280cle,car,MunnCa99,fumbles_forced,0,,,,,
player,201011280cle,car,JohnCh98,def_int,0,,,,,
player,201011280cle,car,JohnCh98,def_int_yds,0,,,,,
player,201011280cle,car,JohnCh98,def_int_td,0,,,,,
player,201011280cle,car,JohnCh98,def_int_long,0,,,,,
player,201011280cle,car,JohnCh98,pass_defended,0,,,,,
player,201011280cle,car,JohnCh98,sacks,2.0,,,,,
player,201011280cle,car,JohnCh98,tackles_combined,6,,,,,
player,201011280cle,car,JohnCh98,tackles_solo,6,,,,,
player,201011280cle,car,JohnCh98,tackles_assists,0,,,,,
player,201011280cle,car,JohnCh98,tackles_loss,2,,,,,
player,201011280cle,car,JohnCh98,qb_hits,3,,,,,
player,201011280cle,car,JohnCh98,fumbles_rec,0,,,,,
player,201011280cle,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201011280cle,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201011280cle,car,JohnCh98,fumbles_forced,1,,,,,
player,201011280cle,car,AndeJa21,def_int,0,,,,,
player,201011280cle,car,AndeJa21,def_int_yds,0,,,,,
player,201011280cle,car,AndeJa21,def_int_td,0,,,,,
player,201011280cle,car,AndeJa21,def_int_long,0,,,,,
player,201011280cle,car,AndeJa21,pass_defended,0,,,,,
player,201011280cle,car,AndeJa21,sacks,0.0,,,,,
player,201011280cle,car,AndeJa21,tackles_combined,10,,,,,
player,201011280cle,car,AndeJa21,tackles_solo,9,,,,,
player,201011280cle,car,AndeJa21,tackles_assists,1,,,,,
player,201011280cle,car,AndeJa21,tackles_loss,0,,,,,
player,201011280cle,car,AndeJa21,qb_hits,0,,,,,
player,201011280cle,car,AndeJa21,fumbles_rec,0,,,,,
player,201011280cle,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201011280cle,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201011280cle,car,AndeJa21,fumbles_forced,0,,,,,
player,201011280cle,car,MartSh99,def_int,0,,,,,
player,201011280cle,car,MartSh99,def_int_yds,0,,,,,
player,201011280cle,car,MartSh99,def_int_td,0,,,,,
player,201011280cle,car,MartSh99,def_int_long,0,,,,,
player,201011280cle,car,MartSh99,pass_defended,0,,,,,
player,201011280cle,car,MartSh99,sacks,0.0,,,,,
player,201011280cle,car,MartSh99,tackles_combined,10,,,,,
player,201011280cle,car,MartSh99,tackles_solo,7,,,,,
player,201011280cle,car,MartSh99,tackles_assists,3,,,,,
player,201011280cle,car,MartSh99,tackles_loss,0,,,,,
player,201011280cle,car,MartSh99,qb_hits,0,,,,,
player,201011280cle,car,MartSh99,fumbles_rec,0,,,,,
player,201011280cle,car,MartSh99,fumbles_rec_yds,0,,,,,
player,201011280cle,car,MartSh99,fumbles_rec_td,0,,,,,
player,201011280cle,car,MartSh99,fumbles_forced,1,,,,,
player,201011280cle,car,GodfCh99,def_int,0,,,,,
player,201011280cle,car,GodfCh99,def_int_yds,0,,,,,
player,201011280cle,car,GodfCh99,def_int_td,0,,,,,
player,201011280cle,car,GodfCh99,def_int_long,0,,,,,
player,201011280cle,car,GodfCh99,pass_defended,1,,,,,
player,201011280cle,car,GodfCh99,sacks,0.0,,,,,
player,201011280cle,car,GodfCh99,tackles_combined,8,,,,,
