game,2010,4,20101003,201010030gnb,det,"Detroit Lions",26,gnb,"Green Bay Packers",28
player,201010030gnb,det,HillSh00,targets,0,,,,,
player,201010030gnb,det,HillSh00,rec,0,,,,,
player,201010030gnb,det,HillSh00,rec_yds,0,,,,,
player,201010030gnb,det,HillSh00,rec_td,0,,,,,
player,201010030gnb,det,HillSh00,rec_long,0,,,,,
player,201010030gnb,det,HillSh00,fumbles,1,,,,,
player,201010030gnb,det,HillSh00,fumbles_lost,0,,,,,
player,201010030gnb,det,BestJa00,pass_cmp,0,,,,,
player,201010030gnb,det,BestJa00,pass_att,0,,,,,
player,201010030gnb,det,BestJa00,pass_yds,0,,,,,
player,201010030gnb,det,BestJa00,pass_td,0,,,,,
player,201010030gnb,det,BestJa00,pass_int,0,,,,,
player,201010030gnb,det,BestJa00,pass_sacked,0,,,,,
player,201010030gnb,det,BestJa00,pass_sacked_yds,,,,,,
player,201010030gnb,det,BestJa00,pass_long,0,,,,,
player,201010030gnb,det,BestJa00,pass_rating,,,,,,
player,201010030gnb,det,BestJa00,rush_att,12,,,,,
player,201010030gnb,det,BestJa00,rush_yds,50,,,,,
player,201010030gnb,det,BestJa00,rush_td,0,,,,,
player,201010030gnb,det,BestJa00,rush_long,10,,,,,
player,201010030gnb,det,BestJa00,targets,7,,,,,
player,201010030gnb,det,BestJa00,rec,5,,,,,
player,201010030gnb,det,BestJa00,rec_yds,34,,,,,
player,201010030gnb,det,BestJa00,rec_td,0,,,,,
player,201010030gnb,det,BestJa00,rec_long,15,,,,,
player,201010030gnb,det,BestJa00,fumbles,1,,,,,
player,201010030gnb,det,BestJa00,fumbles_lost,1,,,,,
player,201010030gnb,det,SmitKe02,pass_cmp,0,,,,,
player,201010030gnb,det,SmitKe02,pass_att,0,,,,,
player,201010030gnb,det,SmitKe02,pass_yds,0,,,,,
player,201010030gnb,det,SmitKe02,pass_td,0,,,,,
player,201010030gnb,det,SmitKe02,pass_int,0,,,,,
player,201010030gnb,det,SmitKe02,pass_sacked,,,,,,
player,201010030gnb,det,SmitKe02,pass_sacked_yds,,,,,,
player,201010030gnb,det,SmitKe02,pass_long,0,,,,,
player,201010030gnb,det,SmitKe02,pass_rating,,,,,,
player,201010030gnb,det,SmitKe02,rush_att,3,,,,,
player,201010030gnb,det,SmitKe02,rush_yds,12,,,,,
player,201010030gnb,det,SmitKe02,rush_td,0,,,,,
player,201010030gnb,det,SmitKe02,rush_long,8,,,,,
player,201010030gnb,det,SmitKe02,targets,5,,,,,
player,201010030gnb,det,SmitKe02,rec,4,,,,,
player,201010030gnb,det,SmitKe02,rec_yds,22,,,,,
player,201010030gnb,det,SmitKe02,rec_td,0,,,,,
player,201010030gnb,det,SmitKe02,rec_long,9,,,,,
player,201010030gnb,det,SmitKe02,fumbles,0,,,,,
player,201010030gnb,det,SmitKe02,fumbles_lost,,,,,,
player,201010030gnb,det,FeltJe00,pass_cmp,0,,,,,
player,201010030gnb,det,FeltJe00,pass_att,0,,,,,
player,201010030gnb,det,FeltJe00,pass_yds,0,,,,,
player,201010030gnb,det,FeltJe00,pass_td,0,,,,,
player,201010030gnb,det,FeltJe00,pass_int,0,,,,,
player,201010030gnb,det,FeltJe00,pass_sacked,,,,,,
player,201010030gnb,det,FeltJe00,pass_sacked_yds,,,,,,
player,201010030gnb,det,FeltJe00,pass_long,0,,,,,
player,201010030gnb,det,FeltJe00,pass_rating,,,,,,
player,201010030gnb,det,FeltJe00,rush_att,1,,,,,
player,201010030gnb,det,FeltJe00,rush_yds,6,,,,,
player,201010030gnb,det,FeltJe00,rush_td,0,,,,,
player,201010030gnb,det,FeltJe00,rush_long,6,,,,,
player,201010030gnb,det,FeltJe00,targets,3,,,,,
player,201010030gnb,det,FeltJe00,rec,2,,,,,
player,201010030gnb,det,FeltJe00,rec_yds,12,,,,,
player,201010030gnb,det,FeltJe00,rec_td,0,,,,,
player,201010030gnb,det,FeltJe00,rec_long,7,,,,,
player,201010030gnb,det,FeltJe00,fumbles,0,,,,,
player,201010030gnb,det,FeltJe00,fumbles_lost,,,,,,
player,201010030gnb,det,JohnCa00,pass_cmp,0,,,,,
player,201010030gnb,det,JohnCa00,pass_att,0,,,,,
player,201010030gnb,det,JohnCa00,pass_yds,0,,,,,
player,201010030gnb,det,JohnCa00,pass_td,0,,,,,
player,201010030gnb,det,JohnCa00,pass_int,0,,,,,
player,201010030gnb,det,JohnCa00,pass_sacked,,,,,,
player,201010030gnb,det,JohnCa00,pass_sacked_yds,,,,,,
player,201010030gnb,det,JohnCa00,pass_long,0,,,,,
player,201010030gnb,det,JohnCa00,pass_rating,,,,,,
player,201010030gnb,det,JohnCa00,rush_att,1,,,,,
player,201010030gnb,det,JohnCa00,rush_yds,2,,,,,
player,201010030gnb,det,JohnCa00,rush_td,0,,,,,
player,201010030gnb,det,JohnCa00,rush_long,2,,,,,
player,201010030gnb,det,JohnCa00,targets,11,,,,,
player,201010030gnb,det,JohnCa00,rec,6,,,,,
player,201010030gnb,det,JohnCa00,rec_yds,86,,,,,
player,201010030gnb,det,JohnCa00,rec_td,2,,,,,
player,201010030gnb,det,JohnCa00,rec_long,23,,,,,
player,201010030gnb,det,JohnCa00,fumbles,0,,,,,
player,201010030gnb,det,JohnCa00,fumbles_lost,,,,,,
player,201010030gnb,det,PettBr00,pass_cmp,0,,,,,
player,201010030gnb,det,PettBr00,pass_att,0,,,,,
player,201010030gnb,det,PettBr00,pass_yds,0,,,,,
player,201010030gnb,det,PettBr00,pass_td,0,,,,,
player,201010030gnb,det,PettBr00,pass_int,0,,,,,
player,201010030gnb,det,PettBr00,pass_sacked,,,,,,
player,201010030gnb,det,PettBr00,pass_sacked_yds,,,,,,
player,201010030gnb,det,PettBr00,pass_long,0,,,,,
player,201010030gnb,det,PettBr00,pass_rating,,,,,,
player,201010030gnb,det,PettBr00,rush_att,0,,,,,
player,201010030gnb,det,PettBr00,rush_yds,0,,,,,
player,201010030gnb,det,PettBr00,rush_td,0,,,,,
player,201010030gnb,det,PettBr00,rush_long,0,,,,,
player,201010030gnb,det,PettBr00,targets,11,,,,,
player,201010030gnb,det,PettBr00,rec,8,,,,,
player,201010030gnb,det,PettBr00,rec_yds,91,,,,,
player,201010030gnb,det,PettBr00,rec_td,0,,,,,
player,201010030gnb,det,PettBr00,rec_long,19,,,,,
player,201010030gnb,det,PettBr00,fumbles,0,,,,,
player,201010030gnb,det,PettBr00,fumbles_lost,,,,,,
player,201010030gnb,det,ScheTo00,pass_cmp,0,,,,,
player,201010030gnb,det,ScheTo00,pass_att,0,,,,,
player,201010030gnb,det,ScheTo00,pass_yds,0,,,,,
player,201010030gnb,det,ScheTo00,pass_td,0,,,,,
player,201010030gnb,det,ScheTo00,pass_int,0,,,,,
player,201010030gnb,det,ScheTo00,pass_sacked,,,,,,
player,201010030gnb,det,ScheTo00,pass_sacked_yds,,,,,,
player,201010030gnb,det,ScheTo00,pass_long,0,,,,,
player,201010030gnb,det,ScheTo00,pass_rating,,,,,,
player,201010030gnb,det,ScheTo00,rush_att,0,,,,,
player,201010030gnb,det,ScheTo00,rush_yds,0,,,,,
player,201010030gnb,det,ScheTo00,rush_td,0,,,,,
player,201010030gnb,det,ScheTo00,rush_long,0,,,,,
player,201010030gnb,det,ScheTo00,targets,10,,,,,
player,201010030gnb,det,ScheTo00,rec,6,,,,,
player,201010030gnb,det,ScheTo00,rec_yds,63,,,,,
player,201010030gnb,det,ScheTo00,rec_td,0,,,,,
player,201010030gnb,det,ScheTo00,rec_long,25,,,,,
player,201010030gnb,det,ScheTo00,fumbles,0,,,,,
player,201010030gnb,det,ScheTo00,fumbles_lost,,,,,,
player,201010030gnb,det,JohnBr02,pass_cmp,0,,,,,
player,201010030gnb,det,JohnBr02,pass_att,0,,,,,
player,201010030gnb,det,JohnBr02,pass_yds,0,,,,,
player,201010030gnb,det,JohnBr02,pass_td,0,,,,,
player,201010030gnb,det,JohnBr02,pass_int,0,,,,,
player,201010030gnb,det,JohnBr02,pass_sacked,,,,,,
player,201010030gnb,det,JohnBr02,pass_sacked_yds,,,,,,
player,201010030gnb,det,JohnBr02,pass_long,0,,,,,
player,201010030gnb,det,JohnBr02,pass_rating,,,,,,
player,201010030gnb,det,JohnBr02,rush_att,0,,,,,
player,201010030gnb,det,JohnBr02,rush_yds,0,,,,,
player,201010030gnb,det,JohnBr02,rush_td,0,,,,,
player,201010030gnb,det,JohnBr02,rush_long,0,,,,,
player,201010030gnb,det,JohnBr02,targets,5,,,,,
player,201010030gnb,det,JohnBr02,rec,3,,,,,
player,201010030gnb,det,JohnBr02,rec_yds,23,,,,,
player,201010030gnb,det,JohnBr02,rec_td,0,,,,,
player,201010030gnb,det,JohnBr02,rec_long,16,,,,,
player,201010030gnb,det,JohnBr02,fumbles,0,,,,,
player,201010030gnb,det,JohnBr02,fumbles_lost,,,,,,
player,201010030gnb,det,LogaSt00,pass_cmp,0,,,,,
player,201010030gnb,det,LogaSt00,pass_att,0,,,,,
player,201010030gnb,det,LogaSt00,pass_yds,0,,,,,
player,201010030gnb,det,LogaSt00,pass_td,0,,,,,
player,201010030gnb,det,LogaSt00,pass_int,0,,,,,
player,201010030gnb,det,LogaSt00,pass_sacked,0,,,,,
player,201010030gnb,det,LogaSt00,pass_sacked_yds,,,,,,
player,201010030gnb,det,LogaSt00,pass_long,0,,,,,
player,201010030gnb,det,LogaSt00,pass_rating,,,,,,
player,201010030gnb,det,LogaSt00,rush_att,0,,,,,
player,201010030gnb,det,LogaSt00,rush_yds,0,,,,,
player,201010030gnb,det,LogaSt00,rush_td,0,,,,,
player,201010030gnb,det,LogaSt00,rush_long,0,,,,,
player,201010030gnb,det,LogaSt00,targets,1,,,,,
player,201010030gnb,det,LogaSt00,rec,0,,,,,
player,201010030gnb,det,LogaSt00,rec_yds,0,,,,,
player,201010030gnb,det,LogaSt00,rec_td,0,,,,,
player,201010030gnb,det,LogaSt00,rec_long,0,,,,,
player,201010030gnb,det,LogaSt00,fumbles,0,,,,,
player,201010030gnb,det,LogaSt00,fumbles_lost,,,,,,
player,201010030gnb,gnb,RodgAa00,pass_cmp,12,,,,,
player,201010030gnb,gnb,RodgAa00,pass_att,17,,,,,
player,201010030gnb,gnb,RodgAa00,pass_yds,181,,,,,
player,201010030gnb,gnb,RodgAa00,pass_td,3,,,,,
player,201010030gnb,gnb,RodgAa00,pass_int,2,,,,,
player,201010030gnb,gnb,RodgAa00,pass_sacked,2,,,,,
player,201010030gnb,gnb,RodgAa00,pass_sacked_yds,12,,,,,
player,201010030gnb,gnb,RodgAa00,pass_long,48,,,,,
player,201010030gnb,gnb,RodgAa00,pass_rating,105.3,,,,,
player,201010030gnb,gnb,RodgAa00,rush_att,3,,,,,
player,201010030gnb,gnb,RodgAa00,rush_yds,20,,,,,
player,201010030gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201010030gnb,gnb,RodgAa00,rush_long,16,,,,,
player,201010030gnb,gnb,RodgAa00,targets,0,,,,,
player,201010030gnb,gnb,RodgAa00,rec,0,,,,,
player,201010030gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201010030gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201010030gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201010030gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201010030gnb,gnb,RodgAa00,fumbles_lost,,,,,,
player,201010030gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201010030gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201010030gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201010030gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201010030gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201010030gnb,gnb,KuhnJo00,pass_sacked,,,,,,
player,201010030gnb,gnb,KuhnJo00,pass_sacked_yds,,,,,,
player,201010030gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201010030gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201010030gnb,gnb,KuhnJo00,rush_att,9,,,,,
player,201010030gnb,gnb,KuhnJo00,rush_yds,39,,,,,
player,201010030gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201010030gnb,gnb,KuhnJo00,rush_long,8,,,,,
player,201010030gnb,gnb,KuhnJo00,targets,0,,,,,
player,201010030gnb,gnb,KuhnJo00,rec,0,,,,,
player,201010030gnb,gnb,KuhnJo00,rec_yds,0,,,,,
player,201010030gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201010030gnb,gnb,KuhnJo00,rec_long,0,,,,,
player,201010030gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201010030gnb,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201010030gnb,gnb,JackBr00,pass_cmp,0,,,,,
player,201010030gnb,gnb,JackBr00,pass_att,0,,,,,
player,201010030gnb,gnb,JackBr00,pass_yds,0,,,,,
player,201010030gnb,gnb,JackBr00,pass_td,0,,,,,
player,201010030gnb,gnb,JackBr00,pass_int,0,,,,,
player,201010030gnb,gnb,JackBr00,pass_sacked,,,,,,
player,201010030gnb,gnb,JackBr00,pass_sacked_yds,,,,,,
player,201010030gnb,gnb,JackBr00,pass_long,0,,,,,
player,201010030gnb,gnb,JackBr00,pass_rating,,,,,,
player,201010030gnb,gnb,JackBr00,rush_att,9,,,,,
player,201010030gnb,gnb,JackBr00,rush_yds,33,,,,,
player,201010030gnb,gnb,JackBr00,rush_td,0,,,,,
player,201010030gnb,gnb,JackBr00,rush_long,14,,,,,
player,201010030gnb,gnb,JackBr00,targets,1,,,,,
player,201010030gnb,gnb,JackBr00,rec,1,,,,,
player,201010030gnb,gnb,JackBr00,rec_yds,1,,,,,
player,201010030gnb,gnb,JackBr00,rec_td,0,,,,,
player,201010030gnb,gnb,JackBr00,rec_long,1,,,,,
player,201010030gnb,gnb,JackBr00,fumbles,0,,,,,
player,201010030gnb,gnb,JackBr00,fumbles_lost,,,,,,
player,201010030gnb,gnb,DrivDo00,pass_cmp,0,,,,,
player,201010030gnb,gnb,DrivDo00,pass_att,0,,,,,
player,201010030gnb,gnb,DrivDo00,pass_yds,0,,,,,
player,201010030gnb,gnb,DrivDo00,pass_td,0,,,,,
player,201010030gnb,gnb,DrivDo00,pass_int,0,,,,,
player,201010030gnb,gnb,DrivDo00,pass_sacked,,,,,,
player,201010030gnb,gnb,DrivDo00,pass_sacked_yds,,,,,,
player,201010030gnb,gnb,DrivDo00,pass_long,0,,,,,
player,201010030gnb,gnb,DrivDo00,pass_rating,,,,,,
player,201010030gnb,gnb,DrivDo00,rush_att,0,,,,,
player,201010030gnb,gnb,DrivDo00,rush_yds,0,,,,,
player,201010030gnb,gnb,DrivDo00,rush_td,0,,,,,
player,201010030gnb,gnb,DrivDo00,rush_long,0,,,,,
player,201010030gnb,gnb,DrivDo00,targets,3,,,,,
player,201010030gnb,gnb,DrivDo00,rec,3,,,,,
player,201010030gnb,gnb,DrivDo00,rec_yds,89,,,,,
player,201010030gnb,gnb,DrivDo00,rec_td,1,,,,,
player,201010030gnb,gnb,DrivDo00,rec_long,48,,,,,
player,201010030gnb,gnb,DrivDo00,fumbles,0,,,,,
player,201010030gnb,gnb,DrivDo00,fumbles_lost,,,,,,
player,201010030gnb,gnb,FinlJe00,pass_cmp,0,,,,,
player,201010030gnb,gnb,FinlJe00,pass_att,0,,,,,
player,201010030gnb,gnb,FinlJe00,pass_yds,0,,,,,
player,201010030gnb,gnb,FinlJe00,pass_td,0,,,,,
player,201010030gnb,gnb,FinlJe00,pass_int,0,,,,,
player,201010030gnb,gnb,FinlJe00,pass_sacked,,,,,,
player,201010030gnb,gnb,FinlJe00,pass_sacked_yds,,,,,,
player,201010030gnb,gnb,FinlJe00,pass_long,0,,,,,
player,201010030gnb,gnb,FinlJe00,pass_rating,,,,,,
player,201010030gnb,gnb,FinlJe00,rush_att,0,,,,,
player,201010030gnb,gnb,FinlJe00,rush_yds,0,,,,,
player,201010030gnb,gnb,FinlJe00,rush_td,0,,,,,
player,201010030gnb,gnb,FinlJe00,rush_long,0,,,,,
player,201010030gnb,gnb,FinlJe00,targets,5,,,,,
player,201010030gnb,gnb,FinlJe00,rec,4,,,,,
player,201010030gnb,gnb,FinlJe00,rec_yds,36,,,,,
player,201010030gnb,gnb,FinlJe00,rec_td,1,,,,,
player,201010030gnb,gnb,FinlJe00,rec_long,13,,,,,
player,201010030gnb,gnb,FinlJe00,fumbles,0,,,,,
player,201010030gnb,gnb,FinlJe00,fumbles_lost,,,,,,
player,201010030gnb,gnb,JennGr00,pass_cmp,0,,,,,
player,201010030gnb,gnb,JennGr00,pass_att,0,,,,,
player,201010030gnb,gnb,JennGr00,pass_yds,0,,,,,
player,201010030gnb,gnb,JennGr00,pass_td,0,,,,,
player,201010030gnb,gnb,JennGr00,pass_int,0,,,,,
player,201010030gnb,gnb,JennGr00,pass_sacked,,,,,,
player,201010030gnb,gnb,JennGr00,pass_sacked_yds,,,,,,
player,201010030gnb,gnb,JennGr00,pass_long,0,,,,,
player,201010030gnb,gnb,JennGr00,pass_rating,,,,,,
player,201010030gnb,gnb,JennGr00,rush_att,0,,,,,
player,201010030gnb,gnb,JennGr00,rush_yds,0,,,,,
player,201010030gnb,gnb,JennGr00,rush_td,0,,,,,
player,201010030gnb,gnb,JennGr00,rush_long,0,,,,,
player,201010030gnb,gnb,JennGr00,targets,5,,,,,
player,201010030gnb,gnb,JennGr00,rec,2,,,,,
player,201010030gnb,gnb,JennGr00,rec_yds,25,,,,,
player,201010030gnb,gnb,JennGr00,rec_td,1,,,,,
player,201010030gnb,gnb,JennGr00,rec_long,17,,,,,
player,201010030gnb,gnb,JennGr00,fumbles,0,,,,,
player,201010030gnb,gnb,JennGr00,fumbles_lost,,,,,,
player,201010030gnb,gnb,LeexDo00,pass_cmp,0,,,,,
player,201010030gnb,gnb,LeexDo00,pass_att,0,,,,,
player,201010030gnb,gnb,LeexDo00,pass_yds,0,,,,,
player,201010030gnb,gnb,LeexDo00,pass_td,0,,,,,
player,201010030gnb,gnb,LeexDo00,pass_int,0,,,,,
player,201010030gnb,gnb,LeexDo00,pass_sacked,,,,,,
player,201010030gnb,gnb,LeexDo00,pass_sacked_yds,,,,,,
player,201010030gnb,gnb,LeexDo00,pass_long,0,,,,,
player,201010030gnb,gnb,LeexDo00,pass_rating,,,,,,
player,201010030gnb,gnb,LeexDo00,rush_att,0,,,,,
player,201010030gnb,gnb,LeexDo00,rush_yds,0,,,,,
player,201010030gnb,gnb,LeexDo00,rush_td,0,,,,,
player,201010030gnb,gnb,LeexDo00,rush_long,0,,,,,
player,201010030gnb,gnb,LeexDo00,targets,1,,,,,
player,201010030gnb,gnb,LeexDo00,rec,1,,,,,
player,201010030gnb,gnb,LeexDo00,rec_yds,15,,,,,
player,201010030gnb,gnb,LeexDo00,rec_td,0,,,,,
player,201010030gnb,gnb,LeexDo00,rec_long,15,,,,,
player,201010030gnb,gnb,LeexDo00,fumbles,0,,,,,
player,201010030gnb,gnb,LeexDo00,fumbles_lost,,,,,,
player,201010030gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201010030gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201010030gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201010030gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201010030gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201010030gnb,gnb,JoneJa04,pass_sacked,,,,,,
player,201010030gnb,gnb,JoneJa04,pass_sacked_yds,,,,,,
player,201010030gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201010030gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201010030gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201010030gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201010030gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201010030gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201010030gnb,gnb,JoneJa04,targets,1,,,,,
player,201010030gnb,gnb,JoneJa04,rec,1,,,,,
player,201010030gnb,gnb,JoneJa04,rec_yds,15,,,,,
player,201010030gnb,gnb,JoneJa04,rec_td,0,,,,,
player,201010030gnb,gnb,JoneJa04,rec_long,15,,,,,
player,201010030gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201010030gnb,gnb,JoneJa04,fumbles_lost,,,,,,
player,201010030gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201010030gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201010030gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201010030gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201010030gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201010030gnb,gnb,NelsJo00,pass_sacked,,,,,,
player,201010030gnb,gnb,NelsJo00,pass_sacked_yds,,,,,,
player,201010030gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201010030gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201010030gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201010030gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201010030gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201010030gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201010030gnb,gnb,NelsJo00,targets,1,,,,,
player,201010030gnb,gnb,NelsJo00,rec,0,,,,,
player,201010030gnb,gnb,NelsJo00,rec_yds,0,,,,,
player,201010030gnb,gnb,NelsJo00,rec_td,0,,,,,
player,201010030gnb,gnb,NelsJo00,rec_long,0,,,,,
player,201010030gnb,gnb,NelsJo00,fumbles,2,,,,,
player,201010030gnb,gnb,NelsJo00,fumbles_lost,2,,,,,
player,201010030gnb,det,SmitAl98,def_int,1,,,,,
player,201010030gnb,det,SmitAl98,def_int_yds,0,,,,,
player,201010030gnb,det,SmitAl98,def_int_td,0,,,,,
player,201010030gnb,det,SmitAl98,def_int_long,0,,,,,
player,201010030gnb,det,SmitAl98,pass_defended,1,,,,,
player,201010030gnb,det,SmitAl98,sacks,0.0,,,,,
player,201010030gnb,det,SmitAl98,tackles_combined,3,,,,,
player,201010030gnb,det,SmitAl98,tackles_solo,2,,,,,
player,201010030gnb,det,SmitAl98,tackles_assists,1,,,,,
player,201010030gnb,det,SmitAl98,tackles_loss,0,,,,,
player,201010030gnb,det,SmitAl98,qb_hits,0,,,,,
player,201010030gnb,det,SmitAl98,fumbles_rec,0,,,,,
player,201010030gnb,det,SmitAl98,fumbles_rec_yds,0,,,,,
player,201010030gnb,det,SmitAl98,fumbles_rec_td,0,,,,,
player,201010030gnb,det,SmitAl98,fumbles_forced,0,,,,,
player,201010030gnb,det,HousCh99,def_int,1,,,,,
player,201010030gnb,det,HousCh99,def_int_yds,0,,,,,
player,201010030gnb,det,HousCh99,def_int_td,0,,,,,
player,201010030gnb,det,HousCh99,def_int_long,0,,,,,
player,201010030gnb,det,HousCh99,pass_defended,1,,,,,
player,201010030gnb,det,HousCh99,sacks,0.0,,,,,
player,201010030gnb,det,HousCh99,tackles_combined,1,,,,,
player,201010030gnb,det,HousCh99,tackles_solo,1,,,,,
player,201010030gnb,det,HousCh99,tackles_assists,0,,,,,
player,201010030gnb,det,HousCh99,tackles_loss,0,,,,,
player,201010030gnb,det,HousCh99,qb_hits,0,,,,,
player,201010030gnb,det,HousCh99,fumbles_rec,0,,,,,
player,201010030gnb,det,HousCh99,fumbles_rec_yds,0,,,,,
player,201010030gnb,det,HousCh99,fumbles_rec_td,0,,,,,
player,201010030gnb,det,HousCh99,fumbles_forced,0,,,,,
player,201010030gnb,det,DelmLo99,def_int,0,,,,,
player,201010030gnb,det,DelmLo99,def_int_yds,0,,,,,
player,201010030gnb,det,DelmLo99,def_int_td,0,,,,,
player,201010030gnb,det,DelmLo99,def_int_long,0,,,,,
player,201010030gnb,det,DelmLo99,pass_defended,0,,,,,
player,201010030gnb,det,DelmLo99,sacks,1.0,,,,,
player,201010030gnb,det,DelmLo99,tackles_combined,6,,,,,
player,201010030gnb,det,DelmLo99,tackles_solo,5,,,,,
player,201010030gnb,det,DelmLo99,tackles_assists,1,,,,,
player,201010030gnb,det,DelmLo99,tackles_loss,1,,,,,
player,201010030gnb,det,DelmLo99,qb_hits,1,,,,,
player,201010030gnb,det,DelmLo99,fumbles_rec,0,,,,,
player,201010030gnb,det,DelmLo99,fumbles_rec_yds,0,,,,,
player,201010030gnb,det,DelmLo99,fumbles_rec_td,0,,,,,
player,201010030gnb,det,DelmLo99,fumbles_forced,0,,,,,
player,201010030gnb,det,SuhxNd99,def_int,0,,,,,
player,201010030gnb,det,SuhxNd99,def_int_yds,0,,,,,
player,201010030gnb,det,SuhxNd99,def_int_td,0,,,,,
player,201010030gnb,det,SuhxNd99,def_int_long,0,,,,,
player,201010030gnb,det,SuhxNd99,pass_defended,0,,,,,
player,201010030gnb,det,SuhxNd99,sacks,1.0,,,,,
player,201010030gnb,det,SuhxNd99,tackles_combined,3,,,,,
player,201010030gnb,det,SuhxNd99,tackles_solo,3,,,,,
player,201010030gnb,det,SuhxNd99,tackles_assists,0,,,,,
player,201010030gnb,det,SuhxNd99,tackles_loss,1,,,,,
player,201010030gnb,det,SuhxNd99,qb_hits,1,,,,,
player,201010030gnb,det,SuhxNd99,fumbles_rec,0,,,,,
player,201010030gnb,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201010030gnb,det,SuhxNd99,fumbles_rec_td,0,,,,,
