game,2010,16,20101225,201012250crd,dal,"Dallas Cowboys",26,crd,"Arizona Cardinals",27
player,201012250crd,dal,AustMi00,rush_yds,6,,,,,
player,201012250crd,dal,AustMi00,rush_td,0,,,,,
player,201012250crd,dal,AustMi00,rush_long,6,,,,,
player,201012250crd,dal,AustMi00,targets,13,,,,,
player,201012250crd,dal,AustMi00,rec,6,,,,,
player,201012250crd,dal,AustMi00,rec_yds,115,,,,,
player,201012250crd,dal,AustMi00,rec_td,1,,,,,
player,201012250crd,dal,AustMi00,rec_long,37,,,,,
player,201012250crd,dal,AustMi00,fumbles,1,,,,,
player,201012250crd,dal,AustMi00,fumbles_lost,1,,,,,
player,201012250crd,dal,WittJa00,pass_cmp,0,,,,,
player,201012250crd,dal,WittJa00,pass_att,0,,,,,
player,201012250crd,dal,WittJa00,pass_yds,0,,,,,
player,201012250crd,dal,WittJa00,pass_td,0,,,,,
player,201012250crd,dal,WittJa00,pass_int,0,,,,,
player,201012250crd,dal,WittJa00,pass_sacked,,,,,,
player,201012250crd,dal,WittJa00,pass_sacked_yds,,,,,,
player,201012250crd,dal,WittJa00,pass_long,0,,,,,
player,201012250crd,dal,WittJa00,pass_rating,,,,,,
player,201012250crd,dal,WittJa00,rush_att,0,,,,,
player,201012250crd,dal,WittJa00,rush_yds,0,,,,,
player,201012250crd,dal,WittJa00,rush_td,0,,,,,
player,201012250crd,dal,WittJa00,rush_long,0,,,,,
player,201012250crd,dal,WittJa00,targets,11,,,,,
player,201012250crd,dal,WittJa00,rec,8,,,,,
player,201012250crd,dal,WittJa00,rec_yds,45,,,,,
player,201012250crd,dal,WittJa00,rec_td,1,,,,,
player,201012250crd,dal,WittJa00,rec_long,14,,,,,
player,201012250crd,dal,WittJa00,fumbles,0,,,,,
player,201012250crd,dal,WittJa00,fumbles_lost,,,,,,
player,201012250crd,dal,BennMa00,pass_cmp,0,,,,,
player,201012250crd,dal,BennMa00,pass_att,0,,,,,
player,201012250crd,dal,BennMa00,pass_yds,0,,,,,
player,201012250crd,dal,BennMa00,pass_td,0,,,,,
player,201012250crd,dal,BennMa00,pass_int,0,,,,,
player,201012250crd,dal,BennMa00,pass_sacked,,,,,,
player,201012250crd,dal,BennMa00,pass_sacked_yds,,,,,,
player,201012250crd,dal,BennMa00,pass_long,0,,,,,
player,201012250crd,dal,BennMa00,pass_rating,,,,,,
player,201012250crd,dal,BennMa00,rush_att,0,,,,,
player,201012250crd,dal,BennMa00,rush_yds,0,,,,,
player,201012250crd,dal,BennMa00,rush_td,0,,,,,
player,201012250crd,dal,BennMa00,rush_long,0,,,,,
player,201012250crd,dal,BennMa00,targets,5,,,,,
player,201012250crd,dal,BennMa00,rec,3,,,,,
player,201012250crd,dal,BennMa00,rec_yds,22,,,,,
player,201012250crd,dal,BennMa00,rec_td,0,,,,,
player,201012250crd,dal,BennMa00,rec_long,15,,,,,
player,201012250crd,dal,BennMa00,fumbles,1,,,,,
player,201012250crd,dal,BennMa00,fumbles_lost,0,,,,,
player,201012250crd,dal,HurdSa00,pass_cmp,0,,,,,
player,201012250crd,dal,HurdSa00,pass_att,0,,,,,
player,201012250crd,dal,HurdSa00,pass_yds,0,,,,,
player,201012250crd,dal,HurdSa00,pass_td,0,,,,,
player,201012250crd,dal,HurdSa00,pass_int,0,,,,,
player,201012250crd,dal,HurdSa00,pass_sacked,,,,,,
player,201012250crd,dal,HurdSa00,pass_sacked_yds,,,,,,
player,201012250crd,dal,HurdSa00,pass_long,0,,,,,
player,201012250crd,dal,HurdSa00,pass_rating,,,,,,
player,201012250crd,dal,HurdSa00,rush_att,0,,,,,
player,201012250crd,dal,HurdSa00,rush_yds,0,,,,,
player,201012250crd,dal,HurdSa00,rush_td,0,,,,,
player,201012250crd,dal,HurdSa00,rush_long,0,,,,,
player,201012250crd,dal,HurdSa00,targets,2,,,,,
player,201012250crd,dal,HurdSa00,rec,2,,,,,
player,201012250crd,dal,HurdSa00,rec_yds,17,,,,,
player,201012250crd,dal,HurdSa00,rec_td,0,,,,,
player,201012250crd,dal,HurdSa00,rec_long,13,,,,,
player,201012250crd,dal,HurdSa00,fumbles,0,,,,,
player,201012250crd,dal,HurdSa00,fumbles_lost,,,,,,
player,201012250crd,dal,WillRo04,pass_cmp,0,,,,,
player,201012250crd,dal,WillRo04,pass_att,0,,,,,
player,201012250crd,dal,WillRo04,pass_yds,0,,,,,
player,201012250crd,dal,WillRo04,pass_td,0,,,,,
player,201012250crd,dal,WillRo04,pass_int,0,,,,,
player,201012250crd,dal,WillRo04,pass_sacked,,,,,,
player,201012250crd,dal,WillRo04,pass_sacked_yds,,,,,,
player,201012250crd,dal,WillRo04,pass_long,0,,,,,
player,201012250crd,dal,WillRo04,pass_rating,,,,,,
player,201012250crd,dal,WillRo04,rush_att,0,,,,,
player,201012250crd,dal,WillRo04,rush_yds,0,,,,,
player,201012250crd,dal,WillRo04,rush_td,0,,,,,
player,201012250crd,dal,WillRo04,rush_long,0,,,,,
player,201012250crd,dal,WillRo04,targets,2,,,,,
player,201012250crd,dal,WillRo04,rec,0,,,,,
player,201012250crd,dal,WillRo04,rec_yds,0,,,,,
player,201012250crd,dal,WillRo04,rec_td,0,,,,,
player,201012250crd,dal,WillRo04,rec_long,0,,,,,
player,201012250crd,dal,WillRo04,fumbles,0,,,,,
player,201012250crd,dal,WillRo04,fumbles_lost,,,,,,
player,201012250crd,crd,SkelJo00,pass_cmp,11,,,,,
player,201012250crd,crd,SkelJo00,pass_att,25,,,,,
player,201012250crd,crd,SkelJo00,pass_yds,183,,,,,
player,201012250crd,crd,SkelJo00,pass_td,1,,,,,
player,201012250crd,crd,SkelJo00,pass_int,0,,,,,
player,201012250crd,crd,SkelJo00,pass_sacked,1,,,,,
player,201012250crd,crd,SkelJo00,pass_sacked_yds,5,,,,,
player,201012250crd,crd,SkelJo00,pass_long,74,,,,,
player,201012250crd,crd,SkelJo00,pass_rating,82.6,,,,,
player,201012250crd,crd,SkelJo00,rush_att,3,,,,,
player,201012250crd,crd,SkelJo00,rush_yds,21,,,,,
player,201012250crd,crd,SkelJo00,rush_td,0,,,,,
player,201012250crd,crd,SkelJo00,rush_long,16,,,,,
player,201012250crd,crd,SkelJo00,targets,0,,,,,
player,201012250crd,crd,SkelJo00,rec,0,,,,,
player,201012250crd,crd,SkelJo00,rec_yds,0,,,,,
player,201012250crd,crd,SkelJo00,rec_td,0,,,,,
player,201012250crd,crd,SkelJo00,rec_long,0,,,,,
player,201012250crd,crd,SkelJo00,fumbles,1,,,,,
player,201012250crd,crd,SkelJo00,fumbles_lost,0,,,,,
player,201012250crd,crd,WellCh00,pass_cmp,0,,,,,
player,201012250crd,crd,WellCh00,pass_att,0,,,,,
player,201012250crd,crd,WellCh00,pass_yds,0,,,,,
player,201012250crd,crd,WellCh00,pass_td,0,,,,,
player,201012250crd,crd,WellCh00,pass_int,0,,,,,
player,201012250crd,crd,WellCh00,pass_sacked,0,,,,,
player,201012250crd,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201012250crd,crd,WellCh00,pass_long,0,,,,,
player,201012250crd,crd,WellCh00,pass_rating,,,,,,
player,201012250crd,crd,WellCh00,rush_att,11,,,,,
player,201012250crd,crd,WellCh00,rush_yds,47,,,,,
player,201012250crd,crd,WellCh00,rush_td,0,,,,,
player,201012250crd,crd,WellCh00,rush_long,10,,,,,
player,201012250crd,crd,WellCh00,targets,0,,,,,
player,201012250crd,crd,WellCh00,rec,0,,,,,
player,201012250crd,crd,WellCh00,rec_yds,0,,,,,
player,201012250crd,crd,WellCh00,rec_td,0,,,,,
player,201012250crd,crd,WellCh00,rec_long,0,,,,,
player,201012250crd,crd,WellCh00,fumbles,0,,,,,
player,201012250crd,crd,WellCh00,fumbles_lost,,,,,,
player,201012250crd,crd,HighTi00,pass_cmp,0,,,,,
player,201012250crd,crd,HighTi00,pass_att,0,,,,,
player,201012250crd,crd,HighTi00,pass_yds,0,,,,,
player,201012250crd,crd,HighTi00,pass_td,0,,,,,
player,201012250crd,crd,HighTi00,pass_int,0,,,,,
player,201012250crd,crd,HighTi00,pass_sacked,0,,,,,
player,201012250crd,crd,HighTi00,pass_sacked_yds,0,,,,,
player,201012250crd,crd,HighTi00,pass_long,0,,,,,
player,201012250crd,crd,HighTi00,pass_rating,,,,,,
player,201012250crd,crd,HighTi00,rush_att,6,,,,,
player,201012250crd,crd,HighTi00,rush_yds,23,,,,,
player,201012250crd,crd,HighTi00,rush_td,0,,,,,
player,201012250crd,crd,HighTi00,rush_long,7,,,,,
player,201012250crd,crd,HighTi00,targets,3,,,,,
player,201012250crd,crd,HighTi00,rec,1,,,,,
player,201012250crd,crd,HighTi00,rec_yds,6,,,,,
player,201012250crd,crd,HighTi00,rec_td,0,,,,,
player,201012250crd,crd,HighTi00,rec_long,6,,,,,
player,201012250crd,crd,HighTi00,fumbles,0,,,,,
player,201012250crd,crd,HighTi00,fumbles_lost,,,,,,
player,201012250crd,crd,WrigJa01,pass_cmp,0,,,,,
player,201012250crd,crd,WrigJa01,pass_att,0,,,,,
player,201012250crd,crd,WrigJa01,pass_yds,0,,,,,
player,201012250crd,crd,WrigJa01,pass_td,0,,,,,
player,201012250crd,crd,WrigJa01,pass_int,0,,,,,
player,201012250crd,crd,WrigJa01,pass_sacked,0,,,,,
player,201012250crd,crd,WrigJa01,pass_sacked_yds,0,,,,,
player,201012250crd,crd,WrigJa01,pass_long,0,,,,,
player,201012250crd,crd,WrigJa01,pass_rating,,,,,,
player,201012250crd,crd,WrigJa01,rush_att,1,,,,,
player,201012250crd,crd,WrigJa01,rush_yds,2,,,,,
player,201012250crd,crd,WrigJa01,rush_td,0,,,,,
player,201012250crd,crd,WrigJa01,rush_long,2,,,,,
player,201012250crd,crd,WrigJa01,targets,0,,,,,
player,201012250crd,crd,WrigJa01,rec,0,,,,,
player,201012250crd,crd,WrigJa01,rec_yds,0,,,,,
player,201012250crd,crd,WrigJa01,rec_td,0,,,,,
player,201012250crd,crd,WrigJa01,rec_long,0,,,,,
player,201012250crd,crd,WrigJa01,fumbles,0,,,,,
player,201012250crd,crd,WrigJa01,fumbles_lost,,,,,,
player,201012250crd,crd,RobeAn00,pass_cmp,0,,,,,
player,201012250crd,crd,RobeAn00,pass_att,0,,,,,
player,201012250crd,crd,RobeAn00,pass_yds,0,,,,,
player,201012250crd,crd,RobeAn00,pass_td,0,,,,,
player,201012250crd,crd,RobeAn00,pass_int,0,,,,,
player,201012250crd,crd,RobeAn00,pass_sacked,0,,,,,
player,201012250crd,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201012250crd,crd,RobeAn00,pass_long,0,,,,,
player,201012250crd,crd,RobeAn00,pass_rating,,,,,,
player,201012250crd,crd,RobeAn00,rush_att,0,,,,,
player,201012250crd,crd,RobeAn00,rush_yds,0,,,,,
player,201012250crd,crd,RobeAn00,rush_td,0,,,,,
player,201012250crd,crd,RobeAn00,rush_long,0,,,,,
player,201012250crd,crd,RobeAn00,targets,9,,,,,
player,201012250crd,crd,RobeAn00,rec,5,,,,,
player,201012250crd,crd,RobeAn00,rec_yds,110,,,,,
player,201012250crd,crd,RobeAn00,rec_td,1,,,,,
player,201012250crd,crd,RobeAn00,rec_long,74,,,,,
player,201012250crd,crd,RobeAn00,fumbles,0,,,,,
player,201012250crd,crd,RobeAn00,fumbles_lost,,,,,,
player,201012250crd,crd,KomaMa00,pass_cmp,0,,,,,
player,201012250crd,crd,KomaMa00,pass_att,0,,,,,
player,201012250crd,crd,KomaMa00,pass_yds,0,,,,,
player,201012250crd,crd,KomaMa00,pass_td,0,,,,,
player,201012250crd,crd,KomaMa00,pass_int,0,,,,,
player,201012250crd,crd,KomaMa00,pass_sacked,0,,,,,
player,201012250crd,crd,KomaMa00,pass_sacked_yds,0,,,,,
player,201012250crd,crd,KomaMa00,pass_long,0,,,,,
player,201012250crd,crd,KomaMa00,pass_rating,,,,,,
player,201012250crd,crd,KomaMa00,rush_att,0,,,,,
player,201012250crd,crd,KomaMa00,rush_yds,0,,,,,
player,201012250crd,crd,KomaMa00,rush_td,0,,,,,
player,201012250crd,crd,KomaMa00,rush_long,0,,,,,
player,201012250crd,crd,KomaMa00,targets,3,,,,,
player,201012250crd,crd,KomaMa00,rec,3,,,,,
player,201012250crd,crd,KomaMa00,rec_yds,31,,,,,
player,201012250crd,crd,KomaMa00,rec_td,0,,,,,
player,201012250crd,crd,KomaMa00,rec_long,19,,,,,
player,201012250crd,crd,KomaMa00,fumbles,0,,,,,
player,201012250crd,crd,KomaMa00,fumbles_lost,,,,,,
player,201012250crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201012250crd,crd,FitzLa00,pass_att,0,,,,,
player,201012250crd,crd,FitzLa00,pass_yds,0,,,,,
player,201012250crd,crd,FitzLa00,pass_td,0,,,,,
player,201012250crd,crd,FitzLa00,pass_int,0,,,,,
player,201012250crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201012250crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201012250crd,crd,FitzLa00,pass_long,0,,,,,
player,201012250crd,crd,FitzLa00,pass_rating,,,,,,
player,201012250crd,crd,FitzLa00,rush_att,0,,,,,
player,201012250crd,crd,FitzLa00,rush_yds,0,,,,,
player,201012250crd,crd,FitzLa00,rush_td,0,,,,,
player,201012250crd,crd,FitzLa00,rush_long,0,,,,,
player,201012250crd,crd,FitzLa00,targets,3,,,,,
player,201012250crd,crd,FitzLa00,rec,1,,,,,
player,201012250crd,crd,FitzLa00,rec_yds,26,,,,,
player,201012250crd,crd,FitzLa00,rec_td,0,,,,,
player,201012250crd,crd,FitzLa00,rec_long,26,,,,,
player,201012250crd,crd,FitzLa00,fumbles,0,,,,,
player,201012250crd,crd,FitzLa00,fumbles_lost,,,,,,
player,201012250crd,crd,MauiRe00,pass_cmp,0,,,,,
player,201012250crd,crd,MauiRe00,pass_att,0,,,,,
player,201012250crd,crd,MauiRe00,pass_yds,0,,,,,
player,201012250crd,crd,MauiRe00,pass_td,0,,,,,
player,201012250crd,crd,MauiRe00,pass_int,0,,,,,
player,201012250crd,crd,MauiRe00,pass_sacked,0,,,,,
player,201012250crd,crd,MauiRe00,pass_sacked_yds,0,,,,,
player,201012250crd,crd,MauiRe00,pass_long,0,,,,,
player,201012250crd,crd,MauiRe00,pass_rating,,,,,,
player,201012250crd,crd,MauiRe00,rush_att,0,,,,,
player,201012250crd,crd,MauiRe00,rush_yds,0,,,,,
player,201012250crd,crd,MauiRe00,rush_td,0,,,,,
player,201012250crd,crd,MauiRe00,rush_long,0,,,,,
player,201012250crd,crd,MauiRe00,targets,1,,,,,
player,201012250crd,crd,MauiRe00,rec,1,,,,,
player,201012250crd,crd,MauiRe00,rec_yds,10,,,,,
player,201012250crd,crd,MauiRe00,rec_td,0,,,,,
player,201012250crd,crd,MauiRe00,rec_long,10,,,,,
player,201012250crd,crd,MauiRe00,fumbles,0,,,,,
player,201012250crd,crd,MauiRe00,fumbles_lost,,,,,,
player,201012250crd,crd,DrayJi00,pass_cmp,0,,,,,
player,201012250crd,crd,DrayJi00,pass_att,0,,,,,
player,201012250crd,crd,DrayJi00,pass_yds,0,,,,,
player,201012250crd,crd,DrayJi00,pass_td,0,,,,,
player,201012250crd,crd,DrayJi00,pass_int,0,,,,,
player,201012250crd,crd,DrayJi00,pass_sacked,0,,,,,
player,201012250crd,crd,DrayJi00,pass_sacked_yds,0,,,,,
player,201012250crd,crd,DrayJi00,pass_long,0,,,,,
player,201012250crd,crd,DrayJi00,pass_rating,,,,,,
player,201012250crd,crd,DrayJi00,rush_att,0,,,,,
player,201012250crd,crd,DrayJi00,rush_yds,0,,,,,
player,201012250crd,crd,DrayJi00,rush_td,0,,,,,
player,201012250crd,crd,DrayJi00,rush_long,0,,,,,
player,201012250crd,crd,DrayJi00,targets,1,,,,,
player,201012250crd,crd,DrayJi00,rec,0,,,,,
player,201012250crd,crd,DrayJi00,rec_yds,0,,,,,
player,201012250crd,crd,DrayJi00,rec_td,0,,,,,
player,201012250crd,crd,DrayJi00,rec_long,0,,,,,
player,201012250crd,crd,DrayJi00,fumbles,0,,,,,
player,201012250crd,crd,DrayJi00,fumbles_lost,,,,,,
player,201012250crd,crd,PatrBe00,pass_cmp,,,,,,
player,201012250crd,crd,PatrBe00,pass_att,,,,,,
player,201012250crd,crd,PatrBe00,pass_yds,,,,,,
player,201012250crd,crd,PatrBe00,pass_td,,,,,,
player,201012250crd,crd,PatrBe00,pass_int,,,,,,
player,201012250crd,crd,PatrBe00,pass_sacked,,,,,,
player,201012250crd,crd,PatrBe00,pass_sacked_yds,,,,,,
player,201012250crd,crd,PatrBe00,pass_long,,,,,,
player,201012250crd,crd,PatrBe00,pass_rating,,,,,,
player,201012250crd,crd,PatrBe00,rush_att,,,,,,
player,201012250crd,crd,PatrBe00,rush_yds,,,,,,
player,201012250crd,crd,PatrBe00,rush_td,,,,,,
player,201012250crd,crd,PatrBe00,rush_long,,,,,,
player,201012250crd,crd,PatrBe00,targets,1,,,,,
player,201012250crd,crd,PatrBe00,rec,0,,,,,
player,201012250crd,crd,PatrBe00,rec_yds,0,,,,,
player,201012250crd,crd,PatrBe00,rec_td,0,,,,,
player,201012250crd,crd,PatrBe00,rec_long,,,,,,
player,201012250crd,crd,PatrBe00,fumbles,,,,,,
player,201012250crd,crd,PatrBe00,fumbles_lost,,,,,,
player,201012250crd,crd,SpacSt00,pass_cmp,,,,,,
player,201012250crd,crd,SpacSt00,pass_att,,,,,,
player,201012250crd,crd,SpacSt00,pass_yds,,,,,,
player,201012250crd,crd,SpacSt00,pass_td,,,,,,
player,201012250crd,crd,SpacSt00,pass_int,,,,,,
player,201012250crd,crd,SpacSt00,pass_sacked,,,,,,
player,201012250crd,crd,SpacSt00,pass_sacked_yds,,,,,,
player,201012250crd,crd,SpacSt00,pass_long,,,,,,
player,201012250crd,crd,SpacSt00,pass_rating,,,,,,
player,201012250crd,crd,SpacSt00,rush_att,,,,,,
player,201012250crd,crd,SpacSt00,rush_yds,,,,,,
player,201012250crd,crd,SpacSt00,rush_td,,,,,,
player,201012250crd,crd,SpacSt00,rush_long,,,,,,
player,201012250crd,crd,SpacSt00,targets,2,,,,,
player,201012250crd,crd,SpacSt00,rec,0,,,,,
player,201012250crd,crd,SpacSt00,rec_yds,0,,,,,
player,201012250crd,crd,SpacSt00,rec_td,0,,,,,
player,201012250crd,crd,SpacSt00,rec_long,,,,,,
player,201012250crd,crd,SpacSt00,fumbles,,,,,,
player,201012250crd,crd,SpacSt00,fumbles_lost,,,,,,
player,201012250crd,dal,WareDe99,def_int,0,,,,,
player,201012250crd,dal,WareDe99,def_int_yds,0,,,,,
player,201012250crd,dal,WareDe99,def_int_td,0,,,,,
player,201012250crd,dal,WareDe99,def_int_long,0,,,,,
player,201012250crd,dal,WareDe99,pass_defended,0,,,,,
player,201012250crd,dal,WareDe99,sacks,1.0,,,,,
player,201012250crd,dal,WareDe99,tackles_combined,4,,,,,
player,201012250crd,dal,WareDe99,tackles_solo,3,,,,,
player,201012250crd,dal,WareDe99,tackles_assists,1,,,,,
player,201012250crd,dal,WareDe99,tackles_loss,2,,,,,
player,201012250crd,dal,WareDe99,qb_hits,1,,,,,
player,201012250crd,dal,WareDe99,fumbles_rec,0,,,,,
player,201012250crd,dal,WareDe99,fumbles_rec_yds,0,,,,,
player,201012250crd,dal,WareDe99,fumbles_rec_td,0,,,,,
player,201012250crd,dal,WareDe99,fumbles_forced,0,,,,,
player,201012250crd,dal,JameBr20,def_int,0,,,,,
