game,2010,4,20101003,201010030sdg,crd,"Arizona Cardinals",10,sdg,"San Diego Chargers",41
player,201010030sdg,crd,LenoPa20,def_int_yds,0,,,,,
player,201010030sdg,crd,LenoPa20,def_int_td,0,,,,,
player,201010030sdg,crd,LenoPa20,def_int_long,0,,,,,
player,201010030sdg,crd,LenoPa20,pass_defended,1,,,,,
player,201010030sdg,crd,LenoPa20,sacks,0.0,,,,,
player,201010030sdg,crd,LenoPa20,tackles_combined,11,,,,,
player,201010030sdg,crd,LenoPa20,tackles_solo,8,,,,,
player,201010030sdg,crd,LenoPa20,tackles_assists,3,,,,,
player,201010030sdg,crd,LenoPa20,tackles_loss,1,,,,,
player,201010030sdg,crd,LenoPa20,qb_hits,0,,,,,
player,201010030sdg,crd,LenoPa20,fumbles_rec,0,,,,,
player,201010030sdg,crd,LenoPa20,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,LenoPa20,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,LenoPa20,fumbles_forced,0,,,,,
player,201010030sdg,crd,HaggCl20,def_int,0,,,,,
player,201010030sdg,crd,HaggCl20,def_int_yds,0,,,,,
player,201010030sdg,crd,HaggCl20,def_int_td,0,,,,,
player,201010030sdg,crd,HaggCl20,def_int_long,0,,,,,
player,201010030sdg,crd,HaggCl20,pass_defended,0,,,,,
player,201010030sdg,crd,HaggCl20,sacks,0.0,,,,,
player,201010030sdg,crd,HaggCl20,tackles_combined,8,,,,,
player,201010030sdg,crd,HaggCl20,tackles_solo,6,,,,,
player,201010030sdg,crd,HaggCl20,tackles_assists,2,,,,,
player,201010030sdg,crd,HaggCl20,tackles_loss,0,,,,,
player,201010030sdg,crd,HaggCl20,qb_hits,0,,,,,
player,201010030sdg,crd,HaggCl20,fumbles_rec,0,,,,,
player,201010030sdg,crd,HaggCl20,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,HaggCl20,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,HaggCl20,fumbles_forced,0,,,,,
player,201010030sdg,crd,RhodKe20,def_int,0,,,,,
player,201010030sdg,crd,RhodKe20,def_int_yds,0,,,,,
player,201010030sdg,crd,RhodKe20,def_int_td,0,,,,,
player,201010030sdg,crd,RhodKe20,def_int_long,0,,,,,
player,201010030sdg,crd,RhodKe20,pass_defended,0,,,,,
player,201010030sdg,crd,RhodKe20,sacks,0.0,,,,,
player,201010030sdg,crd,RhodKe20,tackles_combined,7,,,,,
player,201010030sdg,crd,RhodKe20,tackles_solo,6,,,,,
player,201010030sdg,crd,RhodKe20,tackles_assists,1,,,,,
player,201010030sdg,crd,RhodKe20,tackles_loss,0,,,,,
player,201010030sdg,crd,RhodKe20,qb_hits,0,,,,,
player,201010030sdg,crd,RhodKe20,fumbles_rec,1,,,,,
player,201010030sdg,crd,RhodKe20,fumbles_rec_yds,42,,,,,
player,201010030sdg,crd,RhodKe20,fumbles_rec_td,1,,,,,
player,201010030sdg,crd,RhodKe20,fumbles_forced,0,,,,,
player,201010030sdg,crd,WilsAd99,def_int,0,,,,,
player,201010030sdg,crd,WilsAd99,def_int_yds,0,,,,,
player,201010030sdg,crd,WilsAd99,def_int_td,0,,,,,
player,201010030sdg,crd,WilsAd99,def_int_long,0,,,,,
player,201010030sdg,crd,WilsAd99,pass_defended,0,,,,,
player,201010030sdg,crd,WilsAd99,sacks,0.0,,,,,
player,201010030sdg,crd,WilsAd99,tackles_combined,6,,,,,
player,201010030sdg,crd,WilsAd99,tackles_solo,5,,,,,
player,201010030sdg,crd,WilsAd99,tackles_assists,1,,,,,
player,201010030sdg,crd,WilsAd99,tackles_loss,0,,,,,
player,201010030sdg,crd,WilsAd99,qb_hits,0,,,,,
player,201010030sdg,crd,WilsAd99,fumbles_rec,0,,,,,
player,201010030sdg,crd,WilsAd99,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,WilsAd99,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,WilsAd99,fumbles_forced,0,,,,,
player,201010030sdg,crd,CampCa99,def_int,0,,,,,
player,201010030sdg,crd,CampCa99,def_int_yds,0,,,,,
player,201010030sdg,crd,CampCa99,def_int_td,0,,,,,
player,201010030sdg,crd,CampCa99,def_int_long,0,,,,,
player,201010030sdg,crd,CampCa99,pass_defended,0,,,,,
player,201010030sdg,crd,CampCa99,sacks,0.0,,,,,
player,201010030sdg,crd,CampCa99,tackles_combined,4,,,,,
player,201010030sdg,crd,CampCa99,tackles_solo,3,,,,,
player,201010030sdg,crd,CampCa99,tackles_assists,1,,,,,
player,201010030sdg,crd,CampCa99,tackles_loss,1,,,,,
player,201010030sdg,crd,CampCa99,qb_hits,0,,,,,
player,201010030sdg,crd,CampCa99,fumbles_rec,0,,,,,
player,201010030sdg,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,CampCa99,fumbles_forced,0,,,,,
player,201010030sdg,crd,PortJo00,def_int,0,,,,,
player,201010030sdg,crd,PortJo00,def_int_yds,0,,,,,
player,201010030sdg,crd,PortJo00,def_int_td,0,,,,,
player,201010030sdg,crd,PortJo00,def_int_long,0,,,,,
player,201010030sdg,crd,PortJo00,pass_defended,0,,,,,
player,201010030sdg,crd,PortJo00,sacks,0.0,,,,,
player,201010030sdg,crd,PortJo00,tackles_combined,4,,,,,
player,201010030sdg,crd,PortJo00,tackles_solo,3,,,,,
player,201010030sdg,crd,PortJo00,tackles_assists,1,,,,,
player,201010030sdg,crd,PortJo00,tackles_loss,0,,,,,
player,201010030sdg,crd,PortJo00,qb_hits,0,,,,,
player,201010030sdg,crd,PortJo00,fumbles_rec,0,,,,,
player,201010030sdg,crd,PortJo00,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,PortJo00,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,PortJo00,fumbles_forced,0,,,,,
player,201010030sdg,crd,WashDa99,def_int,0,,,,,
player,201010030sdg,crd,WashDa99,def_int_yds,0,,,,,
player,201010030sdg,crd,WashDa99,def_int_td,0,,,,,
player,201010030sdg,crd,WashDa99,def_int_long,0,,,,,
player,201010030sdg,crd,WashDa99,pass_defended,0,,,,,
player,201010030sdg,crd,WashDa99,sacks,0.0,,,,,
player,201010030sdg,crd,WashDa99,tackles_combined,4,,,,,
player,201010030sdg,crd,WashDa99,tackles_solo,2,,,,,
player,201010030sdg,crd,WashDa99,tackles_assists,2,,,,,
player,201010030sdg,crd,WashDa99,tackles_loss,0,,,,,
player,201010030sdg,crd,WashDa99,qb_hits,0,,,,,
player,201010030sdg,crd,WashDa99,fumbles_rec,0,,,,,
player,201010030sdg,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,WashDa99,fumbles_forced,0,,,,,
player,201010030sdg,crd,BranAl99,def_int,0,,,,,
player,201010030sdg,crd,BranAl99,def_int_yds,0,,,,,
player,201010030sdg,crd,BranAl99,def_int_td,0,,,,,
player,201010030sdg,crd,BranAl99,def_int_long,0,,,,,
player,201010030sdg,crd,BranAl99,pass_defended,0,,,,,
player,201010030sdg,crd,BranAl99,sacks,0.0,,,,,
player,201010030sdg,crd,BranAl99,tackles_combined,3,,,,,
player,201010030sdg,crd,BranAl99,tackles_solo,3,,,,,
player,201010030sdg,crd,BranAl99,tackles_assists,0,,,,,
player,201010030sdg,crd,BranAl99,tackles_loss,1,,,,,
player,201010030sdg,crd,BranAl99,qb_hits,0,,,,,
player,201010030sdg,crd,BranAl99,fumbles_rec,0,,,,,
player,201010030sdg,crd,BranAl99,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,BranAl99,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,BranAl99,fumbles_forced,0,,,,,
player,201010030sdg,crd,WalkRe00,def_int,0,,,,,
player,201010030sdg,crd,WalkRe00,def_int_yds,0,,,,,
player,201010030sdg,crd,WalkRe00,def_int_td,0,,,,,
player,201010030sdg,crd,WalkRe00,def_int_long,0,,,,,
player,201010030sdg,crd,WalkRe00,pass_defended,0,,,,,
player,201010030sdg,crd,WalkRe00,sacks,0.0,,,,,
player,201010030sdg,crd,WalkRe00,tackles_combined,3,,,,,
player,201010030sdg,crd,WalkRe00,tackles_solo,3,,,,,
player,201010030sdg,crd,WalkRe00,tackles_assists,0,,,,,
player,201010030sdg,crd,WalkRe00,tackles_loss,1,,,,,
player,201010030sdg,crd,WalkRe00,qb_hits,0,,,,,
player,201010030sdg,crd,WalkRe00,fumbles_rec,0,,,,,
player,201010030sdg,crd,WalkRe00,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,WalkRe00,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,WalkRe00,fumbles_forced,0,,,,,
player,201010030sdg,crd,RobiBr20,def_int,0,,,,,
player,201010030sdg,crd,RobiBr20,def_int_yds,0,,,,,
player,201010030sdg,crd,RobiBr20,def_int_td,0,,,,,
player,201010030sdg,crd,RobiBr20,def_int_long,0,,,,,
player,201010030sdg,crd,RobiBr20,pass_defended,0,,,,,
player,201010030sdg,crd,RobiBr20,sacks,0.0,,,,,
player,201010030sdg,crd,RobiBr20,tackles_combined,2,,,,,
player,201010030sdg,crd,RobiBr20,tackles_solo,2,,,,,
player,201010030sdg,crd,RobiBr20,tackles_assists,0,,,,,
player,201010030sdg,crd,RobiBr20,tackles_loss,0,,,,,
player,201010030sdg,crd,RobiBr20,qb_hits,0,,,,,
player,201010030sdg,crd,RobiBr20,fumbles_rec,0,,,,,
player,201010030sdg,crd,RobiBr20,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,RobiBr20,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,RobiBr20,fumbles_forced,0,,,,,
player,201010030sdg,crd,RodgDo99,def_int,0,,,,,
player,201010030sdg,crd,RodgDo99,def_int_yds,0,,,,,
player,201010030sdg,crd,RodgDo99,def_int_td,0,,,,,
player,201010030sdg,crd,RodgDo99,def_int_long,0,,,,,
player,201010030sdg,crd,RodgDo99,pass_defended,0,,,,,
player,201010030sdg,crd,RodgDo99,sacks,0.0,,,,,
player,201010030sdg,crd,RodgDo99,tackles_combined,2,,,,,
player,201010030sdg,crd,RodgDo99,tackles_solo,2,,,,,
player,201010030sdg,crd,RodgDo99,tackles_assists,0,,,,,
player,201010030sdg,crd,RodgDo99,tackles_loss,0,,,,,
player,201010030sdg,crd,RodgDo99,qb_hits,0,,,,,
player,201010030sdg,crd,RodgDo99,fumbles_rec,0,,,,,
player,201010030sdg,crd,RodgDo99,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,RodgDo99,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,RodgDo99,fumbles_forced,0,,,,,
player,201010030sdg,crd,WareMa20,def_int,0,,,,,
player,201010030sdg,crd,WareMa20,def_int_yds,0,,,,,
player,201010030sdg,crd,WareMa20,def_int_td,0,,,,,
player,201010030sdg,crd,WareMa20,def_int_long,0,,,,,
player,201010030sdg,crd,WareMa20,pass_defended,0,,,,,
player,201010030sdg,crd,WareMa20,sacks,0.0,,,,,
player,201010030sdg,crd,WareMa20,tackles_combined,2,,,,,
player,201010030sdg,crd,WareMa20,tackles_solo,2,,,,,
player,201010030sdg,crd,WareMa20,tackles_assists,0,,,,,
player,201010030sdg,crd,WareMa20,tackles_loss,0,,,,,
player,201010030sdg,crd,WareMa20,qb_hits,0,,,,,
player,201010030sdg,crd,WareMa20,fumbles_rec,0,,,,,
player,201010030sdg,crd,WareMa20,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,WareMa20,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,WareMa20,fumbles_forced,0,,,,,
player,201010030sdg,crd,feelyjay01,def_int,0,,,,,
player,201010030sdg,crd,feelyjay01,def_int_yds,0,,,,,
player,201010030sdg,crd,feelyjay01,def_int_td,0,,,,,
player,201010030sdg,crd,feelyjay01,def_int_long,0,,,,,
player,201010030sdg,crd,feelyjay01,pass_defended,0,,,,,
player,201010030sdg,crd,feelyjay01,sacks,0.0,,,,,
player,201010030sdg,crd,feelyjay01,tackles_combined,1,,,,,
player,201010030sdg,crd,feelyjay01,tackles_solo,1,,,,,
player,201010030sdg,crd,feelyjay01,tackles_assists,0,,,,,
player,201010030sdg,crd,feelyjay01,tackles_loss,0,,,,,
player,201010030sdg,crd,feelyjay01,qb_hits,0,,,,,
player,201010030sdg,crd,feelyjay01,fumbles_rec,0,,,,,
player,201010030sdg,crd,feelyjay01,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,feelyjay01,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,feelyjay01,fumbles_forced,0,,,,,
player,201010030sdg,crd,JohnRa98,def_int,0,,,,,
player,201010030sdg,crd,JohnRa98,def_int_yds,0,,,,,
player,201010030sdg,crd,JohnRa98,def_int_td,0,,,,,
player,201010030sdg,crd,JohnRa98,def_int_long,0,,,,,
player,201010030sdg,crd,JohnRa98,pass_defended,0,,,,,
player,201010030sdg,crd,JohnRa98,sacks,0.0,,,,,
player,201010030sdg,crd,JohnRa98,tackles_combined,1,,,,,
player,201010030sdg,crd,JohnRa98,tackles_solo,1,,,,,
player,201010030sdg,crd,JohnRa98,tackles_assists,0,,,,,
player,201010030sdg,crd,JohnRa98,tackles_loss,0,,,,,
player,201010030sdg,crd,JohnRa98,qb_hits,0,,,,,
player,201010030sdg,crd,JohnRa98,fumbles_rec,0,,,,,
player,201010030sdg,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,JohnRa98,fumbles_forced,0,,,,,
player,201010030sdg,crd,LeacMi00,def_int,0,,,,,
player,201010030sdg,crd,LeacMi00,def_int_yds,0,,,,,
player,201010030sdg,crd,LeacMi00,def_int_td,0,,,,,
player,201010030sdg,crd,LeacMi00,def_int_long,0,,,,,
player,201010030sdg,crd,LeacMi00,pass_defended,0,,,,,
player,201010030sdg,crd,LeacMi00,sacks,0.0,,,,,
player,201010030sdg,crd,LeacMi00,tackles_combined,1,,,,,
player,201010030sdg,crd,LeacMi00,tackles_solo,1,,,,,
player,201010030sdg,crd,LeacMi00,tackles_assists,0,,,,,
player,201010030sdg,crd,LeacMi00,tackles_loss,0,,,,,
player,201010030sdg,crd,LeacMi00,qb_hits,0,,,,,
player,201010030sdg,crd,LeacMi00,fumbles_rec,0,,,,,
player,201010030sdg,crd,LeacMi00,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,LeacMi00,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,LeacMi00,fumbles_forced,0,,,,,
player,201010030sdg,crd,McBrTr99,def_int,0,,,,,
player,201010030sdg,crd,McBrTr99,def_int_yds,0,,,,,
player,201010030sdg,crd,McBrTr99,def_int_td,0,,,,,
player,201010030sdg,crd,McBrTr99,def_int_long,0,,,,,
player,201010030sdg,crd,McBrTr99,pass_defended,0,,,,,
player,201010030sdg,crd,McBrTr99,sacks,0.0,,,,,
player,201010030sdg,crd,McBrTr99,tackles_combined,1,,,,,
player,201010030sdg,crd,McBrTr99,tackles_solo,0,,,,,
player,201010030sdg,crd,McBrTr99,tackles_assists,1,,,,,
player,201010030sdg,crd,McBrTr99,tackles_loss,0,,,,,
player,201010030sdg,crd,McBrTr99,qb_hits,0,,,,,
player,201010030sdg,crd,McBrTr99,fumbles_rec,0,,,,,
player,201010030sdg,crd,McBrTr99,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,McBrTr99,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,McBrTr99,fumbles_forced,0,,,,,
player,201010030sdg,crd,WrigJa01,def_int,0,,,,,
player,201010030sdg,crd,WrigJa01,def_int_yds,0,,,,,
player,201010030sdg,crd,WrigJa01,def_int_td,0,,,,,
player,201010030sdg,crd,WrigJa01,def_int_long,0,,,,,
player,201010030sdg,crd,WrigJa01,pass_defended,0,,,,,
player,201010030sdg,crd,WrigJa01,sacks,0.0,,,,,
player,201010030sdg,crd,WrigJa01,tackles_combined,1,,,,,
player,201010030sdg,crd,WrigJa01,tackles_solo,1,,,,,
player,201010030sdg,crd,WrigJa01,tackles_assists,0,,,,,
player,201010030sdg,crd,WrigJa01,tackles_loss,0,,,,,
player,201010030sdg,crd,WrigJa01,qb_hits,0,,,,,
player,201010030sdg,crd,WrigJa01,fumbles_rec,0,,,,,
player,201010030sdg,crd,WrigJa01,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,WrigJa01,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,WrigJa01,fumbles_forced,0,,,,,
player,201010030sdg,crd,DockDa20,def_int,,,,,,
player,201010030sdg,crd,DockDa20,def_int_yds,,,,,,
player,201010030sdg,crd,DockDa20,def_int_td,,,,,,
player,201010030sdg,crd,DockDa20,def_int_long,,,,,,
player,201010030sdg,crd,DockDa20,pass_defended,0,,,,,
player,201010030sdg,crd,DockDa20,sacks,0.0,,,,,
player,201010030sdg,crd,DockDa20,tackles_combined,0,,,,,
player,201010030sdg,crd,DockDa20,tackles_solo,0,,,,,
player,201010030sdg,crd,DockDa20,tackles_assists,0,,,,,
player,201010030sdg,crd,DockDa20,tackles_loss,0,,,,,
player,201010030sdg,crd,DockDa20,qb_hits,1,,,,,
player,201010030sdg,crd,DockDa20,fumbles_rec,0,,,,,
player,201010030sdg,crd,DockDa20,fumbles_rec_yds,,,,,,
player,201010030sdg,crd,DockDa20,fumbles_rec_td,,,,,,
player,201010030sdg,crd,DockDa20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,PhilSh20,def_int,1,,,,,
player,201010030sdg,sdg,PhilSh20,def_int_yds,31,,,,,
player,201010030sdg,sdg,PhilSh20,def_int_td,1,,,,,
player,201010030sdg,sdg,PhilSh20,def_int_long,31,,,,,
player,201010030sdg,sdg,PhilSh20,pass_defended,2,,,,,
player,201010030sdg,sdg,PhilSh20,sacks,4.0,,,,,
player,201010030sdg,sdg,PhilSh20,tackles_combined,6,,,,,
player,201010030sdg,sdg,PhilSh20,tackles_solo,5,,,,,
player,201010030sdg,sdg,PhilSh20,tackles_assists,1,,,,,
player,201010030sdg,sdg,PhilSh20,tackles_loss,4,,,,,
player,201010030sdg,sdg,PhilSh20,qb_hits,4,,,,,
player,201010030sdg,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,GregSt20,def_int,1,,,,,
player,201010030sdg,sdg,GregSt20,def_int_yds,0,,,,,
player,201010030sdg,sdg,GregSt20,def_int_td,0,,,,,
player,201010030sdg,sdg,GregSt20,def_int_long,0,,,,,
player,201010030sdg,sdg,GregSt20,pass_defended,1,,,,,
player,201010030sdg,sdg,GregSt20,sacks,0.0,,,,,
player,201010030sdg,sdg,GregSt20,tackles_combined,6,,,,,
player,201010030sdg,sdg,GregSt20,tackles_solo,6,,,,,
player,201010030sdg,sdg,GregSt20,tackles_assists,0,,,,,
player,201010030sdg,sdg,GregSt20,tackles_loss,0,,,,,
player,201010030sdg,sdg,GregSt20,qb_hits,0,,,,,
player,201010030sdg,sdg,GregSt20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,GregSt20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,BurnKe20,def_int,0,,,,,
player,201010030sdg,sdg,BurnKe20,def_int_yds,0,,,,,
player,201010030sdg,sdg,BurnKe20,def_int_td,0,,,,,
player,201010030sdg,sdg,BurnKe20,def_int_long,0,,,,,
player,201010030sdg,sdg,BurnKe20,pass_defended,1,,,,,
player,201010030sdg,sdg,BurnKe20,sacks,2.0,,,,,
player,201010030sdg,sdg,BurnKe20,tackles_combined,8,,,,,
player,201010030sdg,sdg,BurnKe20,tackles_solo,7,,,,,
player,201010030sdg,sdg,BurnKe20,tackles_assists,1,,,,,
player,201010030sdg,sdg,BurnKe20,tackles_loss,2,,,,,
player,201010030sdg,sdg,BurnKe20,qb_hits,2,,,,,
player,201010030sdg,sdg,BurnKe20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,BurnKe20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,BurnKe20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,BurnKe20,fumbles_forced,1,,,,,
player,201010030sdg,sdg,JohnTr20,def_int,0,,,,,
player,201010030sdg,sdg,JohnTr20,def_int_yds,0,,,,,
player,201010030sdg,sdg,JohnTr20,def_int_td,0,,,,,
player,201010030sdg,sdg,JohnTr20,def_int_long,0,,,,,
player,201010030sdg,sdg,JohnTr20,pass_defended,0,,,,,
player,201010030sdg,sdg,JohnTr20,sacks,1.0,,,,,
player,201010030sdg,sdg,JohnTr20,tackles_combined,3,,,,,
player,201010030sdg,sdg,JohnTr20,tackles_solo,3,,,,,
player,201010030sdg,sdg,JohnTr20,tackles_assists,0,,,,,
player,201010030sdg,sdg,JohnTr20,tackles_loss,0,,,,,
player,201010030sdg,sdg,JohnTr20,qb_hits,1,,,,,
player,201010030sdg,sdg,JohnTr20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,JohnTr20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,JohnTr20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,JohnTr20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,GaraAn20,def_int,0,,,,,
player,201010030sdg,sdg,GaraAn20,def_int_yds,0,,,,,
player,201010030sdg,sdg,GaraAn20,def_int_td,0,,,,,
player,201010030sdg,sdg,GaraAn20,def_int_long,0,,,,,
player,201010030sdg,sdg,GaraAn20,pass_defended,0,,,,,
player,201010030sdg,sdg,GaraAn20,sacks,1.0,,,,,
player,201010030sdg,sdg,GaraAn20,tackles_combined,2,,,,,
player,201010030sdg,sdg,GaraAn20,tackles_solo,1,,,,,
player,201010030sdg,sdg,GaraAn20,tackles_assists,1,,,,,
player,201010030sdg,sdg,GaraAn20,tackles_loss,1,,,,,
player,201010030sdg,sdg,GaraAn20,qb_hits,1,,,,,
player,201010030sdg,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,TuckJy99,def_int,0,,,,,
player,201010030sdg,sdg,TuckJy99,def_int_yds,0,,,,,
player,201010030sdg,sdg,TuckJy99,def_int_td,0,,,,,
player,201010030sdg,sdg,TuckJy99,def_int_long,0,,,,,
player,201010030sdg,sdg,TuckJy99,pass_defended,0,,,,,
player,201010030sdg,sdg,TuckJy99,sacks,1.0,,,,,
player,201010030sdg,sdg,TuckJy99,tackles_combined,1,,,,,
player,201010030sdg,sdg,TuckJy99,tackles_solo,1,,,,,
player,201010030sdg,sdg,TuckJy99,tackles_assists,0,,,,,
player,201010030sdg,sdg,TuckJy99,tackles_loss,1,,,,,
player,201010030sdg,sdg,TuckJy99,qb_hits,1,,,,,
player,201010030sdg,sdg,TuckJy99,fumbles_rec,0,,,,,
player,201010030sdg,sdg,TuckJy99,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,TuckJy99,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,TuckJy99,fumbles_forced,0,,,,,
player,201010030sdg,sdg,CoopSt20,def_int,0,,,,,
player,201010030sdg,sdg,CoopSt20,def_int_yds,0,,,,,
player,201010030sdg,sdg,CoopSt20,def_int_td,0,,,,,
player,201010030sdg,sdg,CoopSt20,def_int_long,0,,,,,
player,201010030sdg,sdg,CoopSt20,pass_defended,0,,,,,
player,201010030sdg,sdg,CoopSt20,sacks,0.0,,,,,
player,201010030sdg,sdg,CoopSt20,tackles_combined,5,,,,,
player,201010030sdg,sdg,CoopSt20,tackles_solo,4,,,,,
player,201010030sdg,sdg,CoopSt20,tackles_assists,1,,,,,
player,201010030sdg,sdg,CoopSt20,tackles_loss,0,,,,,
player,201010030sdg,sdg,CoopSt20,qb_hits,0,,,,,
player,201010030sdg,sdg,CoopSt20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,CoopSt20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,CoopSt20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,CoopSt20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,ApplAn99,def_int,0,,,,,
player,201010030sdg,sdg,ApplAn99,def_int_yds,0,,,,,
player,201010030sdg,sdg,ApplAn99,def_int_td,0,,,,,
player,201010030sdg,sdg,ApplAn99,def_int_long,0,,,,,
player,201010030sdg,sdg,ApplAn99,pass_defended,0,,,,,
player,201010030sdg,sdg,ApplAn99,sacks,0.0,,,,,
player,201010030sdg,sdg,ApplAn99,tackles_combined,4,,,,,
player,201010030sdg,sdg,ApplAn99,tackles_solo,3,,,,,
player,201010030sdg,sdg,ApplAn99,tackles_assists,1,,,,,
player,201010030sdg,sdg,ApplAn99,tackles_loss,0,,,,,
player,201010030sdg,sdg,ApplAn99,qb_hits,0,,,,,
player,201010030sdg,sdg,ApplAn99,fumbles_rec,0,,,,,
player,201010030sdg,sdg,ApplAn99,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,ApplAn99,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,ApplAn99,fumbles_forced,0,,,,,
player,201010030sdg,sdg,CasoAn99,def_int,0,,,,,
player,201010030sdg,sdg,CasoAn99,def_int_yds,0,,,,,
player,201010030sdg,sdg,CasoAn99,def_int_td,0,,,,,
player,201010030sdg,sdg,CasoAn99,def_int_long,0,,,,,
player,201010030sdg,sdg,CasoAn99,pass_defended,1,,,,,
player,201010030sdg,sdg,CasoAn99,sacks,0.0,,,,,
player,201010030sdg,sdg,CasoAn99,tackles_combined,3,,,,,
player,201010030sdg,sdg,CasoAn99,tackles_solo,3,,,,,
player,201010030sdg,sdg,CasoAn99,tackles_assists,0,,,,,
player,201010030sdg,sdg,CasoAn99,tackles_loss,0,,,,,
player,201010030sdg,sdg,CasoAn99,qb_hits,0,,,,,
player,201010030sdg,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201010030sdg,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201010030sdg,sdg,TealQu99,def_int,0,,,,,
player,201010030sdg,sdg,TealQu99,def_int_yds,0,,,,,
player,201010030sdg,sdg,TealQu99,def_int_td,0,,,,,
player,201010030sdg,sdg,TealQu99,def_int_long,0,,,,,
player,201010030sdg,sdg,TealQu99,pass_defended,0,,,,,
player,201010030sdg,sdg,TealQu99,sacks,0.0,,,,,
player,201010030sdg,sdg,TealQu99,tackles_combined,3,,,,,
player,201010030sdg,sdg,TealQu99,tackles_solo,3,,,,,
player,201010030sdg,sdg,TealQu99,tackles_assists,0,,,,,
player,201010030sdg,sdg,TealQu99,tackles_loss,0,,,,,
player,201010030sdg,sdg,TealQu99,qb_hits,0,,,,,
player,201010030sdg,sdg,TealQu99,fumbles_rec,0,,,,,
player,201010030sdg,sdg,TealQu99,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,TealQu99,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,TealQu99,fumbles_forced,0,,,,,
player,201010030sdg,sdg,CesaJa20,def_int,0,,,,,
player,201010030sdg,sdg,CesaJa20,def_int_yds,0,,,,,
