game,2010,13,20101205,201012050tam,atl,"Atlanta Falcons",28,tam,"Tampa Bay Buccaneers",24
team,201012050tam,atl,First Downs,20,,,,,,
team,201012050tam,tam,First Downs,19,,,,,,
team,201012050tam,atl,Rush-Yds-TDs,27-85-1,,,,,,
team,201012050tam,tam,Rush-Yds-TDs,29-151-1,,,,,,
team,201012050tam,atl,Cmp-Att-Yd-TD-INT,18-36-205-2-2,,,,,,
team,201012050tam,tam,Cmp-Att-Yd-TD-INT,20-39-183-2-1,,,,,,
team,201012050tam,atl,Sacked-Yards,0-0,,,,,,
team,201012050tam,tam,Sacked-Yards,1-9,,,,,,
team,201012050tam,atl,Net Pass Yards,205,,,,,,
team,201012050tam,tam,Net Pass Yards,174,,,,,,
team,201012050tam,atl,Total Yards,290,,,,,,
team,201012050tam,tam,Total Yards,325,,,,,,
team,201012050tam,atl,Fumbles-Lost,0-0,,,,,,
team,201012050tam,tam,Fumbles-Lost,0-0,,,,,,
team,201012050tam,atl,Turnovers,2,,,,,,
team,201012050tam,tam,Turnovers,1,,,,,,
team,201012050tam,atl,Penalties-Yards,6-55,,,,,,
team,201012050tam,tam,Penalties-Yards,9-102,,,,,,
team,201012050tam,atl,Third Down Conv.,6-11,,,,,,
team,201012050tam,tam,Third Down Conv.,5-15,,,,,,
team,201012050tam,atl,Fourth Down Conv.,0-0,,,,,,
team,201012050tam,tam,Fourth Down Conv.,1-1,,,,,,
team,201012050tam,atl,Time of Possession,28:00,,,,,,
team,201012050tam,tam,Time of Possession,32:00,,,,,,
player,201012050tam,atl,RyanMa00,pass_cmp,18,,,,,
player,201012050tam,atl,RyanMa00,pass_att,36,,,,,
player,201012050tam,atl,RyanMa00,pass_yds,205,,,,,
player,201012050tam,atl,RyanMa00,pass_td,2,,,,,
player,201012050tam,atl,RyanMa00,pass_int,2,,,,,
player,201012050tam,atl,RyanMa00,pass_sacked,0,,,,,
player,201012050tam,atl,RyanMa00,pass_sacked_yds,0,,,,,
player,201012050tam,atl,RyanMa00,pass_long,25,,,,,
player,201012050tam,atl,RyanMa00,pass_rating,62.8,,,,,
player,201012050tam,atl,RyanMa00,rush_att,3,,,,,
player,201012050tam,atl,RyanMa00,rush_yds,-3,,,,,
player,201012050tam,atl,RyanMa00,rush_td,0,,,,,
player,201012050tam,atl,RyanMa00,rush_long,-1,,,,,
player,201012050tam,atl,RyanMa00,targets,0,,,,,
player,201012050tam,atl,RyanMa00,rec,0,,,,,
player,201012050tam,atl,RyanMa00,rec_yds,0,,,,,
player,201012050tam,atl,RyanMa00,rec_td,0,,,,,
player,201012050tam,atl,RyanMa00,rec_long,0,,,,,
player,201012050tam,atl,RyanMa00,fumbles,0,,,,,
player,201012050tam,atl,RyanMa00,fumbles_lost,,,,,,
player,201012050tam,atl,TurnMi00,pass_cmp,0,,,,,
player,201012050tam,atl,TurnMi00,pass_att,0,,,,,
player,201012050tam,atl,TurnMi00,pass_yds,0,,,,,
player,201012050tam,atl,TurnMi00,pass_td,0,,,,,
player,201012050tam,atl,TurnMi00,pass_int,0,,,,,
player,201012050tam,atl,TurnMi00,pass_sacked,,,,,,
player,201012050tam,atl,TurnMi00,pass_sacked_yds,,,,,,
player,201012050tam,atl,TurnMi00,pass_long,0,,,,,
player,201012050tam,atl,TurnMi00,pass_rating,,,,,,
player,201012050tam,atl,TurnMi00,rush_att,24,,,,,
player,201012050tam,atl,TurnMi00,rush_yds,88,,,,,
player,201012050tam,atl,TurnMi00,rush_td,1,,,,,
player,201012050tam,atl,TurnMi00,rush_long,11,,,,,
player,201012050tam,atl,TurnMi00,targets,0,,,,,
player,201012050tam,atl,TurnMi00,rec,0,,,,,
player,201012050tam,atl,TurnMi00,rec_yds,0,,,,,
player,201012050tam,atl,TurnMi00,rec_td,0,,,,,
player,201012050tam,atl,TurnMi00,rec_long,0,,,,,
player,201012050tam,atl,TurnMi00,fumbles,0,,,,,
player,201012050tam,atl,TurnMi00,fumbles_lost,,,,,,
player,201012050tam,atl,WhitRo00,pass_cmp,0,,,,,
player,201012050tam,atl,WhitRo00,pass_att,0,,,,,
player,201012050tam,atl,WhitRo00,pass_yds,0,,,,,
player,201012050tam,atl,WhitRo00,pass_td,0,,,,,
player,201012050tam,atl,WhitRo00,pass_int,0,,,,,
player,201012050tam,atl,WhitRo00,pass_sacked,,,,,,
player,201012050tam,atl,WhitRo00,pass_sacked_yds,,,,,,
player,201012050tam,atl,WhitRo00,pass_long,0,,,,,
player,201012050tam,atl,WhitRo00,pass_rating,,,,,,
player,201012050tam,atl,WhitRo00,rush_att,0,,,,,
player,201012050tam,atl,WhitRo00,rush_yds,0,,,,,
player,201012050tam,atl,WhitRo00,rush_td,0,,,,,
player,201012050tam,atl,WhitRo00,rush_long,0,,,,,
player,201012050tam,atl,WhitRo00,targets,16,,,,,
player,201012050tam,atl,WhitRo00,rec,7,,,,,
player,201012050tam,atl,WhitRo00,rec_yds,74,,,,,
player,201012050tam,atl,WhitRo00,rec_td,0,,,,,
player,201012050tam,atl,WhitRo00,rec_long,25,,,,,
player,201012050tam,atl,WhitRo00,fumbles,0,,,,,
player,201012050tam,atl,WhitRo00,fumbles_lost,,,,,,
player,201012050tam,atl,GonzTo00,pass_cmp,0,,,,,
player,201012050tam,atl,GonzTo00,pass_att,0,,,,,
player,201012050tam,atl,GonzTo00,pass_yds,0,,,,,
player,201012050tam,atl,GonzTo00,pass_td,0,,,,,
player,201012050tam,atl,GonzTo00,pass_int,0,,,,,
player,201012050tam,atl,GonzTo00,pass_sacked,,,,,,
player,201012050tam,atl,GonzTo00,pass_sacked_yds,,,,,,
player,201012050tam,atl,GonzTo00,pass_long,0,,,,,
player,201012050tam,atl,GonzTo00,pass_rating,,,,,,
player,201012050tam,atl,GonzTo00,rush_att,0,,,,,
