game,2010,4,20101003,201010030jax,clt,"Indianapolis Colts",28,jax,"Jacksonville Jaguars",31
player,201010030jax,clt,BethAn20,def_int_td,0,,,,,
player,201010030jax,clt,BethAn20,def_int_long,0,,,,,
player,201010030jax,clt,BethAn20,pass_defended,0,,,,,
player,201010030jax,clt,BethAn20,sacks,0.0,,,,,
player,201010030jax,clt,BethAn20,tackles_combined,3,,,,,
player,201010030jax,clt,BethAn20,tackles_solo,1,,,,,
player,201010030jax,clt,BethAn20,tackles_assists,2,,,,,
player,201010030jax,clt,BethAn20,tackles_loss,0,,,,,
player,201010030jax,clt,BethAn20,qb_hits,1,,,,,
player,201010030jax,clt,BethAn20,fumbles_rec,0,,,,,
player,201010030jax,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201010030jax,clt,BethAn20,fumbles_forced,0,,,,,
player,201010030jax,clt,FostEr20,def_int,0,,,,,
player,201010030jax,clt,FostEr20,def_int_yds,0,,,,,
player,201010030jax,clt,FostEr20,def_int_td,0,,,,,
player,201010030jax,clt,FostEr20,def_int_long,0,,,,,
player,201010030jax,clt,FostEr20,pass_defended,0,,,,,
player,201010030jax,clt,FostEr20,sacks,0.0,,,,,
player,201010030jax,clt,FostEr20,tackles_combined,3,,,,,
player,201010030jax,clt,FostEr20,tackles_solo,3,,,,,
player,201010030jax,clt,FostEr20,tackles_assists,0,,,,,
player,201010030jax,clt,FostEr20,tackles_loss,0,,,,,
player,201010030jax,clt,FostEr20,qb_hits,0,,,,,
player,201010030jax,clt,FostEr20,fumbles_rec,0,,,,,
player,201010030jax,clt,FostEr20,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,FostEr20,fumbles_rec_td,0,,,,,
player,201010030jax,clt,FostEr20,fumbles_forced,0,,,,,
player,201010030jax,clt,LaceJa99,def_int,0,,,,,
player,201010030jax,clt,LaceJa99,def_int_yds,0,,,,,
player,201010030jax,clt,LaceJa99,def_int_td,0,,,,,
player,201010030jax,clt,LaceJa99,def_int_long,0,,,,,
player,201010030jax,clt,LaceJa99,pass_defended,0,,,,,
player,201010030jax,clt,LaceJa99,sacks,0.0,,,,,
player,201010030jax,clt,LaceJa99,tackles_combined,3,,,,,
player,201010030jax,clt,LaceJa99,tackles_solo,3,,,,,
player,201010030jax,clt,LaceJa99,tackles_assists,0,,,,,
player,201010030jax,clt,LaceJa99,tackles_loss,0,,,,,
player,201010030jax,clt,LaceJa99,qb_hits,0,,,,,
player,201010030jax,clt,LaceJa99,fumbles_rec,0,,,,,
player,201010030jax,clt,LaceJa99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,LaceJa99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,LaceJa99,fumbles_forced,0,,,,,
player,201010030jax,clt,AngePa99,def_int,0,,,,,
player,201010030jax,clt,AngePa99,def_int_yds,0,,,,,
player,201010030jax,clt,AngePa99,def_int_td,0,,,,,
player,201010030jax,clt,AngePa99,def_int_long,0,,,,,
player,201010030jax,clt,AngePa99,pass_defended,0,,,,,
player,201010030jax,clt,AngePa99,sacks,0.0,,,,,
player,201010030jax,clt,AngePa99,tackles_combined,2,,,,,
player,201010030jax,clt,AngePa99,tackles_solo,2,,,,,
player,201010030jax,clt,AngePa99,tackles_assists,0,,,,,
player,201010030jax,clt,AngePa99,tackles_loss,0,,,,,
player,201010030jax,clt,AngePa99,qb_hits,0,,,,,
player,201010030jax,clt,AngePa99,fumbles_rec,0,,,,,
player,201010030jax,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,AngePa99,fumbles_forced,0,,,,,
player,201010030jax,clt,DawsKe99,def_int,0,,,,,
player,201010030jax,clt,DawsKe99,def_int_yds,0,,,,,
player,201010030jax,clt,DawsKe99,def_int_td,0,,,,,
player,201010030jax,clt,DawsKe99,def_int_long,0,,,,,
player,201010030jax,clt,DawsKe99,pass_defended,0,,,,,
player,201010030jax,clt,DawsKe99,sacks,0.0,,,,,
player,201010030jax,clt,DawsKe99,tackles_combined,2,,,,,
player,201010030jax,clt,DawsKe99,tackles_solo,2,,,,,
player,201010030jax,clt,DawsKe99,tackles_assists,0,,,,,
player,201010030jax,clt,DawsKe99,tackles_loss,0,,,,,
player,201010030jax,clt,DawsKe99,qb_hits,0,,,,,
player,201010030jax,clt,DawsKe99,fumbles_rec,0,,,,,
player,201010030jax,clt,DawsKe99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,DawsKe99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,DawsKe99,fumbles_forced,0,,,,,
player,201010030jax,clt,HaglTy20,def_int,0,,,,,
player,201010030jax,clt,HaglTy20,def_int_yds,0,,,,,
player,201010030jax,clt,HaglTy20,def_int_td,0,,,,,
player,201010030jax,clt,HaglTy20,def_int_long,0,,,,,
player,201010030jax,clt,HaglTy20,pass_defended,0,,,,,
player,201010030jax,clt,HaglTy20,sacks,0.0,,,,,
player,201010030jax,clt,HaglTy20,tackles_combined,2,,,,,
player,201010030jax,clt,HaglTy20,tackles_solo,2,,,,,
player,201010030jax,clt,HaglTy20,tackles_assists,0,,,,,
player,201010030jax,clt,HaglTy20,tackles_loss,0,,,,,
player,201010030jax,clt,HaglTy20,qb_hits,0,,,,,
player,201010030jax,clt,HaglTy20,fumbles_rec,0,,,,,
player,201010030jax,clt,HaglTy20,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,HaglTy20,fumbles_rec_td,0,,,,,
player,201010030jax,clt,HaglTy20,fumbles_forced,0,,,,,
player,201010030jax,clt,JohnAn03,def_int,0,,,,,
player,201010030jax,clt,JohnAn03,def_int_yds,0,,,,,
player,201010030jax,clt,JohnAn03,def_int_td,0,,,,,
player,201010030jax,clt,JohnAn03,def_int_long,0,,,,,
player,201010030jax,clt,JohnAn03,pass_defended,0,,,,,
player,201010030jax,clt,JohnAn03,sacks,0.0,,,,,
player,201010030jax,clt,JohnAn03,tackles_combined,2,,,,,
player,201010030jax,clt,JohnAn03,tackles_solo,2,,,,,
player,201010030jax,clt,JohnAn03,tackles_assists,0,,,,,
player,201010030jax,clt,JohnAn03,tackles_loss,0,,,,,
player,201010030jax,clt,JohnAn03,qb_hits,0,,,,,
player,201010030jax,clt,JohnAn03,fumbles_rec,0,,,,,
player,201010030jax,clt,JohnAn03,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,JohnAn03,fumbles_rec_td,0,,,,,
player,201010030jax,clt,JohnAn03,fumbles_forced,0,,,,,
player,201010030jax,clt,MathRo20,def_int,0,,,,,
player,201010030jax,clt,MathRo20,def_int_yds,0,,,,,
player,201010030jax,clt,MathRo20,def_int_td,0,,,,,
player,201010030jax,clt,MathRo20,def_int_long,0,,,,,
player,201010030jax,clt,MathRo20,pass_defended,0,,,,,
player,201010030jax,clt,MathRo20,sacks,0.0,,,,,
player,201010030jax,clt,MathRo20,tackles_combined,2,,,,,
player,201010030jax,clt,MathRo20,tackles_solo,2,,,,,
player,201010030jax,clt,MathRo20,tackles_assists,0,,,,,
player,201010030jax,clt,MathRo20,tackles_loss,0,,,,,
player,201010030jax,clt,MathRo20,qb_hits,1,,,,,
player,201010030jax,clt,MathRo20,fumbles_rec,0,,,,,
player,201010030jax,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201010030jax,clt,MathRo20,fumbles_forced,0,,,,,
player,201010030jax,clt,FreeDw00,def_int,0,,,,,
player,201010030jax,clt,FreeDw00,def_int_yds,0,,,,,
player,201010030jax,clt,FreeDw00,def_int_td,0,,,,,
player,201010030jax,clt,FreeDw00,def_int_long,0,,,,,
player,201010030jax,clt,FreeDw00,pass_defended,1,,,,,
player,201010030jax,clt,FreeDw00,sacks,0.0,,,,,
player,201010030jax,clt,FreeDw00,tackles_combined,1,,,,,
player,201010030jax,clt,FreeDw00,tackles_solo,1,,,,,
player,201010030jax,clt,FreeDw00,tackles_assists,0,,,,,
player,201010030jax,clt,FreeDw00,tackles_loss,0,,,,,
player,201010030jax,clt,FreeDw00,qb_hits,0,,,,,
player,201010030jax,clt,FreeDw00,fumbles_rec,0,,,,,
player,201010030jax,clt,FreeDw00,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,FreeDw00,fumbles_rec_td,0,,,,,
player,201010030jax,clt,FreeDw00,fumbles_forced,0,,,,,
player,201010030jax,clt,GlenCo99,def_int,0,,,,,
player,201010030jax,clt,GlenCo99,def_int_yds,0,,,,,
player,201010030jax,clt,GlenCo99,def_int_td,0,,,,,
player,201010030jax,clt,GlenCo99,def_int_long,0,,,,,
player,201010030jax,clt,GlenCo99,pass_defended,0,,,,,
player,201010030jax,clt,GlenCo99,sacks,0.0,,,,,
player,201010030jax,clt,GlenCo99,tackles_combined,1,,,,,
player,201010030jax,clt,GlenCo99,tackles_solo,1,,,,,
player,201010030jax,clt,GlenCo99,tackles_assists,0,,,,,
player,201010030jax,clt,GlenCo99,tackles_loss,0,,,,,
player,201010030jax,clt,GlenCo99,qb_hits,0,,,,,
player,201010030jax,clt,GlenCo99,fumbles_rec,0,,,,,
player,201010030jax,clt,GlenCo99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,GlenCo99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,GlenCo99,fumbles_forced,0,,,,,
player,201010030jax,clt,HaydKe20,def_int,0,,,,,
player,201010030jax,clt,HaydKe20,def_int_yds,0,,,,,
player,201010030jax,clt,HaydKe20,def_int_td,0,,,,,
player,201010030jax,clt,HaydKe20,def_int_long,0,,,,,
player,201010030jax,clt,HaydKe20,pass_defended,2,,,,,
player,201010030jax,clt,HaydKe20,sacks,0.0,,,,,
player,201010030jax,clt,HaydKe20,tackles_combined,1,,,,,
player,201010030jax,clt,HaydKe20,tackles_solo,0,,,,,
player,201010030jax,clt,HaydKe20,tackles_assists,1,,,,,
player,201010030jax,clt,HaydKe20,tackles_loss,0,,,,,
player,201010030jax,clt,HaydKe20,qb_hits,0,,,,,
player,201010030jax,clt,HaydKe20,fumbles_rec,0,,,,,
player,201010030jax,clt,HaydKe20,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,HaydKe20,fumbles_rec_td,0,,,,,
player,201010030jax,clt,HaydKe20,fumbles_forced,0,,,,,
player,201010030jax,clt,MorgDa98,def_int,0,,,,,
player,201010030jax,clt,MorgDa98,def_int_yds,0,,,,,
player,201010030jax,clt,MorgDa98,def_int_td,0,,,,,
player,201010030jax,clt,MorgDa98,def_int_long,0,,,,,
player,201010030jax,clt,MorgDa98,pass_defended,0,,,,,
player,201010030jax,clt,MorgDa98,sacks,0.0,,,,,
player,201010030jax,clt,MorgDa98,tackles_combined,1,,,,,
player,201010030jax,clt,MorgDa98,tackles_solo,1,,,,,
player,201010030jax,clt,MorgDa98,tackles_assists,0,,,,,
player,201010030jax,clt,MorgDa98,tackles_loss,0,,,,,
player,201010030jax,clt,MorgDa98,qb_hits,0,,,,,
player,201010030jax,clt,MorgDa98,fumbles_rec,0,,,,,
player,201010030jax,clt,MorgDa98,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,MorgDa98,fumbles_rec_td,0,,,,,
player,201010030jax,clt,MorgDa98,fumbles_forced,0,,,,,
player,201010030jax,clt,MuirDa20,def_int,0,,,,,
player,201010030jax,clt,MuirDa20,def_int_yds,0,,,,,
player,201010030jax,clt,MuirDa20,def_int_td,0,,,,,
player,201010030jax,clt,MuirDa20,def_int_long,0,,,,,
player,201010030jax,clt,MuirDa20,pass_defended,0,,,,,
player,201010030jax,clt,MuirDa20,sacks,0.0,,,,,
player,201010030jax,clt,MuirDa20,tackles_combined,1,,,,,
player,201010030jax,clt,MuirDa20,tackles_solo,1,,,,,
player,201010030jax,clt,MuirDa20,tackles_assists,0,,,,,
player,201010030jax,clt,MuirDa20,tackles_loss,0,,,,,
player,201010030jax,clt,MuirDa20,qb_hits,0,,,,,
player,201010030jax,clt,MuirDa20,fumbles_rec,0,,,,,
player,201010030jax,clt,MuirDa20,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,MuirDa20,fumbles_rec_td,0,,,,,
player,201010030jax,clt,MuirDa20,fumbles_forced,0,,,,,
player,201010030jax,clt,ThomJa22,def_int,0,,,,,
player,201010030jax,clt,ThomJa22,def_int_yds,0,,,,,
player,201010030jax,clt,ThomJa22,def_int_td,0,,,,,
player,201010030jax,clt,ThomJa22,def_int_long,0,,,,,
player,201010030jax,clt,ThomJa22,pass_defended,0,,,,,
player,201010030jax,clt,ThomJa22,sacks,0.0,,,,,
player,201010030jax,clt,ThomJa22,tackles_combined,1,,,,,
player,201010030jax,clt,ThomJa22,tackles_solo,0,,,,,
player,201010030jax,clt,ThomJa22,tackles_assists,1,,,,,
player,201010030jax,clt,ThomJa22,tackles_loss,,,,,,
player,201010030jax,clt,ThomJa22,qb_hits,,,,,,
player,201010030jax,clt,ThomJa22,fumbles_rec,0,,,,,
player,201010030jax,clt,ThomJa22,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,ThomJa22,fumbles_rec_td,0,,,,,
player,201010030jax,clt,ThomJa22,fumbles_forced,0,,,,,
player,201010030jax,clt,TryoJu99,def_int,0,,,,,
player,201010030jax,clt,TryoJu99,def_int_yds,0,,,,,
player,201010030jax,clt,TryoJu99,def_int_td,0,,,,,
player,201010030jax,clt,TryoJu99,def_int_long,0,,,,,
player,201010030jax,clt,TryoJu99,pass_defended,0,,,,,
player,201010030jax,clt,TryoJu99,sacks,0.0,,,,,
player,201010030jax,clt,TryoJu99,tackles_combined,1,,,,,
player,201010030jax,clt,TryoJu99,tackles_solo,1,,,,,
player,201010030jax,clt,TryoJu99,tackles_assists,0,,,,,
player,201010030jax,clt,TryoJu99,tackles_loss,0,,,,,
player,201010030jax,clt,TryoJu99,qb_hits,0,,,,,
player,201010030jax,clt,TryoJu99,fumbles_rec,0,,,,,
player,201010030jax,clt,TryoJu99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,TryoJu99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,TryoJu99,fumbles_forced,0,,,,,
player,201010030jax,jax,SmitAn21,def_int,1,,,,,
player,201010030jax,jax,SmitAn21,def_int_yds,47,,,,,
player,201010030jax,jax,SmitAn21,def_int_td,0,,,,,
player,201010030jax,jax,SmitAn21,def_int_long,47,,,,,
player,201010030jax,jax,SmitAn21,pass_defended,1,,,,,
player,201010030jax,jax,SmitAn21,sacks,0.0,,,,,
player,201010030jax,jax,SmitAn21,tackles_combined,6,,,,,
player,201010030jax,jax,SmitAn21,tackles_solo,5,,,,,
player,201010030jax,jax,SmitAn21,tackles_assists,1,,,,,
player,201010030jax,jax,SmitAn21,tackles_loss,0,,,,,
player,201010030jax,jax,SmitAn21,qb_hits,0,,,,,
player,201010030jax,jax,SmitAn21,fumbles_rec,0,,,,,
player,201010030jax,jax,SmitAn21,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,SmitAn21,fumbles_rec_td,0,,,,,
player,201010030jax,jax,SmitAn21,fumbles_forced,0,,,,,
player,201010030jax,jax,MincJe99,def_int,0,,,,,
player,201010030jax,jax,MincJe99,def_int_yds,0,,,,,
player,201010030jax,jax,MincJe99,def_int_td,0,,,,,
player,201010030jax,jax,MincJe99,def_int_long,0,,,,,
player,201010030jax,jax,MincJe99,pass_defended,0,,,,,
player,201010030jax,jax,MincJe99,sacks,1.0,,,,,
player,201010030jax,jax,MincJe99,tackles_combined,1,,,,,
player,201010030jax,jax,MincJe99,tackles_solo,1,,,,,
player,201010030jax,jax,MincJe99,tackles_assists,0,,,,,
player,201010030jax,jax,MincJe99,tackles_loss,1,,,,,
player,201010030jax,jax,MincJe99,qb_hits,1,,,,,
player,201010030jax,jax,MincJe99,fumbles_rec,0,,,,,
player,201010030jax,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201010030jax,jax,MincJe99,fumbles_forced,0,,,,,
player,201010030jax,jax,JoneDa99,def_int,0,,,,,
player,201010030jax,jax,JoneDa99,def_int_yds,0,,,,,
player,201010030jax,jax,JoneDa99,def_int_td,0,,,,,
player,201010030jax,jax,JoneDa99,def_int_long,0,,,,,
player,201010030jax,jax,JoneDa99,pass_defended,2,,,,,
player,201010030jax,jax,JoneDa99,sacks,0.0,,,,,
player,201010030jax,jax,JoneDa99,tackles_combined,11,,,,,
player,201010030jax,jax,JoneDa99,tackles_solo,9,,,,,
player,201010030jax,jax,JoneDa99,tackles_assists,2,,,,,
player,201010030jax,jax,JoneDa99,tackles_loss,0,,,,,
player,201010030jax,jax,JoneDa99,qb_hits,0,,,,,
player,201010030jax,jax,JoneDa99,fumbles_rec,0,,,,,
player,201010030jax,jax,JoneDa99,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,JoneDa99,fumbles_rec_td,0,,,,,
player,201010030jax,jax,JoneDa99,fumbles_forced,1,,,,,
player,201010030jax,jax,MorrKi20,def_int,0,,,,,
player,201010030jax,jax,MorrKi20,def_int_yds,0,,,,,
player,201010030jax,jax,MorrKi20,def_int_td,0,,,,,
player,201010030jax,jax,MorrKi20,def_int_long,0,,,,,
player,201010030jax,jax,MorrKi20,pass_defended,0,,,,,
player,201010030jax,jax,MorrKi20,sacks,0.0,,,,,
player,201010030jax,jax,MorrKi20,tackles_combined,10,,,,,
player,201010030jax,jax,MorrKi20,tackles_solo,8,,,,,
player,201010030jax,jax,MorrKi20,tackles_assists,2,,,,,
player,201010030jax,jax,MorrKi20,tackles_loss,1,,,,,
player,201010030jax,jax,MorrKi20,qb_hits,1,,,,,
player,201010030jax,jax,MorrKi20,fumbles_rec,0,,,,,
player,201010030jax,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201010030jax,jax,MorrKi20,fumbles_forced,0,,,,,
player,201010030jax,jax,AlexGe99,def_int,0,,,,,
player,201010030jax,jax,AlexGe99,def_int_yds,0,,,,,
player,201010030jax,jax,AlexGe99,def_int_td,0,,,,,
player,201010030jax,jax,AlexGe99,def_int_long,0,,,,,
player,201010030jax,jax,AlexGe99,pass_defended,1,,,,,
player,201010030jax,jax,AlexGe99,sacks,0.0,,,,,
player,201010030jax,jax,AlexGe99,tackles_combined,6,,,,,
player,201010030jax,jax,AlexGe99,tackles_solo,3,,,,,
player,201010030jax,jax,AlexGe99,tackles_assists,3,,,,,
player,201010030jax,jax,AlexGe99,tackles_loss,0,,,,,
player,201010030jax,jax,AlexGe99,qb_hits,0,,,,,
player,201010030jax,jax,AlexGe99,fumbles_rec,1,,,,,
player,201010030jax,jax,AlexGe99,fumbles_rec_yds,43,,,,,
player,201010030jax,jax,AlexGe99,fumbles_rec_td,0,,,,,
player,201010030jax,jax,AlexGe99,fumbles_forced,0,,,,,
player,201010030jax,jax,MiddWi98,def_int,0,,,,,
player,201010030jax,jax,MiddWi98,def_int_yds,0,,,,,
player,201010030jax,jax,MiddWi98,def_int_td,0,,,,,
player,201010030jax,jax,MiddWi98,def_int_long,0,,,,,
player,201010030jax,jax,MiddWi98,pass_defended,0,,,,,
player,201010030jax,jax,MiddWi98,sacks,0.0,,,,,
player,201010030jax,jax,MiddWi98,tackles_combined,6,,,,,
player,201010030jax,jax,MiddWi98,tackles_solo,6,,,,,
player,201010030jax,jax,MiddWi98,tackles_assists,0,,,,,
player,201010030jax,jax,MiddWi98,tackles_loss,1,,,,,
player,201010030jax,jax,MiddWi98,qb_hits,0,,,,,
player,201010030jax,jax,MiddWi98,fumbles_rec,0,,,,,
player,201010030jax,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201010030jax,jax,MiddWi98,fumbles_forced,0,,,,,
player,201010030jax,jax,SmitDa24,def_int,0,,,,,
player,201010030jax,jax,SmitDa24,def_int_yds,0,,,,,
player,201010030jax,jax,SmitDa24,def_int_td,0,,,,,
player,201010030jax,jax,SmitDa24,def_int_long,0,,,,,
player,201010030jax,jax,SmitDa24,pass_defended,0,,,,,
player,201010030jax,jax,SmitDa24,sacks,0.0,,,,,
player,201010030jax,jax,SmitDa24,tackles_combined,5,,,,,
player,201010030jax,jax,SmitDa24,tackles_solo,5,,,,,
player,201010030jax,jax,SmitDa24,tackles_assists,0,,,,,
player,201010030jax,jax,SmitDa24,tackles_loss,0,,,,,
player,201010030jax,jax,SmitDa24,qb_hits,0,,,,,
player,201010030jax,jax,SmitDa24,fumbles_rec,0,,,,,
player,201010030jax,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201010030jax,jax,SmitDa24,fumbles_forced,0,,,,,
player,201010030jax,jax,AlleRu00,def_int,0,,,,,
player,201010030jax,jax,AlleRu00,def_int_yds,0,,,,,
player,201010030jax,jax,AlleRu00,def_int_td,0,,,,,
player,201010030jax,jax,AlleRu00,def_int_long,0,,,,,
player,201010030jax,jax,AlleRu00,pass_defended,0,,,,,
player,201010030jax,jax,AlleRu00,sacks,0.0,,,,,
player,201010030jax,jax,AlleRu00,tackles_combined,3,,,,,
player,201010030jax,jax,AlleRu00,tackles_solo,3,,,,,
player,201010030jax,jax,AlleRu00,tackles_assists,0,,,,,
player,201010030jax,jax,AlleRu00,tackles_loss,0,,,,,
player,201010030jax,jax,AlleRu00,qb_hits,0,,,,,
player,201010030jax,jax,AlleRu00,fumbles_rec,0,,,,,
player,201010030jax,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201010030jax,jax,AlleRu00,fumbles_forced,0,,,,,
player,201010030jax,jax,KampAa99,def_int,0,,,,,
player,201010030jax,jax,KampAa99,def_int_yds,0,,,,,
player,201010030jax,jax,KampAa99,def_int_td,0,,,,,
player,201010030jax,jax,KampAa99,def_int_long,0,,,,,
player,201010030jax,jax,KampAa99,pass_defended,0,,,,,
player,201010030jax,jax,KampAa99,sacks,0.0,,,,,
player,201010030jax,jax,KampAa99,tackles_combined,2,,,,,
player,201010030jax,jax,KampAa99,tackles_solo,2,,,,,
player,201010030jax,jax,KampAa99,tackles_assists,0,,,,,
player,201010030jax,jax,KampAa99,tackles_loss,0,,,,,
player,201010030jax,jax,KampAa99,qb_hits,0,,,,,
player,201010030jax,jax,KampAa99,fumbles_rec,0,,,,,
player,201010030jax,jax,KampAa99,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,KampAa99,fumbles_rec_td,0,,,,,
player,201010030jax,jax,KampAa99,fumbles_forced,0,,,,,
player,201010030jax,jax,MathRa99,def_int,0,,,,,
player,201010030jax,jax,MathRa99,def_int_yds,0,,,,,
player,201010030jax,jax,MathRa99,def_int_td,0,,,,,
player,201010030jax,jax,MathRa99,def_int_long,0,,,,,
player,201010030jax,jax,MathRa99,pass_defended,0,,,,,
player,201010030jax,jax,MathRa99,sacks,0.0,,,,,
player,201010030jax,jax,MathRa99,tackles_combined,2,,,,,
player,201010030jax,jax,MathRa99,tackles_solo,2,,,,,
player,201010030jax,jax,MathRa99,tackles_assists,0,,,,,
player,201010030jax,jax,MathRa99,tackles_loss,0,,,,,
player,201010030jax,jax,MathRa99,qb_hits,0,,,,,
player,201010030jax,jax,MathRa99,fumbles_rec,0,,,,,
player,201010030jax,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201010030jax,jax,MathRa99,fumbles_forced,0,,,,,
player,201010030jax,jax,MillZa02,def_int,0,,,,,
player,201010030jax,jax,MillZa02,def_int_yds,0,,,,,
player,201010030jax,jax,MillZa02,def_int_td,0,,,,,
player,201010030jax,jax,MillZa02,def_int_long,0,,,,,
player,201010030jax,jax,MillZa02,pass_defended,0,,,,,
player,201010030jax,jax,MillZa02,sacks,0.0,,,,,
player,201010030jax,jax,MillZa02,tackles_combined,2,,,,,
player,201010030jax,jax,MillZa02,tackles_solo,2,,,,,
player,201010030jax,jax,MillZa02,tackles_assists,0,,,,,
player,201010030jax,jax,MillZa02,tackles_loss,0,,,,,
player,201010030jax,jax,MillZa02,qb_hits,0,,,,,
player,201010030jax,jax,MillZa02,fumbles_rec,0,,,,,
player,201010030jax,jax,MillZa02,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,MillZa02,fumbles_rec_td,0,,,,,
player,201010030jax,jax,MillZa02,fumbles_forced,0,,,,,
player,201010030jax,jax,AlexEr20,def_int,0,,,,,
player,201010030jax,jax,AlexEr20,def_int_yds,0,,,,,
player,201010030jax,jax,AlexEr20,def_int_td,0,,,,,
player,201010030jax,jax,AlexEr20,def_int_long,0,,,,,
player,201010030jax,jax,AlexEr20,pass_defended,0,,,,,
player,201010030jax,jax,AlexEr20,sacks,0.0,,,,,
player,201010030jax,jax,AlexEr20,tackles_combined,1,,,,,
player,201010030jax,jax,AlexEr20,tackles_solo,1,,,,,
player,201010030jax,jax,AlexEr20,tackles_assists,0,,,,,
player,201010030jax,jax,AlexEr20,tackles_loss,0,,,,,
player,201010030jax,jax,AlexEr20,qb_hits,0,,,,,
player,201010030jax,jax,AlexEr20,fumbles_rec,0,,,,,
player,201010030jax,jax,AlexEr20,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,AlexEr20,fumbles_rec_td,0,,,,,
player,201010030jax,jax,AlexEr20,fumbles_forced,0,,,,,
player,201010030jax,jax,BracTy99,def_int,0,,,,,
player,201010030jax,jax,BracTy99,def_int_yds,0,,,,,
player,201010030jax,jax,BracTy99,def_int_td,0,,,,,
player,201010030jax,jax,BracTy99,def_int_long,0,,,,,
player,201010030jax,jax,BracTy99,pass_defended,0,,,,,
player,201010030jax,jax,BracTy99,sacks,0.0,,,,,
player,201010030jax,jax,BracTy99,tackles_combined,1,,,,,
player,201010030jax,jax,BracTy99,tackles_solo,1,,,,,
player,201010030jax,jax,BracTy99,tackles_assists,0,,,,,
player,201010030jax,jax,BracTy99,tackles_loss,0,,,,,
player,201010030jax,jax,BracTy99,qb_hits,0,,,,,
player,201010030jax,jax,BracTy99,fumbles_rec,0,,,,,
player,201010030jax,jax,BracTy99,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,BracTy99,fumbles_rec_td,0,,,,,
player,201010030jax,jax,BracTy99,fumbles_forced,1,,,,,
player,201010030jax,jax,CareDo00,def_int,0,,,,,
player,201010030jax,jax,CareDo00,def_int_yds,0,,,,,
player,201010030jax,jax,CareDo00,def_int_td,0,,,,,
player,201010030jax,jax,CareDo00,def_int_long,0,,,,,
player,201010030jax,jax,CareDo00,pass_defended,0,,,,,
player,201010030jax,jax,CareDo00,sacks,0.0,,,,,
player,201010030jax,jax,CareDo00,tackles_combined,1,,,,,
player,201010030jax,jax,CareDo00,tackles_solo,1,,,,,
player,201010030jax,jax,CareDo00,tackles_assists,0,,,,,
player,201010030jax,jax,CareDo00,tackles_loss,0,,,,,
player,201010030jax,jax,CareDo00,qb_hits,0,,,,,
player,201010030jax,jax,CareDo00,fumbles_rec,0,,,,,
player,201010030jax,jax,CareDo00,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,CareDo00,fumbles_rec_td,0,,,,,
player,201010030jax,jax,CareDo00,fumbles_forced,0,,,,,
player,201010030jax,jax,OsgoKa00,def_int,0,,,,,
player,201010030jax,jax,OsgoKa00,def_int_yds,0,,,,,
player,201010030jax,jax,OsgoKa00,def_int_td,0,,,,,
player,201010030jax,jax,OsgoKa00,def_int_long,0,,,,,
player,201010030jax,jax,OsgoKa00,pass_defended,0,,,,,
player,201010030jax,jax,OsgoKa00,sacks,0.0,,,,,
