game,2010,8,20101031,201010310sdg,oti,"Tennessee Titans",25,sdg,"San Diego Chargers",33
player,201010310sdg,oti,RingJa00,pass_att,0,,,,,
player,201010310sdg,oti,RingJa00,pass_yds,0,,,,,
player,201010310sdg,oti,RingJa00,pass_td,0,,,,,
player,201010310sdg,oti,RingJa00,pass_int,0,,,,,
player,201010310sdg,oti,RingJa00,pass_sacked,,,,,,
player,201010310sdg,oti,RingJa00,pass_sacked_yds,,,,,,
player,201010310sdg,oti,RingJa00,pass_long,0,,,,,
player,201010310sdg,oti,RingJa00,pass_rating,,,,,,
player,201010310sdg,oti,RingJa00,rush_att,2,,,,,
player,201010310sdg,oti,RingJa00,rush_yds,3,,,,,
player,201010310sdg,oti,RingJa00,rush_td,0,,,,,
player,201010310sdg,oti,RingJa00,rush_long,2,,,,,
player,201010310sdg,oti,RingJa00,targets,0,,,,,
player,201010310sdg,oti,RingJa00,rec,0,,,,,
player,201010310sdg,oti,RingJa00,rec_yds,0,,,,,
player,201010310sdg,oti,RingJa00,rec_td,0,,,,,
player,201010310sdg,oti,RingJa00,rec_long,0,,,,,
player,201010310sdg,oti,RingJa00,fumbles,0,,,,,
player,201010310sdg,oti,RingJa00,fumbles_lost,,,,,,
player,201010310sdg,oti,WashNa00,pass_cmp,0,,,,,
player,201010310sdg,oti,WashNa00,pass_att,0,,,,,
player,201010310sdg,oti,WashNa00,pass_yds,0,,,,,
player,201010310sdg,oti,WashNa00,pass_td,0,,,,,
player,201010310sdg,oti,WashNa00,pass_int,0,,,,,
player,201010310sdg,oti,WashNa00,pass_sacked,,,,,,
player,201010310sdg,oti,WashNa00,pass_sacked_yds,,,,,,
player,201010310sdg,oti,WashNa00,pass_long,0,,,,,
player,201010310sdg,oti,WashNa00,pass_rating,,,,,,
player,201010310sdg,oti,WashNa00,rush_att,0,,,,,
player,201010310sdg,oti,WashNa00,rush_yds,0,,,,,
player,201010310sdg,oti,WashNa00,rush_td,0,,,,,
player,201010310sdg,oti,WashNa00,rush_long,0,,,,,
player,201010310sdg,oti,WashNa00,targets,9,,,,,
player,201010310sdg,oti,WashNa00,rec,4,,,,,
player,201010310sdg,oti,WashNa00,rec_yds,117,,,,,
player,201010310sdg,oti,WashNa00,rec_td,1,,,,,
player,201010310sdg,oti,WashNa00,rec_long,71,,,,,
player,201010310sdg,oti,WashNa00,fumbles,0,,,,,
player,201010310sdg,oti,WashNa00,fumbles_lost,,,,,,
player,201010310sdg,oti,HawkLa00,pass_cmp,0,,,,,
player,201010310sdg,oti,HawkLa00,pass_att,0,,,,,
player,201010310sdg,oti,HawkLa00,pass_yds,0,,,,,
player,201010310sdg,oti,HawkLa00,pass_td,0,,,,,
player,201010310sdg,oti,HawkLa00,pass_int,0,,,,,
player,201010310sdg,oti,HawkLa00,pass_sacked,,,,,,
player,201010310sdg,oti,HawkLa00,pass_sacked_yds,,,,,,
player,201010310sdg,oti,HawkLa00,pass_long,0,,,,,
player,201010310sdg,oti,HawkLa00,pass_rating,,,,,,
player,201010310sdg,oti,HawkLa00,rush_att,0,,,,,
player,201010310sdg,oti,HawkLa00,rush_yds,0,,,,,
player,201010310sdg,oti,HawkLa00,rush_td,0,,,,,
player,201010310sdg,oti,HawkLa00,rush_long,0,,,,,
player,201010310sdg,oti,HawkLa00,targets,5,,,,,
player,201010310sdg,oti,HawkLa00,rec,4,,,,,
player,201010310sdg,oti,HawkLa00,rec_yds,56,,,,,
player,201010310sdg,oti,HawkLa00,rec_td,0,,,,,
player,201010310sdg,oti,HawkLa00,rec_long,24,,,,,
player,201010310sdg,oti,HawkLa00,fumbles,0,,,,,
player,201010310sdg,oti,HawkLa00,fumbles_lost,,,,,,
player,201010310sdg,oti,WillDa04,pass_cmp,0,,,,,
player,201010310sdg,oti,WillDa04,pass_att,0,,,,,
player,201010310sdg,oti,WillDa04,pass_yds,0,,,,,
player,201010310sdg,oti,WillDa04,pass_td,0,,,,,
player,201010310sdg,oti,WillDa04,pass_int,0,,,,,
player,201010310sdg,oti,WillDa04,pass_sacked,,,,,,
player,201010310sdg,oti,WillDa04,pass_sacked_yds,,,,,,
player,201010310sdg,oti,WillDa04,pass_long,0,,,,,
player,201010310sdg,oti,WillDa04,pass_rating,,,,,,
player,201010310sdg,oti,WillDa04,rush_att,0,,,,,
player,201010310sdg,oti,WillDa04,rush_yds,0,,,,,
player,201010310sdg,oti,WillDa04,rush_td,0,,,,,
player,201010310sdg,oti,WillDa04,rush_long,0,,,,,
player,201010310sdg,oti,WillDa04,targets,9,,,,,
player,201010310sdg,oti,WillDa04,rec,2,,,,,
player,201010310sdg,oti,WillDa04,rec_yds,43,,,,,
player,201010310sdg,oti,WillDa04,rec_td,0,,,,,
player,201010310sdg,oti,WillDa04,rec_long,26,,,,,
player,201010310sdg,oti,WillDa04,fumbles,0,,,,,
player,201010310sdg,oti,WillDa04,fumbles_lost,,,,,,
player,201010310sdg,oti,CookJa02,pass_cmp,0,,,,,
player,201010310sdg,oti,CookJa02,pass_att,0,,,,,
player,201010310sdg,oti,CookJa02,pass_yds,0,,,,,
player,201010310sdg,oti,CookJa02,pass_td,0,,,,,
player,201010310sdg,oti,CookJa02,pass_int,0,,,,,
player,201010310sdg,oti,CookJa02,pass_sacked,,,,,,
player,201010310sdg,oti,CookJa02,pass_sacked_yds,,,,,,
player,201010310sdg,oti,CookJa02,pass_long,0,,,,,
player,201010310sdg,oti,CookJa02,pass_rating,,,,,,
player,201010310sdg,oti,CookJa02,rush_att,0,,,,,
player,201010310sdg,oti,CookJa02,rush_yds,0,,,,,
player,201010310sdg,oti,CookJa02,rush_td,0,,,,,
player,201010310sdg,oti,CookJa02,rush_long,0,,,,,
player,201010310sdg,oti,CookJa02,targets,2,,,,,
player,201010310sdg,oti,CookJa02,rec,1,,,,,
player,201010310sdg,oti,CookJa02,rec_yds,36,,,,,
player,201010310sdg,oti,CookJa02,rec_td,0,,,,,
player,201010310sdg,oti,CookJa02,rec_long,36,,,,,
player,201010310sdg,oti,CookJa02,fumbles,0,,,,,
player,201010310sdg,oti,CookJa02,fumbles_lost,,,,,,
player,201010310sdg,oti,StevCr00,pass_cmp,0,,,,,
player,201010310sdg,oti,StevCr00,pass_att,0,,,,,
player,201010310sdg,oti,StevCr00,pass_yds,0,,,,,
player,201010310sdg,oti,StevCr00,pass_td,0,,,,,
player,201010310sdg,oti,StevCr00,pass_int,0,,,,,
player,201010310sdg,oti,StevCr00,pass_sacked,,,,,,
player,201010310sdg,oti,StevCr00,pass_sacked_yds,,,,,,
player,201010310sdg,oti,StevCr00,pass_long,0,,,,,
player,201010310sdg,oti,StevCr00,pass_rating,,,,,,
player,201010310sdg,oti,StevCr00,rush_att,0,,,,,
player,201010310sdg,oti,StevCr00,rush_yds,0,,,,,
player,201010310sdg,oti,StevCr00,rush_td,0,,,,,
player,201010310sdg,oti,StevCr00,rush_long,0,,,,,
player,201010310sdg,oti,StevCr00,targets,2,,,,,
player,201010310sdg,oti,StevCr00,rec,2,,,,,
player,201010310sdg,oti,StevCr00,rec_yds,29,,,,,
player,201010310sdg,oti,StevCr00,rec_td,1,,,,,
player,201010310sdg,oti,StevCr00,rec_long,28,,,,,
player,201010310sdg,oti,StevCr00,fumbles,0,,,,,
player,201010310sdg,oti,StevCr00,fumbles_lost,,,,,,
player,201010310sdg,oti,BritKe00,pass_cmp,,,,,,
player,201010310sdg,oti,BritKe00,pass_att,,,,,,
player,201010310sdg,oti,BritKe00,pass_yds,,,,,,
player,201010310sdg,oti,BritKe00,pass_td,,,,,,
player,201010310sdg,oti,BritKe00,pass_int,,,,,,
player,201010310sdg,oti,BritKe00,pass_sacked,,,,,,
player,201010310sdg,oti,BritKe00,pass_sacked_yds,,,,,,
player,201010310sdg,oti,BritKe00,pass_long,,,,,,
player,201010310sdg,oti,BritKe00,pass_rating,,,,,,
player,201010310sdg,oti,BritKe00,rush_att,,,,,,
player,201010310sdg,oti,BritKe00,rush_yds,,,,,,
player,201010310sdg,oti,BritKe00,rush_td,,,,,,
player,201010310sdg,oti,BritKe00,rush_long,,,,,,
player,201010310sdg,oti,BritKe00,targets,1,,,,,
player,201010310sdg,oti,BritKe00,rec,0,,,,,
player,201010310sdg,oti,BritKe00,rec_yds,0,,,,,
player,201010310sdg,oti,BritKe00,rec_td,0,,,,,
player,201010310sdg,oti,BritKe00,rec_long,,,,,,
player,201010310sdg,oti,BritKe00,fumbles,,,,,,
player,201010310sdg,oti,BritKe00,fumbles_lost,,,,,,
player,201010310sdg,oti,ScaiBo00,pass_cmp,,,,,,
player,201010310sdg,oti,ScaiBo00,pass_att,,,,,,
player,201010310sdg,oti,ScaiBo00,pass_yds,,,,,,
player,201010310sdg,oti,ScaiBo00,pass_td,,,,,,
player,201010310sdg,oti,ScaiBo00,pass_int,,,,,,
player,201010310sdg,oti,ScaiBo00,pass_sacked,,,,,,
player,201010310sdg,oti,ScaiBo00,pass_sacked_yds,,,,,,
player,201010310sdg,oti,ScaiBo00,pass_long,,,,,,
player,201010310sdg,oti,ScaiBo00,pass_rating,,,,,,
player,201010310sdg,oti,ScaiBo00,rush_att,,,,,,
player,201010310sdg,oti,ScaiBo00,rush_yds,,,,,,
player,201010310sdg,oti,ScaiBo00,rush_td,,,,,,
player,201010310sdg,oti,ScaiBo00,rush_long,,,,,,
player,201010310sdg,oti,ScaiBo00,targets,2,,,,,
player,201010310sdg,oti,ScaiBo00,rec,0,,,,,
player,201010310sdg,oti,ScaiBo00,rec_yds,0,,,,,
player,201010310sdg,oti,ScaiBo00,rec_td,0,,,,,
player,201010310sdg,oti,ScaiBo00,rec_long,,,,,,
player,201010310sdg,oti,ScaiBo00,fumbles,,,,,,
player,201010310sdg,oti,ScaiBo00,fumbles_lost,,,,,,
player,201010310sdg,sdg,RivePh00,pass_cmp,27,,,,,
player,201010310sdg,sdg,RivePh00,pass_att,36,,,,,
player,201010310sdg,sdg,RivePh00,pass_yds,305,,,,,
player,201010310sdg,sdg,RivePh00,pass_td,2,,,,,
player,201010310sdg,sdg,RivePh00,pass_int,1,,,,,
player,201010310sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201010310sdg,sdg,RivePh00,pass_sacked_yds,5,,,,,
player,201010310sdg,sdg,RivePh00,pass_long,48,,,,,
player,201010310sdg,sdg,RivePh00,pass_rating,106.8,,,,,
player,201010310sdg,sdg,RivePh00,rush_att,2,,,,,
player,201010310sdg,sdg,RivePh00,rush_yds,3,,,,,
player,201010310sdg,sdg,RivePh00,rush_td,0,,,,,
player,201010310sdg,sdg,RivePh00,rush_long,4,,,,,
player,201010310sdg,sdg,RivePh00,targets,0,,,,,
player,201010310sdg,sdg,RivePh00,rec,0,,,,,
player,201010310sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201010310sdg,sdg,RivePh00,rec_td,0,,,,,
player,201010310sdg,sdg,RivePh00,rec_long,0,,,,,
player,201010310sdg,sdg,RivePh00,fumbles,0,,,,,
player,201010310sdg,sdg,RivePh00,fumbles_lost,,,,,,
player,201010310sdg,sdg,TolbMi00,pass_cmp,0,,,,,
player,201010310sdg,sdg,TolbMi00,pass_att,0,,,,,
player,201010310sdg,sdg,TolbMi00,pass_yds,0,,,,,
player,201010310sdg,sdg,TolbMi00,pass_td,0,,,,,
player,201010310sdg,sdg,TolbMi00,pass_int,0,,,,,
player,201010310sdg,sdg,TolbMi00,pass_sacked,,,,,,
player,201010310sdg,sdg,TolbMi00,pass_sacked_yds,,,,,,
player,201010310sdg,sdg,TolbMi00,pass_long,0,,,,,
player,201010310sdg,sdg,TolbMi00,pass_rating,,,,,,
player,201010310sdg,sdg,TolbMi00,rush_att,11,,,,,
player,201010310sdg,sdg,TolbMi00,rush_yds,63,,,,,
player,201010310sdg,sdg,TolbMi00,rush_td,1,,,,,
player,201010310sdg,sdg,TolbMi00,rush_long,36,,,,,
player,201010310sdg,sdg,TolbMi00,targets,4,,,,,
player,201010310sdg,sdg,TolbMi00,rec,4,,,,,
player,201010310sdg,sdg,TolbMi00,rec_yds,27,,,,,
player,201010310sdg,sdg,TolbMi00,rec_td,0,,,,,
player,201010310sdg,sdg,TolbMi00,rec_long,9,,,,,
player,201010310sdg,sdg,TolbMi00,fumbles,0,,,,,
player,201010310sdg,sdg,TolbMi00,fumbles_lost,,,,,,
player,201010310sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201010310sdg,sdg,MathRy00,pass_att,0,,,,,
player,201010310sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201010310sdg,sdg,MathRy00,pass_td,0,,,,,
player,201010310sdg,sdg,MathRy00,pass_int,0,,,,,
player,201010310sdg,sdg,MathRy00,pass_sacked,,,,,,
player,201010310sdg,sdg,MathRy00,pass_sacked_yds,,,,,,
player,201010310sdg,sdg,MathRy00,pass_long,0,,,,,
player,201010310sdg,sdg,MathRy00,pass_rating,,,,,,
player,201010310sdg,sdg,MathRy00,rush_att,15,,,,,
player,201010310sdg,sdg,MathRy00,rush_yds,43,,,,,
player,201010310sdg,sdg,MathRy00,rush_td,1,,,,,
player,201010310sdg,sdg,MathRy00,rush_long,9,,,,,
player,201010310sdg,sdg,MathRy00,targets,3,,,,,
player,201010310sdg,sdg,MathRy00,rec,3,,,,,
player,201010310sdg,sdg,MathRy00,rec_yds,11,,,,,
player,201010310sdg,sdg,MathRy00,rec_td,0,,,,,
player,201010310sdg,sdg,MathRy00,rec_long,13,,,,,
player,201010310sdg,sdg,MathRy00,fumbles,0,,,,,
player,201010310sdg,sdg,MathRy00,fumbles_lost,,,,,,
player,201010310sdg,sdg,SproDa00,pass_cmp,0,,,,,
player,201010310sdg,sdg,SproDa00,pass_att,0,,,,,
player,201010310sdg,sdg,SproDa00,pass_yds,0,,,,,
player,201010310sdg,sdg,SproDa00,pass_td,0,,,,,
player,201010310sdg,sdg,SproDa00,pass_int,0,,,,,
player,201010310sdg,sdg,SproDa00,pass_sacked,,,,,,
player,201010310sdg,sdg,SproDa00,pass_sacked_yds,,,,,,
player,201010310sdg,sdg,SproDa00,pass_long,0,,,,,
player,201010310sdg,sdg,SproDa00,pass_rating,,,,,,
player,201010310sdg,sdg,SproDa00,rush_att,4,,,,,
player,201010310sdg,sdg,SproDa00,rush_yds,41,,,,,
player,201010310sdg,sdg,SproDa00,rush_td,0,,,,,
player,201010310sdg,sdg,SproDa00,rush_long,32,,,,,
player,201010310sdg,sdg,SproDa00,targets,6,,,,,
player,201010310sdg,sdg,SproDa00,rec,4,,,,,
player,201010310sdg,sdg,SproDa00,rec_yds,36,,,,,
player,201010310sdg,sdg,SproDa00,rec_td,1,,,,,
player,201010310sdg,sdg,SproDa00,rec_long,17,,,,,
player,201010310sdg,sdg,SproDa00,fumbles,0,,,,,
player,201010310sdg,sdg,SproDa00,fumbles_lost,,,,,,
player,201010310sdg,sdg,HestJa00,pass_cmp,0,,,,,
player,201010310sdg,sdg,HestJa00,pass_att,0,,,,,
player,201010310sdg,sdg,HestJa00,pass_yds,0,,,,,
player,201010310sdg,sdg,HestJa00,pass_td,0,,,,,
player,201010310sdg,sdg,HestJa00,pass_int,0,,,,,
player,201010310sdg,sdg,HestJa00,pass_sacked,,,,,,
player,201010310sdg,sdg,HestJa00,pass_sacked_yds,,,,,,
player,201010310sdg,sdg,HestJa00,pass_long,0,,,,,
player,201010310sdg,sdg,HestJa00,pass_rating,,,,,,
player,201010310sdg,sdg,HestJa00,rush_att,2,,,,,
player,201010310sdg,sdg,HestJa00,rush_yds,6,,,,,
player,201010310sdg,sdg,HestJa00,rush_td,0,,,,,
player,201010310sdg,sdg,HestJa00,rush_long,4,,,,,
player,201010310sdg,sdg,HestJa00,targets,3,,,,,
player,201010310sdg,sdg,HestJa00,rec,3,,,,,
player,201010310sdg,sdg,HestJa00,rec_yds,12,,,,,
player,201010310sdg,sdg,HestJa00,rec_td,0,,,,,
player,201010310sdg,sdg,HestJa00,rec_long,8,,,,,
player,201010310sdg,sdg,HestJa00,fumbles,0,,,,,
player,201010310sdg,sdg,HestJa00,fumbles_lost,,,,,,
player,201010310sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201010310sdg,sdg,GateAn00,pass_att,0,,,,,
player,201010310sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201010310sdg,sdg,GateAn00,pass_td,0,,,,,
player,201010310sdg,sdg,GateAn00,pass_int,0,,,,,
player,201010310sdg,sdg,GateAn00,pass_sacked,,,,,,
player,201010310sdg,sdg,GateAn00,pass_sacked_yds,,,,,,
player,201010310sdg,sdg,GateAn00,pass_long,0,,,,,
player,201010310sdg,sdg,GateAn00,pass_rating,,,,,,
player,201010310sdg,sdg,GateAn00,rush_att,0,,,,,
player,201010310sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201010310sdg,sdg,GateAn00,rush_td,0,,,,,
player,201010310sdg,sdg,GateAn00,rush_long,0,,,,,
player,201010310sdg,sdg,GateAn00,targets,7,,,,,
player,201010310sdg,sdg,GateAn00,rec,5,,,,,
player,201010310sdg,sdg,GateAn00,rec_yds,123,,,,,
player,201010310sdg,sdg,GateAn00,rec_td,1,,,,,
player,201010310sdg,sdg,GateAn00,rec_long,48,,,,,
player,201010310sdg,sdg,GateAn00,fumbles,0,,,,,
player,201010310sdg,sdg,GateAn00,fumbles_lost,,,,,,
player,201010310sdg,sdg,AjirSe00,pass_cmp,0,,,,,
player,201010310sdg,sdg,AjirSe00,pass_att,0,,,,,
player,201010310sdg,sdg,AjirSe00,pass_yds,0,,,,,
player,201010310sdg,sdg,AjirSe00,pass_td,0,,,,,
player,201010310sdg,sdg,AjirSe00,pass_int,0,,,,,
player,201010310sdg,sdg,AjirSe00,pass_sacked,,,,,,
player,201010310sdg,sdg,AjirSe00,pass_sacked_yds,,,,,,
player,201010310sdg,sdg,AjirSe00,pass_long,0,,,,,
player,201010310sdg,sdg,AjirSe00,pass_rating,,,,,,
player,201010310sdg,sdg,AjirSe00,rush_att,0,,,,,
player,201010310sdg,sdg,AjirSe00,rush_yds,0,,,,,
player,201010310sdg,sdg,AjirSe00,rush_td,0,,,,,
player,201010310sdg,sdg,AjirSe00,rush_long,0,,,,,
player,201010310sdg,sdg,AjirSe00,targets,4,,,,,
player,201010310sdg,sdg,AjirSe00,rec,3,,,,,
player,201010310sdg,sdg,AjirSe00,rec_yds,48,,,,,
player,201010310sdg,sdg,AjirSe00,rec_td,0,,,,,
player,201010310sdg,sdg,AjirSe00,rec_long,25,,,,,
player,201010310sdg,sdg,AjirSe00,fumbles,0,,,,,
player,201010310sdg,sdg,AjirSe00,fumbles_lost,,,,,,
player,201010310sdg,sdg,CrayPa00,pass_cmp,0,,,,,
player,201010310sdg,sdg,CrayPa00,pass_att,0,,,,,
player,201010310sdg,sdg,CrayPa00,pass_yds,0,,,,,
player,201010310sdg,sdg,CrayPa00,pass_td,0,,,,,
player,201010310sdg,sdg,CrayPa00,pass_int,0,,,,,
player,201010310sdg,sdg,CrayPa00,pass_sacked,0,,,,,
player,201010310sdg,sdg,CrayPa00,pass_sacked_yds,,,,,,
player,201010310sdg,sdg,CrayPa00,pass_long,0,,,,,
player,201010310sdg,sdg,CrayPa00,pass_rating,,,,,,
player,201010310sdg,sdg,CrayPa00,rush_att,0,,,,,
player,201010310sdg,sdg,CrayPa00,rush_yds,0,,,,,
player,201010310sdg,sdg,CrayPa00,rush_td,0,,,,,
player,201010310sdg,sdg,CrayPa00,rush_long,0,,,,,
player,201010310sdg,sdg,CrayPa00,targets,5,,,,,
player,201010310sdg,sdg,CrayPa00,rec,4,,,,,
player,201010310sdg,sdg,CrayPa00,rec_yds,46,,,,,
player,201010310sdg,sdg,CrayPa00,rec_td,0,,,,,
player,201010310sdg,sdg,CrayPa00,rec_long,15,,,,,
player,201010310sdg,sdg,CrayPa00,fumbles,0,,,,,
player,201010310sdg,sdg,CrayPa00,fumbles_lost,,,,,,
player,201010310sdg,sdg,BankGa00,pass_cmp,0,,,,,
player,201010310sdg,sdg,BankGa00,pass_att,0,,,,,
player,201010310sdg,sdg,BankGa00,pass_yds,0,,,,,
player,201010310sdg,sdg,BankGa00,pass_td,0,,,,,
player,201010310sdg,sdg,BankGa00,pass_int,0,,,,,
player,201010310sdg,sdg,BankGa00,pass_sacked,,,,,,
player,201010310sdg,sdg,BankGa00,pass_sacked_yds,,,,,,
player,201010310sdg,sdg,BankGa00,pass_long,0,,,,,
player,201010310sdg,sdg,BankGa00,pass_rating,,,,,,
player,201010310sdg,sdg,BankGa00,rush_att,0,,,,,
player,201010310sdg,sdg,BankGa00,rush_yds,0,,,,,
player,201010310sdg,sdg,BankGa00,rush_td,0,,,,,
player,201010310sdg,sdg,BankGa00,rush_long,0,,,,,
player,201010310sdg,sdg,BankGa00,targets,1,,,,,
player,201010310sdg,sdg,BankGa00,rec,1,,,,,
player,201010310sdg,sdg,BankGa00,rec_yds,2,,,,,
player,201010310sdg,sdg,BankGa00,rec_td,0,,,,,
player,201010310sdg,sdg,BankGa00,rec_long,2,,,,,
player,201010310sdg,sdg,BankGa00,fumbles,0,,,,,
player,201010310sdg,sdg,BankGa00,fumbles_lost,,,,,,
player,201010310sdg,sdg,McMiRa01,pass_cmp,,,,,,
player,201010310sdg,sdg,McMiRa01,pass_att,,,,,,
player,201010310sdg,sdg,McMiRa01,pass_yds,,,,,,
player,201010310sdg,sdg,McMiRa01,pass_td,,,,,,
player,201010310sdg,sdg,McMiRa01,pass_int,,,,,,
player,201010310sdg,sdg,McMiRa01,pass_sacked,,,,,,
player,201010310sdg,sdg,McMiRa01,pass_sacked_yds,,,,,,
player,201010310sdg,sdg,McMiRa01,pass_long,,,,,,
player,201010310sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201010310sdg,sdg,McMiRa01,rush_att,,,,,,
player,201010310sdg,sdg,McMiRa01,rush_yds,,,,,,
player,201010310sdg,sdg,McMiRa01,rush_td,,,,,,
player,201010310sdg,sdg,McMiRa01,rush_long,,,,,,
player,201010310sdg,sdg,McMiRa01,targets,2,,,,,
player,201010310sdg,sdg,McMiRa01,rec,0,,,,,
player,201010310sdg,sdg,McMiRa01,rec_yds,0,,,,,
player,201010310sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201010310sdg,sdg,McMiRa01,rec_long,,,,,,
player,201010310sdg,sdg,McMiRa01,fumbles,,,,,,
player,201010310sdg,sdg,McMiRa01,fumbles_lost,,,,,,
player,201010310sdg,oti,McCoJa99,def_int,1,,,,,
