game,2010,6,20101017,201010170min,dal,"Dallas Cowboys",21,min,"Minnesota Vikings",24
player,201010170min,dal,NewmTe20,tackles_loss,0,,,,,
player,201010170min,dal,NewmTe20,qb_hits,0,,,,,
player,201010170min,dal,NewmTe20,fumbles_rec,0,,,,,
player,201010170min,dal,NewmTe20,fumbles_rec_yds,0,,,,,
player,201010170min,dal,NewmTe20,fumbles_rec_td,0,,,,,
player,201010170min,dal,NewmTe20,fumbles_forced,0,,,,,
player,201010170min,dal,OlshIg20,def_int,0,,,,,
player,201010170min,dal,OlshIg20,def_int_yds,0,,,,,
player,201010170min,dal,OlshIg20,def_int_td,0,,,,,
player,201010170min,dal,OlshIg20,def_int_long,0,,,,,
player,201010170min,dal,OlshIg20,pass_defended,0,,,,,
player,201010170min,dal,OlshIg20,sacks,0.0,,,,,
player,201010170min,dal,OlshIg20,tackles_combined,3,,,,,
player,201010170min,dal,OlshIg20,tackles_solo,2,,,,,
player,201010170min,dal,OlshIg20,tackles_assists,1,,,,,
player,201010170min,dal,OlshIg20,tackles_loss,0,,,,,
player,201010170min,dal,OlshIg20,qb_hits,1,,,,,
player,201010170min,dal,OlshIg20,fumbles_rec,0,,,,,
player,201010170min,dal,OlshIg20,fumbles_rec_yds,0,,,,,
player,201010170min,dal,OlshIg20,fumbles_rec_td,0,,,,,
player,201010170min,dal,OlshIg20,fumbles_forced,0,,,,,
player,201010170min,dal,ScanOr99,def_int,0,,,,,
player,201010170min,dal,ScanOr99,def_int_yds,0,,,,,
player,201010170min,dal,ScanOr99,def_int_td,0,,,,,
player,201010170min,dal,ScanOr99,def_int_long,0,,,,,
player,201010170min,dal,ScanOr99,pass_defended,0,,,,,
player,201010170min,dal,ScanOr99,sacks,0.0,,,,,
player,201010170min,dal,ScanOr99,tackles_combined,3,,,,,
player,201010170min,dal,ScanOr99,tackles_solo,2,,,,,
player,201010170min,dal,ScanOr99,tackles_assists,1,,,,,
player,201010170min,dal,ScanOr99,tackles_loss,0,,,,,
player,201010170min,dal,ScanOr99,qb_hits,0,,,,,
player,201010170min,dal,ScanOr99,fumbles_rec,0,,,,,
player,201010170min,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201010170min,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201010170min,dal,ScanOr99,fumbles_forced,0,,,,,
player,201010170min,dal,BoweSt20,def_int,0,,,,,
player,201010170min,dal,BoweSt20,def_int_yds,0,,,,,
player,201010170min,dal,BoweSt20,def_int_td,0,,,,,
player,201010170min,dal,BoweSt20,def_int_long,0,,,,,
player,201010170min,dal,BoweSt20,pass_defended,0,,,,,
player,201010170min,dal,BoweSt20,sacks,0.0,,,,,
player,201010170min,dal,BoweSt20,tackles_combined,2,,,,,
player,201010170min,dal,BoweSt20,tackles_solo,1,,,,,
player,201010170min,dal,BoweSt20,tackles_assists,1,,,,,
player,201010170min,dal,BoweSt20,tackles_loss,0,,,,,
player,201010170min,dal,BoweSt20,qb_hits,0,,,,,
player,201010170min,dal,BoweSt20,fumbles_rec,0,,,,,
player,201010170min,dal,BoweSt20,fumbles_rec_yds,0,,,,,
player,201010170min,dal,BoweSt20,fumbles_rec_td,0,,,,,
player,201010170min,dal,BoweSt20,fumbles_forced,0,,,,,
player,201010170min,dal,HurdSa00,def_int,0,,,,,
player,201010170min,dal,HurdSa00,def_int_yds,0,,,,,
player,201010170min,dal,HurdSa00,def_int_td,0,,,,,
player,201010170min,dal,HurdSa00,def_int_long,0,,,,,
player,201010170min,dal,HurdSa00,pass_defended,0,,,,,
player,201010170min,dal,HurdSa00,sacks,0.0,,,,,
player,201010170min,dal,HurdSa00,tackles_combined,2,,,,,
player,201010170min,dal,HurdSa00,tackles_solo,1,,,,,
player,201010170min,dal,HurdSa00,tackles_assists,1,,,,,
player,201010170min,dal,HurdSa00,tackles_loss,0,,,,,
player,201010170min,dal,HurdSa00,qb_hits,0,,,,,
player,201010170min,dal,HurdSa00,fumbles_rec,0,,,,,
player,201010170min,dal,HurdSa00,fumbles_rec_yds,0,,,,,
player,201010170min,dal,HurdSa00,fumbles_rec_td,0,,,,,
player,201010170min,dal,HurdSa00,fumbles_forced,0,,,,,
player,201010170min,dal,SpeaMa21,def_int,0,,,,,
player,201010170min,dal,SpeaMa21,def_int_yds,0,,,,,
player,201010170min,dal,SpeaMa21,def_int_td,0,,,,,
player,201010170min,dal,SpeaMa21,def_int_long,0,,,,,
player,201010170min,dal,SpeaMa21,pass_defended,0,,,,,
player,201010170min,dal,SpeaMa21,sacks,0.0,,,,,
player,201010170min,dal,SpeaMa21,tackles_combined,2,,,,,
player,201010170min,dal,SpeaMa21,tackles_solo,1,,,,,
player,201010170min,dal,SpeaMa21,tackles_assists,1,,,,,
player,201010170min,dal,SpeaMa21,tackles_loss,0,,,,,
player,201010170min,dal,SpeaMa21,qb_hits,0,,,,,
player,201010170min,dal,SpeaMa21,fumbles_rec,0,,,,,
player,201010170min,dal,SpeaMa21,fumbles_rec_yds,0,,,,,
player,201010170min,dal,SpeaMa21,fumbles_rec_td,0,,,,,
player,201010170min,dal,SpeaMa21,fumbles_forced,0,,,,,
player,201010170min,dal,SpenAn99,def_int,0,,,,,
player,201010170min,dal,SpenAn99,def_int_yds,0,,,,,
player,201010170min,dal,SpenAn99,def_int_td,0,,,,,
player,201010170min,dal,SpenAn99,def_int_long,0,,,,,
player,201010170min,dal,SpenAn99,pass_defended,0,,,,,
player,201010170min,dal,SpenAn99,sacks,0.0,,,,,
player,201010170min,dal,SpenAn99,tackles_combined,2,,,,,
player,201010170min,dal,SpenAn99,tackles_solo,2,,,,,
player,201010170min,dal,SpenAn99,tackles_assists,0,,,,,
player,201010170min,dal,SpenAn99,tackles_loss,0,,,,,
player,201010170min,dal,SpenAn99,qb_hits,0,,,,,
player,201010170min,dal,SpenAn99,fumbles_rec,0,,,,,
player,201010170min,dal,SpenAn99,fumbles_rec_yds,0,,,,,
player,201010170min,dal,SpenAn99,fumbles_rec_td,0,,,,,
player,201010170min,dal,SpenAn99,fumbles_forced,0,,,,,
player,201010170min,dal,BallAl99,def_int,0,,,,,
player,201010170min,dal,BallAl99,def_int_yds,0,,,,,
player,201010170min,dal,BallAl99,def_int_td,0,,,,,
player,201010170min,dal,BallAl99,def_int_long,0,,,,,
player,201010170min,dal,BallAl99,pass_defended,1,,,,,
player,201010170min,dal,BallAl99,sacks,0.0,,,,,
player,201010170min,dal,BallAl99,tackles_combined,1,,,,,
player,201010170min,dal,BallAl99,tackles_solo,1,,,,,
player,201010170min,dal,BallAl99,tackles_assists,0,,,,,
player,201010170min,dal,BallAl99,tackles_loss,0,,,,,
player,201010170min,dal,BallAl99,qb_hits,0,,,,,
player,201010170min,dal,BallAl99,fumbles_rec,0,,,,,
player,201010170min,dal,BallAl99,fumbles_rec_yds,0,,,,,
player,201010170min,dal,BallAl99,fumbles_rec_td,0,,,,,
player,201010170min,dal,BallAl99,fumbles_forced,0,,,,,
player,201010170min,dal,BrenJo00,def_int,0,,,,,
player,201010170min,dal,BrenJo00,def_int_yds,0,,,,,
player,201010170min,dal,BrenJo00,def_int_td,0,,,,,
player,201010170min,dal,BrenJo00,def_int_long,0,,,,,
player,201010170min,dal,BrenJo00,pass_defended,0,,,,,
player,201010170min,dal,BrenJo00,sacks,0.0,,,,,
player,201010170min,dal,BrenJo00,tackles_combined,1,,,,,
player,201010170min,dal,BrenJo00,tackles_solo,0,,,,,
player,201010170min,dal,BrenJo00,tackles_assists,1,,,,,
player,201010170min,dal,BrenJo00,tackles_loss,,,,,,
player,201010170min,dal,BrenJo00,qb_hits,,,,,,
player,201010170min,dal,BrenJo00,fumbles_rec,0,,,,,
player,201010170min,dal,BrenJo00,fumbles_rec_yds,0,,,,,
player,201010170min,dal,BrenJo00,fumbles_rec_td,0,,,,,
player,201010170min,dal,BrenJo00,fumbles_forced,0,,,,,
player,201010170min,dal,ChurBa99,def_int,0,,,,,
player,201010170min,dal,ChurBa99,def_int_yds,0,,,,,
player,201010170min,dal,ChurBa99,def_int_td,0,,,,,
player,201010170min,dal,ChurBa99,def_int_long,0,,,,,
player,201010170min,dal,ChurBa99,pass_defended,0,,,,,
player,201010170min,dal,ChurBa99,sacks,0.0,,,,,
player,201010170min,dal,ChurBa99,tackles_combined,1,,,,,
player,201010170min,dal,ChurBa99,tackles_solo,1,,,,,
player,201010170min,dal,ChurBa99,tackles_assists,0,,,,,
player,201010170min,dal,ChurBa99,tackles_loss,0,,,,,
player,201010170min,dal,ChurBa99,qb_hits,0,,,,,
player,201010170min,dal,ChurBa99,fumbles_rec,0,,,,,
player,201010170min,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201010170min,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201010170min,dal,ChurBa99,fumbles_forced,0,,,,,
player,201010170min,dal,McCrDa00,def_int,0,,,,,
player,201010170min,dal,McCrDa00,def_int_yds,0,,,,,
player,201010170min,dal,McCrDa00,def_int_td,0,,,,,
player,201010170min,dal,McCrDa00,def_int_long,0,,,,,
player,201010170min,dal,McCrDa00,pass_defended,0,,,,,
player,201010170min,dal,McCrDa00,sacks,0.0,,,,,
player,201010170min,dal,McCrDa00,tackles_combined,1,,,,,
player,201010170min,dal,McCrDa00,tackles_solo,1,,,,,
player,201010170min,dal,McCrDa00,tackles_assists,0,,,,,
player,201010170min,dal,McCrDa00,tackles_loss,0,,,,,
player,201010170min,dal,McCrDa00,qb_hits,0,,,,,
player,201010170min,dal,McCrDa00,fumbles_rec,0,,,,,
player,201010170min,dal,McCrDa00,fumbles_rec_yds,0,,,,,
player,201010170min,dal,McCrDa00,fumbles_rec_td,0,,,,,
player,201010170min,dal,McCrDa00,fumbles_forced,0,,,,,
player,201010170min,min,HendE.20,def_int,2,,,,,
player,201010170min,min,HendE.20,def_int_yds,10,,,,,
player,201010170min,min,HendE.20,def_int_td,0,,,,,
player,201010170min,min,HendE.20,def_int_long,10,,,,,
player,201010170min,min,HendE.20,pass_defended,2,,,,,
player,201010170min,min,HendE.20,sacks,0.0,,,,,
player,201010170min,min,HendE.20,tackles_combined,9,,,,,
player,201010170min,min,HendE.20,tackles_solo,4,,,,,
player,201010170min,min,HendE.20,tackles_assists,5,,,,,
player,201010170min,min,HendE.20,tackles_loss,0,,,,,
player,201010170min,min,HendE.20,qb_hits,0,,,,,
player,201010170min,min,HendE.20,fumbles_rec,0,,,,,
player,201010170min,min,HendE.20,fumbles_rec_yds,0,,,,,
player,201010170min,min,HendE.20,fumbles_rec_td,0,,,,,
player,201010170min,min,HendE.20,fumbles_forced,0,,,,,
player,201010170min,min,GreeCh99,def_int,0,,,,,
player,201010170min,min,GreeCh99,def_int_yds,0,,,,,
player,201010170min,min,GreeCh99,def_int_td,0,,,,,
player,201010170min,min,GreeCh99,def_int_long,0,,,,,
player,201010170min,min,GreeCh99,pass_defended,1,,,,,
player,201010170min,min,GreeCh99,sacks,0.0,,,,,
player,201010170min,min,GreeCh99,tackles_combined,12,,,,,
player,201010170min,min,GreeCh99,tackles_solo,8,,,,,
player,201010170min,min,GreeCh99,tackles_assists,4,,,,,
player,201010170min,min,GreeCh99,tackles_loss,1,,,,,
player,201010170min,min,GreeCh99,qb_hits,0,,,,,
player,201010170min,min,GreeCh99,fumbles_rec,0,,,,,
player,201010170min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201010170min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201010170min,min,GreeCh99,fumbles_forced,0,,,,,
player,201010170min,min,WinfAn20,def_int,0,,,,,
player,201010170min,min,WinfAn20,def_int_yds,0,,,,,
player,201010170min,min,WinfAn20,def_int_td,0,,,,,
player,201010170min,min,WinfAn20,def_int_long,0,,,,,
player,201010170min,min,WinfAn20,pass_defended,0,,,,,
player,201010170min,min,WinfAn20,sacks,0.0,,,,,
player,201010170min,min,WinfAn20,tackles_combined,10,,,,,
player,201010170min,min,WinfAn20,tackles_solo,8,,,,,
player,201010170min,min,WinfAn20,tackles_assists,2,,,,,
player,201010170min,min,WinfAn20,tackles_loss,0,,,,,
player,201010170min,min,WinfAn20,qb_hits,0,,,,,
player,201010170min,min,WinfAn20,fumbles_rec,0,,,,,
player,201010170min,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201010170min,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201010170min,min,WinfAn20,fumbles_forced,0,,,,,
player,201010170min,min,LebeBe20,def_int,0,,,,,
player,201010170min,min,LebeBe20,def_int_yds,0,,,,,
player,201010170min,min,LebeBe20,def_int_td,0,,,,,
player,201010170min,min,LebeBe20,def_int_long,0,,,,,
player,201010170min,min,LebeBe20,pass_defended,0,,,,,
player,201010170min,min,LebeBe20,sacks,0.0,,,,,
player,201010170min,min,LebeBe20,tackles_combined,7,,,,,
player,201010170min,min,LebeBe20,tackles_solo,5,,,,,
player,201010170min,min,LebeBe20,tackles_assists,2,,,,,
player,201010170min,min,LebeBe20,tackles_loss,0,,,,,
player,201010170min,min,LebeBe20,qb_hits,0,,,,,
player,201010170min,min,LebeBe20,fumbles_rec,0,,,,,
player,201010170min,min,LebeBe20,fumbles_rec_yds,0,,,,,
player,201010170min,min,LebeBe20,fumbles_rec_td,0,,,,,
player,201010170min,min,LebeBe20,fumbles_forced,0,,,,,
player,201010170min,min,WillMa20,def_int,0,,,,,
player,201010170min,min,WillMa20,def_int_yds,0,,,,,
player,201010170min,min,WillMa20,def_int_td,0,,,,,
player,201010170min,min,WillMa20,def_int_long,0,,,,,
player,201010170min,min,WillMa20,pass_defended,0,,,,,
player,201010170min,min,WillMa20,sacks,0.0,,,,,
player,201010170min,min,WillMa20,tackles_combined,5,,,,,
player,201010170min,min,WillMa20,tackles_solo,4,,,,,
player,201010170min,min,WillMa20,tackles_assists,1,,,,,
player,201010170min,min,WillMa20,tackles_loss,1,,,,,
player,201010170min,min,WillMa20,qb_hits,0,,,,,
player,201010170min,min,WillMa20,fumbles_rec,0,,,,,
player,201010170min,min,WillMa20,fumbles_rec_yds,0,,,,,
player,201010170min,min,WillMa20,fumbles_rec_td,0,,,,,
player,201010170min,min,WillMa20,fumbles_forced,0,,,,,
player,201010170min,min,AlleAs99,def_int,0,,,,,
player,201010170min,min,AlleAs99,def_int_yds,0,,,,,
player,201010170min,min,AlleAs99,def_int_td,0,,,,,
player,201010170min,min,AlleAs99,def_int_long,0,,,,,
player,201010170min,min,AlleAs99,pass_defended,0,,,,,
player,201010170min,min,AlleAs99,sacks,0.0,,,,,
player,201010170min,min,AlleAs99,tackles_combined,4,,,,,
player,201010170min,min,AlleAs99,tackles_solo,3,,,,,
player,201010170min,min,AlleAs99,tackles_assists,1,,,,,
player,201010170min,min,AlleAs99,tackles_loss,0,,,,,
player,201010170min,min,AlleAs99,qb_hits,0,,,,,
player,201010170min,min,AlleAs99,fumbles_rec,0,,,,,
player,201010170min,min,AlleAs99,fumbles_rec_yds,0,,,,,
player,201010170min,min,AlleAs99,fumbles_rec_td,0,,,,,
player,201010170min,min,AlleAs99,fumbles_forced,0,,,,,
player,201010170min,min,WillKe98,def_int,0,,,,,
player,201010170min,min,WillKe98,def_int_yds,0,,,,,
player,201010170min,min,WillKe98,def_int_td,0,,,,,
player,201010170min,min,WillKe98,def_int_long,0,,,,,
player,201010170min,min,WillKe98,pass_defended,0,,,,,
player,201010170min,min,WillKe98,sacks,0.0,,,,,
player,201010170min,min,WillKe98,tackles_combined,4,,,,,
player,201010170min,min,WillKe98,tackles_solo,3,,,,,
player,201010170min,min,WillKe98,tackles_assists,1,,,,,
player,201010170min,min,WillKe98,tackles_loss,0,,,,,
player,201010170min,min,WillKe98,qb_hits,0,,,,,
player,201010170min,min,WillKe98,fumbles_rec,0,,,,,
player,201010170min,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201010170min,min,WillKe98,fumbles_rec_td,0,,,,,
player,201010170min,min,WillKe98,fumbles_forced,0,,,,,
player,201010170min,min,AbduHu99,def_int,0,,,,,
player,201010170min,min,AbduHu99,def_int_yds,0,,,,,
player,201010170min,min,AbduHu99,def_int_td,0,,,,,
player,201010170min,min,AbduHu99,def_int_long,0,,,,,
player,201010170min,min,AbduHu99,pass_defended,0,,,,,
player,201010170min,min,AbduHu99,sacks,0.0,,,,,
player,201010170min,min,AbduHu99,tackles_combined,3,,,,,
player,201010170min,min,AbduHu99,tackles_solo,3,,,,,
player,201010170min,min,AbduHu99,tackles_assists,0,,,,,
player,201010170min,min,AbduHu99,tackles_loss,0,,,,,
player,201010170min,min,AbduHu99,qb_hits,0,,,,,
player,201010170min,min,AbduHu99,fumbles_rec,0,,,,,
player,201010170min,min,AbduHu99,fumbles_rec_yds,0,,,,,
player,201010170min,min,AbduHu99,fumbles_rec_td,0,,,,,
player,201010170min,min,AbduHu99,fumbles_forced,0,,,,,
player,201010170min,min,BrinJa99,def_int,0,,,,,
player,201010170min,min,BrinJa99,def_int_yds,0,,,,,
player,201010170min,min,BrinJa99,def_int_td,0,,,,,
player,201010170min,min,BrinJa99,def_int_long,0,,,,,
player,201010170min,min,BrinJa99,pass_defended,0,,,,,
player,201010170min,min,BrinJa99,sacks,0.0,,,,,
player,201010170min,min,BrinJa99,tackles_combined,3,,,,,
player,201010170min,min,BrinJa99,tackles_solo,3,,,,,
player,201010170min,min,BrinJa99,tackles_assists,0,,,,,
player,201010170min,min,BrinJa99,tackles_loss,0,,,,,
player,201010170min,min,BrinJa99,qb_hits,0,,,,,
player,201010170min,min,BrinJa99,fumbles_rec,0,,,,,
player,201010170min,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201010170min,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201010170min,min,BrinJa99,fumbles_forced,0,,,,,
player,201010170min,min,SanfJa99,def_int,0,,,,,
player,201010170min,min,SanfJa99,def_int_yds,0,,,,,
player,201010170min,min,SanfJa99,def_int_td,0,,,,,
player,201010170min,min,SanfJa99,def_int_long,0,,,,,
player,201010170min,min,SanfJa99,pass_defended,0,,,,,
player,201010170min,min,SanfJa99,sacks,0.0,,,,,
player,201010170min,min,SanfJa99,tackles_combined,2,,,,,
player,201010170min,min,SanfJa99,tackles_solo,2,,,,,
player,201010170min,min,SanfJa99,tackles_assists,0,,,,,
player,201010170min,min,SanfJa99,tackles_loss,0,,,,,
player,201010170min,min,SanfJa99,qb_hits,0,,,,,
player,201010170min,min,SanfJa99,fumbles_rec,0,,,,,
player,201010170min,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201010170min,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201010170min,min,SanfJa99,fumbles_forced,0,,,,,
player,201010170min,min,AlleJa22,def_int,0,,,,,
player,201010170min,min,AlleJa22,def_int_yds,0,,,,,
player,201010170min,min,AlleJa22,def_int_td,0,,,,,
player,201010170min,min,AlleJa22,def_int_long,0,,,,,
player,201010170min,min,AlleJa22,pass_defended,0,,,,,
player,201010170min,min,AlleJa22,sacks,0.0,,,,,
player,201010170min,min,AlleJa22,tackles_combined,1,,,,,
player,201010170min,min,AlleJa22,tackles_solo,0,,,,,
player,201010170min,min,AlleJa22,tackles_assists,1,,,,,
player,201010170min,min,AlleJa22,tackles_loss,0,,,,,
player,201010170min,min,AlleJa22,qb_hits,3,,,,,
player,201010170min,min,AlleJa22,fumbles_rec,0,,,,,
player,201010170min,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201010170min,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201010170min,min,AlleJa22,fumbles_forced,0,,,,,
player,201010170min,min,EdwaRa21,def_int,0,,,,,
player,201010170min,min,EdwaRa21,def_int_yds,0,,,,,
player,201010170min,min,EdwaRa21,def_int_td,0,,,,,
player,201010170min,min,EdwaRa21,def_int_long,0,,,,,
player,201010170min,min,EdwaRa21,pass_defended,0,,,,,
player,201010170min,min,EdwaRa21,sacks,0.0,,,,,
player,201010170min,min,EdwaRa21,tackles_combined,1,,,,,
player,201010170min,min,EdwaRa21,tackles_solo,0,,,,,
player,201010170min,min,EdwaRa21,tackles_assists,1,,,,,
player,201010170min,min,EdwaRa21,tackles_loss,0,,,,,
player,201010170min,min,EdwaRa21,qb_hits,1,,,,,
player,201010170min,min,EdwaRa21,fumbles_rec,0,,,,,
player,201010170min,min,EdwaRa21,fumbles_rec_yds,0,,,,,
player,201010170min,min,EdwaRa21,fumbles_rec_td,0,,,,,
player,201010170min,min,EdwaRa21,fumbles_forced,0,,,,,
player,201010170min,min,EvanFr21,def_int,0,,,,,
player,201010170min,min,EvanFr21,def_int_yds,0,,,,,
player,201010170min,min,EvanFr21,def_int_td,0,,,,,
player,201010170min,min,EvanFr21,def_int_long,0,,,,,
player,201010170min,min,EvanFr21,pass_defended,0,,,,,
player,201010170min,min,EvanFr21,sacks,0.0,,,,,
player,201010170min,min,EvanFr21,tackles_combined,1,,,,,
player,201010170min,min,EvanFr21,tackles_solo,1,,,,,
player,201010170min,min,EvanFr21,tackles_assists,0,,,,,
player,201010170min,min,EvanFr21,tackles_loss,0,,,,,
player,201010170min,min,EvanFr21,qb_hits,0,,,,,
player,201010170min,min,EvanFr21,fumbles_rec,0,,,,,
player,201010170min,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201010170min,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201010170min,min,EvanFr21,fumbles_forced,0,,,,,
player,201010170min,min,GuioLe99,def_int,0,,,,,
player,201010170min,min,GuioLe99,def_int_yds,0,,,,,
player,201010170min,min,GuioLe99,def_int_td,0,,,,,
player,201010170min,min,GuioLe99,def_int_long,0,,,,,
player,201010170min,min,GuioLe99,pass_defended,0,,,,,
player,201010170min,min,GuioLe99,sacks,0.0,,,,,
player,201010170min,min,GuioLe99,tackles_combined,1,,,,,
player,201010170min,min,GuioLe99,tackles_solo,1,,,,,
player,201010170min,min,GuioLe99,tackles_assists,0,,,,,
player,201010170min,min,GuioLe99,tackles_loss,0,,,,,
player,201010170min,min,GuioLe99,qb_hits,1,,,,,
player,201010170min,min,GuioLe99,fumbles_rec,0,,,,,
player,201010170min,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201010170min,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201010170min,min,GuioLe99,fumbles_forced,0,,,,,
player,201010170min,min,HendEr99,def_int,0,,,,,
player,201010170min,min,HendEr99,def_int_yds,0,,,,,
player,201010170min,min,HendEr99,def_int_td,0,,,,,
player,201010170min,min,HendEr99,def_int_long,0,,,,,
player,201010170min,min,HendEr99,pass_defended,0,,,,,
player,201010170min,min,HendEr99,sacks,0.0,,,,,
player,201010170min,min,HendEr99,tackles_combined,1,,,,,
player,201010170min,min,HendEr99,tackles_solo,1,,,,,
player,201010170min,min,HendEr99,tackles_assists,0,,,,,
player,201010170min,min,HendEr99,tackles_loss,0,,,,,
player,201010170min,min,HendEr99,qb_hits,0,,,,,
player,201010170min,min,HendEr99,fumbles_rec,0,,,,,
player,201010170min,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201010170min,min,HendEr99,fumbles_rec_td,0,,,,,
player,201010170min,min,HendEr99,fumbles_forced,0,,,,,
player,201010170min,min,LoefCu20,def_int,0,,,,,
player,201010170min,min,LoefCu20,def_int_yds,0,,,,,
player,201010170min,min,LoefCu20,def_int_td,0,,,,,
player,201010170min,min,LoefCu20,def_int_long,0,,,,,
player,201010170min,min,LoefCu20,pass_defended,0,,,,,
player,201010170min,min,LoefCu20,sacks,0.0,,,,,
player,201010170min,min,LoefCu20,tackles_combined,1,,,,,
player,201010170min,min,LoefCu20,tackles_solo,1,,,,,
player,201010170min,min,LoefCu20,tackles_assists,0,,,,,
player,201010170min,min,LoefCu20,tackles_loss,0,,,,,
player,201010170min,min,LoefCu20,qb_hits,0,,,,,
player,201010170min,min,LoefCu20,fumbles_rec,0,,,,,
player,201010170min,min,LoefCu20,fumbles_rec_yds,0,,,,,
player,201010170min,min,LoefCu20,fumbles_rec_td,0,,,,,
player,201010170min,min,LoefCu20,fumbles_forced,0,,,,,
player,201010170min,min,WalkFr20,def_int,0,,,,,
player,201010170min,min,WalkFr20,def_int_yds,0,,,,,
player,201010170min,min,WalkFr20,def_int_td,0,,,,,
player,201010170min,min,WalkFr20,def_int_long,0,,,,,
player,201010170min,min,WalkFr20,pass_defended,0,,,,,
player,201010170min,min,WalkFr20,sacks,0.0,,,,,
player,201010170min,min,WalkFr20,tackles_combined,1,,,,,
player,201010170min,min,WalkFr20,tackles_solo,1,,,,,
player,201010170min,min,WalkFr20,tackles_assists,0,,,,,
player,201010170min,min,WalkFr20,tackles_loss,0,,,,,
player,201010170min,min,WalkFr20,qb_hits,0,,,,,
player,201010170min,min,WalkFr20,fumbles_rec,0,,,,,
player,201010170min,min,WalkFr20,fumbles_rec_yds,0,,,,,
player,201010170min,min,WalkFr20,fumbles_rec_td,0,,,,,
player,201010170min,min,WalkFr20,fumbles_forced,0,,,,,
player,201010170min,min,WillPa20,def_int,0,,,,,
player,201010170min,min,WillPa20,def_int_yds,0,,,,,
player,201010170min,min,WillPa20,def_int_td,0,,,,,
player,201010170min,min,WillPa20,def_int_long,0,,,,,
player,201010170min,min,WillPa20,pass_defended,0,,,,,
player,201010170min,min,WillPa20,sacks,0.0,,,,,
player,201010170min,min,WillPa20,tackles_combined,1,,,,,
player,201010170min,min,WillPa20,tackles_solo,1,,,,,
player,201010170min,min,WillPa20,tackles_assists,0,,,,,
player,201010170min,min,WillPa20,tackles_loss,0,,,,,
player,201010170min,min,WillPa20,qb_hits,1,,,,,
player,201010170min,min,WillPa20,fumbles_rec,0,,,,,
player,201010170min,min,WillPa20,fumbles_rec_yds,0,,,,,
player,201010170min,min,WillPa20,fumbles_rec_td,0,,,,,
player,201010170min,min,WillPa20,fumbles_forced,0,,,,,
player,201010170min,dal,BryaDe01,kick_ret,0,,,,,
player,201010170min,dal,BryaDe01,kick_ret_yds,0,,,,,
player,201010170min,dal,BryaDe01,kick_ret_yds_per_ret,,,,,,
player,201010170min,dal,BryaDe01,kick_ret_td,0,,,,,
player,201010170min,dal,BryaDe01,kick_ret_long,0,,,,,
player,201010170min,dal,BryaDe01,punt_ret,2,,,,,
player,201010170min,dal,BryaDe01,punt_ret_yds,3,,,,,
player,201010170min,dal,BryaDe01,punt_ret_yds_per_ret,1.5,,,,,
player,201010170min,dal,BryaDe01,punt_ret_td,0,,,,,
player,201010170min,dal,BryaDe01,punt_ret_long,3,,,,,
player,201010170min,dal,OwusAk99,kick_ret,4,,,,,
player,201010170min,dal,OwusAk99,kick_ret_yds,71,,,,,
player,201010170min,dal,OwusAk99,kick_ret_yds_per_ret,17.8,,,,,
player,201010170min,dal,OwusAk99,kick_ret_td,0,,,,,
player,201010170min,dal,OwusAk99,kick_ret_long,24,,,,,
player,201010170min,dal,OwusAk99,punt_ret,0,,,,,
player,201010170min,dal,OwusAk99,punt_ret_yds,0,,,,,
player,201010170min,dal,OwusAk99,punt_ret_yds_per_ret,,,,,,
player,201010170min,dal,OwusAk99,punt_ret_td,0,,,,,
player,201010170min,dal,OwusAk99,punt_ret_long,0,,,,,
player,201010170min,dal,GronCh00,kick_ret,1,,,,,
player,201010170min,dal,GronCh00,kick_ret_yds,10,,,,,
player,201010170min,dal,GronCh00,kick_ret_yds_per_ret,10.0,,,,,
player,201010170min,dal,GronCh00,kick_ret_td,0,,,,,
player,201010170min,dal,GronCh00,kick_ret_long,10,,,,,
player,201010170min,dal,GronCh00,punt_ret,0,,,,,
player,201010170min,dal,GronCh00,punt_ret_yds,0,,,,,
player,201010170min,dal,GronCh00,punt_ret_yds_per_ret,,,,,,
player,201010170min,dal,GronCh00,punt_ret_td,0,,,,,
player,201010170min,dal,GronCh00,punt_ret_long,0,,,,,
player,201010170min,min,CamaGr00,kick_ret,0,,,,,
