game,2010,9,20101107,201011070car,nor,"New Orleans Saints",34,car,"Carolina Panthers",3
team,201011070car,nor,First Downs,27,,,,,,
team,201011070car,car,First Downs,15,,,,,,
team,201011070car,nor,Rush-Yds-TDs,32-165-1,,,,,,
team,201011070car,car,Rush-Yds-TDs,24-127-0,,,,,,
team,201011070car,nor,Cmp-Att-Yd-TD-INT,27-43-253-2-1,,,,,,
team,201011070car,car,Cmp-Att-Yd-TD-INT,17-36-107-0-1,,,,,,
team,201011070car,nor,Sacked-Yards,1-10,,,,,,
team,201011070car,car,Sacked-Yards,4-39,,,,,,
team,201011070car,nor,Net Pass Yards,243,,,,,,
team,201011070car,car,Net Pass Yards,68,,,,,,
team,201011070car,nor,Total Yards,408,,,,,,
team,201011070car,car,Total Yards,195,,,,,,
team,201011070car,nor,Fumbles-Lost,1-0,,,,,,
team,201011070car,car,Fumbles-Lost,1-1,,,,,,
team,201011070car,nor,Turnovers,1,,,,,,
team,201011070car,car,Turnovers,2,,,,,,
team,201011070car,nor,Penalties-Yards,7-64,,,,,,
team,201011070car,car,Penalties-Yards,10-65,,,,,,
team,201011070car,nor,Third Down Conv.,7-14,,,,,,
team,201011070car,car,Third Down Conv.,1-12,,,,,,
team,201011070car,nor,Fourth Down Conv.,0-1,,,,,,
team,201011070car,car,Fourth Down Conv.,1-2,,,,,,
team,201011070car,nor,Time of Possession,34:41,,,,,,
team,201011070car,car,Time of Possession,25:19,,,,,,
player,201011070car,nor,BreeDr00,pass_cmp,27,,,,,
player,201011070car,nor,BreeDr00,pass_att,43,,,,,
player,201011070car,nor,BreeDr00,pass_yds,253,,,,,
player,201011070car,nor,BreeDr00,pass_td,2,,,,,
player,201011070car,nor,BreeDr00,pass_int,1,,,,,
player,201011070car,nor,BreeDr00,pass_sacked,0,,,,,
player,201011070car,nor,BreeDr00,pass_sacked_yds,0,,,,,
player,201011070car,nor,BreeDr00,pass_long,36,,,,,
player,201011070car,nor,BreeDr00,pass_rating,84.7,,,,,
player,201011070car,nor,BreeDr00,rush_att,0,,,,,
player,201011070car,nor,BreeDr00,rush_yds,0,,,,,
