game,2010,17,20110102,201101020cle,pit,"Pittsburgh Steelers",41,cle,"Cleveland Browns",9
player,201101020cle,pit,RandAn00,pass_long,3,,,,,
player,201101020cle,pit,RandAn00,pass_rating,118.7,,,,,
player,201101020cle,pit,RandAn00,rush_att,0,,,,,
player,201101020cle,pit,RandAn00,rush_yds,0,,,,,
player,201101020cle,pit,RandAn00,rush_td,0,,,,,
player,201101020cle,pit,RandAn00,rush_long,0,,,,,
player,201101020cle,pit,RandAn00,targets,3,,,,,
player,201101020cle,pit,RandAn00,rec,2,,,,,
player,201101020cle,pit,RandAn00,rec_yds,21,,,,,
player,201101020cle,pit,RandAn00,rec_td,0,,,,,
player,201101020cle,pit,RandAn00,rec_long,14,,,,,
player,201101020cle,pit,RandAn00,fumbles,0,,,,,
player,201101020cle,pit,RandAn00,fumbles_lost,,,,,,
player,201101020cle,pit,MendRa00,pass_cmp,0,,,,,
player,201101020cle,pit,MendRa00,pass_att,0,,,,,
player,201101020cle,pit,MendRa00,pass_yds,0,,,,,
player,201101020cle,pit,MendRa00,pass_td,0,,,,,
player,201101020cle,pit,MendRa00,pass_int,0,,,,,
player,201101020cle,pit,MendRa00,pass_sacked,,,,,,
player,201101020cle,pit,MendRa00,pass_sacked_yds,,,,,,
player,201101020cle,pit,MendRa00,pass_long,0,,,,,
player,201101020cle,pit,MendRa00,pass_rating,,,,,,
player,201101020cle,pit,MendRa00,rush_att,14,,,,,
player,201101020cle,pit,MendRa00,rush_yds,36,,,,,
player,201101020cle,pit,MendRa00,rush_td,2,,,,,
player,201101020cle,pit,MendRa00,rush_long,7,,,,,
player,201101020cle,pit,MendRa00,targets,1,,,,,
player,201101020cle,pit,MendRa00,rec,1,,,,,
player,201101020cle,pit,MendRa00,rec_yds,24,,,,,
player,201101020cle,pit,MendRa00,rec_td,0,,,,,
player,201101020cle,pit,MendRa00,rec_long,24,,,,,
player,201101020cle,pit,MendRa00,fumbles,0,,,,,
player,201101020cle,pit,MendRa00,fumbles_lost,,,,,,
player,201101020cle,pit,DwyeJo00,pass_cmp,0,,,,,
player,201101020cle,pit,DwyeJo00,pass_att,0,,,,,
player,201101020cle,pit,DwyeJo00,pass_yds,0,,,,,
player,201101020cle,pit,DwyeJo00,pass_td,0,,,,,
player,201101020cle,pit,DwyeJo00,pass_int,0,,,,,
player,201101020cle,pit,DwyeJo00,pass_sacked,,,,,,
player,201101020cle,pit,DwyeJo00,pass_sacked_yds,,,,,,
player,201101020cle,pit,DwyeJo00,pass_long,0,,,,,
player,201101020cle,pit,DwyeJo00,pass_rating,,,,,,
player,201101020cle,pit,DwyeJo00,rush_att,9,,,,,
player,201101020cle,pit,DwyeJo00,rush_yds,28,,,,,
player,201101020cle,pit,DwyeJo00,rush_td,0,,,,,
player,201101020cle,pit,DwyeJo00,rush_long,7,,,,,
player,201101020cle,pit,DwyeJo00,targets,0,,,,,
player,201101020cle,pit,DwyeJo00,rec,0,,,,,
player,201101020cle,pit,DwyeJo00,rec_yds,0,,,,,
player,201101020cle,pit,DwyeJo00,rec_td,0,,,,,
player,201101020cle,pit,DwyeJo00,rec_long,0,,,,,
player,201101020cle,pit,DwyeJo00,fumbles,0,,,,,
player,201101020cle,pit,DwyeJo00,fumbles_lost,,,,,,
player,201101020cle,pit,RedmIs20,pass_cmp,0,,,,,
player,201101020cle,pit,RedmIs20,pass_att,0,,,,,
player,201101020cle,pit,RedmIs20,pass_yds,0,,,,,
player,201101020cle,pit,RedmIs20,pass_td,0,,,,,
player,201101020cle,pit,RedmIs20,pass_int,0,,,,,
player,201101020cle,pit,RedmIs20,pass_sacked,,,,,,
player,201101020cle,pit,RedmIs20,pass_sacked_yds,,,,,,
player,201101020cle,pit,RedmIs20,pass_long,0,,,,,
player,201101020cle,pit,RedmIs20,pass_rating,,,,,,
player,201101020cle,pit,RedmIs20,rush_att,3,,,,,
player,201101020cle,pit,RedmIs20,rush_yds,12,,,,,
player,201101020cle,pit,RedmIs20,rush_td,0,,,,,
player,201101020cle,pit,RedmIs20,rush_long,5,,,,,
player,201101020cle,pit,RedmIs20,targets,2,,,,,
player,201101020cle,pit,RedmIs20,rec,1,,,,,
player,201101020cle,pit,RedmIs20,rec_yds,7,,,,,
player,201101020cle,pit,RedmIs20,rec_td,0,,,,,
player,201101020cle,pit,RedmIs20,rec_long,7,,,,,
player,201101020cle,pit,RedmIs20,fumbles,0,,,,,
player,201101020cle,pit,RedmIs20,fumbles_lost,,,,,,
player,201101020cle,pit,WallMi00,pass_cmp,0,,,,,
player,201101020cle,pit,WallMi00,pass_att,0,,,,,
player,201101020cle,pit,WallMi00,pass_yds,0,,,,,
player,201101020cle,pit,WallMi00,pass_td,0,,,,,
player,201101020cle,pit,WallMi00,pass_int,0,,,,,
player,201101020cle,pit,WallMi00,pass_sacked,,,,,,
player,201101020cle,pit,WallMi00,pass_sacked_yds,,,,,,
player,201101020cle,pit,WallMi00,pass_long,0,,,,,
player,201101020cle,pit,WallMi00,pass_rating,,,,,,
player,201101020cle,pit,WallMi00,rush_att,0,,,,,
player,201101020cle,pit,WallMi00,rush_yds,0,,,,,
player,201101020cle,pit,WallMi00,rush_td,0,,,,,
player,201101020cle,pit,WallMi00,rush_long,0,,,,,
player,201101020cle,pit,WallMi00,targets,5,,,,,
player,201101020cle,pit,WallMi00,rec,3,,,,,
player,201101020cle,pit,WallMi00,rec_yds,105,,,,,
player,201101020cle,pit,WallMi00,rec_td,1,,,,,
player,201101020cle,pit,WallMi00,rec_long,56,,,,,
player,201101020cle,pit,WallMi00,fumbles,0,,,,,
player,201101020cle,pit,WallMi00,fumbles_lost,,,,,,
player,201101020cle,pit,MillHe00,pass_cmp,0,,,,,
player,201101020cle,pit,MillHe00,pass_att,0,,,,,
player,201101020cle,pit,MillHe00,pass_yds,0,,,,,
player,201101020cle,pit,MillHe00,pass_td,0,,,,,
player,201101020cle,pit,MillHe00,pass_int,0,,,,,
player,201101020cle,pit,MillHe00,pass_sacked,,,,,,
player,201101020cle,pit,MillHe00,pass_sacked_yds,,,,,,
player,201101020cle,pit,MillHe00,pass_long,0,,,,,
player,201101020cle,pit,MillHe00,pass_rating,,,,,,
player,201101020cle,pit,MillHe00,rush_att,0,,,,,
player,201101020cle,pit,MillHe00,rush_yds,0,,,,,
player,201101020cle,pit,MillHe00,rush_td,0,,,,,
player,201101020cle,pit,MillHe00,rush_long,0,,,,,
player,201101020cle,pit,MillHe00,targets,7,,,,,
player,201101020cle,pit,MillHe00,rec,4,,,,,
player,201101020cle,pit,MillHe00,rec_yds,55,,,,,
player,201101020cle,pit,MillHe00,rec_td,1,,,,,
player,201101020cle,pit,MillHe00,rec_long,23,,,,,
player,201101020cle,pit,MillHe00,fumbles,0,,,,,
player,201101020cle,pit,MillHe00,fumbles_lost,,,,,,
player,201101020cle,pit,BrowAn04,pass_cmp,0,,,,,
player,201101020cle,pit,BrowAn04,pass_att,0,,,,,
player,201101020cle,pit,BrowAn04,pass_yds,0,,,,,
player,201101020cle,pit,BrowAn04,pass_td,0,,,,,
player,201101020cle,pit,BrowAn04,pass_int,0,,,,,
player,201101020cle,pit,BrowAn04,pass_sacked,,,,,,
player,201101020cle,pit,BrowAn04,pass_sacked_yds,,,,,,
player,201101020cle,pit,BrowAn04,pass_long,0,,,,,
player,201101020cle,pit,BrowAn04,pass_rating,,,,,,
player,201101020cle,pit,BrowAn04,rush_att,0,,,,,
player,201101020cle,pit,BrowAn04,rush_yds,0,,,,,
player,201101020cle,pit,BrowAn04,rush_td,0,,,,,
player,201101020cle,pit,BrowAn04,rush_long,0,,,,,
player,201101020cle,pit,BrowAn04,targets,4,,,,,
player,201101020cle,pit,BrowAn04,rec,4,,,,,
player,201101020cle,pit,BrowAn04,rec_yds,52,,,,,
player,201101020cle,pit,BrowAn04,rec_td,0,,,,,
player,201101020cle,pit,BrowAn04,rec_long,26,,,,,
player,201101020cle,pit,BrowAn04,fumbles,0,,,,,
player,201101020cle,pit,BrowAn04,fumbles_lost,,,,,,
player,201101020cle,pit,WardHi00,pass_cmp,0,,,,,
player,201101020cle,pit,WardHi00,pass_att,0,,,,,
player,201101020cle,pit,WardHi00,pass_yds,0,,,,,
player,201101020cle,pit,WardHi00,pass_td,0,,,,,
player,201101020cle,pit,WardHi00,pass_int,0,,,,,
player,201101020cle,pit,WardHi00,pass_sacked,,,,,,
player,201101020cle,pit,WardHi00,pass_sacked_yds,,,,,,
player,201101020cle,pit,WardHi00,pass_long,0,,,,,
player,201101020cle,pit,WardHi00,pass_rating,,,,,,
player,201101020cle,pit,WardHi00,rush_att,0,,,,,
player,201101020cle,pit,WardHi00,rush_yds,0,,,,,
player,201101020cle,pit,WardHi00,rush_td,0,,,,,
player,201101020cle,pit,WardHi00,rush_long,0,,,,,
player,201101020cle,pit,WardHi00,targets,6,,,,,
player,201101020cle,pit,WardHi00,rec,5,,,,,
player,201101020cle,pit,WardHi00,rec_yds,45,,,,,
player,201101020cle,pit,WardHi00,rec_td,1,,,,,
player,201101020cle,pit,WardHi00,rec_long,16,,,,,
player,201101020cle,pit,WardHi00,fumbles,0,,,,,
player,201101020cle,pit,WardHi00,fumbles_lost,,,,,,
player,201101020cle,pit,SandEm00,pass_cmp,0,,,,,
player,201101020cle,pit,SandEm00,pass_att,0,,,,,
player,201101020cle,pit,SandEm00,pass_yds,0,,,,,
player,201101020cle,pit,SandEm00,pass_td,0,,,,,
player,201101020cle,pit,SandEm00,pass_int,0,,,,,
player,201101020cle,pit,SandEm00,pass_sacked,,,,,,
player,201101020cle,pit,SandEm00,pass_sacked_yds,,,,,,
player,201101020cle,pit,SandEm00,pass_long,0,,,,,
player,201101020cle,pit,SandEm00,pass_rating,,,,,,
player,201101020cle,pit,SandEm00,rush_att,0,,,,,
player,201101020cle,pit,SandEm00,rush_yds,0,,,,,
player,201101020cle,pit,SandEm00,rush_td,0,,,,,
player,201101020cle,pit,SandEm00,rush_long,0,,,,,
player,201101020cle,pit,SandEm00,targets,2,,,,,
player,201101020cle,pit,SandEm00,rec,1,,,,,
player,201101020cle,pit,SandEm00,rec_yds,16,,,,,
player,201101020cle,pit,SandEm00,rec_td,0,,,,,
player,201101020cle,pit,SandEm00,rec_long,16,,,,,
player,201101020cle,pit,SandEm00,fumbles,0,,,,,
player,201101020cle,pit,SandEm00,fumbles_lost,,,,,,
player,201101020cle,cle,McCoCo00,pass_cmp,20,,,,,
player,201101020cle,cle,McCoCo00,pass_att,41,,,,,
player,201101020cle,cle,McCoCo00,pass_yds,209,,,,,
player,201101020cle,cle,McCoCo00,pass_td,1,,,,,
player,201101020cle,cle,McCoCo00,pass_int,3,,,,,
player,201101020cle,cle,McCoCo00,pass_sacked,4,,,,,
player,201101020cle,cle,McCoCo00,pass_sacked_yds,28,,,,,
player,201101020cle,cle,McCoCo00,pass_long,31,,,,,
player,201101020cle,cle,McCoCo00,pass_rating,41.6,,,,,
player,201101020cle,cle,McCoCo00,rush_att,4,,,,,
player,201101020cle,cle,McCoCo00,rush_yds,19,,,,,
player,201101020cle,cle,McCoCo00,rush_td,0,,,,,
player,201101020cle,cle,McCoCo00,rush_long,9,,,,,
player,201101020cle,cle,McCoCo00,targets,0,,,,,
player,201101020cle,cle,McCoCo00,rec,0,,,,,
player,201101020cle,cle,McCoCo00,rec_yds,0,,,,,
player,201101020cle,cle,McCoCo00,rec_td,0,,,,,
player,201101020cle,cle,McCoCo00,rec_long,0,,,,,
player,201101020cle,cle,McCoCo00,fumbles,1,,,,,
player,201101020cle,cle,McCoCo00,fumbles_lost,0,,,,,
player,201101020cle,cle,CribJo01,pass_cmp,0,,,,,
player,201101020cle,cle,CribJo01,pass_att,1,,,,,
player,201101020cle,cle,CribJo01,pass_yds,0,,,,,
player,201101020cle,cle,CribJo01,pass_td,0,,,,,
player,201101020cle,cle,CribJo01,pass_int,0,,,,,
player,201101020cle,cle,CribJo01,pass_sacked,0,,,,,
player,201101020cle,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201101020cle,cle,CribJo01,pass_long,0,,,,,
player,201101020cle,cle,CribJo01,pass_rating,39.6,,,,,
player,201101020cle,cle,CribJo01,rush_att,1,,,,,
player,201101020cle,cle,CribJo01,rush_yds,0,,,,,
player,201101020cle,cle,CribJo01,rush_td,0,,,,,
player,201101020cle,cle,CribJo01,rush_long,0,,,,,
player,201101020cle,cle,CribJo01,targets,4,,,,,
player,201101020cle,cle,CribJo01,rec,3,,,,,
player,201101020cle,cle,CribJo01,rec_yds,37,,,,,
player,201101020cle,cle,CribJo01,rec_td,0,,,,,
player,201101020cle,cle,CribJo01,rec_long,31,,,,,
player,201101020cle,cle,CribJo01,fumbles,0,,,,,
player,201101020cle,cle,CribJo01,fumbles_lost,,,,,,
player,201101020cle,cle,WallSe00,pass_cmp,1,,,,,
player,201101020cle,cle,WallSe00,pass_att,1,,,,,
player,201101020cle,cle,WallSe00,pass_yds,1,,,,,
player,201101020cle,cle,WallSe00,pass_td,0,,,,,
player,201101020cle,cle,WallSe00,pass_int,0,,,,,
player,201101020cle,cle,WallSe00,pass_sacked,0,,,,,
player,201101020cle,cle,WallSe00,pass_sacked_yds,0,,,,,
player,201101020cle,cle,WallSe00,pass_long,1,,,,,
player,201101020cle,cle,WallSe00,pass_rating,79.2,,,,,
player,201101020cle,cle,WallSe00,rush_att,0,,,,,
player,201101020cle,cle,WallSe00,rush_yds,0,,,,,
player,201101020cle,cle,WallSe00,rush_td,0,,,,,
player,201101020cle,cle,WallSe00,rush_long,0,,,,,
player,201101020cle,cle,WallSe00,targets,0,,,,,
player,201101020cle,cle,WallSe00,rec,0,,,,,
player,201101020cle,cle,WallSe00,rec_yds,0,,,,,
player,201101020cle,cle,WallSe00,rec_td,0,,,,,
player,201101020cle,cle,WallSe00,rec_long,0,,,,,
player,201101020cle,cle,WallSe00,fumbles,0,,,,,
player,201101020cle,cle,WallSe00,fumbles_lost,,,,,,
player,201101020cle,cle,BellMi00,pass_cmp,0,,,,,
player,201101020cle,cle,BellMi00,pass_att,0,,,,,
player,201101020cle,cle,BellMi00,pass_yds,0,,,,,
player,201101020cle,cle,BellMi00,pass_td,0,,,,,
player,201101020cle,cle,BellMi00,pass_int,0,,,,,
player,201101020cle,cle,BellMi00,pass_sacked,,,,,,
player,201101020cle,cle,BellMi00,pass_sacked_yds,,,,,,
player,201101020cle,cle,BellMi00,pass_long,0,,,,,
player,201101020cle,cle,BellMi00,pass_rating,,,,,,
player,201101020cle,cle,BellMi00,rush_att,5,,,,,
player,201101020cle,cle,BellMi00,rush_yds,14,,,,,
player,201101020cle,cle,BellMi00,rush_td,0,,,,,
player,201101020cle,cle,BellMi00,rush_long,11,,,,,
player,201101020cle,cle,BellMi00,targets,5,,,,,
player,201101020cle,cle,BellMi00,rec,4,,,,,
player,201101020cle,cle,BellMi00,rec_yds,14,,,,,
player,201101020cle,cle,BellMi00,rec_td,0,,,,,
player,201101020cle,cle,BellMi00,rec_long,6,,,,,
player,201101020cle,cle,BellMi00,fumbles,1,,,,,
player,201101020cle,cle,BellMi00,fumbles_lost,0,,,,,
player,201101020cle,cle,HillPe00,pass_cmp,0,,,,,
player,201101020cle,cle,HillPe00,pass_att,0,,,,,
player,201101020cle,cle,HillPe00,pass_yds,0,,,,,
player,201101020cle,cle,HillPe00,pass_td,0,,,,,
player,201101020cle,cle,HillPe00,pass_int,0,,,,,
player,201101020cle,cle,HillPe00,pass_sacked,0,,,,,
player,201101020cle,cle,HillPe00,pass_sacked_yds,,,,,,
player,201101020cle,cle,HillPe00,pass_long,0,,,,,
player,201101020cle,cle,HillPe00,pass_rating,,,,,,
player,201101020cle,cle,HillPe00,rush_att,6,,,,,
player,201101020cle,cle,HillPe00,rush_yds,13,,,,,
player,201101020cle,cle,HillPe00,rush_td,0,,,,,
player,201101020cle,cle,HillPe00,rush_long,5,,,,,
player,201101020cle,cle,HillPe00,targets,1,,,,,
player,201101020cle,cle,HillPe00,rec,1,,,,,
player,201101020cle,cle,HillPe00,rec_yds,3,,,,,
player,201101020cle,cle,HillPe00,rec_td,0,,,,,
player,201101020cle,cle,HillPe00,rec_long,3,,,,,
player,201101020cle,cle,HillPe00,fumbles,0,,,,,
player,201101020cle,cle,HillPe00,fumbles_lost,,,,,,
player,201101020cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201101020cle,cle,WatsBe00,pass_att,0,,,,,
player,201101020cle,cle,WatsBe00,pass_yds,0,,,,,
player,201101020cle,cle,WatsBe00,pass_td,0,,,,,
player,201101020cle,cle,WatsBe00,pass_int,0,,,,,
player,201101020cle,cle,WatsBe00,pass_sacked,,,,,,
player,201101020cle,cle,WatsBe00,pass_sacked_yds,,,,,,
player,201101020cle,cle,WatsBe00,pass_long,0,,,,,
player,201101020cle,cle,WatsBe00,pass_rating,,,,,,
player,201101020cle,cle,WatsBe00,rush_att,0,,,,,
player,201101020cle,cle,WatsBe00,rush_yds,0,,,,,
player,201101020cle,cle,WatsBe00,rush_td,0,,,,,
player,201101020cle,cle,WatsBe00,rush_long,0,,,,,
player,201101020cle,cle,WatsBe00,targets,12,,,,,
player,201101020cle,cle,WatsBe00,rec,7,,,,,
player,201101020cle,cle,WatsBe00,rec_yds,67,,,,,
player,201101020cle,cle,WatsBe00,rec_td,0,,,,,
player,201101020cle,cle,WatsBe00,rec_long,13,,,,,
player,201101020cle,cle,WatsBe00,fumbles,0,,,,,
player,201101020cle,cle,WatsBe00,fumbles_lost,,,,,,
player,201101020cle,cle,RobiBr00,pass_cmp,0,,,,,
player,201101020cle,cle,RobiBr00,pass_att,0,,,,,
player,201101020cle,cle,RobiBr00,pass_yds,0,,,,,
player,201101020cle,cle,RobiBr00,pass_td,0,,,,,
player,201101020cle,cle,RobiBr00,pass_int,0,,,,,
player,201101020cle,cle,RobiBr00,pass_sacked,,,,,,
player,201101020cle,cle,RobiBr00,pass_sacked_yds,,,,,,
player,201101020cle,cle,RobiBr00,pass_long,0,,,,,
player,201101020cle,cle,RobiBr00,pass_rating,,,,,,
player,201101020cle,cle,RobiBr00,rush_att,0,,,,,
player,201101020cle,cle,RobiBr00,rush_yds,0,,,,,
player,201101020cle,cle,RobiBr00,rush_td,0,,,,,
player,201101020cle,cle,RobiBr00,rush_long,0,,,,,
player,201101020cle,cle,RobiBr00,targets,6,,,,,
player,201101020cle,cle,RobiBr00,rec,2,,,,,
player,201101020cle,cle,RobiBr00,rec_yds,35,,,,,
player,201101020cle,cle,RobiBr00,rec_td,1,,,,,
player,201101020cle,cle,RobiBr00,rec_long,20,,,,,
player,201101020cle,cle,RobiBr00,fumbles,0,,,,,
player,201101020cle,cle,RobiBr00,fumbles_lost,,,,,,
player,201101020cle,cle,StucCh20,pass_cmp,0,,,,,
player,201101020cle,cle,StucCh20,pass_att,0,,,,,
player,201101020cle,cle,StucCh20,pass_yds,0,,,,,
player,201101020cle,cle,StucCh20,pass_td,0,,,,,
player,201101020cle,cle,StucCh20,pass_int,0,,,,,
player,201101020cle,cle,StucCh20,pass_sacked,,,,,,
player,201101020cle,cle,StucCh20,pass_sacked_yds,,,,,,
player,201101020cle,cle,StucCh20,pass_long,0,,,,,
player,201101020cle,cle,StucCh20,pass_rating,,,,,,
player,201101020cle,cle,StucCh20,rush_att,0,,,,,
player,201101020cle,cle,StucCh20,rush_yds,0,,,,,
player,201101020cle,cle,StucCh20,rush_td,0,,,,,
player,201101020cle,cle,StucCh20,rush_long,0,,,,,
player,201101020cle,cle,StucCh20,targets,4,,,,,
player,201101020cle,cle,StucCh20,rec,1,,,,,
player,201101020cle,cle,StucCh20,rec_yds,4,,,,,
player,201101020cle,cle,StucCh20,rec_td,0,,,,,
player,201101020cle,cle,StucCh20,rec_long,4,,,,,
player,201101020cle,cle,StucCh20,fumbles,0,,,,,
player,201101020cle,cle,StucCh20,fumbles_lost,,,,,,
player,201101020cle,cle,MassMo00,pass_cmp,0,,,,,
player,201101020cle,cle,MassMo00,pass_att,0,,,,,
player,201101020cle,cle,MassMo00,pass_yds,0,,,,,
player,201101020cle,cle,MassMo00,pass_td,0,,,,,
player,201101020cle,cle,MassMo00,pass_int,0,,,,,
player,201101020cle,cle,MassMo00,pass_sacked,0,,,,,
player,201101020cle,cle,MassMo00,pass_sacked_yds,,,,,,
player,201101020cle,cle,MassMo00,pass_long,0,,,,,
player,201101020cle,cle,MassMo00,pass_rating,,,,,,
player,201101020cle,cle,MassMo00,rush_att,1,,,,,
player,201101020cle,cle,MassMo00,rush_yds,-3,,,,,
player,201101020cle,cle,MassMo00,rush_td,0,,,,,
player,201101020cle,cle,MassMo00,rush_long,-3,,,,,
player,201101020cle,cle,MassMo00,targets,7,,,,,
player,201101020cle,cle,MassMo00,rec,3,,,,,
player,201101020cle,cle,MassMo00,rec_yds,50,,,,,
player,201101020cle,cle,MassMo00,rec_td,0,,,,,
player,201101020cle,cle,MassMo00,rec_long,31,,,,,
player,201101020cle,cle,MassMo00,fumbles,0,,,,,
player,201101020cle,cle,MassMo00,fumbles_lost,,,,,,
player,201101020cle,cle,RoyaRo00,pass_cmp,,,,,,
player,201101020cle,cle,RoyaRo00,pass_att,,,,,,
player,201101020cle,cle,RoyaRo00,pass_yds,,,,,,
player,201101020cle,cle,RoyaRo00,pass_td,,,,,,
player,201101020cle,cle,RoyaRo00,pass_int,,,,,,
player,201101020cle,cle,RoyaRo00,pass_sacked,,,,,,
player,201101020cle,cle,RoyaRo00,pass_sacked_yds,,,,,,
player,201101020cle,cle,RoyaRo00,pass_long,,,,,,
player,201101020cle,cle,RoyaRo00,pass_rating,,,,,,
player,201101020cle,cle,RoyaRo00,rush_att,,,,,,
player,201101020cle,cle,RoyaRo00,rush_yds,,,,,,
player,201101020cle,cle,RoyaRo00,rush_td,,,,,,
player,201101020cle,cle,RoyaRo00,rush_long,,,,,,
player,201101020cle,cle,RoyaRo00,targets,4,,,,,
player,201101020cle,cle,RoyaRo00,rec,0,,,,,
player,201101020cle,cle,RoyaRo00,rec_yds,0,,,,,
player,201101020cle,cle,RoyaRo00,rec_td,0,,,,,
player,201101020cle,cle,RoyaRo00,rec_long,,,,,,
player,201101020cle,cle,RoyaRo00,fumbles,,,,,,
player,201101020cle,cle,RoyaRo00,fumbles_lost,,,,,,
player,201101020cle,pit,MadiAn20,def_int,1,,,,,
player,201101020cle,pit,MadiAn20,def_int_yds,-1,,,,,
player,201101020cle,pit,MadiAn20,def_int_td,0,,,,,
player,201101020cle,pit,MadiAn20,def_int_long,-1,,,,,
player,201101020cle,pit,MadiAn20,pass_defended,1,,,,,
player,201101020cle,pit,MadiAn20,sacks,1.0,,,,,
player,201101020cle,pit,MadiAn20,tackles_combined,2,,,,,
player,201101020cle,pit,MadiAn20,tackles_solo,2,,,,,
player,201101020cle,pit,MadiAn20,tackles_assists,0,,,,,
player,201101020cle,pit,MadiAn20,tackles_loss,1,,,,,
player,201101020cle,pit,MadiAn20,qb_hits,1,,,,,
player,201101020cle,pit,MadiAn20,fumbles_rec,0,,,,,
player,201101020cle,pit,MadiAn20,fumbles_rec_yds,0,,,,,
player,201101020cle,pit,MadiAn20,fumbles_rec_td,0,,,,,
player,201101020cle,pit,MadiAn20,fumbles_forced,0,,,,,
player,201101020cle,pit,ClarRy20,def_int,1,,,,,
player,201101020cle,pit,ClarRy20,def_int_yds,23,,,,,
player,201101020cle,pit,ClarRy20,def_int_td,0,,,,,
