game,2010,9,20101107,201011070buf,chi,"Chicago Bears",22,buf,"Buffalo Bills",19
player,201011070buf,chi,HarrTo99,qb_hits,1,,,,,
player,201011070buf,chi,HarrTo99,fumbles_rec,0,,,,,
player,201011070buf,chi,HarrTo99,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,HarrTo99,fumbles_rec_td,0,,,,,
player,201011070buf,chi,HarrTo99,fumbles_forced,0,,,,,
player,201011070buf,chi,UrlaBr00,def_int,0,,,,,
player,201011070buf,chi,UrlaBr00,def_int_yds,0,,,,,
player,201011070buf,chi,UrlaBr00,def_int_td,0,,,,,
player,201011070buf,chi,UrlaBr00,def_int_long,0,,,,,
player,201011070buf,chi,UrlaBr00,pass_defended,1,,,,,
player,201011070buf,chi,UrlaBr00,sacks,0.0,,,,,
player,201011070buf,chi,UrlaBr00,tackles_combined,9,,,,,
player,201011070buf,chi,UrlaBr00,tackles_solo,6,,,,,
player,201011070buf,chi,UrlaBr00,tackles_assists,3,,,,,
player,201011070buf,chi,UrlaBr00,tackles_loss,0,,,,,
player,201011070buf,chi,UrlaBr00,qb_hits,0,,,,,
player,201011070buf,chi,UrlaBr00,fumbles_rec,1,,,,,
player,201011070buf,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201011070buf,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201011070buf,chi,MannDa21,def_int,0,,,,,
player,201011070buf,chi,MannDa21,def_int_yds,0,,,,,
player,201011070buf,chi,MannDa21,def_int_td,0,,,,,
player,201011070buf,chi,MannDa21,def_int_long,0,,,,,
player,201011070buf,chi,MannDa21,pass_defended,0,,,,,
player,201011070buf,chi,MannDa21,sacks,0.0,,,,,
player,201011070buf,chi,MannDa21,tackles_combined,8,,,,,
player,201011070buf,chi,MannDa21,tackles_solo,6,,,,,
player,201011070buf,chi,MannDa21,tackles_assists,2,,,,,
player,201011070buf,chi,MannDa21,tackles_loss,0,,,,,
player,201011070buf,chi,MannDa21,qb_hits,0,,,,,
player,201011070buf,chi,MannDa21,fumbles_rec,0,,,,,
player,201011070buf,chi,MannDa21,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,MannDa21,fumbles_rec_td,0,,,,,
player,201011070buf,chi,MannDa21,fumbles_forced,0,,,,,
player,201011070buf,chi,BrigLa99,def_int,0,,,,,
player,201011070buf,chi,BrigLa99,def_int_yds,0,,,,,
player,201011070buf,chi,BrigLa99,def_int_td,0,,,,,
player,201011070buf,chi,BrigLa99,def_int_long,0,,,,,
player,201011070buf,chi,BrigLa99,pass_defended,0,,,,,
player,201011070buf,chi,BrigLa99,sacks,0.0,,,,,
player,201011070buf,chi,BrigLa99,tackles_combined,7,,,,,
player,201011070buf,chi,BrigLa99,tackles_solo,7,,,,,
player,201011070buf,chi,BrigLa99,tackles_assists,0,,,,,
player,201011070buf,chi,BrigLa99,tackles_loss,1,,,,,
player,201011070buf,chi,BrigLa99,qb_hits,0,,,,,
player,201011070buf,chi,BrigLa99,fumbles_rec,0,,,,,
player,201011070buf,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201011070buf,chi,BrigLa99,fumbles_forced,1,,,,,
player,201011070buf,chi,TillCh20,def_int,0,,,,,
player,201011070buf,chi,TillCh20,def_int_yds,0,,,,,
player,201011070buf,chi,TillCh20,def_int_td,0,,,,,
player,201011070buf,chi,TillCh20,def_int_long,0,,,,,
player,201011070buf,chi,TillCh20,pass_defended,1,,,,,
player,201011070buf,chi,TillCh20,sacks,0.0,,,,,
player,201011070buf,chi,TillCh20,tackles_combined,6,,,,,
player,201011070buf,chi,TillCh20,tackles_solo,4,,,,,
player,201011070buf,chi,TillCh20,tackles_assists,2,,,,,
player,201011070buf,chi,TillCh20,tackles_loss,0,,,,,
player,201011070buf,chi,TillCh20,qb_hits,0,,,,,
player,201011070buf,chi,TillCh20,fumbles_rec,0,,,,,
player,201011070buf,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201011070buf,chi,TillCh20,fumbles_forced,0,,,,,
player,201011070buf,chi,MoorDJ99,def_int,0,,,,,
player,201011070buf,chi,MoorDJ99,def_int_yds,0,,,,,
player,201011070buf,chi,MoorDJ99,def_int_td,0,,,,,
player,201011070buf,chi,MoorDJ99,def_int_long,0,,,,,
player,201011070buf,chi,MoorDJ99,pass_defended,2,,,,,
player,201011070buf,chi,MoorDJ99,sacks,0.0,,,,,
player,201011070buf,chi,MoorDJ99,tackles_combined,4,,,,,
player,201011070buf,chi,MoorDJ99,tackles_solo,4,,,,,
player,201011070buf,chi,MoorDJ99,tackles_assists,0,,,,,
player,201011070buf,chi,MoorDJ99,tackles_loss,1,,,,,
player,201011070buf,chi,MoorDJ99,qb_hits,1,,,,,
player,201011070buf,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201011070buf,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201011070buf,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201011070buf,chi,PeppJu99,def_int,0,,,,,
player,201011070buf,chi,PeppJu99,def_int_yds,0,,,,,
player,201011070buf,chi,PeppJu99,def_int_td,0,,,,,
player,201011070buf,chi,PeppJu99,def_int_long,0,,,,,
player,201011070buf,chi,PeppJu99,pass_defended,0,,,,,
player,201011070buf,chi,PeppJu99,sacks,0.0,,,,,
player,201011070buf,chi,PeppJu99,tackles_combined,4,,,,,
player,201011070buf,chi,PeppJu99,tackles_solo,3,,,,,
player,201011070buf,chi,PeppJu99,tackles_assists,1,,,,,
player,201011070buf,chi,PeppJu99,tackles_loss,1,,,,,
player,201011070buf,chi,PeppJu99,qb_hits,4,,,,,
player,201011070buf,chi,PeppJu99,fumbles_rec,0,,,,,
player,201011070buf,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201011070buf,chi,PeppJu99,fumbles_forced,0,,,,,
player,201011070buf,chi,AdamAn20,def_int,0,,,,,
player,201011070buf,chi,AdamAn20,def_int_yds,0,,,,,
player,201011070buf,chi,AdamAn20,def_int_td,0,,,,,
player,201011070buf,chi,AdamAn20,def_int_long,0,,,,,
player,201011070buf,chi,AdamAn20,pass_defended,0,,,,,
player,201011070buf,chi,AdamAn20,sacks,0.0,,,,,
player,201011070buf,chi,AdamAn20,tackles_combined,2,,,,,
player,201011070buf,chi,AdamAn20,tackles_solo,0,,,,,
player,201011070buf,chi,AdamAn20,tackles_assists,2,,,,,
player,201011070buf,chi,AdamAn20,tackles_loss,0,,,,,
player,201011070buf,chi,AdamAn20,qb_hits,1,,,,,
player,201011070buf,chi,AdamAn20,fumbles_rec,0,,,,,
player,201011070buf,chi,AdamAn20,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,AdamAn20,fumbles_rec_td,0,,,,,
player,201011070buf,chi,AdamAn20,fumbles_forced,0,,,,,
player,201011070buf,chi,MeltHe99,def_int,0,,,,,
player,201011070buf,chi,MeltHe99,def_int_yds,0,,,,,
player,201011070buf,chi,MeltHe99,def_int_td,0,,,,,
player,201011070buf,chi,MeltHe99,def_int_long,0,,,,,
player,201011070buf,chi,MeltHe99,pass_defended,0,,,,,
player,201011070buf,chi,MeltHe99,sacks,0.0,,,,,
player,201011070buf,chi,MeltHe99,tackles_combined,2,,,,,
player,201011070buf,chi,MeltHe99,tackles_solo,2,,,,,
player,201011070buf,chi,MeltHe99,tackles_assists,0,,,,,
player,201011070buf,chi,MeltHe99,tackles_loss,0,,,,,
player,201011070buf,chi,MeltHe99,qb_hits,1,,,,,
player,201011070buf,chi,MeltHe99,fumbles_rec,0,,,,,
player,201011070buf,chi,MeltHe99,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,MeltHe99,fumbles_rec_td,0,,,,,
player,201011070buf,chi,MeltHe99,fumbles_forced,0,,,,,
player,201011070buf,chi,MannPa20,def_int,0,,,,,
player,201011070buf,chi,MannPa20,def_int_yds,0,,,,,
player,201011070buf,chi,MannPa20,def_int_td,0,,,,,
player,201011070buf,chi,MannPa20,def_int_long,0,,,,,
player,201011070buf,chi,MannPa20,pass_defended,0,,,,,
player,201011070buf,chi,MannPa20,sacks,0.0,,,,,
player,201011070buf,chi,MannPa20,tackles_combined,1,,,,,
player,201011070buf,chi,MannPa20,tackles_solo,1,,,,,
player,201011070buf,chi,MannPa20,tackles_assists,0,,,,,
player,201011070buf,chi,MannPa20,tackles_loss,0,,,,,
player,201011070buf,chi,MannPa20,qb_hits,0,,,,,
player,201011070buf,chi,MannPa20,fumbles_rec,0,,,,,
player,201011070buf,chi,MannPa20,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,MannPa20,fumbles_rec_td,0,,,,,
player,201011070buf,chi,MannPa20,fumbles_forced,0,,,,,
player,201011070buf,chi,TinoPi20,def_int,0,,,,,
player,201011070buf,chi,TinoPi20,def_int_yds,0,,,,,
player,201011070buf,chi,TinoPi20,def_int_td,0,,,,,
player,201011070buf,chi,TinoPi20,def_int_long,0,,,,,
player,201011070buf,chi,TinoPi20,pass_defended,0,,,,,
player,201011070buf,chi,TinoPi20,sacks,0.0,,,,,
player,201011070buf,chi,TinoPi20,tackles_combined,1,,,,,
player,201011070buf,chi,TinoPi20,tackles_solo,1,,,,,
player,201011070buf,chi,TinoPi20,tackles_assists,0,,,,,
player,201011070buf,chi,TinoPi20,tackles_loss,0,,,,,
player,201011070buf,chi,TinoPi20,qb_hits,0,,,,,
player,201011070buf,chi,TinoPi20,fumbles_rec,0,,,,,
player,201011070buf,chi,TinoPi20,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,TinoPi20,fumbles_rec_td,0,,,,,
player,201011070buf,chi,TinoPi20,fumbles_forced,0,,,,,
player,201011070buf,chi,ToeaMa99,def_int,0,,,,,
player,201011070buf,chi,ToeaMa99,def_int_yds,0,,,,,
player,201011070buf,chi,ToeaMa99,def_int_td,0,,,,,
player,201011070buf,chi,ToeaMa99,def_int_long,0,,,,,
player,201011070buf,chi,ToeaMa99,pass_defended,0,,,,,
player,201011070buf,chi,ToeaMa99,sacks,0.0,,,,,
player,201011070buf,chi,ToeaMa99,tackles_combined,1,,,,,
player,201011070buf,chi,ToeaMa99,tackles_solo,0,,,,,
player,201011070buf,chi,ToeaMa99,tackles_assists,1,,,,,
player,201011070buf,chi,ToeaMa99,tackles_loss,0,,,,,
player,201011070buf,chi,ToeaMa99,qb_hits,0,,,,,
player,201011070buf,chi,ToeaMa99,fumbles_rec,0,,,,,
player,201011070buf,chi,ToeaMa99,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,ToeaMa99,fumbles_rec_td,0,,,,,
player,201011070buf,chi,ToeaMa99,fumbles_forced,0,,,,,
player,201011070buf,buf,JohnSp20,def_int,0,,,,,
player,201011070buf,buf,JohnSp20,def_int_yds,0,,,,,
player,201011070buf,buf,JohnSp20,def_int_td,0,,,,,
player,201011070buf,buf,JohnSp20,def_int_long,0,,,,,
player,201011070buf,buf,JohnSp20,pass_defended,0,,,,,
player,201011070buf,buf,JohnSp20,sacks,1.0,,,,,
player,201011070buf,buf,JohnSp20,tackles_combined,6,,,,,
player,201011070buf,buf,JohnSp20,tackles_solo,4,,,,,
player,201011070buf,buf,JohnSp20,tackles_assists,2,,,,,
player,201011070buf,buf,JohnSp20,tackles_loss,0,,,,,
player,201011070buf,buf,JohnSp20,qb_hits,0,,,,,
player,201011070buf,buf,JohnSp20,fumbles_rec,1,,,,,
player,201011070buf,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201011070buf,buf,JohnSp20,fumbles_forced,1,,,,,
player,201011070buf,buf,ByrdJa99,def_int,0,,,,,
player,201011070buf,buf,ByrdJa99,def_int_yds,0,,,,,
player,201011070buf,buf,ByrdJa99,def_int_td,0,,,,,
player,201011070buf,buf,ByrdJa99,def_int_long,0,,,,,
player,201011070buf,buf,ByrdJa99,pass_defended,0,,,,,
player,201011070buf,buf,ByrdJa99,sacks,0.0,,,,,
player,201011070buf,buf,ByrdJa99,tackles_combined,10,,,,,
player,201011070buf,buf,ByrdJa99,tackles_solo,6,,,,,
player,201011070buf,buf,ByrdJa99,tackles_assists,4,,,,,
player,201011070buf,buf,ByrdJa99,tackles_loss,0,,,,,
player,201011070buf,buf,ByrdJa99,qb_hits,0,,,,,
player,201011070buf,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201011070buf,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201011070buf,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201011070buf,buf,PoluPa99,def_int,0,,,,,
player,201011070buf,buf,PoluPa99,def_int_yds,0,,,,,
player,201011070buf,buf,PoluPa99,def_int_td,0,,,,,
player,201011070buf,buf,PoluPa99,def_int_long,0,,,,,
player,201011070buf,buf,PoluPa99,pass_defended,0,,,,,
player,201011070buf,buf,PoluPa99,sacks,0.0,,,,,
player,201011070buf,buf,PoluPa99,tackles_combined,10,,,,,
player,201011070buf,buf,PoluPa99,tackles_solo,6,,,,,
player,201011070buf,buf,PoluPa99,tackles_assists,4,,,,,
player,201011070buf,buf,PoluPa99,tackles_loss,0,,,,,
player,201011070buf,buf,PoluPa99,qb_hits,0,,,,,
player,201011070buf,buf,PoluPa99,fumbles_rec,0,,,,,
player,201011070buf,buf,PoluPa99,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,PoluPa99,fumbles_rec_td,0,,,,,
player,201011070buf,buf,PoluPa99,fumbles_forced,0,,,,,
player,201011070buf,buf,WhitDo20,def_int,0,,,,,
player,201011070buf,buf,WhitDo20,def_int_yds,0,,,,,
player,201011070buf,buf,WhitDo20,def_int_td,0,,,,,
player,201011070buf,buf,WhitDo20,def_int_long,0,,,,,
player,201011070buf,buf,WhitDo20,pass_defended,0,,,,,
player,201011070buf,buf,WhitDo20,sacks,0.0,,,,,
player,201011070buf,buf,WhitDo20,tackles_combined,8,,,,,
player,201011070buf,buf,WhitDo20,tackles_solo,7,,,,,
player,201011070buf,buf,WhitDo20,tackles_assists,1,,,,,
player,201011070buf,buf,WhitDo20,tackles_loss,0,,,,,
player,201011070buf,buf,WhitDo20,qb_hits,0,,,,,
player,201011070buf,buf,WhitDo20,fumbles_rec,0,,,,,
player,201011070buf,buf,WhitDo20,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,WhitDo20,fumbles_rec_td,0,,,,,
player,201011070buf,buf,WhitDo20,fumbles_forced,0,,,,,
player,201011070buf,buf,TorbRe20,def_int,0,,,,,
player,201011070buf,buf,TorbRe20,def_int_yds,0,,,,,
player,201011070buf,buf,TorbRe20,def_int_td,0,,,,,
player,201011070buf,buf,TorbRe20,def_int_long,0,,,,,
player,201011070buf,buf,TorbRe20,pass_defended,2,,,,,
player,201011070buf,buf,TorbRe20,sacks,0.0,,,,,
player,201011070buf,buf,TorbRe20,tackles_combined,6,,,,,
player,201011070buf,buf,TorbRe20,tackles_solo,3,,,,,
player,201011070buf,buf,TorbRe20,tackles_assists,3,,,,,
player,201011070buf,buf,TorbRe20,tackles_loss,0,,,,,
player,201011070buf,buf,TorbRe20,qb_hits,0,,,,,
player,201011070buf,buf,TorbRe20,fumbles_rec,0,,,,,
player,201011070buf,buf,TorbRe20,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,TorbRe20,fumbles_rec_td,0,,,,,
player,201011070buf,buf,TorbRe20,fumbles_forced,0,,,,,
player,201011070buf,buf,WillKy20,def_int,0,,,,,
player,201011070buf,buf,WillKy20,def_int_yds,0,,,,,
player,201011070buf,buf,WillKy20,def_int_td,0,,,,,
player,201011070buf,buf,WillKy20,def_int_long,0,,,,,
player,201011070buf,buf,WillKy20,pass_defended,0,,,,,
player,201011070buf,buf,WillKy20,sacks,0.0,,,,,
player,201011070buf,buf,WillKy20,tackles_combined,6,,,,,
player,201011070buf,buf,WillKy20,tackles_solo,4,,,,,
player,201011070buf,buf,WillKy20,tackles_assists,2,,,,,
player,201011070buf,buf,WillKy20,tackles_loss,1,,,,,
player,201011070buf,buf,WillKy20,qb_hits,1,,,,,
player,201011070buf,buf,WillKy20,fumbles_rec,0,,,,,
player,201011070buf,buf,WillKy20,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,WillKy20,fumbles_rec_td,0,,,,,
player,201011070buf,buf,WillKy20,fumbles_forced,0,,,,,
player,201011070buf,buf,McKeLe99,def_int,0,,,,,
player,201011070buf,buf,McKeLe99,def_int_yds,0,,,,,
player,201011070buf,buf,McKeLe99,def_int_td,0,,,,,
player,201011070buf,buf,McKeLe99,def_int_long,0,,,,,
player,201011070buf,buf,McKeLe99,pass_defended,1,,,,,
player,201011070buf,buf,McKeLe99,sacks,0.0,,,,,
player,201011070buf,buf,McKeLe99,tackles_combined,4,,,,,
player,201011070buf,buf,McKeLe99,tackles_solo,3,,,,,
player,201011070buf,buf,McKeLe99,tackles_assists,1,,,,,
player,201011070buf,buf,McKeLe99,tackles_loss,0,,,,,
player,201011070buf,buf,McKeLe99,qb_hits,0,,,,,
player,201011070buf,buf,McKeLe99,fumbles_rec,0,,,,,
player,201011070buf,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201011070buf,buf,McKeLe99,fumbles_forced,0,,,,,
player,201011070buf,buf,AyodAk20,def_int,0,,,,,
player,201011070buf,buf,AyodAk20,def_int_yds,0,,,,,
player,201011070buf,buf,AyodAk20,def_int_td,0,,,,,
player,201011070buf,buf,AyodAk20,def_int_long,0,,,,,
player,201011070buf,buf,AyodAk20,pass_defended,0,,,,,
player,201011070buf,buf,AyodAk20,sacks,0.0,,,,,
player,201011070buf,buf,AyodAk20,tackles_combined,3,,,,,
player,201011070buf,buf,AyodAk20,tackles_solo,2,,,,,
player,201011070buf,buf,AyodAk20,tackles_assists,1,,,,,
player,201011070buf,buf,AyodAk20,tackles_loss,1,,,,,
player,201011070buf,buf,AyodAk20,qb_hits,0,,,,,
player,201011070buf,buf,AyodAk20,fumbles_rec,0,,,,,
player,201011070buf,buf,AyodAk20,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,AyodAk20,fumbles_rec_td,0,,,,,
player,201011070buf,buf,AyodAk20,fumbles_forced,0,,,,,
player,201011070buf,buf,FlorDr20,def_int,0,,,,,
player,201011070buf,buf,FlorDr20,def_int_yds,0,,,,,
player,201011070buf,buf,FlorDr20,def_int_td,0,,,,,
player,201011070buf,buf,FlorDr20,def_int_long,0,,,,,
player,201011070buf,buf,FlorDr20,pass_defended,0,,,,,
player,201011070buf,buf,FlorDr20,sacks,0.0,,,,,
player,201011070buf,buf,FlorDr20,tackles_combined,3,,,,,
player,201011070buf,buf,FlorDr20,tackles_solo,2,,,,,
player,201011070buf,buf,FlorDr20,tackles_assists,1,,,,,
player,201011070buf,buf,FlorDr20,tackles_loss,1,,,,,
player,201011070buf,buf,FlorDr20,qb_hits,0,,,,,
player,201011070buf,buf,FlorDr20,fumbles_rec,0,,,,,
player,201011070buf,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201011070buf,buf,FlorDr20,fumbles_forced,0,,,,,
player,201011070buf,buf,MoatAr00,def_int,0,,,,,
player,201011070buf,buf,MoatAr00,def_int_yds,0,,,,,
player,201011070buf,buf,MoatAr00,def_int_td,0,,,,,
player,201011070buf,buf,MoatAr00,def_int_long,0,,,,,
player,201011070buf,buf,MoatAr00,pass_defended,0,,,,,
player,201011070buf,buf,MoatAr00,sacks,0.0,,,,,
player,201011070buf,buf,MoatAr00,tackles_combined,3,,,,,
player,201011070buf,buf,MoatAr00,tackles_solo,2,,,,,
player,201011070buf,buf,MoatAr00,tackles_assists,1,,,,,
player,201011070buf,buf,MoatAr00,tackles_loss,0,,,,,
player,201011070buf,buf,MoatAr00,qb_hits,0,,,,,
player,201011070buf,buf,MoatAr00,fumbles_rec,0,,,,,
player,201011070buf,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201011070buf,buf,MoatAr00,fumbles_forced,0,,,,,
player,201011070buf,buf,ColeAn01,def_int,0,,,,,
player,201011070buf,buf,ColeAn01,def_int_yds,0,,,,,
player,201011070buf,buf,ColeAn01,def_int_td,0,,,,,
player,201011070buf,buf,ColeAn01,def_int_long,0,,,,,
player,201011070buf,buf,ColeAn01,pass_defended,0,,,,,
player,201011070buf,buf,ColeAn01,sacks,0.0,,,,,
player,201011070buf,buf,ColeAn01,tackles_combined,2,,,,,
player,201011070buf,buf,ColeAn01,tackles_solo,1,,,,,
player,201011070buf,buf,ColeAn01,tackles_assists,1,,,,,
player,201011070buf,buf,ColeAn01,tackles_loss,0,,,,,
player,201011070buf,buf,ColeAn01,qb_hits,0,,,,,
player,201011070buf,buf,ColeAn01,fumbles_rec,0,,,,,
player,201011070buf,buf,ColeAn01,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,ColeAn01,fumbles_rec_td,0,,,,,
player,201011070buf,buf,ColeAn01,fumbles_forced,0,,,,,
player,201011070buf,buf,KelsCh21,def_int,0,,,,,
player,201011070buf,buf,KelsCh21,def_int_yds,0,,,,,
player,201011070buf,buf,KelsCh21,def_int_td,0,,,,,
player,201011070buf,buf,KelsCh21,def_int_long,0,,,,,
player,201011070buf,buf,KelsCh21,pass_defended,0,,,,,
player,201011070buf,buf,KelsCh21,sacks,0.0,,,,,
player,201011070buf,buf,KelsCh21,tackles_combined,2,,,,,
player,201011070buf,buf,KelsCh21,tackles_solo,1,,,,,
player,201011070buf,buf,KelsCh21,tackles_assists,1,,,,,
player,201011070buf,buf,KelsCh21,tackles_loss,0,,,,,
player,201011070buf,buf,KelsCh21,qb_hits,0,,,,,
player,201011070buf,buf,KelsCh21,fumbles_rec,0,,,,,
player,201011070buf,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201011070buf,buf,KelsCh21,fumbles_forced,0,,,,,
player,201011070buf,buf,ScotBr20,def_int,0,,,,,
player,201011070buf,buf,ScotBr20,def_int_yds,0,,,,,
player,201011070buf,buf,ScotBr20,def_int_td,0,,,,,
player,201011070buf,buf,ScotBr20,def_int_long,0,,,,,
player,201011070buf,buf,ScotBr20,pass_defended,2,,,,,
player,201011070buf,buf,ScotBr20,sacks,0.0,,,,,
player,201011070buf,buf,ScotBr20,tackles_combined,2,,,,,
player,201011070buf,buf,ScotBr20,tackles_solo,2,,,,,
player,201011070buf,buf,ScotBr20,tackles_assists,0,,,,,
player,201011070buf,buf,ScotBr20,tackles_loss,0,,,,,
player,201011070buf,buf,ScotBr20,qb_hits,0,,,,,
player,201011070buf,buf,ScotBr20,fumbles_rec,0,,,,,
player,201011070buf,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201011070buf,buf,ScotBr20,fumbles_forced,0,,,,,
player,201011070buf,buf,StroMa01,def_int,0,,,,,
player,201011070buf,buf,StroMa01,def_int_yds,0,,,,,
player,201011070buf,buf,StroMa01,def_int_td,0,,,,,
player,201011070buf,buf,StroMa01,def_int_long,0,,,,,
player,201011070buf,buf,StroMa01,pass_defended,1,,,,,
player,201011070buf,buf,StroMa01,sacks,0.0,,,,,
player,201011070buf,buf,StroMa01,tackles_combined,2,,,,,
player,201011070buf,buf,StroMa01,tackles_solo,1,,,,,
player,201011070buf,buf,StroMa01,tackles_assists,1,,,,,
player,201011070buf,buf,StroMa01,tackles_loss,1,,,,,
player,201011070buf,buf,StroMa01,qb_hits,0,,,,,
player,201011070buf,buf,StroMa01,fumbles_rec,0,,,,,
player,201011070buf,buf,StroMa01,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,StroMa01,fumbles_rec_td,0,,,,,
player,201011070buf,buf,StroMa01,fumbles_forced,0,,,,,
player,201011070buf,buf,CornRe99,def_int,0,,,,,
player,201011070buf,buf,CornRe99,def_int_yds,0,,,,,
player,201011070buf,buf,CornRe99,def_int_td,0,,,,,
player,201011070buf,buf,CornRe99,def_int_long,0,,,,,
player,201011070buf,buf,CornRe99,pass_defended,1,,,,,
player,201011070buf,buf,CornRe99,sacks,0.0,,,,,
player,201011070buf,buf,CornRe99,tackles_combined,1,,,,,
player,201011070buf,buf,CornRe99,tackles_solo,0,,,,,
player,201011070buf,buf,CornRe99,tackles_assists,1,,,,,
player,201011070buf,buf,CornRe99,tackles_loss,0,,,,,
player,201011070buf,buf,CornRe99,qb_hits,0,,,,,
player,201011070buf,buf,CornRe99,fumbles_rec,0,,,,,
player,201011070buf,buf,CornRe99,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,CornRe99,fumbles_rec_td,0,,,,,
player,201011070buf,buf,CornRe99,fumbles_forced,0,,,,,
player,201011070buf,buf,EdwaDw20,def_int,0,,,,,
player,201011070buf,buf,EdwaDw20,def_int_yds,0,,,,,
player,201011070buf,buf,EdwaDw20,def_int_td,0,,,,,
player,201011070buf,buf,EdwaDw20,def_int_long,0,,,,,
player,201011070buf,buf,EdwaDw20,pass_defended,0,,,,,
player,201011070buf,buf,EdwaDw20,sacks,0.0,,,,,
player,201011070buf,buf,EdwaDw20,tackles_combined,1,,,,,
player,201011070buf,buf,EdwaDw20,tackles_solo,1,,,,,
player,201011070buf,buf,EdwaDw20,tackles_assists,0,,,,,
player,201011070buf,buf,EdwaDw20,tackles_loss,0,,,,,
player,201011070buf,buf,EdwaDw20,qb_hits,0,,,,,
player,201011070buf,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201011070buf,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201011070buf,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201011070buf,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201011070buf,chi,HestDe99,kick_ret,0,,,,,
player,201011070buf,chi,HestDe99,kick_ret_yds,0,,,,,
player,201011070buf,chi,HestDe99,kick_ret_yds_per_ret,,,,,,
player,201011070buf,chi,HestDe99,kick_ret_td,0,,,,,
player,201011070buf,chi,HestDe99,kick_ret_long,0,,,,,
player,201011070buf,chi,HestDe99,punt_ret,1,,,,,
player,201011070buf,chi,HestDe99,punt_ret_yds,3,,,,,
player,201011070buf,chi,HestDe99,punt_ret_yds_per_ret,3.0,,,,,
player,201011070buf,chi,HestDe99,punt_ret_td,0,,,,,
player,201011070buf,chi,HestDe99,punt_ret_long,3,,,,,
player,201011070buf,chi,KnoxJo00,kick_ret,3,,,,,
player,201011070buf,chi,KnoxJo00,kick_ret_yds,69,,,,,
player,201011070buf,chi,KnoxJo00,kick_ret_yds_per_ret,23.0,,,,,
player,201011070buf,chi,KnoxJo00,kick_ret_td,0,,,,,
player,201011070buf,chi,KnoxJo00,kick_ret_long,27,,,,,
player,201011070buf,chi,KnoxJo00,punt_ret,0,,,,,
player,201011070buf,chi,KnoxJo00,punt_ret_yds,0,,,,,
player,201011070buf,chi,KnoxJo00,punt_ret_yds_per_ret,,,,,,
player,201011070buf,chi,KnoxJo00,punt_ret_td,0,,,,,
player,201011070buf,chi,KnoxJo00,punt_ret_long,0,,,,,
player,201011070buf,chi,MannDa21,kick_ret,1,,,,,
player,201011070buf,chi,MannDa21,kick_ret_yds,15,,,,,
player,201011070buf,chi,MannDa21,kick_ret_yds_per_ret,15.0,,,,,
