game,2010,4,20101003,201010030nyg,chi,"Chicago Bears",3,nyg,"New York Giants",17
player,201010030nyg,chi,TinoPi20,qb_hits,0,,,,,
player,201010030nyg,chi,TinoPi20,fumbles_rec,0,,,,,
player,201010030nyg,chi,TinoPi20,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,TinoPi20,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,TinoPi20,fumbles_forced,0,,,,,
player,201010030nyg,chi,HarrCh20,def_int,0,,,,,
player,201010030nyg,chi,HarrCh20,def_int_yds,0,,,,,
player,201010030nyg,chi,HarrCh20,def_int_td,0,,,,,
player,201010030nyg,chi,HarrCh20,def_int_long,0,,,,,
player,201010030nyg,chi,HarrCh20,pass_defended,0,,,,,
player,201010030nyg,chi,HarrCh20,sacks,0.0,,,,,
player,201010030nyg,chi,HarrCh20,tackles_combined,6,,,,,
player,201010030nyg,chi,HarrCh20,tackles_solo,3,,,,,
player,201010030nyg,chi,HarrCh20,tackles_assists,3,,,,,
player,201010030nyg,chi,HarrCh20,tackles_loss,0,,,,,
player,201010030nyg,chi,HarrCh20,qb_hits,0,,,,,
player,201010030nyg,chi,HarrCh20,fumbles_rec,1,,,,,
player,201010030nyg,chi,HarrCh20,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,HarrCh20,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,HarrCh20,fumbles_forced,0,,,,,
player,201010030nyg,chi,TillCh20,def_int,0,,,,,
player,201010030nyg,chi,TillCh20,def_int_yds,0,,,,,
player,201010030nyg,chi,TillCh20,def_int_td,0,,,,,
player,201010030nyg,chi,TillCh20,def_int_long,0,,,,,
player,201010030nyg,chi,TillCh20,pass_defended,2,,,,,
player,201010030nyg,chi,TillCh20,sacks,0.0,,,,,
player,201010030nyg,chi,TillCh20,tackles_combined,5,,,,,
player,201010030nyg,chi,TillCh20,tackles_solo,3,,,,,
player,201010030nyg,chi,TillCh20,tackles_assists,2,,,,,
player,201010030nyg,chi,TillCh20,tackles_loss,0,,,,,
player,201010030nyg,chi,TillCh20,qb_hits,0,,,,,
player,201010030nyg,chi,TillCh20,fumbles_rec,0,,,,,
player,201010030nyg,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,TillCh20,fumbles_forced,0,,,,,
player,201010030nyg,chi,UrlaBr00,def_int,0,,,,,
player,201010030nyg,chi,UrlaBr00,def_int_yds,0,,,,,
player,201010030nyg,chi,UrlaBr00,def_int_td,0,,,,,
player,201010030nyg,chi,UrlaBr00,def_int_long,0,,,,,
player,201010030nyg,chi,UrlaBr00,pass_defended,2,,,,,
player,201010030nyg,chi,UrlaBr00,sacks,0.0,,,,,
player,201010030nyg,chi,UrlaBr00,tackles_combined,5,,,,,
player,201010030nyg,chi,UrlaBr00,tackles_solo,4,,,,,
player,201010030nyg,chi,UrlaBr00,tackles_assists,1,,,,,
player,201010030nyg,chi,UrlaBr00,tackles_loss,1,,,,,
player,201010030nyg,chi,UrlaBr00,qb_hits,0,,,,,
player,201010030nyg,chi,UrlaBr00,fumbles_rec,1,,,,,
player,201010030nyg,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201010030nyg,chi,GrahCo99,def_int,0,,,,,
player,201010030nyg,chi,GrahCo99,def_int_yds,0,,,,,
player,201010030nyg,chi,GrahCo99,def_int_td,0,,,,,
player,201010030nyg,chi,GrahCo99,def_int_long,0,,,,,
player,201010030nyg,chi,GrahCo99,pass_defended,0,,,,,
player,201010030nyg,chi,GrahCo99,sacks,0.0,,,,,
player,201010030nyg,chi,GrahCo99,tackles_combined,4,,,,,
player,201010030nyg,chi,GrahCo99,tackles_solo,4,,,,,
player,201010030nyg,chi,GrahCo99,tackles_assists,0,,,,,
player,201010030nyg,chi,GrahCo99,tackles_loss,0,,,,,
player,201010030nyg,chi,GrahCo99,qb_hits,0,,,,,
player,201010030nyg,chi,GrahCo99,fumbles_rec,0,,,,,
player,201010030nyg,chi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,GrahCo99,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,GrahCo99,fumbles_forced,0,,,,,
player,201010030nyg,chi,AndeMa21,def_int,0,,,,,
player,201010030nyg,chi,AndeMa21,def_int_yds,0,,,,,
player,201010030nyg,chi,AndeMa21,def_int_td,0,,,,,
player,201010030nyg,chi,AndeMa21,def_int_long,0,,,,,
player,201010030nyg,chi,AndeMa21,pass_defended,0,,,,,
player,201010030nyg,chi,AndeMa21,sacks,0.0,,,,,
player,201010030nyg,chi,AndeMa21,tackles_combined,3,,,,,
player,201010030nyg,chi,AndeMa21,tackles_solo,3,,,,,
player,201010030nyg,chi,AndeMa21,tackles_assists,0,,,,,
player,201010030nyg,chi,AndeMa21,tackles_loss,0,,,,,
player,201010030nyg,chi,AndeMa21,qb_hits,0,,,,,
player,201010030nyg,chi,AndeMa21,fumbles_rec,0,,,,,
player,201010030nyg,chi,AndeMa21,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,AndeMa21,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,AndeMa21,fumbles_forced,0,,,,,
player,201010030nyg,chi,BowmZa20,def_int,0,,,,,
player,201010030nyg,chi,BowmZa20,def_int_yds,0,,,,,
player,201010030nyg,chi,BowmZa20,def_int_td,0,,,,,
player,201010030nyg,chi,BowmZa20,def_int_long,0,,,,,
player,201010030nyg,chi,BowmZa20,pass_defended,0,,,,,
player,201010030nyg,chi,BowmZa20,sacks,0.0,,,,,
player,201010030nyg,chi,BowmZa20,tackles_combined,3,,,,,
player,201010030nyg,chi,BowmZa20,tackles_solo,3,,,,,
player,201010030nyg,chi,BowmZa20,tackles_assists,0,,,,,
player,201010030nyg,chi,BowmZa20,tackles_loss,0,,,,,
player,201010030nyg,chi,BowmZa20,qb_hits,0,,,,,
player,201010030nyg,chi,BowmZa20,fumbles_rec,1,,,,,
player,201010030nyg,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,BowmZa20,fumbles_forced,1,,,,,
player,201010030nyg,chi,BrigLa99,def_int,0,,,,,
player,201010030nyg,chi,BrigLa99,def_int_yds,0,,,,,
player,201010030nyg,chi,BrigLa99,def_int_td,0,,,,,
player,201010030nyg,chi,BrigLa99,def_int_long,0,,,,,
player,201010030nyg,chi,BrigLa99,pass_defended,0,,,,,
player,201010030nyg,chi,BrigLa99,sacks,0.0,,,,,
player,201010030nyg,chi,BrigLa99,tackles_combined,3,,,,,
player,201010030nyg,chi,BrigLa99,tackles_solo,3,,,,,
player,201010030nyg,chi,BrigLa99,tackles_assists,0,,,,,
player,201010030nyg,chi,BrigLa99,tackles_loss,0,,,,,
player,201010030nyg,chi,BrigLa99,qb_hits,0,,,,,
player,201010030nyg,chi,BrigLa99,fumbles_rec,0,,,,,
player,201010030nyg,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,BrigLa99,fumbles_forced,0,,,,,
player,201010030nyg,chi,JennTi20,def_int,0,,,,,
player,201010030nyg,chi,JennTi20,def_int_yds,0,,,,,
player,201010030nyg,chi,JennTi20,def_int_td,0,,,,,
player,201010030nyg,chi,JennTi20,def_int_long,0,,,,,
player,201010030nyg,chi,JennTi20,pass_defended,2,,,,,
player,201010030nyg,chi,JennTi20,sacks,0.0,,,,,
player,201010030nyg,chi,JennTi20,tackles_combined,3,,,,,
player,201010030nyg,chi,JennTi20,tackles_solo,3,,,,,
player,201010030nyg,chi,JennTi20,tackles_assists,0,,,,,
player,201010030nyg,chi,JennTi20,tackles_loss,0,,,,,
player,201010030nyg,chi,JennTi20,qb_hits,0,,,,,
player,201010030nyg,chi,JennTi20,fumbles_rec,0,,,,,
player,201010030nyg,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,JennTi20,fumbles_forced,0,,,,,
player,201010030nyg,chi,MoorDJ99,def_int,0,,,,,
player,201010030nyg,chi,MoorDJ99,def_int_yds,0,,,,,
player,201010030nyg,chi,MoorDJ99,def_int_td,0,,,,,
player,201010030nyg,chi,MoorDJ99,def_int_long,0,,,,,
player,201010030nyg,chi,MoorDJ99,pass_defended,0,,,,,
player,201010030nyg,chi,MoorDJ99,sacks,0.0,,,,,
player,201010030nyg,chi,MoorDJ99,tackles_combined,3,,,,,
player,201010030nyg,chi,MoorDJ99,tackles_solo,3,,,,,
player,201010030nyg,chi,MoorDJ99,tackles_assists,0,,,,,
player,201010030nyg,chi,MoorDJ99,tackles_loss,1,,,,,
player,201010030nyg,chi,MoorDJ99,qb_hits,0,,,,,
player,201010030nyg,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201010030nyg,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201010030nyg,chi,ToeaMa99,def_int,0,,,,,
player,201010030nyg,chi,ToeaMa99,def_int_yds,0,,,,,
player,201010030nyg,chi,ToeaMa99,def_int_td,0,,,,,
player,201010030nyg,chi,ToeaMa99,def_int_long,0,,,,,
player,201010030nyg,chi,ToeaMa99,pass_defended,0,,,,,
player,201010030nyg,chi,ToeaMa99,sacks,0.0,,,,,
player,201010030nyg,chi,ToeaMa99,tackles_combined,3,,,,,
player,201010030nyg,chi,ToeaMa99,tackles_solo,2,,,,,
player,201010030nyg,chi,ToeaMa99,tackles_assists,1,,,,,
player,201010030nyg,chi,ToeaMa99,tackles_loss,0,,,,,
player,201010030nyg,chi,ToeaMa99,qb_hits,0,,,,,
player,201010030nyg,chi,ToeaMa99,fumbles_rec,0,,,,,
player,201010030nyg,chi,ToeaMa99,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,ToeaMa99,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,ToeaMa99,fumbles_forced,0,,,,,
player,201010030nyg,chi,WolfGa00,def_int,0,,,,,
player,201010030nyg,chi,WolfGa00,def_int_yds,0,,,,,
player,201010030nyg,chi,WolfGa00,def_int_td,0,,,,,
player,201010030nyg,chi,WolfGa00,def_int_long,0,,,,,
player,201010030nyg,chi,WolfGa00,pass_defended,0,,,,,
player,201010030nyg,chi,WolfGa00,sacks,0.0,,,,,
player,201010030nyg,chi,WolfGa00,tackles_combined,2,,,,,
player,201010030nyg,chi,WolfGa00,tackles_solo,1,,,,,
player,201010030nyg,chi,WolfGa00,tackles_assists,1,,,,,
player,201010030nyg,chi,WolfGa00,tackles_loss,0,,,,,
player,201010030nyg,chi,WolfGa00,qb_hits,0,,,,,
player,201010030nyg,chi,WolfGa00,fumbles_rec,0,,,,,
player,201010030nyg,chi,WolfGa00,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,WolfGa00,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,WolfGa00,fumbles_forced,0,,,,,
player,201010030nyg,chi,AdamAn20,def_int,0,,,,,
player,201010030nyg,chi,AdamAn20,def_int_yds,0,,,,,
player,201010030nyg,chi,AdamAn20,def_int_td,0,,,,,
player,201010030nyg,chi,AdamAn20,def_int_long,0,,,,,
player,201010030nyg,chi,AdamAn20,pass_defended,0,,,,,
player,201010030nyg,chi,AdamAn20,sacks,0.0,,,,,
player,201010030nyg,chi,AdamAn20,tackles_combined,1,,,,,
player,201010030nyg,chi,AdamAn20,tackles_solo,1,,,,,
player,201010030nyg,chi,AdamAn20,tackles_assists,0,,,,,
player,201010030nyg,chi,AdamAn20,tackles_loss,0,,,,,
player,201010030nyg,chi,AdamAn20,qb_hits,0,,,,,
player,201010030nyg,chi,AdamAn20,fumbles_rec,0,,,,,
player,201010030nyg,chi,AdamAn20,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,AdamAn20,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,AdamAn20,fumbles_forced,0,,,,,
player,201010030nyg,chi,HarrTo99,def_int,0,,,,,
player,201010030nyg,chi,HarrTo99,def_int_yds,0,,,,,
player,201010030nyg,chi,HarrTo99,def_int_td,0,,,,,
player,201010030nyg,chi,HarrTo99,def_int_long,0,,,,,
player,201010030nyg,chi,HarrTo99,pass_defended,0,,,,,
player,201010030nyg,chi,HarrTo99,sacks,0.0,,,,,
player,201010030nyg,chi,HarrTo99,tackles_combined,1,,,,,
player,201010030nyg,chi,HarrTo99,tackles_solo,0,,,,,
player,201010030nyg,chi,HarrTo99,tackles_assists,1,,,,,
player,201010030nyg,chi,HarrTo99,tackles_loss,0,,,,,
player,201010030nyg,chi,HarrTo99,qb_hits,0,,,,,
player,201010030nyg,chi,HarrTo99,fumbles_rec,0,,,,,
player,201010030nyg,chi,HarrTo99,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,HarrTo99,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,HarrTo99,fumbles_forced,0,,,,,
player,201010030nyg,chi,IwuhBr20,def_int,0,,,,,
player,201010030nyg,chi,IwuhBr20,def_int_yds,0,,,,,
player,201010030nyg,chi,IwuhBr20,def_int_td,0,,,,,
player,201010030nyg,chi,IwuhBr20,def_int_long,0,,,,,
player,201010030nyg,chi,IwuhBr20,pass_defended,0,,,,,
player,201010030nyg,chi,IwuhBr20,sacks,0.0,,,,,
player,201010030nyg,chi,IwuhBr20,tackles_combined,1,,,,,
player,201010030nyg,chi,IwuhBr20,tackles_solo,1,,,,,
player,201010030nyg,chi,IwuhBr20,tackles_assists,0,,,,,
player,201010030nyg,chi,IwuhBr20,tackles_loss,0,,,,,
player,201010030nyg,chi,IwuhBr20,qb_hits,0,,,,,
player,201010030nyg,chi,IwuhBr20,fumbles_rec,0,,,,,
player,201010030nyg,chi,IwuhBr20,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,IwuhBr20,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,IwuhBr20,fumbles_forced,0,,,,,
player,201010030nyg,chi,RoacNi99,def_int,0,,,,,
player,201010030nyg,chi,RoacNi99,def_int_yds,0,,,,,
player,201010030nyg,chi,RoacNi99,def_int_td,0,,,,,
player,201010030nyg,chi,RoacNi99,def_int_long,0,,,,,
player,201010030nyg,chi,RoacNi99,pass_defended,0,,,,,
player,201010030nyg,chi,RoacNi99,sacks,0.0,,,,,
player,201010030nyg,chi,RoacNi99,tackles_combined,1,,,,,
player,201010030nyg,chi,RoacNi99,tackles_solo,0,,,,,
player,201010030nyg,chi,RoacNi99,tackles_assists,1,,,,,
player,201010030nyg,chi,RoacNi99,tackles_loss,0,,,,,
player,201010030nyg,chi,RoacNi99,qb_hits,0,,,,,
player,201010030nyg,chi,RoacNi99,fumbles_rec,0,,,,,
player,201010030nyg,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201010030nyg,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201010030nyg,chi,RoacNi99,fumbles_forced,0,,,,,
player,201010030nyg,nyg,ThomTe99,def_int,1,,,,,
player,201010030nyg,nyg,ThomTe99,def_int_yds,1,,,,,
player,201010030nyg,nyg,ThomTe99,def_int_td,0,,,,,
player,201010030nyg,nyg,ThomTe99,def_int_long,1,,,,,
player,201010030nyg,nyg,ThomTe99,pass_defended,1,,,,,
player,201010030nyg,nyg,ThomTe99,sacks,0.0,,,,,
player,201010030nyg,nyg,ThomTe99,tackles_combined,6,,,,,
player,201010030nyg,nyg,ThomTe99,tackles_solo,6,,,,,
player,201010030nyg,nyg,ThomTe99,tackles_assists,0,,,,,
player,201010030nyg,nyg,ThomTe99,tackles_loss,0,,,,,
player,201010030nyg,nyg,ThomTe99,qb_hits,0,,,,,
player,201010030nyg,nyg,ThomTe99,fumbles_rec,0,,,,,
player,201010030nyg,nyg,ThomTe99,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,ThomTe99,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,ThomTe99,fumbles_forced,0,,,,,
player,201010030nyg,nyg,GranDe21,def_int,1,,,,,
player,201010030nyg,nyg,GranDe21,def_int_yds,0,,,,,
player,201010030nyg,nyg,GranDe21,def_int_td,0,,,,,
player,201010030nyg,nyg,GranDe21,def_int_long,0,,,,,
player,201010030nyg,nyg,GranDe21,pass_defended,1,,,,,
player,201010030nyg,nyg,GranDe21,sacks,0.0,,,,,
player,201010030nyg,nyg,GranDe21,tackles_combined,2,,,,,
player,201010030nyg,nyg,GranDe21,tackles_solo,2,,,,,
player,201010030nyg,nyg,GranDe21,tackles_assists,0,,,,,
player,201010030nyg,nyg,GranDe21,tackles_loss,0,,,,,
player,201010030nyg,nyg,GranDe21,qb_hits,0,,,,,
player,201010030nyg,nyg,GranDe21,fumbles_rec,1,,,,,
player,201010030nyg,nyg,GranDe21,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,GranDe21,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,GranDe21,fumbles_forced,0,,,,,
player,201010030nyg,nyg,TuckJu20,def_int,0,,,,,
player,201010030nyg,nyg,TuckJu20,def_int_yds,0,,,,,
player,201010030nyg,nyg,TuckJu20,def_int_td,0,,,,,
player,201010030nyg,nyg,TuckJu20,def_int_long,0,,,,,
player,201010030nyg,nyg,TuckJu20,pass_defended,0,,,,,
player,201010030nyg,nyg,TuckJu20,sacks,3.0,,,,,
player,201010030nyg,nyg,TuckJu20,tackles_combined,7,,,,,
player,201010030nyg,nyg,TuckJu20,tackles_solo,7,,,,,
player,201010030nyg,nyg,TuckJu20,tackles_assists,0,,,,,
player,201010030nyg,nyg,TuckJu20,tackles_loss,3,,,,,
player,201010030nyg,nyg,TuckJu20,qb_hits,3,,,,,
player,201010030nyg,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201010030nyg,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,TuckJu20,fumbles_forced,1,,,,,
player,201010030nyg,nyg,UmenOs99,def_int,0,,,,,
player,201010030nyg,nyg,UmenOs99,def_int_yds,0,,,,,
player,201010030nyg,nyg,UmenOs99,def_int_td,0,,,,,
player,201010030nyg,nyg,UmenOs99,def_int_long,0,,,,,
player,201010030nyg,nyg,UmenOs99,pass_defended,0,,,,,
player,201010030nyg,nyg,UmenOs99,sacks,3.0,,,,,
player,201010030nyg,nyg,UmenOs99,tackles_combined,4,,,,,
player,201010030nyg,nyg,UmenOs99,tackles_solo,3,,,,,
player,201010030nyg,nyg,UmenOs99,tackles_assists,1,,,,,
player,201010030nyg,nyg,UmenOs99,tackles_loss,1,,,,,
player,201010030nyg,nyg,UmenOs99,qb_hits,2,,,,,
player,201010030nyg,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201010030nyg,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,UmenOs99,fumbles_forced,2,,,,,
player,201010030nyg,nyg,CofiBa20,def_int,0,,,,,
player,201010030nyg,nyg,CofiBa20,def_int_yds,0,,,,,
player,201010030nyg,nyg,CofiBa20,def_int_td,0,,,,,
player,201010030nyg,nyg,CofiBa20,def_int_long,0,,,,,
player,201010030nyg,nyg,CofiBa20,pass_defended,0,,,,,
player,201010030nyg,nyg,CofiBa20,sacks,1.5,,,,,
player,201010030nyg,nyg,CofiBa20,tackles_combined,4,,,,,
player,201010030nyg,nyg,CofiBa20,tackles_solo,3,,,,,
player,201010030nyg,nyg,CofiBa20,tackles_assists,1,,,,,
player,201010030nyg,nyg,CofiBa20,tackles_loss,2,,,,,
player,201010030nyg,nyg,CofiBa20,qb_hits,2,,,,,
player,201010030nyg,nyg,CofiBa20,fumbles_rec,0,,,,,
player,201010030nyg,nyg,CofiBa20,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,CofiBa20,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,CofiBa20,fumbles_forced,0,,,,,
player,201010030nyg,nyg,CantCh21,def_int,0,,,,,
player,201010030nyg,nyg,CantCh21,def_int_yds,0,,,,,
player,201010030nyg,nyg,CantCh21,def_int_td,0,,,,,
player,201010030nyg,nyg,CantCh21,def_int_long,0,,,,,
player,201010030nyg,nyg,CantCh21,pass_defended,0,,,,,
player,201010030nyg,nyg,CantCh21,sacks,1.0,,,,,
player,201010030nyg,nyg,CantCh21,tackles_combined,5,,,,,
player,201010030nyg,nyg,CantCh21,tackles_solo,4,,,,,
player,201010030nyg,nyg,CantCh21,tackles_assists,1,,,,,
player,201010030nyg,nyg,CantCh21,tackles_loss,2,,,,,
player,201010030nyg,nyg,CantCh21,qb_hits,1,,,,,
player,201010030nyg,nyg,CantCh21,fumbles_rec,0,,,,,
player,201010030nyg,nyg,CantCh21,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,CantCh21,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,CantCh21,fumbles_forced,0,,,,,
player,201010030nyg,nyg,RossAa99,def_int,0,,,,,
player,201010030nyg,nyg,RossAa99,def_int_yds,0,,,,,
player,201010030nyg,nyg,RossAa99,def_int_td,0,,,,,
player,201010030nyg,nyg,RossAa99,def_int_long,0,,,,,
player,201010030nyg,nyg,RossAa99,pass_defended,0,,,,,
player,201010030nyg,nyg,RossAa99,sacks,1.0,,,,,
player,201010030nyg,nyg,RossAa99,tackles_combined,3,,,,,
player,201010030nyg,nyg,RossAa99,tackles_solo,3,,,,,
player,201010030nyg,nyg,RossAa99,tackles_assists,0,,,,,
player,201010030nyg,nyg,RossAa99,tackles_loss,1,,,,,
player,201010030nyg,nyg,RossAa99,qb_hits,2,,,,,
player,201010030nyg,nyg,RossAa99,fumbles_rec,0,,,,,
player,201010030nyg,nyg,RossAa99,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,RossAa99,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,RossAa99,fumbles_forced,0,,,,,
player,201010030nyg,nyg,GoffJo99,def_int,0,,,,,
player,201010030nyg,nyg,GoffJo99,def_int_yds,0,,,,,
player,201010030nyg,nyg,GoffJo99,def_int_td,0,,,,,
player,201010030nyg,nyg,GoffJo99,def_int_long,0,,,,,
player,201010030nyg,nyg,GoffJo99,pass_defended,0,,,,,
player,201010030nyg,nyg,GoffJo99,sacks,0.5,,,,,
player,201010030nyg,nyg,GoffJo99,tackles_combined,10,,,,,
player,201010030nyg,nyg,GoffJo99,tackles_solo,5,,,,,
player,201010030nyg,nyg,GoffJo99,tackles_assists,5,,,,,
player,201010030nyg,nyg,GoffJo99,tackles_loss,2,,,,,
player,201010030nyg,nyg,GoffJo99,qb_hits,0,,,,,
player,201010030nyg,nyg,GoffJo99,fumbles_rec,0,,,,,
player,201010030nyg,nyg,GoffJo99,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,GoffJo99,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,GoffJo99,fumbles_forced,0,,,,,
player,201010030nyg,nyg,PhilKe99,def_int,0,,,,,
player,201010030nyg,nyg,PhilKe99,def_int_yds,0,,,,,
player,201010030nyg,nyg,PhilKe99,def_int_td,0,,,,,
player,201010030nyg,nyg,PhilKe99,def_int_long,0,,,,,
player,201010030nyg,nyg,PhilKe99,pass_defended,0,,,,,
player,201010030nyg,nyg,PhilKe99,sacks,0.0,,,,,
player,201010030nyg,nyg,PhilKe99,tackles_combined,5,,,,,
player,201010030nyg,nyg,PhilKe99,tackles_solo,4,,,,,
player,201010030nyg,nyg,PhilKe99,tackles_assists,1,,,,,
player,201010030nyg,nyg,PhilKe99,tackles_loss,0,,,,,
player,201010030nyg,nyg,PhilKe99,qb_hits,0,,,,,
player,201010030nyg,nyg,PhilKe99,fumbles_rec,0,,,,,
player,201010030nyg,nyg,PhilKe99,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,PhilKe99,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,PhilKe99,fumbles_forced,0,,,,,
player,201010030nyg,nyg,WebsCo20,def_int,0,,,,,
player,201010030nyg,nyg,WebsCo20,def_int_yds,0,,,,,
player,201010030nyg,nyg,WebsCo20,def_int_td,0,,,,,
player,201010030nyg,nyg,WebsCo20,def_int_long,0,,,,,
player,201010030nyg,nyg,WebsCo20,pass_defended,1,,,,,
player,201010030nyg,nyg,WebsCo20,sacks,0.0,,,,,
player,201010030nyg,nyg,WebsCo20,tackles_combined,3,,,,,
player,201010030nyg,nyg,WebsCo20,tackles_solo,2,,,,,
player,201010030nyg,nyg,WebsCo20,tackles_assists,1,,,,,
player,201010030nyg,nyg,WebsCo20,tackles_loss,0,,,,,
player,201010030nyg,nyg,WebsCo20,qb_hits,0,,,,,
player,201010030nyg,nyg,WebsCo20,fumbles_rec,0,,,,,
player,201010030nyg,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201010030nyg,nyg,BoleMi20,def_int,0,,,,,
player,201010030nyg,nyg,BoleMi20,def_int_yds,0,,,,,
player,201010030nyg,nyg,BoleMi20,def_int_td,0,,,,,
player,201010030nyg,nyg,BoleMi20,def_int_long,0,,,,,
player,201010030nyg,nyg,BoleMi20,pass_defended,0,,,,,
player,201010030nyg,nyg,BoleMi20,sacks,0.0,,,,,
player,201010030nyg,nyg,BoleMi20,tackles_combined,2,,,,,
player,201010030nyg,nyg,BoleMi20,tackles_solo,1,,,,,
player,201010030nyg,nyg,BoleMi20,tackles_assists,1,,,,,
player,201010030nyg,nyg,BoleMi20,tackles_loss,0,,,,,
player,201010030nyg,nyg,BoleMi20,qb_hits,1,,,,,
player,201010030nyg,nyg,BoleMi20,fumbles_rec,0,,,,,
player,201010030nyg,nyg,BoleMi20,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,BoleMi20,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,BoleMi20,fumbles_forced,0,,,,,
player,201010030nyg,nyg,RollAn20,def_int,0,,,,,
player,201010030nyg,nyg,RollAn20,def_int_yds,0,,,,,
player,201010030nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201010030nyg,nyg,RollAn20,def_int_long,0,,,,,
player,201010030nyg,nyg,RollAn20,pass_defended,0,,,,,
player,201010030nyg,nyg,RollAn20,sacks,0.0,,,,,
player,201010030nyg,nyg,RollAn20,tackles_combined,2,,,,,
player,201010030nyg,nyg,RollAn20,tackles_solo,2,,,,,
player,201010030nyg,nyg,RollAn20,tackles_assists,0,,,,,
player,201010030nyg,nyg,RollAn20,tackles_loss,0,,,,,
player,201010030nyg,nyg,RollAn20,qb_hits,0,,,,,
player,201010030nyg,nyg,RollAn20,fumbles_rec,0,,,,,
player,201010030nyg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201010030nyg,nyg,BlacCh21,def_int,0,,,,,
player,201010030nyg,nyg,BlacCh21,def_int_yds,0,,,,,
player,201010030nyg,nyg,BlacCh21,def_int_td,0,,,,,
player,201010030nyg,nyg,BlacCh21,def_int_long,0,,,,,
player,201010030nyg,nyg,BlacCh21,pass_defended,0,,,,,
player,201010030nyg,nyg,BlacCh21,sacks,0.0,,,,,
player,201010030nyg,nyg,BlacCh21,tackles_combined,1,,,,,
