game,2010,2,20100919,201009190cin,rav,"Baltimore Ravens",10,cin,"Cincinnati Bengals",15
team,201009190cin,rav,First Downs,14,,,,,,
team,201009190cin,cin,First Downs,14,,,,,,
team,201009190cin,rav,Rush-Yds-TDs,23-109-0,,,,,,
team,201009190cin,cin,Rush-Yds-TDs,31-94-0,,,,,,
team,201009190cin,rav,Cmp-Att-Yd-TD-INT,17-39-154-1-4,,,,,,
team,201009190cin,cin,Cmp-Att-Yd-TD-INT,16-35-167-0-0,,,,,,
team,201009190cin,rav,Sacked-Yards,1-4,,,,,,
team,201009190cin,cin,Sacked-Yards,1-8,,,,,,
team,201009190cin,rav,Net Pass Yards,150,,,,,,
team,201009190cin,cin,Net Pass Yards,159,,,,,,
team,201009190cin,rav,Total Yards,259,,,,,,
team,201009190cin,cin,Total Yards,253,,,,,,
team,201009190cin,rav,Fumbles-Lost,1-0,,,,,,
team,201009190cin,cin,Fumbles-Lost,1-0,,,,,,
team,201009190cin,rav,Turnovers,4,,,,,,
team,201009190cin,cin,Turnovers,0,,,,,,
team,201009190cin,rav,Penalties-Yards,5-45,,,,,,
team,201009190cin,cin,Penalties-Yards,9-56,,,,,,
team,201009190cin,rav,Third Down Conv.,4-15,,,,,,
team,201009190cin,cin,Third Down Conv.,3-18,,,,,,
team,201009190cin,rav,Fourth Down Conv.,0-1,,,,,,
team,201009190cin,cin,Fourth Down Conv.,0-0,,,,,,
team,201009190cin,rav,Time of Possession,25:44,,,,,,
team,201009190cin,cin,Time of Possession,34:16,,,,,,
player,201009190cin,rav,FlacJo00,pass_cmp,17,,,,,
player,201009190cin,rav,FlacJo00,pass_att,39,,,,,
player,201009190cin,rav,FlacJo00,pass_yds,154,,,,,
player,201009190cin,rav,FlacJo00,pass_td,1,,,,,
player,201009190cin,rav,FlacJo00,pass_int,4,,,,,
player,201009190cin,rav,FlacJo00,pass_sacked,1,,,,,
player,201009190cin,rav,FlacJo00,pass_sacked_yds,4,,,,,
player,201009190cin,rav,FlacJo00,pass_long,31,,,,,
player,201009190cin,rav,FlacJo00,pass_rating,23.8,,,,,
player,201009190cin,rav,FlacJo00,rush_att,3,,,,,
player,201009190cin,rav,FlacJo00,rush_yds,9,,,,,
player,201009190cin,rav,FlacJo00,rush_td,0,,,,,
player,201009190cin,rav,FlacJo00,rush_long,8,,,,,
player,201009190cin,rav,FlacJo00,targets,0,,,,,
player,201009190cin,rav,FlacJo00,rec,0,,,,,
player,201009190cin,rav,FlacJo00,rec_yds,0,,,,,
player,201009190cin,rav,FlacJo00,rec_td,0,,,,,
player,201009190cin,rav,FlacJo00,rec_long,0,,,,,
player,201009190cin,rav,FlacJo00,fumbles,0,,,,,
player,201009190cin,rav,FlacJo00,fumbles_lost,,,,,,
player,201009190cin,rav,RiceRa00,pass_cmp,0,,,,,
player,201009190cin,rav,RiceRa00,pass_att,0,,,,,
player,201009190cin,rav,RiceRa00,pass_yds,0,,,,,
player,201009190cin,rav,RiceRa00,pass_td,0,,,,,
player,201009190cin,rav,RiceRa00,pass_int,0,,,,,
player,201009190cin,rav,RiceRa00,pass_sacked,,,,,,
player,201009190cin,rav,RiceRa00,pass_sacked_yds,,,,,,
player,201009190cin,rav,RiceRa00,pass_long,0,,,,,
player,201009190cin,rav,RiceRa00,pass_rating,,,,,,
player,201009190cin,rav,RiceRa00,rush_att,16,,,,,
player,201009190cin,rav,RiceRa00,rush_yds,87,,,,,
player,201009190cin,rav,RiceRa00,rush_td,0,,,,,
player,201009190cin,rav,RiceRa00,rush_long,30,,,,,
player,201009190cin,rav,RiceRa00,targets,6,,,,,
player,201009190cin,rav,RiceRa00,rec,4,,,,,
player,201009190cin,rav,RiceRa00,rec_yds,30,,,,,
player,201009190cin,rav,RiceRa00,rec_td,0,,,,,
player,201009190cin,rav,RiceRa00,rec_long,19,,,,,
player,201009190cin,rav,RiceRa00,fumbles,0,,,,,
player,201009190cin,rav,RiceRa00,fumbles_lost,,,,,,
player,201009190cin,rav,McGaWi00,pass_cmp,0,,,,,
player,201009190cin,rav,McGaWi00,pass_att,0,,,,,
player,201009190cin,rav,McGaWi00,pass_yds,0,,,,,
player,201009190cin,rav,McGaWi00,pass_td,0,,,,,
player,201009190cin,rav,McGaWi00,pass_int,0,,,,,
player,201009190cin,rav,McGaWi00,pass_sacked,,,,,,
player,201009190cin,rav,McGaWi00,pass_sacked_yds,,,,,,
player,201009190cin,rav,McGaWi00,pass_long,0,,,,,
player,201009190cin,rav,McGaWi00,pass_rating,,,,,,
player,201009190cin,rav,McGaWi00,rush_att,3,,,,,
player,201009190cin,rav,McGaWi00,rush_yds,10,,,,,
player,201009190cin,rav,McGaWi00,rush_td,0,,,,,
player,201009190cin,rav,McGaWi00,rush_long,6,,,,,
player,201009190cin,rav,McGaWi00,targets,1,,,,,
player,201009190cin,rav,McGaWi00,rec,0,,,,,
player,201009190cin,rav,McGaWi00,rec_yds,0,,,,,
player,201009190cin,rav,McGaWi00,rec_td,0,,,,,
player,201009190cin,rav,McGaWi00,rec_long,0,,,,,
player,201009190cin,rav,McGaWi00,fumbles,0,,,,,
player,201009190cin,rav,McGaWi00,fumbles_lost,,,,,,
player,201009190cin,rav,McClLe00,pass_cmp,0,,,,,
player,201009190cin,rav,McClLe00,pass_att,0,,,,,
player,201009190cin,rav,McClLe00,pass_yds,0,,,,,
player,201009190cin,rav,McClLe00,pass_td,0,,,,,
player,201009190cin,rav,McClLe00,pass_int,0,,,,,
player,201009190cin,rav,McClLe00,pass_sacked,,,,,,
player,201009190cin,rav,McClLe00,pass_sacked_yds,,,,,,
player,201009190cin,rav,McClLe00,pass_long,0,,,,,
player,201009190cin,rav,McClLe00,pass_rating,,,,,,
