game,2010,15,20101219,201012190cin,cle,"Cleveland Browns",17,cin,"Cincinnati Bengals",19
player,201012190cin,cle,RothMa20,def_int_long,0,,,,,
player,201012190cin,cle,RothMa20,pass_defended,0,,,,,
player,201012190cin,cle,RothMa20,sacks,0.0,,,,,
player,201012190cin,cle,RothMa20,tackles_combined,9,,,,,
player,201012190cin,cle,RothMa20,tackles_solo,4,,,,,
player,201012190cin,cle,RothMa20,tackles_assists,5,,,,,
player,201012190cin,cle,RothMa20,tackles_loss,0,,,,,
player,201012190cin,cle,RothMa20,qb_hits,0,,,,,
player,201012190cin,cle,RothMa20,fumbles_rec,0,,,,,
player,201012190cin,cle,RothMa20,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,RothMa20,fumbles_rec_td,0,,,,,
player,201012190cin,cle,RothMa20,fumbles_forced,0,,,,,
player,201012190cin,cle,HadeJo99,def_int,0,,,,,
player,201012190cin,cle,HadeJo99,def_int_yds,0,,,,,
player,201012190cin,cle,HadeJo99,def_int_td,0,,,,,
player,201012190cin,cle,HadeJo99,def_int_long,0,,,,,
player,201012190cin,cle,HadeJo99,pass_defended,0,,,,,
player,201012190cin,cle,HadeJo99,sacks,0.0,,,,,
player,201012190cin,cle,HadeJo99,tackles_combined,8,,,,,
player,201012190cin,cle,HadeJo99,tackles_solo,7,,,,,
player,201012190cin,cle,HadeJo99,tackles_assists,1,,,,,
player,201012190cin,cle,HadeJo99,tackles_loss,0,,,,,
player,201012190cin,cle,HadeJo99,qb_hits,0,,,,,
player,201012190cin,cle,HadeJo99,fumbles_rec,0,,,,,
player,201012190cin,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201012190cin,cle,HadeJo99,fumbles_forced,0,,,,,
player,201012190cin,cle,BrowSh20,def_int,0,,,,,
player,201012190cin,cle,BrowSh20,def_int_yds,0,,,,,
player,201012190cin,cle,BrowSh20,def_int_td,0,,,,,
player,201012190cin,cle,BrowSh20,def_int_long,0,,,,,
player,201012190cin,cle,BrowSh20,pass_defended,1,,,,,
player,201012190cin,cle,BrowSh20,sacks,0.0,,,,,
player,201012190cin,cle,BrowSh20,tackles_combined,5,,,,,
player,201012190cin,cle,BrowSh20,tackles_solo,3,,,,,
player,201012190cin,cle,BrowSh20,tackles_assists,2,,,,,
player,201012190cin,cle,BrowSh20,tackles_loss,0,,,,,
player,201012190cin,cle,BrowSh20,qb_hits,0,,,,,
player,201012190cin,cle,BrowSh20,fumbles_rec,0,,,,,
player,201012190cin,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201012190cin,cle,BrowSh20,fumbles_forced,0,,,,,
player,201012190cin,cle,BoweDa20,def_int,0,,,,,
player,201012190cin,cle,BoweDa20,def_int_yds,0,,,,,
player,201012190cin,cle,BoweDa20,def_int_td,0,,,,,
player,201012190cin,cle,BoweDa20,def_int_long,0,,,,,
player,201012190cin,cle,BoweDa20,pass_defended,0,,,,,
player,201012190cin,cle,BoweDa20,sacks,0.0,,,,,
player,201012190cin,cle,BoweDa20,tackles_combined,4,,,,,
player,201012190cin,cle,BoweDa20,tackles_solo,0,,,,,
player,201012190cin,cle,BoweDa20,tackles_assists,4,,,,,
player,201012190cin,cle,BoweDa20,tackles_loss,0,,,,,
player,201012190cin,cle,BoweDa20,qb_hits,0,,,,,
player,201012190cin,cle,BoweDa20,fumbles_rec,0,,,,,
player,201012190cin,cle,BoweDa20,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,BoweDa20,fumbles_rec_td,0,,,,,
player,201012190cin,cle,BoweDa20,fumbles_forced,0,,,,,
player,201012190cin,cle,TrusJa99,def_int,0,,,,,
player,201012190cin,cle,TrusJa99,def_int_yds,0,,,,,
player,201012190cin,cle,TrusJa99,def_int_td,0,,,,,
player,201012190cin,cle,TrusJa99,def_int_long,0,,,,,
player,201012190cin,cle,TrusJa99,pass_defended,0,,,,,
player,201012190cin,cle,TrusJa99,sacks,0.0,,,,,
player,201012190cin,cle,TrusJa99,tackles_combined,4,,,,,
player,201012190cin,cle,TrusJa99,tackles_solo,3,,,,,
player,201012190cin,cle,TrusJa99,tackles_assists,1,,,,,
player,201012190cin,cle,TrusJa99,tackles_loss,0,,,,,
player,201012190cin,cle,TrusJa99,qb_hits,0,,,,,
player,201012190cin,cle,TrusJa99,fumbles_rec,0,,,,,
player,201012190cin,cle,TrusJa99,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,TrusJa99,fumbles_rec_td,0,,,,,
player,201012190cin,cle,TrusJa99,fumbles_forced,0,,,,,
player,201012190cin,cle,AdamMi21,def_int,0,,,,,
player,201012190cin,cle,AdamMi21,def_int_yds,0,,,,,
player,201012190cin,cle,AdamMi21,def_int_td,0,,,,,
player,201012190cin,cle,AdamMi21,def_int_long,0,,,,,
player,201012190cin,cle,AdamMi21,pass_defended,0,,,,,
player,201012190cin,cle,AdamMi21,sacks,0.0,,,,,
player,201012190cin,cle,AdamMi21,tackles_combined,3,,,,,
player,201012190cin,cle,AdamMi21,tackles_solo,1,,,,,
player,201012190cin,cle,AdamMi21,tackles_assists,2,,,,,
player,201012190cin,cle,AdamMi21,tackles_loss,0,,,,,
player,201012190cin,cle,AdamMi21,qb_hits,0,,,,,
player,201012190cin,cle,AdamMi21,fumbles_rec,0,,,,,
player,201012190cin,cle,AdamMi21,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,AdamMi21,fumbles_rec_td,0,,,,,
player,201012190cin,cle,AdamMi21,fumbles_forced,0,,,,,
player,201012190cin,cle,ElamAb20,def_int,0,,,,,
player,201012190cin,cle,ElamAb20,def_int_yds,0,,,,,
player,201012190cin,cle,ElamAb20,def_int_td,0,,,,,
player,201012190cin,cle,ElamAb20,def_int_long,0,,,,,
player,201012190cin,cle,ElamAb20,pass_defended,1,,,,,
player,201012190cin,cle,ElamAb20,sacks,0.0,,,,,
player,201012190cin,cle,ElamAb20,tackles_combined,3,,,,,
player,201012190cin,cle,ElamAb20,tackles_solo,3,,,,,
player,201012190cin,cle,ElamAb20,tackles_assists,0,,,,,
player,201012190cin,cle,ElamAb20,tackles_loss,0,,,,,
player,201012190cin,cle,ElamAb20,qb_hits,0,,,,,
player,201012190cin,cle,ElamAb20,fumbles_rec,0,,,,,
player,201012190cin,cle,ElamAb20,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,ElamAb20,fumbles_rec_td,0,,,,,
player,201012190cin,cle,ElamAb20,fumbles_forced,0,,,,,
player,201012190cin,cle,GocoCh99,def_int,0,,,,,
player,201012190cin,cle,GocoCh99,def_int_yds,0,,,,,
player,201012190cin,cle,GocoCh99,def_int_td,0,,,,,
player,201012190cin,cle,GocoCh99,def_int_long,0,,,,,
player,201012190cin,cle,GocoCh99,pass_defended,0,,,,,
player,201012190cin,cle,GocoCh99,sacks,0.0,,,,,
player,201012190cin,cle,GocoCh99,tackles_combined,3,,,,,
player,201012190cin,cle,GocoCh99,tackles_solo,1,,,,,
player,201012190cin,cle,GocoCh99,tackles_assists,2,,,,,
player,201012190cin,cle,GocoCh99,tackles_loss,0,,,,,
player,201012190cin,cle,GocoCh99,qb_hits,0,,,,,
player,201012190cin,cle,GocoCh99,fumbles_rec,0,,,,,
player,201012190cin,cle,GocoCh99,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,GocoCh99,fumbles_rec_td,0,,,,,
player,201012190cin,cle,GocoCh99,fumbles_forced,0,,,,,
player,201012190cin,cle,BartEr20,def_int,0,,,,,
player,201012190cin,cle,BartEr20,def_int_yds,0,,,,,
player,201012190cin,cle,BartEr20,def_int_td,0,,,,,
player,201012190cin,cle,BartEr20,def_int_long,0,,,,,
player,201012190cin,cle,BartEr20,pass_defended,0,,,,,
player,201012190cin,cle,BartEr20,sacks,0.0,,,,,
player,201012190cin,cle,BartEr20,tackles_combined,2,,,,,
player,201012190cin,cle,BartEr20,tackles_solo,0,,,,,
player,201012190cin,cle,BartEr20,tackles_assists,2,,,,,
player,201012190cin,cle,BartEr20,tackles_loss,0,,,,,
player,201012190cin,cle,BartEr20,qb_hits,0,,,,,
player,201012190cin,cle,BartEr20,fumbles_rec,0,,,,,
player,201012190cin,cle,BartEr20,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,BartEr20,fumbles_rec_td,0,,,,,
player,201012190cin,cle,BartEr20,fumbles_forced,0,,,,,
player,201012190cin,cle,AlexEr20,def_int,0,,,,,
player,201012190cin,cle,AlexEr20,def_int_yds,0,,,,,
player,201012190cin,cle,AlexEr20,def_int_td,0,,,,,
player,201012190cin,cle,AlexEr20,def_int_long,0,,,,,
player,201012190cin,cle,AlexEr20,pass_defended,0,,,,,
player,201012190cin,cle,AlexEr20,sacks,0.0,,,,,
player,201012190cin,cle,AlexEr20,tackles_combined,1,,,,,
player,201012190cin,cle,AlexEr20,tackles_solo,0,,,,,
player,201012190cin,cle,AlexEr20,tackles_assists,1,,,,,
player,201012190cin,cle,AlexEr20,tackles_loss,0,,,,,
player,201012190cin,cle,AlexEr20,qb_hits,0,,,,,
player,201012190cin,cle,AlexEr20,fumbles_rec,0,,,,,
player,201012190cin,cle,AlexEr20,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,AlexEr20,fumbles_rec_td,0,,,,,
player,201012190cin,cle,AlexEr20,fumbles_forced,0,,,,,
player,201012190cin,cle,BenaMa00,def_int,0,,,,,
player,201012190cin,cle,BenaMa00,def_int_yds,0,,,,,
player,201012190cin,cle,BenaMa00,def_int_td,0,,,,,
player,201012190cin,cle,BenaMa00,def_int_long,0,,,,,
player,201012190cin,cle,BenaMa00,pass_defended,0,,,,,
player,201012190cin,cle,BenaMa00,sacks,0.0,,,,,
player,201012190cin,cle,BenaMa00,tackles_combined,1,,,,,
player,201012190cin,cle,BenaMa00,tackles_solo,0,,,,,
player,201012190cin,cle,BenaMa00,tackles_assists,1,,,,,
player,201012190cin,cle,BenaMa00,tackles_loss,0,,,,,
player,201012190cin,cle,BenaMa00,qb_hits,0,,,,,
player,201012190cin,cle,BenaMa00,fumbles_rec,0,,,,,
player,201012190cin,cle,BenaMa00,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,BenaMa00,fumbles_rec_td,0,,,,,
player,201012190cin,cle,BenaMa00,fumbles_forced,0,,,,,
player,201012190cin,cle,BrowTi20,def_int,0,,,,,
player,201012190cin,cle,BrowTi20,def_int_yds,0,,,,,
player,201012190cin,cle,BrowTi20,def_int_td,0,,,,,
player,201012190cin,cle,BrowTi20,def_int_long,0,,,,,
player,201012190cin,cle,BrowTi20,pass_defended,0,,,,,
player,201012190cin,cle,BrowTi20,sacks,0.0,,,,,
player,201012190cin,cle,BrowTi20,tackles_combined,1,,,,,
player,201012190cin,cle,BrowTi20,tackles_solo,0,,,,,
player,201012190cin,cle,BrowTi20,tackles_assists,1,,,,,
player,201012190cin,cle,BrowTi20,tackles_loss,0,,,,,
player,201012190cin,cle,BrowTi20,qb_hits,0,,,,,
player,201012190cin,cle,BrowTi20,fumbles_rec,0,,,,,
player,201012190cin,cle,BrowTi20,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,BrowTi20,fumbles_rec_td,0,,,,,
player,201012190cin,cle,BrowTi20,fumbles_forced,0,,,,,
player,201012190cin,cle,PiscSa99,def_int,0,,,,,
player,201012190cin,cle,PiscSa99,def_int_yds,0,,,,,
player,201012190cin,cle,PiscSa99,def_int_td,0,,,,,
player,201012190cin,cle,PiscSa99,def_int_long,0,,,,,
player,201012190cin,cle,PiscSa99,pass_defended,0,,,,,
player,201012190cin,cle,PiscSa99,sacks,0.0,,,,,
player,201012190cin,cle,PiscSa99,tackles_combined,1,,,,,
player,201012190cin,cle,PiscSa99,tackles_solo,0,,,,,
player,201012190cin,cle,PiscSa99,tackles_assists,1,,,,,
player,201012190cin,cle,PiscSa99,tackles_loss,0,,,,,
player,201012190cin,cle,PiscSa99,qb_hits,0,,,,,
player,201012190cin,cle,PiscSa99,fumbles_rec,0,,,,,
player,201012190cin,cle,PiscSa99,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,PiscSa99,fumbles_rec_td,0,,,,,
player,201012190cin,cle,PiscSa99,fumbles_forced,0,,,,,
player,201012190cin,cle,RobiDe21,def_int,0,,,,,
player,201012190cin,cle,RobiDe21,def_int_yds,0,,,,,
player,201012190cin,cle,RobiDe21,def_int_td,0,,,,,
player,201012190cin,cle,RobiDe21,def_int_long,0,,,,,
player,201012190cin,cle,RobiDe21,pass_defended,0,,,,,
player,201012190cin,cle,RobiDe21,sacks,0.0,,,,,
player,201012190cin,cle,RobiDe21,tackles_combined,1,,,,,
player,201012190cin,cle,RobiDe21,tackles_solo,1,,,,,
player,201012190cin,cle,RobiDe21,tackles_assists,0,,,,,
player,201012190cin,cle,RobiDe21,tackles_loss,0,,,,,
player,201012190cin,cle,RobiDe21,qb_hits,0,,,,,
player,201012190cin,cle,RobiDe21,fumbles_rec,0,,,,,
player,201012190cin,cle,RobiDe21,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,RobiDe21,fumbles_rec_td,0,,,,,
player,201012190cin,cle,RobiDe21,fumbles_forced,0,,,,,
player,201012190cin,cle,SchaBr00,def_int,0,,,,,
player,201012190cin,cle,SchaBr00,def_int_yds,0,,,,,
player,201012190cin,cle,SchaBr00,def_int_td,0,,,,,
player,201012190cin,cle,SchaBr00,def_int_long,0,,,,,
player,201012190cin,cle,SchaBr00,pass_defended,0,,,,,
player,201012190cin,cle,SchaBr00,sacks,0.0,,,,,
player,201012190cin,cle,SchaBr00,tackles_combined,1,,,,,
player,201012190cin,cle,SchaBr00,tackles_solo,1,,,,,
player,201012190cin,cle,SchaBr00,tackles_assists,0,,,,,
player,201012190cin,cle,SchaBr00,tackles_loss,0,,,,,
player,201012190cin,cle,SchaBr00,qb_hits,0,,,,,
player,201012190cin,cle,SchaBr00,fumbles_rec,0,,,,,
player,201012190cin,cle,SchaBr00,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,SchaBr00,fumbles_rec_td,0,,,,,
player,201012190cin,cle,SchaBr00,fumbles_forced,0,,,,,
player,201012190cin,cle,SoreNi20,def_int,0,,,,,
player,201012190cin,cle,SoreNi20,def_int_yds,0,,,,,
player,201012190cin,cle,SoreNi20,def_int_td,0,,,,,
player,201012190cin,cle,SoreNi20,def_int_long,0,,,,,
player,201012190cin,cle,SoreNi20,pass_defended,0,,,,,
player,201012190cin,cle,SoreNi20,sacks,0.0,,,,,
player,201012190cin,cle,SoreNi20,tackles_combined,1,,,,,
player,201012190cin,cle,SoreNi20,tackles_solo,0,,,,,
player,201012190cin,cle,SoreNi20,tackles_assists,1,,,,,
player,201012190cin,cle,SoreNi20,tackles_loss,0,,,,,
player,201012190cin,cle,SoreNi20,qb_hits,0,,,,,
player,201012190cin,cle,SoreNi20,fumbles_rec,0,,,,,
player,201012190cin,cle,SoreNi20,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,SoreNi20,fumbles_rec_td,0,,,,,
player,201012190cin,cle,SoreNi20,fumbles_forced,0,,,,,
player,201012190cin,cle,WrigEr99,def_int,0,,,,,
player,201012190cin,cle,WrigEr99,def_int_yds,0,,,,,
player,201012190cin,cle,WrigEr99,def_int_td,0,,,,,
player,201012190cin,cle,WrigEr99,def_int_long,0,,,,,
player,201012190cin,cle,WrigEr99,pass_defended,0,,,,,
player,201012190cin,cle,WrigEr99,sacks,0.0,,,,,
player,201012190cin,cle,WrigEr99,tackles_combined,1,,,,,
player,201012190cin,cle,WrigEr99,tackles_solo,1,,,,,
player,201012190cin,cle,WrigEr99,tackles_assists,0,,,,,
player,201012190cin,cle,WrigEr99,tackles_loss,0,,,,,
player,201012190cin,cle,WrigEr99,qb_hits,1,,,,,
player,201012190cin,cle,WrigEr99,fumbles_rec,0,,,,,
player,201012190cin,cle,WrigEr99,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,WrigEr99,fumbles_rec_td,0,,,,,
player,201012190cin,cle,WrigEr99,fumbles_forced,0,,,,,
player,201012190cin,cle,CribJo01,def_int,0,,,,,
player,201012190cin,cle,CribJo01,def_int_yds,0,,,,,
player,201012190cin,cle,CribJo01,def_int_td,0,,,,,
player,201012190cin,cle,CribJo01,def_int_long,0,,,,,
player,201012190cin,cle,CribJo01,pass_defended,0,,,,,
player,201012190cin,cle,CribJo01,sacks,0.0,,,,,
player,201012190cin,cle,CribJo01,tackles_combined,0,,,,,
player,201012190cin,cle,CribJo01,tackles_solo,0,,,,,
player,201012190cin,cle,CribJo01,tackles_assists,0,,,,,
player,201012190cin,cle,CribJo01,tackles_loss,0,,,,,
player,201012190cin,cle,CribJo01,qb_hits,0,,,,,
player,201012190cin,cle,CribJo01,fumbles_rec,1,,,,,
player,201012190cin,cle,CribJo01,fumbles_rec_yds,0,,,,,
player,201012190cin,cle,CribJo01,fumbles_rec_td,0,,,,,
player,201012190cin,cle,CribJo01,fumbles_forced,0,,,,,
player,201012190cin,cin,DunlCa99,def_int,0,,,,,
player,201012190cin,cin,DunlCa99,def_int_yds,0,,,,,
player,201012190cin,cin,DunlCa99,def_int_td,0,,,,,
player,201012190cin,cin,DunlCa99,def_int_long,0,,,,,
player,201012190cin,cin,DunlCa99,pass_defended,0,,,,,
player,201012190cin,cin,DunlCa99,sacks,2.0,,,,,
player,201012190cin,cin,DunlCa99,tackles_combined,2,,,,,
player,201012190cin,cin,DunlCa99,tackles_solo,2,,,,,
player,201012190cin,cin,DunlCa99,tackles_assists,0,,,,,
player,201012190cin,cin,DunlCa99,tackles_loss,2,,,,,
player,201012190cin,cin,DunlCa99,qb_hits,3,,,,,
player,201012190cin,cin,DunlCa99,fumbles_rec,0,,,,,
player,201012190cin,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201012190cin,cin,DunlCa99,fumbles_forced,0,,,,,
player,201012190cin,cin,SimsPa99,def_int,0,,,,,
player,201012190cin,cin,SimsPa99,def_int_yds,0,,,,,
player,201012190cin,cin,SimsPa99,def_int_td,0,,,,,
player,201012190cin,cin,SimsPa99,def_int_long,0,,,,,
player,201012190cin,cin,SimsPa99,pass_defended,0,,,,,
player,201012190cin,cin,SimsPa99,sacks,1.0,,,,,
player,201012190cin,cin,SimsPa99,tackles_combined,3,,,,,
player,201012190cin,cin,SimsPa99,tackles_solo,1,,,,,
player,201012190cin,cin,SimsPa99,tackles_assists,2,,,,,
player,201012190cin,cin,SimsPa99,tackles_loss,1,,,,,
player,201012190cin,cin,SimsPa99,qb_hits,1,,,,,
player,201012190cin,cin,SimsPa99,fumbles_rec,0,,,,,
player,201012190cin,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201012190cin,cin,SimsPa99,fumbles_forced,0,,,,,
player,201012190cin,cin,AtkiGe99,def_int,0,,,,,
player,201012190cin,cin,AtkiGe99,def_int_yds,0,,,,,
player,201012190cin,cin,AtkiGe99,def_int_td,0,,,,,
player,201012190cin,cin,AtkiGe99,def_int_long,0,,,,,
player,201012190cin,cin,AtkiGe99,pass_defended,0,,,,,
player,201012190cin,cin,AtkiGe99,sacks,1.0,,,,,
player,201012190cin,cin,AtkiGe99,tackles_combined,2,,,,,
player,201012190cin,cin,AtkiGe99,tackles_solo,1,,,,,
player,201012190cin,cin,AtkiGe99,tackles_assists,1,,,,,
player,201012190cin,cin,AtkiGe99,tackles_loss,1,,,,,
player,201012190cin,cin,AtkiGe99,qb_hits,1,,,,,
player,201012190cin,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201012190cin,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201012190cin,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201012190cin,cin,MauaRe99,def_int,0,,,,,
player,201012190cin,cin,MauaRe99,def_int_yds,0,,,,,
player,201012190cin,cin,MauaRe99,def_int_td,0,,,,,
player,201012190cin,cin,MauaRe99,def_int_long,0,,,,,
player,201012190cin,cin,MauaRe99,pass_defended,0,,,,,
player,201012190cin,cin,MauaRe99,sacks,0.0,,,,,
player,201012190cin,cin,MauaRe99,tackles_combined,8,,,,,
player,201012190cin,cin,MauaRe99,tackles_solo,4,,,,,
player,201012190cin,cin,MauaRe99,tackles_assists,4,,,,,
player,201012190cin,cin,MauaRe99,tackles_loss,0,,,,,
player,201012190cin,cin,MauaRe99,qb_hits,0,,,,,
player,201012190cin,cin,MauaRe99,fumbles_rec,0,,,,,
player,201012190cin,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201012190cin,cin,MauaRe99,fumbles_forced,0,,,,,
player,201012190cin,cin,WillRo03,def_int,0,,,,,
player,201012190cin,cin,WillRo03,def_int_yds,0,,,,,
player,201012190cin,cin,WillRo03,def_int_td,0,,,,,
player,201012190cin,cin,WillRo03,def_int_long,0,,,,,
player,201012190cin,cin,WillRo03,pass_defended,0,,,,,
player,201012190cin,cin,WillRo03,sacks,0.0,,,,,
player,201012190cin,cin,WillRo03,tackles_combined,8,,,,,
player,201012190cin,cin,WillRo03,tackles_solo,4,,,,,
player,201012190cin,cin,WillRo03,tackles_assists,4,,,,,
player,201012190cin,cin,WillRo03,tackles_loss,0,,,,,
player,201012190cin,cin,WillRo03,qb_hits,0,,,,,
player,201012190cin,cin,WillRo03,fumbles_rec,0,,,,,
player,201012190cin,cin,WillRo03,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,WillRo03,fumbles_rec_td,0,,,,,
player,201012190cin,cin,WillRo03,fumbles_forced,0,,,,,
player,201012190cin,cin,JoneDh20,def_int,0,,,,,
player,201012190cin,cin,JoneDh20,def_int_yds,0,,,,,
player,201012190cin,cin,JoneDh20,def_int_td,0,,,,,
player,201012190cin,cin,JoneDh20,def_int_long,0,,,,,
player,201012190cin,cin,JoneDh20,pass_defended,0,,,,,
player,201012190cin,cin,JoneDh20,sacks,0.0,,,,,
player,201012190cin,cin,JoneDh20,tackles_combined,5,,,,,
player,201012190cin,cin,JoneDh20,tackles_solo,2,,,,,
player,201012190cin,cin,JoneDh20,tackles_assists,3,,,,,
player,201012190cin,cin,JoneDh20,tackles_loss,0,,,,,
player,201012190cin,cin,JoneDh20,qb_hits,0,,,,,
player,201012190cin,cin,JoneDh20,fumbles_rec,0,,,,,
player,201012190cin,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201012190cin,cin,JoneDh20,fumbles_forced,0,,,,,
player,201012190cin,cin,NelsRe99,def_int,0,,,,,
player,201012190cin,cin,NelsRe99,def_int_yds,0,,,,,
player,201012190cin,cin,NelsRe99,def_int_td,0,,,,,
player,201012190cin,cin,NelsRe99,def_int_long,0,,,,,
player,201012190cin,cin,NelsRe99,pass_defended,0,,,,,
player,201012190cin,cin,NelsRe99,sacks,0.0,,,,,
player,201012190cin,cin,NelsRe99,tackles_combined,5,,,,,
player,201012190cin,cin,NelsRe99,tackles_solo,2,,,,,
player,201012190cin,cin,NelsRe99,tackles_assists,3,,,,,
player,201012190cin,cin,NelsRe99,tackles_loss,0,,,,,
player,201012190cin,cin,NelsRe99,qb_hits,0,,,,,
player,201012190cin,cin,NelsRe99,fumbles_rec,0,,,,,
player,201012190cin,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201012190cin,cin,NelsRe99,fumbles_forced,0,,,,,
player,201012190cin,cin,CosbQu00,def_int,0,,,,,
player,201012190cin,cin,CosbQu00,def_int_yds,0,,,,,
player,201012190cin,cin,CosbQu00,def_int_td,0,,,,,
player,201012190cin,cin,CosbQu00,def_int_long,0,,,,,
player,201012190cin,cin,CosbQu00,pass_defended,0,,,,,
player,201012190cin,cin,CosbQu00,sacks,0.0,,,,,
player,201012190cin,cin,CosbQu00,tackles_combined,3,,,,,
player,201012190cin,cin,CosbQu00,tackles_solo,3,,,,,
player,201012190cin,cin,CosbQu00,tackles_assists,0,,,,,
player,201012190cin,cin,CosbQu00,tackles_loss,0,,,,,
player,201012190cin,cin,CosbQu00,qb_hits,0,,,,,
player,201012190cin,cin,CosbQu00,fumbles_rec,0,,,,,
player,201012190cin,cin,CosbQu00,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,CosbQu00,fumbles_rec_td,0,,,,,
player,201012190cin,cin,CosbQu00,fumbles_forced,0,,,,,
player,201012190cin,cin,JoseJo20,def_int,0,,,,,
player,201012190cin,cin,JoseJo20,def_int_yds,0,,,,,
player,201012190cin,cin,JoseJo20,def_int_td,0,,,,,
player,201012190cin,cin,JoseJo20,def_int_long,0,,,,,
player,201012190cin,cin,JoseJo20,pass_defended,2,,,,,
player,201012190cin,cin,JoseJo20,sacks,0.0,,,,,
player,201012190cin,cin,JoseJo20,tackles_combined,3,,,,,
player,201012190cin,cin,JoseJo20,tackles_solo,2,,,,,
player,201012190cin,cin,JoseJo20,tackles_assists,1,,,,,
player,201012190cin,cin,JoseJo20,tackles_loss,0,,,,,
player,201012190cin,cin,JoseJo20,qb_hits,0,,,,,
player,201012190cin,cin,JoseJo20,fumbles_rec,0,,,,,
player,201012190cin,cin,JoseJo20,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,JoseJo20,fumbles_rec_td,0,,,,,
player,201012190cin,cin,JoseJo20,fumbles_forced,0,,,,,
player,201012190cin,cin,PekoDo20,def_int,0,,,,,
player,201012190cin,cin,PekoDo20,def_int_yds,0,,,,,
player,201012190cin,cin,PekoDo20,def_int_td,0,,,,,
player,201012190cin,cin,PekoDo20,def_int_long,0,,,,,
player,201012190cin,cin,PekoDo20,pass_defended,0,,,,,
player,201012190cin,cin,PekoDo20,sacks,0.0,,,,,
player,201012190cin,cin,PekoDo20,tackles_combined,3,,,,,
player,201012190cin,cin,PekoDo20,tackles_solo,2,,,,,
player,201012190cin,cin,PekoDo20,tackles_assists,1,,,,,
player,201012190cin,cin,PekoDo20,tackles_loss,0,,,,,
player,201012190cin,cin,PekoDo20,qb_hits,0,,,,,
player,201012190cin,cin,PekoDo20,fumbles_rec,0,,,,,
player,201012190cin,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201012190cin,cin,PekoDo20,fumbles_forced,0,,,,,
player,201012190cin,cin,RatlKe20,def_int,0,,,,,
player,201012190cin,cin,RatlKe20,def_int_yds,0,,,,,
player,201012190cin,cin,RatlKe20,def_int_td,0,,,,,
player,201012190cin,cin,RatlKe20,def_int_long,0,,,,,
player,201012190cin,cin,RatlKe20,pass_defended,0,,,,,
player,201012190cin,cin,RatlKe20,sacks,0.0,,,,,
player,201012190cin,cin,RatlKe20,tackles_combined,3,,,,,
player,201012190cin,cin,RatlKe20,tackles_solo,2,,,,,
player,201012190cin,cin,RatlKe20,tackles_assists,1,,,,,
player,201012190cin,cin,RatlKe20,tackles_loss,0,,,,,
player,201012190cin,cin,RatlKe20,qb_hits,0,,,,,
player,201012190cin,cin,RatlKe20,fumbles_rec,0,,,,,
player,201012190cin,cin,RatlKe20,fumbles_rec_yds,0,,,,,
player,201012190cin,cin,RatlKe20,fumbles_rec_td,0,,,,,
player,201012190cin,cin,RatlKe20,fumbles_forced,0,,,,,
player,201012190cin,cin,HallLe98,def_int,0,,,,,
player,201012190cin,cin,HallLe98,def_int_yds,0,,,,,
player,201012190cin,cin,HallLe98,def_int_td,0,,,,,
player,201012190cin,cin,HallLe98,def_int_long,0,,,,,
