game,2010,14,20101212,201012120crd,den,"Denver Broncos",13,crd,"Arizona Cardinals",43
player,201012120crd,den,BrutDa99,def_int,0,,,,,
player,201012120crd,den,BrutDa99,def_int_yds,0,,,,,
player,201012120crd,den,BrutDa99,def_int_td,0,,,,,
player,201012120crd,den,BrutDa99,def_int_long,0,,,,,
player,201012120crd,den,BrutDa99,pass_defended,0,,,,,
player,201012120crd,den,BrutDa99,sacks,0.0,,,,,
player,201012120crd,den,BrutDa99,tackles_combined,7,,,,,
player,201012120crd,den,BrutDa99,tackles_solo,6,,,,,
player,201012120crd,den,BrutDa99,tackles_assists,1,,,,,
player,201012120crd,den,BrutDa99,tackles_loss,2,,,,,
player,201012120crd,den,BrutDa99,qb_hits,0,,,,,
player,201012120crd,den,BrutDa99,fumbles_rec,0,,,,,
player,201012120crd,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201012120crd,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201012120crd,den,BrutDa99,fumbles_forced,0,,,,,
player,201012120crd,den,VickKe99,def_int,0,,,,,
player,201012120crd,den,VickKe99,def_int_yds,0,,,,,
player,201012120crd,den,VickKe99,def_int_td,0,,,,,
player,201012120crd,den,VickKe99,def_int_long,0,,,,,
player,201012120crd,den,VickKe99,pass_defended,0,,,,,
player,201012120crd,den,VickKe99,sacks,0.0,,,,,
player,201012120crd,den,VickKe99,tackles_combined,5,,,,,
player,201012120crd,den,VickKe99,tackles_solo,5,,,,,
player,201012120crd,den,VickKe99,tackles_assists,0,,,,,
player,201012120crd,den,VickKe99,tackles_loss,0,,,,,
player,201012120crd,den,VickKe99,qb_hits,0,,,,,
player,201012120crd,den,VickKe99,fumbles_rec,0,,,,,
player,201012120crd,den,VickKe99,fumbles_rec_yds,0,,,,,
player,201012120crd,den,VickKe99,fumbles_rec_td,0,,,,,
player,201012120crd,den,VickKe99,fumbles_forced,0,,,,,
player,201012120crd,den,AyerRo99,def_int,0,,,,,
player,201012120crd,den,AyerRo99,def_int_yds,0,,,,,
player,201012120crd,den,AyerRo99,def_int_td,0,,,,,
player,201012120crd,den,AyerRo99,def_int_long,0,,,,,
player,201012120crd,den,AyerRo99,pass_defended,0,,,,,
player,201012120crd,den,AyerRo99,sacks,0.0,,,,,
player,201012120crd,den,AyerRo99,tackles_combined,4,,,,,
player,201012120crd,den,AyerRo99,tackles_solo,4,,,,,
player,201012120crd,den,AyerRo99,tackles_assists,0,,,,,
player,201012120crd,den,AyerRo99,tackles_loss,0,,,,,
player,201012120crd,den,AyerRo99,qb_hits,1,,,,,
player,201012120crd,den,AyerRo99,fumbles_rec,0,,,,,
player,201012120crd,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201012120crd,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201012120crd,den,AyerRo99,fumbles_forced,1,,,,,
player,201012120crd,den,HillRe20,def_int,0,,,,,
player,201012120crd,den,HillRe20,def_int_yds,0,,,,,
player,201012120crd,den,HillRe20,def_int_td,0,,,,,
player,201012120crd,den,HillRe20,def_int_long,0,,,,,
player,201012120crd,den,HillRe20,pass_defended,1,,,,,
player,201012120crd,den,HillRe20,sacks,0.0,,,,,
player,201012120crd,den,HillRe20,tackles_combined,4,,,,,
player,201012120crd,den,HillRe20,tackles_solo,4,,,,,
player,201012120crd,den,HillRe20,tackles_assists,0,,,,,
player,201012120crd,den,HillRe20,tackles_loss,0,,,,,
player,201012120crd,den,HillRe20,qb_hits,0,,,,,
player,201012120crd,den,HillRe20,fumbles_rec,0,,,,,
player,201012120crd,den,HillRe20,fumbles_rec_yds,0,,,,,
player,201012120crd,den,HillRe20,fumbles_rec_td,0,,,,,
player,201012120crd,den,HillRe20,fumbles_forced,0,,,,,
player,201012120crd,den,ThomSy99,def_int,0,,,,,
player,201012120crd,den,ThomSy99,def_int_yds,0,,,,,
player,201012120crd,den,ThomSy99,def_int_td,0,,,,,
player,201012120crd,den,ThomSy99,def_int_long,0,,,,,
player,201012120crd,den,ThomSy99,pass_defended,1,,,,,
player,201012120crd,den,ThomSy99,sacks,0.0,,,,,
player,201012120crd,den,ThomSy99,tackles_combined,4,,,,,
player,201012120crd,den,ThomSy99,tackles_solo,3,,,,,
player,201012120crd,den,ThomSy99,tackles_assists,1,,,,,
player,201012120crd,den,ThomSy99,tackles_loss,0,,,,,
player,201012120crd,den,ThomSy99,qb_hits,0,,,,,
player,201012120crd,den,ThomSy99,fumbles_rec,0,,,,,
player,201012120crd,den,ThomSy99,fumbles_rec_yds,0,,,,,
player,201012120crd,den,ThomSy99,fumbles_rec_td,0,,,,,
player,201012120crd,den,ThomSy99,fumbles_forced,0,,,,,
player,201012120crd,den,BailCh00,def_int,0,,,,,
player,201012120crd,den,BailCh00,def_int_yds,0,,,,,
player,201012120crd,den,BailCh00,def_int_td,0,,,,,
player,201012120crd,den,BailCh00,def_int_long,0,,,,,
player,201012120crd,den,BailCh00,pass_defended,2,,,,,
player,201012120crd,den,BailCh00,sacks,0.0,,,,,
player,201012120crd,den,BailCh00,tackles_combined,3,,,,,
player,201012120crd,den,BailCh00,tackles_solo,3,,,,,
player,201012120crd,den,BailCh00,tackles_assists,0,,,,,
player,201012120crd,den,BailCh00,tackles_loss,0,,,,,
player,201012120crd,den,BailCh00,qb_hits,0,,,,,
player,201012120crd,den,BailCh00,fumbles_rec,0,,,,,
player,201012120crd,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201012120crd,den,BailCh00,fumbles_rec_td,0,,,,,
player,201012120crd,den,BailCh00,fumbles_forced,0,,,,,
player,201012120crd,den,CoxxPe99,def_int,0,,,,,
player,201012120crd,den,CoxxPe99,def_int_yds,0,,,,,
player,201012120crd,den,CoxxPe99,def_int_td,0,,,,,
player,201012120crd,den,CoxxPe99,def_int_long,0,,,,,
player,201012120crd,den,CoxxPe99,pass_defended,2,,,,,
player,201012120crd,den,CoxxPe99,sacks,0.0,,,,,
player,201012120crd,den,CoxxPe99,tackles_combined,3,,,,,
player,201012120crd,den,CoxxPe99,tackles_solo,3,,,,,
player,201012120crd,den,CoxxPe99,tackles_assists,0,,,,,
player,201012120crd,den,CoxxPe99,tackles_loss,0,,,,,
player,201012120crd,den,CoxxPe99,qb_hits,0,,,,,
player,201012120crd,den,CoxxPe99,fumbles_rec,0,,,,,
player,201012120crd,den,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201012120crd,den,CoxxPe99,fumbles_rec_td,0,,,,,
player,201012120crd,den,CoxxPe99,fumbles_forced,0,,,,,
player,201012120crd,den,HaggMa20,def_int,0,,,,,
player,201012120crd,den,HaggMa20,def_int_yds,0,,,,,
player,201012120crd,den,HaggMa20,def_int_td,0,,,,,
player,201012120crd,den,HaggMa20,def_int_long,0,,,,,
player,201012120crd,den,HaggMa20,pass_defended,0,,,,,
player,201012120crd,den,HaggMa20,sacks,0.0,,,,,
player,201012120crd,den,HaggMa20,tackles_combined,3,,,,,
player,201012120crd,den,HaggMa20,tackles_solo,3,,,,,
player,201012120crd,den,HaggMa20,tackles_assists,0,,,,,
player,201012120crd,den,HaggMa20,tackles_loss,1,,,,,
player,201012120crd,den,HaggMa20,qb_hits,1,,,,,
player,201012120crd,den,HaggMa20,fumbles_rec,0,,,,,
player,201012120crd,den,HaggMa20,fumbles_rec_yds,0,,,,,
player,201012120crd,den,HaggMa20,fumbles_rec_td,0,,,,,
player,201012120crd,den,HaggMa20,fumbles_forced,0,,,,,
player,201012120crd,den,HuntJa24,def_int,0,,,,,
player,201012120crd,den,HuntJa24,def_int_yds,0,,,,,
player,201012120crd,den,HuntJa24,def_int_td,0,,,,,
player,201012120crd,den,HuntJa24,def_int_long,0,,,,,
player,201012120crd,den,HuntJa24,pass_defended,0,,,,,
player,201012120crd,den,HuntJa24,sacks,0.0,,,,,
player,201012120crd,den,HuntJa24,tackles_combined,3,,,,,
player,201012120crd,den,HuntJa24,tackles_solo,2,,,,,
player,201012120crd,den,HuntJa24,tackles_assists,1,,,,,
player,201012120crd,den,HuntJa24,tackles_loss,0,,,,,
player,201012120crd,den,HuntJa24,qb_hits,0,,,,,
player,201012120crd,den,HuntJa24,fumbles_rec,0,,,,,
player,201012120crd,den,HuntJa24,fumbles_rec_yds,0,,,,,
player,201012120crd,den,HuntJa24,fumbles_rec_td,0,,,,,
player,201012120crd,den,HuntJa24,fumbles_forced,0,,,,,
player,201012120crd,den,ThomMa99,def_int,0,,,,,
player,201012120crd,den,ThomMa99,def_int_yds,0,,,,,
player,201012120crd,den,ThomMa99,def_int_td,0,,,,,
player,201012120crd,den,ThomMa99,def_int_long,0,,,,,
player,201012120crd,den,ThomMa99,pass_defended,0,,,,,
player,201012120crd,den,ThomMa99,sacks,0.0,,,,,
player,201012120crd,den,ThomMa99,tackles_combined,3,,,,,
player,201012120crd,den,ThomMa99,tackles_solo,3,,,,,
player,201012120crd,den,ThomMa99,tackles_assists,0,,,,,
player,201012120crd,den,ThomMa99,tackles_loss,1,,,,,
player,201012120crd,den,ThomMa99,qb_hits,1,,,,,
player,201012120crd,den,ThomMa99,fumbles_rec,0,,,,,
player,201012120crd,den,ThomMa99,fumbles_rec_yds,0,,,,,
player,201012120crd,den,ThomMa99,fumbles_rec_td,0,,,,,
player,201012120crd,den,ThomMa99,fumbles_forced,0,,,,,
player,201012120crd,den,WoodWe20,def_int,0,,,,,
player,201012120crd,den,WoodWe20,def_int_yds,0,,,,,
player,201012120crd,den,WoodWe20,def_int_td,0,,,,,
player,201012120crd,den,WoodWe20,def_int_long,0,,,,,
player,201012120crd,den,WoodWe20,pass_defended,0,,,,,
player,201012120crd,den,WoodWe20,sacks,0.0,,,,,
player,201012120crd,den,WoodWe20,tackles_combined,3,,,,,
player,201012120crd,den,WoodWe20,tackles_solo,2,,,,,
player,201012120crd,den,WoodWe20,tackles_assists,1,,,,,
player,201012120crd,den,WoodWe20,tackles_loss,0,,,,,
player,201012120crd,den,WoodWe20,qb_hits,0,,,,,
player,201012120crd,den,WoodWe20,fumbles_rec,0,,,,,
player,201012120crd,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201012120crd,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201012120crd,den,WoodWe20,fumbles_forced,0,,,,,
player,201012120crd,den,BannJu20,def_int,0,,,,,
player,201012120crd,den,BannJu20,def_int_yds,0,,,,,
player,201012120crd,den,BannJu20,def_int_td,0,,,,,
player,201012120crd,den,BannJu20,def_int_long,0,,,,,
player,201012120crd,den,BannJu20,pass_defended,0,,,,,
player,201012120crd,den,BannJu20,sacks,0.0,,,,,
player,201012120crd,den,BannJu20,tackles_combined,2,,,,,
player,201012120crd,den,BannJu20,tackles_solo,1,,,,,
player,201012120crd,den,BannJu20,tackles_assists,1,,,,,
player,201012120crd,den,BannJu20,tackles_loss,0,,,,,
player,201012120crd,den,BannJu20,qb_hits,2,,,,,
player,201012120crd,den,BannJu20,fumbles_rec,0,,,,,
player,201012120crd,den,BannJu20,fumbles_rec_yds,0,,,,,
player,201012120crd,den,BannJu20,fumbles_rec_td,0,,,,,
player,201012120crd,den,BannJu20,fumbles_forced,0,,,,,
player,201012120crd,den,DeckEr00,def_int,0,,,,,
player,201012120crd,den,DeckEr00,def_int_yds,0,,,,,
player,201012120crd,den,DeckEr00,def_int_td,0,,,,,
player,201012120crd,den,DeckEr00,def_int_long,0,,,,,
player,201012120crd,den,DeckEr00,pass_defended,0,,,,,
player,201012120crd,den,DeckEr00,sacks,0.0,,,,,
player,201012120crd,den,DeckEr00,tackles_combined,2,,,,,
player,201012120crd,den,DeckEr00,tackles_solo,2,,,,,
player,201012120crd,den,DeckEr00,tackles_assists,0,,,,,
player,201012120crd,den,DeckEr00,tackles_loss,0,,,,,
player,201012120crd,den,DeckEr00,qb_hits,0,,,,,
player,201012120crd,den,DeckEr00,fumbles_rec,0,,,,,
player,201012120crd,den,DeckEr00,fumbles_rec_yds,0,,,,,
player,201012120crd,den,DeckEr00,fumbles_rec_td,0,,,,,
player,201012120crd,den,DeckEr00,fumbles_forced,0,,,,,
player,201012120crd,den,QuinRi00,def_int,0,,,,,
player,201012120crd,den,QuinRi00,def_int_yds,0,,,,,
player,201012120crd,den,QuinRi00,def_int_td,0,,,,,
player,201012120crd,den,QuinRi00,def_int_long,0,,,,,
player,201012120crd,den,QuinRi00,pass_defended,0,,,,,
player,201012120crd,den,QuinRi00,sacks,0.0,,,,,
player,201012120crd,den,QuinRi00,tackles_combined,2,,,,,
player,201012120crd,den,QuinRi00,tackles_solo,2,,,,,
player,201012120crd,den,QuinRi00,tackles_assists,0,,,,,
player,201012120crd,den,QuinRi00,tackles_loss,0,,,,,
player,201012120crd,den,QuinRi00,qb_hits,0,,,,,
player,201012120crd,den,QuinRi00,fumbles_rec,0,,,,,
player,201012120crd,den,QuinRi00,fumbles_rec_yds,0,,,,,
player,201012120crd,den,QuinRi00,fumbles_rec_td,0,,,,,
player,201012120crd,den,QuinRi00,fumbles_forced,0,,,,,
player,201012120crd,den,VeikDa99,def_int,0,,,,,
player,201012120crd,den,VeikDa99,def_int_yds,0,,,,,
player,201012120crd,den,VeikDa99,def_int_td,0,,,,,
player,201012120crd,den,VeikDa99,def_int_long,0,,,,,
player,201012120crd,den,VeikDa99,pass_defended,0,,,,,
player,201012120crd,den,VeikDa99,sacks,0.0,,,,,
player,201012120crd,den,VeikDa99,tackles_combined,2,,,,,
player,201012120crd,den,VeikDa99,tackles_solo,2,,,,,
player,201012120crd,den,VeikDa99,tackles_assists,0,,,,,
player,201012120crd,den,VeikDa99,tackles_loss,0,,,,,
player,201012120crd,den,VeikDa99,qb_hits,0,,,,,
player,201012120crd,den,VeikDa99,fumbles_rec,0,,,,,
player,201012120crd,den,VeikDa99,fumbles_rec_yds,0,,,,,
player,201012120crd,den,VeikDa99,fumbles_rec_td,0,,,,,
player,201012120crd,den,VeikDa99,fumbles_forced,0,,,,,
player,201012120crd,den,WillJa99,def_int,0,,,,,
player,201012120crd,den,WillJa99,def_int_yds,0,,,,,
player,201012120crd,den,WillJa99,def_int_td,0,,,,,
player,201012120crd,den,WillJa99,def_int_long,0,,,,,
player,201012120crd,den,WillJa99,pass_defended,0,,,,,
player,201012120crd,den,WillJa99,sacks,0.0,,,,,
player,201012120crd,den,WillJa99,tackles_combined,2,,,,,
player,201012120crd,den,WillJa99,tackles_solo,2,,,,,
player,201012120crd,den,WillJa99,tackles_assists,0,,,,,
player,201012120crd,den,WillJa99,tackles_loss,0,,,,,
player,201012120crd,den,WillJa99,qb_hits,0,,,,,
player,201012120crd,den,WillJa99,fumbles_rec,0,,,,,
player,201012120crd,den,WillJa99,fumbles_rec_yds,0,,,,,
player,201012120crd,den,WillJa99,fumbles_rec_td,0,,,,,
player,201012120crd,den,WillJa99,fumbles_forced,0,,,,,
player,201012120crd,den,FielRo20,def_int,0,,,,,
player,201012120crd,den,FielRo20,def_int_yds,0,,,,,
player,201012120crd,den,FielRo20,def_int_td,0,,,,,
player,201012120crd,den,FielRo20,def_int_long,0,,,,,
player,201012120crd,den,FielRo20,pass_defended,0,,,,,
player,201012120crd,den,FielRo20,sacks,0.0,,,,,
player,201012120crd,den,FielRo20,tackles_combined,1,,,,,
player,201012120crd,den,FielRo20,tackles_solo,0,,,,,
player,201012120crd,den,FielRo20,tackles_assists,1,,,,,
player,201012120crd,den,FielRo20,tackles_loss,0,,,,,
player,201012120crd,den,FielRo20,qb_hits,0,,,,,
player,201012120crd,den,FielRo20,fumbles_rec,0,,,,,
player,201012120crd,den,FielRo20,fumbles_rec_yds,0,,,,,
player,201012120crd,den,FielRo20,fumbles_rec_td,0,,,,,
player,201012120crd,den,FielRo20,fumbles_forced,0,,,,,
player,201012120crd,den,GoodAn20,def_int,0,,,,,
player,201012120crd,den,GoodAn20,def_int_yds,0,,,,,
player,201012120crd,den,GoodAn20,def_int_td,0,,,,,
player,201012120crd,den,GoodAn20,def_int_long,0,,,,,
player,201012120crd,den,GoodAn20,pass_defended,2,,,,,
player,201012120crd,den,GoodAn20,sacks,0.0,,,,,
player,201012120crd,den,GoodAn20,tackles_combined,1,,,,,
player,201012120crd,den,GoodAn20,tackles_solo,1,,,,,
player,201012120crd,den,GoodAn20,tackles_assists,0,,,,,
player,201012120crd,den,GoodAn20,tackles_loss,0,,,,,
player,201012120crd,den,GoodAn20,qb_hits,0,,,,,
player,201012120crd,den,GoodAn20,fumbles_rec,0,,,,,
player,201012120crd,den,GoodAn20,fumbles_rec_yds,0,,,,,
player,201012120crd,den,GoodAn20,fumbles_rec_td,0,,,,,
player,201012120crd,den,GoodAn20,fumbles_forced,0,,,,,
player,201012120crd,den,HochRu20,def_int,0,,,,,
player,201012120crd,den,HochRu20,def_int_yds,0,,,,,
player,201012120crd,den,HochRu20,def_int_td,0,,,,,
player,201012120crd,den,HochRu20,def_int_long,0,,,,,
player,201012120crd,den,HochRu20,pass_defended,0,,,,,
player,201012120crd,den,HochRu20,sacks,0.0,,,,,
player,201012120crd,den,HochRu20,tackles_combined,1,,,,,
player,201012120crd,den,HochRu20,tackles_solo,1,,,,,
player,201012120crd,den,HochRu20,tackles_assists,0,,,,,
player,201012120crd,den,HochRu20,tackles_loss,,,,,,
player,201012120crd,den,HochRu20,qb_hits,,,,,,
player,201012120crd,den,HochRu20,fumbles_rec,0,,,,,
player,201012120crd,den,HochRu20,fumbles_rec_yds,0,,,,,
player,201012120crd,den,HochRu20,fumbles_rec_td,0,,,,,
player,201012120crd,den,HochRu20,fumbles_forced,0,,,,,
player,201012120crd,den,RobiLe99,def_int,0,,,,,
player,201012120crd,den,RobiLe99,def_int_yds,0,,,,,
player,201012120crd,den,RobiLe99,def_int_td,0,,,,,
player,201012120crd,den,RobiLe99,def_int_long,0,,,,,
player,201012120crd,den,RobiLe99,pass_defended,0,,,,,
player,201012120crd,den,RobiLe99,sacks,0.0,,,,,
player,201012120crd,den,RobiLe99,tackles_combined,1,,,,,
player,201012120crd,den,RobiLe99,tackles_solo,1,,,,,
player,201012120crd,den,RobiLe99,tackles_assists,0,,,,,
player,201012120crd,den,RobiLe99,tackles_loss,0,,,,,
player,201012120crd,den,RobiLe99,qb_hits,0,,,,,
player,201012120crd,den,RobiLe99,fumbles_rec,0,,,,,
player,201012120crd,den,RobiLe99,fumbles_rec_yds,0,,,,,
player,201012120crd,den,RobiLe99,fumbles_rec_td,0,,,,,
player,201012120crd,den,RobiLe99,fumbles_forced,0,,,,,
player,201012120crd,crd,WashDa99,def_int,1,,,,,
player,201012120crd,crd,WashDa99,def_int_yds,39,,,,,
player,201012120crd,crd,WashDa99,def_int_td,0,,,,,
player,201012120crd,crd,WashDa99,def_int_long,39,,,,,
player,201012120crd,crd,WashDa99,pass_defended,2,,,,,
player,201012120crd,crd,WashDa99,sacks,0.0,,,,,
player,201012120crd,crd,WashDa99,tackles_combined,8,,,,,
player,201012120crd,crd,WashDa99,tackles_solo,6,,,,,
player,201012120crd,crd,WashDa99,tackles_assists,2,,,,,
player,201012120crd,crd,WashDa99,tackles_loss,0,,,,,
player,201012120crd,crd,WashDa99,qb_hits,0,,,,,
player,201012120crd,crd,WashDa99,fumbles_rec,0,,,,,
player,201012120crd,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,WashDa99,fumbles_forced,0,,,,,
player,201012120crd,crd,AdamMi98,def_int,1,,,,,
player,201012120crd,crd,AdamMi98,def_int_yds,36,,,,,
player,201012120crd,crd,AdamMi98,def_int_td,0,,,,,
player,201012120crd,crd,AdamMi98,def_int_long,36,,,,,
player,201012120crd,crd,AdamMi98,pass_defended,1,,,,,
player,201012120crd,crd,AdamMi98,sacks,0.0,,,,,
player,201012120crd,crd,AdamMi98,tackles_combined,6,,,,,
player,201012120crd,crd,AdamMi98,tackles_solo,4,,,,,
player,201012120crd,crd,AdamMi98,tackles_assists,2,,,,,
player,201012120crd,crd,AdamMi98,tackles_loss,1,,,,,
player,201012120crd,crd,AdamMi98,qb_hits,0,,,,,
player,201012120crd,crd,AdamMi98,fumbles_rec,0,,,,,
player,201012120crd,crd,AdamMi98,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,AdamMi98,fumbles_rec_td,0,,,,,
player,201012120crd,crd,AdamMi98,fumbles_forced,0,,,,,
player,201012120crd,crd,RhodKe20,def_int,1,,,,,
player,201012120crd,crd,RhodKe20,def_int_yds,33,,,,,
player,201012120crd,crd,RhodKe20,def_int_td,0,,,,,
player,201012120crd,crd,RhodKe20,def_int_long,33,,,,,
player,201012120crd,crd,RhodKe20,pass_defended,1,,,,,
player,201012120crd,crd,RhodKe20,sacks,0.0,,,,,
player,201012120crd,crd,RhodKe20,tackles_combined,4,,,,,
player,201012120crd,crd,RhodKe20,tackles_solo,2,,,,,
player,201012120crd,crd,RhodKe20,tackles_assists,2,,,,,
player,201012120crd,crd,RhodKe20,tackles_loss,0,,,,,
player,201012120crd,crd,RhodKe20,qb_hits,0,,,,,
player,201012120crd,crd,RhodKe20,fumbles_rec,1,,,,,
player,201012120crd,crd,RhodKe20,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,RhodKe20,fumbles_rec_td,0,,,,,
player,201012120crd,crd,RhodKe20,fumbles_forced,0,,,,,
player,201012120crd,crd,HaggCl20,def_int,0,,,,,
player,201012120crd,crd,HaggCl20,def_int_yds,0,,,,,
player,201012120crd,crd,HaggCl20,def_int_td,0,,,,,
player,201012120crd,crd,HaggCl20,def_int_long,0,,,,,
player,201012120crd,crd,HaggCl20,pass_defended,0,,,,,
player,201012120crd,crd,HaggCl20,sacks,1.0,,,,,
player,201012120crd,crd,HaggCl20,tackles_combined,1,,,,,
player,201012120crd,crd,HaggCl20,tackles_solo,1,,,,,
player,201012120crd,crd,HaggCl20,tackles_assists,0,,,,,
player,201012120crd,crd,HaggCl20,tackles_loss,1,,,,,
player,201012120crd,crd,HaggCl20,qb_hits,1,,,,,
player,201012120crd,crd,HaggCl20,fumbles_rec,0,,,,,
player,201012120crd,crd,HaggCl20,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,HaggCl20,fumbles_rec_td,0,,,,,
player,201012120crd,crd,HaggCl20,fumbles_forced,0,,,,,
player,201012120crd,crd,WilsAd99,def_int,0,,,,,
player,201012120crd,crd,WilsAd99,def_int_yds,0,,,,,
player,201012120crd,crd,WilsAd99,def_int_td,0,,,,,
player,201012120crd,crd,WilsAd99,def_int_long,0,,,,,
player,201012120crd,crd,WilsAd99,pass_defended,1,,,,,
player,201012120crd,crd,WilsAd99,sacks,0.0,,,,,
player,201012120crd,crd,WilsAd99,tackles_combined,11,,,,,
player,201012120crd,crd,WilsAd99,tackles_solo,11,,,,,
player,201012120crd,crd,WilsAd99,tackles_assists,0,,,,,
player,201012120crd,crd,WilsAd99,tackles_loss,0,,,,,
player,201012120crd,crd,WilsAd99,qb_hits,2,,,,,
player,201012120crd,crd,WilsAd99,fumbles_rec,0,,,,,
player,201012120crd,crd,WilsAd99,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,WilsAd99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,WilsAd99,fumbles_forced,0,,,,,
player,201012120crd,crd,LenoPa20,def_int,0,,,,,
player,201012120crd,crd,LenoPa20,def_int_yds,0,,,,,
player,201012120crd,crd,LenoPa20,def_int_td,0,,,,,
player,201012120crd,crd,LenoPa20,def_int_long,0,,,,,
player,201012120crd,crd,LenoPa20,pass_defended,0,,,,,
player,201012120crd,crd,LenoPa20,sacks,0.0,,,,,
player,201012120crd,crd,LenoPa20,tackles_combined,9,,,,,
player,201012120crd,crd,LenoPa20,tackles_solo,6,,,,,
player,201012120crd,crd,LenoPa20,tackles_assists,3,,,,,
player,201012120crd,crd,LenoPa20,tackles_loss,0,,,,,
player,201012120crd,crd,LenoPa20,qb_hits,0,,,,,
player,201012120crd,crd,LenoPa20,fumbles_rec,0,,,,,
player,201012120crd,crd,LenoPa20,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,LenoPa20,fumbles_rec_td,0,,,,,
player,201012120crd,crd,LenoPa20,fumbles_forced,0,,,,,
player,201012120crd,crd,ToleGr99,def_int,0,,,,,
player,201012120crd,crd,ToleGr99,def_int_yds,0,,,,,
player,201012120crd,crd,ToleGr99,def_int_td,0,,,,,
player,201012120crd,crd,ToleGr99,def_int_long,0,,,,,
player,201012120crd,crd,ToleGr99,pass_defended,0,,,,,
player,201012120crd,crd,ToleGr99,sacks,0.0,,,,,
player,201012120crd,crd,ToleGr99,tackles_combined,5,,,,,
player,201012120crd,crd,ToleGr99,tackles_solo,5,,,,,
player,201012120crd,crd,ToleGr99,tackles_assists,0,,,,,
player,201012120crd,crd,ToleGr99,tackles_loss,0,,,,,
player,201012120crd,crd,ToleGr99,qb_hits,0,,,,,
player,201012120crd,crd,ToleGr99,fumbles_rec,0,,,,,
player,201012120crd,crd,ToleGr99,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,ToleGr99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,ToleGr99,fumbles_forced,0,,,,,
player,201012120crd,crd,SchoOB99,def_int,0,,,,,
player,201012120crd,crd,SchoOB99,def_int_yds,0,,,,,
player,201012120crd,crd,SchoOB99,def_int_td,0,,,,,
player,201012120crd,crd,SchoOB99,def_int_long,0,,,,,
player,201012120crd,crd,SchoOB99,pass_defended,1,,,,,
player,201012120crd,crd,SchoOB99,sacks,0.0,,,,,
player,201012120crd,crd,SchoOB99,tackles_combined,3,,,,,
player,201012120crd,crd,SchoOB99,tackles_solo,3,,,,,
player,201012120crd,crd,SchoOB99,tackles_assists,0,,,,,
player,201012120crd,crd,SchoOB99,tackles_loss,0,,,,,
player,201012120crd,crd,SchoOB99,qb_hits,0,,,,,
player,201012120crd,crd,SchoOB99,fumbles_rec,1,,,,,
player,201012120crd,crd,SchoOB99,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,SchoOB99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,SchoOB99,fumbles_forced,0,,,,,
player,201012120crd,crd,BranAl99,def_int,0,,,,,
player,201012120crd,crd,BranAl99,def_int_yds,0,,,,,
player,201012120crd,crd,BranAl99,def_int_td,0,,,,,
player,201012120crd,crd,BranAl99,def_int_long,0,,,,,
player,201012120crd,crd,BranAl99,pass_defended,0,,,,,
player,201012120crd,crd,BranAl99,sacks,0.0,,,,,
player,201012120crd,crd,BranAl99,tackles_combined,2,,,,,
player,201012120crd,crd,BranAl99,tackles_solo,2,,,,,
player,201012120crd,crd,BranAl99,tackles_assists,0,,,,,
player,201012120crd,crd,BranAl99,tackles_loss,0,,,,,
player,201012120crd,crd,BranAl99,qb_hits,1,,,,,
player,201012120crd,crd,BranAl99,fumbles_rec,0,,,,,
player,201012120crd,crd,BranAl99,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,BranAl99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,BranAl99,fumbles_forced,0,,,,,
player,201012120crd,crd,CampCa99,def_int,0,,,,,
player,201012120crd,crd,CampCa99,def_int_yds,0,,,,,
player,201012120crd,crd,CampCa99,def_int_td,0,,,,,
player,201012120crd,crd,CampCa99,def_int_long,0,,,,,
player,201012120crd,crd,CampCa99,pass_defended,0,,,,,
player,201012120crd,crd,CampCa99,sacks,0.0,,,,,
player,201012120crd,crd,CampCa99,tackles_combined,2,,,,,
player,201012120crd,crd,CampCa99,tackles_solo,2,,,,,
player,201012120crd,crd,CampCa99,tackles_assists,0,,,,,
player,201012120crd,crd,CampCa99,tackles_loss,1,,,,,
player,201012120crd,crd,CampCa99,qb_hits,0,,,,,
player,201012120crd,crd,CampCa99,fumbles_rec,1,,,,,
player,201012120crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
