game,2010,14,20101212,201012120crd,den,"Denver Broncos",13,crd,"Arizona Cardinals",43
player,201012120crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201012120crd,crd,DockDa20,def_int,0,,,,,
player,201012120crd,crd,DockDa20,def_int_yds,0,,,,,
player,201012120crd,crd,DockDa20,def_int_td,0,,,,,
player,201012120crd,crd,DockDa20,def_int_long,0,,,,,
player,201012120crd,crd,DockDa20,pass_defended,0,,,,,
player,201012120crd,crd,DockDa20,sacks,0.0,,,,,
player,201012120crd,crd,DockDa20,tackles_combined,2,,,,,
player,201012120crd,crd,DockDa20,tackles_solo,2,,,,,
player,201012120crd,crd,DockDa20,tackles_assists,0,,,,,
player,201012120crd,crd,DockDa20,tackles_loss,0,,,,,
player,201012120crd,crd,DockDa20,qb_hits,1,,,,,
player,201012120crd,crd,DockDa20,fumbles_rec,1,,,,,
player,201012120crd,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,DockDa20,fumbles_rec_td,1,,,,,
player,201012120crd,crd,DockDa20,fumbles_forced,0,,,,,
player,201012120crd,crd,JohnRa98,def_int,0,,,,,
player,201012120crd,crd,JohnRa98,def_int_yds,0,,,,,
player,201012120crd,crd,JohnRa98,def_int_td,0,,,,,
player,201012120crd,crd,JohnRa98,def_int_long,0,,,,,
player,201012120crd,crd,JohnRa98,pass_defended,2,,,,,
player,201012120crd,crd,JohnRa98,sacks,0.0,,,,,
player,201012120crd,crd,JohnRa98,tackles_combined,2,,,,,
player,201012120crd,crd,JohnRa98,tackles_solo,2,,,,,
player,201012120crd,crd,JohnRa98,tackles_assists,0,,,,,
player,201012120crd,crd,JohnRa98,tackles_loss,0,,,,,
player,201012120crd,crd,JohnRa98,qb_hits,0,,,,,
player,201012120crd,crd,JohnRa98,fumbles_rec,0,,,,,
player,201012120crd,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201012120crd,crd,JohnRa98,fumbles_forced,1,,,,,
player,201012120crd,crd,PortJo00,def_int,0,,,,,
player,201012120crd,crd,PortJo00,def_int_yds,0,,,,,
player,201012120crd,crd,PortJo00,def_int_td,0,,,,,
player,201012120crd,crd,PortJo00,def_int_long,0,,,,,
player,201012120crd,crd,PortJo00,pass_defended,0,,,,,
player,201012120crd,crd,PortJo00,sacks,0.0,,,,,
player,201012120crd,crd,PortJo00,tackles_combined,2,,,,,
player,201012120crd,crd,PortJo00,tackles_solo,2,,,,,
player,201012120crd,crd,PortJo00,tackles_assists,0,,,,,
player,201012120crd,crd,PortJo00,tackles_loss,0,,,,,
player,201012120crd,crd,PortJo00,qb_hits,0,,,,,
player,201012120crd,crd,PortJo00,fumbles_rec,0,,,,,
player,201012120crd,crd,PortJo00,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,PortJo00,fumbles_rec_td,0,,,,,
player,201012120crd,crd,PortJo00,fumbles_forced,0,,,,,
player,201012120crd,crd,RodgDo99,def_int,0,,,,,
player,201012120crd,crd,RodgDo99,def_int_yds,0,,,,,
player,201012120crd,crd,RodgDo99,def_int_td,0,,,,,
player,201012120crd,crd,RodgDo99,def_int_long,0,,,,,
player,201012120crd,crd,RodgDo99,pass_defended,1,,,,,
player,201012120crd,crd,RodgDo99,sacks,0.0,,,,,
player,201012120crd,crd,RodgDo99,tackles_combined,2,,,,,
player,201012120crd,crd,RodgDo99,tackles_solo,2,,,,,
player,201012120crd,crd,RodgDo99,tackles_assists,0,,,,,
player,201012120crd,crd,RodgDo99,tackles_loss,0,,,,,
player,201012120crd,crd,RodgDo99,qb_hits,0,,,,,
player,201012120crd,crd,RodgDo99,fumbles_rec,0,,,,,
player,201012120crd,crd,RodgDo99,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,RodgDo99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,RodgDo99,fumbles_forced,0,,,,,
player,201012120crd,crd,WalkRe00,def_int,0,,,,,
player,201012120crd,crd,WalkRe00,def_int_yds,0,,,,,
player,201012120crd,crd,WalkRe00,def_int_td,0,,,,,
player,201012120crd,crd,WalkRe00,def_int_long,0,,,,,
player,201012120crd,crd,WalkRe00,pass_defended,0,,,,,
player,201012120crd,crd,WalkRe00,sacks,0.0,,,,,
player,201012120crd,crd,WalkRe00,tackles_combined,2,,,,,
player,201012120crd,crd,WalkRe00,tackles_solo,2,,,,,
player,201012120crd,crd,WalkRe00,tackles_assists,0,,,,,
player,201012120crd,crd,WalkRe00,tackles_loss,0,,,,,
player,201012120crd,crd,WalkRe00,qb_hits,0,,,,,
player,201012120crd,crd,WalkRe00,fumbles_rec,0,,,,,
player,201012120crd,crd,WalkRe00,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,WalkRe00,fumbles_rec_td,0,,,,,
player,201012120crd,crd,WalkRe00,fumbles_forced,0,,,,,
player,201012120crd,crd,WrigJa01,def_int,0,,,,,
player,201012120crd,crd,WrigJa01,def_int_yds,0,,,,,
player,201012120crd,crd,WrigJa01,def_int_td,0,,,,,
player,201012120crd,crd,WrigJa01,def_int_long,0,,,,,
player,201012120crd,crd,WrigJa01,pass_defended,0,,,,,
player,201012120crd,crd,WrigJa01,sacks,0.0,,,,,
player,201012120crd,crd,WrigJa01,tackles_combined,2,,,,,
player,201012120crd,crd,WrigJa01,tackles_solo,2,,,,,
player,201012120crd,crd,WrigJa01,tackles_assists,0,,,,,
player,201012120crd,crd,WrigJa01,tackles_loss,0,,,,,
player,201012120crd,crd,WrigJa01,qb_hits,0,,,,,
player,201012120crd,crd,WrigJa01,fumbles_rec,0,,,,,
player,201012120crd,crd,WrigJa01,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,WrigJa01,fumbles_rec_td,0,,,,,
player,201012120crd,crd,WrigJa01,fumbles_forced,0,,,,,
player,201012120crd,crd,DrayJi00,def_int,0,,,,,
player,201012120crd,crd,DrayJi00,def_int_yds,0,,,,,
player,201012120crd,crd,DrayJi00,def_int_td,0,,,,,
player,201012120crd,crd,DrayJi00,def_int_long,0,,,,,
player,201012120crd,crd,DrayJi00,pass_defended,0,,,,,
player,201012120crd,crd,DrayJi00,sacks,0.0,,,,,
player,201012120crd,crd,DrayJi00,tackles_combined,1,,,,,
player,201012120crd,crd,DrayJi00,tackles_solo,1,,,,,
player,201012120crd,crd,DrayJi00,tackles_assists,0,,,,,
player,201012120crd,crd,DrayJi00,tackles_loss,0,,,,,
player,201012120crd,crd,DrayJi00,qb_hits,0,,,,,
player,201012120crd,crd,DrayJi00,fumbles_rec,0,,,,,
player,201012120crd,crd,DrayJi00,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,DrayJi00,fumbles_rec_td,0,,,,,
player,201012120crd,crd,DrayJi00,fumbles_forced,0,,,,,
player,201012120crd,crd,feelyjay01,def_int,0,,,,,
player,201012120crd,crd,feelyjay01,def_int_yds,0,,,,,
player,201012120crd,crd,feelyjay01,def_int_td,0,,,,,
player,201012120crd,crd,feelyjay01,def_int_long,0,,,,,
player,201012120crd,crd,feelyjay01,pass_defended,0,,,,,
player,201012120crd,crd,feelyjay01,sacks,0.0,,,,,
player,201012120crd,crd,feelyjay01,tackles_combined,1,,,,,
player,201012120crd,crd,feelyjay01,tackles_solo,1,,,,,
player,201012120crd,crd,feelyjay01,tackles_assists,0,,,,,
player,201012120crd,crd,feelyjay01,tackles_loss,0,,,,,
player,201012120crd,crd,feelyjay01,qb_hits,0,,,,,
player,201012120crd,crd,feelyjay01,fumbles_rec,0,,,,,
player,201012120crd,crd,feelyjay01,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,feelyjay01,fumbles_rec_td,0,,,,,
player,201012120crd,crd,feelyjay01,fumbles_forced,0,,,,,
player,201012120crd,crd,McBrTr99,def_int,0,,,,,
player,201012120crd,crd,McBrTr99,def_int_yds,0,,,,,
player,201012120crd,crd,McBrTr99,def_int_td,0,,,,,
player,201012120crd,crd,McBrTr99,def_int_long,0,,,,,
player,201012120crd,crd,McBrTr99,pass_defended,0,,,,,
player,201012120crd,crd,McBrTr99,sacks,0.0,,,,,
player,201012120crd,crd,McBrTr99,tackles_combined,1,,,,,
player,201012120crd,crd,McBrTr99,tackles_solo,1,,,,,
player,201012120crd,crd,McBrTr99,tackles_assists,0,,,,,
player,201012120crd,crd,McBrTr99,tackles_loss,0,,,,,
player,201012120crd,crd,McBrTr99,qb_hits,0,,,,,
player,201012120crd,crd,McBrTr99,fumbles_rec,0,,,,,
player,201012120crd,crd,McBrTr99,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,McBrTr99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,McBrTr99,fumbles_forced,0,,,,,
player,201012120crd,crd,ObioCy99,def_int,0,,,,,
player,201012120crd,crd,ObioCy99,def_int_yds,0,,,,,
player,201012120crd,crd,ObioCy99,def_int_td,0,,,,,
player,201012120crd,crd,ObioCy99,def_int_long,0,,,,,
player,201012120crd,crd,ObioCy99,pass_defended,0,,,,,
player,201012120crd,crd,ObioCy99,sacks,0.0,,,,,
player,201012120crd,crd,ObioCy99,tackles_combined,1,,,,,
player,201012120crd,crd,ObioCy99,tackles_solo,0,,,,,
player,201012120crd,crd,ObioCy99,tackles_assists,1,,,,,
player,201012120crd,crd,ObioCy99,tackles_loss,0,,,,,
player,201012120crd,crd,ObioCy99,qb_hits,0,,,,,
player,201012120crd,crd,ObioCy99,fumbles_rec,0,,,,,
player,201012120crd,crd,ObioCy99,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,ObioCy99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,ObioCy99,fumbles_forced,0,,,,,
player,201012120crd,crd,StepLa00,def_int,0,,,,,
player,201012120crd,crd,StepLa00,def_int_yds,0,,,,,
player,201012120crd,crd,StepLa00,def_int_td,0,,,,,
player,201012120crd,crd,StepLa00,def_int_long,0,,,,,
player,201012120crd,crd,StepLa00,pass_defended,0,,,,,
player,201012120crd,crd,StepLa00,sacks,0.0,,,,,
player,201012120crd,crd,StepLa00,tackles_combined,1,,,,,
player,201012120crd,crd,StepLa00,tackles_solo,1,,,,,
player,201012120crd,crd,StepLa00,tackles_assists,0,,,,,
player,201012120crd,crd,StepLa00,tackles_loss,0,,,,,
player,201012120crd,crd,StepLa00,qb_hits,0,,,,,
player,201012120crd,crd,StepLa00,fumbles_rec,0,,,,,
player,201012120crd,crd,StepLa00,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,StepLa00,fumbles_rec_td,0,,,,,
player,201012120crd,crd,StepLa00,fumbles_forced,0,,,,,
player,201012120crd,crd,WareMa20,def_int,0,,,,,
player,201012120crd,crd,WareMa20,def_int_yds,0,,,,,
player,201012120crd,crd,WareMa20,def_int_td,0,,,,,
player,201012120crd,crd,WareMa20,def_int_long,0,,,,,
player,201012120crd,crd,WareMa20,pass_defended,0,,,,,
player,201012120crd,crd,WareMa20,sacks,0.0,,,,,
player,201012120crd,crd,WareMa20,tackles_combined,1,,,,,
player,201012120crd,crd,WareMa20,tackles_solo,0,,,,,
player,201012120crd,crd,WareMa20,tackles_assists,1,,,,,
player,201012120crd,crd,WareMa20,tackles_loss,0,,,,,
player,201012120crd,crd,WareMa20,qb_hits,0,,,,,
player,201012120crd,crd,WareMa20,fumbles_rec,0,,,,,
player,201012120crd,crd,WareMa20,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,WareMa20,fumbles_rec_td,0,,,,,
player,201012120crd,crd,WareMa20,fumbles_forced,0,,,,,
player,201012120crd,crd,WillDa99,def_int,0,,,,,
player,201012120crd,crd,WillDa99,def_int_yds,0,,,,,
player,201012120crd,crd,WillDa99,def_int_td,0,,,,,
player,201012120crd,crd,WillDa99,def_int_long,0,,,,,
player,201012120crd,crd,WillDa99,pass_defended,0,,,,,
player,201012120crd,crd,WillDa99,sacks,0.0,,,,,
player,201012120crd,crd,WillDa99,tackles_combined,1,,,,,
player,201012120crd,crd,WillDa99,tackles_solo,1,,,,,
player,201012120crd,crd,WillDa99,tackles_assists,0,,,,,
player,201012120crd,crd,WillDa99,tackles_loss,0,,,,,
player,201012120crd,crd,WillDa99,qb_hits,0,,,,,
player,201012120crd,crd,WillDa99,fumbles_rec,0,,,,,
player,201012120crd,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201012120crd,crd,WillDa99,fumbles_rec_td,0,,,,,
player,201012120crd,crd,WillDa99,fumbles_forced,0,,,,,
player,201012120crd,den,RoyaEd00,kick_ret,0,,,,,
player,201012120crd,den,RoyaEd00,kick_ret_yds,0,,,,,
player,201012120crd,den,RoyaEd00,kick_ret_yds_per_ret,,,,,,
player,201012120crd,den,RoyaEd00,kick_ret_td,0,,,,,
player,201012120crd,den,RoyaEd00,kick_ret_long,0,,,,,
player,201012120crd,den,RoyaEd00,punt_ret,1,,,,,
player,201012120crd,den,RoyaEd00,punt_ret_yds,10,,,,,
player,201012120crd,den,RoyaEd00,punt_ret_yds_per_ret,10.0,,,,,
player,201012120crd,den,RoyaEd00,punt_ret_td,0,,,,,
player,201012120crd,den,RoyaEd00,punt_ret_long,10,,,,,
player,201012120crd,den,DeckEr00,kick_ret,7,,,,,
player,201012120crd,den,DeckEr00,kick_ret_yds,211,,,,,
player,201012120crd,den,DeckEr00,kick_ret_yds_per_ret,30.1,,,,,
player,201012120crd,den,DeckEr00,kick_ret_td,0,,,,,
player,201012120crd,den,DeckEr00,kick_ret_long,51,,,,,
player,201012120crd,den,DeckEr00,punt_ret,0,,,,,
player,201012120crd,den,DeckEr00,punt_ret_yds,0,,,,,
player,201012120crd,den,DeckEr00,punt_ret_yds_per_ret,,,,,,
player,201012120crd,den,DeckEr00,punt_ret_td,0,,,,,
player,201012120crd,den,DeckEr00,punt_ret_long,0,,,,,
player,201012120crd,den,CoxxPe99,kick_ret,2,,,,,
player,201012120crd,den,CoxxPe99,kick_ret_yds,46,,,,,
player,201012120crd,den,CoxxPe99,kick_ret_yds_per_ret,23.0,,,,,
player,201012120crd,den,CoxxPe99,kick_ret_td,0,,,,,
player,201012120crd,den,CoxxPe99,kick_ret_long,30,,,,,
player,201012120crd,den,CoxxPe99,punt_ret,0,,,,,
player,201012120crd,den,CoxxPe99,punt_ret_yds,0,,,,,
player,201012120crd,den,CoxxPe99,punt_ret_yds_per_ret,,,,,,
player,201012120crd,den,CoxxPe99,punt_ret_td,0,,,,,
player,201012120crd,den,CoxxPe99,punt_ret_long,0,,,,,
player,201012120crd,den,BallLa00,kick_ret,1,,,,,
player,201012120crd,den,BallLa00,kick_ret_yds,15,,,,,
player,201012120crd,den,BallLa00,kick_ret_yds_per_ret,15.0,,,,,
player,201012120crd,den,BallLa00,kick_ret_td,0,,,,,
player,201012120crd,den,BallLa00,kick_ret_long,15,,,,,
player,201012120crd,den,BallLa00,punt_ret,0,,,,,
player,201012120crd,den,BallLa00,punt_ret_yds,0,,,,,
player,201012120crd,den,BallLa00,punt_ret_yds_per_ret,,,,,,
player,201012120crd,den,BallLa00,punt_ret_td,0,,,,,
player,201012120crd,den,BallLa00,punt_ret_long,0,,,,,
player,201012120crd,crd,RobeAn00,kick_ret,0,,,,,
player,201012120crd,crd,RobeAn00,kick_ret_yds,0,,,,,
player,201012120crd,crd,RobeAn00,kick_ret_yds_per_ret,,,,,,
player,201012120crd,crd,RobeAn00,kick_ret_td,0,,,,,
player,201012120crd,crd,RobeAn00,kick_ret_long,0,,,,,
player,201012120crd,crd,RobeAn00,punt_ret,5,,,,,
player,201012120crd,crd,RobeAn00,punt_ret_yds,72,,,,,
player,201012120crd,crd,RobeAn00,punt_ret_yds_per_ret,14.4,,,,,
player,201012120crd,crd,RobeAn00,punt_ret_td,0,,,,,
player,201012120crd,crd,RobeAn00,punt_ret_long,25,,,,,
player,201012120crd,crd,StepLa00,kick_ret,3,,,,,
player,201012120crd,crd,StepLa00,kick_ret_yds,81,,,,,
player,201012120crd,crd,StepLa00,kick_ret_yds_per_ret,27.0,,,,,
player,201012120crd,crd,StepLa00,kick_ret_td,0,,,,,
player,201012120crd,crd,StepLa00,kick_ret_long,33,,,,,
player,201012120crd,crd,StepLa00,punt_ret,0,,,,,
player,201012120crd,crd,StepLa00,punt_ret_yds,0,,,,,
player,201012120crd,crd,StepLa00,punt_ret_yds_per_ret,,,,,,
player,201012120crd,crd,StepLa00,punt_ret_td,0,,,,,
player,201012120crd,crd,StepLa00,punt_ret_long,0,,,,,
player,201012120crd,den,HausSt00,xpm,1,,,,,
player,201012120crd,den,HausSt00,xpa,1,,,,,
player,201012120crd,den,HausSt00,fgm,2,,,,,
player,201012120crd,den,HausSt00,fga,3,,,,,
player,201012120crd,den,HausSt00,punt,0,,,,,
player,201012120crd,den,HausSt00,punt_yds,0,,,,,
player,201012120crd,den,HausSt00,punt_yds_per_punt,,,,,,
player,201012120crd,den,HausSt00,punt_long,0,,,,,
player,201012120crd,den,ColqBr00,xpm,,,,,,
player,201012120crd,den,ColqBr00,xpa,,,,,,
player,201012120crd,den,ColqBr00,fgm,,,,,,
player,201012120crd,den,ColqBr00,fga,,,,,,
player,201012120crd,den,ColqBr00,punt,5,,,,,
player,201012120crd,den,ColqBr00,punt_yds,281,,,,,
player,201012120crd,den,ColqBr00,punt_yds_per_punt,56.2,,,,,
player,201012120crd,den,ColqBr00,punt_long,60,,,,,
player,201012120crd,crd,feelyjay01,xpm,4,,,,,
player,201012120crd,crd,feelyjay01,xpa,4,,,,,
player,201012120crd,crd,feelyjay01,fgm,5,,,,,
player,201012120crd,crd,feelyjay01,fga,6,,,,,
player,201012120crd,crd,feelyjay01,punt,0,,,,,
player,201012120crd,crd,feelyjay01,punt_yds,0,,,,,
player,201012120crd,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201012120crd,crd,feelyjay01,punt_long,0,,,,,
player,201012120crd,crd,GrahBe20,xpm,,,,,,
player,201012120crd,crd,GrahBe20,xpa,,,,,,
player,201012120crd,crd,GrahBe20,fgm,,,,,,
player,201012120crd,crd,GrahBe20,fga,,,,,,
player,201012120crd,crd,GrahBe20,punt,5,,,,,
player,201012120crd,crd,GrahBe20,punt_yds,188,,,,,
player,201012120crd,crd,GrahBe20,punt_yds_per_punt,37.6,,,,,
player,201012120crd,crd,GrahBe20,punt_long,46,,,,,
