game,2010,14,20101212,201012120nyj,mia,"Miami Dolphins",10,nyj,"New York Jets",6
player,201012120nyj,mia,FasaAn00,pass_sacked_yds,,,,,,
player,201012120nyj,mia,FasaAn00,pass_long,0,,,,,
player,201012120nyj,mia,FasaAn00,pass_rating,,,,,,
player,201012120nyj,mia,FasaAn00,rush_att,0,,,,,
player,201012120nyj,mia,FasaAn00,rush_yds,0,,,,,
player,201012120nyj,mia,FasaAn00,rush_td,0,,,,,
player,201012120nyj,mia,FasaAn00,rush_long,0,,,,,
player,201012120nyj,mia,FasaAn00,targets,2,,,,,
player,201012120nyj,mia,FasaAn00,rec,2,,,,,
player,201012120nyj,mia,FasaAn00,rec_yds,33,,,,,
player,201012120nyj,mia,FasaAn00,rec_td,0,,,,,
player,201012120nyj,mia,FasaAn00,rec_long,28,,,,,
player,201012120nyj,mia,FasaAn00,fumbles,0,,,,,
player,201012120nyj,mia,FasaAn00,fumbles_lost,,,,,,
player,201012120nyj,mia,MarsBr00,pass_cmp,0,,,,,
player,201012120nyj,mia,MarsBr00,pass_att,0,,,,,
player,201012120nyj,mia,MarsBr00,pass_yds,0,,,,,
player,201012120nyj,mia,MarsBr00,pass_td,0,,,,,
player,201012120nyj,mia,MarsBr00,pass_int,0,,,,,
player,201012120nyj,mia,MarsBr00,pass_sacked,0,,,,,
player,201012120nyj,mia,MarsBr00,pass_sacked_yds,,,,,,
player,201012120nyj,mia,MarsBr00,pass_long,0,,,,,
player,201012120nyj,mia,MarsBr00,pass_rating,,,,,,
player,201012120nyj,mia,MarsBr00,rush_att,0,,,,,
player,201012120nyj,mia,MarsBr00,rush_yds,0,,,,,
player,201012120nyj,mia,MarsBr00,rush_td,0,,,,,
player,201012120nyj,mia,MarsBr00,rush_long,0,,,,,
player,201012120nyj,mia,MarsBr00,targets,6,,,,,
player,201012120nyj,mia,MarsBr00,rec,2,,,,,
player,201012120nyj,mia,MarsBr00,rec_yds,16,,,,,
player,201012120nyj,mia,MarsBr00,rec_td,1,,,,,
player,201012120nyj,mia,MarsBr00,rec_long,10,,,,,
player,201012120nyj,mia,MarsBr00,fumbles,0,,,,,
player,201012120nyj,mia,MarsBr00,fumbles_lost,,,,,,
player,201012120nyj,mia,BessDa00,pass_cmp,0,,,,,
player,201012120nyj,mia,BessDa00,pass_att,0,,,,,
player,201012120nyj,mia,BessDa00,pass_yds,0,,,,,
player,201012120nyj,mia,BessDa00,pass_td,0,,,,,
player,201012120nyj,mia,BessDa00,pass_int,0,,,,,
player,201012120nyj,mia,BessDa00,pass_sacked,,,,,,
player,201012120nyj,mia,BessDa00,pass_sacked_yds,,,,,,
player,201012120nyj,mia,BessDa00,pass_long,0,,,,,
player,201012120nyj,mia,BessDa00,pass_rating,,,,,,
player,201012120nyj,mia,BessDa00,rush_att,0,,,,,
player,201012120nyj,mia,BessDa00,rush_yds,0,,,,,
player,201012120nyj,mia,BessDa00,rush_td,0,,,,,
player,201012120nyj,mia,BessDa00,rush_long,0,,,,,
player,201012120nyj,mia,BessDa00,targets,7,,,,,
player,201012120nyj,mia,BessDa00,rec,1,,,,,
player,201012120nyj,mia,BessDa00,rec_yds,6,,,,,
player,201012120nyj,mia,BessDa00,rec_td,0,,,,,
player,201012120nyj,mia,BessDa00,rec_long,6,,,,,
player,201012120nyj,mia,BessDa00,fumbles,0,,,,,
player,201012120nyj,mia,BessDa00,fumbles_lost,,,,,,
player,201012120nyj,mia,MoorMa02,pass_cmp,,,,,,
player,201012120nyj,mia,MoorMa02,pass_att,,,,,,
player,201012120nyj,mia,MoorMa02,pass_yds,,,,,,
player,201012120nyj,mia,MoorMa02,pass_td,,,,,,
player,201012120nyj,mia,MoorMa02,pass_int,,,,,,
player,201012120nyj,mia,MoorMa02,pass_sacked,,,,,,
player,201012120nyj,mia,MoorMa02,pass_sacked_yds,,,,,,
player,201012120nyj,mia,MoorMa02,pass_long,,,,,,
player,201012120nyj,mia,MoorMa02,pass_rating,,,,,,
player,201012120nyj,mia,MoorMa02,rush_att,,,,,,
player,201012120nyj,mia,MoorMa02,rush_yds,,,,,,
player,201012120nyj,mia,MoorMa02,rush_td,,,,,,
player,201012120nyj,mia,MoorMa02,rush_long,,,,,,
player,201012120nyj,mia,MoorMa02,targets,1,,,,,
player,201012120nyj,mia,MoorMa02,rec,0,,,,,
player,201012120nyj,mia,MoorMa02,rec_yds,0,,,,,
player,201012120nyj,mia,MoorMa02,rec_td,0,,,,,
player,201012120nyj,mia,MoorMa02,rec_long,,,,,,
player,201012120nyj,mia,MoorMa02,fumbles,,,,,,
player,201012120nyj,mia,MoorMa02,fumbles_lost,,,,,,
player,201012120nyj,nyj,SancMa00,pass_cmp,17,,,,,
player,201012120nyj,nyj,SancMa00,pass_att,44,,,,,
player,201012120nyj,nyj,SancMa00,pass_yds,216,,,,,
player,201012120nyj,nyj,SancMa00,pass_td,0,,,,,
player,201012120nyj,nyj,SancMa00,pass_int,1,,,,,
player,201012120nyj,nyj,SancMa00,pass_sacked,6,,,,,
player,201012120nyj,nyj,SancMa00,pass_sacked_yds,23,,,,,
player,201012120nyj,nyj,SancMa00,pass_long,42,,,,,
player,201012120nyj,nyj,SancMa00,pass_rating,45.3,,,,,
player,201012120nyj,nyj,SancMa00,rush_att,2,,,,,
player,201012120nyj,nyj,SancMa00,rush_yds,20,,,,,
player,201012120nyj,nyj,SancMa00,rush_td,0,,,,,
player,201012120nyj,nyj,SancMa00,rush_long,14,,,,,
player,201012120nyj,nyj,SancMa00,targets,0,,,,,
player,201012120nyj,nyj,SancMa00,rec,0,,,,,
player,201012120nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201012120nyj,nyj,SancMa00,rec_td,0,,,,,
player,201012120nyj,nyj,SancMa00,rec_long,0,,,,,
player,201012120nyj,nyj,SancMa00,fumbles,4,,,,,
player,201012120nyj,nyj,SancMa00,fumbles_lost,1,,,,,
player,201012120nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201012120nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201012120nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201012120nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201012120nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201012120nyj,nyj,TomlLa00,pass_sacked,,,,,,
player,201012120nyj,nyj,TomlLa00,pass_sacked_yds,,,,,,
player,201012120nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201012120nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201012120nyj,nyj,TomlLa00,rush_att,19,,,,,
player,201012120nyj,nyj,TomlLa00,rush_yds,49,,,,,
player,201012120nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201012120nyj,nyj,TomlLa00,rush_long,8,,,,,
player,201012120nyj,nyj,TomlLa00,targets,3,,,,,
player,201012120nyj,nyj,TomlLa00,rec,2,,,,,
player,201012120nyj,nyj,TomlLa00,rec_yds,5,,,,,
player,201012120nyj,nyj,TomlLa00,rec_td,0,,,,,
player,201012120nyj,nyj,TomlLa00,rec_long,6,,,,,
player,201012120nyj,nyj,TomlLa00,fumbles,0,,,,,
player,201012120nyj,nyj,TomlLa00,fumbles_lost,,,,,,
player,201012120nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201012120nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201012120nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201012120nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201012120nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201012120nyj,nyj,GreeSh00,pass_sacked,,,,,,
player,201012120nyj,nyj,GreeSh00,pass_sacked_yds,,,,,,
player,201012120nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201012120nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201012120nyj,nyj,GreeSh00,rush_att,8,,,,,
player,201012120nyj,nyj,GreeSh00,rush_yds,17,,,,,
player,201012120nyj,nyj,GreeSh00,rush_td,0,,,,,
player,201012120nyj,nyj,GreeSh00,rush_long,6,,,,,
player,201012120nyj,nyj,GreeSh00,targets,4,,,,,
player,201012120nyj,nyj,GreeSh00,rec,3,,,,,
player,201012120nyj,nyj,GreeSh00,rec_yds,29,,,,,
player,201012120nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201012120nyj,nyj,GreeSh00,rec_long,15,,,,,
player,201012120nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201012120nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201012120nyj,nyj,SmitBr01,pass_cmp,0,,,,,
player,201012120nyj,nyj,SmitBr01,pass_att,0,,,,,
player,201012120nyj,nyj,SmitBr01,pass_yds,0,,,,,
player,201012120nyj,nyj,SmitBr01,pass_td,0,,,,,
player,201012120nyj,nyj,SmitBr01,pass_int,0,,,,,
player,201012120nyj,nyj,SmitBr01,pass_sacked,0,,,,,
player,201012120nyj,nyj,SmitBr01,pass_sacked_yds,,,,,,
player,201012120nyj,nyj,SmitBr01,pass_long,0,,,,,
player,201012120nyj,nyj,SmitBr01,pass_rating,,,,,,
player,201012120nyj,nyj,SmitBr01,rush_att,2,,,,,
player,201012120nyj,nyj,SmitBr01,rush_yds,1,,,,,
player,201012120nyj,nyj,SmitBr01,rush_td,0,,,,,
player,201012120nyj,nyj,SmitBr01,rush_long,3,,,,,
player,201012120nyj,nyj,SmitBr01,targets,0,,,,,
player,201012120nyj,nyj,SmitBr01,rec,0,,,,,
player,201012120nyj,nyj,SmitBr01,rec_yds,0,,,,,
player,201012120nyj,nyj,SmitBr01,rec_td,0,,,,,
player,201012120nyj,nyj,SmitBr01,rec_long,0,,,,,
player,201012120nyj,nyj,SmitBr01,fumbles,0,,,,,
player,201012120nyj,nyj,SmitBr01,fumbles_lost,,,,,,
player,201012120nyj,nyj,CotcJe00,pass_cmp,0,,,,,
player,201012120nyj,nyj,CotcJe00,pass_att,0,,,,,
player,201012120nyj,nyj,CotcJe00,pass_yds,0,,,,,
player,201012120nyj,nyj,CotcJe00,pass_td,0,,,,,
player,201012120nyj,nyj,CotcJe00,pass_int,0,,,,,
player,201012120nyj,nyj,CotcJe00,pass_sacked,,,,,,
player,201012120nyj,nyj,CotcJe00,pass_sacked_yds,,,,,,
player,201012120nyj,nyj,CotcJe00,pass_long,0,,,,,
player,201012120nyj,nyj,CotcJe00,pass_rating,,,,,,
player,201012120nyj,nyj,CotcJe00,rush_att,0,,,,,
player,201012120nyj,nyj,CotcJe00,rush_yds,0,,,,,
player,201012120nyj,nyj,CotcJe00,rush_td,0,,,,,
player,201012120nyj,nyj,CotcJe00,rush_long,0,,,,,
player,201012120nyj,nyj,CotcJe00,targets,12,,,,,
player,201012120nyj,nyj,CotcJe00,rec,5,,,,,
player,201012120nyj,nyj,CotcJe00,rec_yds,69,,,,,
player,201012120nyj,nyj,CotcJe00,rec_td,0,,,,,
player,201012120nyj,nyj,CotcJe00,rec_long,16,,,,,
player,201012120nyj,nyj,CotcJe00,fumbles,0,,,,,
player,201012120nyj,nyj,CotcJe00,fumbles_lost,,,,,,
player,201012120nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201012120nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201012120nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201012120nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201012120nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201012120nyj,nyj,HolmSa00,pass_sacked,,,,,,
player,201012120nyj,nyj,HolmSa00,pass_sacked_yds,,,,,,
player,201012120nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201012120nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201012120nyj,nyj,HolmSa00,rush_att,0,,,,,
player,201012120nyj,nyj,HolmSa00,rush_yds,0,,,,,
player,201012120nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201012120nyj,nyj,HolmSa00,rush_long,0,,,,,
player,201012120nyj,nyj,HolmSa00,targets,9,,,,,
player,201012120nyj,nyj,HolmSa00,rec,2,,,,,
player,201012120nyj,nyj,HolmSa00,rec_yds,57,,,,,
player,201012120nyj,nyj,HolmSa00,rec_td,0,,,,,
player,201012120nyj,nyj,HolmSa00,rec_long,42,,,,,
player,201012120nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201012120nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201012120nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201012120nyj,nyj,KellDu00,pass_att,0,,,,,
player,201012120nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201012120nyj,nyj,KellDu00,pass_td,0,,,,,
player,201012120nyj,nyj,KellDu00,pass_int,0,,,,,
player,201012120nyj,nyj,KellDu00,pass_sacked,,,,,,
player,201012120nyj,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201012120nyj,nyj,KellDu00,pass_long,0,,,,,
player,201012120nyj,nyj,KellDu00,pass_rating,,,,,,
player,201012120nyj,nyj,KellDu00,rush_att,0,,,,,
player,201012120nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201012120nyj,nyj,KellDu00,rush_td,0,,,,,
player,201012120nyj,nyj,KellDu00,rush_long,0,,,,,
player,201012120nyj,nyj,KellDu00,targets,12,,,,,
player,201012120nyj,nyj,KellDu00,rec,3,,,,,
player,201012120nyj,nyj,KellDu00,rec_yds,34,,,,,
player,201012120nyj,nyj,KellDu00,rec_td,0,,,,,
player,201012120nyj,nyj,KellDu00,rec_long,18,,,,,
player,201012120nyj,nyj,KellDu00,fumbles,0,,,,,
player,201012120nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201012120nyj,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201012120nyj,nyj,EdwaBr00,pass_att,0,,,,,
player,201012120nyj,nyj,EdwaBr00,pass_yds,0,,,,,
player,201012120nyj,nyj,EdwaBr00,pass_td,0,,,,,
player,201012120nyj,nyj,EdwaBr00,pass_int,0,,,,,
player,201012120nyj,nyj,EdwaBr00,pass_sacked,,,,,,
player,201012120nyj,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201012120nyj,nyj,EdwaBr00,pass_long,0,,,,,
player,201012120nyj,nyj,EdwaBr00,pass_rating,,,,,,
player,201012120nyj,nyj,EdwaBr00,rush_att,0,,,,,
player,201012120nyj,nyj,EdwaBr00,rush_yds,0,,,,,
player,201012120nyj,nyj,EdwaBr00,rush_td,0,,,,,
player,201012120nyj,nyj,EdwaBr00,rush_long,0,,,,,
player,201012120nyj,nyj,EdwaBr00,targets,2,,,,,
player,201012120nyj,nyj,EdwaBr00,rec,1,,,,,
player,201012120nyj,nyj,EdwaBr00,rec_yds,17,,,,,
player,201012120nyj,nyj,EdwaBr00,rec_td,0,,,,,
player,201012120nyj,nyj,EdwaBr00,rec_long,17,,,,,
player,201012120nyj,nyj,EdwaBr00,fumbles,0,,,,,
player,201012120nyj,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201012120nyj,nyj,McKnJo00,pass_cmp,0,,,,,
player,201012120nyj,nyj,McKnJo00,pass_att,0,,,,,
player,201012120nyj,nyj,McKnJo00,pass_yds,0,,,,,
player,201012120nyj,nyj,McKnJo00,pass_td,0,,,,,
player,201012120nyj,nyj,McKnJo00,pass_int,0,,,,,
player,201012120nyj,nyj,McKnJo00,pass_sacked,,,,,,
player,201012120nyj,nyj,McKnJo00,pass_sacked_yds,,,,,,
player,201012120nyj,nyj,McKnJo00,pass_long,0,,,,,
player,201012120nyj,nyj,McKnJo00,pass_rating,,,,,,
player,201012120nyj,nyj,McKnJo00,rush_att,0,,,,,
player,201012120nyj,nyj,McKnJo00,rush_yds,0,,,,,
player,201012120nyj,nyj,McKnJo00,rush_td,0,,,,,
player,201012120nyj,nyj,McKnJo00,rush_long,0,,,,,
player,201012120nyj,nyj,McKnJo00,targets,1,,,,,
player,201012120nyj,nyj,McKnJo00,rec,1,,,,,
player,201012120nyj,nyj,McKnJo00,rec_yds,5,,,,,
player,201012120nyj,nyj,McKnJo00,rec_td,0,,,,,
player,201012120nyj,nyj,McKnJo00,rec_long,5,,,,,
player,201012120nyj,nyj,McKnJo00,fumbles,0,,,,,
player,201012120nyj,nyj,McKnJo00,fumbles_lost,,,,,,
player,201012120nyj,mia,CarrNo00,def_int,1,,,,,
player,201012120nyj,mia,CarrNo00,def_int_yds,1,,,,,
player,201012120nyj,mia,CarrNo00,def_int_td,0,,,,,
player,201012120nyj,mia,CarrNo00,def_int_long,1,,,,,
player,201012120nyj,mia,CarrNo00,pass_defended,1,,,,,
player,201012120nyj,mia,CarrNo00,sacks,0.0,,,,,
player,201012120nyj,mia,CarrNo00,tackles_combined,0,,,,,
player,201012120nyj,mia,CarrNo00,tackles_solo,0,,,,,
player,201012120nyj,mia,CarrNo00,tackles_assists,0,,,,,
player,201012120nyj,mia,CarrNo00,tackles_loss,0,,,,,
player,201012120nyj,mia,CarrNo00,qb_hits,0,,,,,
player,201012120nyj,mia,CarrNo00,fumbles_rec,0,,,,,
player,201012120nyj,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201012120nyj,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201012120nyj,mia,CarrNo00,fumbles_forced,0,,,,,
player,201012120nyj,mia,WakeCa00,def_int,0,,,,,
player,201012120nyj,mia,WakeCa00,def_int_yds,0,,,,,
player,201012120nyj,mia,WakeCa00,def_int_td,0,,,,,
player,201012120nyj,mia,WakeCa00,def_int_long,0,,,,,
player,201012120nyj,mia,WakeCa00,pass_defended,0,,,,,
player,201012120nyj,mia,WakeCa00,sacks,2.0,,,,,
player,201012120nyj,mia,WakeCa00,tackles_combined,5,,,,,
player,201012120nyj,mia,WakeCa00,tackles_solo,5,,,,,
player,201012120nyj,mia,WakeCa00,tackles_assists,0,,,,,
player,201012120nyj,mia,WakeCa00,tackles_loss,2,,,,,
player,201012120nyj,mia,WakeCa00,qb_hits,1,,,,,
player,201012120nyj,mia,WakeCa00,fumbles_rec,0,,,,,
player,201012120nyj,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201012120nyj,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201012120nyj,mia,WakeCa00,fumbles_forced,1,,,,,
player,201012120nyj,mia,DansKa20,def_int,0,,,,,
player,201012120nyj,mia,DansKa20,def_int_yds,0,,,,,
player,201012120nyj,mia,DansKa20,def_int_td,0,,,,,
player,201012120nyj,mia,DansKa20,def_int_long,0,,,,,
player,201012120nyj,mia,DansKa20,pass_defended,1,,,,,
player,201012120nyj,mia,DansKa20,sacks,1.0,,,,,
player,201012120nyj,mia,DansKa20,tackles_combined,9,,,,,
player,201012120nyj,mia,DansKa20,tackles_solo,8,,,,,
player,201012120nyj,mia,DansKa20,tackles_assists,1,,,,,
player,201012120nyj,mia,DansKa20,tackles_loss,0,,,,,
player,201012120nyj,mia,DansKa20,qb_hits,0,,,,,
player,201012120nyj,mia,DansKa20,fumbles_rec,0,,,,,
player,201012120nyj,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201012120nyj,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201012120nyj,mia,DansKa20,fumbles_forced,1,,,,,
player,201012120nyj,mia,LangKe98,def_int,0,,,,,
player,201012120nyj,mia,LangKe98,def_int_yds,0,,,,,
player,201012120nyj,mia,LangKe98,def_int_td,0,,,,,
player,201012120nyj,mia,LangKe98,def_int_long,0,,,,,
player,201012120nyj,mia,LangKe98,pass_defended,0,,,,,
player,201012120nyj,mia,LangKe98,sacks,1.0,,,,,
player,201012120nyj,mia,LangKe98,tackles_combined,4,,,,,
player,201012120nyj,mia,LangKe98,tackles_solo,4,,,,,
player,201012120nyj,mia,LangKe98,tackles_assists,0,,,,,
player,201012120nyj,mia,LangKe98,tackles_loss,0,,,,,
player,201012120nyj,mia,LangKe98,qb_hits,1,,,,,
player,201012120nyj,mia,LangKe98,fumbles_rec,0,,,,,
player,201012120nyj,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201012120nyj,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201012120nyj,mia,LangKe98,fumbles_forced,1,,,,,
player,201012120nyj,mia,SoliPa99,def_int,0,,,,,
player,201012120nyj,mia,SoliPa99,def_int_yds,0,,,,,
player,201012120nyj,mia,SoliPa99,def_int_td,0,,,,,
player,201012120nyj,mia,SoliPa99,def_int_long,0,,,,,
player,201012120nyj,mia,SoliPa99,pass_defended,0,,,,,
player,201012120nyj,mia,SoliPa99,sacks,1.0,,,,,
player,201012120nyj,mia,SoliPa99,tackles_combined,3,,,,,
player,201012120nyj,mia,SoliPa99,tackles_solo,3,,,,,
player,201012120nyj,mia,SoliPa99,tackles_assists,0,,,,,
player,201012120nyj,mia,SoliPa99,tackles_loss,2,,,,,
player,201012120nyj,mia,SoliPa99,qb_hits,1,,,,,
player,201012120nyj,mia,SoliPa99,fumbles_rec,0,,,,,
