game,2010,6,20101018,201010180jax,oti,"Tennessee Titans",30,jax,"Jacksonville Jaguars",3
player,201010180jax,oti,FordJa99,fumbles_rec,0,,,,,
player,201010180jax,oti,FordJa99,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,FordJa99,fumbles_rec_td,0,,,,,
player,201010180jax,oti,FordJa99,fumbles_forced,0,,,,,
player,201010180jax,oti,BabiJa20,def_int,0,,,,,
player,201010180jax,oti,BabiJa20,def_int_yds,0,,,,,
player,201010180jax,oti,BabiJa20,def_int_td,0,,,,,
player,201010180jax,oti,BabiJa20,def_int_long,0,,,,,
player,201010180jax,oti,BabiJa20,pass_defended,0,,,,,
player,201010180jax,oti,BabiJa20,sacks,0.5,,,,,
player,201010180jax,oti,BabiJa20,tackles_combined,2,,,,,
player,201010180jax,oti,BabiJa20,tackles_solo,1,,,,,
player,201010180jax,oti,BabiJa20,tackles_assists,1,,,,,
player,201010180jax,oti,BabiJa20,tackles_loss,0,,,,,
player,201010180jax,oti,BabiJa20,qb_hits,4,,,,,
player,201010180jax,oti,BabiJa20,fumbles_rec,0,,,,,
player,201010180jax,oti,BabiJa20,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,BabiJa20,fumbles_rec_td,0,,,,,
player,201010180jax,oti,BabiJa20,fumbles_forced,0,,,,,
player,201010180jax,oti,BallDa20,def_int,0,,,,,
player,201010180jax,oti,BallDa20,def_int_yds,0,,,,,
player,201010180jax,oti,BallDa20,def_int_td,0,,,,,
player,201010180jax,oti,BallDa20,def_int_long,0,,,,,
player,201010180jax,oti,BallDa20,pass_defended,0,,,,,
player,201010180jax,oti,BallDa20,sacks,0.5,,,,,
player,201010180jax,oti,BallDa20,tackles_combined,2,,,,,
player,201010180jax,oti,BallDa20,tackles_solo,1,,,,,
player,201010180jax,oti,BallDa20,tackles_assists,1,,,,,
player,201010180jax,oti,BallDa20,tackles_loss,0,,,,,
player,201010180jax,oti,BallDa20,qb_hits,2,,,,,
player,201010180jax,oti,BallDa20,fumbles_rec,0,,,,,
player,201010180jax,oti,BallDa20,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,BallDa20,fumbles_rec_td,0,,,,,
player,201010180jax,oti,BallDa20,fumbles_forced,0,,,,,
player,201010180jax,oti,TullSt20,def_int,0,,,,,
player,201010180jax,oti,TullSt20,def_int_yds,0,,,,,
player,201010180jax,oti,TullSt20,def_int_td,0,,,,,
player,201010180jax,oti,TullSt20,def_int_long,0,,,,,
player,201010180jax,oti,TullSt20,pass_defended,0,,,,,
player,201010180jax,oti,TullSt20,sacks,0.0,,,,,
player,201010180jax,oti,TullSt20,tackles_combined,8,,,,,
player,201010180jax,oti,TullSt20,tackles_solo,7,,,,,
player,201010180jax,oti,TullSt20,tackles_assists,1,,,,,
player,201010180jax,oti,TullSt20,tackles_loss,0,,,,,
player,201010180jax,oti,TullSt20,qb_hits,0,,,,,
player,201010180jax,oti,TullSt20,fumbles_rec,1,,,,,
player,201010180jax,oti,TullSt20,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,TullSt20,fumbles_rec_td,0,,,,,
player,201010180jax,oti,TullSt20,fumbles_forced,0,,,,,
player,201010180jax,oti,FinnCo20,def_int,0,,,,,
player,201010180jax,oti,FinnCo20,def_int_yds,0,,,,,
player,201010180jax,oti,FinnCo20,def_int_td,0,,,,,
player,201010180jax,oti,FinnCo20,def_int_long,0,,,,,
player,201010180jax,oti,FinnCo20,pass_defended,0,,,,,
player,201010180jax,oti,FinnCo20,sacks,0.0,,,,,
player,201010180jax,oti,FinnCo20,tackles_combined,5,,,,,
player,201010180jax,oti,FinnCo20,tackles_solo,5,,,,,
player,201010180jax,oti,FinnCo20,tackles_assists,0,,,,,
player,201010180jax,oti,FinnCo20,tackles_loss,1,,,,,
player,201010180jax,oti,FinnCo20,qb_hits,0,,,,,
player,201010180jax,oti,FinnCo20,fumbles_rec,0,,,,,
player,201010180jax,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201010180jax,oti,FinnCo20,fumbles_forced,0,,,,,
player,201010180jax,oti,HayeJo20,def_int,0,,,,,
player,201010180jax,oti,HayeJo20,def_int_yds,0,,,,,
player,201010180jax,oti,HayeJo20,def_int_td,0,,,,,
player,201010180jax,oti,HayeJo20,def_int_long,0,,,,,
player,201010180jax,oti,HayeJo20,pass_defended,0,,,,,
player,201010180jax,oti,HayeJo20,sacks,0.0,,,,,
player,201010180jax,oti,HayeJo20,tackles_combined,4,,,,,
player,201010180jax,oti,HayeJo20,tackles_solo,4,,,,,
player,201010180jax,oti,HayeJo20,tackles_assists,0,,,,,
player,201010180jax,oti,HayeJo20,tackles_loss,0,,,,,
player,201010180jax,oti,HayeJo20,qb_hits,0,,,,,
player,201010180jax,oti,HayeJo20,fumbles_rec,0,,,,,
player,201010180jax,oti,HayeJo20,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,HayeJo20,fumbles_rec_td,0,,,,,
player,201010180jax,oti,HayeJo20,fumbles_forced,0,,,,,
player,201010180jax,oti,McRaGe99,def_int,0,,,,,
player,201010180jax,oti,McRaGe99,def_int_yds,0,,,,,
player,201010180jax,oti,McRaGe99,def_int_td,0,,,,,
player,201010180jax,oti,McRaGe99,def_int_long,0,,,,,
player,201010180jax,oti,McRaGe99,pass_defended,0,,,,,
player,201010180jax,oti,McRaGe99,sacks,0.0,,,,,
player,201010180jax,oti,McRaGe99,tackles_combined,4,,,,,
player,201010180jax,oti,McRaGe99,tackles_solo,3,,,,,
player,201010180jax,oti,McRaGe99,tackles_assists,1,,,,,
player,201010180jax,oti,McRaGe99,tackles_loss,1,,,,,
player,201010180jax,oti,McRaGe99,qb_hits,0,,,,,
player,201010180jax,oti,McRaGe99,fumbles_rec,0,,,,,
player,201010180jax,oti,McRaGe99,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,McRaGe99,fumbles_rec_td,0,,,,,
player,201010180jax,oti,McRaGe99,fumbles_forced,0,,,,,
player,201010180jax,oti,HayeWi99,def_int,0,,,,,
player,201010180jax,oti,HayeWi99,def_int_yds,0,,,,,
player,201010180jax,oti,HayeWi99,def_int_td,0,,,,,
player,201010180jax,oti,HayeWi99,def_int_long,0,,,,,
player,201010180jax,oti,HayeWi99,pass_defended,0,,,,,
player,201010180jax,oti,HayeWi99,sacks,0.0,,,,,
player,201010180jax,oti,HayeWi99,tackles_combined,3,,,,,
player,201010180jax,oti,HayeWi99,tackles_solo,3,,,,,
player,201010180jax,oti,HayeWi99,tackles_assists,0,,,,,
player,201010180jax,oti,HayeWi99,tackles_loss,0,,,,,
player,201010180jax,oti,HayeWi99,qb_hits,0,,,,,
player,201010180jax,oti,HayeWi99,fumbles_rec,0,,,,,
player,201010180jax,oti,HayeWi99,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,HayeWi99,fumbles_rec_td,0,,,,,
player,201010180jax,oti,HayeWi99,fumbles_forced,0,,,,,
player,201010180jax,oti,HopeCh21,def_int,0,,,,,
player,201010180jax,oti,HopeCh21,def_int_yds,0,,,,,
player,201010180jax,oti,HopeCh21,def_int_td,0,,,,,
player,201010180jax,oti,HopeCh21,def_int_long,0,,,,,
player,201010180jax,oti,HopeCh21,pass_defended,0,,,,,
player,201010180jax,oti,HopeCh21,sacks,0.0,,,,,
player,201010180jax,oti,HopeCh21,tackles_combined,3,,,,,
player,201010180jax,oti,HopeCh21,tackles_solo,3,,,,,
player,201010180jax,oti,HopeCh21,tackles_assists,0,,,,,
player,201010180jax,oti,HopeCh21,tackles_loss,0,,,,,
player,201010180jax,oti,HopeCh21,qb_hits,0,,,,,
player,201010180jax,oti,HopeCh21,fumbles_rec,0,,,,,
player,201010180jax,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201010180jax,oti,HopeCh21,fumbles_forced,0,,,,,
player,201010180jax,oti,WithWi20,def_int,0,,,,,
player,201010180jax,oti,WithWi20,def_int_yds,0,,,,,
player,201010180jax,oti,WithWi20,def_int_td,0,,,,,
player,201010180jax,oti,WithWi20,def_int_long,0,,,,,
player,201010180jax,oti,WithWi20,pass_defended,0,,,,,
player,201010180jax,oti,WithWi20,sacks,0.0,,,,,
player,201010180jax,oti,WithWi20,tackles_combined,3,,,,,
player,201010180jax,oti,WithWi20,tackles_solo,3,,,,,
player,201010180jax,oti,WithWi20,tackles_assists,0,,,,,
player,201010180jax,oti,WithWi20,tackles_loss,0,,,,,
player,201010180jax,oti,WithWi20,qb_hits,1,,,,,
player,201010180jax,oti,WithWi20,fumbles_rec,0,,,,,
player,201010180jax,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201010180jax,oti,WithWi20,fumbles_forced,0,,,,,
player,201010180jax,oti,CookJa02,def_int,0,,,,,
player,201010180jax,oti,CookJa02,def_int_yds,0,,,,,
player,201010180jax,oti,CookJa02,def_int_td,0,,,,,
player,201010180jax,oti,CookJa02,def_int_long,0,,,,,
player,201010180jax,oti,CookJa02,pass_defended,0,,,,,
player,201010180jax,oti,CookJa02,sacks,0.0,,,,,
player,201010180jax,oti,CookJa02,tackles_combined,2,,,,,
player,201010180jax,oti,CookJa02,tackles_solo,2,,,,,
player,201010180jax,oti,CookJa02,tackles_assists,0,,,,,
player,201010180jax,oti,CookJa02,tackles_loss,0,,,,,
player,201010180jax,oti,CookJa02,qb_hits,0,,,,,
player,201010180jax,oti,CookJa02,fumbles_rec,0,,,,,
player,201010180jax,oti,CookJa02,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,CookJa02,fumbles_rec_td,0,,,,,
player,201010180jax,oti,CookJa02,fumbles_forced,0,,,,,
player,201010180jax,oti,WinbJa20,def_int,0,,,,,
player,201010180jax,oti,WinbJa20,def_int_yds,0,,,,,
player,201010180jax,oti,WinbJa20,def_int_td,0,,,,,
player,201010180jax,oti,WinbJa20,def_int_long,0,,,,,
player,201010180jax,oti,WinbJa20,pass_defended,0,,,,,
player,201010180jax,oti,WinbJa20,sacks,0.0,,,,,
player,201010180jax,oti,WinbJa20,tackles_combined,2,,,,,
player,201010180jax,oti,WinbJa20,tackles_solo,2,,,,,
player,201010180jax,oti,WinbJa20,tackles_assists,0,,,,,
player,201010180jax,oti,WinbJa20,tackles_loss,0,,,,,
player,201010180jax,oti,WinbJa20,qb_hits,0,,,,,
player,201010180jax,oti,WinbJa20,fumbles_rec,0,,,,,
player,201010180jax,oti,WinbJa20,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,WinbJa20,fumbles_rec_td,0,,,,,
player,201010180jax,oti,WinbJa20,fumbles_forced,0,,,,,
player,201010180jax,oti,AmatKe20,def_int,0,,,,,
player,201010180jax,oti,AmatKe20,def_int_yds,0,,,,,
player,201010180jax,oti,AmatKe20,def_int_td,0,,,,,
player,201010180jax,oti,AmatKe20,def_int_long,0,,,,,
player,201010180jax,oti,AmatKe20,pass_defended,0,,,,,
player,201010180jax,oti,AmatKe20,sacks,0.0,,,,,
player,201010180jax,oti,AmatKe20,tackles_combined,1,,,,,
player,201010180jax,oti,AmatKe20,tackles_solo,1,,,,,
player,201010180jax,oti,AmatKe20,tackles_assists,0,,,,,
player,201010180jax,oti,AmatKe20,tackles_loss,0,,,,,
player,201010180jax,oti,AmatKe20,qb_hits,0,,,,,
player,201010180jax,oti,AmatKe20,fumbles_rec,0,,,,,
player,201010180jax,oti,AmatKe20,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,AmatKe20,fumbles_rec_td,0,,,,,
player,201010180jax,oti,AmatKe20,fumbles_forced,0,,,,,
player,201010180jax,oti,BailPa99,def_int,0,,,,,
player,201010180jax,oti,BailPa99,def_int_yds,0,,,,,
player,201010180jax,oti,BailPa99,def_int_td,0,,,,,
player,201010180jax,oti,BailPa99,def_int_long,0,,,,,
player,201010180jax,oti,BailPa99,pass_defended,0,,,,,
player,201010180jax,oti,BailPa99,sacks,0.0,,,,,
player,201010180jax,oti,BailPa99,tackles_combined,1,,,,,
player,201010180jax,oti,BailPa99,tackles_solo,1,,,,,
player,201010180jax,oti,BailPa99,tackles_assists,0,,,,,
player,201010180jax,oti,BailPa99,tackles_loss,0,,,,,
player,201010180jax,oti,BailPa99,qb_hits,0,,,,,
player,201010180jax,oti,BailPa99,fumbles_rec,0,,,,,
player,201010180jax,oti,BailPa99,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,BailPa99,fumbles_rec_td,0,,,,,
player,201010180jax,oti,BailPa99,fumbles_forced,0,,,,,
player,201010180jax,oti,BrowTo25,def_int,0,,,,,
player,201010180jax,oti,BrowTo25,def_int_yds,0,,,,,
player,201010180jax,oti,BrowTo25,def_int_td,0,,,,,
player,201010180jax,oti,BrowTo25,def_int_long,0,,,,,
player,201010180jax,oti,BrowTo25,pass_defended,0,,,,,
player,201010180jax,oti,BrowTo25,sacks,0.0,,,,,
player,201010180jax,oti,BrowTo25,tackles_combined,1,,,,,
player,201010180jax,oti,BrowTo25,tackles_solo,1,,,,,
player,201010180jax,oti,BrowTo25,tackles_assists,0,,,,,
player,201010180jax,oti,BrowTo25,tackles_loss,0,,,,,
player,201010180jax,oti,BrowTo25,qb_hits,0,,,,,
player,201010180jax,oti,BrowTo25,fumbles_rec,0,,,,,
player,201010180jax,oti,BrowTo25,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,BrowTo25,fumbles_rec_td,0,,,,,
player,201010180jax,oti,BrowTo25,fumbles_forced,0,,,,,
player,201010180jax,oti,JoneJa99,def_int,0,,,,,
player,201010180jax,oti,JoneJa99,def_int_yds,0,,,,,
player,201010180jax,oti,JoneJa99,def_int_td,0,,,,,
player,201010180jax,oti,JoneJa99,def_int_long,0,,,,,
player,201010180jax,oti,JoneJa99,pass_defended,0,,,,,
player,201010180jax,oti,JoneJa99,sacks,0.0,,,,,
player,201010180jax,oti,JoneJa99,tackles_combined,1,,,,,
player,201010180jax,oti,JoneJa99,tackles_solo,1,,,,,
player,201010180jax,oti,JoneJa99,tackles_assists,0,,,,,
player,201010180jax,oti,JoneJa99,tackles_loss,0,,,,,
player,201010180jax,oti,JoneJa99,qb_hits,0,,,,,
player,201010180jax,oti,JoneJa99,fumbles_rec,0,,,,,
player,201010180jax,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201010180jax,oti,JoneJa99,fumbles_forced,0,,,,,
player,201010180jax,oti,MariMa00,def_int,0,,,,,
player,201010180jax,oti,MariMa00,def_int_yds,0,,,,,
player,201010180jax,oti,MariMa00,def_int_td,0,,,,,
player,201010180jax,oti,MariMa00,def_int_long,0,,,,,
player,201010180jax,oti,MariMa00,pass_defended,0,,,,,
player,201010180jax,oti,MariMa00,sacks,0.0,,,,,
player,201010180jax,oti,MariMa00,tackles_combined,1,,,,,
player,201010180jax,oti,MariMa00,tackles_solo,1,,,,,
player,201010180jax,oti,MariMa00,tackles_assists,0,,,,,
player,201010180jax,oti,MariMa00,tackles_loss,0,,,,,
player,201010180jax,oti,MariMa00,qb_hits,0,,,,,
player,201010180jax,oti,MariMa00,fumbles_rec,0,,,,,
player,201010180jax,oti,MariMa00,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,MariMa00,fumbles_rec_td,0,,,,,
player,201010180jax,oti,MariMa00,fumbles_forced,0,,,,,
player,201010180jax,oti,SchoNi99,def_int,0,,,,,
player,201010180jax,oti,SchoNi99,def_int_yds,0,,,,,
player,201010180jax,oti,SchoNi99,def_int_td,0,,,,,
player,201010180jax,oti,SchoNi99,def_int_long,0,,,,,
player,201010180jax,oti,SchoNi99,pass_defended,0,,,,,
player,201010180jax,oti,SchoNi99,sacks,0.0,,,,,
player,201010180jax,oti,SchoNi99,tackles_combined,1,,,,,
player,201010180jax,oti,SchoNi99,tackles_solo,1,,,,,
player,201010180jax,oti,SchoNi99,tackles_assists,0,,,,,
player,201010180jax,oti,SchoNi99,tackles_loss,0,,,,,
player,201010180jax,oti,SchoNi99,qb_hits,0,,,,,
player,201010180jax,oti,SchoNi99,fumbles_rec,0,,,,,
player,201010180jax,oti,SchoNi99,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,SchoNi99,fumbles_rec_td,0,,,,,
player,201010180jax,oti,SchoNi99,fumbles_forced,0,,,,,
player,201010180jax,jax,MorrKi20,def_int,0,,,,,
player,201010180jax,jax,MorrKi20,def_int_yds,0,,,,,
player,201010180jax,jax,MorrKi20,def_int_td,0,,,,,
player,201010180jax,jax,MorrKi20,def_int_long,0,,,,,
player,201010180jax,jax,MorrKi20,pass_defended,0,,,,,
player,201010180jax,jax,MorrKi20,sacks,0.0,,,,,
player,201010180jax,jax,MorrKi20,tackles_combined,7,,,,,
player,201010180jax,jax,MorrKi20,tackles_solo,6,,,,,
player,201010180jax,jax,MorrKi20,tackles_assists,1,,,,,
player,201010180jax,jax,MorrKi20,tackles_loss,0,,,,,
player,201010180jax,jax,MorrKi20,qb_hits,0,,,,,
player,201010180jax,jax,MorrKi20,fumbles_rec,0,,,,,
player,201010180jax,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201010180jax,jax,MorrKi20,fumbles_forced,0,,,,,
player,201010180jax,jax,SmitDa24,def_int,0,,,,,
player,201010180jax,jax,SmitDa24,def_int_yds,0,,,,,
player,201010180jax,jax,SmitDa24,def_int_td,0,,,,,
player,201010180jax,jax,SmitDa24,def_int_long,0,,,,,
player,201010180jax,jax,SmitDa24,pass_defended,0,,,,,
player,201010180jax,jax,SmitDa24,sacks,0.0,,,,,
player,201010180jax,jax,SmitDa24,tackles_combined,6,,,,,
player,201010180jax,jax,SmitDa24,tackles_solo,5,,,,,
player,201010180jax,jax,SmitDa24,tackles_assists,1,,,,,
player,201010180jax,jax,SmitDa24,tackles_loss,0,,,,,
player,201010180jax,jax,SmitDa24,qb_hits,0,,,,,
player,201010180jax,jax,SmitDa24,fumbles_rec,0,,,,,
player,201010180jax,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201010180jax,jax,SmitDa24,fumbles_forced,0,,,,,
player,201010180jax,jax,AluaTy99,def_int,0,,,,,
player,201010180jax,jax,AluaTy99,def_int_yds,0,,,,,
player,201010180jax,jax,AluaTy99,def_int_td,0,,,,,
player,201010180jax,jax,AluaTy99,def_int_long,0,,,,,
player,201010180jax,jax,AluaTy99,pass_defended,0,,,,,
player,201010180jax,jax,AluaTy99,sacks,0.0,,,,,
player,201010180jax,jax,AluaTy99,tackles_combined,5,,,,,
player,201010180jax,jax,AluaTy99,tackles_solo,4,,,,,
player,201010180jax,jax,AluaTy99,tackles_assists,1,,,,,
player,201010180jax,jax,AluaTy99,tackles_loss,0,,,,,
player,201010180jax,jax,AluaTy99,qb_hits,1,,,,,
player,201010180jax,jax,AluaTy99,fumbles_rec,0,,,,,
player,201010180jax,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201010180jax,jax,AluaTy99,fumbles_forced,0,,,,,
player,201010180jax,jax,DuraJu99,def_int,0,,,,,
player,201010180jax,jax,DuraJu99,def_int_yds,0,,,,,
player,201010180jax,jax,DuraJu99,def_int_td,0,,,,,
player,201010180jax,jax,DuraJu99,def_int_long,0,,,,,
player,201010180jax,jax,DuraJu99,pass_defended,0,,,,,
player,201010180jax,jax,DuraJu99,sacks,0.0,,,,,
player,201010180jax,jax,DuraJu99,tackles_combined,5,,,,,
player,201010180jax,jax,DuraJu99,tackles_solo,5,,,,,
player,201010180jax,jax,DuraJu99,tackles_assists,0,,,,,
player,201010180jax,jax,DuraJu99,tackles_loss,1,,,,,
player,201010180jax,jax,DuraJu99,qb_hits,0,,,,,
player,201010180jax,jax,DuraJu99,fumbles_rec,0,,,,,
player,201010180jax,jax,DuraJu99,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,DuraJu99,fumbles_rec_td,0,,,,,
player,201010180jax,jax,DuraJu99,fumbles_forced,0,,,,,
player,201010180jax,jax,JoneDa99,def_int,0,,,,,
player,201010180jax,jax,JoneDa99,def_int_yds,0,,,,,
player,201010180jax,jax,JoneDa99,def_int_td,0,,,,,
player,201010180jax,jax,JoneDa99,def_int_long,0,,,,,
player,201010180jax,jax,JoneDa99,pass_defended,0,,,,,
player,201010180jax,jax,JoneDa99,sacks,0.0,,,,,
player,201010180jax,jax,JoneDa99,tackles_combined,5,,,,,
player,201010180jax,jax,JoneDa99,tackles_solo,5,,,,,
player,201010180jax,jax,JoneDa99,tackles_assists,0,,,,,
player,201010180jax,jax,JoneDa99,tackles_loss,0,,,,,
player,201010180jax,jax,JoneDa99,qb_hits,0,,,,,
player,201010180jax,jax,JoneDa99,fumbles_rec,0,,,,,
player,201010180jax,jax,JoneDa99,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,JoneDa99,fumbles_rec_td,0,,,,,
player,201010180jax,jax,JoneDa99,fumbles_forced,0,,,,,
player,201010180jax,jax,KnigTe99,def_int,0,,,,,
player,201010180jax,jax,KnigTe99,def_int_yds,0,,,,,
player,201010180jax,jax,KnigTe99,def_int_td,0,,,,,
player,201010180jax,jax,KnigTe99,def_int_long,0,,,,,
player,201010180jax,jax,KnigTe99,pass_defended,1,,,,,
player,201010180jax,jax,KnigTe99,sacks,0.0,,,,,
player,201010180jax,jax,KnigTe99,tackles_combined,5,,,,,
player,201010180jax,jax,KnigTe99,tackles_solo,3,,,,,
player,201010180jax,jax,KnigTe99,tackles_assists,2,,,,,
player,201010180jax,jax,KnigTe99,tackles_loss,1,,,,,
player,201010180jax,jax,KnigTe99,qb_hits,0,,,,,
player,201010180jax,jax,KnigTe99,fumbles_rec,0,,,,,
player,201010180jax,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201010180jax,jax,KnigTe99,fumbles_forced,0,,,,,
player,201010180jax,jax,AlexGe99,def_int,0,,,,,
player,201010180jax,jax,AlexGe99,def_int_yds,0,,,,,
player,201010180jax,jax,AlexGe99,def_int_td,0,,,,,
player,201010180jax,jax,AlexGe99,def_int_long,0,,,,,
player,201010180jax,jax,AlexGe99,pass_defended,1,,,,,
player,201010180jax,jax,AlexGe99,sacks,0.0,,,,,
player,201010180jax,jax,AlexGe99,tackles_combined,4,,,,,
player,201010180jax,jax,AlexGe99,tackles_solo,4,,,,,
player,201010180jax,jax,AlexGe99,tackles_assists,0,,,,,
player,201010180jax,jax,AlexGe99,tackles_loss,0,,,,,
player,201010180jax,jax,AlexGe99,qb_hits,0,,,,,
player,201010180jax,jax,AlexGe99,fumbles_rec,0,,,,,
player,201010180jax,jax,AlexGe99,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,AlexGe99,fumbles_rec_td,0,,,,,
player,201010180jax,jax,AlexGe99,fumbles_forced,0,,,,,
player,201010180jax,jax,CareDo00,def_int,0,,,,,
player,201010180jax,jax,CareDo00,def_int_yds,0,,,,,
player,201010180jax,jax,CareDo00,def_int_td,0,,,,,
player,201010180jax,jax,CareDo00,def_int_long,0,,,,,
player,201010180jax,jax,CareDo00,pass_defended,0,,,,,
player,201010180jax,jax,CareDo00,sacks,0.0,,,,,
player,201010180jax,jax,CareDo00,tackles_combined,4,,,,,
player,201010180jax,jax,CareDo00,tackles_solo,3,,,,,
player,201010180jax,jax,CareDo00,tackles_assists,1,,,,,
player,201010180jax,jax,CareDo00,tackles_loss,0,,,,,
player,201010180jax,jax,CareDo00,qb_hits,0,,,,,
player,201010180jax,jax,CareDo00,fumbles_rec,0,,,,,
player,201010180jax,jax,CareDo00,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,CareDo00,fumbles_rec_td,0,,,,,
player,201010180jax,jax,CareDo00,fumbles_forced,0,,,,,
player,201010180jax,jax,GreeCo99,def_int,0,,,,,
player,201010180jax,jax,GreeCo99,def_int_yds,0,,,,,
player,201010180jax,jax,GreeCo99,def_int_td,0,,,,,
player,201010180jax,jax,GreeCo99,def_int_long,0,,,,,
player,201010180jax,jax,GreeCo99,pass_defended,0,,,,,
player,201010180jax,jax,GreeCo99,sacks,0.0,,,,,
player,201010180jax,jax,GreeCo99,tackles_combined,4,,,,,
player,201010180jax,jax,GreeCo99,tackles_solo,4,,,,,
player,201010180jax,jax,GreeCo99,tackles_assists,0,,,,,
player,201010180jax,jax,GreeCo99,tackles_loss,2,,,,,
player,201010180jax,jax,GreeCo99,qb_hits,0,,,,,
player,201010180jax,jax,GreeCo99,fumbles_rec,0,,,,,
player,201010180jax,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201010180jax,jax,GreeCo99,fumbles_forced,0,,,,,
player,201010180jax,jax,MathRa99,def_int,0,,,,,
player,201010180jax,jax,MathRa99,def_int_yds,0,,,,,
player,201010180jax,jax,MathRa99,def_int_td,0,,,,,
player,201010180jax,jax,MathRa99,def_int_long,0,,,,,
player,201010180jax,jax,MathRa99,pass_defended,0,,,,,
player,201010180jax,jax,MathRa99,sacks,0.0,,,,,
player,201010180jax,jax,MathRa99,tackles_combined,4,,,,,
player,201010180jax,jax,MathRa99,tackles_solo,3,,,,,
player,201010180jax,jax,MathRa99,tackles_assists,1,,,,,
player,201010180jax,jax,MathRa99,tackles_loss,0,,,,,
player,201010180jax,jax,MathRa99,qb_hits,0,,,,,
player,201010180jax,jax,MathRa99,fumbles_rec,0,,,,,
player,201010180jax,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201010180jax,jax,MathRa99,fumbles_forced,0,,,,,
player,201010180jax,jax,MiddWi98,def_int,0,,,,,
player,201010180jax,jax,MiddWi98,def_int_yds,0,,,,,
player,201010180jax,jax,MiddWi98,def_int_td,0,,,,,
player,201010180jax,jax,MiddWi98,def_int_long,0,,,,,
player,201010180jax,jax,MiddWi98,pass_defended,0,,,,,
player,201010180jax,jax,MiddWi98,sacks,0.0,,,,,
player,201010180jax,jax,MiddWi98,tackles_combined,2,,,,,
player,201010180jax,jax,MiddWi98,tackles_solo,2,,,,,
player,201010180jax,jax,MiddWi98,tackles_assists,0,,,,,
player,201010180jax,jax,MiddWi98,tackles_loss,0,,,,,
player,201010180jax,jax,MiddWi98,qb_hits,0,,,,,
player,201010180jax,jax,MiddWi98,fumbles_rec,0,,,,,
player,201010180jax,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201010180jax,jax,MiddWi98,fumbles_forced,0,,,,,
player,201010180jax,jax,DouzLe00,def_int,0,,,,,
player,201010180jax,jax,DouzLe00,def_int_yds,0,,,,,
player,201010180jax,jax,DouzLe00,def_int_td,0,,,,,
player,201010180jax,jax,DouzLe00,def_int_long,0,,,,,
player,201010180jax,jax,DouzLe00,pass_defended,0,,,,,
player,201010180jax,jax,DouzLe00,sacks,0.0,,,,,
player,201010180jax,jax,DouzLe00,tackles_combined,1,,,,,
player,201010180jax,jax,DouzLe00,tackles_solo,1,,,,,
player,201010180jax,jax,DouzLe00,tackles_assists,0,,,,,
player,201010180jax,jax,DouzLe00,tackles_loss,0,,,,,
player,201010180jax,jax,DouzLe00,qb_hits,0,,,,,
player,201010180jax,jax,DouzLe00,fumbles_rec,0,,,,,
player,201010180jax,jax,DouzLe00,fumbles_rec_yds,0,,,,,
player,201010180jax,jax,DouzLe00,fumbles_rec_td,0,,,,,
