game,2010,11,20101121,201011210jax,cle,"Cleveland Browns",20,jax,"Jacksonville Jaguars",24
player,201011210jax,cle,BenaMa00,tackles_solo,1,,,,,
player,201011210jax,cle,BenaMa00,tackles_assists,0,,,,,
player,201011210jax,cle,BenaMa00,tackles_loss,1,,,,,
player,201011210jax,cle,BenaMa00,qb_hits,2,,,,,
player,201011210jax,cle,BenaMa00,fumbles_rec,0,,,,,
player,201011210jax,cle,BenaMa00,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,BenaMa00,fumbles_rec_td,0,,,,,
player,201011210jax,cle,BenaMa00,fumbles_forced,0,,,,,
player,201011210jax,cle,RothMa20,def_int,0,,,,,
player,201011210jax,cle,RothMa20,def_int_yds,0,,,,,
player,201011210jax,cle,RothMa20,def_int_td,0,,,,,
player,201011210jax,cle,RothMa20,def_int_long,0,,,,,
player,201011210jax,cle,RothMa20,pass_defended,0,,,,,
player,201011210jax,cle,RothMa20,sacks,0.5,,,,,
player,201011210jax,cle,RothMa20,tackles_combined,5,,,,,
player,201011210jax,cle,RothMa20,tackles_solo,3,,,,,
player,201011210jax,cle,RothMa20,tackles_assists,2,,,,,
player,201011210jax,cle,RothMa20,tackles_loss,0,,,,,
player,201011210jax,cle,RothMa20,qb_hits,2,,,,,
player,201011210jax,cle,RothMa20,fumbles_rec,0,,,,,
player,201011210jax,cle,RothMa20,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,RothMa20,fumbles_rec_td,0,,,,,
player,201011210jax,cle,RothMa20,fumbles_forced,0,,,,,
player,201011210jax,cle,RogeSh99,def_int,0,,,,,
player,201011210jax,cle,RogeSh99,def_int_yds,0,,,,,
player,201011210jax,cle,RogeSh99,def_int_td,0,,,,,
player,201011210jax,cle,RogeSh99,def_int_long,0,,,,,
player,201011210jax,cle,RogeSh99,pass_defended,0,,,,,
player,201011210jax,cle,RogeSh99,sacks,0.5,,,,,
player,201011210jax,cle,RogeSh99,tackles_combined,2,,,,,
player,201011210jax,cle,RogeSh99,tackles_solo,1,,,,,
player,201011210jax,cle,RogeSh99,tackles_assists,1,,,,,
player,201011210jax,cle,RogeSh99,tackles_loss,0,,,,,
player,201011210jax,cle,RogeSh99,qb_hits,1,,,,,
player,201011210jax,cle,RogeSh99,fumbles_rec,0,,,,,
player,201011210jax,cle,RogeSh99,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,RogeSh99,fumbles_rec_td,0,,,,,
player,201011210jax,cle,RogeSh99,fumbles_forced,0,,,,,
player,201011210jax,cle,BartEr20,def_int,0,,,,,
player,201011210jax,cle,BartEr20,def_int_yds,0,,,,,
player,201011210jax,cle,BartEr20,def_int_td,0,,,,,
player,201011210jax,cle,BartEr20,def_int_long,0,,,,,
player,201011210jax,cle,BartEr20,pass_defended,0,,,,,
player,201011210jax,cle,BartEr20,sacks,0.0,,,,,
player,201011210jax,cle,BartEr20,tackles_combined,6,,,,,
player,201011210jax,cle,BartEr20,tackles_solo,6,,,,,
player,201011210jax,cle,BartEr20,tackles_assists,0,,,,,
player,201011210jax,cle,BartEr20,tackles_loss,0,,,,,
player,201011210jax,cle,BartEr20,qb_hits,0,,,,,
player,201011210jax,cle,BartEr20,fumbles_rec,0,,,,,
player,201011210jax,cle,BartEr20,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,BartEr20,fumbles_rec_td,0,,,,,
player,201011210jax,cle,BartEr20,fumbles_forced,0,,,,,
player,201011210jax,cle,BoweDa20,def_int,0,,,,,
player,201011210jax,cle,BoweDa20,def_int_yds,0,,,,,
player,201011210jax,cle,BoweDa20,def_int_td,0,,,,,
player,201011210jax,cle,BoweDa20,def_int_long,0,,,,,
player,201011210jax,cle,BoweDa20,pass_defended,0,,,,,
player,201011210jax,cle,BoweDa20,sacks,0.0,,,,,
player,201011210jax,cle,BoweDa20,tackles_combined,3,,,,,
player,201011210jax,cle,BoweDa20,tackles_solo,2,,,,,
player,201011210jax,cle,BoweDa20,tackles_assists,1,,,,,
player,201011210jax,cle,BoweDa20,tackles_loss,0,,,,,
player,201011210jax,cle,BoweDa20,qb_hits,1,,,,,
player,201011210jax,cle,BoweDa20,fumbles_rec,0,,,,,
player,201011210jax,cle,BoweDa20,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,BoweDa20,fumbles_rec_td,0,,,,,
player,201011210jax,cle,BoweDa20,fumbles_forced,0,,,,,
player,201011210jax,cle,GocoCh99,def_int,0,,,,,
player,201011210jax,cle,GocoCh99,def_int_yds,0,,,,,
player,201011210jax,cle,GocoCh99,def_int_td,0,,,,,
player,201011210jax,cle,GocoCh99,def_int_long,0,,,,,
player,201011210jax,cle,GocoCh99,pass_defended,0,,,,,
player,201011210jax,cle,GocoCh99,sacks,0.0,,,,,
player,201011210jax,cle,GocoCh99,tackles_combined,3,,,,,
player,201011210jax,cle,GocoCh99,tackles_solo,3,,,,,
player,201011210jax,cle,GocoCh99,tackles_assists,0,,,,,
player,201011210jax,cle,GocoCh99,tackles_loss,0,,,,,
player,201011210jax,cle,GocoCh99,qb_hits,0,,,,,
player,201011210jax,cle,GocoCh99,fumbles_rec,2,,,,,
player,201011210jax,cle,GocoCh99,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,GocoCh99,fumbles_rec_td,0,,,,,
player,201011210jax,cle,GocoCh99,fumbles_forced,0,,,,,
player,201011210jax,cle,KingEr20,def_int,0,,,,,
player,201011210jax,cle,KingEr20,def_int_yds,0,,,,,
player,201011210jax,cle,KingEr20,def_int_td,0,,,,,
player,201011210jax,cle,KingEr20,def_int_long,0,,,,,
player,201011210jax,cle,KingEr20,pass_defended,0,,,,,
player,201011210jax,cle,KingEr20,sacks,0.0,,,,,
player,201011210jax,cle,KingEr20,tackles_combined,3,,,,,
player,201011210jax,cle,KingEr20,tackles_solo,3,,,,,
player,201011210jax,cle,KingEr20,tackles_assists,0,,,,,
player,201011210jax,cle,KingEr20,tackles_loss,0,,,,,
player,201011210jax,cle,KingEr20,qb_hits,0,,,,,
player,201011210jax,cle,KingEr20,fumbles_rec,0,,,,,
player,201011210jax,cle,KingEr20,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,KingEr20,fumbles_rec_td,0,,,,,
player,201011210jax,cle,KingEr20,fumbles_forced,0,,,,,
player,201011210jax,cle,SoreNi20,def_int,0,,,,,
player,201011210jax,cle,SoreNi20,def_int_yds,0,,,,,
player,201011210jax,cle,SoreNi20,def_int_td,0,,,,,
player,201011210jax,cle,SoreNi20,def_int_long,0,,,,,
player,201011210jax,cle,SoreNi20,pass_defended,0,,,,,
player,201011210jax,cle,SoreNi20,sacks,0.0,,,,,
player,201011210jax,cle,SoreNi20,tackles_combined,3,,,,,
player,201011210jax,cle,SoreNi20,tackles_solo,3,,,,,
player,201011210jax,cle,SoreNi20,tackles_assists,0,,,,,
player,201011210jax,cle,SoreNi20,tackles_loss,0,,,,,
player,201011210jax,cle,SoreNi20,qb_hits,0,,,,,
player,201011210jax,cle,SoreNi20,fumbles_rec,0,,,,,
player,201011210jax,cle,SoreNi20,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,SoreNi20,fumbles_rec_td,0,,,,,
player,201011210jax,cle,SoreNi20,fumbles_forced,0,,,,,
player,201011210jax,cle,VentRa20,def_int,0,,,,,
player,201011210jax,cle,VentRa20,def_int_yds,0,,,,,
player,201011210jax,cle,VentRa20,def_int_td,0,,,,,
player,201011210jax,cle,VentRa20,def_int_long,0,,,,,
player,201011210jax,cle,VentRa20,pass_defended,0,,,,,
player,201011210jax,cle,VentRa20,sacks,0.0,,,,,
player,201011210jax,cle,VentRa20,tackles_combined,3,,,,,
player,201011210jax,cle,VentRa20,tackles_solo,3,,,,,
player,201011210jax,cle,VentRa20,tackles_assists,0,,,,,
player,201011210jax,cle,VentRa20,tackles_loss,0,,,,,
player,201011210jax,cle,VentRa20,qb_hits,0,,,,,
player,201011210jax,cle,VentRa20,fumbles_rec,0,,,,,
player,201011210jax,cle,VentRa20,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,VentRa20,fumbles_rec_td,0,,,,,
player,201011210jax,cle,VentRa20,fumbles_forced,1,,,,,
player,201011210jax,cle,SchaBr00,def_int,0,,,,,
player,201011210jax,cle,SchaBr00,def_int_yds,0,,,,,
player,201011210jax,cle,SchaBr00,def_int_td,0,,,,,
player,201011210jax,cle,SchaBr00,def_int_long,0,,,,,
player,201011210jax,cle,SchaBr00,pass_defended,0,,,,,
player,201011210jax,cle,SchaBr00,sacks,0.0,,,,,
player,201011210jax,cle,SchaBr00,tackles_combined,2,,,,,
player,201011210jax,cle,SchaBr00,tackles_solo,2,,,,,
player,201011210jax,cle,SchaBr00,tackles_assists,0,,,,,
player,201011210jax,cle,SchaBr00,tackles_loss,0,,,,,
player,201011210jax,cle,SchaBr00,qb_hits,0,,,,,
player,201011210jax,cle,SchaBr00,fumbles_rec,0,,,,,
player,201011210jax,cle,SchaBr00,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,SchaBr00,fumbles_rec_td,0,,,,,
player,201011210jax,cle,SchaBr00,fumbles_forced,0,,,,,
player,201011210jax,cle,BrowTi20,def_int,0,,,,,
player,201011210jax,cle,BrowTi20,def_int_yds,0,,,,,
player,201011210jax,cle,BrowTi20,def_int_td,0,,,,,
player,201011210jax,cle,BrowTi20,def_int_long,0,,,,,
player,201011210jax,cle,BrowTi20,pass_defended,0,,,,,
player,201011210jax,cle,BrowTi20,sacks,0.0,,,,,
player,201011210jax,cle,BrowTi20,tackles_combined,1,,,,,
player,201011210jax,cle,BrowTi20,tackles_solo,1,,,,,
player,201011210jax,cle,BrowTi20,tackles_assists,0,,,,,
player,201011210jax,cle,BrowTi20,tackles_loss,0,,,,,
player,201011210jax,cle,BrowTi20,qb_hits,0,,,,,
player,201011210jax,cle,BrowTi20,fumbles_rec,0,,,,,
player,201011210jax,cle,BrowTi20,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,BrowTi20,fumbles_rec_td,0,,,,,
player,201011210jax,cle,BrowTi20,fumbles_forced,0,,,,,
player,201011210jax,cle,BrowSh20,def_int,0,,,,,
player,201011210jax,cle,BrowSh20,def_int_yds,0,,,,,
player,201011210jax,cle,BrowSh20,def_int_td,0,,,,,
player,201011210jax,cle,BrowSh20,def_int_long,0,,,,,
player,201011210jax,cle,BrowSh20,pass_defended,2,,,,,
player,201011210jax,cle,BrowSh20,sacks,0.0,,,,,
player,201011210jax,cle,BrowSh20,tackles_combined,1,,,,,
player,201011210jax,cle,BrowSh20,tackles_solo,1,,,,,
player,201011210jax,cle,BrowSh20,tackles_assists,0,,,,,
player,201011210jax,cle,BrowSh20,tackles_loss,0,,,,,
player,201011210jax,cle,BrowSh20,qb_hits,0,,,,,
player,201011210jax,cle,BrowSh20,fumbles_rec,0,,,,,
player,201011210jax,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201011210jax,cle,BrowSh20,fumbles_forced,0,,,,,
player,201011210jax,cle,CostBl20,def_int,0,,,,,
player,201011210jax,cle,CostBl20,def_int_yds,0,,,,,
player,201011210jax,cle,CostBl20,def_int_td,0,,,,,
player,201011210jax,cle,CostBl20,def_int_long,0,,,,,
player,201011210jax,cle,CostBl20,pass_defended,0,,,,,
player,201011210jax,cle,CostBl20,sacks,0.0,,,,,
player,201011210jax,cle,CostBl20,tackles_combined,1,,,,,
player,201011210jax,cle,CostBl20,tackles_solo,1,,,,,
player,201011210jax,cle,CostBl20,tackles_assists,0,,,,,
player,201011210jax,cle,CostBl20,tackles_loss,0,,,,,
player,201011210jax,cle,CostBl20,qb_hits,0,,,,,
player,201011210jax,cle,CostBl20,fumbles_rec,0,,,,,
player,201011210jax,cle,CostBl20,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,CostBl20,fumbles_rec_td,0,,,,,
player,201011210jax,cle,CostBl20,fumbles_forced,0,,,,,
player,201011210jax,cle,RobiDe21,def_int,0,,,,,
player,201011210jax,cle,RobiDe21,def_int_yds,0,,,,,
player,201011210jax,cle,RobiDe21,def_int_td,0,,,,,
player,201011210jax,cle,RobiDe21,def_int_long,0,,,,,
player,201011210jax,cle,RobiDe21,pass_defended,0,,,,,
player,201011210jax,cle,RobiDe21,sacks,0.0,,,,,
player,201011210jax,cle,RobiDe21,tackles_combined,1,,,,,
player,201011210jax,cle,RobiDe21,tackles_solo,1,,,,,
player,201011210jax,cle,RobiDe21,tackles_assists,0,,,,,
player,201011210jax,cle,RobiDe21,tackles_loss,0,,,,,
player,201011210jax,cle,RobiDe21,qb_hits,0,,,,,
player,201011210jax,cle,RobiDe21,fumbles_rec,0,,,,,
player,201011210jax,cle,RobiDe21,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,RobiDe21,fumbles_rec_td,0,,,,,
player,201011210jax,cle,RobiDe21,fumbles_forced,0,,,,,
player,201011210jax,cle,TrusJa99,def_int,0,,,,,
player,201011210jax,cle,TrusJa99,def_int_yds,0,,,,,
player,201011210jax,cle,TrusJa99,def_int_td,0,,,,,
player,201011210jax,cle,TrusJa99,def_int_long,0,,,,,
player,201011210jax,cle,TrusJa99,pass_defended,0,,,,,
player,201011210jax,cle,TrusJa99,sacks,0.0,,,,,
player,201011210jax,cle,TrusJa99,tackles_combined,1,,,,,
player,201011210jax,cle,TrusJa99,tackles_solo,1,,,,,
player,201011210jax,cle,TrusJa99,tackles_assists,0,,,,,
player,201011210jax,cle,TrusJa99,tackles_loss,0,,,,,
player,201011210jax,cle,TrusJa99,qb_hits,0,,,,,
player,201011210jax,cle,TrusJa99,fumbles_rec,0,,,,,
player,201011210jax,cle,TrusJa99,fumbles_rec_yds,0,,,,,
player,201011210jax,cle,TrusJa99,fumbles_rec_td,0,,,,,
player,201011210jax,cle,TrusJa99,fumbles_forced,0,,,,,
player,201011210jax,jax,ConsSe20,def_int,1,,,,,
player,201011210jax,jax,ConsSe20,def_int_yds,-2,,,,,
player,201011210jax,jax,ConsSe20,def_int_td,0,,,,,
player,201011210jax,jax,ConsSe20,def_int_long,-2,,,,,
player,201011210jax,jax,ConsSe20,pass_defended,1,,,,,
player,201011210jax,jax,ConsSe20,sacks,0.0,,,,,
player,201011210jax,jax,ConsSe20,tackles_combined,1,,,,,
player,201011210jax,jax,ConsSe20,tackles_solo,0,,,,,
player,201011210jax,jax,ConsSe20,tackles_assists,1,,,,,
player,201011210jax,jax,ConsSe20,tackles_loss,0,,,,,
player,201011210jax,jax,ConsSe20,qb_hits,0,,,,,
player,201011210jax,jax,ConsSe20,fumbles_rec,0,,,,,
player,201011210jax,jax,ConsSe20,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,ConsSe20,fumbles_rec_td,0,,,,,
player,201011210jax,jax,ConsSe20,fumbles_forced,0,,,,,
player,201011210jax,jax,MincJe99,def_int,0,,,,,
player,201011210jax,jax,MincJe99,def_int_yds,0,,,,,
player,201011210jax,jax,MincJe99,def_int_td,0,,,,,
player,201011210jax,jax,MincJe99,def_int_long,0,,,,,
player,201011210jax,jax,MincJe99,pass_defended,0,,,,,
player,201011210jax,jax,MincJe99,sacks,2.0,,,,,
player,201011210jax,jax,MincJe99,tackles_combined,3,,,,,
player,201011210jax,jax,MincJe99,tackles_solo,3,,,,,
player,201011210jax,jax,MincJe99,tackles_assists,0,,,,,
player,201011210jax,jax,MincJe99,tackles_loss,2,,,,,
player,201011210jax,jax,MincJe99,qb_hits,2,,,,,
player,201011210jax,jax,MincJe99,fumbles_rec,0,,,,,
player,201011210jax,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,MincJe99,fumbles_forced,0,,,,,
player,201011210jax,jax,SmitDa24,def_int,0,,,,,
player,201011210jax,jax,SmitDa24,def_int_yds,0,,,,,
player,201011210jax,jax,SmitDa24,def_int_td,0,,,,,
player,201011210jax,jax,SmitDa24,def_int_long,0,,,,,
player,201011210jax,jax,SmitDa24,pass_defended,0,,,,,
player,201011210jax,jax,SmitDa24,sacks,1.5,,,,,
player,201011210jax,jax,SmitDa24,tackles_combined,7,,,,,
player,201011210jax,jax,SmitDa24,tackles_solo,5,,,,,
player,201011210jax,jax,SmitDa24,tackles_assists,2,,,,,
player,201011210jax,jax,SmitDa24,tackles_loss,1,,,,,
player,201011210jax,jax,SmitDa24,qb_hits,2,,,,,
player,201011210jax,jax,SmitDa24,fumbles_rec,0,,,,,
player,201011210jax,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201011210jax,jax,SmitDa24,fumbles_forced,0,,,,,
player,201011210jax,jax,AluaTy99,def_int,0,,,,,
player,201011210jax,jax,AluaTy99,def_int_yds,0,,,,,
player,201011210jax,jax,AluaTy99,def_int_td,0,,,,,
player,201011210jax,jax,AluaTy99,def_int_long,0,,,,,
player,201011210jax,jax,AluaTy99,pass_defended,1,,,,,
player,201011210jax,jax,AluaTy99,sacks,1.0,,,,,
player,201011210jax,jax,AluaTy99,tackles_combined,2,,,,,
player,201011210jax,jax,AluaTy99,tackles_solo,2,,,,,
player,201011210jax,jax,AluaTy99,tackles_assists,0,,,,,
player,201011210jax,jax,AluaTy99,tackles_loss,1,,,,,
player,201011210jax,jax,AluaTy99,qb_hits,1,,,,,
player,201011210jax,jax,AluaTy99,fumbles_rec,0,,,,,
player,201011210jax,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,AluaTy99,fumbles_forced,0,,,,,
player,201011210jax,jax,HarvDe99,def_int,0,,,,,
player,201011210jax,jax,HarvDe99,def_int_yds,0,,,,,
player,201011210jax,jax,HarvDe99,def_int_td,0,,,,,
player,201011210jax,jax,HarvDe99,def_int_long,0,,,,,
player,201011210jax,jax,HarvDe99,pass_defended,0,,,,,
player,201011210jax,jax,HarvDe99,sacks,1.0,,,,,
player,201011210jax,jax,HarvDe99,tackles_combined,1,,,,,
player,201011210jax,jax,HarvDe99,tackles_solo,1,,,,,
player,201011210jax,jax,HarvDe99,tackles_assists,0,,,,,
player,201011210jax,jax,HarvDe99,tackles_loss,1,,,,,
player,201011210jax,jax,HarvDe99,qb_hits,1,,,,,
player,201011210jax,jax,HarvDe99,fumbles_rec,0,,,,,
player,201011210jax,jax,HarvDe99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,HarvDe99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,HarvDe99,fumbles_forced,0,,,,,
player,201011210jax,jax,KnigTe99,def_int,0,,,,,
player,201011210jax,jax,KnigTe99,def_int_yds,0,,,,,
player,201011210jax,jax,KnigTe99,def_int_td,0,,,,,
player,201011210jax,jax,KnigTe99,def_int_long,0,,,,,
player,201011210jax,jax,KnigTe99,pass_defended,0,,,,,
player,201011210jax,jax,KnigTe99,sacks,0.5,,,,,
player,201011210jax,jax,KnigTe99,tackles_combined,4,,,,,
player,201011210jax,jax,KnigTe99,tackles_solo,3,,,,,
player,201011210jax,jax,KnigTe99,tackles_assists,1,,,,,
player,201011210jax,jax,KnigTe99,tackles_loss,0,,,,,
player,201011210jax,jax,KnigTe99,qb_hits,1,,,,,
player,201011210jax,jax,KnigTe99,fumbles_rec,0,,,,,
player,201011210jax,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,KnigTe99,fumbles_forced,0,,,,,
player,201011210jax,jax,DuraJu99,def_int,0,,,,,
player,201011210jax,jax,DuraJu99,def_int_yds,0,,,,,
player,201011210jax,jax,DuraJu99,def_int_td,0,,,,,
player,201011210jax,jax,DuraJu99,def_int_long,0,,,,,
player,201011210jax,jax,DuraJu99,pass_defended,0,,,,,
player,201011210jax,jax,DuraJu99,sacks,0.0,,,,,
player,201011210jax,jax,DuraJu99,tackles_combined,7,,,,,
player,201011210jax,jax,DuraJu99,tackles_solo,5,,,,,
player,201011210jax,jax,DuraJu99,tackles_assists,2,,,,,
player,201011210jax,jax,DuraJu99,tackles_loss,1,,,,,
player,201011210jax,jax,DuraJu99,qb_hits,0,,,,,
player,201011210jax,jax,DuraJu99,fumbles_rec,0,,,,,
player,201011210jax,jax,DuraJu99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,DuraJu99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,DuraJu99,fumbles_forced,0,,,,,
player,201011210jax,jax,MorrKi20,def_int,0,,,,,
player,201011210jax,jax,MorrKi20,def_int_yds,0,,,,,
player,201011210jax,jax,MorrKi20,def_int_td,0,,,,,
player,201011210jax,jax,MorrKi20,def_int_long,0,,,,,
player,201011210jax,jax,MorrKi20,pass_defended,0,,,,,
player,201011210jax,jax,MorrKi20,sacks,0.0,,,,,
player,201011210jax,jax,MorrKi20,tackles_combined,5,,,,,
player,201011210jax,jax,MorrKi20,tackles_solo,5,,,,,
player,201011210jax,jax,MorrKi20,tackles_assists,0,,,,,
player,201011210jax,jax,MorrKi20,tackles_loss,1,,,,,
player,201011210jax,jax,MorrKi20,qb_hits,0,,,,,
player,201011210jax,jax,MorrKi20,fumbles_rec,0,,,,,
player,201011210jax,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201011210jax,jax,MorrKi20,fumbles_forced,0,,,,,
player,201011210jax,jax,CoxxDe99,def_int,0,,,,,
player,201011210jax,jax,CoxxDe99,def_int_yds,0,,,,,
player,201011210jax,jax,CoxxDe99,def_int_td,0,,,,,
player,201011210jax,jax,CoxxDe99,def_int_long,0,,,,,
player,201011210jax,jax,CoxxDe99,pass_defended,0,,,,,
player,201011210jax,jax,CoxxDe99,sacks,0.0,,,,,
player,201011210jax,jax,CoxxDe99,tackles_combined,4,,,,,
player,201011210jax,jax,CoxxDe99,tackles_solo,4,,,,,
player,201011210jax,jax,CoxxDe99,tackles_assists,0,,,,,
player,201011210jax,jax,CoxxDe99,tackles_loss,0,,,,,
player,201011210jax,jax,CoxxDe99,qb_hits,0,,,,,
player,201011210jax,jax,CoxxDe99,fumbles_rec,0,,,,,
player,201011210jax,jax,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,CoxxDe99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,CoxxDe99,fumbles_forced,0,,,,,
player,201011210jax,jax,GreeCo99,def_int,0,,,,,
player,201011210jax,jax,GreeCo99,def_int_yds,0,,,,,
player,201011210jax,jax,GreeCo99,def_int_td,0,,,,,
player,201011210jax,jax,GreeCo99,def_int_long,0,,,,,
player,201011210jax,jax,GreeCo99,pass_defended,0,,,,,
player,201011210jax,jax,GreeCo99,sacks,0.0,,,,,
player,201011210jax,jax,GreeCo99,tackles_combined,4,,,,,
player,201011210jax,jax,GreeCo99,tackles_solo,3,,,,,
player,201011210jax,jax,GreeCo99,tackles_assists,1,,,,,
player,201011210jax,jax,GreeCo99,tackles_loss,0,,,,,
player,201011210jax,jax,GreeCo99,qb_hits,0,,,,,
player,201011210jax,jax,GreeCo99,fumbles_rec,0,,,,,
player,201011210jax,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,GreeCo99,fumbles_forced,0,,,,,
player,201011210jax,jax,MathRa99,def_int,0,,,,,
player,201011210jax,jax,MathRa99,def_int_yds,0,,,,,
player,201011210jax,jax,MathRa99,def_int_td,0,,,,,
player,201011210jax,jax,MathRa99,def_int_long,0,,,,,
player,201011210jax,jax,MathRa99,pass_defended,1,,,,,
player,201011210jax,jax,MathRa99,sacks,0.0,,,,,
player,201011210jax,jax,MathRa99,tackles_combined,3,,,,,
player,201011210jax,jax,MathRa99,tackles_solo,2,,,,,
player,201011210jax,jax,MathRa99,tackles_assists,1,,,,,
player,201011210jax,jax,MathRa99,tackles_loss,0,,,,,
player,201011210jax,jax,MathRa99,qb_hits,0,,,,,
player,201011210jax,jax,MathRa99,fumbles_rec,0,,,,,
player,201011210jax,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,MathRa99,fumbles_forced,0,,,,,
player,201011210jax,jax,CareDo00,def_int,0,,,,,
player,201011210jax,jax,CareDo00,def_int_yds,0,,,,,
player,201011210jax,jax,CareDo00,def_int_td,0,,,,,
player,201011210jax,jax,CareDo00,def_int_long,0,,,,,
player,201011210jax,jax,CareDo00,pass_defended,0,,,,,
player,201011210jax,jax,CareDo00,sacks,0.0,,,,,
player,201011210jax,jax,CareDo00,tackles_combined,2,,,,,
player,201011210jax,jax,CareDo00,tackles_solo,1,,,,,
player,201011210jax,jax,CareDo00,tackles_assists,1,,,,,
player,201011210jax,jax,CareDo00,tackles_loss,0,,,,,
player,201011210jax,jax,CareDo00,qb_hits,0,,,,,
player,201011210jax,jax,CareDo00,fumbles_rec,0,,,,,
player,201011210jax,jax,CareDo00,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,CareDo00,fumbles_rec_td,0,,,,,
player,201011210jax,jax,CareDo00,fumbles_forced,0,,,,,
player,201011210jax,jax,HartLa99,def_int,0,,,,,
player,201011210jax,jax,HartLa99,def_int_yds,0,,,,,
player,201011210jax,jax,HartLa99,def_int_td,0,,,,,
player,201011210jax,jax,HartLa99,def_int_long,0,,,,,
player,201011210jax,jax,HartLa99,pass_defended,0,,,,,
player,201011210jax,jax,HartLa99,sacks,0.0,,,,,
player,201011210jax,jax,HartLa99,tackles_combined,2,,,,,
player,201011210jax,jax,HartLa99,tackles_solo,1,,,,,
player,201011210jax,jax,HartLa99,tackles_assists,1,,,,,
player,201011210jax,jax,HartLa99,tackles_loss,0,,,,,
player,201011210jax,jax,HartLa99,qb_hits,1,,,,,
player,201011210jax,jax,HartLa99,fumbles_rec,0,,,,,
player,201011210jax,jax,HartLa99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,HartLa99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,HartLa99,fumbles_forced,0,,,,,
player,201011210jax,jax,LaneAu99,def_int,0,,,,,
player,201011210jax,jax,LaneAu99,def_int_yds,0,,,,,
player,201011210jax,jax,LaneAu99,def_int_td,0,,,,,
player,201011210jax,jax,LaneAu99,def_int_long,0,,,,,
player,201011210jax,jax,LaneAu99,pass_defended,0,,,,,
player,201011210jax,jax,LaneAu99,sacks,0.0,,,,,
player,201011210jax,jax,LaneAu99,tackles_combined,2,,,,,
player,201011210jax,jax,LaneAu99,tackles_solo,2,,,,,
player,201011210jax,jax,LaneAu99,tackles_assists,0,,,,,
player,201011210jax,jax,LaneAu99,tackles_loss,0,,,,,
player,201011210jax,jax,LaneAu99,qb_hits,0,,,,,
player,201011210jax,jax,LaneAu99,fumbles_rec,0,,,,,
player,201011210jax,jax,LaneAu99,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,LaneAu99,fumbles_rec_td,0,,,,,
player,201011210jax,jax,LaneAu99,fumbles_forced,0,,,,,
player,201011210jax,jax,MiddWi98,def_int,0,,,,,
player,201011210jax,jax,MiddWi98,def_int_yds,0,,,,,
player,201011210jax,jax,MiddWi98,def_int_td,0,,,,,
player,201011210jax,jax,MiddWi98,def_int_long,0,,,,,
player,201011210jax,jax,MiddWi98,pass_defended,0,,,,,
player,201011210jax,jax,MiddWi98,sacks,0.0,,,,,
player,201011210jax,jax,MiddWi98,tackles_combined,2,,,,,
player,201011210jax,jax,MiddWi98,tackles_solo,2,,,,,
player,201011210jax,jax,MiddWi98,tackles_assists,0,,,,,
player,201011210jax,jax,MiddWi98,tackles_loss,0,,,,,
