game,2010,2,20100919,201009190den,sea,"Seattle Seahawks",14,den,"Denver Broncos",31
player,201009190den,sea,JoneJu01,rush_att,4,,,,,
player,201009190den,sea,JoneJu01,rush_yds,12,,,,,
player,201009190den,sea,JoneJu01,rush_td,0,,,,,
player,201009190den,sea,JoneJu01,rush_long,6,,,,,
player,201009190den,sea,JoneJu01,targets,0,,,,,
player,201009190den,sea,JoneJu01,rec,0,,,,,
player,201009190den,sea,JoneJu01,rec_yds,0,,,,,
player,201009190den,sea,JoneJu01,rec_td,0,,,,,
player,201009190den,sea,JoneJu01,rec_long,0,,,,,
player,201009190den,sea,JoneJu01,fumbles,0,,,,,
player,201009190den,sea,JoneJu01,fumbles_lost,,,,,,
player,201009190den,sea,TateGo00,pass_cmp,0,,,,,
player,201009190den,sea,TateGo00,pass_att,0,,,,,
player,201009190den,sea,TateGo00,pass_yds,0,,,,,
player,201009190den,sea,TateGo00,pass_td,0,,,,,
player,201009190den,sea,TateGo00,pass_int,0,,,,,
player,201009190den,sea,TateGo00,pass_sacked,,,,,,
player,201009190den,sea,TateGo00,pass_sacked_yds,,,,,,
player,201009190den,sea,TateGo00,pass_long,0,,,,,
player,201009190den,sea,TateGo00,pass_rating,,,,,,
player,201009190den,sea,TateGo00,rush_att,0,,,,,
player,201009190den,sea,TateGo00,rush_yds,0,,,,,
player,201009190den,sea,TateGo00,rush_td,0,,,,,
player,201009190den,sea,TateGo00,rush_long,0,,,,,
player,201009190den,sea,TateGo00,targets,2,,,,,
player,201009190den,sea,TateGo00,rec,1,,,,,
player,201009190den,sea,TateGo00,rec_yds,52,,,,,
player,201009190den,sea,TateGo00,rec_td,0,,,,,
player,201009190den,sea,TateGo00,rec_long,52,,,,,
player,201009190den,sea,TateGo00,fumbles,0,,,,,
player,201009190den,sea,TateGo00,fumbles_lost,,,,,,
player,201009190den,sea,ButlDe00,pass_cmp,0,,,,,
player,201009190den,sea,ButlDe00,pass_att,0,,,,,
player,201009190den,sea,ButlDe00,pass_yds,0,,,,,
player,201009190den,sea,ButlDe00,pass_td,0,,,,,
player,201009190den,sea,ButlDe00,pass_int,0,,,,,
player,201009190den,sea,ButlDe00,pass_sacked,,,,,,
player,201009190den,sea,ButlDe00,pass_sacked_yds,,,,,,
player,201009190den,sea,ButlDe00,pass_long,0,,,,,
player,201009190den,sea,ButlDe00,pass_rating,,,,,,
player,201009190den,sea,ButlDe00,rush_att,0,,,,,
player,201009190den,sea,ButlDe00,rush_yds,0,,,,,
player,201009190den,sea,ButlDe00,rush_td,0,,,,,
player,201009190den,sea,ButlDe00,rush_long,0,,,,,
player,201009190den,sea,ButlDe00,targets,8,,,,,
player,201009190den,sea,ButlDe00,rec,5,,,,,
player,201009190den,sea,ButlDe00,rec_yds,50,,,,,
player,201009190den,sea,ButlDe00,rec_td,0,,,,,
player,201009190den,sea,ButlDe00,rec_long,20,,,,,
player,201009190den,sea,ButlDe00,fumbles,0,,,,,
player,201009190den,sea,ButlDe00,fumbles_lost,,,,,,
player,201009190den,sea,CarlJo00,pass_cmp,0,,,,,
player,201009190den,sea,CarlJo00,pass_att,0,,,,,
player,201009190den,sea,CarlJo00,pass_yds,0,,,,,
player,201009190den,sea,CarlJo00,pass_td,0,,,,,
player,201009190den,sea,CarlJo00,pass_int,0,,,,,
player,201009190den,sea,CarlJo00,pass_sacked,,,,,,
player,201009190den,sea,CarlJo00,pass_sacked_yds,,,,,,
player,201009190den,sea,CarlJo00,pass_long,0,,,,,
player,201009190den,sea,CarlJo00,pass_rating,,,,,,
player,201009190den,sea,CarlJo00,rush_att,0,,,,,
player,201009190den,sea,CarlJo00,rush_yds,0,,,,,
player,201009190den,sea,CarlJo00,rush_td,0,,,,,
player,201009190den,sea,CarlJo00,rush_long,0,,,,,
player,201009190den,sea,CarlJo00,targets,10,,,,,
player,201009190den,sea,CarlJo00,rec,5,,,,,
player,201009190den,sea,CarlJo00,rec_yds,48,,,,,
player,201009190den,sea,CarlJo00,rec_td,0,,,,,
player,201009190den,sea,CarlJo00,rec_long,22,,,,,
player,201009190den,sea,CarlJo00,fumbles,0,,,,,
player,201009190den,sea,CarlJo00,fumbles_lost,,,,,,
player,201009190den,sea,BranDe00,pass_cmp,0,,,,,
player,201009190den,sea,BranDe00,pass_att,0,,,,,
player,201009190den,sea,BranDe00,pass_yds,0,,,,,
player,201009190den,sea,BranDe00,pass_td,0,,,,,
player,201009190den,sea,BranDe00,pass_int,0,,,,,
player,201009190den,sea,BranDe00,pass_sacked,,,,,,
player,201009190den,sea,BranDe00,pass_sacked_yds,,,,,,
player,201009190den,sea,BranDe00,pass_long,0,,,,,
player,201009190den,sea,BranDe00,pass_rating,,,,,,
player,201009190den,sea,BranDe00,rush_att,0,,,,,
player,201009190den,sea,BranDe00,rush_yds,0,,,,,
player,201009190den,sea,BranDe00,rush_td,0,,,,,
player,201009190den,sea,BranDe00,rush_long,0,,,,,
player,201009190den,sea,BranDe00,targets,7,,,,,
player,201009190den,sea,BranDe00,rec,4,,,,,
player,201009190den,sea,BranDe00,rec_yds,31,,,,,
player,201009190den,sea,BranDe00,rec_td,0,,,,,
player,201009190den,sea,BranDe00,rec_long,9,,,,,
player,201009190den,sea,BranDe00,fumbles,0,,,,,
player,201009190den,sea,BranDe00,fumbles_lost,,,,,,
player,201009190den,sea,ObomBe00,pass_cmp,0,,,,,
player,201009190den,sea,ObomBe00,pass_att,0,,,,,
player,201009190den,sea,ObomBe00,pass_yds,0,,,,,
player,201009190den,sea,ObomBe00,pass_td,0,,,,,
player,201009190den,sea,ObomBe00,pass_int,0,,,,,
player,201009190den,sea,ObomBe00,pass_sacked,,,,,,
player,201009190den,sea,ObomBe00,pass_sacked_yds,,,,,,
player,201009190den,sea,ObomBe00,pass_long,0,,,,,
player,201009190den,sea,ObomBe00,pass_rating,,,,,,
player,201009190den,sea,ObomBe00,rush_att,0,,,,,
player,201009190den,sea,ObomBe00,rush_yds,0,,,,,
player,201009190den,sea,ObomBe00,rush_td,0,,,,,
player,201009190den,sea,ObomBe00,rush_long,0,,,,,
player,201009190den,sea,ObomBe00,targets,2,,,,,
player,201009190den,sea,ObomBe00,rec,2,,,,,
player,201009190den,sea,ObomBe00,rec_yds,30,,,,,
player,201009190den,sea,ObomBe00,rec_td,1,,,,,
player,201009190den,sea,ObomBe00,rec_long,19,,,,,
player,201009190den,sea,ObomBe00,fumbles,0,,,,,
player,201009190den,sea,ObomBe00,fumbles_lost,,,,,,
player,201009190den,sea,WillMi03,pass_cmp,0,,,,,
player,201009190den,sea,WillMi03,pass_att,0,,,,,
player,201009190den,sea,WillMi03,pass_yds,0,,,,,
player,201009190den,sea,WillMi03,pass_td,0,,,,,
player,201009190den,sea,WillMi03,pass_int,0,,,,,
player,201009190den,sea,WillMi03,pass_sacked,,,,,,
player,201009190den,sea,WillMi03,pass_sacked_yds,,,,,,
player,201009190den,sea,WillMi03,pass_long,0,,,,,
player,201009190den,sea,WillMi03,pass_rating,,,,,,
player,201009190den,sea,WillMi03,rush_att,0,,,,,
player,201009190den,sea,WillMi03,rush_yds,0,,,,,
player,201009190den,sea,WillMi03,rush_td,0,,,,,
player,201009190den,sea,WillMi03,rush_long,0,,,,,
player,201009190den,sea,WillMi03,targets,3,,,,,
player,201009190den,sea,WillMi03,rec,1,,,,,
player,201009190den,sea,WillMi03,rec_yds,7,,,,,
player,201009190den,sea,WillMi03,rec_td,0,,,,,
player,201009190den,sea,WillMi03,rec_long,7,,,,,
player,201009190den,sea,WillMi03,fumbles,0,,,,,
player,201009190den,sea,WillMi03,fumbles_lost,,,,,,
player,201009190den,sea,GantQu00,pass_cmp,,,,,,
player,201009190den,sea,GantQu00,pass_att,,,,,,
player,201009190den,sea,GantQu00,pass_yds,,,,,,
player,201009190den,sea,GantQu00,pass_td,,,,,,
player,201009190den,sea,GantQu00,pass_int,,,,,,
player,201009190den,sea,GantQu00,pass_sacked,,,,,,
player,201009190den,sea,GantQu00,pass_sacked_yds,,,,,,
player,201009190den,sea,GantQu00,pass_long,,,,,,
player,201009190den,sea,GantQu00,pass_rating,,,,,,
player,201009190den,sea,GantQu00,rush_att,,,,,,
player,201009190den,sea,GantQu00,rush_yds,,,,,,
player,201009190den,sea,GantQu00,rush_td,,,,,,
player,201009190den,sea,GantQu00,rush_long,,,,,,
player,201009190den,sea,GantQu00,targets,1,,,,,
player,201009190den,sea,GantQu00,rec,0,,,,,
player,201009190den,sea,GantQu00,rec_yds,0,,,,,
player,201009190den,sea,GantQu00,rec_td,0,,,,,
player,201009190den,sea,GantQu00,rec_long,,,,,,
player,201009190den,sea,GantQu00,fumbles,,,,,,
player,201009190den,sea,GantQu00,fumbles_lost,,,,,,
player,201009190den,den,OrtoKy00,pass_cmp,25,,,,,
player,201009190den,den,OrtoKy00,pass_att,35,,,,,
player,201009190den,den,OrtoKy00,pass_yds,307,,,,,
player,201009190den,den,OrtoKy00,pass_td,2,,,,,
player,201009190den,den,OrtoKy00,pass_int,0,,,,,
player,201009190den,den,OrtoKy00,pass_sacked,1,,,,,
player,201009190den,den,OrtoKy00,pass_sacked_yds,3,,,,,
player,201009190den,den,OrtoKy00,pass_long,45,,,,,
player,201009190den,den,OrtoKy00,pass_rating,117.2,,,,,
player,201009190den,den,OrtoKy00,rush_att,3,,,,,
player,201009190den,den,OrtoKy00,rush_yds,-5,,,,,
player,201009190den,den,OrtoKy00,rush_td,0,,,,,
player,201009190den,den,OrtoKy00,rush_long,-1,,,,,
player,201009190den,den,OrtoKy00,targets,0,,,,,
player,201009190den,den,OrtoKy00,rec,0,,,,,
player,201009190den,den,OrtoKy00,rec_yds,0,,,,,
player,201009190den,den,OrtoKy00,rec_td,0,,,,,
player,201009190den,den,OrtoKy00,rec_long,0,,,,,
player,201009190den,den,OrtoKy00,fumbles,0,,,,,
player,201009190den,den,OrtoKy00,fumbles_lost,,,,,,
player,201009190den,den,MoreKn00,pass_cmp,0,,,,,
player,201009190den,den,MoreKn00,pass_att,0,,,,,
player,201009190den,den,MoreKn00,pass_yds,0,,,,,
player,201009190den,den,MoreKn00,pass_td,0,,,,,
player,201009190den,den,MoreKn00,pass_int,0,,,,,
player,201009190den,den,MoreKn00,pass_sacked,,,,,,
player,201009190den,den,MoreKn00,pass_sacked_yds,,,,,,
player,201009190den,den,MoreKn00,pass_long,0,,,,,
player,201009190den,den,MoreKn00,pass_rating,,,,,,
player,201009190den,den,MoreKn00,rush_att,24,,,,,
player,201009190den,den,MoreKn00,rush_yds,51,,,,,
player,201009190den,den,MoreKn00,rush_td,1,,,,,
player,201009190den,den,MoreKn00,rush_long,9,,,,,
player,201009190den,den,MoreKn00,targets,4,,,,,
player,201009190den,den,MoreKn00,rec,4,,,,,
player,201009190den,den,MoreKn00,rec_yds,67,,,,,
player,201009190den,den,MoreKn00,rec_td,0,,,,,
player,201009190den,den,MoreKn00,rec_long,45,,,,,
player,201009190den,den,MoreKn00,fumbles,1,,,,,
player,201009190den,den,MoreKn00,fumbles_lost,0,,,,,
player,201009190den,den,BuckCo00,pass_cmp,0,,,,,
player,201009190den,den,BuckCo00,pass_att,0,,,,,
player,201009190den,den,BuckCo00,pass_yds,0,,,,,
player,201009190den,den,BuckCo00,pass_td,0,,,,,
player,201009190den,den,BuckCo00,pass_int,0,,,,,
player,201009190den,den,BuckCo00,pass_sacked,,,,,,
player,201009190den,den,BuckCo00,pass_sacked_yds,,,,,,
player,201009190den,den,BuckCo00,pass_long,0,,,,,
player,201009190den,den,BuckCo00,pass_rating,,,,,,
player,201009190den,den,BuckCo00,rush_att,11,,,,,
player,201009190den,den,BuckCo00,rush_yds,19,,,,,
player,201009190den,den,BuckCo00,rush_td,1,,,,,
player,201009190den,den,BuckCo00,rush_long,4,,,,,
player,201009190den,den,BuckCo00,targets,3,,,,,
player,201009190den,den,BuckCo00,rec,0,,,,,
player,201009190den,den,BuckCo00,rec_yds,0,,,,,
player,201009190den,den,BuckCo00,rec_td,0,,,,,
player,201009190den,den,BuckCo00,rec_long,0,,,,,
player,201009190den,den,BuckCo00,fumbles,0,,,,,
player,201009190den,den,BuckCo00,fumbles_lost,,,,,,
player,201009190den,den,ThomDe03,pass_cmp,0,,,,,
player,201009190den,den,ThomDe03,pass_att,0,,,,,
player,201009190den,den,ThomDe03,pass_yds,0,,,,,
player,201009190den,den,ThomDe03,pass_td,0,,,,,
player,201009190den,den,ThomDe03,pass_int,0,,,,,
player,201009190den,den,ThomDe03,pass_sacked,,,,,,
player,201009190den,den,ThomDe03,pass_sacked_yds,,,,,,
player,201009190den,den,ThomDe03,pass_long,0,,,,,
player,201009190den,den,ThomDe03,pass_rating,,,,,,
player,201009190den,den,ThomDe03,rush_att,0,,,,,
player,201009190den,den,ThomDe03,rush_yds,0,,,,,
player,201009190den,den,ThomDe03,rush_td,0,,,,,
player,201009190den,den,ThomDe03,rush_long,0,,,,,
player,201009190den,den,ThomDe03,targets,9,,,,,
player,201009190den,den,ThomDe03,rec,8,,,,,
player,201009190den,den,ThomDe03,rec_yds,97,,,,,
player,201009190den,den,ThomDe03,rec_td,1,,,,,
player,201009190den,den,ThomDe03,rec_long,21,,,,,
player,201009190den,den,ThomDe03,fumbles,0,,,,,
player,201009190den,den,ThomDe03,fumbles_lost,,,,,,
player,201009190den,den,RoyaEd00,pass_cmp,0,,,,,
player,201009190den,den,RoyaEd00,pass_att,0,,,,,
player,201009190den,den,RoyaEd00,pass_yds,0,,,,,
player,201009190den,den,RoyaEd00,pass_td,0,,,,,
player,201009190den,den,RoyaEd00,pass_int,0,,,,,
player,201009190den,den,RoyaEd00,pass_sacked,,,,,,
player,201009190den,den,RoyaEd00,pass_sacked_yds,,,,,,
player,201009190den,den,RoyaEd00,pass_long,0,,,,,
player,201009190den,den,RoyaEd00,pass_rating,,,,,,
player,201009190den,den,RoyaEd00,rush_att,0,,,,,
player,201009190den,den,RoyaEd00,rush_yds,0,,,,,
player,201009190den,den,RoyaEd00,rush_td,0,,,,,
player,201009190den,den,RoyaEd00,rush_long,0,,,,,
player,201009190den,den,RoyaEd00,targets,5,,,,,
player,201009190den,den,RoyaEd00,rec,5,,,,,
player,201009190den,den,RoyaEd00,rec_yds,65,,,,,
player,201009190den,den,RoyaEd00,rec_td,1,,,,,
player,201009190den,den,RoyaEd00,rec_long,34,,,,,
player,201009190den,den,RoyaEd00,fumbles,0,,,,,
player,201009190den,den,RoyaEd00,fumbles_lost,,,,,,
player,201009190den,den,LloyBr00,pass_cmp,0,,,,,
player,201009190den,den,LloyBr00,pass_att,0,,,,,
player,201009190den,den,LloyBr00,pass_yds,0,,,,,
player,201009190den,den,LloyBr00,pass_td,0,,,,,
player,201009190den,den,LloyBr00,pass_int,0,,,,,
player,201009190den,den,LloyBr00,pass_sacked,,,,,,
player,201009190den,den,LloyBr00,pass_sacked_yds,,,,,,
player,201009190den,den,LloyBr00,pass_long,0,,,,,
player,201009190den,den,LloyBr00,pass_rating,,,,,,
player,201009190den,den,LloyBr00,rush_att,0,,,,,
player,201009190den,den,LloyBr00,rush_yds,0,,,,,
player,201009190den,den,LloyBr00,rush_td,0,,,,,
player,201009190den,den,LloyBr00,rush_long,0,,,,,
player,201009190den,den,LloyBr00,targets,4,,,,,
player,201009190den,den,LloyBr00,rec,3,,,,,
player,201009190den,den,LloyBr00,rec_yds,53,,,,,
player,201009190den,den,LloyBr00,rec_td,0,,,,,
player,201009190den,den,LloyBr00,rec_long,25,,,,,
player,201009190den,den,LloyBr00,fumbles,0,,,,,
player,201009190den,den,LloyBr00,fumbles_lost,,,,,,
player,201009190den,den,GaffJa00,pass_cmp,0,,,,,
player,201009190den,den,GaffJa00,pass_att,0,,,,,
player,201009190den,den,GaffJa00,pass_yds,0,,,,,
player,201009190den,den,GaffJa00,pass_td,0,,,,,
player,201009190den,den,GaffJa00,pass_int,0,,,,,
player,201009190den,den,GaffJa00,pass_sacked,,,,,,
player,201009190den,den,GaffJa00,pass_sacked_yds,,,,,,
player,201009190den,den,GaffJa00,pass_long,0,,,,,
player,201009190den,den,GaffJa00,pass_rating,,,,,,
player,201009190den,den,GaffJa00,rush_att,0,,,,,
player,201009190den,den,GaffJa00,rush_yds,0,,,,,
player,201009190den,den,GaffJa00,rush_td,0,,,,,
player,201009190den,den,GaffJa00,rush_long,0,,,,,
player,201009190den,den,GaffJa00,targets,5,,,,,
player,201009190den,den,GaffJa00,rec,2,,,,,
player,201009190den,den,GaffJa00,rec_yds,15,,,,,
player,201009190den,den,GaffJa00,rec_td,0,,,,,
player,201009190den,den,GaffJa00,rec_long,9,,,,,
player,201009190den,den,GaffJa00,fumbles,0,,,,,
player,201009190den,den,GaffJa00,fumbles_lost,,,,,,
player,201009190den,den,GrahDa00,pass_cmp,0,,,,,
player,201009190den,den,GrahDa00,pass_att,0,,,,,
player,201009190den,den,GrahDa00,pass_yds,0,,,,,
player,201009190den,den,GrahDa00,pass_td,0,,,,,
player,201009190den,den,GrahDa00,pass_int,0,,,,,
player,201009190den,den,GrahDa00,pass_sacked,,,,,,
player,201009190den,den,GrahDa00,pass_sacked_yds,,,,,,
player,201009190den,den,GrahDa00,pass_long,0,,,,,
player,201009190den,den,GrahDa00,pass_rating,,,,,,
player,201009190den,den,GrahDa00,rush_att,0,,,,,
player,201009190den,den,GrahDa00,rush_yds,0,,,,,
player,201009190den,den,GrahDa00,rush_td,0,,,,,
player,201009190den,den,GrahDa00,rush_long,0,,,,,
player,201009190den,den,GrahDa00,targets,3,,,,,
player,201009190den,den,GrahDa00,rec,2,,,,,
player,201009190den,den,GrahDa00,rec_yds,6,,,,,
player,201009190den,den,GrahDa00,rec_td,0,,,,,
player,201009190den,den,GrahDa00,rec_long,10,,,,,
player,201009190den,den,GrahDa00,fumbles,0,,,,,
player,201009190den,den,GrahDa00,fumbles_lost,,,,,,
player,201009190den,den,LarsSp99,pass_cmp,0,,,,,
player,201009190den,den,LarsSp99,pass_att,0,,,,,
player,201009190den,den,LarsSp99,pass_yds,0,,,,,
player,201009190den,den,LarsSp99,pass_td,0,,,,,
player,201009190den,den,LarsSp99,pass_int,0,,,,,
player,201009190den,den,LarsSp99,pass_sacked,,,,,,
player,201009190den,den,LarsSp99,pass_sacked_yds,,,,,,
player,201009190den,den,LarsSp99,pass_long,0,,,,,
player,201009190den,den,LarsSp99,pass_rating,,,,,,
player,201009190den,den,LarsSp99,rush_att,0,,,,,
player,201009190den,den,LarsSp99,rush_yds,0,,,,,
player,201009190den,den,LarsSp99,rush_td,0,,,,,
player,201009190den,den,LarsSp99,rush_long,0,,,,,
player,201009190den,den,LarsSp99,targets,1,,,,,
player,201009190den,den,LarsSp99,rec,1,,,,,
player,201009190den,den,LarsSp99,rec_yds,4,,,,,
player,201009190den,den,LarsSp99,rec_td,0,,,,,
player,201009190den,den,LarsSp99,rec_long,4,,,,,
player,201009190den,den,LarsSp99,fumbles,0,,,,,
player,201009190den,den,LarsSp99,fumbles_lost,,,,,,
player,201009190den,den,GronDa00,pass_cmp,,,,,,
player,201009190den,den,GronDa00,pass_att,,,,,,
player,201009190den,den,GronDa00,pass_yds,,,,,,
player,201009190den,den,GronDa00,pass_td,,,,,,
player,201009190den,den,GronDa00,pass_int,,,,,,
player,201009190den,den,GronDa00,pass_sacked,,,,,,
player,201009190den,den,GronDa00,pass_sacked_yds,,,,,,
player,201009190den,den,GronDa00,pass_long,,,,,,
player,201009190den,den,GronDa00,pass_rating,,,,,,
player,201009190den,den,GronDa00,rush_att,,,,,,
player,201009190den,den,GronDa00,rush_yds,,,,,,
player,201009190den,den,GronDa00,rush_td,,,,,,
player,201009190den,den,GronDa00,rush_long,,,,,,
player,201009190den,den,GronDa00,targets,1,,,,,
player,201009190den,den,GronDa00,rec,0,,,,,
player,201009190den,den,GronDa00,rec_yds,0,,,,,
player,201009190den,den,GronDa00,rec_td,0,,,,,
player,201009190den,den,GronDa00,rec_long,,,,,,
player,201009190den,den,GronDa00,fumbles,,,,,,
player,201009190den,den,GronDa00,fumbles_lost,,,,,,
player,201009190den,sea,BrocRa20,def_int,0,,,,,
player,201009190den,sea,BrocRa20,def_int_yds,0,,,,,
player,201009190den,sea,BrocRa20,def_int_td,0,,,,,
player,201009190den,sea,BrocRa20,def_int_long,0,,,,,
player,201009190den,sea,BrocRa20,pass_defended,0,,,,,
player,201009190den,sea,BrocRa20,sacks,1.0,,,,,
player,201009190den,sea,BrocRa20,tackles_combined,2,,,,,
player,201009190den,sea,BrocRa20,tackles_solo,1,,,,,
player,201009190den,sea,BrocRa20,tackles_assists,1,,,,,
player,201009190den,sea,BrocRa20,tackles_loss,1,,,,,
player,201009190den,sea,BrocRa20,qb_hits,1,,,,,
player,201009190den,sea,BrocRa20,fumbles_rec,0,,,,,
player,201009190den,sea,BrocRa20,fumbles_rec_yds,0,,,,,
player,201009190den,sea,BrocRa20,fumbles_rec_td,0,,,,,
player,201009190den,sea,BrocRa20,fumbles_forced,0,,,,,
player,201009190den,sea,MillLa00,def_int,0,,,,,
player,201009190den,sea,MillLa00,def_int_yds,0,,,,,
player,201009190den,sea,MillLa00,def_int_td,0,,,,,
player,201009190den,sea,MillLa00,def_int_long,0,,,,,
