game,2010,4,20101003,201010030buf,nyj,"New York Jets",38,buf,"Buffalo Bills",14
player,201010030buf,nyj,ElliSh00,def_int_long,0,,,,,
player,201010030buf,nyj,ElliSh00,pass_defended,0,,,,,
player,201010030buf,nyj,ElliSh00,sacks,1.0,,,,,
player,201010030buf,nyj,ElliSh00,tackles_combined,3,,,,,
player,201010030buf,nyj,ElliSh00,tackles_solo,3,,,,,
player,201010030buf,nyj,ElliSh00,tackles_assists,0,,,,,
player,201010030buf,nyj,ElliSh00,tackles_loss,1,,,,,
player,201010030buf,nyj,ElliSh00,qb_hits,1,,,,,
player,201010030buf,nyj,ElliSh00,fumbles_rec,0,,,,,
player,201010030buf,nyj,ElliSh00,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,ElliSh00,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,ElliSh00,fumbles_forced,0,,,,,
player,201010030buf,nyj,LoweDw99,def_int,0,,,,,
player,201010030buf,nyj,LoweDw99,def_int_yds,0,,,,,
player,201010030buf,nyj,LoweDw99,def_int_td,0,,,,,
player,201010030buf,nyj,LoweDw99,def_int_long,0,,,,,
player,201010030buf,nyj,LoweDw99,pass_defended,0,,,,,
player,201010030buf,nyj,LoweDw99,sacks,1.0,,,,,
player,201010030buf,nyj,LoweDw99,tackles_combined,3,,,,,
player,201010030buf,nyj,LoweDw99,tackles_solo,3,,,,,
player,201010030buf,nyj,LoweDw99,tackles_assists,0,,,,,
player,201010030buf,nyj,LoweDw99,tackles_loss,1,,,,,
player,201010030buf,nyj,LoweDw99,qb_hits,1,,,,,
player,201010030buf,nyj,LoweDw99,fumbles_rec,0,,,,,
player,201010030buf,nyj,LoweDw99,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,LoweDw99,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,LoweDw99,fumbles_forced,0,,,,,
player,201010030buf,nyj,IhedJa00,def_int,0,,,,,
player,201010030buf,nyj,IhedJa00,def_int_yds,0,,,,,
player,201010030buf,nyj,IhedJa00,def_int_td,0,,,,,
player,201010030buf,nyj,IhedJa00,def_int_long,0,,,,,
player,201010030buf,nyj,IhedJa00,pass_defended,0,,,,,
player,201010030buf,nyj,IhedJa00,sacks,1.0,,,,,
player,201010030buf,nyj,IhedJa00,tackles_combined,2,,,,,
player,201010030buf,nyj,IhedJa00,tackles_solo,2,,,,,
player,201010030buf,nyj,IhedJa00,tackles_assists,0,,,,,
player,201010030buf,nyj,IhedJa00,tackles_loss,1,,,,,
player,201010030buf,nyj,IhedJa00,qb_hits,1,,,,,
player,201010030buf,nyj,IhedJa00,fumbles_rec,0,,,,,
player,201010030buf,nyj,IhedJa00,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,IhedJa00,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,IhedJa00,fumbles_forced,0,,,,,
player,201010030buf,nyj,HarrDa99,def_int,0,,,,,
player,201010030buf,nyj,HarrDa99,def_int_yds,0,,,,,
player,201010030buf,nyj,HarrDa99,def_int_td,0,,,,,
player,201010030buf,nyj,HarrDa99,def_int_long,0,,,,,
player,201010030buf,nyj,HarrDa99,pass_defended,0,,,,,
player,201010030buf,nyj,HarrDa99,sacks,0.0,,,,,
player,201010030buf,nyj,HarrDa99,tackles_combined,6,,,,,
player,201010030buf,nyj,HarrDa99,tackles_solo,4,,,,,
player,201010030buf,nyj,HarrDa99,tackles_assists,2,,,,,
player,201010030buf,nyj,HarrDa99,tackles_loss,0,,,,,
player,201010030buf,nyj,HarrDa99,qb_hits,1,,,,,
player,201010030buf,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201010030buf,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201010030buf,nyj,LeonJi23,def_int,0,,,,,
player,201010030buf,nyj,LeonJi23,def_int_yds,0,,,,,
player,201010030buf,nyj,LeonJi23,def_int_td,0,,,,,
player,201010030buf,nyj,LeonJi23,def_int_long,0,,,,,
player,201010030buf,nyj,LeonJi23,pass_defended,0,,,,,
player,201010030buf,nyj,LeonJi23,sacks,0.0,,,,,
player,201010030buf,nyj,LeonJi23,tackles_combined,4,,,,,
player,201010030buf,nyj,LeonJi23,tackles_solo,4,,,,,
player,201010030buf,nyj,LeonJi23,tackles_assists,0,,,,,
player,201010030buf,nyj,LeonJi23,tackles_loss,0,,,,,
player,201010030buf,nyj,LeonJi23,qb_hits,0,,,,,
player,201010030buf,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201010030buf,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201010030buf,nyj,ScotBa20,def_int,0,,,,,
player,201010030buf,nyj,ScotBa20,def_int_yds,0,,,,,
player,201010030buf,nyj,ScotBa20,def_int_td,0,,,,,
player,201010030buf,nyj,ScotBa20,def_int_long,0,,,,,
player,201010030buf,nyj,ScotBa20,pass_defended,0,,,,,
player,201010030buf,nyj,ScotBa20,sacks,0.0,,,,,
player,201010030buf,nyj,ScotBa20,tackles_combined,4,,,,,
player,201010030buf,nyj,ScotBa20,tackles_solo,2,,,,,
player,201010030buf,nyj,ScotBa20,tackles_assists,2,,,,,
player,201010030buf,nyj,ScotBa20,tackles_loss,0,,,,,
player,201010030buf,nyj,ScotBa20,qb_hits,1,,,,,
player,201010030buf,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201010030buf,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201010030buf,nyj,PoolBr20,def_int,0,,,,,
player,201010030buf,nyj,PoolBr20,def_int_yds,0,,,,,
player,201010030buf,nyj,PoolBr20,def_int_td,0,,,,,
player,201010030buf,nyj,PoolBr20,def_int_long,0,,,,,
player,201010030buf,nyj,PoolBr20,pass_defended,0,,,,,
player,201010030buf,nyj,PoolBr20,sacks,0.0,,,,,
player,201010030buf,nyj,PoolBr20,tackles_combined,3,,,,,
player,201010030buf,nyj,PoolBr20,tackles_solo,1,,,,,
player,201010030buf,nyj,PoolBr20,tackles_assists,2,,,,,
player,201010030buf,nyj,PoolBr20,tackles_loss,0,,,,,
player,201010030buf,nyj,PoolBr20,qb_hits,0,,,,,
player,201010030buf,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201010030buf,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201010030buf,nyj,TaylJa03,def_int,0,,,,,
player,201010030buf,nyj,TaylJa03,def_int_yds,0,,,,,
player,201010030buf,nyj,TaylJa03,def_int_td,0,,,,,
player,201010030buf,nyj,TaylJa03,def_int_long,0,,,,,
player,201010030buf,nyj,TaylJa03,pass_defended,0,,,,,
player,201010030buf,nyj,TaylJa03,sacks,0.0,,,,,
player,201010030buf,nyj,TaylJa03,tackles_combined,3,,,,,
player,201010030buf,nyj,TaylJa03,tackles_solo,1,,,,,
player,201010030buf,nyj,TaylJa03,tackles_assists,2,,,,,
player,201010030buf,nyj,TaylJa03,tackles_loss,0,,,,,
player,201010030buf,nyj,TaylJa03,qb_hits,0,,,,,
player,201010030buf,nyj,TaylJa03,fumbles_rec,1,,,,,
player,201010030buf,nyj,TaylJa03,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,TaylJa03,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,TaylJa03,fumbles_forced,0,,,,,
player,201010030buf,nyj,ColeMa01,def_int,0,,,,,
player,201010030buf,nyj,ColeMa01,def_int_yds,0,,,,,
player,201010030buf,nyj,ColeMa01,def_int_td,0,,,,,
player,201010030buf,nyj,ColeMa01,def_int_long,0,,,,,
player,201010030buf,nyj,ColeMa01,pass_defended,0,,,,,
player,201010030buf,nyj,ColeMa01,sacks,0.0,,,,,
player,201010030buf,nyj,ColeMa01,tackles_combined,2,,,,,
player,201010030buf,nyj,ColeMa01,tackles_solo,2,,,,,
player,201010030buf,nyj,ColeMa01,tackles_assists,0,,,,,
player,201010030buf,nyj,ColeMa01,tackles_loss,0,,,,,
player,201010030buf,nyj,ColeMa01,qb_hits,0,,,,,
player,201010030buf,nyj,ColeMa01,fumbles_rec,0,,,,,
player,201010030buf,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201010030buf,nyj,ColeDr20,def_int,0,,,,,
player,201010030buf,nyj,ColeDr20,def_int_yds,0,,,,,
player,201010030buf,nyj,ColeDr20,def_int_td,0,,,,,
player,201010030buf,nyj,ColeDr20,def_int_long,0,,,,,
player,201010030buf,nyj,ColeDr20,pass_defended,1,,,,,
player,201010030buf,nyj,ColeDr20,sacks,0.0,,,,,
player,201010030buf,nyj,ColeDr20,tackles_combined,2,,,,,
player,201010030buf,nyj,ColeDr20,tackles_solo,2,,,,,
player,201010030buf,nyj,ColeDr20,tackles_assists,0,,,,,
player,201010030buf,nyj,ColeDr20,tackles_loss,0,,,,,
player,201010030buf,nyj,ColeDr20,qb_hits,0,,,,,
player,201010030buf,nyj,ColeDr20,fumbles_rec,0,,,,,
player,201010030buf,nyj,ColeDr20,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,ColeDr20,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,ColeDr20,fumbles_forced,0,,,,,
player,201010030buf,nyj,DeViMi99,def_int,0,,,,,
player,201010030buf,nyj,DeViMi99,def_int_yds,0,,,,,
player,201010030buf,nyj,DeViMi99,def_int_td,0,,,,,
player,201010030buf,nyj,DeViMi99,def_int_long,0,,,,,
player,201010030buf,nyj,DeViMi99,pass_defended,0,,,,,
player,201010030buf,nyj,DeViMi99,sacks,0.0,,,,,
player,201010030buf,nyj,DeViMi99,tackles_combined,2,,,,,
player,201010030buf,nyj,DeViMi99,tackles_solo,0,,,,,
player,201010030buf,nyj,DeViMi99,tackles_assists,2,,,,,
player,201010030buf,nyj,DeViMi99,tackles_loss,0,,,,,
player,201010030buf,nyj,DeViMi99,qb_hits,1,,,,,
player,201010030buf,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201010030buf,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201010030buf,nyj,LaurLa20,def_int,0,,,,,
player,201010030buf,nyj,LaurLa20,def_int_yds,0,,,,,
player,201010030buf,nyj,LaurLa20,def_int_td,0,,,,,
player,201010030buf,nyj,LaurLa20,def_int_long,0,,,,,
player,201010030buf,nyj,LaurLa20,pass_defended,0,,,,,
player,201010030buf,nyj,LaurLa20,sacks,0.0,,,,,
player,201010030buf,nyj,LaurLa20,tackles_combined,2,,,,,
player,201010030buf,nyj,LaurLa20,tackles_solo,2,,,,,
player,201010030buf,nyj,LaurLa20,tackles_assists,0,,,,,
player,201010030buf,nyj,LaurLa20,tackles_loss,0,,,,,
player,201010030buf,nyj,LaurLa20,qb_hits,0,,,,,
player,201010030buf,nyj,LaurLa20,fumbles_rec,1,,,,,
player,201010030buf,nyj,LaurLa20,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,LaurLa20,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,LaurLa20,fumbles_forced,0,,,,,
player,201010030buf,nyj,PouhSi20,def_int,0,,,,,
player,201010030buf,nyj,PouhSi20,def_int_yds,0,,,,,
player,201010030buf,nyj,PouhSi20,def_int_td,0,,,,,
player,201010030buf,nyj,PouhSi20,def_int_long,0,,,,,
player,201010030buf,nyj,PouhSi20,pass_defended,0,,,,,
player,201010030buf,nyj,PouhSi20,sacks,0.0,,,,,
player,201010030buf,nyj,PouhSi20,tackles_combined,2,,,,,
player,201010030buf,nyj,PouhSi20,tackles_solo,1,,,,,
player,201010030buf,nyj,PouhSi20,tackles_assists,1,,,,,
player,201010030buf,nyj,PouhSi20,tackles_loss,0,,,,,
player,201010030buf,nyj,PouhSi20,qb_hits,0,,,,,
player,201010030buf,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201010030buf,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201010030buf,nyj,SmitEr22,def_int,0,,,,,
player,201010030buf,nyj,SmitEr22,def_int_yds,0,,,,,
player,201010030buf,nyj,SmitEr22,def_int_td,0,,,,,
player,201010030buf,nyj,SmitEr22,def_int_long,0,,,,,
player,201010030buf,nyj,SmitEr22,pass_defended,0,,,,,
player,201010030buf,nyj,SmitEr22,sacks,0.0,,,,,
player,201010030buf,nyj,SmitEr22,tackles_combined,2,,,,,
player,201010030buf,nyj,SmitEr22,tackles_solo,2,,,,,
player,201010030buf,nyj,SmitEr22,tackles_assists,0,,,,,
player,201010030buf,nyj,SmitEr22,tackles_loss,0,,,,,
player,201010030buf,nyj,SmitEr22,qb_hits,0,,,,,
player,201010030buf,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201010030buf,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201010030buf,nyj,ThomBr21,def_int,0,,,,,
player,201010030buf,nyj,ThomBr21,def_int_yds,0,,,,,
player,201010030buf,nyj,ThomBr21,def_int_td,0,,,,,
player,201010030buf,nyj,ThomBr21,def_int_long,0,,,,,
player,201010030buf,nyj,ThomBr21,pass_defended,0,,,,,
player,201010030buf,nyj,ThomBr21,sacks,0.0,,,,,
player,201010030buf,nyj,ThomBr21,tackles_combined,2,,,,,
player,201010030buf,nyj,ThomBr21,tackles_solo,2,,,,,
player,201010030buf,nyj,ThomBr21,tackles_assists,0,,,,,
player,201010030buf,nyj,ThomBr21,tackles_loss,0,,,,,
player,201010030buf,nyj,ThomBr21,qb_hits,0,,,,,
player,201010030buf,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201010030buf,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,ThomBr21,fumbles_forced,1,,,,,
player,201010030buf,nyj,WilsKy99,def_int,0,,,,,
player,201010030buf,nyj,WilsKy99,def_int_yds,0,,,,,
player,201010030buf,nyj,WilsKy99,def_int_td,0,,,,,
player,201010030buf,nyj,WilsKy99,def_int_long,0,,,,,
player,201010030buf,nyj,WilsKy99,pass_defended,0,,,,,
player,201010030buf,nyj,WilsKy99,sacks,0.0,,,,,
player,201010030buf,nyj,WilsKy99,tackles_combined,2,,,,,
player,201010030buf,nyj,WilsKy99,tackles_solo,2,,,,,
player,201010030buf,nyj,WilsKy99,tackles_assists,0,,,,,
player,201010030buf,nyj,WilsKy99,tackles_loss,0,,,,,
player,201010030buf,nyj,WilsKy99,qb_hits,0,,,,,
player,201010030buf,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201010030buf,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201010030buf,nyj,ConnJo00,def_int,0,,,,,
player,201010030buf,nyj,ConnJo00,def_int_yds,0,,,,,
player,201010030buf,nyj,ConnJo00,def_int_td,0,,,,,
player,201010030buf,nyj,ConnJo00,def_int_long,0,,,,,
player,201010030buf,nyj,ConnJo00,pass_defended,0,,,,,
player,201010030buf,nyj,ConnJo00,sacks,0.0,,,,,
player,201010030buf,nyj,ConnJo00,tackles_combined,1,,,,,
player,201010030buf,nyj,ConnJo00,tackles_solo,1,,,,,
player,201010030buf,nyj,ConnJo00,tackles_assists,0,,,,,
player,201010030buf,nyj,ConnJo00,tackles_loss,0,,,,,
player,201010030buf,nyj,ConnJo00,qb_hits,0,,,,,
player,201010030buf,nyj,ConnJo00,fumbles_rec,0,,,,,
player,201010030buf,nyj,ConnJo00,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,ConnJo00,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,ConnJo00,fumbles_forced,0,,,,,
player,201010030buf,nyj,CromAn20,def_int,0,,,,,
player,201010030buf,nyj,CromAn20,def_int_yds,0,,,,,
player,201010030buf,nyj,CromAn20,def_int_td,0,,,,,
player,201010030buf,nyj,CromAn20,def_int_long,0,,,,,
player,201010030buf,nyj,CromAn20,pass_defended,0,,,,,
player,201010030buf,nyj,CromAn20,sacks,0.0,,,,,
player,201010030buf,nyj,CromAn20,tackles_combined,1,,,,,
player,201010030buf,nyj,CromAn20,tackles_solo,1,,,,,
player,201010030buf,nyj,CromAn20,tackles_assists,0,,,,,
player,201010030buf,nyj,CromAn20,tackles_loss,0,,,,,
player,201010030buf,nyj,CromAn20,qb_hits,0,,,,,
player,201010030buf,nyj,CromAn20,fumbles_rec,0,,,,,
player,201010030buf,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,CromAn20,fumbles_forced,0,,,,,
player,201010030buf,nyj,SmitBr01,def_int,0,,,,,
player,201010030buf,nyj,SmitBr01,def_int_yds,0,,,,,
player,201010030buf,nyj,SmitBr01,def_int_td,0,,,,,
player,201010030buf,nyj,SmitBr01,def_int_long,0,,,,,
player,201010030buf,nyj,SmitBr01,pass_defended,0,,,,,
player,201010030buf,nyj,SmitBr01,sacks,0.0,,,,,
player,201010030buf,nyj,SmitBr01,tackles_combined,1,,,,,
player,201010030buf,nyj,SmitBr01,tackles_solo,1,,,,,
player,201010030buf,nyj,SmitBr01,tackles_assists,0,,,,,
player,201010030buf,nyj,SmitBr01,tackles_loss,0,,,,,
player,201010030buf,nyj,SmitBr01,qb_hits,0,,,,,
player,201010030buf,nyj,SmitBr01,fumbles_rec,0,,,,,
player,201010030buf,nyj,SmitBr01,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,SmitBr01,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,SmitBr01,fumbles_forced,0,,,,,
player,201010030buf,nyj,PrycTr00,def_int,0,,,,,
player,201010030buf,nyj,PrycTr00,def_int_yds,0,,,,,
player,201010030buf,nyj,PrycTr00,def_int_td,0,,,,,
player,201010030buf,nyj,PrycTr00,def_int_long,0,,,,,
player,201010030buf,nyj,PrycTr00,pass_defended,0,,,,,
player,201010030buf,nyj,PrycTr00,sacks,0.0,,,,,
player,201010030buf,nyj,PrycTr00,tackles_combined,0,,,,,
player,201010030buf,nyj,PrycTr00,tackles_solo,0,,,,,
player,201010030buf,nyj,PrycTr00,tackles_assists,0,,,,,
player,201010030buf,nyj,PrycTr00,tackles_loss,0,,,,,
player,201010030buf,nyj,PrycTr00,qb_hits,1,,,,,
player,201010030buf,nyj,PrycTr00,fumbles_rec,0,,,,,
player,201010030buf,nyj,PrycTr00,fumbles_rec_yds,0,,,,,
player,201010030buf,nyj,PrycTr00,fumbles_rec_td,0,,,,,
player,201010030buf,nyj,PrycTr00,fumbles_forced,0,,,,,
player,201010030buf,buf,WhitDo20,def_int,0,,,,,
player,201010030buf,buf,WhitDo20,def_int_yds,0,,,,,
player,201010030buf,buf,WhitDo20,def_int_td,0,,,,,
player,201010030buf,buf,WhitDo20,def_int_long,0,,,,,
player,201010030buf,buf,WhitDo20,pass_defended,0,,,,,
player,201010030buf,buf,WhitDo20,sacks,0.0,,,,,
player,201010030buf,buf,WhitDo20,tackles_combined,13,,,,,
player,201010030buf,buf,WhitDo20,tackles_solo,9,,,,,
player,201010030buf,buf,WhitDo20,tackles_assists,4,,,,,
player,201010030buf,buf,WhitDo20,tackles_loss,1,,,,,
player,201010030buf,buf,WhitDo20,qb_hits,0,,,,,
player,201010030buf,buf,WhitDo20,fumbles_rec,0,,,,,
player,201010030buf,buf,WhitDo20,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,WhitDo20,fumbles_rec_td,0,,,,,
player,201010030buf,buf,WhitDo20,fumbles_forced,0,,,,,
player,201010030buf,buf,PoluPa99,def_int,0,,,,,
player,201010030buf,buf,PoluPa99,def_int_yds,0,,,,,
player,201010030buf,buf,PoluPa99,def_int_td,0,,,,,
player,201010030buf,buf,PoluPa99,def_int_long,0,,,,,
player,201010030buf,buf,PoluPa99,pass_defended,0,,,,,
player,201010030buf,buf,PoluPa99,sacks,0.0,,,,,
player,201010030buf,buf,PoluPa99,tackles_combined,12,,,,,
player,201010030buf,buf,PoluPa99,tackles_solo,8,,,,,
player,201010030buf,buf,PoluPa99,tackles_assists,4,,,,,
player,201010030buf,buf,PoluPa99,tackles_loss,0,,,,,
player,201010030buf,buf,PoluPa99,qb_hits,0,,,,,
player,201010030buf,buf,PoluPa99,fumbles_rec,0,,,,,
player,201010030buf,buf,PoluPa99,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,PoluPa99,fumbles_rec_td,0,,,,,
player,201010030buf,buf,PoluPa99,fumbles_forced,0,,,,,
player,201010030buf,buf,EdwaDw20,def_int,0,,,,,
player,201010030buf,buf,EdwaDw20,def_int_yds,0,,,,,
player,201010030buf,buf,EdwaDw20,def_int_td,0,,,,,
player,201010030buf,buf,EdwaDw20,def_int_long,0,,,,,
player,201010030buf,buf,EdwaDw20,pass_defended,0,,,,,
player,201010030buf,buf,EdwaDw20,sacks,0.0,,,,,
player,201010030buf,buf,EdwaDw20,tackles_combined,11,,,,,
player,201010030buf,buf,EdwaDw20,tackles_solo,4,,,,,
player,201010030buf,buf,EdwaDw20,tackles_assists,7,,,,,
player,201010030buf,buf,EdwaDw20,tackles_loss,0,,,,,
player,201010030buf,buf,EdwaDw20,qb_hits,0,,,,,
player,201010030buf,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201010030buf,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201010030buf,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201010030buf,buf,AyodAk20,def_int,0,,,,,
player,201010030buf,buf,AyodAk20,def_int_yds,0,,,,,
player,201010030buf,buf,AyodAk20,def_int_td,0,,,,,
player,201010030buf,buf,AyodAk20,def_int_long,0,,,,,
player,201010030buf,buf,AyodAk20,pass_defended,0,,,,,
player,201010030buf,buf,AyodAk20,sacks,0.0,,,,,
player,201010030buf,buf,AyodAk20,tackles_combined,10,,,,,
player,201010030buf,buf,AyodAk20,tackles_solo,4,,,,,
player,201010030buf,buf,AyodAk20,tackles_assists,6,,,,,
player,201010030buf,buf,AyodAk20,tackles_loss,0,,,,,
player,201010030buf,buf,AyodAk20,qb_hits,0,,,,,
player,201010030buf,buf,AyodAk20,fumbles_rec,0,,,,,
player,201010030buf,buf,AyodAk20,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,AyodAk20,fumbles_rec_td,0,,,,,
player,201010030buf,buf,AyodAk20,fumbles_forced,0,,,,,
player,201010030buf,buf,ByrdJa99,def_int,0,,,,,
player,201010030buf,buf,ByrdJa99,def_int_yds,0,,,,,
player,201010030buf,buf,ByrdJa99,def_int_td,0,,,,,
player,201010030buf,buf,ByrdJa99,def_int_long,0,,,,,
player,201010030buf,buf,ByrdJa99,pass_defended,0,,,,,
player,201010030buf,buf,ByrdJa99,sacks,0.0,,,,,
player,201010030buf,buf,ByrdJa99,tackles_combined,8,,,,,
player,201010030buf,buf,ByrdJa99,tackles_solo,4,,,,,
player,201010030buf,buf,ByrdJa99,tackles_assists,4,,,,,
player,201010030buf,buf,ByrdJa99,tackles_loss,0,,,,,
player,201010030buf,buf,ByrdJa99,qb_hits,0,,,,,
player,201010030buf,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201010030buf,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201010030buf,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201010030buf,buf,JohnSp20,def_int,0,,,,,
player,201010030buf,buf,JohnSp20,def_int_yds,0,,,,,
player,201010030buf,buf,JohnSp20,def_int_td,0,,,,,
player,201010030buf,buf,JohnSp20,def_int_long,0,,,,,
player,201010030buf,buf,JohnSp20,pass_defended,1,,,,,
player,201010030buf,buf,JohnSp20,sacks,0.0,,,,,
player,201010030buf,buf,JohnSp20,tackles_combined,8,,,,,
player,201010030buf,buf,JohnSp20,tackles_solo,5,,,,,
player,201010030buf,buf,JohnSp20,tackles_assists,3,,,,,
player,201010030buf,buf,JohnSp20,tackles_loss,0,,,,,
player,201010030buf,buf,JohnSp20,qb_hits,0,,,,,
player,201010030buf,buf,JohnSp20,fumbles_rec,0,,,,,
player,201010030buf,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201010030buf,buf,JohnSp20,fumbles_forced,0,,,,,
player,201010030buf,buf,McKeLe99,def_int,0,,,,,
player,201010030buf,buf,McKeLe99,def_int_yds,0,,,,,
player,201010030buf,buf,McKeLe99,def_int_td,0,,,,,
player,201010030buf,buf,McKeLe99,def_int_long,0,,,,,
player,201010030buf,buf,McKeLe99,pass_defended,2,,,,,
player,201010030buf,buf,McKeLe99,sacks,0.0,,,,,
player,201010030buf,buf,McKeLe99,tackles_combined,6,,,,,
player,201010030buf,buf,McKeLe99,tackles_solo,4,,,,,
player,201010030buf,buf,McKeLe99,tackles_assists,2,,,,,
player,201010030buf,buf,McKeLe99,tackles_loss,0,,,,,
player,201010030buf,buf,McKeLe99,qb_hits,0,,,,,
player,201010030buf,buf,McKeLe99,fumbles_rec,0,,,,,
player,201010030buf,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201010030buf,buf,McKeLe99,fumbles_forced,0,,,,,
player,201010030buf,buf,KelsCh21,def_int,0,,,,,
player,201010030buf,buf,KelsCh21,def_int_yds,0,,,,,
player,201010030buf,buf,KelsCh21,def_int_td,0,,,,,
player,201010030buf,buf,KelsCh21,def_int_long,0,,,,,
player,201010030buf,buf,KelsCh21,pass_defended,0,,,,,
player,201010030buf,buf,KelsCh21,sacks,0.0,,,,,
player,201010030buf,buf,KelsCh21,tackles_combined,5,,,,,
player,201010030buf,buf,KelsCh21,tackles_solo,4,,,,,
player,201010030buf,buf,KelsCh21,tackles_assists,1,,,,,
player,201010030buf,buf,KelsCh21,tackles_loss,0,,,,,
player,201010030buf,buf,KelsCh21,qb_hits,0,,,,,
player,201010030buf,buf,KelsCh21,fumbles_rec,0,,,,,
player,201010030buf,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201010030buf,buf,KelsCh21,fumbles_forced,0,,,,,
player,201010030buf,buf,TorbRe20,def_int,0,,,,,
player,201010030buf,buf,TorbRe20,def_int_yds,0,,,,,
player,201010030buf,buf,TorbRe20,def_int_td,0,,,,,
player,201010030buf,buf,TorbRe20,def_int_long,0,,,,,
player,201010030buf,buf,TorbRe20,pass_defended,2,,,,,
player,201010030buf,buf,TorbRe20,sacks,0.0,,,,,
player,201010030buf,buf,TorbRe20,tackles_combined,5,,,,,
player,201010030buf,buf,TorbRe20,tackles_solo,5,,,,,
