game,2010,5,20101010,201010100det,ram,"St. Louis Rams",6,det,"Detroit Lions",44
player,201010100det,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201010100det,ram,FletBr99,fumbles_forced,0,,,,,
player,201010100det,ram,BartRo20,def_int,0,,,,,
player,201010100det,ram,BartRo20,def_int_yds,0,,,,,
player,201010100det,ram,BartRo20,def_int_td,0,,,,,
player,201010100det,ram,BartRo20,def_int_long,0,,,,,
player,201010100det,ram,BartRo20,pass_defended,2,,,,,
player,201010100det,ram,BartRo20,sacks,0.0,,,,,
player,201010100det,ram,BartRo20,tackles_combined,5,,,,,
player,201010100det,ram,BartRo20,tackles_solo,4,,,,,
player,201010100det,ram,BartRo20,tackles_assists,1,,,,,
player,201010100det,ram,BartRo20,tackles_loss,0,,,,,
player,201010100det,ram,BartRo20,qb_hits,0,,,,,
player,201010100det,ram,BartRo20,fumbles_rec,0,,,,,
player,201010100det,ram,BartRo20,fumbles_rec_yds,0,,,,,
player,201010100det,ram,BartRo20,fumbles_rec_td,0,,,,,
player,201010100det,ram,BartRo20,fumbles_forced,0,,,,,
player,201010100det,ram,CudjJe00,def_int,0,,,,,
player,201010100det,ram,CudjJe00,def_int_yds,0,,,,,
player,201010100det,ram,CudjJe00,def_int_td,0,,,,,
player,201010100det,ram,CudjJe00,def_int_long,0,,,,,
player,201010100det,ram,CudjJe00,pass_defended,0,,,,,
player,201010100det,ram,CudjJe00,sacks,0.0,,,,,
player,201010100det,ram,CudjJe00,tackles_combined,4,,,,,
player,201010100det,ram,CudjJe00,tackles_solo,3,,,,,
player,201010100det,ram,CudjJe00,tackles_assists,1,,,,,
player,201010100det,ram,CudjJe00,tackles_loss,0,,,,,
player,201010100det,ram,CudjJe00,qb_hits,0,,,,,
player,201010100det,ram,CudjJe00,fumbles_rec,0,,,,,
player,201010100det,ram,CudjJe00,fumbles_rec_yds,0,,,,,
player,201010100det,ram,CudjJe00,fumbles_rec_td,0,,,,,
player,201010100det,ram,CudjJe00,fumbles_forced,0,,,,,
player,201010100det,ram,DahlCr99,def_int,0,,,,,
player,201010100det,ram,DahlCr99,def_int_yds,0,,,,,
player,201010100det,ram,DahlCr99,def_int_td,0,,,,,
player,201010100det,ram,DahlCr99,def_int_long,0,,,,,
player,201010100det,ram,DahlCr99,pass_defended,0,,,,,
player,201010100det,ram,DahlCr99,sacks,0.0,,,,,
player,201010100det,ram,DahlCr99,tackles_combined,3,,,,,
player,201010100det,ram,DahlCr99,tackles_solo,2,,,,,
player,201010100det,ram,DahlCr99,tackles_assists,1,,,,,
player,201010100det,ram,DahlCr99,tackles_loss,0,,,,,
player,201010100det,ram,DahlCr99,qb_hits,0,,,,,
player,201010100det,ram,DahlCr99,fumbles_rec,0,,,,,
player,201010100det,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201010100det,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201010100det,ram,DahlCr99,fumbles_forced,0,,,,,
player,201010100det,ram,DiggNa20,def_int,0,,,,,
player,201010100det,ram,DiggNa20,def_int_yds,0,,,,,
player,201010100det,ram,DiggNa20,def_int_td,0,,,,,
player,201010100det,ram,DiggNa20,def_int_long,0,,,,,
player,201010100det,ram,DiggNa20,pass_defended,0,,,,,
player,201010100det,ram,DiggNa20,sacks,0.0,,,,,
player,201010100det,ram,DiggNa20,tackles_combined,3,,,,,
player,201010100det,ram,DiggNa20,tackles_solo,2,,,,,
player,201010100det,ram,DiggNa20,tackles_assists,1,,,,,
player,201010100det,ram,DiggNa20,tackles_loss,0,,,,,
player,201010100det,ram,DiggNa20,qb_hits,0,,,,,
player,201010100det,ram,DiggNa20,fumbles_rec,0,,,,,
player,201010100det,ram,DiggNa20,fumbles_rec_yds,0,,,,,
player,201010100det,ram,DiggNa20,fumbles_rec_td,0,,,,,
player,201010100det,ram,DiggNa20,fumbles_forced,0,,,,,
player,201010100det,ram,HallJa21,def_int,0,,,,,
player,201010100det,ram,HallJa21,def_int_yds,0,,,,,
player,201010100det,ram,HallJa21,def_int_td,0,,,,,
player,201010100det,ram,HallJa21,def_int_long,0,,,,,
player,201010100det,ram,HallJa21,pass_defended,0,,,,,
player,201010100det,ram,HallJa21,sacks,0.0,,,,,
player,201010100det,ram,HallJa21,tackles_combined,3,,,,,
player,201010100det,ram,HallJa21,tackles_solo,2,,,,,
player,201010100det,ram,HallJa21,tackles_assists,1,,,,,
player,201010100det,ram,HallJa21,tackles_loss,0,,,,,
player,201010100det,ram,HallJa21,qb_hits,0,,,,,
player,201010100det,ram,HallJa21,fumbles_rec,0,,,,,
player,201010100det,ram,HallJa21,fumbles_rec_yds,0,,,,,
player,201010100det,ram,HallJa21,fumbles_rec_td,0,,,,,
player,201010100det,ram,HallJa21,fumbles_forced,0,,,,,
player,201010100det,ram,MurpJe99,def_int,0,,,,,
player,201010100det,ram,MurpJe99,def_int_yds,0,,,,,
player,201010100det,ram,MurpJe99,def_int_td,0,,,,,
player,201010100det,ram,MurpJe99,def_int_long,0,,,,,
player,201010100det,ram,MurpJe99,pass_defended,0,,,,,
player,201010100det,ram,MurpJe99,sacks,0.0,,,,,
player,201010100det,ram,MurpJe99,tackles_combined,3,,,,,
player,201010100det,ram,MurpJe99,tackles_solo,2,,,,,
player,201010100det,ram,MurpJe99,tackles_assists,1,,,,,
player,201010100det,ram,MurpJe99,tackles_loss,0,,,,,
player,201010100det,ram,MurpJe99,qb_hits,0,,,,,
player,201010100det,ram,MurpJe99,fumbles_rec,0,,,,,
player,201010100det,ram,MurpJe99,fumbles_rec_yds,0,,,,,
player,201010100det,ram,MurpJe99,fumbles_rec_td,0,,,,,
player,201010100det,ram,MurpJe99,fumbles_forced,0,,,,,
player,201010100det,ram,AhYoC.00,def_int,0,,,,,
player,201010100det,ram,AhYoC.00,def_int_yds,0,,,,,
player,201010100det,ram,AhYoC.00,def_int_td,0,,,,,
player,201010100det,ram,AhYoC.00,def_int_long,0,,,,,
player,201010100det,ram,AhYoC.00,pass_defended,0,,,,,
player,201010100det,ram,AhYoC.00,sacks,0.0,,,,,
player,201010100det,ram,AhYoC.00,tackles_combined,2,,,,,
player,201010100det,ram,AhYoC.00,tackles_solo,1,,,,,
player,201010100det,ram,AhYoC.00,tackles_assists,1,,,,,
player,201010100det,ram,AhYoC.00,tackles_loss,1,,,,,
player,201010100det,ram,AhYoC.00,qb_hits,0,,,,,
player,201010100det,ram,AhYoC.00,fumbles_rec,0,,,,,
player,201010100det,ram,AhYoC.00,fumbles_rec_yds,0,,,,,
player,201010100det,ram,AhYoC.00,fumbles_rec_td,0,,,,,
player,201010100det,ram,AhYoC.00,fumbles_forced,0,,,,,
player,201010100det,ram,ButlJa20,def_int,0,,,,,
player,201010100det,ram,ButlJa20,def_int_yds,0,,,,,
player,201010100det,ram,ButlJa20,def_int_td,0,,,,,
player,201010100det,ram,ButlJa20,def_int_long,0,,,,,
player,201010100det,ram,ButlJa20,pass_defended,1,,,,,
player,201010100det,ram,ButlJa20,sacks,0.0,,,,,
player,201010100det,ram,ButlJa20,tackles_combined,2,,,,,
player,201010100det,ram,ButlJa20,tackles_solo,1,,,,,
player,201010100det,ram,ButlJa20,tackles_assists,1,,,,,
player,201010100det,ram,ButlJa20,tackles_loss,0,,,,,
player,201010100det,ram,ButlJa20,qb_hits,0,,,,,
player,201010100det,ram,ButlJa20,fumbles_rec,0,,,,,
player,201010100det,ram,ButlJa20,fumbles_rec_yds,0,,,,,
player,201010100det,ram,ButlJa20,fumbles_rec_td,0,,,,,
player,201010100det,ram,ButlJa20,fumbles_forced,0,,,,,
player,201010100det,ram,GibsGa99,def_int,0,,,,,
player,201010100det,ram,GibsGa99,def_int_yds,0,,,,,
player,201010100det,ram,GibsGa99,def_int_td,0,,,,,
player,201010100det,ram,GibsGa99,def_int_long,0,,,,,
player,201010100det,ram,GibsGa99,pass_defended,0,,,,,
player,201010100det,ram,GibsGa99,sacks,0.0,,,,,
player,201010100det,ram,GibsGa99,tackles_combined,2,,,,,
player,201010100det,ram,GibsGa99,tackles_solo,0,,,,,
player,201010100det,ram,GibsGa99,tackles_assists,2,,,,,
player,201010100det,ram,GibsGa99,tackles_loss,0,,,,,
player,201010100det,ram,GibsGa99,qb_hits,0,,,,,
player,201010100det,ram,GibsGa99,fumbles_rec,0,,,,,
player,201010100det,ram,GibsGa99,fumbles_rec_yds,0,,,,,
player,201010100det,ram,GibsGa99,fumbles_rec_td,0,,,,,
player,201010100det,ram,GibsGa99,fumbles_forced,0,,,,,
player,201010100det,ram,LongCh99,def_int,0,,,,,
player,201010100det,ram,LongCh99,def_int_yds,0,,,,,
player,201010100det,ram,LongCh99,def_int_td,0,,,,,
player,201010100det,ram,LongCh99,def_int_long,0,,,,,
player,201010100det,ram,LongCh99,pass_defended,0,,,,,
player,201010100det,ram,LongCh99,sacks,0.0,,,,,
player,201010100det,ram,LongCh99,tackles_combined,2,,,,,
player,201010100det,ram,LongCh99,tackles_solo,1,,,,,
player,201010100det,ram,LongCh99,tackles_assists,1,,,,,
player,201010100det,ram,LongCh99,tackles_loss,0,,,,,
player,201010100det,ram,LongCh99,qb_hits,1,,,,,
player,201010100det,ram,LongCh99,fumbles_rec,0,,,,,
player,201010100det,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201010100det,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201010100det,ram,LongCh99,fumbles_forced,0,,,,,
player,201010100det,ram,RobbFr20,def_int,0,,,,,
player,201010100det,ram,RobbFr20,def_int_yds,0,,,,,
player,201010100det,ram,RobbFr20,def_int_td,0,,,,,
player,201010100det,ram,RobbFr20,def_int_long,0,,,,,
player,201010100det,ram,RobbFr20,pass_defended,0,,,,,
player,201010100det,ram,RobbFr20,sacks,0.0,,,,,
player,201010100det,ram,RobbFr20,tackles_combined,2,,,,,
player,201010100det,ram,RobbFr20,tackles_solo,2,,,,,
player,201010100det,ram,RobbFr20,tackles_assists,0,,,,,
player,201010100det,ram,RobbFr20,tackles_loss,1,,,,,
player,201010100det,ram,RobbFr20,qb_hits,0,,,,,
player,201010100det,ram,RobbFr20,fumbles_rec,0,,,,,
player,201010100det,ram,RobbFr20,fumbles_rec_yds,0,,,,,
player,201010100det,ram,RobbFr20,fumbles_rec_td,0,,,,,
player,201010100det,ram,RobbFr20,fumbles_forced,0,,,,,
player,201010100det,ram,VoboDa99,def_int,0,,,,,
player,201010100det,ram,VoboDa99,def_int_yds,0,,,,,
player,201010100det,ram,VoboDa99,def_int_td,0,,,,,
player,201010100det,ram,VoboDa99,def_int_long,0,,,,,
player,201010100det,ram,VoboDa99,pass_defended,0,,,,,
player,201010100det,ram,VoboDa99,sacks,0.0,,,,,
player,201010100det,ram,VoboDa99,tackles_combined,2,,,,,
player,201010100det,ram,VoboDa99,tackles_solo,1,,,,,
player,201010100det,ram,VoboDa99,tackles_assists,1,,,,,
player,201010100det,ram,VoboDa99,tackles_loss,0,,,,,
player,201010100det,ram,VoboDa99,qb_hits,0,,,,,
player,201010100det,ram,VoboDa99,fumbles_rec,0,,,,,
player,201010100det,ram,VoboDa99,fumbles_rec_yds,0,,,,,
player,201010100det,ram,VoboDa99,fumbles_rec_td,0,,,,,
player,201010100det,ram,VoboDa99,fumbles_forced,0,,,,,
player,201010100det,ram,OnobFe00,def_int,0,,,,,
player,201010100det,ram,OnobFe00,def_int_yds,0,,,,,
player,201010100det,ram,OnobFe00,def_int_td,0,,,,,
player,201010100det,ram,OnobFe00,def_int_long,0,,,,,
player,201010100det,ram,OnobFe00,pass_defended,0,,,,,
player,201010100det,ram,OnobFe00,sacks,0.0,,,,,
player,201010100det,ram,OnobFe00,tackles_combined,1,,,,,
player,201010100det,ram,OnobFe00,tackles_solo,1,,,,,
player,201010100det,ram,OnobFe00,tackles_assists,0,,,,,
player,201010100det,ram,OnobFe00,tackles_loss,0,,,,,
player,201010100det,ram,OnobFe00,qb_hits,0,,,,,
player,201010100det,ram,OnobFe00,fumbles_rec,0,,,,,
player,201010100det,ram,OnobFe00,fumbles_rec_yds,0,,,,,
player,201010100det,ram,OnobFe00,fumbles_rec_td,0,,,,,
player,201010100det,ram,OnobFe00,fumbles_forced,0,,,,,
player,201010100det,ram,SimsEu99,def_int,0,,,,,
player,201010100det,ram,SimsEu99,def_int_yds,0,,,,,
player,201010100det,ram,SimsEu99,def_int_td,0,,,,,
player,201010100det,ram,SimsEu99,def_int_long,0,,,,,
player,201010100det,ram,SimsEu99,pass_defended,0,,,,,
player,201010100det,ram,SimsEu99,sacks,0.0,,,,,
player,201010100det,ram,SimsEu99,tackles_combined,1,,,,,
player,201010100det,ram,SimsEu99,tackles_solo,1,,,,,
player,201010100det,ram,SimsEu99,tackles_assists,0,,,,,
player,201010100det,ram,SimsEu99,tackles_loss,0,,,,,
player,201010100det,ram,SimsEu99,qb_hits,0,,,,,
player,201010100det,ram,SimsEu99,fumbles_rec,0,,,,,
player,201010100det,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201010100det,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201010100det,ram,SimsEu99,fumbles_forced,0,,,,,
player,201010100det,ram,KingJu99,def_int,,,,,,
player,201010100det,ram,KingJu99,def_int_yds,,,,,,
player,201010100det,ram,KingJu99,def_int_td,,,,,,
player,201010100det,ram,KingJu99,def_int_long,,,,,,
player,201010100det,ram,KingJu99,pass_defended,,,,,,
player,201010100det,ram,KingJu99,sacks,0.0,,,,,
player,201010100det,ram,KingJu99,tackles_combined,,,,,,
player,201010100det,ram,KingJu99,tackles_solo,,,,,,
player,201010100det,ram,KingJu99,tackles_assists,,,,,,
player,201010100det,ram,KingJu99,tackles_loss,1,,,,,
player,201010100det,ram,KingJu99,qb_hits,1,,,,,
player,201010100det,ram,KingJu99,fumbles_rec,,,,,,
player,201010100det,ram,KingJu99,fumbles_rec_yds,,,,,,
player,201010100det,ram,KingJu99,fumbles_rec_td,,,,,,
player,201010100det,ram,KingJu99,fumbles_forced,,,,,,
player,201010100det,det,SmitAl98,def_int,1,,,,,
player,201010100det,det,SmitAl98,def_int_yds,42,,,,,
player,201010100det,det,SmitAl98,def_int_td,1,,,,,
player,201010100det,det,SmitAl98,def_int_long,42,,,,,
player,201010100det,det,SmitAl98,pass_defended,1,,,,,
player,201010100det,det,SmitAl98,sacks,0.0,,,,,
player,201010100det,det,SmitAl98,tackles_combined,5,,,,,
player,201010100det,det,SmitAl98,tackles_solo,3,,,,,
player,201010100det,det,SmitAl98,tackles_assists,2,,,,,
player,201010100det,det,SmitAl98,tackles_loss,0,,,,,
player,201010100det,det,SmitAl98,qb_hits,0,,,,,
player,201010100det,det,SmitAl98,fumbles_rec,1,,,,,
player,201010100det,det,SmitAl98,fumbles_rec_yds,9,,,,,
player,201010100det,det,SmitAl98,fumbles_rec_td,0,,,,,
player,201010100det,det,SmitAl98,fumbles_forced,0,,,,,
player,201010100det,det,SuhxNd99,def_int,1,,,,,
player,201010100det,det,SuhxNd99,def_int_yds,20,,,,,
player,201010100det,det,SuhxNd99,def_int_td,0,,,,,
player,201010100det,det,SuhxNd99,def_int_long,20,,,,,
player,201010100det,det,SuhxNd99,pass_defended,1,,,,,
player,201010100det,det,SuhxNd99,sacks,0.0,,,,,
player,201010100det,det,SuhxNd99,tackles_combined,3,,,,,
player,201010100det,det,SuhxNd99,tackles_solo,2,,,,,
player,201010100det,det,SuhxNd99,tackles_assists,1,,,,,
player,201010100det,det,SuhxNd99,tackles_loss,0,,,,,
player,201010100det,det,SuhxNd99,qb_hits,0,,,,,
player,201010100det,det,SuhxNd99,fumbles_rec,0,,,,,
player,201010100det,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201010100det,det,SuhxNd99,fumbles_rec_td,0,,,,,
player,201010100det,det,SuhxNd99,fumbles_forced,0,,,,,
player,201010100det,det,PeteJu00,def_int,0,,,,,
player,201010100det,det,PeteJu00,def_int_yds,0,,,,,
player,201010100det,det,PeteJu00,def_int_td,0,,,,,
player,201010100det,det,PeteJu00,def_int_long,0,,,,,
player,201010100det,det,PeteJu00,pass_defended,2,,,,,
player,201010100det,det,PeteJu00,sacks,1.0,,,,,
player,201010100det,det,PeteJu00,tackles_combined,11,,,,,
player,201010100det,det,PeteJu00,tackles_solo,7,,,,,
player,201010100det,det,PeteJu00,tackles_assists,4,,,,,
player,201010100det,det,PeteJu00,tackles_loss,1,,,,,
player,201010100det,det,PeteJu00,qb_hits,0,,,,,
player,201010100det,det,PeteJu00,fumbles_rec,0,,,,,
player,201010100det,det,PeteJu00,fumbles_rec_yds,0,,,,,
player,201010100det,det,PeteJu00,fumbles_rec_td,0,,,,,
player,201010100det,det,PeteJu00,fumbles_forced,0,,,,,
player,201010100det,det,DelmLo99,def_int,0,,,,,
player,201010100det,det,DelmLo99,def_int_yds,0,,,,,
player,201010100det,det,DelmLo99,def_int_td,0,,,,,
player,201010100det,det,DelmLo99,def_int_long,0,,,,,
player,201010100det,det,DelmLo99,pass_defended,0,,,,,
player,201010100det,det,DelmLo99,sacks,0.0,,,,,
player,201010100det,det,DelmLo99,tackles_combined,8,,,,,
player,201010100det,det,DelmLo99,tackles_solo,5,,,,,
player,201010100det,det,DelmLo99,tackles_assists,3,,,,,
player,201010100det,det,DelmLo99,tackles_loss,0,,,,,
player,201010100det,det,DelmLo99,qb_hits,0,,,,,
player,201010100det,det,DelmLo99,fumbles_rec,0,,,,,
player,201010100det,det,DelmLo99,fumbles_rec_yds,0,,,,,
player,201010100det,det,DelmLo99,fumbles_rec_td,0,,,,,
player,201010100det,det,DelmLo99,fumbles_forced,0,,,,,
player,201010100det,det,WillCo21,def_int,0,,,,,
player,201010100det,det,WillCo21,def_int_yds,0,,,,,
player,201010100det,det,WillCo21,def_int_td,0,,,,,
player,201010100det,det,WillCo21,def_int_long,0,,,,,
player,201010100det,det,WillCo21,pass_defended,1,,,,,
player,201010100det,det,WillCo21,sacks,0.0,,,,,
player,201010100det,det,WillCo21,tackles_combined,7,,,,,
player,201010100det,det,WillCo21,tackles_solo,6,,,,,
player,201010100det,det,WillCo21,tackles_assists,1,,,,,
player,201010100det,det,WillCo21,tackles_loss,2,,,,,
player,201010100det,det,WillCo21,qb_hits,0,,,,,
player,201010100det,det,WillCo21,fumbles_rec,0,,,,,
player,201010100det,det,WillCo21,fumbles_rec_yds,0,,,,,
player,201010100det,det,WillCo21,fumbles_rec_td,0,,,,,
player,201010100det,det,WillCo21,fumbles_forced,1,,,,,
player,201010100det,det,HavnSp00,def_int,0,,,,,
player,201010100det,det,HavnSp00,def_int_yds,0,,,,,
player,201010100det,det,HavnSp00,def_int_td,0,,,,,
player,201010100det,det,HavnSp00,def_int_long,0,,,,,
player,201010100det,det,HavnSp00,pass_defended,0,,,,,
player,201010100det,det,HavnSp00,sacks,0.0,,,,,
player,201010100det,det,HavnSp00,tackles_combined,6,,,,,
player,201010100det,det,HavnSp00,tackles_solo,4,,,,,
player,201010100det,det,HavnSp00,tackles_assists,2,,,,,
player,201010100det,det,HavnSp00,tackles_loss,0,,,,,
player,201010100det,det,HavnSp00,qb_hits,0,,,,,
player,201010100det,det,HavnSp00,fumbles_rec,0,,,,,
player,201010100det,det,HavnSp00,fumbles_rec_yds,0,,,,,
player,201010100det,det,HavnSp00,fumbles_rec_td,0,,,,,
player,201010100det,det,HavnSp00,fumbles_forced,0,,,,,
player,201010100det,det,FollZa99,def_int,0,,,,,
player,201010100det,det,FollZa99,def_int_yds,0,,,,,
player,201010100det,det,FollZa99,def_int_td,0,,,,,
player,201010100det,det,FollZa99,def_int_long,0,,,,,
player,201010100det,det,FollZa99,pass_defended,0,,,,,
player,201010100det,det,FollZa99,sacks,0.0,,,,,
player,201010100det,det,FollZa99,tackles_combined,4,,,,,
player,201010100det,det,FollZa99,tackles_solo,2,,,,,
player,201010100det,det,FollZa99,tackles_assists,2,,,,,
player,201010100det,det,FollZa99,tackles_loss,0,,,,,
player,201010100det,det,FollZa99,qb_hits,0,,,,,
player,201010100det,det,FollZa99,fumbles_rec,0,,,,,
player,201010100det,det,FollZa99,fumbles_rec_yds,0,,,,,
player,201010100det,det,FollZa99,fumbles_rec_td,0,,,,,
player,201010100det,det,FollZa99,fumbles_forced,0,,,,,
player,201010100det,det,HousCh99,def_int,0,,,,,
player,201010100det,det,HousCh99,def_int_yds,0,,,,,
player,201010100det,det,HousCh99,def_int_td,0,,,,,
player,201010100det,det,HousCh99,def_int_long,0,,,,,
player,201010100det,det,HousCh99,pass_defended,2,,,,,
player,201010100det,det,HousCh99,sacks,0.0,,,,,
player,201010100det,det,HousCh99,tackles_combined,4,,,,,
player,201010100det,det,HousCh99,tackles_solo,4,,,,,
player,201010100det,det,HousCh99,tackles_assists,0,,,,,
player,201010100det,det,HousCh99,tackles_loss,0,,,,,
player,201010100det,det,HousCh99,qb_hits,0,,,,,
player,201010100det,det,HousCh99,fumbles_rec,0,,,,,
player,201010100det,det,HousCh99,fumbles_rec_yds,0,,,,,
player,201010100det,det,HousCh99,fumbles_rec_td,0,,,,,
player,201010100det,det,HousCh99,fumbles_forced,0,,,,,
player,201010100det,det,JohnLa20,def_int,0,,,,,
player,201010100det,det,JohnLa20,def_int_yds,0,,,,,
player,201010100det,det,JohnLa20,def_int_td,0,,,,,
player,201010100det,det,JohnLa20,def_int_long,0,,,,,
player,201010100det,det,JohnLa20,pass_defended,0,,,,,
player,201010100det,det,JohnLa20,sacks,0.0,,,,,
player,201010100det,det,JohnLa20,tackles_combined,4,,,,,
player,201010100det,det,JohnLa20,tackles_solo,4,,,,,
player,201010100det,det,JohnLa20,tackles_assists,0,,,,,
player,201010100det,det,JohnLa20,tackles_loss,0,,,,,
player,201010100det,det,JohnLa20,qb_hits,0,,,,,
player,201010100det,det,JohnLa20,fumbles_rec,0,,,,,
player,201010100det,det,JohnLa20,fumbles_rec_yds,0,,,,,
player,201010100det,det,JohnLa20,fumbles_rec_td,0,,,,,
player,201010100det,det,JohnLa20,fumbles_forced,0,,,,,
player,201010100det,det,SpieAm99,def_int,0,,,,,
player,201010100det,det,SpieAm99,def_int_yds,0,,,,,
player,201010100det,det,SpieAm99,def_int_td,0,,,,,
player,201010100det,det,SpieAm99,def_int_long,0,,,,,
player,201010100det,det,SpieAm99,pass_defended,0,,,,,
player,201010100det,det,SpieAm99,sacks,0.0,,,,,
player,201010100det,det,SpieAm99,tackles_combined,4,,,,,
player,201010100det,det,SpieAm99,tackles_solo,3,,,,,
player,201010100det,det,SpieAm99,tackles_assists,1,,,,,
player,201010100det,det,SpieAm99,tackles_loss,0,,,,,
player,201010100det,det,SpieAm99,qb_hits,0,,,,,
player,201010100det,det,SpieAm99,fumbles_rec,0,,,,,
player,201010100det,det,SpieAm99,fumbles_rec_yds,0,,,,,
player,201010100det,det,SpieAm99,fumbles_rec_td,0,,,,,
player,201010100det,det,SpieAm99,fumbles_forced,0,,,,,
player,201010100det,det,WadeJo99,def_int,0,,,,,
player,201010100det,det,WadeJo99,def_int_yds,0,,,,,
player,201010100det,det,WadeJo99,def_int_td,0,,,,,
player,201010100det,det,WadeJo99,def_int_long,0,,,,,
player,201010100det,det,WadeJo99,pass_defended,0,,,,,
player,201010100det,det,WadeJo99,sacks,0.0,,,,,
player,201010100det,det,WadeJo99,tackles_combined,4,,,,,
player,201010100det,det,WadeJo99,tackles_solo,3,,,,,
player,201010100det,det,WadeJo99,tackles_assists,1,,,,,
player,201010100det,det,WadeJo99,tackles_loss,1,,,,,
player,201010100det,det,WadeJo99,qb_hits,0,,,,,
player,201010100det,det,WadeJo99,fumbles_rec,1,,,,,
player,201010100det,det,WadeJo99,fumbles_rec_yds,10,,,,,
player,201010100det,det,WadeJo99,fumbles_rec_td,0,,,,,
player,201010100det,det,WadeJo99,fumbles_forced,0,,,,,
player,201010100det,det,BrowC.20,def_int,0,,,,,
player,201010100det,det,BrowC.20,def_int_yds,0,,,,,
player,201010100det,det,BrowC.20,def_int_td,0,,,,,
player,201010100det,det,BrowC.20,def_int_long,0,,,,,
player,201010100det,det,BrowC.20,pass_defended,0,,,,,
player,201010100det,det,BrowC.20,sacks,0.0,,,,,
player,201010100det,det,BrowC.20,tackles_combined,3,,,,,
player,201010100det,det,BrowC.20,tackles_solo,2,,,,,
player,201010100det,det,BrowC.20,tackles_assists,1,,,,,
player,201010100det,det,BrowC.20,tackles_loss,0,,,,,
player,201010100det,det,BrowC.20,qb_hits,0,,,,,
player,201010100det,det,BrowC.20,fumbles_rec,0,,,,,
player,201010100det,det,BrowC.20,fumbles_rec_yds,0,,,,,
player,201010100det,det,BrowC.20,fumbles_rec_td,0,,,,,
player,201010100det,det,BrowC.20,fumbles_forced,0,,,,,
player,201010100det,det,PalmAs99,def_int,0,,,,,
player,201010100det,det,PalmAs99,def_int_yds,0,,,,,
player,201010100det,det,PalmAs99,def_int_td,0,,,,,
player,201010100det,det,PalmAs99,def_int_long,0,,,,,
player,201010100det,det,PalmAs99,pass_defended,0,,,,,
player,201010100det,det,PalmAs99,sacks,0.0,,,,,
player,201010100det,det,PalmAs99,tackles_combined,3,,,,,
player,201010100det,det,PalmAs99,tackles_solo,3,,,,,
player,201010100det,det,PalmAs99,tackles_assists,0,,,,,
player,201010100det,det,PalmAs99,tackles_loss,0,,,,,
player,201010100det,det,PalmAs99,qb_hits,0,,,,,
player,201010100det,det,PalmAs99,fumbles_rec,0,,,,,
player,201010100det,det,PalmAs99,fumbles_rec_yds,0,,,,,
player,201010100det,det,PalmAs99,fumbles_rec_td,0,,,,,
player,201010100det,det,PalmAs99,fumbles_forced,0,,,,,
player,201010100det,det,HillSa99,def_int,0,,,,,
player,201010100det,det,HillSa99,def_int_yds,0,,,,,
player,201010100det,det,HillSa99,def_int_td,0,,,,,
player,201010100det,det,HillSa99,def_int_long,0,,,,,
player,201010100det,det,HillSa99,pass_defended,0,,,,,
player,201010100det,det,HillSa99,sacks,0.0,,,,,
player,201010100det,det,HillSa99,tackles_combined,2,,,,,
player,201010100det,det,HillSa99,tackles_solo,1,,,,,
player,201010100det,det,HillSa99,tackles_assists,1,,,,,
player,201010100det,det,HillSa99,tackles_loss,,,,,,
player,201010100det,det,HillSa99,qb_hits,,,,,,
player,201010100det,det,HillSa99,fumbles_rec,0,,,,,
player,201010100det,det,HillSa99,fumbles_rec_yds,0,,,,,
player,201010100det,det,HillSa99,fumbles_rec_td,0,,,,,
player,201010100det,det,HillSa99,fumbles_forced,0,,,,,
player,201010100det,det,VandKy99,def_int,0,,,,,
player,201010100det,det,VandKy99,def_int_yds,0,,,,,
player,201010100det,det,VandKy99,def_int_td,0,,,,,
player,201010100det,det,VandKy99,def_int_long,0,,,,,
player,201010100det,det,VandKy99,pass_defended,0,,,,,
player,201010100det,det,VandKy99,sacks,0.0,,,,,
player,201010100det,det,VandKy99,tackles_combined,2,,,,,
player,201010100det,det,VandKy99,tackles_solo,0,,,,,
player,201010100det,det,VandKy99,tackles_assists,2,,,,,
player,201010100det,det,VandKy99,tackles_loss,0,,,,,
player,201010100det,det,VandKy99,qb_hits,1,,,,,
player,201010100det,det,VandKy99,fumbles_rec,0,,,,,
player,201010100det,det,VandKy99,fumbles_rec_yds,0,,,,,
player,201010100det,det,VandKy99,fumbles_rec_td,0,,,,,
player,201010100det,det,VandKy99,fumbles_forced,0,,,,,
player,201010100det,det,WendJo99,def_int,0,,,,,
player,201010100det,det,WendJo99,def_int_yds,0,,,,,
player,201010100det,det,WendJo99,def_int_td,0,,,,,
player,201010100det,det,WendJo99,def_int_long,0,,,,,
player,201010100det,det,WendJo99,pass_defended,0,,,,,
player,201010100det,det,WendJo99,sacks,0.0,,,,,
player,201010100det,det,WendJo99,tackles_combined,2,,,,,
player,201010100det,det,WendJo99,tackles_solo,2,,,,,
player,201010100det,det,WendJo99,tackles_assists,0,,,,,
