game,2010,3,20100926,201009260nwe,buf,"Buffalo Bills",30,nwe,"New England Patriots",38
player,201009260nwe,nwe,MorrSa00,pass_td,0,,,,,
player,201009260nwe,nwe,MorrSa00,pass_int,0,,,,,
player,201009260nwe,nwe,MorrSa00,pass_sacked,,,,,,
player,201009260nwe,nwe,MorrSa00,pass_sacked_yds,,,,,,
player,201009260nwe,nwe,MorrSa00,pass_long,0,,,,,
player,201009260nwe,nwe,MorrSa00,pass_rating,,,,,,
player,201009260nwe,nwe,MorrSa00,rush_att,6,,,,,
player,201009260nwe,nwe,MorrSa00,rush_yds,19,,,,,
player,201009260nwe,nwe,MorrSa00,rush_td,0,,,,,
player,201009260nwe,nwe,MorrSa00,rush_long,9,,,,,
player,201009260nwe,nwe,MorrSa00,targets,0,,,,,
player,201009260nwe,nwe,MorrSa00,rec,0,,,,,
player,201009260nwe,nwe,MorrSa00,rec_yds,0,,,,,
player,201009260nwe,nwe,MorrSa00,rec_td,0,,,,,
player,201009260nwe,nwe,MorrSa00,rec_long,0,,,,,
player,201009260nwe,nwe,MorrSa00,fumbles,0,,,,,
player,201009260nwe,nwe,MorrSa00,fumbles_lost,,,,,,
player,201009260nwe,nwe,TaylFr00,pass_cmp,0,,,,,
player,201009260nwe,nwe,TaylFr00,pass_att,0,,,,,
player,201009260nwe,nwe,TaylFr00,pass_yds,0,,,,,
player,201009260nwe,nwe,TaylFr00,pass_td,0,,,,,
player,201009260nwe,nwe,TaylFr00,pass_int,0,,,,,
player,201009260nwe,nwe,TaylFr00,pass_sacked,,,,,,
player,201009260nwe,nwe,TaylFr00,pass_sacked_yds,,,,,,
player,201009260nwe,nwe,TaylFr00,pass_long,0,,,,,
player,201009260nwe,nwe,TaylFr00,pass_rating,,,,,,
player,201009260nwe,nwe,TaylFr00,rush_att,6,,,,,
player,201009260nwe,nwe,TaylFr00,rush_yds,16,,,,,
player,201009260nwe,nwe,TaylFr00,rush_td,0,,,,,
player,201009260nwe,nwe,TaylFr00,rush_long,5,,,,,
player,201009260nwe,nwe,TaylFr00,targets,0,,,,,
player,201009260nwe,nwe,TaylFr00,rec,0,,,,,
player,201009260nwe,nwe,TaylFr00,rec_yds,0,,,,,
player,201009260nwe,nwe,TaylFr00,rec_td,0,,,,,
player,201009260nwe,nwe,TaylFr00,rec_long,0,,,,,
player,201009260nwe,nwe,TaylFr00,fumbles,0,,,,,
player,201009260nwe,nwe,TaylFr00,fumbles_lost,,,,,,
player,201009260nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201009260nwe,nwe,HernAa00,pass_att,0,,,,,
player,201009260nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201009260nwe,nwe,HernAa00,pass_td,0,,,,,
player,201009260nwe,nwe,HernAa00,pass_int,0,,,,,
player,201009260nwe,nwe,HernAa00,pass_sacked,,,,,,
player,201009260nwe,nwe,HernAa00,pass_sacked_yds,,,,,,
player,201009260nwe,nwe,HernAa00,pass_long,0,,,,,
player,201009260nwe,nwe,HernAa00,pass_rating,,,,,,
player,201009260nwe,nwe,HernAa00,rush_att,1,,,,,
player,201009260nwe,nwe,HernAa00,rush_yds,13,,,,,
player,201009260nwe,nwe,HernAa00,rush_td,0,,,,,
player,201009260nwe,nwe,HernAa00,rush_long,13,,,,,
player,201009260nwe,nwe,HernAa00,targets,7,,,,,
player,201009260nwe,nwe,HernAa00,rec,6,,,,,
player,201009260nwe,nwe,HernAa00,rec_yds,65,,,,,
player,201009260nwe,nwe,HernAa00,rec_td,0,,,,,
player,201009260nwe,nwe,HernAa00,rec_long,25,,,,,
player,201009260nwe,nwe,HernAa00,fumbles,0,,,,,
player,201009260nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201009260nwe,nwe,TateBr00,pass_cmp,0,,,,,
player,201009260nwe,nwe,TateBr00,pass_att,0,,,,,
player,201009260nwe,nwe,TateBr00,pass_yds,0,,,,,
player,201009260nwe,nwe,TateBr00,pass_td,0,,,,,
player,201009260nwe,nwe,TateBr00,pass_int,0,,,,,
player,201009260nwe,nwe,TateBr00,pass_sacked,,,,,,
player,201009260nwe,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201009260nwe,nwe,TateBr00,pass_long,0,,,,,
player,201009260nwe,nwe,TateBr00,pass_rating,,,,,,
player,201009260nwe,nwe,TateBr00,rush_att,1,,,,,
player,201009260nwe,nwe,TateBr00,rush_yds,5,,,,,
player,201009260nwe,nwe,TateBr00,rush_td,0,,,,,
player,201009260nwe,nwe,TateBr00,rush_long,5,,,,,
player,201009260nwe,nwe,TateBr00,targets,3,,,,,
player,201009260nwe,nwe,TateBr00,rec,2,,,,,
player,201009260nwe,nwe,TateBr00,rec_yds,43,,,,,
player,201009260nwe,nwe,TateBr00,rec_td,0,,,,,
player,201009260nwe,nwe,TateBr00,rec_long,29,,,,,
player,201009260nwe,nwe,TateBr00,fumbles,1,,,,,
player,201009260nwe,nwe,TateBr00,fumbles_lost,1,,,,,
player,201009260nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201009260nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201009260nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201009260nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201009260nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201009260nwe,nwe,EdelJu00,pass_sacked,,,,,,
player,201009260nwe,nwe,EdelJu00,pass_sacked_yds,,,,,,
player,201009260nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201009260nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201009260nwe,nwe,EdelJu00,rush_att,1,,,,,
player,201009260nwe,nwe,EdelJu00,rush_yds,1,,,,,
player,201009260nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201009260nwe,nwe,EdelJu00,rush_long,1,,,,,
player,201009260nwe,nwe,EdelJu00,targets,3,,,,,
player,201009260nwe,nwe,EdelJu00,rec,3,,,,,
player,201009260nwe,nwe,EdelJu00,rec_yds,8,,,,,
player,201009260nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201009260nwe,nwe,EdelJu00,rec_long,6,,,,,
player,201009260nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201009260nwe,nwe,EdelJu00,fumbles_lost,,,,,,
player,201009260nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201009260nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201009260nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201009260nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201009260nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201009260nwe,nwe,WelkWe00,pass_sacked,,,,,,
player,201009260nwe,nwe,WelkWe00,pass_sacked_yds,,,,,,
player,201009260nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201009260nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201009260nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201009260nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201009260nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201009260nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201009260nwe,nwe,WelkWe00,targets,6,,,,,
player,201009260nwe,nwe,WelkWe00,rec,4,,,,,
player,201009260nwe,nwe,WelkWe00,rec_yds,45,,,,,
player,201009260nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201009260nwe,nwe,WelkWe00,rec_long,27,,,,,
player,201009260nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201009260nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201009260nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201009260nwe,nwe,GronRo00,pass_att,0,,,,,
player,201009260nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201009260nwe,nwe,GronRo00,pass_td,0,,,,,
player,201009260nwe,nwe,GronRo00,pass_int,0,,,,,
player,201009260nwe,nwe,GronRo00,pass_sacked,,,,,,
player,201009260nwe,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201009260nwe,nwe,GronRo00,pass_long,0,,,,,
player,201009260nwe,nwe,GronRo00,pass_rating,,,,,,
player,201009260nwe,nwe,GronRo00,rush_att,0,,,,,
player,201009260nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201009260nwe,nwe,GronRo00,rush_td,0,,,,,
player,201009260nwe,nwe,GronRo00,rush_long,0,,,,,
player,201009260nwe,nwe,GronRo00,targets,3,,,,,
player,201009260nwe,nwe,GronRo00,rec,3,,,,,
player,201009260nwe,nwe,GronRo00,rec_yds,43,,,,,
player,201009260nwe,nwe,GronRo00,rec_td,1,,,,,
player,201009260nwe,nwe,GronRo00,rec_long,21,,,,,
player,201009260nwe,nwe,GronRo00,fumbles,0,,,,,
player,201009260nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201009260nwe,nwe,MossRa00,pass_cmp,0,,,,,
player,201009260nwe,nwe,MossRa00,pass_att,0,,,,,
player,201009260nwe,nwe,MossRa00,pass_yds,0,,,,,
player,201009260nwe,nwe,MossRa00,pass_td,0,,,,,
player,201009260nwe,nwe,MossRa00,pass_int,0,,,,,
player,201009260nwe,nwe,MossRa00,pass_sacked,,,,,,
player,201009260nwe,nwe,MossRa00,pass_sacked_yds,,,,,,
player,201009260nwe,nwe,MossRa00,pass_long,0,,,,,
player,201009260nwe,nwe,MossRa00,pass_rating,,,,,,
player,201009260nwe,nwe,MossRa00,rush_att,0,,,,,
player,201009260nwe,nwe,MossRa00,rush_yds,0,,,,,
player,201009260nwe,nwe,MossRa00,rush_td,0,,,,,
player,201009260nwe,nwe,MossRa00,rush_long,0,,,,,
player,201009260nwe,nwe,MossRa00,targets,3,,,,,
player,201009260nwe,nwe,MossRa00,rec,2,,,,,
player,201009260nwe,nwe,MossRa00,rec_yds,42,,,,,
