game,2010,15,20101219,201012190car,crd,"Arizona Cardinals",12,car,"Carolina Panthers",19
player,201012190car,crd,SkelJo00,rec,0,,,,,
player,201012190car,crd,SkelJo00,rec_yds,0,,,,,
player,201012190car,crd,SkelJo00,rec_td,0,,,,,
player,201012190car,crd,SkelJo00,rec_long,0,,,,,
player,201012190car,crd,SkelJo00,fumbles,1,,,,,
player,201012190car,crd,SkelJo00,fumbles_lost,1,,,,,
player,201012190car,crd,HighTi00,pass_cmp,0,,,,,
player,201012190car,crd,HighTi00,pass_att,0,,,,,
player,201012190car,crd,HighTi00,pass_yds,0,,,,,
player,201012190car,crd,HighTi00,pass_td,0,,,,,
player,201012190car,crd,HighTi00,pass_int,0,,,,,
player,201012190car,crd,HighTi00,pass_sacked,0,,,,,
player,201012190car,crd,HighTi00,pass_sacked_yds,0,,,,,
player,201012190car,crd,HighTi00,pass_long,0,,,,,
player,201012190car,crd,HighTi00,pass_rating,,,,,,
player,201012190car,crd,HighTi00,rush_att,6,,,,,
player,201012190car,crd,HighTi00,rush_yds,16,,,,,
player,201012190car,crd,HighTi00,rush_td,0,,,,,
player,201012190car,crd,HighTi00,rush_long,4,,,,,
player,201012190car,crd,HighTi00,targets,4,,,,,
player,201012190car,crd,HighTi00,rec,3,,,,,
player,201012190car,crd,HighTi00,rec_yds,12,,,,,
player,201012190car,crd,HighTi00,rec_td,0,,,,,
player,201012190car,crd,HighTi00,rec_long,5,,,,,
player,201012190car,crd,HighTi00,fumbles,1,,,,,
player,201012190car,crd,HighTi00,fumbles_lost,0,,,,,
player,201012190car,crd,WellCh00,pass_cmp,0,,,,,
player,201012190car,crd,WellCh00,pass_att,0,,,,,
player,201012190car,crd,WellCh00,pass_yds,0,,,,,
player,201012190car,crd,WellCh00,pass_td,0,,,,,
player,201012190car,crd,WellCh00,pass_int,0,,,,,
player,201012190car,crd,WellCh00,pass_sacked,0,,,,,
player,201012190car,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201012190car,crd,WellCh00,pass_long,0,,,,,
player,201012190car,crd,WellCh00,pass_rating,,,,,,
player,201012190car,crd,WellCh00,rush_att,8,,,,,
player,201012190car,crd,WellCh00,rush_yds,11,,,,,
player,201012190car,crd,WellCh00,rush_td,0,,,,,
player,201012190car,crd,WellCh00,rush_long,7,,,,,
player,201012190car,crd,WellCh00,targets,1,,,,,
player,201012190car,crd,WellCh00,rec,0,,,,,
player,201012190car,crd,WellCh00,rec_yds,0,,,,,
player,201012190car,crd,WellCh00,rec_td,0,,,,,
player,201012190car,crd,WellCh00,rec_long,0,,,,,
player,201012190car,crd,WellCh00,fumbles,0,,,,,
player,201012190car,crd,WellCh00,fumbles_lost,,,,,,
player,201012190car,crd,StepLa00,pass_cmp,0,,,,,
player,201012190car,crd,StepLa00,pass_att,0,,,,,
player,201012190car,crd,StepLa00,pass_yds,0,,,,,
player,201012190car,crd,StepLa00,pass_td,0,,,,,
player,201012190car,crd,StepLa00,pass_int,0,,,,,
player,201012190car,crd,StepLa00,pass_sacked,0,,,,,
player,201012190car,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201012190car,crd,StepLa00,pass_long,0,,,,,
player,201012190car,crd,StepLa00,pass_rating,,,,,,
player,201012190car,crd,StepLa00,rush_att,1,,,,,
player,201012190car,crd,StepLa00,rush_yds,6,,,,,
player,201012190car,crd,StepLa00,rush_td,0,,,,,
player,201012190car,crd,StepLa00,rush_long,6,,,,,
player,201012190car,crd,StepLa00,targets,2,,,,,
player,201012190car,crd,StepLa00,rec,1,,,,,
player,201012190car,crd,StepLa00,rec_yds,2,,,,,
player,201012190car,crd,StepLa00,rec_td,0,,,,,
player,201012190car,crd,StepLa00,rec_long,2,,,,,
player,201012190car,crd,StepLa00,fumbles,0,,,,,
player,201012190car,crd,StepLa00,fumbles_lost,,,,,,
player,201012190car,crd,FitzLa00,pass_cmp,0,,,,,
player,201012190car,crd,FitzLa00,pass_att,0,,,,,
player,201012190car,crd,FitzLa00,pass_yds,0,,,,,
player,201012190car,crd,FitzLa00,pass_td,0,,,,,
player,201012190car,crd,FitzLa00,pass_int,0,,,,,
player,201012190car,crd,FitzLa00,pass_sacked,0,,,,,
player,201012190car,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201012190car,crd,FitzLa00,pass_long,0,,,,,
player,201012190car,crd,FitzLa00,pass_rating,,,,,,
player,201012190car,crd,FitzLa00,rush_att,0,,,,,
player,201012190car,crd,FitzLa00,rush_yds,0,,,,,
player,201012190car,crd,FitzLa00,rush_td,0,,,,,
player,201012190car,crd,FitzLa00,rush_long,0,,,,,
player,201012190car,crd,FitzLa00,targets,10,,,,,
player,201012190car,crd,FitzLa00,rec,9,,,,,
player,201012190car,crd,FitzLa00,rec_yds,125,,,,,
player,201012190car,crd,FitzLa00,rec_td,0,,,,,
player,201012190car,crd,FitzLa00,rec_long,41,,,,,
player,201012190car,crd,FitzLa00,fumbles,0,,,,,
player,201012190car,crd,FitzLa00,fumbles_lost,,,,,,
player,201012190car,crd,BreaSt00,pass_cmp,0,,,,,
player,201012190car,crd,BreaSt00,pass_att,0,,,,,
player,201012190car,crd,BreaSt00,pass_yds,0,,,,,
player,201012190car,crd,BreaSt00,pass_td,0,,,,,
player,201012190car,crd,BreaSt00,pass_int,0,,,,,
player,201012190car,crd,BreaSt00,pass_sacked,0,,,,,
player,201012190car,crd,BreaSt00,pass_sacked_yds,0,,,,,
player,201012190car,crd,BreaSt00,pass_long,0,,,,,
player,201012190car,crd,BreaSt00,pass_rating,,,,,,
player,201012190car,crd,BreaSt00,rush_att,0,,,,,
player,201012190car,crd,BreaSt00,rush_yds,0,,,,,
player,201012190car,crd,BreaSt00,rush_td,0,,,,,
player,201012190car,crd,BreaSt00,rush_long,0,,,,,
player,201012190car,crd,BreaSt00,targets,5,,,,,
player,201012190car,crd,BreaSt00,rec,2,,,,,
player,201012190car,crd,BreaSt00,rec_yds,42,,,,,
player,201012190car,crd,BreaSt00,rec_td,0,,,,,
player,201012190car,crd,BreaSt00,rec_long,35,,,,,
player,201012190car,crd,BreaSt00,fumbles,0,,,,,
player,201012190car,crd,BreaSt00,fumbles_lost,,,,,,
player,201012190car,crd,DoucEa00,pass_cmp,0,,,,,
player,201012190car,crd,DoucEa00,pass_att,0,,,,,
player,201012190car,crd,DoucEa00,pass_yds,0,,,,,
player,201012190car,crd,DoucEa00,pass_td,0,,,,,
player,201012190car,crd,DoucEa00,pass_int,0,,,,,
player,201012190car,crd,DoucEa00,pass_sacked,0,,,,,
player,201012190car,crd,DoucEa00,pass_sacked_yds,0,,,,,
player,201012190car,crd,DoucEa00,pass_long,0,,,,,
player,201012190car,crd,DoucEa00,pass_rating,,,,,,
player,201012190car,crd,DoucEa00,rush_att,0,,,,,
player,201012190car,crd,DoucEa00,rush_yds,0,,,,,
player,201012190car,crd,DoucEa00,rush_td,0,,,,,
player,201012190car,crd,DoucEa00,rush_long,0,,,,,
player,201012190car,crd,DoucEa00,targets,4,,,,,
player,201012190car,crd,DoucEa00,rec,1,,,,,
player,201012190car,crd,DoucEa00,rec_yds,8,,,,,
player,201012190car,crd,DoucEa00,rec_td,0,,,,,
player,201012190car,crd,DoucEa00,rec_long,8,,,,,
player,201012190car,crd,DoucEa00,fumbles,0,,,,,
player,201012190car,crd,DoucEa00,fumbles_lost,,,,,,
player,201012190car,crd,SpacSt00,pass_cmp,0,,,,,
player,201012190car,crd,SpacSt00,pass_att,0,,,,,
player,201012190car,crd,SpacSt00,pass_yds,0,,,,,
player,201012190car,crd,SpacSt00,pass_td,0,,,,,
player,201012190car,crd,SpacSt00,pass_int,0,,,,,
player,201012190car,crd,SpacSt00,pass_sacked,0,,,,,
player,201012190car,crd,SpacSt00,pass_sacked_yds,0,,,,,
player,201012190car,crd,SpacSt00,pass_long,0,,,,,
player,201012190car,crd,SpacSt00,pass_rating,,,,,,
player,201012190car,crd,SpacSt00,rush_att,0,,,,,
player,201012190car,crd,SpacSt00,rush_yds,0,,,,,
player,201012190car,crd,SpacSt00,rush_td,0,,,,,
player,201012190car,crd,SpacSt00,rush_long,0,,,,,
player,201012190car,crd,SpacSt00,targets,4,,,,,
player,201012190car,crd,SpacSt00,rec,1,,,,,
player,201012190car,crd,SpacSt00,rec_yds,7,,,,,
player,201012190car,crd,SpacSt00,rec_td,0,,,,,
player,201012190car,crd,SpacSt00,rec_long,7,,,,,
player,201012190car,crd,SpacSt00,fumbles,0,,,,,
player,201012190car,crd,SpacSt00,fumbles_lost,,,,,,
player,201012190car,crd,RobeAn00,pass_cmp,0,,,,,
player,201012190car,crd,RobeAn00,pass_att,0,,,,,
player,201012190car,crd,RobeAn00,pass_yds,0,,,,,
player,201012190car,crd,RobeAn00,pass_td,0,,,,,
player,201012190car,crd,RobeAn00,pass_int,0,,,,,
player,201012190car,crd,RobeAn00,pass_sacked,0,,,,,
player,201012190car,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201012190car,crd,RobeAn00,pass_long,0,,,,,
player,201012190car,crd,RobeAn00,pass_rating,,,,,,
player,201012190car,crd,RobeAn00,rush_att,0,,,,,
player,201012190car,crd,RobeAn00,rush_yds,0,,,,,
player,201012190car,crd,RobeAn00,rush_td,0,,,,,
player,201012190car,crd,RobeAn00,rush_long,0,,,,,
player,201012190car,crd,RobeAn00,targets,2,,,,,
player,201012190car,crd,RobeAn00,rec,0,,,,,
player,201012190car,crd,RobeAn00,rec_yds,0,,,,,
player,201012190car,crd,RobeAn00,rec_td,0,,,,,
player,201012190car,crd,RobeAn00,rec_long,0,,,,,
player,201012190car,crd,RobeAn00,fumbles,0,,,,,
player,201012190car,crd,RobeAn00,fumbles_lost,,,,,,
player,201012190car,car,ClauJi00,pass_cmp,13,,,,,
player,201012190car,car,ClauJi00,pass_att,19,,,,,
player,201012190car,car,ClauJi00,pass_yds,141,,,,,
player,201012190car,car,ClauJi00,pass_td,1,,,,,
player,201012190car,car,ClauJi00,pass_int,0,,,,,
player,201012190car,car,ClauJi00,pass_sacked,2,,,,,
player,201012190car,car,ClauJi00,pass_sacked_yds,15,,,,,
player,201012190car,car,ClauJi00,pass_long,29,,,,,
player,201012190car,car,ClauJi00,pass_rating,107.6,,,,,
player,201012190car,car,ClauJi00,rush_att,5,,,,,
player,201012190car,car,ClauJi00,rush_yds,14,,,,,
player,201012190car,car,ClauJi00,rush_td,0,,,,,
player,201012190car,car,ClauJi00,rush_long,8,,,,,
player,201012190car,car,ClauJi00,targets,0,,,,,
player,201012190car,car,ClauJi00,rec,0,,,,,
player,201012190car,car,ClauJi00,rec_yds,0,,,,,
player,201012190car,car,ClauJi00,rec_td,0,,,,,
player,201012190car,car,ClauJi00,rec_long,0,,,,,
player,201012190car,car,ClauJi00,fumbles,0,,,,,
player,201012190car,car,ClauJi00,fumbles_lost,,,,,,
player,201012190car,car,StewJo00,pass_cmp,0,,,,,
player,201012190car,car,StewJo00,pass_att,0,,,,,
player,201012190car,car,StewJo00,pass_yds,0,,,,,
player,201012190car,car,StewJo00,pass_td,0,,,,,
player,201012190car,car,StewJo00,pass_int,0,,,,,
player,201012190car,car,StewJo00,pass_sacked,,,,,,
player,201012190car,car,StewJo00,pass_sacked_yds,,,,,,
player,201012190car,car,StewJo00,pass_long,0,,,,,
player,201012190car,car,StewJo00,pass_rating,,,,,,
player,201012190car,car,StewJo00,rush_att,27,,,,,
player,201012190car,car,StewJo00,rush_yds,137,,,,,
player,201012190car,car,StewJo00,rush_td,0,,,,,
player,201012190car,car,StewJo00,rush_long,35,,,,,
player,201012190car,car,StewJo00,targets,2,,,,,
player,201012190car,car,StewJo00,rec,1,,,,,
player,201012190car,car,StewJo00,rec_yds,2,,,,,
player,201012190car,car,StewJo00,rec_td,0,,,,,
player,201012190car,car,StewJo00,rec_long,2,,,,,
player,201012190car,car,StewJo00,fumbles,1,,,,,
player,201012190car,car,StewJo00,fumbles_lost,1,,,,,
player,201012190car,car,GoodMi00,pass_cmp,0,,,,,
player,201012190car,car,GoodMi00,pass_att,0,,,,,
player,201012190car,car,GoodMi00,pass_yds,0,,,,,
player,201012190car,car,GoodMi00,pass_td,0,,,,,
player,201012190car,car,GoodMi00,pass_int,0,,,,,
player,201012190car,car,GoodMi00,pass_sacked,,,,,,
player,201012190car,car,GoodMi00,pass_sacked_yds,,,,,,
player,201012190car,car,GoodMi00,pass_long,0,,,,,
player,201012190car,car,GoodMi00,pass_rating,,,,,,
player,201012190car,car,GoodMi00,rush_att,10,,,,,
player,201012190car,car,GoodMi00,rush_yds,21,,,,,
player,201012190car,car,GoodMi00,rush_td,0,,,,,
player,201012190car,car,GoodMi00,rush_long,9,,,,,
player,201012190car,car,GoodMi00,targets,3,,,,,
player,201012190car,car,GoodMi00,rec,2,,,,,
player,201012190car,car,GoodMi00,rec_yds,27,,,,,
player,201012190car,car,GoodMi00,rec_td,0,,,,,
player,201012190car,car,GoodMi00,rec_long,21,,,,,
player,201012190car,car,GoodMi00,fumbles,0,,,,,
player,201012190car,car,GoodMi00,fumbles_lost,,,,,,
player,201012190car,car,FiamTo00,pass_cmp,0,,,,,
player,201012190car,car,FiamTo00,pass_att,0,,,,,
player,201012190car,car,FiamTo00,pass_yds,0,,,,,
player,201012190car,car,FiamTo00,pass_td,0,,,,,
player,201012190car,car,FiamTo00,pass_int,0,,,,,
player,201012190car,car,FiamTo00,pass_sacked,,,,,,
player,201012190car,car,FiamTo00,pass_sacked_yds,,,,,,
player,201012190car,car,FiamTo00,pass_long,0,,,,,
player,201012190car,car,FiamTo00,pass_rating,,,,,,
player,201012190car,car,FiamTo00,rush_att,3,,,,,
player,201012190car,car,FiamTo00,rush_yds,5,,,,,
player,201012190car,car,FiamTo00,rush_td,0,,,,,
player,201012190car,car,FiamTo00,rush_long,3,,,,,
player,201012190car,car,FiamTo00,targets,0,,,,,
player,201012190car,car,FiamTo00,rec,0,,,,,
player,201012190car,car,FiamTo00,rec_yds,0,,,,,
player,201012190car,car,FiamTo00,rec_td,0,,,,,
player,201012190car,car,FiamTo00,rec_long,0,,,,,
player,201012190car,car,FiamTo00,fumbles,0,,,,,
player,201012190car,car,FiamTo00,fumbles_lost,,,,,,
player,201012190car,car,LaFeBr00,pass_cmp,0,,,,,
player,201012190car,car,LaFeBr00,pass_att,0,,,,,
player,201012190car,car,LaFeBr00,pass_yds,0,,,,,
player,201012190car,car,LaFeBr00,pass_td,0,,,,,
player,201012190car,car,LaFeBr00,pass_int,0,,,,,
player,201012190car,car,LaFeBr00,pass_sacked,0,,,,,
player,201012190car,car,LaFeBr00,pass_sacked_yds,,,,,,
player,201012190car,car,LaFeBr00,pass_long,0,,,,,
player,201012190car,car,LaFeBr00,pass_rating,,,,,,
player,201012190car,car,LaFeBr00,rush_att,0,,,,,
player,201012190car,car,LaFeBr00,rush_yds,0,,,,,
player,201012190car,car,LaFeBr00,rush_td,0,,,,,
player,201012190car,car,LaFeBr00,rush_long,0,,,,,
player,201012190car,car,LaFeBr00,targets,3,,,,,
player,201012190car,car,LaFeBr00,rec,3,,,,,
player,201012190car,car,LaFeBr00,rec_yds,33,,,,,
player,201012190car,car,LaFeBr00,rec_td,0,,,,,
player,201012190car,car,LaFeBr00,rec_long,17,,,,,
player,201012190car,car,LaFeBr00,fumbles,0,,,,,
player,201012190car,car,LaFeBr00,fumbles_lost,,,,,,
player,201012190car,car,GettDa00,pass_cmp,0,,,,,
player,201012190car,car,GettDa00,pass_att,0,,,,,
player,201012190car,car,GettDa00,pass_yds,0,,,,,
player,201012190car,car,GettDa00,pass_td,0,,,,,
player,201012190car,car,GettDa00,pass_int,0,,,,,
player,201012190car,car,GettDa00,pass_sacked,,,,,,
player,201012190car,car,GettDa00,pass_sacked_yds,,,,,,
player,201012190car,car,GettDa00,pass_long,0,,,,,
player,201012190car,car,GettDa00,pass_rating,,,,,,
player,201012190car,car,GettDa00,rush_att,0,,,,,
player,201012190car,car,GettDa00,rush_yds,0,,,,,
player,201012190car,car,GettDa00,rush_td,0,,,,,
player,201012190car,car,GettDa00,rush_long,0,,,,,
player,201012190car,car,GettDa00,targets,3,,,,,
player,201012190car,car,GettDa00,rec,3,,,,,
player,201012190car,car,GettDa00,rec_yds,32,,,,,
player,201012190car,car,GettDa00,rec_td,0,,,,,
player,201012190car,car,GettDa00,rec_long,29,,,,,
player,201012190car,car,GettDa00,fumbles,0,,,,,
player,201012190car,car,GettDa00,fumbles_lost,,,,,,
player,201012190car,car,SmitSt01,pass_cmp,0,,,,,
player,201012190car,car,SmitSt01,pass_att,0,,,,,
player,201012190car,car,SmitSt01,pass_yds,0,,,,,
player,201012190car,car,SmitSt01,pass_td,0,,,,,
player,201012190car,car,SmitSt01,pass_int,0,,,,,
player,201012190car,car,SmitSt01,pass_sacked,,,,,,
player,201012190car,car,SmitSt01,pass_sacked_yds,,,,,,
player,201012190car,car,SmitSt01,pass_long,0,,,,,
player,201012190car,car,SmitSt01,pass_rating,,,,,,
player,201012190car,car,SmitSt01,rush_att,0,,,,,
player,201012190car,car,SmitSt01,rush_yds,0,,,,,
player,201012190car,car,SmitSt01,rush_td,0,,,,,
player,201012190car,car,SmitSt01,rush_long,0,,,,,
player,201012190car,car,SmitSt01,targets,6,,,,,
player,201012190car,car,SmitSt01,rec,2,,,,,
player,201012190car,car,SmitSt01,rec_yds,22,,,,,
player,201012190car,car,SmitSt01,rec_td,0,,,,,
player,201012190car,car,SmitSt01,rec_long,12,,,,,
player,201012190car,car,SmitSt01,fumbles,0,,,,,
player,201012190car,car,SmitSt01,fumbles_lost,,,,,,
player,201012190car,car,KingJe00,pass_cmp,0,,,,,
player,201012190car,car,KingJe00,pass_att,0,,,,,
player,201012190car,car,KingJe00,pass_yds,0,,,,,
player,201012190car,car,KingJe00,pass_td,0,,,,,
player,201012190car,car,KingJe00,pass_int,0,,,,,
player,201012190car,car,KingJe00,pass_sacked,,,,,,
player,201012190car,car,KingJe00,pass_sacked_yds,,,,,,
player,201012190car,car,KingJe00,pass_long,0,,,,,
player,201012190car,car,KingJe00,pass_rating,,,,,,
player,201012190car,car,KingJe00,rush_att,0,,,,,
player,201012190car,car,KingJe00,rush_yds,0,,,,,
player,201012190car,car,KingJe00,rush_td,0,,,,,
player,201012190car,car,KingJe00,rush_long,0,,,,,
player,201012190car,car,KingJe00,targets,1,,,,,
player,201012190car,car,KingJe00,rec,1,,,,,
player,201012190car,car,KingJe00,rec_yds,16,,,,,
player,201012190car,car,KingJe00,rec_td,1,,,,,
player,201012190car,car,KingJe00,rec_long,16,,,,,
player,201012190car,car,KingJe00,fumbles,0,,,,,
player,201012190car,car,KingJe00,fumbles_lost,,,,,,
player,201012190car,car,RosaDa00,pass_cmp,0,,,,,
player,201012190car,car,RosaDa00,pass_att,0,,,,,
player,201012190car,car,RosaDa00,pass_yds,0,,,,,
player,201012190car,car,RosaDa00,pass_td,0,,,,,
player,201012190car,car,RosaDa00,pass_int,0,,,,,
player,201012190car,car,RosaDa00,pass_sacked,,,,,,
player,201012190car,car,RosaDa00,pass_sacked_yds,,,,,,
player,201012190car,car,RosaDa00,pass_long,0,,,,,
player,201012190car,car,RosaDa00,pass_rating,,,,,,
player,201012190car,car,RosaDa00,rush_att,0,,,,,
player,201012190car,car,RosaDa00,rush_yds,0,,,,,
player,201012190car,car,RosaDa00,rush_td,0,,,,,
player,201012190car,car,RosaDa00,rush_long,0,,,,,
player,201012190car,car,RosaDa00,targets,1,,,,,
player,201012190car,car,RosaDa00,rec,1,,,,,
player,201012190car,car,RosaDa00,rec_yds,9,,,,,
player,201012190car,car,RosaDa00,rec_td,0,,,,,
player,201012190car,car,RosaDa00,rec_long,9,,,,,
player,201012190car,car,RosaDa00,fumbles,0,,,,,
player,201012190car,car,RosaDa00,fumbles_lost,,,,,,
player,201012190car,crd,CampCa99,def_int,0,,,,,
player,201012190car,crd,CampCa99,def_int_yds,0,,,,,
player,201012190car,crd,CampCa99,def_int_td,0,,,,,
player,201012190car,crd,CampCa99,def_int_long,0,,,,,
player,201012190car,crd,CampCa99,pass_defended,0,,,,,
player,201012190car,crd,CampCa99,sacks,1.0,,,,,
player,201012190car,crd,CampCa99,tackles_combined,11,,,,,
player,201012190car,crd,CampCa99,tackles_solo,9,,,,,
player,201012190car,crd,CampCa99,tackles_assists,2,,,,,
player,201012190car,crd,CampCa99,tackles_loss,4,,,,,
player,201012190car,crd,CampCa99,qb_hits,1,,,,,
player,201012190car,crd,CampCa99,fumbles_rec,0,,,,,
player,201012190car,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201012190car,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201012190car,crd,CampCa99,fumbles_forced,0,,,,,
player,201012190car,crd,LenoPa20,def_int,0,,,,,
player,201012190car,crd,LenoPa20,def_int_yds,0,,,,,
player,201012190car,crd,LenoPa20,def_int_td,0,,,,,
player,201012190car,crd,LenoPa20,def_int_long,0,,,,,
player,201012190car,crd,LenoPa20,pass_defended,0,,,,,
player,201012190car,crd,LenoPa20,sacks,1.0,,,,,
player,201012190car,crd,LenoPa20,tackles_combined,9,,,,,
player,201012190car,crd,LenoPa20,tackles_solo,7,,,,,
player,201012190car,crd,LenoPa20,tackles_assists,2,,,,,
player,201012190car,crd,LenoPa20,tackles_loss,1,,,,,
player,201012190car,crd,LenoPa20,qb_hits,1,,,,,
player,201012190car,crd,LenoPa20,fumbles_rec,0,,,,,
player,201012190car,crd,LenoPa20,fumbles_rec_yds,0,,,,,
player,201012190car,crd,LenoPa20,fumbles_rec_td,0,,,,,
player,201012190car,crd,LenoPa20,fumbles_forced,0,,,,,
player,201012190car,crd,ToleGr99,def_int,0,,,,,
player,201012190car,crd,ToleGr99,def_int_yds,0,,,,,
player,201012190car,crd,ToleGr99,def_int_td,0,,,,,
player,201012190car,crd,ToleGr99,def_int_long,0,,,,,
player,201012190car,crd,ToleGr99,pass_defended,0,,,,,
player,201012190car,crd,ToleGr99,sacks,0.0,,,,,
player,201012190car,crd,ToleGr99,tackles_combined,8,,,,,
player,201012190car,crd,ToleGr99,tackles_solo,8,,,,,
player,201012190car,crd,ToleGr99,tackles_assists,0,,,,,
player,201012190car,crd,ToleGr99,tackles_loss,0,,,,,
player,201012190car,crd,ToleGr99,qb_hits,0,,,,,
player,201012190car,crd,ToleGr99,fumbles_rec,0,,,,,
player,201012190car,crd,ToleGr99,fumbles_rec_yds,0,,,,,
player,201012190car,crd,ToleGr99,fumbles_rec_td,0,,,,,
player,201012190car,crd,ToleGr99,fumbles_forced,0,,,,,
player,201012190car,crd,BranAl99,def_int,0,,,,,
player,201012190car,crd,BranAl99,def_int_yds,0,,,,,
player,201012190car,crd,BranAl99,def_int_td,0,,,,,
player,201012190car,crd,BranAl99,def_int_long,0,,,,,
player,201012190car,crd,BranAl99,pass_defended,0,,,,,
player,201012190car,crd,BranAl99,sacks,0.0,,,,,
player,201012190car,crd,BranAl99,tackles_combined,6,,,,,
player,201012190car,crd,BranAl99,tackles_solo,3,,,,,
player,201012190car,crd,BranAl99,tackles_assists,3,,,,,
player,201012190car,crd,BranAl99,tackles_loss,1,,,,,
player,201012190car,crd,BranAl99,qb_hits,0,,,,,
player,201012190car,crd,BranAl99,fumbles_rec,0,,,,,
player,201012190car,crd,BranAl99,fumbles_rec_yds,0,,,,,
player,201012190car,crd,BranAl99,fumbles_rec_td,0,,,,,
player,201012190car,crd,BranAl99,fumbles_forced,1,,,,,
player,201012190car,crd,RhodKe20,def_int,0,,,,,
player,201012190car,crd,RhodKe20,def_int_yds,0,,,,,
player,201012190car,crd,RhodKe20,def_int_td,0,,,,,
player,201012190car,crd,RhodKe20,def_int_long,0,,,,,
player,201012190car,crd,RhodKe20,pass_defended,0,,,,,
player,201012190car,crd,RhodKe20,sacks,0.0,,,,,
player,201012190car,crd,RhodKe20,tackles_combined,6,,,,,
player,201012190car,crd,RhodKe20,tackles_solo,5,,,,,
player,201012190car,crd,RhodKe20,tackles_assists,1,,,,,
player,201012190car,crd,RhodKe20,tackles_loss,0,,,,,
player,201012190car,crd,RhodKe20,qb_hits,0,,,,,
player,201012190car,crd,RhodKe20,fumbles_rec,0,,,,,
player,201012190car,crd,RhodKe20,fumbles_rec_yds,0,,,,,
player,201012190car,crd,RhodKe20,fumbles_rec_td,0,,,,,
player,201012190car,crd,RhodKe20,fumbles_forced,0,,,,,
player,201012190car,crd,WashDa99,def_int,0,,,,,
player,201012190car,crd,WashDa99,def_int_yds,0,,,,,
player,201012190car,crd,WashDa99,def_int_td,0,,,,,
player,201012190car,crd,WashDa99,def_int_long,0,,,,,
player,201012190car,crd,WashDa99,pass_defended,0,,,,,
player,201012190car,crd,WashDa99,sacks,0.0,,,,,
player,201012190car,crd,WashDa99,tackles_combined,6,,,,,
player,201012190car,crd,WashDa99,tackles_solo,6,,,,,
player,201012190car,crd,WashDa99,tackles_assists,0,,,,,
player,201012190car,crd,WashDa99,tackles_loss,2,,,,,
player,201012190car,crd,WashDa99,qb_hits,0,,,,,
player,201012190car,crd,WashDa99,fumbles_rec,0,,,,,
player,201012190car,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201012190car,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201012190car,crd,WashDa99,fumbles_forced,0,,,,,
player,201012190car,crd,WillDa99,def_int,0,,,,,
player,201012190car,crd,WillDa99,def_int_yds,0,,,,,
player,201012190car,crd,WillDa99,def_int_td,0,,,,,
player,201012190car,crd,WillDa99,def_int_long,0,,,,,
