game,2010,11,20101121,201011210nwe,clt,"Indianapolis Colts",28,nwe,"New England Patriots",31
player,201011210nwe,clt,BrowDo00,rush_yds,68,,,,,
player,201011210nwe,clt,BrowDo00,rush_td,0,,,,,
player,201011210nwe,clt,BrowDo00,rush_long,36,,,,,
player,201011210nwe,clt,BrowDo00,targets,3,,,,,
player,201011210nwe,clt,BrowDo00,rec,3,,,,,
player,201011210nwe,clt,BrowDo00,rec_yds,40,,,,,
player,201011210nwe,clt,BrowDo00,rec_td,0,,,,,
player,201011210nwe,clt,BrowDo00,rec_long,25,,,,,
player,201011210nwe,clt,BrowDo00,fumbles,0,,,,,
player,201011210nwe,clt,BrowDo00,fumbles_lost,,,,,,
player,201011210nwe,clt,JameJa00,pass_cmp,0,,,,,
player,201011210nwe,clt,JameJa00,pass_att,0,,,,,
player,201011210nwe,clt,JameJa00,pass_yds,0,,,,,
player,201011210nwe,clt,JameJa00,pass_td,0,,,,,
player,201011210nwe,clt,JameJa00,pass_int,0,,,,,
player,201011210nwe,clt,JameJa00,pass_sacked,,,,,,
player,201011210nwe,clt,JameJa00,pass_sacked_yds,,,,,,
player,201011210nwe,clt,JameJa00,pass_long,0,,,,,
player,201011210nwe,clt,JameJa00,pass_rating,,,,,,
player,201011210nwe,clt,JameJa00,rush_att,3,,,,,
player,201011210nwe,clt,JameJa00,rush_yds,3,,,,,
player,201011210nwe,clt,JameJa00,rush_td,0,,,,,
player,201011210nwe,clt,JameJa00,rush_long,2,,,,,
player,201011210nwe,clt,JameJa00,targets,4,,,,,
player,201011210nwe,clt,JameJa00,rec,4,,,,,
player,201011210nwe,clt,JameJa00,rec_yds,24,,,,,
player,201011210nwe,clt,JameJa00,rec_td,0,,,,,
player,201011210nwe,clt,JameJa00,rec_long,11,,,,,
player,201011210nwe,clt,JameJa00,fumbles,0,,,,,
player,201011210nwe,clt,JameJa00,fumbles_lost,,,,,,
player,201011210nwe,clt,WaynRe00,pass_cmp,0,,,,,
player,201011210nwe,clt,WaynRe00,pass_att,0,,,,,
player,201011210nwe,clt,WaynRe00,pass_yds,0,,,,,
player,201011210nwe,clt,WaynRe00,pass_td,0,,,,,
player,201011210nwe,clt,WaynRe00,pass_int,0,,,,,
player,201011210nwe,clt,WaynRe00,pass_sacked,,,,,,
player,201011210nwe,clt,WaynRe00,pass_sacked_yds,,,,,,
player,201011210nwe,clt,WaynRe00,pass_long,0,,,,,
player,201011210nwe,clt,WaynRe00,pass_rating,,,,,,
player,201011210nwe,clt,WaynRe00,rush_att,0,,,,,
player,201011210nwe,clt,WaynRe00,rush_yds,0,,,,,
player,201011210nwe,clt,WaynRe00,rush_td,0,,,,,
player,201011210nwe,clt,WaynRe00,rush_long,0,,,,,
player,201011210nwe,clt,WaynRe00,targets,10,,,,,
player,201011210nwe,clt,WaynRe00,rec,8,,,,,
player,201011210nwe,clt,WaynRe00,rec_yds,107,,,,,
player,201011210nwe,clt,WaynRe00,rec_td,1,,,,,
player,201011210nwe,clt,WaynRe00,rec_long,28,,,,,
player,201011210nwe,clt,WaynRe00,fumbles,0,,,,,
player,201011210nwe,clt,WaynRe00,fumbles_lost,,,,,,
player,201011210nwe,clt,GarcPi00,pass_cmp,0,,,,,
player,201011210nwe,clt,GarcPi00,pass_att,0,,,,,
player,201011210nwe,clt,GarcPi00,pass_yds,0,,,,,
player,201011210nwe,clt,GarcPi00,pass_td,0,,,,,
player,201011210nwe,clt,GarcPi00,pass_int,0,,,,,
player,201011210nwe,clt,GarcPi00,pass_sacked,,,,,,
player,201011210nwe,clt,GarcPi00,pass_sacked_yds,,,,,,
player,201011210nwe,clt,GarcPi00,pass_long,0,,,,,
player,201011210nwe,clt,GarcPi00,pass_rating,,,,,,
player,201011210nwe,clt,GarcPi00,rush_att,0,,,,,
player,201011210nwe,clt,GarcPi00,rush_yds,0,,,,,
player,201011210nwe,clt,GarcPi00,rush_td,0,,,,,
player,201011210nwe,clt,GarcPi00,rush_long,0,,,,,
player,201011210nwe,clt,GarcPi00,targets,10,,,,,
player,201011210nwe,clt,GarcPi00,rec,5,,,,,
player,201011210nwe,clt,GarcPi00,rec_yds,62,,,,,
player,201011210nwe,clt,GarcPi00,rec_td,0,,,,,
player,201011210nwe,clt,GarcPi00,rec_long,17,,,,,
player,201011210nwe,clt,GarcPi00,fumbles,0,,,,,
player,201011210nwe,clt,GarcPi00,fumbles_lost,,,,,,
player,201011210nwe,clt,CollAu00,pass_cmp,0,,,,,
player,201011210nwe,clt,CollAu00,pass_att,0,,,,,
player,201011210nwe,clt,CollAu00,pass_yds,0,,,,,
player,201011210nwe,clt,CollAu00,pass_td,0,,,,,
player,201011210nwe,clt,CollAu00,pass_int,0,,,,,
player,201011210nwe,clt,CollAu00,pass_sacked,,,,,,
player,201011210nwe,clt,CollAu00,pass_sacked_yds,,,,,,
player,201011210nwe,clt,CollAu00,pass_long,0,,,,,
player,201011210nwe,clt,CollAu00,pass_rating,,,,,,
player,201011210nwe,clt,CollAu00,rush_att,0,,,,,
player,201011210nwe,clt,CollAu00,rush_yds,0,,,,,
player,201011210nwe,clt,CollAu00,rush_td,0,,,,,
player,201011210nwe,clt,CollAu00,rush_long,0,,,,,
player,201011210nwe,clt,CollAu00,targets,6,,,,,
player,201011210nwe,clt,CollAu00,rec,5,,,,,
player,201011210nwe,clt,CollAu00,rec_yds,60,,,,,
player,201011210nwe,clt,CollAu00,rec_td,0,,,,,
player,201011210nwe,clt,CollAu00,rec_long,28,,,,,
player,201011210nwe,clt,CollAu00,fumbles,0,,,,,
player,201011210nwe,clt,CollAu00,fumbles_lost,,,,,,
player,201011210nwe,clt,TammJa00,pass_cmp,0,,,,,
player,201011210nwe,clt,TammJa00,pass_att,0,,,,,
player,201011210nwe,clt,TammJa00,pass_yds,0,,,,,
player,201011210nwe,clt,TammJa00,pass_td,0,,,,,
player,201011210nwe,clt,TammJa00,pass_int,0,,,,,
player,201011210nwe,clt,TammJa00,pass_sacked,,,,,,
player,201011210nwe,clt,TammJa00,pass_sacked_yds,,,,,,
player,201011210nwe,clt,TammJa00,pass_long,0,,,,,
player,201011210nwe,clt,TammJa00,pass_rating,,,,,,
player,201011210nwe,clt,TammJa00,rush_att,0,,,,,
player,201011210nwe,clt,TammJa00,rush_yds,0,,,,,
player,201011210nwe,clt,TammJa00,rush_td,0,,,,,
player,201011210nwe,clt,TammJa00,rush_long,0,,,,,
player,201011210nwe,clt,TammJa00,targets,11,,,,,
player,201011210nwe,clt,TammJa00,rec,7,,,,,
player,201011210nwe,clt,TammJa00,rec_yds,60,,,,,
player,201011210nwe,clt,TammJa00,rec_td,0,,,,,
player,201011210nwe,clt,TammJa00,rec_long,17,,,,,
player,201011210nwe,clt,TammJa00,fumbles,0,,,,,
player,201011210nwe,clt,TammJa00,fumbles_lost,,,,,,
player,201011210nwe,clt,WhitBl00,pass_cmp,0,,,,,
player,201011210nwe,clt,WhitBl00,pass_att,0,,,,,
player,201011210nwe,clt,WhitBl00,pass_yds,0,,,,,
player,201011210nwe,clt,WhitBl00,pass_td,0,,,,,
player,201011210nwe,clt,WhitBl00,pass_int,0,,,,,
player,201011210nwe,clt,WhitBl00,pass_sacked,,,,,,
player,201011210nwe,clt,WhitBl00,pass_sacked_yds,,,,,,
player,201011210nwe,clt,WhitBl00,pass_long,0,,,,,
player,201011210nwe,clt,WhitBl00,pass_rating,,,,,,
player,201011210nwe,clt,WhitBl00,rush_att,0,,,,,
player,201011210nwe,clt,WhitBl00,rush_yds,0,,,,,
player,201011210nwe,clt,WhitBl00,rush_td,0,,,,,
player,201011210nwe,clt,WhitBl00,rush_long,0,,,,,
player,201011210nwe,clt,WhitBl00,targets,7,,,,,
player,201011210nwe,clt,WhitBl00,rec,5,,,,,
player,201011210nwe,clt,WhitBl00,rec_yds,42,,,,,
player,201011210nwe,clt,WhitBl00,rec_td,2,,,,,
player,201011210nwe,clt,WhitBl00,rec_long,18,,,,,
player,201011210nwe,clt,WhitBl00,fumbles,0,,,,,
player,201011210nwe,clt,WhitBl00,fumbles_lost,,,,,,
player,201011210nwe,clt,RobiGi21,pass_cmp,0,,,,,
player,201011210nwe,clt,RobiGi21,pass_att,0,,,,,
player,201011210nwe,clt,RobiGi21,pass_yds,0,,,,,
player,201011210nwe,clt,RobiGi21,pass_td,0,,,,,
player,201011210nwe,clt,RobiGi21,pass_int,0,,,,,
player,201011210nwe,clt,RobiGi21,pass_sacked,,,,,,
player,201011210nwe,clt,RobiGi21,pass_sacked_yds,,,,,,
player,201011210nwe,clt,RobiGi21,pass_long,0,,,,,
player,201011210nwe,clt,RobiGi21,pass_rating,,,,,,
player,201011210nwe,clt,RobiGi21,rush_att,0,,,,,
player,201011210nwe,clt,RobiGi21,rush_yds,0,,,,,
player,201011210nwe,clt,RobiGi21,rush_td,0,,,,,
player,201011210nwe,clt,RobiGi21,rush_long,0,,,,,
player,201011210nwe,clt,RobiGi21,targets,1,,,,,
player,201011210nwe,clt,RobiGi21,rec,1,,,,,
player,201011210nwe,clt,RobiGi21,rec_yds,1,,,,,
player,201011210nwe,clt,RobiGi21,rec_td,1,,,,,
player,201011210nwe,clt,RobiGi21,rec_long,1,,,,,
player,201011210nwe,clt,RobiGi21,fumbles,0,,,,,
player,201011210nwe,clt,RobiGi21,fumbles_lost,,,,,,
player,201011210nwe,nwe,BradTo00,pass_cmp,19,,,,,
player,201011210nwe,nwe,BradTo00,pass_att,25,,,,,
player,201011210nwe,nwe,BradTo00,pass_yds,186,,,,,
player,201011210nwe,nwe,BradTo00,pass_td,2,,,,,
player,201011210nwe,nwe,BradTo00,pass_int,0,,,,,
player,201011210nwe,nwe,BradTo00,pass_sacked,1,,,,,
player,201011210nwe,nwe,BradTo00,pass_sacked_yds,8,,,,,
player,201011210nwe,nwe,BradTo00,pass_long,25,,,,,
player,201011210nwe,nwe,BradTo00,pass_rating,123.1,,,,,
player,201011210nwe,nwe,BradTo00,rush_att,4,,,,,
player,201011210nwe,nwe,BradTo00,rush_yds,-2,,,,,
player,201011210nwe,nwe,BradTo00,rush_td,0,,,,,
player,201011210nwe,nwe,BradTo00,rush_long,0,,,,,
player,201011210nwe,nwe,BradTo00,targets,0,,,,,
player,201011210nwe,nwe,BradTo00,rec,0,,,,,
player,201011210nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201011210nwe,nwe,BradTo00,rec_td,0,,,,,
player,201011210nwe,nwe,BradTo00,rec_long,0,,,,,
player,201011210nwe,nwe,BradTo00,fumbles,1,,,,,
player,201011210nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201011210nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201011210nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201011210nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201011210nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201011210nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201011210nwe,nwe,GreeBe00,pass_sacked,,,,,,
player,201011210nwe,nwe,GreeBe00,pass_sacked_yds,,,,,,
player,201011210nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201011210nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201011210nwe,nwe,GreeBe00,rush_att,21,,,,,
player,201011210nwe,nwe,GreeBe00,rush_yds,96,,,,,
player,201011210nwe,nwe,GreeBe00,rush_td,1,,,,,
player,201011210nwe,nwe,GreeBe00,rush_long,16,,,,,
player,201011210nwe,nwe,GreeBe00,targets,1,,,,,
player,201011210nwe,nwe,GreeBe00,rec,1,,,,,
player,201011210nwe,nwe,GreeBe00,rec_yds,4,,,,,
player,201011210nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201011210nwe,nwe,GreeBe00,rec_long,4,,,,,
player,201011210nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201011210nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201011210nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201011210nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201011210nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201011210nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201011210nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201011210nwe,nwe,WoodDa02,pass_sacked,,,,,,
player,201011210nwe,nwe,WoodDa02,pass_sacked_yds,,,,,,
player,201011210nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201011210nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201011210nwe,nwe,WoodDa02,rush_att,7,,,,,
player,201011210nwe,nwe,WoodDa02,rush_yds,69,,,,,
player,201011210nwe,nwe,WoodDa02,rush_td,1,,,,,
player,201011210nwe,nwe,WoodDa02,rush_long,36,,,,,
player,201011210nwe,nwe,WoodDa02,targets,4,,,,,
player,201011210nwe,nwe,WoodDa02,rec,4,,,,,
player,201011210nwe,nwe,WoodDa02,rec_yds,21,,,,,
player,201011210nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201011210nwe,nwe,WoodDa02,rec_long,9,,,,,
player,201011210nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201011210nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201011210nwe,nwe,MorrSa00,pass_cmp,0,,,,,
player,201011210nwe,nwe,MorrSa00,pass_att,0,,,,,
player,201011210nwe,nwe,MorrSa00,pass_yds,0,,,,,
player,201011210nwe,nwe,MorrSa00,pass_td,0,,,,,
player,201011210nwe,nwe,MorrSa00,pass_int,0,,,,,
player,201011210nwe,nwe,MorrSa00,pass_sacked,,,,,,
player,201011210nwe,nwe,MorrSa00,pass_sacked_yds,,,,,,
player,201011210nwe,nwe,MorrSa00,pass_long,0,,,,,
player,201011210nwe,nwe,MorrSa00,pass_rating,,,,,,
player,201011210nwe,nwe,MorrSa00,rush_att,2,,,,,
player,201011210nwe,nwe,MorrSa00,rush_yds,5,,,,,
player,201011210nwe,nwe,MorrSa00,rush_td,0,,,,,
player,201011210nwe,nwe,MorrSa00,rush_long,4,,,,,
player,201011210nwe,nwe,MorrSa00,targets,0,,,,,
player,201011210nwe,nwe,MorrSa00,rec,0,,,,,
player,201011210nwe,nwe,MorrSa00,rec_yds,0,,,,,
player,201011210nwe,nwe,MorrSa00,rec_td,0,,,,,
player,201011210nwe,nwe,MorrSa00,rec_long,0,,,,,
player,201011210nwe,nwe,MorrSa00,fumbles,0,,,,,
player,201011210nwe,nwe,MorrSa00,fumbles_lost,,,,,,
player,201011210nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201011210nwe,nwe,BranDe00,pass_att,0,,,,,
player,201011210nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201011210nwe,nwe,BranDe00,pass_td,0,,,,,
player,201011210nwe,nwe,BranDe00,pass_int,0,,,,,
player,201011210nwe,nwe,BranDe00,pass_sacked,,,,,,
player,201011210nwe,nwe,BranDe00,pass_sacked_yds,,,,,,
player,201011210nwe,nwe,BranDe00,pass_long,0,,,,,
player,201011210nwe,nwe,BranDe00,pass_rating,,,,,,
player,201011210nwe,nwe,BranDe00,rush_att,0,,,,,
player,201011210nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201011210nwe,nwe,BranDe00,rush_td,0,,,,,
player,201011210nwe,nwe,BranDe00,rush_long,0,,,,,
player,201011210nwe,nwe,BranDe00,targets,10,,,,,
player,201011210nwe,nwe,BranDe00,rec,7,,,,,
player,201011210nwe,nwe,BranDe00,rec_yds,70,,,,,
player,201011210nwe,nwe,BranDe00,rec_td,0,,,,,
player,201011210nwe,nwe,BranDe00,rec_long,18,,,,,
player,201011210nwe,nwe,BranDe00,fumbles,0,,,,,
player,201011210nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201011210nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201011210nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201011210nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201011210nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201011210nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201011210nwe,nwe,WelkWe00,pass_sacked,,,,,,
player,201011210nwe,nwe,WelkWe00,pass_sacked_yds,,,,,,
player,201011210nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201011210nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201011210nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201011210nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201011210nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201011210nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201011210nwe,nwe,WelkWe00,targets,7,,,,,
player,201011210nwe,nwe,WelkWe00,rec,5,,,,,
player,201011210nwe,nwe,WelkWe00,rec_yds,58,,,,,
player,201011210nwe,nwe,WelkWe00,rec_td,1,,,,,
player,201011210nwe,nwe,WelkWe00,rec_long,22,,,,,
player,201011210nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201011210nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201011210nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201011210nwe,nwe,GronRo00,pass_att,0,,,,,
player,201011210nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201011210nwe,nwe,GronRo00,pass_td,0,,,,,
player,201011210nwe,nwe,GronRo00,pass_int,0,,,,,
player,201011210nwe,nwe,GronRo00,pass_sacked,,,,,,
player,201011210nwe,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201011210nwe,nwe,GronRo00,pass_long,0,,,,,
player,201011210nwe,nwe,GronRo00,pass_rating,,,,,,
player,201011210nwe,nwe,GronRo00,rush_att,0,,,,,
player,201011210nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201011210nwe,nwe,GronRo00,rush_td,0,,,,,
player,201011210nwe,nwe,GronRo00,rush_long,0,,,,,
player,201011210nwe,nwe,GronRo00,targets,1,,,,,
player,201011210nwe,nwe,GronRo00,rec,1,,,,,
player,201011210nwe,nwe,GronRo00,rec_yds,25,,,,,
player,201011210nwe,nwe,GronRo00,rec_td,0,,,,,
player,201011210nwe,nwe,GronRo00,rec_long,25,,,,,
player,201011210nwe,nwe,GronRo00,fumbles,0,,,,,
player,201011210nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201011210nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201011210nwe,nwe,HernAa00,pass_att,0,,,,,
player,201011210nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201011210nwe,nwe,HernAa00,pass_td,0,,,,,
player,201011210nwe,nwe,HernAa00,pass_int,0,,,,,
player,201011210nwe,nwe,HernAa00,pass_sacked,,,,,,
player,201011210nwe,nwe,HernAa00,pass_sacked_yds,,,,,,
player,201011210nwe,nwe,HernAa00,pass_long,0,,,,,
player,201011210nwe,nwe,HernAa00,pass_rating,,,,,,
player,201011210nwe,nwe,HernAa00,rush_att,0,,,,,
player,201011210nwe,nwe,HernAa00,rush_yds,0,,,,,
player,201011210nwe,nwe,HernAa00,rush_td,0,,,,,
player,201011210nwe,nwe,HernAa00,rush_long,0,,,,,
player,201011210nwe,nwe,HernAa00,targets,1,,,,,
player,201011210nwe,nwe,HernAa00,rec,1,,,,,
player,201011210nwe,nwe,HernAa00,rec_yds,8,,,,,
player,201011210nwe,nwe,HernAa00,rec_td,1,,,,,
player,201011210nwe,nwe,HernAa00,rec_long,8,,,,,
player,201011210nwe,nwe,HernAa00,fumbles,0,,,,,
player,201011210nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201011210nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201011210nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201011210nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201011210nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201011210nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201011210nwe,nwe,EdelJu00,pass_sacked,,,,,,
player,201011210nwe,nwe,EdelJu00,pass_sacked_yds,,,,,,
player,201011210nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201011210nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201011210nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201011210nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201011210nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201011210nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201011210nwe,nwe,EdelJu00,targets,1,,,,,
player,201011210nwe,nwe,EdelJu00,rec,0,,,,,
player,201011210nwe,nwe,EdelJu00,rec_yds,0,,,,,
player,201011210nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201011210nwe,nwe,EdelJu00,rec_long,0,,,,,
player,201011210nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201011210nwe,nwe,EdelJu00,fumbles_lost,,,,,,
player,201011210nwe,clt,FreeDw00,def_int,0,,,,,
player,201011210nwe,clt,FreeDw00,def_int_yds,0,,,,,
player,201011210nwe,clt,FreeDw00,def_int_td,0,,,,,
player,201011210nwe,clt,FreeDw00,def_int_long,0,,,,,
player,201011210nwe,clt,FreeDw00,pass_defended,0,,,,,
player,201011210nwe,clt,FreeDw00,sacks,1.0,,,,,
player,201011210nwe,clt,FreeDw00,tackles_combined,3,,,,,
player,201011210nwe,clt,FreeDw00,tackles_solo,2,,,,,
player,201011210nwe,clt,FreeDw00,tackles_assists,1,,,,,
player,201011210nwe,clt,FreeDw00,tackles_loss,1,,,,,
player,201011210nwe,clt,FreeDw00,qb_hits,1,,,,,
player,201011210nwe,clt,FreeDw00,fumbles_rec,0,,,,,
player,201011210nwe,clt,FreeDw00,fumbles_rec_yds,0,,,,,
player,201011210nwe,clt,FreeDw00,fumbles_rec_td,0,,,,,
player,201011210nwe,clt,FreeDw00,fumbles_forced,0,,,,,
player,201011210nwe,clt,AngePa99,def_int,0,,,,,
player,201011210nwe,clt,AngePa99,def_int_yds,0,,,,,
player,201011210nwe,clt,AngePa99,def_int_td,0,,,,,
player,201011210nwe,clt,AngePa99,def_int_long,0,,,,,
player,201011210nwe,clt,AngePa99,pass_defended,0,,,,,
player,201011210nwe,clt,AngePa99,sacks,0.0,,,,,
player,201011210nwe,clt,AngePa99,tackles_combined,12,,,,,
player,201011210nwe,clt,AngePa99,tackles_solo,9,,,,,
player,201011210nwe,clt,AngePa99,tackles_assists,3,,,,,
player,201011210nwe,clt,AngePa99,tackles_loss,1,,,,,
player,201011210nwe,clt,AngePa99,qb_hits,0,,,,,
player,201011210nwe,clt,AngePa99,fumbles_rec,0,,,,,
player,201011210nwe,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201011210nwe,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201011210nwe,clt,AngePa99,fumbles_forced,0,,,,,
player,201011210nwe,clt,BethAn20,def_int,0,,,,,
player,201011210nwe,clt,BethAn20,def_int_yds,0,,,,,
player,201011210nwe,clt,BethAn20,def_int_td,0,,,,,
player,201011210nwe,clt,BethAn20,def_int_long,0,,,,,
player,201011210nwe,clt,BethAn20,pass_defended,0,,,,,
player,201011210nwe,clt,BethAn20,sacks,0.0,,,,,
player,201011210nwe,clt,BethAn20,tackles_combined,8,,,,,
player,201011210nwe,clt,BethAn20,tackles_solo,5,,,,,
player,201011210nwe,clt,BethAn20,tackles_assists,3,,,,,
player,201011210nwe,clt,BethAn20,tackles_loss,0,,,,,
player,201011210nwe,clt,BethAn20,qb_hits,0,,,,,
player,201011210nwe,clt,BethAn20,fumbles_rec,0,,,,,
player,201011210nwe,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201011210nwe,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201011210nwe,clt,BethAn20,fumbles_forced,0,,,,,
player,201011210nwe,clt,HaglTy20,def_int,0,,,,,
player,201011210nwe,clt,HaglTy20,def_int_yds,0,,,,,
player,201011210nwe,clt,HaglTy20,def_int_td,0,,,,,
player,201011210nwe,clt,HaglTy20,def_int_long,0,,,,,
player,201011210nwe,clt,HaglTy20,pass_defended,1,,,,,
player,201011210nwe,clt,HaglTy20,sacks,0.0,,,,,
player,201011210nwe,clt,HaglTy20,tackles_combined,6,,,,,
player,201011210nwe,clt,HaglTy20,tackles_solo,5,,,,,
player,201011210nwe,clt,HaglTy20,tackles_assists,1,,,,,
player,201011210nwe,clt,HaglTy20,tackles_loss,0,,,,,
