game,2010,6,20101017,201010170pit,cle,"Cleveland Browns",10,pit,"Pittsburgh Steelers",28
player,201010170pit,cle,BellMi00,pass_rating,,,,,,
player,201010170pit,cle,BellMi00,rush_att,2,,,,,
player,201010170pit,cle,BellMi00,rush_yds,3,,,,,
player,201010170pit,cle,BellMi00,rush_td,0,,,,,
player,201010170pit,cle,BellMi00,rush_long,3,,,,,
player,201010170pit,cle,BellMi00,targets,0,,,,,
player,201010170pit,cle,BellMi00,rec,0,,,,,
player,201010170pit,cle,BellMi00,rec_yds,0,,,,,
player,201010170pit,cle,BellMi00,rec_td,0,,,,,
player,201010170pit,cle,BellMi00,rec_long,0,,,,,
player,201010170pit,cle,BellMi00,fumbles,0,,,,,
player,201010170pit,cle,BellMi00,fumbles_lost,,,,,,
player,201010170pit,cle,StucCh20,pass_cmp,0,,,,,
player,201010170pit,cle,StucCh20,pass_att,0,,,,,
player,201010170pit,cle,StucCh20,pass_yds,0,,,,,
player,201010170pit,cle,StucCh20,pass_td,0,,,,,
player,201010170pit,cle,StucCh20,pass_int,0,,,,,
player,201010170pit,cle,StucCh20,pass_sacked,,,,,,
player,201010170pit,cle,StucCh20,pass_sacked_yds,,,,,,
player,201010170pit,cle,StucCh20,pass_long,0,,,,,
player,201010170pit,cle,StucCh20,pass_rating,,,,,,
player,201010170pit,cle,StucCh20,rush_att,1,,,,,
player,201010170pit,cle,StucCh20,rush_yds,2,,,,,
player,201010170pit,cle,StucCh20,rush_td,0,,,,,
player,201010170pit,cle,StucCh20,rush_long,2,,,,,
player,201010170pit,cle,StucCh20,targets,5,,,,,
player,201010170pit,cle,StucCh20,rec,4,,,,,
player,201010170pit,cle,StucCh20,rec_yds,46,,,,,
player,201010170pit,cle,StucCh20,rec_td,0,,,,,
player,201010170pit,cle,StucCh20,rec_long,25,,,,,
player,201010170pit,cle,StucCh20,fumbles,1,,,,,
player,201010170pit,cle,StucCh20,fumbles_lost,1,,,,,
player,201010170pit,cle,CribJo01,pass_cmp,0,,,,,
player,201010170pit,cle,CribJo01,pass_att,0,,,,,
player,201010170pit,cle,CribJo01,pass_yds,0,,,,,
player,201010170pit,cle,CribJo01,pass_td,0,,,,,
player,201010170pit,cle,CribJo01,pass_int,0,,,,,
player,201010170pit,cle,CribJo01,pass_sacked,0,,,,,
player,201010170pit,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201010170pit,cle,CribJo01,pass_long,0,,,,,
player,201010170pit,cle,CribJo01,pass_rating,,,,,,
player,201010170pit,cle,CribJo01,rush_att,2,,,,,
player,201010170pit,cle,CribJo01,rush_yds,1,,,,,
player,201010170pit,cle,CribJo01,rush_td,0,,,,,
player,201010170pit,cle,CribJo01,rush_long,1,,,,,
player,201010170pit,cle,CribJo01,targets,1,,,,,
player,201010170pit,cle,CribJo01,rec,0,,,,,
player,201010170pit,cle,CribJo01,rec_yds,0,,,,,
player,201010170pit,cle,CribJo01,rec_td,0,,,,,
player,201010170pit,cle,CribJo01,rec_long,0,,,,,
player,201010170pit,cle,CribJo01,fumbles,1,,,,,
player,201010170pit,cle,CribJo01,fumbles_lost,0,,,,,
player,201010170pit,cle,WatsBe00,pass_cmp,0,,,,,
player,201010170pit,cle,WatsBe00,pass_att,0,,,,,
player,201010170pit,cle,WatsBe00,pass_yds,0,,,,,
player,201010170pit,cle,WatsBe00,pass_td,0,,,,,
player,201010170pit,cle,WatsBe00,pass_int,0,,,,,
player,201010170pit,cle,WatsBe00,pass_sacked,,,,,,
player,201010170pit,cle,WatsBe00,pass_sacked_yds,,,,,,
player,201010170pit,cle,WatsBe00,pass_long,0,,,,,
player,201010170pit,cle,WatsBe00,pass_rating,,,,,,
player,201010170pit,cle,WatsBe00,rush_att,0,,,,,
player,201010170pit,cle,WatsBe00,rush_yds,0,,,,,
player,201010170pit,cle,WatsBe00,rush_td,0,,,,,
player,201010170pit,cle,WatsBe00,rush_long,0,,,,,
player,201010170pit,cle,WatsBe00,targets,9,,,,,
player,201010170pit,cle,WatsBe00,rec,6,,,,,
player,201010170pit,cle,WatsBe00,rec_yds,88,,,,,
player,201010170pit,cle,WatsBe00,rec_td,1,,,,,
player,201010170pit,cle,WatsBe00,rec_long,23,,,,,
player,201010170pit,cle,WatsBe00,fumbles,0,,,,,
player,201010170pit,cle,WatsBe00,fumbles_lost,,,,,,
player,201010170pit,cle,MoorEv00,pass_cmp,0,,,,,
player,201010170pit,cle,MoorEv00,pass_att,0,,,,,
player,201010170pit,cle,MoorEv00,pass_yds,0,,,,,
player,201010170pit,cle,MoorEv00,pass_td,0,,,,,
player,201010170pit,cle,MoorEv00,pass_int,0,,,,,
player,201010170pit,cle,MoorEv00,pass_sacked,,,,,,
player,201010170pit,cle,MoorEv00,pass_sacked_yds,,,,,,
player,201010170pit,cle,MoorEv00,pass_long,0,,,,,
player,201010170pit,cle,MoorEv00,pass_rating,,,,,,
player,201010170pit,cle,MoorEv00,rush_att,0,,,,,
player,201010170pit,cle,MoorEv00,rush_yds,0,,,,,
player,201010170pit,cle,MoorEv00,rush_td,0,,,,,
player,201010170pit,cle,MoorEv00,rush_long,0,,,,,
player,201010170pit,cle,MoorEv00,targets,5,,,,,
player,201010170pit,cle,MoorEv00,rec,4,,,,,
player,201010170pit,cle,MoorEv00,rec_yds,84,,,,,
player,201010170pit,cle,MoorEv00,rec_td,0,,,,,
player,201010170pit,cle,MoorEv00,rec_long,34,,,,,
player,201010170pit,cle,MoorEv00,fumbles,0,,,,,
player,201010170pit,cle,MoorEv00,fumbles_lost,,,,,,
player,201010170pit,cle,RobiBr00,pass_cmp,0,,,,,
player,201010170pit,cle,RobiBr00,pass_att,0,,,,,
player,201010170pit,cle,RobiBr00,pass_yds,0,,,,,
player,201010170pit,cle,RobiBr00,pass_td,0,,,,,
player,201010170pit,cle,RobiBr00,pass_int,0,,,,,
player,201010170pit,cle,RobiBr00,pass_sacked,,,,,,
player,201010170pit,cle,RobiBr00,pass_sacked_yds,,,,,,
player,201010170pit,cle,RobiBr00,pass_long,0,,,,,
player,201010170pit,cle,RobiBr00,pass_rating,,,,,,
player,201010170pit,cle,RobiBr00,rush_att,0,,,,,
player,201010170pit,cle,RobiBr00,rush_yds,0,,,,,
player,201010170pit,cle,RobiBr00,rush_td,0,,,,,
player,201010170pit,cle,RobiBr00,rush_long,0,,,,,
player,201010170pit,cle,RobiBr00,targets,4,,,,,
player,201010170pit,cle,RobiBr00,rec,2,,,,,
player,201010170pit,cle,RobiBr00,rec_yds,13,,,,,
player,201010170pit,cle,RobiBr00,rec_td,0,,,,,
player,201010170pit,cle,RobiBr00,rec_long,8,,,,,
player,201010170pit,cle,RobiBr00,fumbles,0,,,,,
player,201010170pit,cle,RobiBr00,fumbles_lost,,,,,,
player,201010170pit,cle,VickLa00,pass_cmp,0,,,,,
player,201010170pit,cle,VickLa00,pass_att,0,,,,,
player,201010170pit,cle,VickLa00,pass_yds,0,,,,,
player,201010170pit,cle,VickLa00,pass_td,0,,,,,
player,201010170pit,cle,VickLa00,pass_int,0,,,,,
player,201010170pit,cle,VickLa00,pass_sacked,,,,,,
player,201010170pit,cle,VickLa00,pass_sacked_yds,,,,,,
player,201010170pit,cle,VickLa00,pass_long,0,,,,,
player,201010170pit,cle,VickLa00,pass_rating,,,,,,
player,201010170pit,cle,VickLa00,rush_att,0,,,,,
player,201010170pit,cle,VickLa00,rush_yds,0,,,,,
player,201010170pit,cle,VickLa00,rush_td,0,,,,,
player,201010170pit,cle,VickLa00,rush_long,0,,,,,
player,201010170pit,cle,VickLa00,targets,1,,,,,
player,201010170pit,cle,VickLa00,rec,1,,,,,
player,201010170pit,cle,VickLa00,rec_yds,1,,,,,
player,201010170pit,cle,VickLa00,rec_td,0,,,,,
player,201010170pit,cle,VickLa00,rec_long,1,,,,,
player,201010170pit,cle,VickLa00,fumbles,0,,,,,
player,201010170pit,cle,VickLa00,fumbles_lost,,,,,,
player,201010170pit,cle,MassMo00,pass_cmp,,,,,,
player,201010170pit,cle,MassMo00,pass_att,,,,,,
player,201010170pit,cle,MassMo00,pass_yds,,,,,,
player,201010170pit,cle,MassMo00,pass_td,,,,,,
player,201010170pit,cle,MassMo00,pass_int,,,,,,
player,201010170pit,cle,MassMo00,pass_sacked,0,,,,,
player,201010170pit,cle,MassMo00,pass_sacked_yds,,,,,,
player,201010170pit,cle,MassMo00,pass_long,,,,,,
player,201010170pit,cle,MassMo00,pass_rating,,,,,,
player,201010170pit,cle,MassMo00,rush_att,,,,,,
player,201010170pit,cle,MassMo00,rush_yds,,,,,,
player,201010170pit,cle,MassMo00,rush_td,,,,,,
player,201010170pit,cle,MassMo00,rush_long,,,,,,
player,201010170pit,cle,MassMo00,targets,1,,,,,
player,201010170pit,cle,MassMo00,rec,0,,,,,
player,201010170pit,cle,MassMo00,rec_yds,0,,,,,
player,201010170pit,cle,MassMo00,rec_td,0,,,,,
player,201010170pit,cle,MassMo00,rec_long,,,,,,
player,201010170pit,cle,MassMo00,fumbles,,,,,,
player,201010170pit,cle,MassMo00,fumbles_lost,,,,,,
player,201010170pit,pit,RoetBe00,pass_cmp,16,,,,,
player,201010170pit,pit,RoetBe00,pass_att,27,,,,,
player,201010170pit,pit,RoetBe00,pass_yds,257,,,,,
player,201010170pit,pit,RoetBe00,pass_td,3,,,,,
player,201010170pit,pit,RoetBe00,pass_int,1,,,,,
player,201010170pit,pit,RoetBe00,pass_sacked,0,,,,,
player,201010170pit,pit,RoetBe00,pass_sacked_yds,0,,,,,
player,201010170pit,pit,RoetBe00,pass_long,50,,,,,
player,201010170pit,pit,RoetBe00,pass_rating,112.7,,,,,
player,201010170pit,pit,RoetBe00,rush_att,1,,,,,
player,201010170pit,pit,RoetBe00,rush_yds,5,,,,,
player,201010170pit,pit,RoetBe00,rush_td,0,,,,,
player,201010170pit,pit,RoetBe00,rush_long,5,,,,,
player,201010170pit,pit,RoetBe00,targets,0,,,,,
player,201010170pit,pit,RoetBe00,rec,0,,,,,
player,201010170pit,pit,RoetBe00,rec_yds,0,,,,,
player,201010170pit,pit,RoetBe00,rec_td,0,,,,,
player,201010170pit,pit,RoetBe00,rec_long,0,,,,,
player,201010170pit,pit,RoetBe00,fumbles,0,,,,,
player,201010170pit,pit,RoetBe00,fumbles_lost,,,,,,
player,201010170pit,pit,MendRa00,pass_cmp,0,,,,,
player,201010170pit,pit,MendRa00,pass_att,0,,,,,
player,201010170pit,pit,MendRa00,pass_yds,0,,,,,
player,201010170pit,pit,MendRa00,pass_td,0,,,,,
player,201010170pit,pit,MendRa00,pass_int,0,,,,,
player,201010170pit,pit,MendRa00,pass_sacked,,,,,,
player,201010170pit,pit,MendRa00,pass_sacked_yds,,,,,,
player,201010170pit,pit,MendRa00,pass_long,0,,,,,
player,201010170pit,pit,MendRa00,pass_rating,,,,,,
player,201010170pit,pit,MendRa00,rush_att,27,,,,,
player,201010170pit,pit,MendRa00,rush_yds,84,,,,,
player,201010170pit,pit,MendRa00,rush_td,1,,,,,
player,201010170pit,pit,MendRa00,rush_long,25,,,,,
player,201010170pit,pit,MendRa00,targets,4,,,,,
player,201010170pit,pit,MendRa00,rec,3,,,,,
player,201010170pit,pit,MendRa00,rec_yds,15,,,,,
player,201010170pit,pit,MendRa00,rec_td,0,,,,,
player,201010170pit,pit,MendRa00,rec_long,8,,,,,
player,201010170pit,pit,MendRa00,fumbles,0,,,,,
player,201010170pit,pit,MendRa00,fumbles_lost,,,,,,
player,201010170pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201010170pit,pit,RedmIs20,pass_att,0,,,,,
player,201010170pit,pit,RedmIs20,pass_yds,0,,,,,
player,201010170pit,pit,RedmIs20,pass_td,0,,,,,
player,201010170pit,pit,RedmIs20,pass_int,0,,,,,
player,201010170pit,pit,RedmIs20,pass_sacked,,,,,,
player,201010170pit,pit,RedmIs20,pass_sacked_yds,,,,,,
player,201010170pit,pit,RedmIs20,pass_long,0,,,,,
player,201010170pit,pit,RedmIs20,pass_rating,,,,,,
player,201010170pit,pit,RedmIs20,rush_att,6,,,,,
player,201010170pit,pit,RedmIs20,rush_yds,31,,,,,
player,201010170pit,pit,RedmIs20,rush_td,0,,,,,
player,201010170pit,pit,RedmIs20,rush_long,13,,,,,
player,201010170pit,pit,RedmIs20,targets,0,,,,,
player,201010170pit,pit,RedmIs20,rec,0,,,,,
player,201010170pit,pit,RedmIs20,rec_yds,0,,,,,
player,201010170pit,pit,RedmIs20,rec_td,0,,,,,
player,201010170pit,pit,RedmIs20,rec_long,0,,,,,
player,201010170pit,pit,RedmIs20,fumbles,0,,,,,
player,201010170pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201010170pit,pit,MoorMe00,pass_cmp,0,,,,,
player,201010170pit,pit,MoorMe00,pass_att,0,,,,,
player,201010170pit,pit,MoorMe00,pass_yds,0,,,,,
player,201010170pit,pit,MoorMe00,pass_td,0,,,,,
player,201010170pit,pit,MoorMe00,pass_int,0,,,,,
player,201010170pit,pit,MoorMe00,pass_sacked,,,,,,
player,201010170pit,pit,MoorMe00,pass_sacked_yds,,,,,,
player,201010170pit,pit,MoorMe00,pass_long,0,,,,,
player,201010170pit,pit,MoorMe00,pass_rating,,,,,,
player,201010170pit,pit,MoorMe00,rush_att,1,,,,,
player,201010170pit,pit,MoorMe00,rush_yds,1,,,,,
player,201010170pit,pit,MoorMe00,rush_td,0,,,,,
player,201010170pit,pit,MoorMe00,rush_long,1,,,,,
player,201010170pit,pit,MoorMe00,targets,1,,,,,
player,201010170pit,pit,MoorMe00,rec,0,,,,,
player,201010170pit,pit,MoorMe00,rec_yds,0,,,,,
player,201010170pit,pit,MoorMe00,rec_td,0,,,,,
player,201010170pit,pit,MoorMe00,rec_long,0,,,,,
player,201010170pit,pit,MoorMe00,fumbles,0,,,,,
player,201010170pit,pit,MoorMe00,fumbles_lost,,,,,,
player,201010170pit,pit,WallMi00,pass_cmp,0,,,,,
player,201010170pit,pit,WallMi00,pass_att,0,,,,,
player,201010170pit,pit,WallMi00,pass_yds,0,,,,,
player,201010170pit,pit,WallMi00,pass_td,0,,,,,
player,201010170pit,pit,WallMi00,pass_int,0,,,,,
player,201010170pit,pit,WallMi00,pass_sacked,,,,,,
player,201010170pit,pit,WallMi00,pass_sacked_yds,,,,,,
player,201010170pit,pit,WallMi00,pass_long,0,,,,,
player,201010170pit,pit,WallMi00,pass_rating,,,,,,
player,201010170pit,pit,WallMi00,rush_att,0,,,,,
player,201010170pit,pit,WallMi00,rush_yds,0,,,,,
player,201010170pit,pit,WallMi00,rush_td,0,,,,,
player,201010170pit,pit,WallMi00,rush_long,0,,,,,
player,201010170pit,pit,WallMi00,targets,5,,,,,
player,201010170pit,pit,WallMi00,rec,3,,,,,
player,201010170pit,pit,WallMi00,rec_yds,90,,,,,
player,201010170pit,pit,WallMi00,rec_td,1,,,,,
player,201010170pit,pit,WallMi00,rec_long,50,,,,,
player,201010170pit,pit,WallMi00,fumbles,0,,,,,
player,201010170pit,pit,WallMi00,fumbles_lost,,,,,,
player,201010170pit,pit,WardHi00,pass_cmp,0,,,,,
player,201010170pit,pit,WardHi00,pass_att,0,,,,,
player,201010170pit,pit,WardHi00,pass_yds,0,,,,,
player,201010170pit,pit,WardHi00,pass_td,0,,,,,
player,201010170pit,pit,WardHi00,pass_int,0,,,,,
player,201010170pit,pit,WardHi00,pass_sacked,,,,,,
player,201010170pit,pit,WardHi00,pass_sacked_yds,,,,,,
player,201010170pit,pit,WardHi00,pass_long,0,,,,,
player,201010170pit,pit,WardHi00,pass_rating,,,,,,
player,201010170pit,pit,WardHi00,rush_att,0,,,,,
player,201010170pit,pit,WardHi00,rush_yds,0,,,,,
player,201010170pit,pit,WardHi00,rush_td,0,,,,,
player,201010170pit,pit,WardHi00,rush_long,0,,,,,
player,201010170pit,pit,WardHi00,targets,8,,,,,
player,201010170pit,pit,WardHi00,rec,5,,,,,
player,201010170pit,pit,WardHi00,rec_yds,54,,,,,
player,201010170pit,pit,WardHi00,rec_td,1,,,,,
player,201010170pit,pit,WardHi00,rec_long,26,,,,,
player,201010170pit,pit,WardHi00,fumbles,0,,,,,
player,201010170pit,pit,WardHi00,fumbles_lost,,,,,,
player,201010170pit,pit,MillHe00,pass_cmp,0,,,,,
player,201010170pit,pit,MillHe00,pass_att,0,,,,,
player,201010170pit,pit,MillHe00,pass_yds,0,,,,,
player,201010170pit,pit,MillHe00,pass_td,0,,,,,
player,201010170pit,pit,MillHe00,pass_int,0,,,,,
player,201010170pit,pit,MillHe00,pass_sacked,,,,,,
player,201010170pit,pit,MillHe00,pass_sacked_yds,,,,,,
player,201010170pit,pit,MillHe00,pass_long,0,,,,,
player,201010170pit,pit,MillHe00,pass_rating,,,,,,
player,201010170pit,pit,MillHe00,rush_att,0,,,,,
player,201010170pit,pit,MillHe00,rush_yds,0,,,,,
player,201010170pit,pit,MillHe00,rush_td,0,,,,,
player,201010170pit,pit,MillHe00,rush_long,0,,,,,
player,201010170pit,pit,MillHe00,targets,4,,,,,
player,201010170pit,pit,MillHe00,rec,2,,,,,
player,201010170pit,pit,MillHe00,rec_yds,50,,,,,
player,201010170pit,pit,MillHe00,rec_td,1,,,,,
player,201010170pit,pit,MillHe00,rec_long,36,,,,,
player,201010170pit,pit,MillHe00,fumbles,0,,,,,
player,201010170pit,pit,MillHe00,fumbles_lost,,,,,,
player,201010170pit,pit,SandEm00,pass_cmp,0,,,,,
player,201010170pit,pit,SandEm00,pass_att,0,,,,,
player,201010170pit,pit,SandEm00,pass_yds,0,,,,,
player,201010170pit,pit,SandEm00,pass_td,0,,,,,
player,201010170pit,pit,SandEm00,pass_int,0,,,,,
player,201010170pit,pit,SandEm00,pass_sacked,,,,,,
player,201010170pit,pit,SandEm00,pass_sacked_yds,,,,,,
player,201010170pit,pit,SandEm00,pass_long,0,,,,,
player,201010170pit,pit,SandEm00,pass_rating,,,,,,
player,201010170pit,pit,SandEm00,rush_att,0,,,,,
player,201010170pit,pit,SandEm00,rush_yds,0,,,,,
player,201010170pit,pit,SandEm00,rush_td,0,,,,,
player,201010170pit,pit,SandEm00,rush_long,0,,,,,
player,201010170pit,pit,SandEm00,targets,2,,,,,
player,201010170pit,pit,SandEm00,rec,2,,,,,
player,201010170pit,pit,SandEm00,rec_yds,37,,,,,
player,201010170pit,pit,SandEm00,rec_td,0,,,,,
player,201010170pit,pit,SandEm00,rec_long,22,,,,,
player,201010170pit,pit,SandEm00,fumbles,0,,,,,
player,201010170pit,pit,SandEm00,fumbles_lost,,,,,,
player,201010170pit,pit,RandAn00,pass_cmp,0,,,,,
player,201010170pit,pit,RandAn00,pass_att,0,,,,,
player,201010170pit,pit,RandAn00,pass_yds,0,,,,,
player,201010170pit,pit,RandAn00,pass_td,0,,,,,
player,201010170pit,pit,RandAn00,pass_int,0,,,,,
player,201010170pit,pit,RandAn00,pass_sacked,0,,,,,
player,201010170pit,pit,RandAn00,pass_sacked_yds,,,,,,
player,201010170pit,pit,RandAn00,pass_long,0,,,,,
player,201010170pit,pit,RandAn00,pass_rating,,,,,,
player,201010170pit,pit,RandAn00,rush_att,0,,,,,
player,201010170pit,pit,RandAn00,rush_yds,0,,,,,
player,201010170pit,pit,RandAn00,rush_td,0,,,,,
player,201010170pit,pit,RandAn00,rush_long,0,,,,,
player,201010170pit,pit,RandAn00,targets,2,,,,,
player,201010170pit,pit,RandAn00,rec,1,,,,,
player,201010170pit,pit,RandAn00,rec_yds,11,,,,,
player,201010170pit,pit,RandAn00,rec_td,0,,,,,
player,201010170pit,pit,RandAn00,rec_long,11,,,,,
player,201010170pit,pit,RandAn00,fumbles,1,,,,,
player,201010170pit,pit,RandAn00,fumbles_lost,0,,,,,
player,201010170pit,pit,SpaeMa00,pass_cmp,,,,,,
player,201010170pit,pit,SpaeMa00,pass_att,,,,,,
player,201010170pit,pit,SpaeMa00,pass_yds,,,,,,
player,201010170pit,pit,SpaeMa00,pass_td,,,,,,
player,201010170pit,pit,SpaeMa00,pass_int,,,,,,
player,201010170pit,pit,SpaeMa00,pass_sacked,,,,,,
player,201010170pit,pit,SpaeMa00,pass_sacked_yds,,,,,,
player,201010170pit,pit,SpaeMa00,pass_long,,,,,,
player,201010170pit,pit,SpaeMa00,pass_rating,,,,,,
player,201010170pit,pit,SpaeMa00,rush_att,,,,,,
player,201010170pit,pit,SpaeMa00,rush_yds,,,,,,
player,201010170pit,pit,SpaeMa00,rush_td,,,,,,
player,201010170pit,pit,SpaeMa00,rush_long,,,,,,
player,201010170pit,pit,SpaeMa00,targets,1,,,,,
player,201010170pit,pit,SpaeMa00,rec,0,,,,,
player,201010170pit,pit,SpaeMa00,rec_yds,0,,,,,
player,201010170pit,pit,SpaeMa00,rec_td,0,,,,,
player,201010170pit,pit,SpaeMa00,rec_long,,,,,,
player,201010170pit,pit,SpaeMa00,fumbles,,,,,,
player,201010170pit,pit,SpaeMa00,fumbles_lost,,,,,,
player,201010170pit,cle,HadeJo99,def_int,1,,,,,
player,201010170pit,cle,HadeJo99,def_int_yds,62,,,,,
player,201010170pit,cle,HadeJo99,def_int_td,0,,,,,
player,201010170pit,cle,HadeJo99,def_int_long,62,,,,,
player,201010170pit,cle,HadeJo99,pass_defended,1,,,,,
player,201010170pit,cle,HadeJo99,sacks,0.0,,,,,
player,201010170pit,cle,HadeJo99,tackles_combined,2,,,,,
player,201010170pit,cle,HadeJo99,tackles_solo,2,,,,,
player,201010170pit,cle,HadeJo99,tackles_assists,0,,,,,
player,201010170pit,cle,HadeJo99,tackles_loss,0,,,,,
player,201010170pit,cle,HadeJo99,qb_hits,0,,,,,
player,201010170pit,cle,HadeJo99,fumbles_rec,0,,,,,
player,201010170pit,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201010170pit,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201010170pit,cle,HadeJo99,fumbles_forced,0,,,,,
player,201010170pit,cle,WardT.99,def_int,0,,,,,
player,201010170pit,cle,WardT.99,def_int_yds,0,,,,,
player,201010170pit,cle,WardT.99,def_int_td,0,,,,,
player,201010170pit,cle,WardT.99,def_int_long,0,,,,,
player,201010170pit,cle,WardT.99,pass_defended,0,,,,,
player,201010170pit,cle,WardT.99,sacks,0.0,,,,,
player,201010170pit,cle,WardT.99,tackles_combined,11,,,,,
player,201010170pit,cle,WardT.99,tackles_solo,7,,,,,
player,201010170pit,cle,WardT.99,tackles_assists,4,,,,,
player,201010170pit,cle,WardT.99,tackles_loss,0,,,,,
player,201010170pit,cle,WardT.99,qb_hits,0,,,,,
player,201010170pit,cle,WardT.99,fumbles_rec,0,,,,,
player,201010170pit,cle,WardT.99,fumbles_rec_yds,0,,,,,
player,201010170pit,cle,WardT.99,fumbles_rec_td,0,,,,,
player,201010170pit,cle,WardT.99,fumbles_forced,0,,,,,
player,201010170pit,cle,RubiAh99,def_int,0,,,,,
player,201010170pit,cle,RubiAh99,def_int_yds,0,,,,,
player,201010170pit,cle,RubiAh99,def_int_td,0,,,,,
player,201010170pit,cle,RubiAh99,def_int_long,0,,,,,
player,201010170pit,cle,RubiAh99,pass_defended,0,,,,,
player,201010170pit,cle,RubiAh99,sacks,0.0,,,,,
player,201010170pit,cle,RubiAh99,tackles_combined,8,,,,,
player,201010170pit,cle,RubiAh99,tackles_solo,4,,,,,
player,201010170pit,cle,RubiAh99,tackles_assists,4,,,,,
