game,2010,7,20101024,201010240kan,jax,"Jacksonville Jaguars",20,kan,"Kansas City Chiefs",42
player,201010240kan,jax,DrewMa00,pass_td,0,,,,,
player,201010240kan,jax,DrewMa00,pass_int,0,,,,,
player,201010240kan,jax,DrewMa00,pass_sacked,0,,,,,
player,201010240kan,jax,DrewMa00,pass_sacked_yds,,,,,,
player,201010240kan,jax,DrewMa00,pass_long,0,,,,,
player,201010240kan,jax,DrewMa00,pass_rating,,,,,,
player,201010240kan,jax,DrewMa00,rush_att,16,,,,,
player,201010240kan,jax,DrewMa00,rush_yds,47,,,,,
player,201010240kan,jax,DrewMa00,rush_td,0,,,,,
player,201010240kan,jax,DrewMa00,rush_long,21,,,,,
player,201010240kan,jax,DrewMa00,targets,6,,,,,
player,201010240kan,jax,DrewMa00,rec,5,,,,,
player,201010240kan,jax,DrewMa00,rec_yds,74,,,,,
player,201010240kan,jax,DrewMa00,rec_td,1,,,,,
player,201010240kan,jax,DrewMa00,rec_long,29,,,,,
player,201010240kan,jax,DrewMa00,fumbles,0,,,,,
player,201010240kan,jax,DrewMa00,fumbles_lost,,,,,,
player,201010240kan,jax,KariDe00,pass_cmp,0,,,,,
player,201010240kan,jax,KariDe00,pass_att,0,,,,,
player,201010240kan,jax,KariDe00,pass_yds,0,,,,,
player,201010240kan,jax,KariDe00,pass_td,0,,,,,
player,201010240kan,jax,KariDe00,pass_int,0,,,,,
player,201010240kan,jax,KariDe00,pass_sacked,,,,,,
player,201010240kan,jax,KariDe00,pass_sacked_yds,,,,,,
player,201010240kan,jax,KariDe00,pass_long,0,,,,,
player,201010240kan,jax,KariDe00,pass_rating,,,,,,
player,201010240kan,jax,KariDe00,rush_att,5,,,,,
player,201010240kan,jax,KariDe00,rush_yds,29,,,,,
player,201010240kan,jax,KariDe00,rush_td,0,,,,,
player,201010240kan,jax,KariDe00,rush_long,13,,,,,
player,201010240kan,jax,KariDe00,targets,3,,,,,
player,201010240kan,jax,KariDe00,rec,1,,,,,
player,201010240kan,jax,KariDe00,rec_yds,1,,,,,
player,201010240kan,jax,KariDe00,rec_td,0,,,,,
player,201010240kan,jax,KariDe00,rec_long,1,,,,,
player,201010240kan,jax,KariDe00,fumbles,1,,,,,
player,201010240kan,jax,KariDe00,fumbles_lost,0,,,,,
player,201010240kan,jax,LewiMa00,pass_cmp,0,,,,,
player,201010240kan,jax,LewiMa00,pass_att,0,,,,,
player,201010240kan,jax,LewiMa00,pass_yds,0,,,,,
player,201010240kan,jax,LewiMa00,pass_td,0,,,,,
player,201010240kan,jax,LewiMa00,pass_int,0,,,,,
player,201010240kan,jax,LewiMa00,pass_sacked,,,,,,
player,201010240kan,jax,LewiMa00,pass_sacked_yds,,,,,,
player,201010240kan,jax,LewiMa00,pass_long,0,,,,,
player,201010240kan,jax,LewiMa00,pass_rating,,,,,,
player,201010240kan,jax,LewiMa00,rush_att,0,,,,,
player,201010240kan,jax,LewiMa00,rush_yds,0,,,,,
player,201010240kan,jax,LewiMa00,rush_td,0,,,,,
player,201010240kan,jax,LewiMa00,rush_long,0,,,,,
player,201010240kan,jax,LewiMa00,targets,9,,,,,
player,201010240kan,jax,LewiMa00,rec,3,,,,,
player,201010240kan,jax,LewiMa00,rec_yds,44,,,,,
player,201010240kan,jax,LewiMa00,rec_td,0,,,,,
player,201010240kan,jax,LewiMa00,rec_long,26,,,,,
player,201010240kan,jax,LewiMa00,fumbles,0,,,,,
player,201010240kan,jax,LewiMa00,fumbles_lost,,,,,,
player,201010240kan,jax,WalkMi01,pass_cmp,0,,,,,
player,201010240kan,jax,WalkMi01,pass_att,0,,,,,
player,201010240kan,jax,WalkMi01,pass_yds,0,,,,,
player,201010240kan,jax,WalkMi01,pass_td,0,,,,,
player,201010240kan,jax,WalkMi01,pass_int,0,,,,,
player,201010240kan,jax,WalkMi01,pass_sacked,,,,,,
player,201010240kan,jax,WalkMi01,pass_sacked_yds,,,,,,
player,201010240kan,jax,WalkMi01,pass_long,0,,,,,
player,201010240kan,jax,WalkMi01,pass_rating,,,,,,
player,201010240kan,jax,WalkMi01,rush_att,0,,,,,
player,201010240kan,jax,WalkMi01,rush_yds,0,,,,,
player,201010240kan,jax,WalkMi01,rush_td,0,,,,,
player,201010240kan,jax,WalkMi01,rush_long,0,,,,,
player,201010240kan,jax,WalkMi01,targets,6,,,,,
player,201010240kan,jax,WalkMi01,rec,3,,,,,
player,201010240kan,jax,WalkMi01,rec_yds,38,,,,,
player,201010240kan,jax,WalkMi01,rec_td,1,,,,,
player,201010240kan,jax,WalkMi01,rec_long,20,,,,,
player,201010240kan,jax,WalkMi01,fumbles,0,,,,,
player,201010240kan,jax,WalkMi01,fumbles_lost,,,,,,
player,201010240kan,jax,UndeTi00,pass_cmp,0,,,,,
player,201010240kan,jax,UndeTi00,pass_att,0,,,,,
player,201010240kan,jax,UndeTi00,pass_yds,0,,,,,
player,201010240kan,jax,UndeTi00,pass_td,0,,,,,
player,201010240kan,jax,UndeTi00,pass_int,0,,,,,
player,201010240kan,jax,UndeTi00,pass_sacked,,,,,,
player,201010240kan,jax,UndeTi00,pass_sacked_yds,,,,,,
player,201010240kan,jax,UndeTi00,pass_long,0,,,,,
player,201010240kan,jax,UndeTi00,pass_rating,,,,,,
player,201010240kan,jax,UndeTi00,rush_att,0,,,,,
player,201010240kan,jax,UndeTi00,rush_yds,0,,,,,
player,201010240kan,jax,UndeTi00,rush_td,0,,,,,
player,201010240kan,jax,UndeTi00,rush_long,0,,,,,
player,201010240kan,jax,UndeTi00,targets,2,,,,,
player,201010240kan,jax,UndeTi00,rec,2,,,,,
player,201010240kan,jax,UndeTi00,rec_yds,30,,,,,
player,201010240kan,jax,UndeTi00,rec_td,0,,,,,
player,201010240kan,jax,UndeTi00,rec_long,20,,,,,
player,201010240kan,jax,UndeTi00,fumbles,0,,,,,
player,201010240kan,jax,UndeTi00,fumbles_lost,,,,,,
player,201010240kan,jax,MillZa02,pass_cmp,0,,,,,
player,201010240kan,jax,MillZa02,pass_att,0,,,,,
player,201010240kan,jax,MillZa02,pass_yds,0,,,,,
player,201010240kan,jax,MillZa02,pass_td,0,,,,,
player,201010240kan,jax,MillZa02,pass_int,0,,,,,
player,201010240kan,jax,MillZa02,pass_sacked,,,,,,
player,201010240kan,jax,MillZa02,pass_sacked_yds,,,,,,
player,201010240kan,jax,MillZa02,pass_long,0,,,,,
player,201010240kan,jax,MillZa02,pass_rating,,,,,,
player,201010240kan,jax,MillZa02,rush_att,0,,,,,
player,201010240kan,jax,MillZa02,rush_yds,0,,,,,
player,201010240kan,jax,MillZa02,rush_td,0,,,,,
player,201010240kan,jax,MillZa02,rush_long,0,,,,,
player,201010240kan,jax,MillZa02,targets,4,,,,,
player,201010240kan,jax,MillZa02,rec,3,,,,,
player,201010240kan,jax,MillZa02,rec_yds,25,,,,,
player,201010240kan,jax,MillZa02,rec_td,0,,,,,
player,201010240kan,jax,MillZa02,rec_long,9,,,,,
player,201010240kan,jax,MillZa02,fumbles,0,,,,,
player,201010240kan,jax,MillZa02,fumbles_lost,,,,,,
player,201010240kan,jax,PottZa99,pass_cmp,0,,,,,
player,201010240kan,jax,PottZa99,pass_att,0,,,,,
player,201010240kan,jax,PottZa99,pass_yds,0,,,,,
player,201010240kan,jax,PottZa99,pass_td,0,,,,,
player,201010240kan,jax,PottZa99,pass_int,0,,,,,
player,201010240kan,jax,PottZa99,pass_sacked,,,,,,
player,201010240kan,jax,PottZa99,pass_sacked_yds,,,,,,
player,201010240kan,jax,PottZa99,pass_long,0,,,,,
player,201010240kan,jax,PottZa99,pass_rating,,,,,,
player,201010240kan,jax,PottZa99,rush_att,0,,,,,
player,201010240kan,jax,PottZa99,rush_yds,0,,,,,
player,201010240kan,jax,PottZa99,rush_td,0,,,,,
player,201010240kan,jax,PottZa99,rush_long,0,,,,,
player,201010240kan,jax,PottZa99,targets,2,,,,,
player,201010240kan,jax,PottZa99,rec,1,,,,,
player,201010240kan,jax,PottZa99,rec_yds,10,,,,,
player,201010240kan,jax,PottZa99,rec_td,0,,,,,
player,201010240kan,jax,PottZa99,rec_long,10,,,,,
player,201010240kan,jax,PottZa99,fumbles,0,,,,,
player,201010240kan,jax,PottZa99,fumbles_lost,,,,,,
player,201010240kan,jax,ThomMi01,pass_cmp,0,,,,,
player,201010240kan,jax,ThomMi01,pass_att,0,,,,,
player,201010240kan,jax,ThomMi01,pass_yds,0,,,,,
player,201010240kan,jax,ThomMi01,pass_td,0,,,,,
player,201010240kan,jax,ThomMi01,pass_int,0,,,,,
player,201010240kan,jax,ThomMi01,pass_sacked,,,,,,
player,201010240kan,jax,ThomMi01,pass_sacked_yds,,,,,,
player,201010240kan,jax,ThomMi01,pass_long,0,,,,,
player,201010240kan,jax,ThomMi01,pass_rating,,,,,,
player,201010240kan,jax,ThomMi01,rush_att,0,,,,,
player,201010240kan,jax,ThomMi01,rush_yds,0,,,,,
player,201010240kan,jax,ThomMi01,rush_td,0,,,,,
player,201010240kan,jax,ThomMi01,rush_long,0,,,,,
player,201010240kan,jax,ThomMi01,targets,1,,,,,
player,201010240kan,jax,ThomMi01,rec,0,,,,,
player,201010240kan,jax,ThomMi01,rec_yds,0,,,,,
player,201010240kan,jax,ThomMi01,rec_td,0,,,,,
player,201010240kan,jax,ThomMi01,rec_long,0,,,,,
player,201010240kan,jax,ThomMi01,fumbles,1,,,,,
player,201010240kan,jax,ThomMi01,fumbles_lost,0,,,,,
player,201010240kan,kan,CassMa00,pass_cmp,13,,,,,
player,201010240kan,kan,CassMa00,pass_att,18,,,,,
player,201010240kan,kan,CassMa00,pass_yds,193,,,,,
player,201010240kan,kan,CassMa00,pass_td,2,,,,,
player,201010240kan,kan,CassMa00,pass_int,0,,,,,
player,201010240kan,kan,CassMa00,pass_sacked,1,,,,,
player,201010240kan,kan,CassMa00,pass_sacked_yds,3,,,,,
player,201010240kan,kan,CassMa00,pass_long,53,,,,,
player,201010240kan,kan,CassMa00,pass_rating,144.0,,,,,
player,201010240kan,kan,CassMa00,rush_att,0,,,,,
player,201010240kan,kan,CassMa00,rush_yds,0,,,,,
player,201010240kan,kan,CassMa00,rush_td,0,,,,,
player,201010240kan,kan,CassMa00,rush_long,0,,,,,
player,201010240kan,kan,CassMa00,targets,0,,,,,
player,201010240kan,kan,CassMa00,rec,0,,,,,
player,201010240kan,kan,CassMa00,rec_yds,0,,,,,
player,201010240kan,kan,CassMa00,rec_td,0,,,,,
player,201010240kan,kan,CassMa00,rec_long,0,,,,,
player,201010240kan,kan,CassMa00,fumbles,0,,,,,
player,201010240kan,kan,CassMa00,fumbles_lost,,,,,,
player,201010240kan,kan,JoneTh00,pass_cmp,0,,,,,
player,201010240kan,kan,JoneTh00,pass_att,0,,,,,
player,201010240kan,kan,JoneTh00,pass_yds,0,,,,,
player,201010240kan,kan,JoneTh00,pass_td,0,,,,,
player,201010240kan,kan,JoneTh00,pass_int,0,,,,,
player,201010240kan,kan,JoneTh00,pass_sacked,,,,,,
player,201010240kan,kan,JoneTh00,pass_sacked_yds,,,,,,
player,201010240kan,kan,JoneTh00,pass_long,0,,,,,
player,201010240kan,kan,JoneTh00,pass_rating,,,,,,
player,201010240kan,kan,JoneTh00,rush_att,20,,,,,
player,201010240kan,kan,JoneTh00,rush_yds,125,,,,,
player,201010240kan,kan,JoneTh00,rush_td,1,,,,,
player,201010240kan,kan,JoneTh00,rush_long,70,,,,,
player,201010240kan,kan,JoneTh00,targets,0,,,,,
player,201010240kan,kan,JoneTh00,rec,0,,,,,
player,201010240kan,kan,JoneTh00,rec_yds,0,,,,,
player,201010240kan,kan,JoneTh00,rec_td,0,,,,,
player,201010240kan,kan,JoneTh00,rec_long,0,,,,,
player,201010240kan,kan,JoneTh00,fumbles,0,,,,,
player,201010240kan,kan,JoneTh00,fumbles_lost,,,,,,
player,201010240kan,kan,CharJa00,pass_cmp,0,,,,,
player,201010240kan,kan,CharJa00,pass_att,0,,,,,
player,201010240kan,kan,CharJa00,pass_yds,0,,,,,
player,201010240kan,kan,CharJa00,pass_td,0,,,,,
player,201010240kan,kan,CharJa00,pass_int,0,,,,,
player,201010240kan,kan,CharJa00,pass_sacked,,,,,,
player,201010240kan,kan,CharJa00,pass_sacked_yds,,,,,,
player,201010240kan,kan,CharJa00,pass_long,0,,,,,
player,201010240kan,kan,CharJa00,pass_rating,,,,,,
player,201010240kan,kan,CharJa00,rush_att,15,,,,,
player,201010240kan,kan,CharJa00,rush_yds,71,,,,,
player,201010240kan,kan,CharJa00,rush_td,1,,,,,
player,201010240kan,kan,CharJa00,rush_long,18,,,,,
player,201010240kan,kan,CharJa00,targets,0,,,,,
player,201010240kan,kan,CharJa00,rec,0,,,,,
player,201010240kan,kan,CharJa00,rec_yds,0,,,,,
player,201010240kan,kan,CharJa00,rec_td,0,,,,,
player,201010240kan,kan,CharJa00,rec_long,0,,,,,
player,201010240kan,kan,CharJa00,fumbles,0,,,,,
player,201010240kan,kan,CharJa00,fumbles_lost,,,,,,
player,201010240kan,kan,McClDe00,pass_cmp,0,,,,,
player,201010240kan,kan,McClDe00,pass_att,0,,,,,
player,201010240kan,kan,McClDe00,pass_yds,0,,,,,
player,201010240kan,kan,McClDe00,pass_td,0,,,,,
player,201010240kan,kan,McClDe00,pass_int,0,,,,,
player,201010240kan,kan,McClDe00,pass_sacked,,,,,,
player,201010240kan,kan,McClDe00,pass_sacked_yds,,,,,,
player,201010240kan,kan,McClDe00,pass_long,0,,,,,
player,201010240kan,kan,McClDe00,pass_rating,,,,,,
player,201010240kan,kan,McClDe00,rush_att,4,,,,,
player,201010240kan,kan,McClDe00,rush_yds,28,,,,,
player,201010240kan,kan,McClDe00,rush_td,0,,,,,
player,201010240kan,kan,McClDe00,rush_long,15,,,,,
player,201010240kan,kan,McClDe00,targets,5,,,,,
player,201010240kan,kan,McClDe00,rec,5,,,,,
player,201010240kan,kan,McClDe00,rec_yds,41,,,,,
player,201010240kan,kan,McClDe00,rec_td,0,,,,,
player,201010240kan,kan,McClDe00,rec_long,11,,,,,
player,201010240kan,kan,McClDe00,fumbles,0,,,,,
player,201010240kan,kan,McClDe00,fumbles_lost,,,,,,
player,201010240kan,kan,BattJa00,pass_cmp,0,,,,,
player,201010240kan,kan,BattJa00,pass_att,0,,,,,
player,201010240kan,kan,BattJa00,pass_yds,0,,,,,
player,201010240kan,kan,BattJa00,pass_td,0,,,,,
player,201010240kan,kan,BattJa00,pass_int,0,,,,,
player,201010240kan,kan,BattJa00,pass_sacked,,,,,,
player,201010240kan,kan,BattJa00,pass_sacked_yds,,,,,,
player,201010240kan,kan,BattJa00,pass_long,0,,,,,
player,201010240kan,kan,BattJa00,pass_rating,,,,,,
player,201010240kan,kan,BattJa00,rush_att,3,,,,,
player,201010240kan,kan,BattJa00,rush_yds,12,,,,,
player,201010240kan,kan,BattJa00,rush_td,1,,,,,
player,201010240kan,kan,BattJa00,rush_long,6,,,,,
player,201010240kan,kan,BattJa00,targets,0,,,,,
player,201010240kan,kan,BattJa00,rec,0,,,,,
player,201010240kan,kan,BattJa00,rec_yds,0,,,,,
player,201010240kan,kan,BattJa00,rec_td,0,,,,,
player,201010240kan,kan,BattJa00,rec_long,0,,,,,
player,201010240kan,kan,BattJa00,fumbles,0,,,,,
player,201010240kan,kan,BattJa00,fumbles_lost,,,,,,
player,201010240kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201010240kan,kan,BoweDw00,pass_att,0,,,,,
player,201010240kan,kan,BoweDw00,pass_yds,0,,,,,
player,201010240kan,kan,BoweDw00,pass_td,0,,,,,
player,201010240kan,kan,BoweDw00,pass_int,0,,,,,
player,201010240kan,kan,BoweDw00,pass_sacked,,,,,,
player,201010240kan,kan,BoweDw00,pass_sacked_yds,,,,,,
player,201010240kan,kan,BoweDw00,pass_long,0,,,,,
player,201010240kan,kan,BoweDw00,pass_rating,,,,,,
player,201010240kan,kan,BoweDw00,rush_att,0,,,,,
player,201010240kan,kan,BoweDw00,rush_yds,0,,,,,
player,201010240kan,kan,BoweDw00,rush_td,0,,,,,
player,201010240kan,kan,BoweDw00,rush_long,0,,,,,
player,201010240kan,kan,BoweDw00,targets,5,,,,,
player,201010240kan,kan,BoweDw00,rec,3,,,,,
player,201010240kan,kan,BoweDw00,rec_yds,81,,,,,
player,201010240kan,kan,BoweDw00,rec_td,2,,,,,
player,201010240kan,kan,BoweDw00,rec_long,53,,,,,
player,201010240kan,kan,BoweDw00,fumbles,0,,,,,
player,201010240kan,kan,BoweDw00,fumbles_lost,,,,,,
player,201010240kan,kan,MoeaTo00,pass_cmp,0,,,,,
player,201010240kan,kan,MoeaTo00,pass_att,0,,,,,
player,201010240kan,kan,MoeaTo00,pass_yds,0,,,,,
player,201010240kan,kan,MoeaTo00,pass_td,0,,,,,
player,201010240kan,kan,MoeaTo00,pass_int,0,,,,,
player,201010240kan,kan,MoeaTo00,pass_sacked,,,,,,
player,201010240kan,kan,MoeaTo00,pass_sacked_yds,,,,,,
player,201010240kan,kan,MoeaTo00,pass_long,0,,,,,
player,201010240kan,kan,MoeaTo00,pass_rating,,,,,,
player,201010240kan,kan,MoeaTo00,rush_att,0,,,,,
player,201010240kan,kan,MoeaTo00,rush_yds,0,,,,,
player,201010240kan,kan,MoeaTo00,rush_td,0,,,,,
player,201010240kan,kan,MoeaTo00,rush_long,0,,,,,
player,201010240kan,kan,MoeaTo00,targets,3,,,,,
player,201010240kan,kan,MoeaTo00,rec,3,,,,,
player,201010240kan,kan,MoeaTo00,rec_yds,42,,,,,
player,201010240kan,kan,MoeaTo00,rec_td,0,,,,,
player,201010240kan,kan,MoeaTo00,rec_long,20,,,,,
player,201010240kan,kan,MoeaTo00,fumbles,0,,,,,
player,201010240kan,kan,MoeaTo00,fumbles_lost,,,,,,
player,201010240kan,kan,CoppTe00,pass_cmp,0,,,,,
player,201010240kan,kan,CoppTe00,pass_att,0,,,,,
player,201010240kan,kan,CoppTe00,pass_yds,0,,,,,
player,201010240kan,kan,CoppTe00,pass_td,0,,,,,
player,201010240kan,kan,CoppTe00,pass_int,0,,,,,
player,201010240kan,kan,CoppTe00,pass_sacked,,,,,,
player,201010240kan,kan,CoppTe00,pass_sacked_yds,,,,,,
player,201010240kan,kan,CoppTe00,pass_long,0,,,,,
player,201010240kan,kan,CoppTe00,pass_rating,,,,,,
player,201010240kan,kan,CoppTe00,rush_att,0,,,,,
player,201010240kan,kan,CoppTe00,rush_yds,0,,,,,
player,201010240kan,kan,CoppTe00,rush_td,0,,,,,
player,201010240kan,kan,CoppTe00,rush_long,0,,,,,
player,201010240kan,kan,CoppTe00,targets,2,,,,,
player,201010240kan,kan,CoppTe00,rec,1,,,,,
player,201010240kan,kan,CoppTe00,rec_yds,16,,,,,
player,201010240kan,kan,CoppTe00,rec_td,0,,,,,
player,201010240kan,kan,CoppTe00,rec_long,16,,,,,
player,201010240kan,kan,CoppTe00,fumbles,0,,,,,
player,201010240kan,kan,CoppTe00,fumbles_lost,,,,,,
player,201010240kan,kan,Cox_Mi20,pass_cmp,0,,,,,
player,201010240kan,kan,Cox_Mi20,pass_att,0,,,,,
player,201010240kan,kan,Cox_Mi20,pass_yds,0,,,,,
player,201010240kan,kan,Cox_Mi20,pass_td,0,,,,,
player,201010240kan,kan,Cox_Mi20,pass_int,0,,,,,
player,201010240kan,kan,Cox_Mi20,pass_sacked,,,,,,
player,201010240kan,kan,Cox_Mi20,pass_sacked_yds,,,,,,
player,201010240kan,kan,Cox_Mi20,pass_long,0,,,,,
player,201010240kan,kan,Cox_Mi20,pass_rating,,,,,,
player,201010240kan,kan,Cox_Mi20,rush_att,0,,,,,
player,201010240kan,kan,Cox_Mi20,rush_yds,0,,,,,
player,201010240kan,kan,Cox_Mi20,rush_td,0,,,,,
player,201010240kan,kan,Cox_Mi20,rush_long,0,,,,,
player,201010240kan,kan,Cox_Mi20,targets,1,,,,,
player,201010240kan,kan,Cox_Mi20,rec,1,,,,,
player,201010240kan,kan,Cox_Mi20,rec_yds,13,,,,,
player,201010240kan,kan,Cox_Mi20,rec_td,0,,,,,
player,201010240kan,kan,Cox_Mi20,rec_long,13,,,,,
player,201010240kan,kan,Cox_Mi20,fumbles,0,,,,,
player,201010240kan,kan,Cox_Mi20,fumbles_lost,,,,,,
player,201010240kan,kan,TuckVe00,pass_cmp,0,,,,,
player,201010240kan,kan,TuckVe00,pass_att,0,,,,,
player,201010240kan,kan,TuckVe00,pass_yds,0,,,,,
player,201010240kan,kan,TuckVe00,pass_td,0,,,,,
player,201010240kan,kan,TuckVe00,pass_int,0,,,,,
player,201010240kan,kan,TuckVe00,pass_sacked,,,,,,
player,201010240kan,kan,TuckVe00,pass_sacked_yds,,,,,,
player,201010240kan,kan,TuckVe00,pass_long,0,,,,,
player,201010240kan,kan,TuckVe00,pass_rating,,,,,,
player,201010240kan,kan,TuckVe00,rush_att,0,,,,,
player,201010240kan,kan,TuckVe00,rush_yds,0,,,,,
player,201010240kan,kan,TuckVe00,rush_td,0,,,,,
player,201010240kan,kan,TuckVe00,rush_long,0,,,,,
player,201010240kan,kan,TuckVe00,targets,1,,,,,
player,201010240kan,kan,TuckVe00,rec,0,,,,,
player,201010240kan,kan,TuckVe00,rec_yds,0,,,,,
player,201010240kan,kan,TuckVe00,rec_td,0,,,,,
player,201010240kan,kan,TuckVe00,rec_long,0,,,,,
player,201010240kan,kan,TuckVe00,fumbles,0,,,,,
player,201010240kan,kan,TuckVe00,fumbles_lost,,,,,,
player,201010240kan,kan,PopeLe00,pass_cmp,,,,,,
player,201010240kan,kan,PopeLe00,pass_att,,,,,,
player,201010240kan,kan,PopeLe00,pass_yds,,,,,,
player,201010240kan,kan,PopeLe00,pass_td,,,,,,
player,201010240kan,kan,PopeLe00,pass_int,,,,,,
player,201010240kan,kan,PopeLe00,pass_sacked,,,,,,
player,201010240kan,kan,PopeLe00,pass_sacked_yds,,,,,,
player,201010240kan,kan,PopeLe00,pass_long,,,,,,
player,201010240kan,kan,PopeLe00,pass_rating,,,,,,
player,201010240kan,kan,PopeLe00,rush_att,,,,,,
player,201010240kan,kan,PopeLe00,rush_yds,,,,,,
player,201010240kan,kan,PopeLe00,rush_td,,,,,,
player,201010240kan,kan,PopeLe00,rush_long,,,,,,
player,201010240kan,kan,PopeLe00,targets,1,,,,,
player,201010240kan,kan,PopeLe00,rec,0,,,,,
player,201010240kan,kan,PopeLe00,rec_yds,0,,,,,
player,201010240kan,kan,PopeLe00,rec_td,0,,,,,
player,201010240kan,kan,PopeLe00,rec_long,,,,,,
player,201010240kan,kan,PopeLe00,fumbles,,,,,,
player,201010240kan,kan,PopeLe00,fumbles_lost,,,,,,
player,201010240kan,jax,KampAa99,def_int,0,,,,,
player,201010240kan,jax,KampAa99,def_int_yds,0,,,,,
player,201010240kan,jax,KampAa99,def_int_td,0,,,,,
player,201010240kan,jax,KampAa99,def_int_long,0,,,,,
player,201010240kan,jax,KampAa99,pass_defended,0,,,,,
player,201010240kan,jax,KampAa99,sacks,1.0,,,,,
player,201010240kan,jax,KampAa99,tackles_combined,5,,,,,
player,201010240kan,jax,KampAa99,tackles_solo,3,,,,,
player,201010240kan,jax,KampAa99,tackles_assists,2,,,,,
player,201010240kan,jax,KampAa99,tackles_loss,2,,,,,
player,201010240kan,jax,KampAa99,qb_hits,3,,,,,
player,201010240kan,jax,KampAa99,fumbles_rec,0,,,,,
player,201010240kan,jax,KampAa99,fumbles_rec_yds,0,,,,,
player,201010240kan,jax,KampAa99,fumbles_rec_td,0,,,,,
player,201010240kan,jax,KampAa99,fumbles_forced,0,,,,,
player,201010240kan,jax,GreeCo99,def_int,0,,,,,
player,201010240kan,jax,GreeCo99,def_int_yds,0,,,,,
player,201010240kan,jax,GreeCo99,def_int_td,0,,,,,
player,201010240kan,jax,GreeCo99,def_int_long,0,,,,,
player,201010240kan,jax,GreeCo99,pass_defended,0,,,,,
player,201010240kan,jax,GreeCo99,sacks,0.0,,,,,
player,201010240kan,jax,GreeCo99,tackles_combined,12,,,,,
player,201010240kan,jax,GreeCo99,tackles_solo,6,,,,,
player,201010240kan,jax,GreeCo99,tackles_assists,6,,,,,
player,201010240kan,jax,GreeCo99,tackles_loss,0,,,,,
player,201010240kan,jax,GreeCo99,qb_hits,0,,,,,
player,201010240kan,jax,GreeCo99,fumbles_rec,0,,,,,
player,201010240kan,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201010240kan,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201010240kan,jax,GreeCo99,fumbles_forced,0,,,,,
player,201010240kan,jax,DuraJu99,def_int,0,,,,,
player,201010240kan,jax,DuraJu99,def_int_yds,0,,,,,
player,201010240kan,jax,DuraJu99,def_int_td,0,,,,,
player,201010240kan,jax,DuraJu99,def_int_long,0,,,,,
