game,2010,17,20110102,201101020clt,oti,"Tennessee Titans",20,clt,"Indianapolis Colts",23
team,201101020clt,oti,First Downs,17,,,,,,
team,201101020clt,clt,First Downs,24,,,,,,
team,201101020clt,oti,Rush-Yds-TDs,24-51-0,,,,,,
team,201101020clt,clt,Rush-Yds-TDs,25-101-0,,,,,,
team,201101020clt,oti,Cmp-Att-Yd-TD-INT,28-39-300-2-0,,,,,,
team,201101020clt,clt,Cmp-Att-Yd-TD-INT,27-41-264-2-0,,,,,,
team,201101020clt,oti,Sacked-Yards,1-10,,,,,,
team,201101020clt,clt,Sacked-Yards,1-7,,,,,,
team,201101020clt,oti,Net Pass Yards,290,,,,,,
team,201101020clt,clt,Net Pass Yards,257,,,,,,
team,201101020clt,oti,Total Yards,341,,,,,,
team,201101020clt,clt,Total Yards,358,,,,,,
team,201101020clt,oti,Fumbles-Lost,1-1,,,,,,
team,201101020clt,clt,Fumbles-Lost,1-1,,,,,,
team,201101020clt,oti,Turnovers,1,,,,,,
team,201101020clt,clt,Turnovers,1,,,,,,
team,201101020clt,oti,Penalties-Yards,7-58,,,,,,
team,201101020clt,clt,Penalties-Yards,5-25,,,,,,
team,201101020clt,oti,Third Down Conv.,6-15,,,,,,
team,201101020clt,clt,Third Down Conv.,4-11,,,,,,
team,201101020clt,oti,Fourth Down Conv.,1-1,,,,,,
team,201101020clt,clt,Fourth Down Conv.,0-0,,,,,,
team,201101020clt,oti,Time of Possession,31:17,,,,,,
team,201101020clt,clt,Time of Possession,28:43,,,,,,
player,201101020clt,oti,CollKe00,pass_cmp,28,,,,,
player,201101020clt,oti,CollKe00,pass_att,39,,,,,
player,201101020clt,oti,CollKe00,pass_yds,300,,,,,
player,201101020clt,oti,CollKe00,pass_td,2,,,,,
player,201101020clt,oti,CollKe00,pass_int,0,,,,,
player,201101020clt,oti,CollKe00,pass_sacked,1,,,,,
player,201101020clt,oti,CollKe00,pass_sacked_yds,10,,,,,
player,201101020clt,oti,CollKe00,pass_long,38,,,,,
player,201101020clt,oti,CollKe00,pass_rating,111.1,,,,,
player,201101020clt,oti,CollKe00,rush_att,2,,,,,
player,201101020clt,oti,CollKe00,rush_yds,2,,,,,
player,201101020clt,oti,CollKe00,rush_td,0,,,,,
player,201101020clt,oti,CollKe00,rush_long,2,,,,,
