game,2010,5,20101010,201010100was,gnb,"Green Bay Packers",13,was,"Washington Redskins",16
team,201010100was,gnb,First Downs,17,,,,,,
team,201010100was,was,First Downs,21,,,,,,
team,201010100was,gnb,Rush-Yds-TDs,17-157-0,,,,,,
team,201010100was,was,Rush-Yds-TDs,21-51-0,,,,,,
team,201010100was,gnb,Cmp-Att-Yd-TD-INT,27-46-293-1-1,,,,,,
team,201010100was,was,Cmp-Att-Yd-TD-INT,26-49-357-1-1,,,,,,
team,201010100was,gnb,Sacked-Yards,4-23,,,,,,
team,201010100was,was,Sacked-Yards,5-35,,,,,,
team,201010100was,gnb,Net Pass Yards,270,,,,,,
team,201010100was,was,Net Pass Yards,322,,,,,,
team,201010100was,gnb,Total Yards,427,,,,,,
team,201010100was,was,Total Yards,373,,,,,,
team,201010100was,gnb,Fumbles-Lost,1-1,,,,,,
team,201010100was,was,Fumbles-Lost,1-0,,,,,,
team,201010100was,gnb,Turnovers,2,,,,,,
team,201010100was,was,Turnovers,1,,,,,,
team,201010100was,gnb,Penalties-Yards,9-63,,,,,,
team,201010100was,was,Penalties-Yards,4-28,,,,,,
team,201010100was,gnb,Third Down Conv.,2-13,,,,,,
team,201010100was,was,Third Down Conv.,5-17,,,,,,
team,201010100was,gnb,Fourth Down Conv.,0-1,,,,,,
team,201010100was,was,Fourth Down Conv.,0-1,,,,,,
team,201010100was,gnb,Time of Possession,32:40,,,,,,
team,201010100was,was,Time of Possession,34:14,,,,,,
player,201010100was,gnb,RodgAa00,pass_cmp,27,,,,,
player,201010100was,gnb,RodgAa00,pass_att,46,,,,,
player,201010100was,gnb,RodgAa00,pass_yds,293,,,,,
player,201010100was,gnb,RodgAa00,pass_td,1,,,,,
player,201010100was,gnb,RodgAa00,pass_int,1,,,,,
player,201010100was,gnb,RodgAa00,pass_sacked,4,,,,,
player,201010100was,gnb,RodgAa00,pass_sacked_yds,23,,,,,
player,201010100was,gnb,RodgAa00,pass_long,35,,,,,
player,201010100was,gnb,RodgAa00,pass_rating,75.7,,,,,
player,201010100was,gnb,RodgAa00,rush_att,4,,,,,
player,201010100was,gnb,RodgAa00,rush_yds,30,,,,,
player,201010100was,gnb,RodgAa00,rush_td,0,,,,,
player,201010100was,gnb,RodgAa00,rush_long,15,,,,,
player,201010100was,gnb,RodgAa00,targets,0,,,,,
player,201010100was,gnb,RodgAa00,rec,0,,,,,
player,201010100was,gnb,RodgAa00,rec_yds,0,,,,,
player,201010100was,gnb,RodgAa00,rec_td,0,,,,,
player,201010100was,gnb,RodgAa00,rec_long,0,,,,,
player,201010100was,gnb,RodgAa00,fumbles,0,,,,,
player,201010100was,gnb,RodgAa00,fumbles_lost,,,,,,
player,201010100was,gnb,JackBr00,pass_cmp,0,,,,,
player,201010100was,gnb,JackBr00,pass_att,0,,,,,
player,201010100was,gnb,JackBr00,pass_yds,0,,,,,
player,201010100was,gnb,JackBr00,pass_td,0,,,,,
player,201010100was,gnb,JackBr00,pass_int,0,,,,,
player,201010100was,gnb,JackBr00,pass_sacked,,,,,,
player,201010100was,gnb,JackBr00,pass_sacked_yds,,,,,,
player,201010100was,gnb,JackBr00,pass_long,0,,,,,
player,201010100was,gnb,JackBr00,pass_rating,,,,,,
player,201010100was,gnb,JackBr00,rush_att,10,,,,,
player,201010100was,gnb,JackBr00,rush_yds,115,,,,,
player,201010100was,gnb,JackBr00,rush_td,0,,,,,
player,201010100was,gnb,JackBr00,rush_long,71,,,,,
player,201010100was,gnb,JackBr00,targets,6,,,,,
player,201010100was,gnb,JackBr00,rec,5,,,,,
player,201010100was,gnb,JackBr00,rec_yds,25,,,,,
player,201010100was,gnb,JackBr00,rec_td,0,,,,,
player,201010100was,gnb,JackBr00,rec_long,12,,,,,
player,201010100was,gnb,JackBr00,fumbles,0,,,,,
player,201010100was,gnb,JackBr00,fumbles_lost,,,,,,
player,201010100was,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201010100was,gnb,KuhnJo00,pass_att,0,,,,,
player,201010100was,gnb,KuhnJo00,pass_yds,0,,,,,
player,201010100was,gnb,KuhnJo00,pass_td,0,,,,,
