game,2010,1,20100912,201009120nwe,cin,"Cincinnati Bengals",24,nwe,"New England Patriots",38
player,201009120nwe,cin,JoseJo20,tackles_assists,0,,,,,
player,201009120nwe,cin,JoseJo20,tackles_loss,1,,,,,
player,201009120nwe,cin,JoseJo20,qb_hits,0,,,,,
player,201009120nwe,cin,JoseJo20,fumbles_rec,0,,,,,
player,201009120nwe,cin,JoseJo20,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,JoseJo20,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,JoseJo20,fumbles_forced,0,,,,,
player,201009120nwe,cin,WillRo03,def_int,0,,,,,
player,201009120nwe,cin,WillRo03,def_int_yds,0,,,,,
player,201009120nwe,cin,WillRo03,def_int_td,0,,,,,
player,201009120nwe,cin,WillRo03,def_int_long,0,,,,,
player,201009120nwe,cin,WillRo03,pass_defended,0,,,,,
player,201009120nwe,cin,WillRo03,sacks,0.0,,,,,
player,201009120nwe,cin,WillRo03,tackles_combined,6,,,,,
player,201009120nwe,cin,WillRo03,tackles_solo,4,,,,,
player,201009120nwe,cin,WillRo03,tackles_assists,2,,,,,
player,201009120nwe,cin,WillRo03,tackles_loss,0,,,,,
player,201009120nwe,cin,WillRo03,qb_hits,0,,,,,
player,201009120nwe,cin,WillRo03,fumbles_rec,0,,,,,
player,201009120nwe,cin,WillRo03,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,WillRo03,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,WillRo03,fumbles_forced,0,,,,,
player,201009120nwe,cin,MauaRe99,def_int,0,,,,,
player,201009120nwe,cin,MauaRe99,def_int_yds,0,,,,,
player,201009120nwe,cin,MauaRe99,def_int_td,0,,,,,
player,201009120nwe,cin,MauaRe99,def_int_long,0,,,,,
player,201009120nwe,cin,MauaRe99,pass_defended,0,,,,,
player,201009120nwe,cin,MauaRe99,sacks,0.0,,,,,
player,201009120nwe,cin,MauaRe99,tackles_combined,5,,,,,
player,201009120nwe,cin,MauaRe99,tackles_solo,5,,,,,
player,201009120nwe,cin,MauaRe99,tackles_assists,0,,,,,
player,201009120nwe,cin,MauaRe99,tackles_loss,0,,,,,
player,201009120nwe,cin,MauaRe99,qb_hits,0,,,,,
player,201009120nwe,cin,MauaRe99,fumbles_rec,0,,,,,
player,201009120nwe,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,MauaRe99,fumbles_forced,0,,,,,
player,201009120nwe,cin,JohnBr20,def_int,0,,,,,
player,201009120nwe,cin,JohnBr20,def_int_yds,0,,,,,
player,201009120nwe,cin,JohnBr20,def_int_td,0,,,,,
player,201009120nwe,cin,JohnBr20,def_int_long,0,,,,,
player,201009120nwe,cin,JohnBr20,pass_defended,0,,,,,
player,201009120nwe,cin,JohnBr20,sacks,0.0,,,,,
player,201009120nwe,cin,JohnBr20,tackles_combined,3,,,,,
player,201009120nwe,cin,JohnBr20,tackles_solo,2,,,,,
player,201009120nwe,cin,JohnBr20,tackles_assists,1,,,,,
player,201009120nwe,cin,JohnBr20,tackles_loss,0,,,,,
player,201009120nwe,cin,JohnBr20,qb_hits,0,,,,,
player,201009120nwe,cin,JohnBr20,fumbles_rec,0,,,,,
player,201009120nwe,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,JohnBr20,fumbles_forced,0,,,,,
player,201009120nwe,cin,JonePa20,def_int,0,,,,,
player,201009120nwe,cin,JonePa20,def_int_yds,0,,,,,
player,201009120nwe,cin,JonePa20,def_int_td,0,,,,,
player,201009120nwe,cin,JonePa20,def_int_long,0,,,,,
player,201009120nwe,cin,JonePa20,pass_defended,0,,,,,
player,201009120nwe,cin,JonePa20,sacks,0.0,,,,,
player,201009120nwe,cin,JonePa20,tackles_combined,3,,,,,
player,201009120nwe,cin,JonePa20,tackles_solo,2,,,,,
player,201009120nwe,cin,JonePa20,tackles_assists,1,,,,,
player,201009120nwe,cin,JonePa20,tackles_loss,0,,,,,
player,201009120nwe,cin,JonePa20,qb_hits,0,,,,,
player,201009120nwe,cin,JonePa20,fumbles_rec,0,,,,,
player,201009120nwe,cin,JonePa20,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,JonePa20,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,JonePa20,fumbles_forced,0,,,,,
player,201009120nwe,cin,PekoDo20,def_int,0,,,,,
player,201009120nwe,cin,PekoDo20,def_int_yds,0,,,,,
player,201009120nwe,cin,PekoDo20,def_int_td,0,,,,,
player,201009120nwe,cin,PekoDo20,def_int_long,0,,,,,
player,201009120nwe,cin,PekoDo20,pass_defended,0,,,,,
player,201009120nwe,cin,PekoDo20,sacks,0.0,,,,,
player,201009120nwe,cin,PekoDo20,tackles_combined,3,,,,,
player,201009120nwe,cin,PekoDo20,tackles_solo,3,,,,,
player,201009120nwe,cin,PekoDo20,tackles_assists,0,,,,,
player,201009120nwe,cin,PekoDo20,tackles_loss,1,,,,,
player,201009120nwe,cin,PekoDo20,qb_hits,0,,,,,
player,201009120nwe,cin,PekoDo20,fumbles_rec,0,,,,,
player,201009120nwe,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,PekoDo20,fumbles_forced,0,,,,,
player,201009120nwe,cin,GeatRo21,def_int,0,,,,,
player,201009120nwe,cin,GeatRo21,def_int_yds,0,,,,,
player,201009120nwe,cin,GeatRo21,def_int_td,0,,,,,
player,201009120nwe,cin,GeatRo21,def_int_long,0,,,,,
player,201009120nwe,cin,GeatRo21,pass_defended,0,,,,,
player,201009120nwe,cin,GeatRo21,sacks,0.0,,,,,
player,201009120nwe,cin,GeatRo21,tackles_combined,2,,,,,
player,201009120nwe,cin,GeatRo21,tackles_solo,2,,,,,
player,201009120nwe,cin,GeatRo21,tackles_assists,0,,,,,
player,201009120nwe,cin,GeatRo21,tackles_loss,0,,,,,
player,201009120nwe,cin,GeatRo21,qb_hits,0,,,,,
player,201009120nwe,cin,GeatRo21,fumbles_rec,0,,,,,
player,201009120nwe,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,GeatRo21,fumbles_forced,0,,,,,
player,201009120nwe,cin,HallLe98,def_int,0,,,,,
player,201009120nwe,cin,HallLe98,def_int_yds,0,,,,,
player,201009120nwe,cin,HallLe98,def_int_td,0,,,,,
player,201009120nwe,cin,HallLe98,def_int_long,0,,,,,
player,201009120nwe,cin,HallLe98,pass_defended,1,,,,,
player,201009120nwe,cin,HallLe98,sacks,0.0,,,,,
player,201009120nwe,cin,HallLe98,tackles_combined,2,,,,,
player,201009120nwe,cin,HallLe98,tackles_solo,1,,,,,
player,201009120nwe,cin,HallLe98,tackles_assists,1,,,,,
player,201009120nwe,cin,HallLe98,tackles_loss,0,,,,,
player,201009120nwe,cin,HallLe98,qb_hits,0,,,,,
player,201009120nwe,cin,HallLe98,fumbles_rec,0,,,,,
player,201009120nwe,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,HallLe98,fumbles_forced,0,,,,,
player,201009120nwe,cin,NdukCh99,def_int,0,,,,,
player,201009120nwe,cin,NdukCh99,def_int_yds,0,,,,,
player,201009120nwe,cin,NdukCh99,def_int_td,0,,,,,
player,201009120nwe,cin,NdukCh99,def_int_long,0,,,,,
player,201009120nwe,cin,NdukCh99,pass_defended,0,,,,,
player,201009120nwe,cin,NdukCh99,sacks,0.0,,,,,
player,201009120nwe,cin,NdukCh99,tackles_combined,2,,,,,
player,201009120nwe,cin,NdukCh99,tackles_solo,1,,,,,
player,201009120nwe,cin,NdukCh99,tackles_assists,1,,,,,
player,201009120nwe,cin,NdukCh99,tackles_loss,0,,,,,
player,201009120nwe,cin,NdukCh99,qb_hits,0,,,,,
player,201009120nwe,cin,NdukCh99,fumbles_rec,0,,,,,
player,201009120nwe,cin,NdukCh99,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,NdukCh99,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,NdukCh99,fumbles_forced,0,,,,,
player,201009120nwe,cin,NelsRe99,def_int,0,,,,,
player,201009120nwe,cin,NelsRe99,def_int_yds,0,,,,,
player,201009120nwe,cin,NelsRe99,def_int_td,0,,,,,
player,201009120nwe,cin,NelsRe99,def_int_long,0,,,,,
player,201009120nwe,cin,NelsRe99,pass_defended,0,,,,,
player,201009120nwe,cin,NelsRe99,sacks,0.0,,,,,
player,201009120nwe,cin,NelsRe99,tackles_combined,2,,,,,
player,201009120nwe,cin,NelsRe99,tackles_solo,2,,,,,
player,201009120nwe,cin,NelsRe99,tackles_assists,0,,,,,
player,201009120nwe,cin,NelsRe99,tackles_loss,0,,,,,
player,201009120nwe,cin,NelsRe99,qb_hits,0,,,,,
player,201009120nwe,cin,NelsRe99,fumbles_rec,0,,,,,
player,201009120nwe,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,NelsRe99,fumbles_forced,0,,,,,
player,201009120nwe,cin,OdomAn20,def_int,0,,,,,
player,201009120nwe,cin,OdomAn20,def_int_yds,0,,,,,
player,201009120nwe,cin,OdomAn20,def_int_td,0,,,,,
player,201009120nwe,cin,OdomAn20,def_int_long,0,,,,,
player,201009120nwe,cin,OdomAn20,pass_defended,0,,,,,
player,201009120nwe,cin,OdomAn20,sacks,0.0,,,,,
player,201009120nwe,cin,OdomAn20,tackles_combined,2,,,,,
player,201009120nwe,cin,OdomAn20,tackles_solo,1,,,,,
player,201009120nwe,cin,OdomAn20,tackles_assists,1,,,,,
player,201009120nwe,cin,OdomAn20,tackles_loss,0,,,,,
player,201009120nwe,cin,OdomAn20,qb_hits,0,,,,,
player,201009120nwe,cin,OdomAn20,fumbles_rec,0,,,,,
player,201009120nwe,cin,OdomAn20,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,OdomAn20,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,OdomAn20,fumbles_forced,0,,,,,
player,201009120nwe,cin,PeerCe00,def_int,0,,,,,
player,201009120nwe,cin,PeerCe00,def_int_yds,0,,,,,
player,201009120nwe,cin,PeerCe00,def_int_td,0,,,,,
player,201009120nwe,cin,PeerCe00,def_int_long,0,,,,,
player,201009120nwe,cin,PeerCe00,pass_defended,0,,,,,
player,201009120nwe,cin,PeerCe00,sacks,0.0,,,,,
player,201009120nwe,cin,PeerCe00,tackles_combined,2,,,,,
player,201009120nwe,cin,PeerCe00,tackles_solo,1,,,,,
player,201009120nwe,cin,PeerCe00,tackles_assists,1,,,,,
player,201009120nwe,cin,PeerCe00,tackles_loss,0,,,,,
player,201009120nwe,cin,PeerCe00,qb_hits,0,,,,,
player,201009120nwe,cin,PeerCe00,fumbles_rec,0,,,,,
player,201009120nwe,cin,PeerCe00,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,PeerCe00,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,PeerCe00,fumbles_forced,0,,,,,
player,201009120nwe,cin,CosbQu00,def_int,0,,,,,
player,201009120nwe,cin,CosbQu00,def_int_yds,0,,,,,
player,201009120nwe,cin,CosbQu00,def_int_td,0,,,,,
player,201009120nwe,cin,CosbQu00,def_int_long,0,,,,,
player,201009120nwe,cin,CosbQu00,pass_defended,0,,,,,
player,201009120nwe,cin,CosbQu00,sacks,0.0,,,,,
player,201009120nwe,cin,CosbQu00,tackles_combined,1,,,,,
player,201009120nwe,cin,CosbQu00,tackles_solo,1,,,,,
player,201009120nwe,cin,CosbQu00,tackles_assists,0,,,,,
player,201009120nwe,cin,CosbQu00,tackles_loss,0,,,,,
player,201009120nwe,cin,CosbQu00,qb_hits,0,,,,,
player,201009120nwe,cin,CosbQu00,fumbles_rec,0,,,,,
player,201009120nwe,cin,CosbQu00,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,CosbQu00,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,CosbQu00,fumbles_forced,0,,,,,
player,201009120nwe,cin,FaneJo20,def_int,0,,,,,
player,201009120nwe,cin,FaneJo20,def_int_yds,0,,,,,
player,201009120nwe,cin,FaneJo20,def_int_td,0,,,,,
player,201009120nwe,cin,FaneJo20,def_int_long,0,,,,,
player,201009120nwe,cin,FaneJo20,pass_defended,0,,,,,
player,201009120nwe,cin,FaneJo20,sacks,0.0,,,,,
player,201009120nwe,cin,FaneJo20,tackles_combined,1,,,,,
player,201009120nwe,cin,FaneJo20,tackles_solo,0,,,,,
player,201009120nwe,cin,FaneJo20,tackles_assists,1,,,,,
player,201009120nwe,cin,FaneJo20,tackles_loss,0,,,,,
player,201009120nwe,cin,FaneJo20,qb_hits,0,,,,,
player,201009120nwe,cin,FaneJo20,fumbles_rec,0,,,,,
player,201009120nwe,cin,FaneJo20,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,FaneJo20,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,FaneJo20,fumbles_forced,0,,,,,
player,201009120nwe,cin,JohnTa20,def_int,0,,,,,
player,201009120nwe,cin,JohnTa20,def_int_yds,0,,,,,
player,201009120nwe,cin,JohnTa20,def_int_td,0,,,,,
player,201009120nwe,cin,JohnTa20,def_int_long,0,,,,,
player,201009120nwe,cin,JohnTa20,pass_defended,0,,,,,
player,201009120nwe,cin,JohnTa20,sacks,0.0,,,,,
player,201009120nwe,cin,JohnTa20,tackles_combined,1,,,,,
player,201009120nwe,cin,JohnTa20,tackles_solo,0,,,,,
player,201009120nwe,cin,JohnTa20,tackles_assists,1,,,,,
player,201009120nwe,cin,JohnTa20,tackles_loss,0,,,,,
player,201009120nwe,cin,JohnTa20,qb_hits,0,,,,,
player,201009120nwe,cin,JohnTa20,fumbles_rec,0,,,,,
player,201009120nwe,cin,JohnTa20,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,JohnTa20,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,JohnTa20,fumbles_forced,0,,,,,
player,201009120nwe,cin,nugenmik01,def_int,0,,,,,
player,201009120nwe,cin,nugenmik01,def_int_yds,0,,,,,
player,201009120nwe,cin,nugenmik01,def_int_td,0,,,,,
player,201009120nwe,cin,nugenmik01,def_int_long,0,,,,,
player,201009120nwe,cin,nugenmik01,pass_defended,0,,,,,
player,201009120nwe,cin,nugenmik01,sacks,0.0,,,,,
player,201009120nwe,cin,nugenmik01,tackles_combined,1,,,,,
player,201009120nwe,cin,nugenmik01,tackles_solo,0,,,,,
player,201009120nwe,cin,nugenmik01,tackles_assists,1,,,,,
player,201009120nwe,cin,nugenmik01,tackles_loss,0,,,,,
player,201009120nwe,cin,nugenmik01,qb_hits,0,,,,,
player,201009120nwe,cin,nugenmik01,fumbles_rec,0,,,,,
player,201009120nwe,cin,nugenmik01,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,nugenmik01,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,nugenmik01,fumbles_forced,0,,,,,
player,201009120nwe,cin,RuckFr99,def_int,0,,,,,
player,201009120nwe,cin,RuckFr99,def_int_yds,0,,,,,
player,201009120nwe,cin,RuckFr99,def_int_td,0,,,,,
player,201009120nwe,cin,RuckFr99,def_int_long,0,,,,,
player,201009120nwe,cin,RuckFr99,pass_defended,0,,,,,
player,201009120nwe,cin,RuckFr99,sacks,0.0,,,,,
player,201009120nwe,cin,RuckFr99,tackles_combined,1,,,,,
player,201009120nwe,cin,RuckFr99,tackles_solo,1,,,,,
player,201009120nwe,cin,RuckFr99,tackles_assists,0,,,,,
player,201009120nwe,cin,RuckFr99,tackles_loss,0,,,,,
player,201009120nwe,cin,RuckFr99,qb_hits,1,,,,,
player,201009120nwe,cin,RuckFr99,fumbles_rec,0,,,,,
player,201009120nwe,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,RuckFr99,fumbles_forced,0,,,,,
player,201009120nwe,cin,AtkiGe99,def_int,,,,,,
player,201009120nwe,cin,AtkiGe99,def_int_yds,,,,,,
player,201009120nwe,cin,AtkiGe99,def_int_td,,,,,,
player,201009120nwe,cin,AtkiGe99,def_int_long,,,,,,
player,201009120nwe,cin,AtkiGe99,pass_defended,0,,,,,
player,201009120nwe,cin,AtkiGe99,sacks,0.0,,,,,
player,201009120nwe,cin,AtkiGe99,tackles_combined,0,,,,,
player,201009120nwe,cin,AtkiGe99,tackles_solo,0,,,,,
player,201009120nwe,cin,AtkiGe99,tackles_assists,0,,,,,
player,201009120nwe,cin,AtkiGe99,tackles_loss,0,,,,,
player,201009120nwe,cin,AtkiGe99,qb_hits,1,,,,,
player,201009120nwe,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201009120nwe,cin,AtkiGe99,fumbles_rec_yds,,,,,,
player,201009120nwe,cin,AtkiGe99,fumbles_rec_td,,,,,,
player,201009120nwe,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,GuytGa99,def_int,1,,,,,
player,201009120nwe,nwe,GuytGa99,def_int_yds,59,,,,,
player,201009120nwe,nwe,GuytGa99,def_int_td,1,,,,,
player,201009120nwe,nwe,GuytGa99,def_int_long,59,,,,,
player,201009120nwe,nwe,GuytGa99,pass_defended,1,,,,,
player,201009120nwe,nwe,GuytGa99,sacks,0.0,,,,,
player,201009120nwe,nwe,GuytGa99,tackles_combined,2,,,,,
player,201009120nwe,nwe,GuytGa99,tackles_solo,1,,,,,
player,201009120nwe,nwe,GuytGa99,tackles_assists,1,,,,,
player,201009120nwe,nwe,GuytGa99,tackles_loss,0,,,,,
player,201009120nwe,nwe,GuytGa99,qb_hits,0,,,,,
player,201009120nwe,nwe,GuytGa99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,GuytGa99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,GuytGa99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,GuytGa99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,BantTu20,def_int,0,,,,,
player,201009120nwe,nwe,BantTu20,def_int_yds,0,,,,,
player,201009120nwe,nwe,BantTu20,def_int_td,0,,,,,
player,201009120nwe,nwe,BantTu20,def_int_long,0,,,,,
player,201009120nwe,nwe,BantTu20,pass_defended,0,,,,,
player,201009120nwe,nwe,BantTu20,sacks,0.5,,,,,
player,201009120nwe,nwe,BantTu20,tackles_combined,4,,,,,
player,201009120nwe,nwe,BantTu20,tackles_solo,2,,,,,
player,201009120nwe,nwe,BantTu20,tackles_assists,2,,,,,
player,201009120nwe,nwe,BantTu20,tackles_loss,1,,,,,
player,201009120nwe,nwe,BantTu20,qb_hits,2,,,,,
player,201009120nwe,nwe,BantTu20,fumbles_rec,0,,,,,
player,201009120nwe,nwe,BantTu20,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,BantTu20,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,BantTu20,fumbles_forced,0,,,,,
player,201009120nwe,nwe,PryoMy99,def_int,0,,,,,
player,201009120nwe,nwe,PryoMy99,def_int_yds,0,,,,,
player,201009120nwe,nwe,PryoMy99,def_int_td,0,,,,,
player,201009120nwe,nwe,PryoMy99,def_int_long,0,,,,,
player,201009120nwe,nwe,PryoMy99,pass_defended,0,,,,,
player,201009120nwe,nwe,PryoMy99,sacks,0.5,,,,,
player,201009120nwe,nwe,PryoMy99,tackles_combined,2,,,,,
player,201009120nwe,nwe,PryoMy99,tackles_solo,0,,,,,
player,201009120nwe,nwe,PryoMy99,tackles_assists,2,,,,,
player,201009120nwe,nwe,PryoMy99,tackles_loss,0,,,,,
player,201009120nwe,nwe,PryoMy99,qb_hits,1,,,,,
player,201009120nwe,nwe,PryoMy99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,PryoMy99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,PryoMy99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,PryoMy99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,ChunPa99,def_int,0,,,,,
player,201009120nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201009120nwe,nwe,ChunPa99,def_int_td,0,,,,,
player,201009120nwe,nwe,ChunPa99,def_int_long,0,,,,,
player,201009120nwe,nwe,ChunPa99,pass_defended,0,,,,,
player,201009120nwe,nwe,ChunPa99,sacks,0.0,,,,,
player,201009120nwe,nwe,ChunPa99,tackles_combined,16,,,,,
player,201009120nwe,nwe,ChunPa99,tackles_solo,12,,,,,
player,201009120nwe,nwe,ChunPa99,tackles_assists,4,,,,,
player,201009120nwe,nwe,ChunPa99,tackles_loss,1,,,,,
player,201009120nwe,nwe,ChunPa99,qb_hits,0,,,,,
player,201009120nwe,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,MayoJe99,def_int,0,,,,,
player,201009120nwe,nwe,MayoJe99,def_int_yds,0,,,,,
player,201009120nwe,nwe,MayoJe99,def_int_td,0,,,,,
player,201009120nwe,nwe,MayoJe99,def_int_long,0,,,,,
player,201009120nwe,nwe,MayoJe99,pass_defended,0,,,,,
player,201009120nwe,nwe,MayoJe99,sacks,0.0,,,,,
player,201009120nwe,nwe,MayoJe99,tackles_combined,13,,,,,
player,201009120nwe,nwe,MayoJe99,tackles_solo,8,,,,,
player,201009120nwe,nwe,MayoJe99,tackles_assists,5,,,,,
player,201009120nwe,nwe,MayoJe99,tackles_loss,1,,,,,
player,201009120nwe,nwe,MayoJe99,qb_hits,0,,,,,
player,201009120nwe,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,ButlDa99,def_int,0,,,,,
player,201009120nwe,nwe,ButlDa99,def_int_yds,0,,,,,
player,201009120nwe,nwe,ButlDa99,def_int_td,0,,,,,
player,201009120nwe,nwe,ButlDa99,def_int_long,0,,,,,
player,201009120nwe,nwe,ButlDa99,pass_defended,1,,,,,
player,201009120nwe,nwe,ButlDa99,sacks,0.0,,,,,
player,201009120nwe,nwe,ButlDa99,tackles_combined,8,,,,,
player,201009120nwe,nwe,ButlDa99,tackles_solo,8,,,,,
player,201009120nwe,nwe,ButlDa99,tackles_assists,0,,,,,
player,201009120nwe,nwe,ButlDa99,tackles_loss,0,,,,,
player,201009120nwe,nwe,ButlDa99,qb_hits,0,,,,,
player,201009120nwe,nwe,ButlDa99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,ButlDa99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,ButlDa99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,ButlDa99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,MeriBr99,def_int,0,,,,,
player,201009120nwe,nwe,MeriBr99,def_int_yds,0,,,,,
player,201009120nwe,nwe,MeriBr99,def_int_td,0,,,,,
player,201009120nwe,nwe,MeriBr99,def_int_long,0,,,,,
player,201009120nwe,nwe,MeriBr99,pass_defended,0,,,,,
player,201009120nwe,nwe,MeriBr99,sacks,0.0,,,,,
player,201009120nwe,nwe,MeriBr99,tackles_combined,6,,,,,
player,201009120nwe,nwe,MeriBr99,tackles_solo,3,,,,,
player,201009120nwe,nwe,MeriBr99,tackles_assists,3,,,,,
player,201009120nwe,nwe,MeriBr99,tackles_loss,0,,,,,
player,201009120nwe,nwe,MeriBr99,qb_hits,0,,,,,
player,201009120nwe,nwe,MeriBr99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,MeriBr99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,MeriBr99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,MeriBr99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,WilhJo99,def_int,0,,,,,
player,201009120nwe,nwe,WilhJo99,def_int_yds,0,,,,,
player,201009120nwe,nwe,WilhJo99,def_int_td,0,,,,,
player,201009120nwe,nwe,WilhJo99,def_int_long,0,,,,,
player,201009120nwe,nwe,WilhJo99,pass_defended,1,,,,,
player,201009120nwe,nwe,WilhJo99,sacks,0.0,,,,,
player,201009120nwe,nwe,WilhJo99,tackles_combined,6,,,,,
player,201009120nwe,nwe,WilhJo99,tackles_solo,6,,,,,
player,201009120nwe,nwe,WilhJo99,tackles_assists,0,,,,,
player,201009120nwe,nwe,WilhJo99,tackles_loss,0,,,,,
player,201009120nwe,nwe,WilhJo99,qb_hits,0,,,,,
player,201009120nwe,nwe,WilhJo99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,WilhJo99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,WilhJo99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,WilhJo99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,McCoDe99,def_int,0,,,,,
player,201009120nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201009120nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201009120nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201009120nwe,nwe,McCoDe99,pass_defended,1,,,,,
player,201009120nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201009120nwe,nwe,McCoDe99,tackles_combined,5,,,,,
player,201009120nwe,nwe,McCoDe99,tackles_solo,5,,,,,
player,201009120nwe,nwe,McCoDe99,tackles_assists,0,,,,,
player,201009120nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201009120nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201009120nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,SandJa21,def_int,0,,,,,
player,201009120nwe,nwe,SandJa21,def_int_yds,0,,,,,
player,201009120nwe,nwe,SandJa21,def_int_td,0,,,,,
player,201009120nwe,nwe,SandJa21,def_int_long,0,,,,,
player,201009120nwe,nwe,SandJa21,pass_defended,0,,,,,
player,201009120nwe,nwe,SandJa21,sacks,0.0,,,,,
player,201009120nwe,nwe,SandJa21,tackles_combined,5,,,,,
player,201009120nwe,nwe,SandJa21,tackles_solo,4,,,,,
player,201009120nwe,nwe,SandJa21,tackles_assists,1,,,,,
player,201009120nwe,nwe,SandJa21,tackles_loss,0,,,,,
player,201009120nwe,nwe,SandJa21,qb_hits,0,,,,,
player,201009120nwe,nwe,SandJa21,fumbles_rec,0,,,,,
player,201009120nwe,nwe,SandJa21,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,SandJa21,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,SandJa21,fumbles_forced,1,,,,,
player,201009120nwe,nwe,NinkRo20,def_int,0,,,,,
player,201009120nwe,nwe,NinkRo20,def_int_yds,0,,,,,
player,201009120nwe,nwe,NinkRo20,def_int_td,0,,,,,
player,201009120nwe,nwe,NinkRo20,def_int_long,0,,,,,
player,201009120nwe,nwe,NinkRo20,pass_defended,0,,,,,
player,201009120nwe,nwe,NinkRo20,sacks,0.0,,,,,
player,201009120nwe,nwe,NinkRo20,tackles_combined,4,,,,,
