game,2010,11,20101121,201011210phi,nyg,"New York Giants",17,phi,"Philadelphia Eagles",27
team,201011210phi,nyg,First Downs,13,,,,,,
team,201011210phi,phi,First Downs,17,,,,,,
team,201011210phi,nyg,Rush-Yds-TDs,19-61-0,,,,,,
team,201011210phi,phi,Rush-Yds-TDs,26-148-2,,,,,,
team,201011210phi,nyg,Cmp-Att-Yd-TD-INT,20-33-147-2-3,,,,,,
team,201011210phi,phi,Cmp-Att-Yd-TD-INT,24-38-258-0-0,,,,,,
team,201011210phi,nyg,Sacked-Yards,0-0,,,,,,
team,201011210phi,phi,Sacked-Yards,3-14,,,,,,
team,201011210phi,nyg,Net Pass Yards,147,,,,,,
team,201011210phi,phi,Net Pass Yards,244,,,,,,
team,201011210phi,nyg,Total Yards,208,,,,,,
team,201011210phi,phi,Total Yards,392,,,,,,
team,201011210phi,nyg,Fumbles-Lost,4-2,,,,,,
team,201011210phi,phi,Fumbles-Lost,4-2,,,,,,
team,201011210phi,nyg,Turnovers,5,,,,,,
team,201011210phi,phi,Turnovers,2,,,,,,
team,201011210phi,nyg,Penalties-Yards,6-54,,,,,,
team,201011210phi,phi,Penalties-Yards,10-119,,,,,,
team,201011210phi,nyg,Third Down Conv.,5-11,,,,,,
team,201011210phi,phi,Third Down Conv.,3-14,,,,,,
team,201011210phi,nyg,Fourth Down Conv.,0-1,,,,,,
team,201011210phi,phi,Fourth Down Conv.,2-2,,,,,,
team,201011210phi,nyg,Time of Possession,25:56,,,,,,
team,201011210phi,phi,Time of Possession,34:04,,,,,,
player,201011210phi,nyg,MannEl00,pass_cmp,20,,,,,
player,201011210phi,nyg,MannEl00,pass_att,33,,,,,
player,201011210phi,nyg,MannEl00,pass_yds,147,,,,,
player,201011210phi,nyg,MannEl00,pass_td,2,,,,,
player,201011210phi,nyg,MannEl00,pass_int,3,,,,,
player,201011210phi,nyg,MannEl00,pass_sacked,0,,,,,
player,201011210phi,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201011210phi,nyg,MannEl00,pass_long,22,,,,,
player,201011210phi,nyg,MannEl00,pass_rating,53.5,,,,,
player,201011210phi,nyg,MannEl00,rush_att,2,,,,,
player,201011210phi,nyg,MannEl00,rush_yds,22,,,,,
player,201011210phi,nyg,MannEl00,rush_td,0,,,,,
player,201011210phi,nyg,MannEl00,rush_long,16,,,,,
player,201011210phi,nyg,MannEl00,targets,0,,,,,
player,201011210phi,nyg,MannEl00,rec,0,,,,,
player,201011210phi,nyg,MannEl00,rec_yds,0,,,,,
player,201011210phi,nyg,MannEl00,rec_td,0,,,,,
player,201011210phi,nyg,MannEl00,rec_long,0,,,,,
player,201011210phi,nyg,MannEl00,fumbles,1,,,,,
player,201011210phi,nyg,MannEl00,fumbles_lost,1,,,,,
player,201011210phi,nyg,BradAh00,pass_cmp,0,,,,,
player,201011210phi,nyg,BradAh00,pass_att,0,,,,,
player,201011210phi,nyg,BradAh00,pass_yds,0,,,,,
player,201011210phi,nyg,BradAh00,pass_td,0,,,,,
player,201011210phi,nyg,BradAh00,pass_int,0,,,,,
player,201011210phi,nyg,BradAh00,pass_sacked,,,,,,
player,201011210phi,nyg,BradAh00,pass_sacked_yds,,,,,,
player,201011210phi,nyg,BradAh00,pass_long,0,,,,,
player,201011210phi,nyg,BradAh00,pass_rating,,,,,,
player,201011210phi,nyg,BradAh00,rush_att,12,,,,,
player,201011210phi,nyg,BradAh00,rush_yds,29,,,,,
player,201011210phi,nyg,BradAh00,rush_td,0,,,,,
player,201011210phi,nyg,BradAh00,rush_long,17,,,,,
player,201011210phi,nyg,BradAh00,targets,2,,,,,
player,201011210phi,nyg,BradAh00,rec,2,,,,,
player,201011210phi,nyg,BradAh00,rec_yds,-5,,,,,
player,201011210phi,nyg,BradAh00,rec_td,0,,,,,
player,201011210phi,nyg,BradAh00,rec_long,2,,,,,
player,201011210phi,nyg,BradAh00,fumbles,1,,,,,
player,201011210phi,nyg,BradAh00,fumbles_lost,1,,,,,
player,201011210phi,nyg,JacoBr00,pass_cmp,0,,,,,
player,201011210phi,nyg,JacoBr00,pass_att,0,,,,,
player,201011210phi,nyg,JacoBr00,pass_yds,0,,,,,
player,201011210phi,nyg,JacoBr00,pass_td,0,,,,,
player,201011210phi,nyg,JacoBr00,pass_int,0,,,,,
player,201011210phi,nyg,JacoBr00,pass_sacked,,,,,,
player,201011210phi,nyg,JacoBr00,pass_sacked_yds,,,,,,
player,201011210phi,nyg,JacoBr00,pass_long,0,,,,,
player,201011210phi,nyg,JacoBr00,pass_rating,,,,,,
player,201011210phi,nyg,JacoBr00,rush_att,5,,,,,
player,201011210phi,nyg,JacoBr00,rush_yds,10,,,,,
player,201011210phi,nyg,JacoBr00,rush_td,0,,,,,
player,201011210phi,nyg,JacoBr00,rush_long,6,,,,,
player,201011210phi,nyg,JacoBr00,targets,2,,,,,
player,201011210phi,nyg,JacoBr00,rec,1,,,,,
player,201011210phi,nyg,JacoBr00,rec_yds,22,,,,,
player,201011210phi,nyg,JacoBr00,rec_td,0,,,,,
player,201011210phi,nyg,JacoBr00,rec_long,22,,,,,
player,201011210phi,nyg,JacoBr00,fumbles,0,,,,,
player,201011210phi,nyg,JacoBr00,fumbles_lost,,,,,,
player,201011210phi,nyg,NickHa01,pass_cmp,0,,,,,
player,201011210phi,nyg,NickHa01,pass_att,0,,,,,
player,201011210phi,nyg,NickHa01,pass_yds,0,,,,,
player,201011210phi,nyg,NickHa01,pass_td,0,,,,,
player,201011210phi,nyg,NickHa01,pass_int,0,,,,,
player,201011210phi,nyg,NickHa01,pass_sacked,,,,,,
player,201011210phi,nyg,NickHa01,pass_sacked_yds,,,,,,
player,201011210phi,nyg,NickHa01,pass_long,0,,,,,
player,201011210phi,nyg,NickHa01,pass_rating,,,,,,
player,201011210phi,nyg,NickHa01,rush_att,0,,,,,
player,201011210phi,nyg,NickHa01,rush_yds,0,,,,,
player,201011210phi,nyg,NickHa01,rush_td,0,,,,,
player,201011210phi,nyg,NickHa01,rush_long,0,,,,,
player,201011210phi,nyg,NickHa01,targets,9,,,,,
player,201011210phi,nyg,NickHa01,rec,6,,,,,
player,201011210phi,nyg,NickHa01,rec_yds,65,,,,,
player,201011210phi,nyg,NickHa01,rec_td,0,,,,,
player,201011210phi,nyg,NickHa01,rec_long,18,,,,,
player,201011210phi,nyg,NickHa01,fumbles,1,,,,,
player,201011210phi,nyg,NickHa01,fumbles_lost,0,,,,,
player,201011210phi,nyg,MannMa01,pass_cmp,0,,,,,
player,201011210phi,nyg,MannMa01,pass_att,0,,,,,
player,201011210phi,nyg,MannMa01,pass_yds,0,,,,,
player,201011210phi,nyg,MannMa01,pass_td,0,,,,,
player,201011210phi,nyg,MannMa01,pass_int,0,,,,,
player,201011210phi,nyg,MannMa01,pass_sacked,,,,,,
player,201011210phi,nyg,MannMa01,pass_sacked_yds,,,,,,
player,201011210phi,nyg,MannMa01,pass_long,0,,,,,
player,201011210phi,nyg,MannMa01,pass_rating,,,,,,
player,201011210phi,nyg,MannMa01,rush_att,0,,,,,
player,201011210phi,nyg,MannMa01,rush_yds,0,,,,,
player,201011210phi,nyg,MannMa01,rush_td,0,,,,,
player,201011210phi,nyg,MannMa01,rush_long,0,,,,,
player,201011210phi,nyg,MannMa01,targets,3,,,,,
player,201011210phi,nyg,MannMa01,rec,3,,,,,
player,201011210phi,nyg,MannMa01,rec_yds,24,,,,,
player,201011210phi,nyg,MannMa01,rec_td,0,,,,,
player,201011210phi,nyg,MannMa01,rec_long,10,,,,,
player,201011210phi,nyg,MannMa01,fumbles,0,,,,,
player,201011210phi,nyg,MannMa01,fumbles_lost,,,,,,
player,201011210phi,nyg,BossKe00,pass_cmp,0,,,,,
player,201011210phi,nyg,BossKe00,pass_att,0,,,,,
player,201011210phi,nyg,BossKe00,pass_yds,0,,,,,
player,201011210phi,nyg,BossKe00,pass_td,0,,,,,
player,201011210phi,nyg,BossKe00,pass_int,0,,,,,
player,201011210phi,nyg,BossKe00,pass_sacked,,,,,,
