game,2010,1,20100912,201009120oti,rai,"Oakland Raiders",13,oti,"Tennessee Titans",38
player,201009120oti,rai,ShauMa99,def_int_td,0,,,,,
player,201009120oti,rai,ShauMa99,def_int_long,0,,,,,
player,201009120oti,rai,ShauMa99,pass_defended,0,,,,,
player,201009120oti,rai,ShauMa99,sacks,1.0,,,,,
player,201009120oti,rai,ShauMa99,tackles_combined,3,,,,,
player,201009120oti,rai,ShauMa99,tackles_solo,3,,,,,
player,201009120oti,rai,ShauMa99,tackles_assists,0,,,,,
player,201009120oti,rai,ShauMa99,tackles_loss,1,,,,,
player,201009120oti,rai,ShauMa99,qb_hits,1,,,,,
player,201009120oti,rai,ShauMa99,fumbles_rec,0,,,,,
player,201009120oti,rai,ShauMa99,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,ShauMa99,fumbles_rec_td,0,,,,,
player,201009120oti,rai,ShauMa99,fumbles_forced,0,,,,,
player,201009120oti,rai,BranTy99,def_int,0,,,,,
player,201009120oti,rai,BranTy99,def_int_yds,0,,,,,
player,201009120oti,rai,BranTy99,def_int_td,0,,,,,
player,201009120oti,rai,BranTy99,def_int_long,0,,,,,
player,201009120oti,rai,BranTy99,pass_defended,0,,,,,
player,201009120oti,rai,BranTy99,sacks,0.0,,,,,
player,201009120oti,rai,BranTy99,tackles_combined,9,,,,,
player,201009120oti,rai,BranTy99,tackles_solo,7,,,,,
player,201009120oti,rai,BranTy99,tackles_assists,2,,,,,
player,201009120oti,rai,BranTy99,tackles_loss,1,,,,,
player,201009120oti,rai,BranTy99,qb_hits,0,,,,,
player,201009120oti,rai,BranTy99,fumbles_rec,0,,,,,
player,201009120oti,rai,BranTy99,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,BranTy99,fumbles_rec_td,0,,,,,
player,201009120oti,rai,BranTy99,fumbles_forced,0,,,,,
player,201009120oti,rai,GrovQu99,def_int,0,,,,,
player,201009120oti,rai,GrovQu99,def_int_yds,0,,,,,
player,201009120oti,rai,GrovQu99,def_int_td,0,,,,,
player,201009120oti,rai,GrovQu99,def_int_long,0,,,,,
player,201009120oti,rai,GrovQu99,pass_defended,0,,,,,
player,201009120oti,rai,GrovQu99,sacks,0.0,,,,,
player,201009120oti,rai,GrovQu99,tackles_combined,6,,,,,
player,201009120oti,rai,GrovQu99,tackles_solo,5,,,,,
player,201009120oti,rai,GrovQu99,tackles_assists,1,,,,,
player,201009120oti,rai,GrovQu99,tackles_loss,1,,,,,
player,201009120oti,rai,GrovQu99,qb_hits,0,,,,,
player,201009120oti,rai,GrovQu99,fumbles_rec,0,,,,,
player,201009120oti,rai,GrovQu99,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,GrovQu99,fumbles_rec_td,0,,,,,
player,201009120oti,rai,GrovQu99,fumbles_forced,0,,,,,
player,201009120oti,rai,McClRo00,def_int,0,,,,,
player,201009120oti,rai,McClRo00,def_int_yds,0,,,,,
player,201009120oti,rai,McClRo00,def_int_td,0,,,,,
player,201009120oti,rai,McClRo00,def_int_long,0,,,,,
player,201009120oti,rai,McClRo00,pass_defended,0,,,,,
player,201009120oti,rai,McClRo00,sacks,0.0,,,,,
player,201009120oti,rai,McClRo00,tackles_combined,6,,,,,
player,201009120oti,rai,McClRo00,tackles_solo,4,,,,,
player,201009120oti,rai,McClRo00,tackles_assists,2,,,,,
player,201009120oti,rai,McClRo00,tackles_loss,0,,,,,
player,201009120oti,rai,McClRo00,qb_hits,0,,,,,
player,201009120oti,rai,McClRo00,fumbles_rec,0,,,,,
player,201009120oti,rai,McClRo00,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,McClRo00,fumbles_rec_td,0,,,,,
player,201009120oti,rai,McClRo00,fumbles_forced,0,,,,,
player,201009120oti,rai,HendJo99,def_int,0,,,,,
player,201009120oti,rai,HendJo99,def_int_yds,0,,,,,
player,201009120oti,rai,HendJo99,def_int_td,0,,,,,
player,201009120oti,rai,HendJo99,def_int_long,0,,,,,
player,201009120oti,rai,HendJo99,pass_defended,0,,,,,
player,201009120oti,rai,HendJo99,sacks,0.0,,,,,
player,201009120oti,rai,HendJo99,tackles_combined,5,,,,,
player,201009120oti,rai,HendJo99,tackles_solo,4,,,,,
player,201009120oti,rai,HendJo99,tackles_assists,1,,,,,
player,201009120oti,rai,HendJo99,tackles_loss,0,,,,,
player,201009120oti,rai,HendJo99,qb_hits,0,,,,,
player,201009120oti,rai,HendJo99,fumbles_rec,0,,,,,
player,201009120oti,rai,HendJo99,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,HendJo99,fumbles_rec_td,0,,,,,
player,201009120oti,rai,HendJo99,fumbles_forced,0,,,,,
player,201009120oti,rai,RoutSt20,def_int,0,,,,,
player,201009120oti,rai,RoutSt20,def_int_yds,0,,,,,
player,201009120oti,rai,RoutSt20,def_int_td,0,,,,,
player,201009120oti,rai,RoutSt20,def_int_long,0,,,,,
player,201009120oti,rai,RoutSt20,pass_defended,1,,,,,
player,201009120oti,rai,RoutSt20,sacks,0.0,,,,,
player,201009120oti,rai,RoutSt20,tackles_combined,5,,,,,
player,201009120oti,rai,RoutSt20,tackles_solo,3,,,,,
player,201009120oti,rai,RoutSt20,tackles_assists,2,,,,,
player,201009120oti,rai,RoutSt20,tackles_loss,0,,,,,
player,201009120oti,rai,RoutSt20,qb_hits,0,,,,,
player,201009120oti,rai,RoutSt20,fumbles_rec,0,,,,,
player,201009120oti,rai,RoutSt20,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,RoutSt20,fumbles_rec_td,0,,,,,
player,201009120oti,rai,RoutSt20,fumbles_forced,0,,,,,
player,201009120oti,rai,SeymRi00,def_int,0,,,,,
player,201009120oti,rai,SeymRi00,def_int_yds,0,,,,,
player,201009120oti,rai,SeymRi00,def_int_td,0,,,,,
player,201009120oti,rai,SeymRi00,def_int_long,0,,,,,
player,201009120oti,rai,SeymRi00,pass_defended,0,,,,,
player,201009120oti,rai,SeymRi00,sacks,0.0,,,,,
player,201009120oti,rai,SeymRi00,tackles_combined,5,,,,,
player,201009120oti,rai,SeymRi00,tackles_solo,4,,,,,
player,201009120oti,rai,SeymRi00,tackles_assists,1,,,,,
player,201009120oti,rai,SeymRi00,tackles_loss,0,,,,,
player,201009120oti,rai,SeymRi00,qb_hits,0,,,,,
player,201009120oti,rai,SeymRi00,fumbles_rec,1,,,,,
player,201009120oti,rai,SeymRi00,fumbles_rec_yds,13,,,,,
player,201009120oti,rai,SeymRi00,fumbles_rec_td,0,,,,,
player,201009120oti,rai,SeymRi00,fumbles_forced,0,,,,,
player,201009120oti,rai,HuffMi20,def_int,0,,,,,
player,201009120oti,rai,HuffMi20,def_int_yds,0,,,,,
player,201009120oti,rai,HuffMi20,def_int_td,0,,,,,
player,201009120oti,rai,HuffMi20,def_int_long,0,,,,,
player,201009120oti,rai,HuffMi20,pass_defended,0,,,,,
player,201009120oti,rai,HuffMi20,sacks,0.0,,,,,
player,201009120oti,rai,HuffMi20,tackles_combined,4,,,,,
player,201009120oti,rai,HuffMi20,tackles_solo,4,,,,,
player,201009120oti,rai,HuffMi20,tackles_assists,0,,,,,
player,201009120oti,rai,HuffMi20,tackles_loss,2,,,,,
player,201009120oti,rai,HuffMi20,qb_hits,0,,,,,
player,201009120oti,rai,HuffMi20,fumbles_rec,0,,,,,
player,201009120oti,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201009120oti,rai,HuffMi20,fumbles_forced,0,,,,,
player,201009120oti,rai,EugeHi99,def_int,0,,,,,
player,201009120oti,rai,EugeHi99,def_int_yds,0,,,,,
player,201009120oti,rai,EugeHi99,def_int_td,0,,,,,
player,201009120oti,rai,EugeHi99,def_int_long,0,,,,,
player,201009120oti,rai,EugeHi99,pass_defended,0,,,,,
player,201009120oti,rai,EugeHi99,sacks,0.0,,,,,
player,201009120oti,rai,EugeHi99,tackles_combined,3,,,,,
player,201009120oti,rai,EugeHi99,tackles_solo,3,,,,,
player,201009120oti,rai,EugeHi99,tackles_assists,0,,,,,
player,201009120oti,rai,EugeHi99,tackles_loss,0,,,,,
player,201009120oti,rai,EugeHi99,qb_hits,0,,,,,
player,201009120oti,rai,EugeHi99,fumbles_rec,0,,,,,
player,201009120oti,rai,EugeHi99,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,EugeHi99,fumbles_rec_td,0,,,,,
player,201009120oti,rai,EugeHi99,fumbles_forced,0,,,,,
player,201009120oti,rai,HousLa99,def_int,0,,,,,
player,201009120oti,rai,HousLa99,def_int_yds,0,,,,,
player,201009120oti,rai,HousLa99,def_int_td,0,,,,,
player,201009120oti,rai,HousLa99,def_int_long,0,,,,,
player,201009120oti,rai,HousLa99,pass_defended,0,,,,,
player,201009120oti,rai,HousLa99,sacks,0.0,,,,,
player,201009120oti,rai,HousLa99,tackles_combined,3,,,,,
player,201009120oti,rai,HousLa99,tackles_solo,2,,,,,
player,201009120oti,rai,HousLa99,tackles_assists,1,,,,,
player,201009120oti,rai,HousLa99,tackles_loss,0,,,,,
player,201009120oti,rai,HousLa99,qb_hits,0,,,,,
player,201009120oti,rai,HousLa99,fumbles_rec,0,,,,,
player,201009120oti,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201009120oti,rai,HousLa99,fumbles_forced,0,,,,,
player,201009120oti,rai,KellTo21,def_int,0,,,,,
player,201009120oti,rai,KellTo21,def_int_yds,0,,,,,
player,201009120oti,rai,KellTo21,def_int_td,0,,,,,
player,201009120oti,rai,KellTo21,def_int_long,0,,,,,
player,201009120oti,rai,KellTo21,pass_defended,0,,,,,
player,201009120oti,rai,KellTo21,sacks,0.0,,,,,
player,201009120oti,rai,KellTo21,tackles_combined,3,,,,,
player,201009120oti,rai,KellTo21,tackles_solo,1,,,,,
player,201009120oti,rai,KellTo21,tackles_assists,2,,,,,
player,201009120oti,rai,KellTo21,tackles_loss,0,,,,,
player,201009120oti,rai,KellTo21,qb_hits,0,,,,,
player,201009120oti,rai,KellTo21,fumbles_rec,0,,,,,
player,201009120oti,rai,KellTo21,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,KellTo21,fumbles_rec_td,0,,,,,
player,201009120oti,rai,KellTo21,fumbles_forced,0,,,,,
player,201009120oti,rai,CartRo01,def_int,0,,,,,
player,201009120oti,rai,CartRo01,def_int_yds,0,,,,,
player,201009120oti,rai,CartRo01,def_int_td,0,,,,,
player,201009120oti,rai,CartRo01,def_int_long,0,,,,,
player,201009120oti,rai,CartRo01,pass_defended,0,,,,,
player,201009120oti,rai,CartRo01,sacks,0.0,,,,,
player,201009120oti,rai,CartRo01,tackles_combined,2,,,,,
player,201009120oti,rai,CartRo01,tackles_solo,1,,,,,
player,201009120oti,rai,CartRo01,tackles_assists,1,,,,,
player,201009120oti,rai,CartRo01,tackles_loss,0,,,,,
player,201009120oti,rai,CartRo01,qb_hits,0,,,,,
player,201009120oti,rai,CartRo01,fumbles_rec,0,,,,,
player,201009120oti,rai,CartRo01,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,CartRo01,fumbles_rec_td,0,,,,,
player,201009120oti,rai,CartRo01,fumbles_forced,0,,,,,
player,201009120oti,rai,CondJo20,def_int,0,,,,,
player,201009120oti,rai,CondJo20,def_int_yds,0,,,,,
player,201009120oti,rai,CondJo20,def_int_td,0,,,,,
player,201009120oti,rai,CondJo20,def_int_long,0,,,,,
player,201009120oti,rai,CondJo20,pass_defended,0,,,,,
player,201009120oti,rai,CondJo20,sacks,0.0,,,,,
player,201009120oti,rai,CondJo20,tackles_combined,2,,,,,
player,201009120oti,rai,CondJo20,tackles_solo,2,,,,,
player,201009120oti,rai,CondJo20,tackles_assists,0,,,,,
player,201009120oti,rai,CondJo20,tackles_loss,0,,,,,
player,201009120oti,rai,CondJo20,qb_hits,0,,,,,
player,201009120oti,rai,CondJo20,fumbles_rec,0,,,,,
player,201009120oti,rai,CondJo20,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,CondJo20,fumbles_rec_td,0,,,,,
player,201009120oti,rai,CondJo20,fumbles_forced,0,,,,,
player,201009120oti,rai,ScotTr99,def_int,0,,,,,
player,201009120oti,rai,ScotTr99,def_int_yds,0,,,,,
player,201009120oti,rai,ScotTr99,def_int_td,0,,,,,
player,201009120oti,rai,ScotTr99,def_int_long,0,,,,,
player,201009120oti,rai,ScotTr99,pass_defended,1,,,,,
player,201009120oti,rai,ScotTr99,sacks,0.0,,,,,
player,201009120oti,rai,ScotTr99,tackles_combined,2,,,,,
player,201009120oti,rai,ScotTr99,tackles_solo,1,,,,,
player,201009120oti,rai,ScotTr99,tackles_assists,1,,,,,
player,201009120oti,rai,ScotTr99,tackles_loss,0,,,,,
player,201009120oti,rai,ScotTr99,qb_hits,0,,,,,
player,201009120oti,rai,ScotTr99,fumbles_rec,0,,,,,
player,201009120oti,rai,ScotTr99,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,ScotTr99,fumbles_rec_td,0,,,,,
player,201009120oti,rai,ScotTr99,fumbles_forced,0,,,,,
player,201009120oti,rai,AlfoJa99,def_int,0,,,,,
player,201009120oti,rai,AlfoJa99,def_int_yds,0,,,,,
player,201009120oti,rai,AlfoJa99,def_int_td,0,,,,,
player,201009120oti,rai,AlfoJa99,def_int_long,0,,,,,
player,201009120oti,rai,AlfoJa99,pass_defended,0,,,,,
player,201009120oti,rai,AlfoJa99,sacks,0.0,,,,,
player,201009120oti,rai,AlfoJa99,tackles_combined,1,,,,,
player,201009120oti,rai,AlfoJa99,tackles_solo,1,,,,,
player,201009120oti,rai,AlfoJa99,tackles_assists,0,,,,,
player,201009120oti,rai,AlfoJa99,tackles_loss,0,,,,,
player,201009120oti,rai,AlfoJa99,qb_hits,0,,,,,
player,201009120oti,rai,AlfoJa99,fumbles_rec,0,,,,,
player,201009120oti,rai,AlfoJa99,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,AlfoJa99,fumbles_rec_td,0,,,,,
player,201009120oti,rai,AlfoJa99,fumbles_forced,0,,,,,
player,201009120oti,rai,AsomNn20,def_int,0,,,,,
player,201009120oti,rai,AsomNn20,def_int_yds,0,,,,,
player,201009120oti,rai,AsomNn20,def_int_td,0,,,,,
player,201009120oti,rai,AsomNn20,def_int_long,0,,,,,
player,201009120oti,rai,AsomNn20,pass_defended,0,,,,,
player,201009120oti,rai,AsomNn20,sacks,0.0,,,,,
player,201009120oti,rai,AsomNn20,tackles_combined,1,,,,,
player,201009120oti,rai,AsomNn20,tackles_solo,1,,,,,
player,201009120oti,rai,AsomNn20,tackles_assists,0,,,,,
player,201009120oti,rai,AsomNn20,tackles_loss,0,,,,,
player,201009120oti,rai,AsomNn20,qb_hits,0,,,,,
player,201009120oti,rai,AsomNn20,fumbles_rec,0,,,,,
player,201009120oti,rai,AsomNn20,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,AsomNn20,fumbles_rec_td,0,,,,,
player,201009120oti,rai,AsomNn20,fumbles_forced,0,,,,,
player,201009120oti,rai,HowaTh20,def_int,0,,,,,
player,201009120oti,rai,HowaTh20,def_int_yds,0,,,,,
player,201009120oti,rai,HowaTh20,def_int_td,0,,,,,
player,201009120oti,rai,HowaTh20,def_int_long,0,,,,,
player,201009120oti,rai,HowaTh20,pass_defended,0,,,,,
player,201009120oti,rai,HowaTh20,sacks,0.0,,,,,
player,201009120oti,rai,HowaTh20,tackles_combined,1,,,,,
player,201009120oti,rai,HowaTh20,tackles_solo,1,,,,,
player,201009120oti,rai,HowaTh20,tackles_assists,0,,,,,
player,201009120oti,rai,HowaTh20,tackles_loss,0,,,,,
player,201009120oti,rai,HowaTh20,qb_hits,0,,,,,
player,201009120oti,rai,HowaTh20,fumbles_rec,0,,,,,
player,201009120oti,rai,HowaTh20,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,HowaTh20,fumbles_rec_td,0,,,,,
player,201009120oti,rai,HowaTh20,fumbles_forced,1,,,,,
player,201009120oti,rai,JohnCh26,def_int,0,,,,,
player,201009120oti,rai,JohnCh26,def_int_yds,0,,,,,
player,201009120oti,rai,JohnCh26,def_int_td,0,,,,,
player,201009120oti,rai,JohnCh26,def_int_long,0,,,,,
player,201009120oti,rai,JohnCh26,pass_defended,0,,,,,
player,201009120oti,rai,JohnCh26,sacks,0.0,,,,,
player,201009120oti,rai,JohnCh26,tackles_combined,1,,,,,
player,201009120oti,rai,JohnCh26,tackles_solo,1,,,,,
player,201009120oti,rai,JohnCh26,tackles_assists,0,,,,,
player,201009120oti,rai,JohnCh26,tackles_loss,0,,,,,
player,201009120oti,rai,JohnCh26,qb_hits,0,,,,,
player,201009120oti,rai,JohnCh26,fumbles_rec,0,,,,,
player,201009120oti,rai,JohnCh26,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,JohnCh26,fumbles_rec_td,0,,,,,
player,201009120oti,rai,JohnCh26,fumbles_forced,0,,,,,
player,201009120oti,rai,MitcMi99,def_int,0,,,,,
player,201009120oti,rai,MitcMi99,def_int_yds,0,,,,,
player,201009120oti,rai,MitcMi99,def_int_td,0,,,,,
player,201009120oti,rai,MitcMi99,def_int_long,0,,,,,
player,201009120oti,rai,MitcMi99,pass_defended,0,,,,,
player,201009120oti,rai,MitcMi99,sacks,0.0,,,,,
player,201009120oti,rai,MitcMi99,tackles_combined,1,,,,,
player,201009120oti,rai,MitcMi99,tackles_solo,0,,,,,
player,201009120oti,rai,MitcMi99,tackles_assists,1,,,,,
player,201009120oti,rai,MitcMi99,tackles_loss,0,,,,,
player,201009120oti,rai,MitcMi99,qb_hits,0,,,,,
player,201009120oti,rai,MitcMi99,fumbles_rec,0,,,,,
player,201009120oti,rai,MitcMi99,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,MitcMi99,fumbles_rec_td,0,,,,,
player,201009120oti,rai,MitcMi99,fumbles_forced,0,,,,,
player,201009120oti,rai,WillSa22,def_int,0,,,,,
player,201009120oti,rai,WillSa22,def_int_yds,0,,,,,
player,201009120oti,rai,WillSa22,def_int_td,0,,,,,
player,201009120oti,rai,WillSa22,def_int_long,0,,,,,
player,201009120oti,rai,WillSa22,pass_defended,0,,,,,
player,201009120oti,rai,WillSa22,sacks,0.0,,,,,
player,201009120oti,rai,WillSa22,tackles_combined,1,,,,,
player,201009120oti,rai,WillSa22,tackles_solo,0,,,,,
player,201009120oti,rai,WillSa22,tackles_assists,1,,,,,
player,201009120oti,rai,WillSa22,tackles_loss,0,,,,,
player,201009120oti,rai,WillSa22,qb_hits,0,,,,,
player,201009120oti,rai,WillSa22,fumbles_rec,0,,,,,
player,201009120oti,rai,WillSa22,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,WillSa22,fumbles_rec_td,0,,,,,
player,201009120oti,rai,WillSa22,fumbles_forced,0,,,,,
player,201009120oti,rai,BrowRi22,def_int,0,,,,,
player,201009120oti,rai,BrowRi22,def_int_yds,0,,,,,
player,201009120oti,rai,BrowRi22,def_int_td,0,,,,,
player,201009120oti,rai,BrowRi22,def_int_long,0,,,,,
player,201009120oti,rai,BrowRi22,pass_defended,0,,,,,
player,201009120oti,rai,BrowRi22,sacks,0.0,,,,,
player,201009120oti,rai,BrowRi22,tackles_combined,0,,,,,
player,201009120oti,rai,BrowRi22,tackles_solo,0,,,,,
player,201009120oti,rai,BrowRi22,tackles_assists,0,,,,,
player,201009120oti,rai,BrowRi22,tackles_loss,0,,,,,
player,201009120oti,rai,BrowRi22,qb_hits,0,,,,,
player,201009120oti,rai,BrowRi22,fumbles_rec,1,,,,,
player,201009120oti,rai,BrowRi22,fumbles_rec_yds,0,,,,,
player,201009120oti,rai,BrowRi22,fumbles_rec_td,0,,,,,
player,201009120oti,rai,BrowRi22,fumbles_forced,0,,,,,
player,201009120oti,oti,HopeCh21,def_int,1,,,,,
player,201009120oti,oti,HopeCh21,def_int_yds,32,,,,,
player,201009120oti,oti,HopeCh21,def_int_td,0,,,,,
player,201009120oti,oti,HopeCh21,def_int_long,32,,,,,
player,201009120oti,oti,HopeCh21,pass_defended,1,,,,,
player,201009120oti,oti,HopeCh21,sacks,0.0,,,,,
player,201009120oti,oti,HopeCh21,tackles_combined,5,,,,,
player,201009120oti,oti,HopeCh21,tackles_solo,4,,,,,
player,201009120oti,oti,HopeCh21,tackles_assists,1,,,,,
player,201009120oti,oti,HopeCh21,tackles_loss,0,,,,,
player,201009120oti,oti,HopeCh21,qb_hits,0,,,,,
player,201009120oti,oti,HopeCh21,fumbles_rec,0,,,,,
player,201009120oti,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201009120oti,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201009120oti,oti,HopeCh21,fumbles_forced,0,,,,,
player,201009120oti,oti,WithWi20,def_int,0,,,,,
player,201009120oti,oti,WithWi20,def_int_yds,0,,,,,
player,201009120oti,oti,WithWi20,def_int_td,0,,,,,
player,201009120oti,oti,WithWi20,def_int_long,0,,,,,
player,201009120oti,oti,WithWi20,pass_defended,0,,,,,
player,201009120oti,oti,WithWi20,sacks,1.0,,,,,
player,201009120oti,oti,WithWi20,tackles_combined,6,,,,,
player,201009120oti,oti,WithWi20,tackles_solo,6,,,,,
player,201009120oti,oti,WithWi20,tackles_assists,0,,,,,
player,201009120oti,oti,WithWi20,tackles_loss,1,,,,,
player,201009120oti,oti,WithWi20,qb_hits,1,,,,,
player,201009120oti,oti,WithWi20,fumbles_rec,0,,,,,
player,201009120oti,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201009120oti,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201009120oti,oti,WithWi20,fumbles_forced,0,,,,,
player,201009120oti,oti,BabiJa20,def_int,0,,,,,
player,201009120oti,oti,BabiJa20,def_int_yds,0,,,,,
player,201009120oti,oti,BabiJa20,def_int_td,0,,,,,
player,201009120oti,oti,BabiJa20,def_int_long,0,,,,,
player,201009120oti,oti,BabiJa20,pass_defended,0,,,,,
player,201009120oti,oti,BabiJa20,sacks,1.0,,,,,
player,201009120oti,oti,BabiJa20,tackles_combined,2,,,,,
player,201009120oti,oti,BabiJa20,tackles_solo,2,,,,,
player,201009120oti,oti,BabiJa20,tackles_assists,0,,,,,
player,201009120oti,oti,BabiJa20,tackles_loss,1,,,,,
player,201009120oti,oti,BabiJa20,qb_hits,1,,,,,
player,201009120oti,oti,BabiJa20,fumbles_rec,0,,,,,
player,201009120oti,oti,BabiJa20,fumbles_rec_yds,0,,,,,
player,201009120oti,oti,BabiJa20,fumbles_rec_td,0,,,,,
player,201009120oti,oti,BabiJa20,fumbles_forced,1,,,,,
player,201009120oti,oti,FordJa99,def_int,0,,,,,
player,201009120oti,oti,FordJa99,def_int_yds,0,,,,,
player,201009120oti,oti,FordJa99,def_int_td,0,,,,,
player,201009120oti,oti,FordJa99,def_int_long,0,,,,,
player,201009120oti,oti,FordJa99,pass_defended,0,,,,,
player,201009120oti,oti,FordJa99,sacks,1.0,,,,,
player,201009120oti,oti,FordJa99,tackles_combined,1,,,,,
player,201009120oti,oti,FordJa99,tackles_solo,1,,,,,
player,201009120oti,oti,FordJa99,tackles_assists,0,,,,,
player,201009120oti,oti,FordJa99,tackles_loss,0,,,,,
player,201009120oti,oti,FordJa99,qb_hits,2,,,,,
player,201009120oti,oti,FordJa99,fumbles_rec,0,,,,,
player,201009120oti,oti,FordJa99,fumbles_rec_yds,0,,,,,
player,201009120oti,oti,FordJa99,fumbles_rec_td,0,,,,,
player,201009120oti,oti,FordJa99,fumbles_forced,1,,,,,
player,201009120oti,oti,MorgDe99,def_int,0,,,,,
player,201009120oti,oti,MorgDe99,def_int_yds,0,,,,,
player,201009120oti,oti,MorgDe99,def_int_td,0,,,,,
player,201009120oti,oti,MorgDe99,def_int_long,0,,,,,
player,201009120oti,oti,MorgDe99,pass_defended,1,,,,,
player,201009120oti,oti,MorgDe99,sacks,1.0,,,,,
player,201009120oti,oti,MorgDe99,tackles_combined,1,,,,,
player,201009120oti,oti,MorgDe99,tackles_solo,1,,,,,
player,201009120oti,oti,MorgDe99,tackles_assists,0,,,,,
player,201009120oti,oti,MorgDe99,tackles_loss,0,,,,,
player,201009120oti,oti,MorgDe99,qb_hits,1,,,,,
player,201009120oti,oti,MorgDe99,fumbles_rec,0,,,,,
player,201009120oti,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201009120oti,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201009120oti,oti,MorgDe99,fumbles_forced,0,,,,,
player,201009120oti,oti,GrifMi99,def_int,0,,,,,
player,201009120oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201009120oti,oti,GrifMi99,def_int_td,0,,,,,
player,201009120oti,oti,GrifMi99,def_int_long,0,,,,,
player,201009120oti,oti,GrifMi99,pass_defended,1,,,,,
player,201009120oti,oti,GrifMi99,sacks,0.0,,,,,
player,201009120oti,oti,GrifMi99,tackles_combined,12,,,,,
player,201009120oti,oti,GrifMi99,tackles_solo,10,,,,,
player,201009120oti,oti,GrifMi99,tackles_assists,2,,,,,
player,201009120oti,oti,GrifMi99,tackles_loss,0,,,,,
player,201009120oti,oti,GrifMi99,qb_hits,0,,,,,
player,201009120oti,oti,GrifMi99,fumbles_rec,1,,,,,
player,201009120oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201009120oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201009120oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201009120oti,oti,McCoJa99,def_int,0,,,,,
player,201009120oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201009120oti,oti,McCoJa99,def_int_td,0,,,,,
player,201009120oti,oti,McCoJa99,def_int_long,0,,,,,
player,201009120oti,oti,McCoJa99,pass_defended,1,,,,,
player,201009120oti,oti,McCoJa99,sacks,0.0,,,,,
player,201009120oti,oti,McCoJa99,tackles_combined,8,,,,,
player,201009120oti,oti,McCoJa99,tackles_solo,3,,,,,
player,201009120oti,oti,McCoJa99,tackles_assists,5,,,,,
player,201009120oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201009120oti,oti,McCoJa99,qb_hits,0,,,,,
player,201009120oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201009120oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201009120oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201009120oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201009120oti,oti,TullSt20,def_int,0,,,,,
player,201009120oti,oti,TullSt20,def_int_yds,0,,,,,
player,201009120oti,oti,TullSt20,def_int_td,0,,,,,
player,201009120oti,oti,TullSt20,def_int_long,0,,,,,
player,201009120oti,oti,TullSt20,pass_defended,0,,,,,
player,201009120oti,oti,TullSt20,sacks,0.0,,,,,
player,201009120oti,oti,TullSt20,tackles_combined,7,,,,,
player,201009120oti,oti,TullSt20,tackles_solo,5,,,,,
player,201009120oti,oti,TullSt20,tackles_assists,2,,,,,
player,201009120oti,oti,TullSt20,tackles_loss,0,,,,,
player,201009120oti,oti,TullSt20,qb_hits,1,,,,,
player,201009120oti,oti,TullSt20,fumbles_rec,0,,,,,
player,201009120oti,oti,TullSt20,fumbles_rec_yds,0,,,,,
player,201009120oti,oti,TullSt20,fumbles_rec_td,0,,,,,
player,201009120oti,oti,TullSt20,fumbles_forced,0,,,,,
player,201009120oti,oti,FullVi20,def_int,0,,,,,
player,201009120oti,oti,FullVi20,def_int_yds,0,,,,,
player,201009120oti,oti,FullVi20,def_int_td,0,,,,,
player,201009120oti,oti,FullVi20,def_int_long,0,,,,,
player,201009120oti,oti,FullVi20,pass_defended,0,,,,,
player,201009120oti,oti,FullVi20,sacks,0.0,,,,,
player,201009120oti,oti,FullVi20,tackles_combined,6,,,,,
