game,2010,7,20101024,201010240tam,ram,"St. Louis Rams",17,tam,"Tampa Bay Buccaneers",18
player,201010240tam,ram,JackSt00,pass_att,0,,,,,
player,201010240tam,ram,JackSt00,pass_yds,0,,,,,
player,201010240tam,ram,JackSt00,pass_td,0,,,,,
player,201010240tam,ram,JackSt00,pass_int,0,,,,,
player,201010240tam,ram,JackSt00,pass_sacked,,,,,,
player,201010240tam,ram,JackSt00,pass_sacked_yds,,,,,,
player,201010240tam,ram,JackSt00,pass_long,0,,,,,
player,201010240tam,ram,JackSt00,pass_rating,,,,,,
player,201010240tam,ram,JackSt00,rush_att,22,,,,,
player,201010240tam,ram,JackSt00,rush_yds,110,,,,,
player,201010240tam,ram,JackSt00,rush_td,0,,,,,
player,201010240tam,ram,JackSt00,rush_long,18,,,,,
player,201010240tam,ram,JackSt00,targets,3,,,,,
player,201010240tam,ram,JackSt00,rec,2,,,,,
player,201010240tam,ram,JackSt00,rec_yds,35,,,,,
player,201010240tam,ram,JackSt00,rec_td,0,,,,,
player,201010240tam,ram,JackSt00,rec_long,14,,,,,
player,201010240tam,ram,JackSt00,fumbles,0,,,,,
player,201010240tam,ram,JackSt00,fumbles_lost,,,,,,
player,201010240tam,ram,AmenDa00,pass_cmp,0,,,,,
player,201010240tam,ram,AmenDa00,pass_att,0,,,,,
player,201010240tam,ram,AmenDa00,pass_yds,0,,,,,
player,201010240tam,ram,AmenDa00,pass_td,0,,,,,
player,201010240tam,ram,AmenDa00,pass_int,0,,,,,
player,201010240tam,ram,AmenDa00,pass_sacked,,,,,,
player,201010240tam,ram,AmenDa00,pass_sacked_yds,,,,,,
player,201010240tam,ram,AmenDa00,pass_long,0,,,,,
player,201010240tam,ram,AmenDa00,pass_rating,,,,,,
player,201010240tam,ram,AmenDa00,rush_att,1,,,,,
player,201010240tam,ram,AmenDa00,rush_yds,21,,,,,
player,201010240tam,ram,AmenDa00,rush_td,0,,,,,
player,201010240tam,ram,AmenDa00,rush_long,21,,,,,
player,201010240tam,ram,AmenDa00,targets,5,,,,,
player,201010240tam,ram,AmenDa00,rec,3,,,,,
player,201010240tam,ram,AmenDa00,rec_yds,29,,,,,
player,201010240tam,ram,AmenDa00,rec_td,1,,,,,
player,201010240tam,ram,AmenDa00,rec_long,18,,,,,
player,201010240tam,ram,AmenDa00,fumbles,0,,,,,
player,201010240tam,ram,AmenDa00,fumbles_lost,,,,,,
player,201010240tam,ram,DarbKe00,pass_cmp,0,,,,,
player,201010240tam,ram,DarbKe00,pass_att,0,,,,,
player,201010240tam,ram,DarbKe00,pass_yds,0,,,,,
player,201010240tam,ram,DarbKe00,pass_td,0,,,,,
player,201010240tam,ram,DarbKe00,pass_int,0,,,,,
player,201010240tam,ram,DarbKe00,pass_sacked,,,,,,
player,201010240tam,ram,DarbKe00,pass_sacked_yds,,,,,,
player,201010240tam,ram,DarbKe00,pass_long,0,,,,,
player,201010240tam,ram,DarbKe00,pass_rating,,,,,,
player,201010240tam,ram,DarbKe00,rush_att,4,,,,,
player,201010240tam,ram,DarbKe00,rush_yds,19,,,,,
player,201010240tam,ram,DarbKe00,rush_td,0,,,,,
player,201010240tam,ram,DarbKe00,rush_long,8,,,,,
player,201010240tam,ram,DarbKe00,targets,1,,,,,
player,201010240tam,ram,DarbKe00,rec,1,,,,,
player,201010240tam,ram,DarbKe00,rec_yds,19,,,,,
player,201010240tam,ram,DarbKe00,rec_td,0,,,,,
player,201010240tam,ram,DarbKe00,rec_long,19,,,,,
player,201010240tam,ram,DarbKe00,fumbles,0,,,,,
player,201010240tam,ram,DarbKe00,fumbles_lost,,,,,,
player,201010240tam,ram,TostKe00,pass_cmp,0,,,,,
player,201010240tam,ram,TostKe00,pass_att,0,,,,,
player,201010240tam,ram,TostKe00,pass_yds,0,,,,,
player,201010240tam,ram,TostKe00,pass_td,0,,,,,
player,201010240tam,ram,TostKe00,pass_int,0,,,,,
player,201010240tam,ram,TostKe00,pass_sacked,,,,,,
player,201010240tam,ram,TostKe00,pass_sacked_yds,,,,,,
player,201010240tam,ram,TostKe00,pass_long,0,,,,,
player,201010240tam,ram,TostKe00,pass_rating,,,,,,
player,201010240tam,ram,TostKe00,rush_att,2,,,,,
player,201010240tam,ram,TostKe00,rush_yds,7,,,,,
player,201010240tam,ram,TostKe00,rush_td,0,,,,,
player,201010240tam,ram,TostKe00,rush_long,4,,,,,
player,201010240tam,ram,TostKe00,targets,0,,,,,
player,201010240tam,ram,TostKe00,rec,0,,,,,
player,201010240tam,ram,TostKe00,rec_yds,0,,,,,
player,201010240tam,ram,TostKe00,rec_td,0,,,,,
player,201010240tam,ram,TostKe00,rec_long,0,,,,,
player,201010240tam,ram,TostKe00,fumbles,0,,,,,
player,201010240tam,ram,TostKe00,fumbles_lost,,,,,,
player,201010240tam,ram,KarnMi00,pass_cmp,0,,,,,
player,201010240tam,ram,KarnMi00,pass_att,0,,,,,
player,201010240tam,ram,KarnMi00,pass_yds,0,,,,,
player,201010240tam,ram,KarnMi00,pass_td,0,,,,,
player,201010240tam,ram,KarnMi00,pass_int,0,,,,,
player,201010240tam,ram,KarnMi00,pass_sacked,,,,,,
player,201010240tam,ram,KarnMi00,pass_sacked_yds,,,,,,
player,201010240tam,ram,KarnMi00,pass_long,0,,,,,
player,201010240tam,ram,KarnMi00,pass_rating,,,,,,
player,201010240tam,ram,KarnMi00,rush_att,1,,,,,
player,201010240tam,ram,KarnMi00,rush_yds,2,,,,,
player,201010240tam,ram,KarnMi00,rush_td,0,,,,,
player,201010240tam,ram,KarnMi00,rush_long,2,,,,,
player,201010240tam,ram,KarnMi00,targets,0,,,,,
player,201010240tam,ram,KarnMi00,rec,0,,,,,
player,201010240tam,ram,KarnMi00,rec_yds,0,,,,,
player,201010240tam,ram,KarnMi00,rec_td,0,,,,,
player,201010240tam,ram,KarnMi00,rec_long,0,,,,,
player,201010240tam,ram,KarnMi00,fumbles,0,,,,,
player,201010240tam,ram,KarnMi00,fumbles_lost,,,,,,
player,201010240tam,ram,HoomMi00,pass_cmp,0,,,,,
player,201010240tam,ram,HoomMi00,pass_att,0,,,,,
player,201010240tam,ram,HoomMi00,pass_yds,0,,,,,
player,201010240tam,ram,HoomMi00,pass_td,0,,,,,
player,201010240tam,ram,HoomMi00,pass_int,0,,,,,
player,201010240tam,ram,HoomMi00,pass_sacked,,,,,,
player,201010240tam,ram,HoomMi00,pass_sacked_yds,,,,,,
player,201010240tam,ram,HoomMi00,pass_long,0,,,,,
player,201010240tam,ram,HoomMi00,pass_rating,,,,,,
player,201010240tam,ram,HoomMi00,rush_att,0,,,,,
player,201010240tam,ram,HoomMi00,rush_yds,0,,,,,
player,201010240tam,ram,HoomMi00,rush_td,0,,,,,
player,201010240tam,ram,HoomMi00,rush_long,0,,,,,
player,201010240tam,ram,HoomMi00,targets,5,,,,,
player,201010240tam,ram,HoomMi00,rec,2,,,,,
player,201010240tam,ram,HoomMi00,rec_yds,12,,,,,
player,201010240tam,ram,HoomMi00,rec_td,1,,,,,
player,201010240tam,ram,HoomMi00,rec_long,10,,,,,
player,201010240tam,ram,HoomMi00,fumbles,0,,,,,
player,201010240tam,ram,HoomMi00,fumbles_lost,,,,,,
player,201010240tam,ram,GibsBr00,pass_cmp,0,,,,,
player,201010240tam,ram,GibsBr00,pass_att,0,,,,,
player,201010240tam,ram,GibsBr00,pass_yds,0,,,,,
player,201010240tam,ram,GibsBr00,pass_td,0,,,,,
player,201010240tam,ram,GibsBr00,pass_int,0,,,,,
player,201010240tam,ram,GibsBr00,pass_sacked,,,,,,
player,201010240tam,ram,GibsBr00,pass_sacked_yds,,,,,,
player,201010240tam,ram,GibsBr00,pass_long,0,,,,,
player,201010240tam,ram,GibsBr00,pass_rating,,,,,,
player,201010240tam,ram,GibsBr00,rush_att,0,,,,,
player,201010240tam,ram,GibsBr00,rush_yds,0,,,,,
player,201010240tam,ram,GibsBr00,rush_td,0,,,,,
player,201010240tam,ram,GibsBr00,rush_long,0,,,,,
player,201010240tam,ram,GibsBr00,targets,5,,,,,
player,201010240tam,ram,GibsBr00,rec,1,,,,,
player,201010240tam,ram,GibsBr00,rec_yds,11,,,,,
player,201010240tam,ram,GibsBr00,rec_td,0,,,,,
player,201010240tam,ram,GibsBr00,rec_long,11,,,,,
player,201010240tam,ram,GibsBr00,fumbles,0,,,,,
player,201010240tam,ram,GibsBr00,fumbles_lost,,,,,,
player,201010240tam,ram,RobiLa01,pass_cmp,0,,,,,
player,201010240tam,ram,RobiLa01,pass_att,0,,,,,
player,201010240tam,ram,RobiLa01,pass_yds,0,,,,,
player,201010240tam,ram,RobiLa01,pass_td,0,,,,,
player,201010240tam,ram,RobiLa01,pass_int,0,,,,,
player,201010240tam,ram,RobiLa01,pass_sacked,,,,,,
player,201010240tam,ram,RobiLa01,pass_sacked_yds,,,,,,
player,201010240tam,ram,RobiLa01,pass_long,0,,,,,
player,201010240tam,ram,RobiLa01,pass_rating,,,,,,
player,201010240tam,ram,RobiLa01,rush_att,0,,,,,
player,201010240tam,ram,RobiLa01,rush_yds,0,,,,,
player,201010240tam,ram,RobiLa01,rush_td,0,,,,,
player,201010240tam,ram,RobiLa01,rush_long,0,,,,,
player,201010240tam,ram,RobiLa01,targets,4,,,,,
player,201010240tam,ram,RobiLa01,rec,2,,,,,
player,201010240tam,ram,RobiLa01,rec_yds,9,,,,,
player,201010240tam,ram,RobiLa01,rec_td,0,,,,,
player,201010240tam,ram,RobiLa01,rec_long,7,,,,,
player,201010240tam,ram,RobiLa01,fumbles,0,,,,,
player,201010240tam,ram,RobiLa01,fumbles_lost,,,,,,
player,201010240tam,ram,AlexDa00,pass_cmp,0,,,,,
player,201010240tam,ram,AlexDa00,pass_att,0,,,,,
player,201010240tam,ram,AlexDa00,pass_yds,0,,,,,
player,201010240tam,ram,AlexDa00,pass_td,0,,,,,
player,201010240tam,ram,AlexDa00,pass_int,0,,,,,
player,201010240tam,ram,AlexDa00,pass_sacked,,,,,,
player,201010240tam,ram,AlexDa00,pass_sacked_yds,,,,,,
player,201010240tam,ram,AlexDa00,pass_long,0,,,,,
player,201010240tam,ram,AlexDa00,pass_rating,,,,,,
player,201010240tam,ram,AlexDa00,rush_att,0,,,,,
player,201010240tam,ram,AlexDa00,rush_yds,0,,,,,
player,201010240tam,ram,AlexDa00,rush_td,0,,,,,
player,201010240tam,ram,AlexDa00,rush_long,0,,,,,
player,201010240tam,ram,AlexDa00,targets,2,,,,,
player,201010240tam,ram,AlexDa00,rec,1,,,,,
player,201010240tam,ram,AlexDa00,rec_yds,6,,,,,
player,201010240tam,ram,AlexDa00,rec_td,0,,,,,
player,201010240tam,ram,AlexDa00,rec_long,6,,,,,
player,201010240tam,ram,AlexDa00,fumbles,0,,,,,
player,201010240tam,ram,AlexDa00,fumbles_lost,,,,,,
player,201010240tam,ram,FellDa00,pass_cmp,0,,,,,
player,201010240tam,ram,FellDa00,pass_att,0,,,,,
player,201010240tam,ram,FellDa00,pass_yds,0,,,,,
player,201010240tam,ram,FellDa00,pass_td,0,,,,,
player,201010240tam,ram,FellDa00,pass_int,0,,,,,
player,201010240tam,ram,FellDa00,pass_sacked,,,,,,
player,201010240tam,ram,FellDa00,pass_sacked_yds,,,,,,
player,201010240tam,ram,FellDa00,pass_long,0,,,,,
player,201010240tam,ram,FellDa00,pass_rating,,,,,,
player,201010240tam,ram,FellDa00,rush_att,0,,,,,
player,201010240tam,ram,FellDa00,rush_yds,0,,,,,
player,201010240tam,ram,FellDa00,rush_td,0,,,,,
player,201010240tam,ram,FellDa00,rush_long,0,,,,,
player,201010240tam,ram,FellDa00,targets,2,,,,,
player,201010240tam,ram,FellDa00,rec,1,,,,,
player,201010240tam,ram,FellDa00,rec_yds,5,,,,,
player,201010240tam,ram,FellDa00,rec_td,0,,,,,
player,201010240tam,ram,FellDa00,rec_long,5,,,,,
player,201010240tam,ram,FellDa00,fumbles,0,,,,,
player,201010240tam,ram,FellDa00,fumbles_lost,,,,,,
player,201010240tam,tam,FreeJo00,pass_cmp,23,,,,,
player,201010240tam,tam,FreeJo00,pass_att,40,,,,,
player,201010240tam,tam,FreeJo00,pass_yds,212,,,,,
player,201010240tam,tam,FreeJo00,pass_td,1,,,,,
player,201010240tam,tam,FreeJo00,pass_int,0,,,,,
player,201010240tam,tam,FreeJo00,pass_sacked,3,,,,,
player,201010240tam,tam,FreeJo00,pass_sacked_yds,23,,,,,
player,201010240tam,tam,FreeJo00,pass_long,21,,,,,
player,201010240tam,tam,FreeJo00,pass_rating,80.4,,,,,
player,201010240tam,tam,FreeJo00,rush_att,5,,,,,
player,201010240tam,tam,FreeJo00,rush_yds,40,,,,,
player,201010240tam,tam,FreeJo00,rush_td,0,,,,,
player,201010240tam,tam,FreeJo00,rush_long,16,,,,,
player,201010240tam,tam,FreeJo00,targets,0,,,,,
player,201010240tam,tam,FreeJo00,rec,0,,,,,
player,201010240tam,tam,FreeJo00,rec_yds,0,,,,,
player,201010240tam,tam,FreeJo00,rec_td,0,,,,,
player,201010240tam,tam,FreeJo00,rec_long,0,,,,,
player,201010240tam,tam,FreeJo00,fumbles,1,,,,,
player,201010240tam,tam,FreeJo00,fumbles_lost,0,,,,,
player,201010240tam,tam,BlouLe00,pass_cmp,0,,,,,
player,201010240tam,tam,BlouLe00,pass_att,0,,,,,
player,201010240tam,tam,BlouLe00,pass_yds,0,,,,,
player,201010240tam,tam,BlouLe00,pass_td,0,,,,,
player,201010240tam,tam,BlouLe00,pass_int,0,,,,,
player,201010240tam,tam,BlouLe00,pass_sacked,,,,,,
player,201010240tam,tam,BlouLe00,pass_sacked_yds,,,,,,
player,201010240tam,tam,BlouLe00,pass_long,0,,,,,
player,201010240tam,tam,BlouLe00,pass_rating,,,,,,
player,201010240tam,tam,BlouLe00,rush_att,11,,,,,
player,201010240tam,tam,BlouLe00,rush_yds,72,,,,,
player,201010240tam,tam,BlouLe00,rush_td,0,,,,,
player,201010240tam,tam,BlouLe00,rush_long,17,,,,,
player,201010240tam,tam,BlouLe00,targets,0,,,,,
player,201010240tam,tam,BlouLe00,rec,0,,,,,
player,201010240tam,tam,BlouLe00,rec_yds,0,,,,,
player,201010240tam,tam,BlouLe00,rec_td,0,,,,,
player,201010240tam,tam,BlouLe00,rec_long,0,,,,,
player,201010240tam,tam,BlouLe00,fumbles,0,,,,,
player,201010240tam,tam,BlouLe00,fumbles_lost,,,,,,
player,201010240tam,tam,WillCa02,pass_cmp,0,,,,,
player,201010240tam,tam,WillCa02,pass_att,0,,,,,
player,201010240tam,tam,WillCa02,pass_yds,0,,,,,
player,201010240tam,tam,WillCa02,pass_td,0,,,,,
player,201010240tam,tam,WillCa02,pass_int,0,,,,,
player,201010240tam,tam,WillCa02,pass_sacked,,,,,,
player,201010240tam,tam,WillCa02,pass_sacked_yds,,,,,,
player,201010240tam,tam,WillCa02,pass_long,0,,,,,
player,201010240tam,tam,WillCa02,pass_rating,,,,,,
player,201010240tam,tam,WillCa02,rush_att,4,,,,,
player,201010240tam,tam,WillCa02,rush_yds,12,,,,,
player,201010240tam,tam,WillCa02,rush_td,0,,,,,
player,201010240tam,tam,WillCa02,rush_long,10,,,,,
player,201010240tam,tam,WillCa02,targets,8,,,,,
player,201010240tam,tam,WillCa02,rec,8,,,,,
player,201010240tam,tam,WillCa02,rec_yds,34,,,,,
player,201010240tam,tam,WillCa02,rec_td,1,,,,,
player,201010240tam,tam,WillCa02,rec_long,9,,,,,
player,201010240tam,tam,WillCa02,fumbles,0,,,,,
player,201010240tam,tam,WillCa02,fumbles_lost,,,,,,
player,201010240tam,tam,WillMi04,pass_cmp,0,,,,,
player,201010240tam,tam,WillMi04,pass_att,0,,,,,
player,201010240tam,tam,WillMi04,pass_yds,0,,,,,
player,201010240tam,tam,WillMi04,pass_td,0,,,,,
player,201010240tam,tam,WillMi04,pass_int,0,,,,,
player,201010240tam,tam,WillMi04,pass_sacked,,,,,,
player,201010240tam,tam,WillMi04,pass_sacked_yds,,,,,,
player,201010240tam,tam,WillMi04,pass_long,0,,,,,
player,201010240tam,tam,WillMi04,pass_rating,,,,,,
player,201010240tam,tam,WillMi04,rush_att,0,,,,,
player,201010240tam,tam,WillMi04,rush_yds,0,,,,,
player,201010240tam,tam,WillMi04,rush_td,0,,,,,
player,201010240tam,tam,WillMi04,rush_long,0,,,,,
player,201010240tam,tam,WillMi04,targets,11,,,,,
player,201010240tam,tam,WillMi04,rec,5,,,,,
player,201010240tam,tam,WillMi04,rec_yds,82,,,,,
player,201010240tam,tam,WillMi04,rec_td,0,,,,,
player,201010240tam,tam,WillMi04,rec_long,21,,,,,
player,201010240tam,tam,WillMi04,fumbles,1,,,,,
player,201010240tam,tam,WillMi04,fumbles_lost,0,,,,,
player,201010240tam,tam,WinsKe01,pass_cmp,0,,,,,
player,201010240tam,tam,WinsKe01,pass_att,0,,,,,
player,201010240tam,tam,WinsKe01,pass_yds,0,,,,,
player,201010240tam,tam,WinsKe01,pass_td,0,,,,,
player,201010240tam,tam,WinsKe01,pass_int,0,,,,,
player,201010240tam,tam,WinsKe01,pass_sacked,,,,,,
player,201010240tam,tam,WinsKe01,pass_sacked_yds,,,,,,
player,201010240tam,tam,WinsKe01,pass_long,0,,,,,
player,201010240tam,tam,WinsKe01,pass_rating,,,,,,
player,201010240tam,tam,WinsKe01,rush_att,0,,,,,
player,201010240tam,tam,WinsKe01,rush_yds,0,,,,,
player,201010240tam,tam,WinsKe01,rush_td,0,,,,,
player,201010240tam,tam,WinsKe01,rush_long,0,,,,,
player,201010240tam,tam,WinsKe01,targets,10,,,,,
player,201010240tam,tam,WinsKe01,rec,5,,,,,
player,201010240tam,tam,WinsKe01,rec_yds,44,,,,,
player,201010240tam,tam,WinsKe01,rec_td,0,,,,,
player,201010240tam,tam,WinsKe01,rec_long,10,,,,,
player,201010240tam,tam,WinsKe01,fumbles,0,,,,,
player,201010240tam,tam,WinsKe01,fumbles_lost,,,,,,
player,201010240tam,tam,StroSa00,pass_cmp,0,,,,,
player,201010240tam,tam,StroSa00,pass_att,0,,,,,
player,201010240tam,tam,StroSa00,pass_yds,0,,,,,
player,201010240tam,tam,StroSa00,pass_td,0,,,,,
player,201010240tam,tam,StroSa00,pass_int,0,,,,,
player,201010240tam,tam,StroSa00,pass_sacked,,,,,,
player,201010240tam,tam,StroSa00,pass_sacked_yds,,,,,,
player,201010240tam,tam,StroSa00,pass_long,0,,,,,
player,201010240tam,tam,StroSa00,pass_rating,,,,,,
player,201010240tam,tam,StroSa00,rush_att,0,,,,,
player,201010240tam,tam,StroSa00,rush_yds,0,,,,,
player,201010240tam,tam,StroSa00,rush_td,0,,,,,
player,201010240tam,tam,StroSa00,rush_long,0,,,,,
player,201010240tam,tam,StroSa00,targets,3,,,,,
player,201010240tam,tam,StroSa00,rec,3,,,,,
player,201010240tam,tam,StroSa00,rec_yds,38,,,,,
player,201010240tam,tam,StroSa00,rec_td,0,,,,,
player,201010240tam,tam,StroSa00,rec_long,18,,,,,
player,201010240tam,tam,StroSa00,fumbles,0,,,,,
player,201010240tam,tam,StroSa00,fumbles_lost,,,,,,
player,201010240tam,tam,BennAr00,pass_cmp,0,,,,,
player,201010240tam,tam,BennAr00,pass_att,0,,,,,
player,201010240tam,tam,BennAr00,pass_yds,0,,,,,
player,201010240tam,tam,BennAr00,pass_td,0,,,,,
player,201010240tam,tam,BennAr00,pass_int,0,,,,,
player,201010240tam,tam,BennAr00,pass_sacked,,,,,,
player,201010240tam,tam,BennAr00,pass_sacked_yds,,,,,,
player,201010240tam,tam,BennAr00,pass_long,0,,,,,
player,201010240tam,tam,BennAr00,pass_rating,,,,,,
player,201010240tam,tam,BennAr00,rush_att,0,,,,,
player,201010240tam,tam,BennAr00,rush_yds,0,,,,,
player,201010240tam,tam,BennAr00,rush_td,0,,,,,
player,201010240tam,tam,BennAr00,rush_long,0,,,,,
player,201010240tam,tam,BennAr00,targets,2,,,,,
player,201010240tam,tam,BennAr00,rec,1,,,,,
player,201010240tam,tam,BennAr00,rec_yds,9,,,,,
player,201010240tam,tam,BennAr00,rec_td,0,,,,,
player,201010240tam,tam,BennAr00,rec_long,9,,,,,
player,201010240tam,tam,BennAr00,fumbles,0,,,,,
player,201010240tam,tam,BennAr00,fumbles_lost,,,,,,
player,201010240tam,tam,SpurMi00,pass_cmp,0,,,,,
player,201010240tam,tam,SpurMi00,pass_att,0,,,,,
player,201010240tam,tam,SpurMi00,pass_yds,0,,,,,
player,201010240tam,tam,SpurMi00,pass_td,0,,,,,
player,201010240tam,tam,SpurMi00,pass_int,0,,,,,
player,201010240tam,tam,SpurMi00,pass_sacked,0,,,,,
player,201010240tam,tam,SpurMi00,pass_sacked_yds,,,,,,
player,201010240tam,tam,SpurMi00,pass_long,0,,,,,
player,201010240tam,tam,SpurMi00,pass_rating,,,,,,
player,201010240tam,tam,SpurMi00,rush_att,0,,,,,
player,201010240tam,tam,SpurMi00,rush_yds,0,,,,,
player,201010240tam,tam,SpurMi00,rush_td,0,,,,,
player,201010240tam,tam,SpurMi00,rush_long,0,,,,,
player,201010240tam,tam,SpurMi00,targets,5,,,,,
player,201010240tam,tam,SpurMi00,rec,1,,,,,
player,201010240tam,tam,SpurMi00,rec_yds,5,,,,,
player,201010240tam,tam,SpurMi00,rec_td,0,,,,,
player,201010240tam,tam,SpurMi00,rec_long,5,,,,,
player,201010240tam,tam,SpurMi00,fumbles,0,,,,,
player,201010240tam,tam,SpurMi00,fumbles_lost,,,,,,
player,201010240tam,tam,LumpKr00,pass_cmp,0,,,,,
player,201010240tam,tam,LumpKr00,pass_att,0,,,,,
player,201010240tam,tam,LumpKr00,pass_yds,0,,,,,
player,201010240tam,tam,LumpKr00,pass_td,0,,,,,
player,201010240tam,tam,LumpKr00,pass_int,0,,,,,
player,201010240tam,tam,LumpKr00,pass_sacked,,,,,,
player,201010240tam,tam,LumpKr00,pass_sacked_yds,,,,,,
player,201010240tam,tam,LumpKr00,pass_long,0,,,,,
player,201010240tam,tam,LumpKr00,pass_rating,,,,,,
player,201010240tam,tam,LumpKr00,rush_att,1,,,,,
player,201010240tam,tam,LumpKr00,rush_yds,0,,,,,
player,201010240tam,tam,LumpKr00,rush_td,0,,,,,
player,201010240tam,tam,LumpKr00,rush_long,0,,,,,
player,201010240tam,tam,LumpKr00,targets,0,,,,,
player,201010240tam,tam,LumpKr00,rec,0,,,,,
player,201010240tam,tam,LumpKr00,rec_yds,0,,,,,
player,201010240tam,tam,LumpKr00,rec_td,0,,,,,
player,201010240tam,tam,LumpKr00,rec_long,0,,,,,
player,201010240tam,tam,LumpKr00,fumbles,0,,,,,
player,201010240tam,tam,LumpKr00,fumbles_lost,,,,,,
player,201010240tam,ram,AhYoC.00,def_int,0,,,,,
player,201010240tam,ram,AhYoC.00,def_int_yds,0,,,,,
player,201010240tam,ram,AhYoC.00,def_int_td,0,,,,,
player,201010240tam,ram,AhYoC.00,def_int_long,0,,,,,
player,201010240tam,ram,AhYoC.00,pass_defended,0,,,,,
player,201010240tam,ram,AhYoC.00,sacks,1.0,,,,,
player,201010240tam,ram,AhYoC.00,tackles_combined,4,,,,,
player,201010240tam,ram,AhYoC.00,tackles_solo,2,,,,,
player,201010240tam,ram,AhYoC.00,tackles_assists,2,,,,,
player,201010240tam,ram,AhYoC.00,tackles_loss,0,,,,,
player,201010240tam,ram,AhYoC.00,qb_hits,3,,,,,
player,201010240tam,ram,AhYoC.00,fumbles_rec,0,,,,,
player,201010240tam,ram,AhYoC.00,fumbles_rec_yds,0,,,,,
player,201010240tam,ram,AhYoC.00,fumbles_rec_td,0,,,,,
player,201010240tam,ram,AhYoC.00,fumbles_forced,0,,,,,
player,201010240tam,ram,LongCh99,def_int,0,,,,,
player,201010240tam,ram,LongCh99,def_int_yds,0,,,,,
player,201010240tam,ram,LongCh99,def_int_td,0,,,,,
player,201010240tam,ram,LongCh99,def_int_long,0,,,,,
player,201010240tam,ram,LongCh99,pass_defended,0,,,,,
player,201010240tam,ram,LongCh99,sacks,1.0,,,,,
player,201010240tam,ram,LongCh99,tackles_combined,2,,,,,
player,201010240tam,ram,LongCh99,tackles_solo,1,,,,,
player,201010240tam,ram,LongCh99,tackles_assists,1,,,,,
player,201010240tam,ram,LongCh99,tackles_loss,0,,,,,
player,201010240tam,ram,LongCh99,qb_hits,2,,,,,
player,201010240tam,ram,LongCh99,fumbles_rec,0,,,,,
player,201010240tam,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201010240tam,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201010240tam,ram,LongCh99,fumbles_forced,1,,,,,
player,201010240tam,ram,HallJa21,def_int,0,,,,,
player,201010240tam,ram,HallJa21,def_int_yds,0,,,,,
player,201010240tam,ram,HallJa21,def_int_td,0,,,,,
player,201010240tam,ram,HallJa21,def_int_long,0,,,,,
player,201010240tam,ram,HallJa21,pass_defended,0,,,,,
player,201010240tam,ram,HallJa21,sacks,0.5,,,,,
