game,2010,1,20100912,201009120ram,crd,"Arizona Cardinals",17,ram,"St. Louis Rams",13
team,201009120ram,crd,First Downs,21,,,,,,
team,201009120ram,ram,First Downs,20,,,,,,
team,201009120ram,crd,Rush-Yds-TDs,21-112-1,,,,,,
team,201009120ram,ram,Rush-Yds-TDs,24-85-0,,,,,,
team,201009120ram,crd,Cmp-Att-Yd-TD-INT,22-41-297-1-0,,,,,,
team,201009120ram,ram,Cmp-Att-Yd-TD-INT,32-55-253-1-3,,,,,,
team,201009120ram,crd,Sacked-Yards,2-31,,,,,,
team,201009120ram,ram,Sacked-Yards,2-13,,,,,,
team,201009120ram,crd,Net Pass Yards,266,,,,,,
team,201009120ram,ram,Net Pass Yards,240,,,,,,
team,201009120ram,crd,Total Yards,378,,,,,,
team,201009120ram,ram,Total Yards,325,,,,,,
team,201009120ram,crd,Fumbles-Lost,7-4,,,,,,
team,201009120ram,ram,Fumbles-Lost,2-1,,,,,,
team,201009120ram,crd,Turnovers,4,,,,,,
team,201009120ram,ram,Turnovers,4,,,,,,
team,201009120ram,crd,Penalties-Yards,10-72,,,,,,
team,201009120ram,ram,Penalties-Yards,5-40,,,,,,
team,201009120ram,crd,Third Down Conv.,5-13,,,,,,
team,201009120ram,ram,Third Down Conv.,8-20,,,,,,
team,201009120ram,crd,Fourth Down Conv.,0-0,,,,,,
team,201009120ram,ram,Fourth Down Conv.,2-3,,,,,,
team,201009120ram,crd,Time of Possession,27:09,,,,,,
team,201009120ram,ram,Time of Possession,32:51,,,,,,
player,201009120ram,crd,AndeDe00,pass_cmp,22,,,,,
player,201009120ram,crd,AndeDe00,pass_att,41,,,,,
player,201009120ram,crd,AndeDe00,pass_yds,297,,,,,
player,201009120ram,crd,AndeDe00,pass_td,1,,,,,
player,201009120ram,crd,AndeDe00,pass_int,0,,,,,
player,201009120ram,crd,AndeDe00,pass_sacked,2,,,,,
player,201009120ram,crd,AndeDe00,pass_sacked_yds,31,,,,,
player,201009120ram,crd,AndeDe00,pass_long,35,,,,,
player,201009120ram,crd,AndeDe00,pass_rating,85.1,,,,,
player,201009120ram,crd,AndeDe00,rush_att,1,,,,,
player,201009120ram,crd,AndeDe00,rush_yds,9,,,,,
player,201009120ram,crd,AndeDe00,rush_td,0,,,,,
player,201009120ram,crd,AndeDe00,rush_long,9,,,,,
player,201009120ram,crd,AndeDe00,targets,0,,,,,
player,201009120ram,crd,AndeDe00,rec,0,,,,,
player,201009120ram,crd,AndeDe00,rec_yds,0,,,,,
player,201009120ram,crd,AndeDe00,rec_td,0,,,,,
player,201009120ram,crd,AndeDe00,rec_long,0,,,,,
player,201009120ram,crd,AndeDe00,fumbles,2,,,,,
player,201009120ram,crd,AndeDe00,fumbles_lost,0,,,,,
player,201009120ram,crd,HighTi00,pass_cmp,0,,,,,
player,201009120ram,crd,HighTi00,pass_att,0,,,,,
player,201009120ram,crd,HighTi00,pass_yds,0,,,,,
player,201009120ram,crd,HighTi00,pass_td,0,,,,,
player,201009120ram,crd,HighTi00,pass_int,0,,,,,
player,201009120ram,crd,HighTi00,pass_sacked,0,,,,,
player,201009120ram,crd,HighTi00,pass_sacked_yds,0,,,,,
player,201009120ram,crd,HighTi00,pass_long,0,,,,,
player,201009120ram,crd,HighTi00,pass_rating,,,,,,
player,201009120ram,crd,HighTi00,rush_att,13,,,,,
player,201009120ram,crd,HighTi00,rush_yds,54,,,,,
player,201009120ram,crd,HighTi00,rush_td,1,,,,,
player,201009120ram,crd,HighTi00,rush_long,20,,,,,
player,201009120ram,crd,HighTi00,targets,4,,,,,
player,201009120ram,crd,HighTi00,rec,4,,,,,
player,201009120ram,crd,HighTi00,rec_yds,40,,,,,
player,201009120ram,crd,HighTi00,rec_td,0,,,,,
player,201009120ram,crd,HighTi00,rec_long,17,,,,,
player,201009120ram,crd,HighTi00,fumbles,2,,,,,
player,201009120ram,crd,HighTi00,fumbles_lost,2,,,,,
player,201009120ram,crd,StepLa00,pass_cmp,0,,,,,
player,201009120ram,crd,StepLa00,pass_att,0,,,,,
player,201009120ram,crd,StepLa00,pass_yds,0,,,,,
player,201009120ram,crd,StepLa00,pass_td,0,,,,,
player,201009120ram,crd,StepLa00,pass_int,0,,,,,
player,201009120ram,crd,StepLa00,pass_sacked,0,,,,,
player,201009120ram,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201009120ram,crd,StepLa00,pass_long,0,,,,,
player,201009120ram,crd,StepLa00,pass_rating,,,,,,
player,201009120ram,crd,StepLa00,rush_att,7,,,,,
player,201009120ram,crd,StepLa00,rush_yds,49,,,,,
player,201009120ram,crd,StepLa00,rush_td,0,,,,,
player,201009120ram,crd,StepLa00,rush_long,21,,,,,
player,201009120ram,crd,StepLa00,targets,4,,,,,
player,201009120ram,crd,StepLa00,rec,3,,,,,
player,201009120ram,crd,StepLa00,rec_yds,16,,,,,
player,201009120ram,crd,StepLa00,rec_td,0,,,,,
player,201009120ram,crd,StepLa00,rec_long,9,,,,,
player,201009120ram,crd,StepLa00,fumbles,0,,,,,
player,201009120ram,crd,StepLa00,fumbles_lost,,,,,,
player,201009120ram,crd,BreaSt00,pass_cmp,0,,,,,
player,201009120ram,crd,BreaSt00,pass_att,0,,,,,
player,201009120ram,crd,BreaSt00,pass_yds,0,,,,,
player,201009120ram,crd,BreaSt00,pass_td,0,,,,,
player,201009120ram,crd,BreaSt00,pass_int,0,,,,,
player,201009120ram,crd,BreaSt00,pass_sacked,0,,,,,
player,201009120ram,crd,BreaSt00,pass_sacked_yds,0,,,,,
player,201009120ram,crd,BreaSt00,pass_long,0,,,,,
player,201009120ram,crd,BreaSt00,pass_rating,,,,,,
player,201009120ram,crd,BreaSt00,rush_att,0,,,,,
player,201009120ram,crd,BreaSt00,rush_yds,0,,,,,
player,201009120ram,crd,BreaSt00,rush_td,0,,,,,
