game,2010,7,20101024,201010240chi,was,"Washington Redskins",17,chi,"Chicago Bears",14
player,201010240chi,was,ToraRy00,targets,2,,,,,
player,201010240chi,was,ToraRy00,rec,0,,,,,
player,201010240chi,was,ToraRy00,rec_yds,0,,,,,
player,201010240chi,was,ToraRy00,rec_td,0,,,,,
player,201010240chi,was,ToraRy00,rec_long,0,,,,,
player,201010240chi,was,ToraRy00,fumbles,2,,,,,
player,201010240chi,was,ToraRy00,fumbles_lost,1,,,,,
player,201010240chi,was,CoolCh00,pass_cmp,0,,,,,
player,201010240chi,was,CoolCh00,pass_att,0,,,,,
player,201010240chi,was,CoolCh00,pass_yds,0,,,,,
player,201010240chi,was,CoolCh00,pass_td,0,,,,,
player,201010240chi,was,CoolCh00,pass_int,0,,,,,
player,201010240chi,was,CoolCh00,pass_sacked,,,,,,
player,201010240chi,was,CoolCh00,pass_sacked_yds,,,,,,
player,201010240chi,was,CoolCh00,pass_long,0,,,,,
player,201010240chi,was,CoolCh00,pass_rating,,,,,,
player,201010240chi,was,CoolCh00,rush_att,0,,,,,
player,201010240chi,was,CoolCh00,rush_yds,0,,,,,
player,201010240chi,was,CoolCh00,rush_td,0,,,,,
player,201010240chi,was,CoolCh00,rush_long,0,,,,,
player,201010240chi,was,CoolCh00,targets,9,,,,,
player,201010240chi,was,CoolCh00,rec,7,,,,,
player,201010240chi,was,CoolCh00,rec_yds,52,,,,,
player,201010240chi,was,CoolCh00,rec_td,0,,,,,
player,201010240chi,was,CoolCh00,rec_long,14,,,,,
player,201010240chi,was,CoolCh00,fumbles,1,,,,,
player,201010240chi,was,CoolCh00,fumbles_lost,0,,,,,
player,201010240chi,was,ArmsAn00,pass_cmp,0,,,,,
player,201010240chi,was,ArmsAn00,pass_att,0,,,,,
player,201010240chi,was,ArmsAn00,pass_yds,0,,,,,
player,201010240chi,was,ArmsAn00,pass_td,0,,,,,
player,201010240chi,was,ArmsAn00,pass_int,0,,,,,
player,201010240chi,was,ArmsAn00,pass_sacked,,,,,,
player,201010240chi,was,ArmsAn00,pass_sacked_yds,,,,,,
player,201010240chi,was,ArmsAn00,pass_long,0,,,,,
player,201010240chi,was,ArmsAn00,pass_rating,,,,,,
player,201010240chi,was,ArmsAn00,rush_att,0,,,,,
player,201010240chi,was,ArmsAn00,rush_yds,0,,,,,
player,201010240chi,was,ArmsAn00,rush_td,0,,,,,
player,201010240chi,was,ArmsAn00,rush_long,0,,,,,
player,201010240chi,was,ArmsAn00,targets,4,,,,,
player,201010240chi,was,ArmsAn00,rec,2,,,,,
player,201010240chi,was,ArmsAn00,rec_yds,42,,,,,
player,201010240chi,was,ArmsAn00,rec_td,0,,,,,
player,201010240chi,was,ArmsAn00,rec_long,22,,,,,
player,201010240chi,was,ArmsAn00,fumbles,0,,,,,
player,201010240chi,was,ArmsAn00,fumbles_lost,,,,,,
player,201010240chi,was,DaviFr01,pass_cmp,0,,,,,
player,201010240chi,was,DaviFr01,pass_att,0,,,,,
player,201010240chi,was,DaviFr01,pass_yds,0,,,,,
player,201010240chi,was,DaviFr01,pass_td,0,,,,,
player,201010240chi,was,DaviFr01,pass_int,0,,,,,
player,201010240chi,was,DaviFr01,pass_sacked,,,,,,
player,201010240chi,was,DaviFr01,pass_sacked_yds,,,,,,
player,201010240chi,was,DaviFr01,pass_long,0,,,,,
player,201010240chi,was,DaviFr01,pass_rating,,,,,,
player,201010240chi,was,DaviFr01,rush_att,0,,,,,
player,201010240chi,was,DaviFr01,rush_yds,0,,,,,
player,201010240chi,was,DaviFr01,rush_td,0,,,,,
player,201010240chi,was,DaviFr01,rush_long,0,,,,,
player,201010240chi,was,DaviFr01,targets,3,,,,,
player,201010240chi,was,DaviFr01,rec,2,,,,,
player,201010240chi,was,DaviFr01,rec_yds,28,,,,,
player,201010240chi,was,DaviFr01,rec_td,0,,,,,
player,201010240chi,was,DaviFr01,rec_long,17,,,,,
player,201010240chi,was,DaviFr01,fumbles,0,,,,,
player,201010240chi,was,DaviFr01,fumbles_lost,,,,,,
player,201010240chi,was,SellMi00,pass_cmp,0,,,,,
player,201010240chi,was,SellMi00,pass_att,0,,,,,
player,201010240chi,was,SellMi00,pass_yds,0,,,,,
player,201010240chi,was,SellMi00,pass_td,0,,,,,
player,201010240chi,was,SellMi00,pass_int,0,,,,,
player,201010240chi,was,SellMi00,pass_sacked,,,,,,
player,201010240chi,was,SellMi00,pass_sacked_yds,,,,,,
player,201010240chi,was,SellMi00,pass_long,0,,,,,
player,201010240chi,was,SellMi00,pass_rating,,,,,,
player,201010240chi,was,SellMi00,rush_att,0,,,,,
player,201010240chi,was,SellMi00,rush_yds,0,,,,,
player,201010240chi,was,SellMi00,rush_td,0,,,,,
player,201010240chi,was,SellMi00,rush_long,0,,,,,
player,201010240chi,was,SellMi00,targets,3,,,,,
player,201010240chi,was,SellMi00,rec,1,,,,,
player,201010240chi,was,SellMi00,rec_yds,15,,,,,
player,201010240chi,was,SellMi00,rec_td,0,,,,,
player,201010240chi,was,SellMi00,rec_long,15,,,,,
player,201010240chi,was,SellMi00,fumbles,0,,,,,
player,201010240chi,was,SellMi00,fumbles_lost,,,,,,
player,201010240chi,was,WillKe03,pass_cmp,0,,,,,
player,201010240chi,was,WillKe03,pass_att,0,,,,,
player,201010240chi,was,WillKe03,pass_yds,0,,,,,
player,201010240chi,was,WillKe03,pass_td,0,,,,,
player,201010240chi,was,WillKe03,pass_int,0,,,,,
player,201010240chi,was,WillKe03,pass_sacked,,,,,,
player,201010240chi,was,WillKe03,pass_sacked_yds,,,,,,
player,201010240chi,was,WillKe03,pass_long,0,,,,,
player,201010240chi,was,WillKe03,pass_rating,,,,,,
player,201010240chi,was,WillKe03,rush_att,1,,,,,
player,201010240chi,was,WillKe03,rush_yds,0,,,,,
player,201010240chi,was,WillKe03,rush_td,0,,,,,
player,201010240chi,was,WillKe03,rush_long,0,,,,,
player,201010240chi,was,WillKe03,targets,0,,,,,
player,201010240chi,was,WillKe03,rec,0,,,,,
player,201010240chi,was,WillKe03,rec_yds,0,,,,,
player,201010240chi,was,WillKe03,rec_td,0,,,,,
player,201010240chi,was,WillKe03,rec_long,0,,,,,
player,201010240chi,was,WillKe03,fumbles,0,,,,,
player,201010240chi,was,WillKe03,fumbles_lost,,,,,,
player,201010240chi,was,GallJo00,pass_cmp,0,,,,,
player,201010240chi,was,GallJo00,pass_att,0,,,,,
player,201010240chi,was,GallJo00,pass_yds,0,,,,,
player,201010240chi,was,GallJo00,pass_td,0,,,,,
player,201010240chi,was,GallJo00,pass_int,0,,,,,
player,201010240chi,was,GallJo00,pass_sacked,,,,,,
player,201010240chi,was,GallJo00,pass_sacked_yds,,,,,,
player,201010240chi,was,GallJo00,pass_long,0,,,,,
player,201010240chi,was,GallJo00,pass_rating,,,,,,
player,201010240chi,was,GallJo00,rush_att,0,,,,,
player,201010240chi,was,GallJo00,rush_yds,0,,,,,
player,201010240chi,was,GallJo00,rush_td,0,,,,,
player,201010240chi,was,GallJo00,rush_long,0,,,,,
player,201010240chi,was,GallJo00,targets,2,,,,,
player,201010240chi,was,GallJo00,rec,0,,,,,
player,201010240chi,was,GallJo00,rec_yds,0,,,,,
player,201010240chi,was,GallJo00,rec_td,0,,,,,
player,201010240chi,was,GallJo00,rec_long,0,,,,,
player,201010240chi,was,GallJo00,fumbles,0,,,,,
player,201010240chi,was,GallJo00,fumbles_lost,,,,,,
player,201010240chi,was,MossSa00,pass_cmp,0,,,,,
player,201010240chi,was,MossSa00,pass_att,0,,,,,
player,201010240chi,was,MossSa00,pass_yds,0,,,,,
player,201010240chi,was,MossSa00,pass_td,0,,,,,
player,201010240chi,was,MossSa00,pass_int,0,,,,,
player,201010240chi,was,MossSa00,pass_sacked,,,,,,
player,201010240chi,was,MossSa00,pass_sacked_yds,,,,,,
player,201010240chi,was,MossSa00,pass_long,0,,,,,
player,201010240chi,was,MossSa00,pass_rating,,,,,,
player,201010240chi,was,MossSa00,rush_att,1,,,,,
player,201010240chi,was,MossSa00,rush_yds,-2,,,,,
player,201010240chi,was,MossSa00,rush_td,0,,,,,
player,201010240chi,was,MossSa00,rush_long,-2,,,,,
player,201010240chi,was,MossSa00,targets,8,,,,,
player,201010240chi,was,MossSa00,rec,5,,,,,
player,201010240chi,was,MossSa00,rec_yds,63,,,,,
player,201010240chi,was,MossSa00,rec_td,1,,,,,
player,201010240chi,was,MossSa00,rec_long,24,,,,,
player,201010240chi,was,MossSa00,fumbles,0,,,,,
player,201010240chi,was,MossSa00,fumbles_lost,,,,,,
player,201010240chi,chi,CutlJa00,pass_cmp,26,,,,,
player,201010240chi,chi,CutlJa00,pass_att,40,,,,,
player,201010240chi,chi,CutlJa00,pass_yds,281,,,,,
player,201010240chi,chi,CutlJa00,pass_td,1,,,,,
player,201010240chi,chi,CutlJa00,pass_int,4,,,,,
player,201010240chi,chi,CutlJa00,pass_sacked,4,,,,,
player,201010240chi,chi,CutlJa00,pass_sacked_yds,25,,,,,
player,201010240chi,chi,CutlJa00,pass_long,48,,,,,
player,201010240chi,chi,CutlJa00,pass_rating,54.3,,,,,
player,201010240chi,chi,CutlJa00,rush_att,1,,,,,
player,201010240chi,chi,CutlJa00,rush_yds,0,,,,,
player,201010240chi,chi,CutlJa00,rush_td,0,,,,,
player,201010240chi,chi,CutlJa00,rush_long,0,,,,,
player,201010240chi,chi,CutlJa00,targets,0,,,,,
player,201010240chi,chi,CutlJa00,rec,0,,,,,
player,201010240chi,chi,CutlJa00,rec_yds,0,,,,,
player,201010240chi,chi,CutlJa00,rec_td,0,,,,,
player,201010240chi,chi,CutlJa00,rec_long,0,,,,,
player,201010240chi,chi,CutlJa00,fumbles,1,,,,,
player,201010240chi,chi,CutlJa00,fumbles_lost,1,,,,,
player,201010240chi,chi,FortMa00,pass_cmp,0,,,,,
player,201010240chi,chi,FortMa00,pass_att,0,,,,,
player,201010240chi,chi,FortMa00,pass_yds,0,,,,,
player,201010240chi,chi,FortMa00,pass_td,0,,,,,
player,201010240chi,chi,FortMa00,pass_int,0,,,,,
player,201010240chi,chi,FortMa00,pass_sacked,,,,,,
player,201010240chi,chi,FortMa00,pass_sacked_yds,,,,,,
player,201010240chi,chi,FortMa00,pass_long,0,,,,,
player,201010240chi,chi,FortMa00,pass_rating,,,,,,
player,201010240chi,chi,FortMa00,rush_att,10,,,,,
player,201010240chi,chi,FortMa00,rush_yds,41,,,,,
player,201010240chi,chi,FortMa00,rush_td,0,,,,,
player,201010240chi,chi,FortMa00,rush_long,10,,,,,
player,201010240chi,chi,FortMa00,targets,6,,,,,
player,201010240chi,chi,FortMa00,rec,5,,,,,
player,201010240chi,chi,FortMa00,rec_yds,32,,,,,
player,201010240chi,chi,FortMa00,rec_td,0,,,,,
player,201010240chi,chi,FortMa00,rec_long,13,,,,,
player,201010240chi,chi,FortMa00,fumbles,1,,,,,
player,201010240chi,chi,FortMa00,fumbles_lost,1,,,,,
player,201010240chi,chi,TaylCh01,pass_cmp,0,,,,,
player,201010240chi,chi,TaylCh01,pass_att,0,,,,,
player,201010240chi,chi,TaylCh01,pass_yds,0,,,,,
player,201010240chi,chi,TaylCh01,pass_td,0,,,,,
player,201010240chi,chi,TaylCh01,pass_int,0,,,,,
player,201010240chi,chi,TaylCh01,pass_sacked,,,,,,
player,201010240chi,chi,TaylCh01,pass_sacked_yds,,,,,,
player,201010240chi,chi,TaylCh01,pass_long,0,,,,,
player,201010240chi,chi,TaylCh01,pass_rating,,,,,,
player,201010240chi,chi,TaylCh01,rush_att,3,,,,,
player,201010240chi,chi,TaylCh01,rush_yds,20,,,,,
player,201010240chi,chi,TaylCh01,rush_td,0,,,,,
player,201010240chi,chi,TaylCh01,rush_long,12,,,,,
player,201010240chi,chi,TaylCh01,targets,2,,,,,
player,201010240chi,chi,TaylCh01,rec,2,,,,,
player,201010240chi,chi,TaylCh01,rec_yds,10,,,,,
player,201010240chi,chi,TaylCh01,rec_td,0,,,,,
player,201010240chi,chi,TaylCh01,rec_long,5,,,,,
player,201010240chi,chi,TaylCh01,fumbles,0,,,,,
player,201010240chi,chi,TaylCh01,fumbles_lost,,,,,,
player,201010240chi,chi,HestDe99,pass_cmp,0,,,,,
player,201010240chi,chi,HestDe99,pass_att,0,,,,,
player,201010240chi,chi,HestDe99,pass_yds,0,,,,,
player,201010240chi,chi,HestDe99,pass_td,0,,,,,
player,201010240chi,chi,HestDe99,pass_int,0,,,,,
player,201010240chi,chi,HestDe99,pass_sacked,,,,,,
player,201010240chi,chi,HestDe99,pass_sacked_yds,,,,,,
player,201010240chi,chi,HestDe99,pass_long,0,,,,,
player,201010240chi,chi,HestDe99,pass_rating,,,,,,
player,201010240chi,chi,HestDe99,rush_att,2,,,,,
player,201010240chi,chi,HestDe99,rush_yds,5,,,,,
player,201010240chi,chi,HestDe99,rush_td,0,,,,,
player,201010240chi,chi,HestDe99,rush_long,6,,,,,
player,201010240chi,chi,HestDe99,targets,8,,,,,
player,201010240chi,chi,HestDe99,rec,5,,,,,
player,201010240chi,chi,HestDe99,rec_yds,30,,,,,
player,201010240chi,chi,HestDe99,rec_td,0,,,,,
player,201010240chi,chi,HestDe99,rec_long,9,,,,,
player,201010240chi,chi,HestDe99,fumbles,0,,,,,
player,201010240chi,chi,HestDe99,fumbles_lost,,,,,,
player,201010240chi,chi,KnoxJo00,pass_cmp,0,,,,,
player,201010240chi,chi,KnoxJo00,pass_att,0,,,,,
player,201010240chi,chi,KnoxJo00,pass_yds,0,,,,,
player,201010240chi,chi,KnoxJo00,pass_td,0,,,,,
player,201010240chi,chi,KnoxJo00,pass_int,0,,,,,
player,201010240chi,chi,KnoxJo00,pass_sacked,,,,,,
player,201010240chi,chi,KnoxJo00,pass_sacked_yds,,,,,,
player,201010240chi,chi,KnoxJo00,pass_long,0,,,,,
player,201010240chi,chi,KnoxJo00,pass_rating,,,,,,
player,201010240chi,chi,KnoxJo00,rush_att,0,,,,,
player,201010240chi,chi,KnoxJo00,rush_yds,0,,,,,
player,201010240chi,chi,KnoxJo00,rush_td,0,,,,,
player,201010240chi,chi,KnoxJo00,rush_long,0,,,,,
player,201010240chi,chi,KnoxJo00,targets,12,,,,,
player,201010240chi,chi,KnoxJo00,rec,6,,,,,
player,201010240chi,chi,KnoxJo00,rec_yds,86,,,,,
player,201010240chi,chi,KnoxJo00,rec_td,1,,,,,
player,201010240chi,chi,KnoxJo00,rec_long,25,,,,,
player,201010240chi,chi,KnoxJo00,fumbles,0,,,,,
player,201010240chi,chi,KnoxJo00,fumbles_lost,,,,,,
player,201010240chi,chi,BennEa00,pass_cmp,0,,,,,
player,201010240chi,chi,BennEa00,pass_att,0,,,,,
player,201010240chi,chi,BennEa00,pass_yds,0,,,,,
player,201010240chi,chi,BennEa00,pass_td,0,,,,,
player,201010240chi,chi,BennEa00,pass_int,0,,,,,
player,201010240chi,chi,BennEa00,pass_sacked,,,,,,
player,201010240chi,chi,BennEa00,pass_sacked_yds,,,,,,
player,201010240chi,chi,BennEa00,pass_long,0,,,,,
player,201010240chi,chi,BennEa00,pass_rating,,,,,,
player,201010240chi,chi,BennEa00,rush_att,0,,,,,
player,201010240chi,chi,BennEa00,rush_yds,0,,,,,
player,201010240chi,chi,BennEa00,rush_td,0,,,,,
player,201010240chi,chi,BennEa00,rush_long,0,,,,,
player,201010240chi,chi,BennEa00,targets,5,,,,,
player,201010240chi,chi,BennEa00,rec,4,,,,,
player,201010240chi,chi,BennEa00,rec_yds,76,,,,,
player,201010240chi,chi,BennEa00,rec_td,0,,,,,
player,201010240chi,chi,BennEa00,rec_long,48,,,,,
player,201010240chi,chi,BennEa00,fumbles,0,,,,,
player,201010240chi,chi,BennEa00,fumbles_lost,,,,,,
player,201010240chi,chi,OlseGr00,pass_cmp,0,,,,,
player,201010240chi,chi,OlseGr00,pass_att,0,,,,,
player,201010240chi,chi,OlseGr00,pass_yds,0,,,,,
player,201010240chi,chi,OlseGr00,pass_td,0,,,,,
player,201010240chi,chi,OlseGr00,pass_int,0,,,,,
player,201010240chi,chi,OlseGr00,pass_sacked,,,,,,
player,201010240chi,chi,OlseGr00,pass_sacked_yds,,,,,,
player,201010240chi,chi,OlseGr00,pass_long,0,,,,,
player,201010240chi,chi,OlseGr00,pass_rating,,,,,,
player,201010240chi,chi,OlseGr00,rush_att,0,,,,,
player,201010240chi,chi,OlseGr00,rush_yds,0,,,,,
player,201010240chi,chi,OlseGr00,rush_td,0,,,,,
player,201010240chi,chi,OlseGr00,rush_long,0,,,,,
player,201010240chi,chi,OlseGr00,targets,6,,,,,
player,201010240chi,chi,OlseGr00,rec,3,,,,,
player,201010240chi,chi,OlseGr00,rec_yds,43,,,,,
player,201010240chi,chi,OlseGr00,rec_td,0,,,,,
player,201010240chi,chi,OlseGr00,rec_long,23,,,,,
player,201010240chi,chi,OlseGr00,fumbles,0,,,,,
player,201010240chi,chi,OlseGr00,fumbles_lost,,,,,,
player,201010240chi,chi,WillCh03,pass_cmp,0,,,,,
player,201010240chi,chi,WillCh03,pass_att,0,,,,,
player,201010240chi,chi,WillCh03,pass_yds,0,,,,,
player,201010240chi,chi,WillCh03,pass_td,0,,,,,
player,201010240chi,chi,WillCh03,pass_int,0,,,,,
player,201010240chi,chi,WillCh03,pass_sacked,,,,,,
player,201010240chi,chi,WillCh03,pass_sacked_yds,,,,,,
player,201010240chi,chi,WillCh03,pass_long,0,,,,,
player,201010240chi,chi,WillCh03,pass_rating,,,,,,
player,201010240chi,chi,WillCh03,rush_att,0,,,,,
player,201010240chi,chi,WillCh03,rush_yds,0,,,,,
player,201010240chi,chi,WillCh03,rush_td,0,,,,,
player,201010240chi,chi,WillCh03,rush_long,0,,,,,
player,201010240chi,chi,WillCh03,targets,1,,,,,
player,201010240chi,chi,WillCh03,rec,1,,,,,
player,201010240chi,chi,WillCh03,rec_yds,4,,,,,
player,201010240chi,chi,WillCh03,rec_td,0,,,,,
player,201010240chi,chi,WillCh03,rec_long,4,,,,,
player,201010240chi,chi,WillCh03,fumbles,0,,,,,
player,201010240chi,chi,WillCh03,fumbles_lost,,,,,,
player,201010240chi,was,HallDe99,def_int,4,,,,,
player,201010240chi,was,HallDe99,def_int_yds,92,,,,,
player,201010240chi,was,HallDe99,def_int_td,1,,,,,
player,201010240chi,was,HallDe99,def_int_long,92,,,,,
player,201010240chi,was,HallDe99,pass_defended,4,,,,,
player,201010240chi,was,HallDe99,sacks,0.0,,,,,
player,201010240chi,was,HallDe99,tackles_combined,7,,,,,
player,201010240chi,was,HallDe99,tackles_solo,7,,,,,
player,201010240chi,was,HallDe99,tackles_assists,0,,,,,
player,201010240chi,was,HallDe99,tackles_loss,0,,,,,
player,201010240chi,was,HallDe99,qb_hits,0,,,,,
player,201010240chi,was,HallDe99,fumbles_rec,0,,,,,
player,201010240chi,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201010240chi,was,HallDe99,fumbles_rec_td,0,,,,,
player,201010240chi,was,HallDe99,fumbles_forced,0,,,,,
player,201010240chi,was,OrakBr99,def_int,0,,,,,
player,201010240chi,was,OrakBr99,def_int_yds,0,,,,,
player,201010240chi,was,OrakBr99,def_int_td,0,,,,,
player,201010240chi,was,OrakBr99,def_int_long,0,,,,,
player,201010240chi,was,OrakBr99,pass_defended,0,,,,,
player,201010240chi,was,OrakBr99,sacks,2.0,,,,,
player,201010240chi,was,OrakBr99,tackles_combined,4,,,,,
player,201010240chi,was,OrakBr99,tackles_solo,3,,,,,
player,201010240chi,was,OrakBr99,tackles_assists,1,,,,,
player,201010240chi,was,OrakBr99,tackles_loss,2,,,,,
player,201010240chi,was,OrakBr99,qb_hits,2,,,,,
player,201010240chi,was,OrakBr99,fumbles_rec,0,,,,,
player,201010240chi,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201010240chi,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201010240chi,was,OrakBr99,fumbles_forced,0,,,,,
player,201010240chi,was,McInRo20,def_int,0,,,,,
player,201010240chi,was,McInRo20,def_int_yds,0,,,,,
player,201010240chi,was,McInRo20,def_int_td,0,,,,,
player,201010240chi,was,McInRo20,def_int_long,0,,,,,
player,201010240chi,was,McInRo20,pass_defended,0,,,,,
player,201010240chi,was,McInRo20,sacks,1.0,,,,,
player,201010240chi,was,McInRo20,tackles_combined,8,,,,,
player,201010240chi,was,McInRo20,tackles_solo,6,,,,,
player,201010240chi,was,McInRo20,tackles_assists,2,,,,,
player,201010240chi,was,McInRo20,tackles_loss,1,,,,,
player,201010240chi,was,McInRo20,qb_hits,1,,,,,
player,201010240chi,was,McInRo20,fumbles_rec,0,,,,,
player,201010240chi,was,McInRo20,fumbles_rec_yds,0,,,,,
player,201010240chi,was,McInRo20,fumbles_rec_td,0,,,,,
player,201010240chi,was,McInRo20,fumbles_forced,1,,,,,
player,201010240chi,was,HaynAl20,def_int,0,,,,,
player,201010240chi,was,HaynAl20,def_int_yds,0,,,,,
player,201010240chi,was,HaynAl20,def_int_td,0,,,,,
player,201010240chi,was,HaynAl20,def_int_long,0,,,,,
player,201010240chi,was,HaynAl20,pass_defended,0,,,,,
player,201010240chi,was,HaynAl20,sacks,1.0,,,,,
player,201010240chi,was,HaynAl20,tackles_combined,3,,,,,
player,201010240chi,was,HaynAl20,tackles_solo,2,,,,,
player,201010240chi,was,HaynAl20,tackles_assists,1,,,,,
player,201010240chi,was,HaynAl20,tackles_loss,2,,,,,
player,201010240chi,was,HaynAl20,qb_hits,2,,,,,
player,201010240chi,was,HaynAl20,fumbles_rec,0,,,,,
player,201010240chi,was,HaynAl20,fumbles_rec_yds,0,,,,,
player,201010240chi,was,HaynAl20,fumbles_rec_td,0,,,,,
player,201010240chi,was,HaynAl20,fumbles_forced,0,,,,,
player,201010240chi,was,FletLo20,def_int,0,,,,,
player,201010240chi,was,FletLo20,def_int_yds,0,,,,,
player,201010240chi,was,FletLo20,def_int_td,0,,,,,
player,201010240chi,was,FletLo20,def_int_long,0,,,,,
player,201010240chi,was,FletLo20,pass_defended,0,,,,,
player,201010240chi,was,FletLo20,sacks,0.0,,,,,
player,201010240chi,was,FletLo20,tackles_combined,8,,,,,
player,201010240chi,was,FletLo20,tackles_solo,6,,,,,
player,201010240chi,was,FletLo20,tackles_assists,2,,,,,
player,201010240chi,was,FletLo20,tackles_loss,0,,,,,
player,201010240chi,was,FletLo20,qb_hits,0,,,,,
player,201010240chi,was,FletLo20,fumbles_rec,1,,,,,
player,201010240chi,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201010240chi,was,FletLo20,fumbles_rec_td,0,,,,,
player,201010240chi,was,FletLo20,fumbles_forced,1,,,,,
player,201010240chi,was,LandLa99,def_int,0,,,,,
player,201010240chi,was,LandLa99,def_int_yds,0,,,,,
player,201010240chi,was,LandLa99,def_int_td,0,,,,,
player,201010240chi,was,LandLa99,def_int_long,0,,,,,
player,201010240chi,was,LandLa99,pass_defended,1,,,,,
player,201010240chi,was,LandLa99,sacks,0.0,,,,,
player,201010240chi,was,LandLa99,tackles_combined,5,,,,,
player,201010240chi,was,LandLa99,tackles_solo,5,,,,,
player,201010240chi,was,LandLa99,tackles_assists,0,,,,,
player,201010240chi,was,LandLa99,tackles_loss,0,,,,,
player,201010240chi,was,LandLa99,qb_hits,1,,,,,
player,201010240chi,was,LandLa99,fumbles_rec,0,,,,,
player,201010240chi,was,LandLa99,fumbles_rec_yds,0,,,,,
player,201010240chi,was,LandLa99,fumbles_rec_td,0,,,,,
player,201010240chi,was,LandLa99,fumbles_forced,0,,,,,
player,201010240chi,was,AlexLo99,def_int,0,,,,,
player,201010240chi,was,AlexLo99,def_int_yds,0,,,,,
player,201010240chi,was,AlexLo99,def_int_td,0,,,,,
player,201010240chi,was,AlexLo99,def_int_long,0,,,,,
player,201010240chi,was,AlexLo99,pass_defended,0,,,,,
player,201010240chi,was,AlexLo99,sacks,0.0,,,,,
player,201010240chi,was,AlexLo99,tackles_combined,3,,,,,
player,201010240chi,was,AlexLo99,tackles_solo,1,,,,,
player,201010240chi,was,AlexLo99,tackles_assists,2,,,,,
player,201010240chi,was,AlexLo99,tackles_loss,0,,,,,
player,201010240chi,was,AlexLo99,qb_hits,0,,,,,
player,201010240chi,was,AlexLo99,fumbles_rec,0,,,,,
player,201010240chi,was,AlexLo99,fumbles_rec_yds,0,,,,,
