game,2010,14,20101212,201012120chi,nwe,"New England Patriots",36,chi,"Chicago Bears",7
player,201012120chi,nwe,MeriBr99,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,MeriBr99,fumbles_forced,0,,,,,
player,201012120chi,nwe,MoorEr21,def_int,0,,,,,
player,201012120chi,nwe,MoorEr21,def_int_yds,0,,,,,
player,201012120chi,nwe,MoorEr21,def_int_td,0,,,,,
player,201012120chi,nwe,MoorEr21,def_int_long,0,,,,,
player,201012120chi,nwe,MoorEr21,pass_defended,0,,,,,
player,201012120chi,nwe,MoorEr21,sacks,1.0,,,,,
player,201012120chi,nwe,MoorEr21,tackles_combined,4,,,,,
player,201012120chi,nwe,MoorEr21,tackles_solo,4,,,,,
player,201012120chi,nwe,MoorEr21,tackles_assists,0,,,,,
player,201012120chi,nwe,MoorEr21,tackles_loss,1,,,,,
player,201012120chi,nwe,MoorEr21,qb_hits,0,,,,,
player,201012120chi,nwe,MoorEr21,fumbles_rec,0,,,,,
player,201012120chi,nwe,MoorEr21,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,MoorEr21,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,MoorEr21,fumbles_forced,1,,,,,
player,201012120chi,nwe,WarrGe20,def_int,0,,,,,
player,201012120chi,nwe,WarrGe20,def_int_yds,0,,,,,
player,201012120chi,nwe,WarrGe20,def_int_td,0,,,,,
player,201012120chi,nwe,WarrGe20,def_int_long,0,,,,,
player,201012120chi,nwe,WarrGe20,pass_defended,0,,,,,
player,201012120chi,nwe,WarrGe20,sacks,1.0,,,,,
player,201012120chi,nwe,WarrGe20,tackles_combined,1,,,,,
player,201012120chi,nwe,WarrGe20,tackles_solo,1,,,,,
player,201012120chi,nwe,WarrGe20,tackles_assists,0,,,,,
player,201012120chi,nwe,WarrGe20,tackles_loss,1,,,,,
player,201012120chi,nwe,WarrGe20,qb_hits,2,,,,,
player,201012120chi,nwe,WarrGe20,fumbles_rec,0,,,,,
player,201012120chi,nwe,WarrGe20,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,WarrGe20,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,WarrGe20,fumbles_forced,0,,,,,
player,201012120chi,nwe,ArriKy00,def_int,0,,,,,
player,201012120chi,nwe,ArriKy00,def_int_yds,0,,,,,
player,201012120chi,nwe,ArriKy00,def_int_td,0,,,,,
player,201012120chi,nwe,ArriKy00,def_int_long,0,,,,,
player,201012120chi,nwe,ArriKy00,pass_defended,1,,,,,
player,201012120chi,nwe,ArriKy00,sacks,0.0,,,,,
player,201012120chi,nwe,ArriKy00,tackles_combined,6,,,,,
player,201012120chi,nwe,ArriKy00,tackles_solo,6,,,,,
player,201012120chi,nwe,ArriKy00,tackles_assists,0,,,,,
player,201012120chi,nwe,ArriKy00,tackles_loss,0,,,,,
player,201012120chi,nwe,ArriKy00,qb_hits,0,,,,,
player,201012120chi,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201012120chi,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201012120chi,nwe,ChunPa99,def_int,0,,,,,
player,201012120chi,nwe,ChunPa99,def_int_yds,0,,,,,
player,201012120chi,nwe,ChunPa99,def_int_td,0,,,,,
player,201012120chi,nwe,ChunPa99,def_int_long,0,,,,,
player,201012120chi,nwe,ChunPa99,pass_defended,0,,,,,
player,201012120chi,nwe,ChunPa99,sacks,0.0,,,,,
player,201012120chi,nwe,ChunPa99,tackles_combined,6,,,,,
player,201012120chi,nwe,ChunPa99,tackles_solo,4,,,,,
player,201012120chi,nwe,ChunPa99,tackles_assists,2,,,,,
player,201012120chi,nwe,ChunPa99,tackles_loss,1,,,,,
player,201012120chi,nwe,ChunPa99,qb_hits,0,,,,,
player,201012120chi,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201012120chi,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201012120chi,nwe,MayoJe99,def_int,0,,,,,
player,201012120chi,nwe,MayoJe99,def_int_yds,0,,,,,
player,201012120chi,nwe,MayoJe99,def_int_td,0,,,,,
player,201012120chi,nwe,MayoJe99,def_int_long,0,,,,,
player,201012120chi,nwe,MayoJe99,pass_defended,0,,,,,
player,201012120chi,nwe,MayoJe99,sacks,0.0,,,,,
player,201012120chi,nwe,MayoJe99,tackles_combined,4,,,,,
player,201012120chi,nwe,MayoJe99,tackles_solo,3,,,,,
player,201012120chi,nwe,MayoJe99,tackles_assists,1,,,,,
player,201012120chi,nwe,MayoJe99,tackles_loss,0,,,,,
player,201012120chi,nwe,MayoJe99,qb_hits,0,,,,,
player,201012120chi,nwe,MayoJe99,fumbles_rec,1,,,,,
player,201012120chi,nwe,MayoJe99,fumbles_rec_yds,-2,,,,,
player,201012120chi,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201012120chi,nwe,McCoDe99,def_int,0,,,,,
player,201012120chi,nwe,McCoDe99,def_int_yds,0,,,,,
player,201012120chi,nwe,McCoDe99,def_int_td,0,,,,,
player,201012120chi,nwe,McCoDe99,def_int_long,0,,,,,
player,201012120chi,nwe,McCoDe99,pass_defended,1,,,,,
player,201012120chi,nwe,McCoDe99,sacks,0.0,,,,,
player,201012120chi,nwe,McCoDe99,tackles_combined,3,,,,,
player,201012120chi,nwe,McCoDe99,tackles_solo,3,,,,,
player,201012120chi,nwe,McCoDe99,tackles_assists,0,,,,,
player,201012120chi,nwe,McCoDe99,tackles_loss,1,,,,,
player,201012120chi,nwe,McCoDe99,qb_hits,0,,,,,
player,201012120chi,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201012120chi,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,McCoDe99,fumbles_forced,1,,,,,
player,201012120chi,nwe,NinkRo20,def_int,0,,,,,
player,201012120chi,nwe,NinkRo20,def_int_yds,0,,,,,
player,201012120chi,nwe,NinkRo20,def_int_td,0,,,,,
player,201012120chi,nwe,NinkRo20,def_int_long,0,,,,,
player,201012120chi,nwe,NinkRo20,pass_defended,1,,,,,
player,201012120chi,nwe,NinkRo20,sacks,0.0,,,,,
player,201012120chi,nwe,NinkRo20,tackles_combined,3,,,,,
player,201012120chi,nwe,NinkRo20,tackles_solo,3,,,,,
player,201012120chi,nwe,NinkRo20,tackles_assists,0,,,,,
player,201012120chi,nwe,NinkRo20,tackles_loss,0,,,,,
player,201012120chi,nwe,NinkRo20,qb_hits,0,,,,,
player,201012120chi,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201012120chi,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201012120chi,nwe,WhitTr20,def_int,0,,,,,
player,201012120chi,nwe,WhitTr20,def_int_yds,0,,,,,
player,201012120chi,nwe,WhitTr20,def_int_td,0,,,,,
player,201012120chi,nwe,WhitTr20,def_int_long,0,,,,,
player,201012120chi,nwe,WhitTr20,pass_defended,0,,,,,
player,201012120chi,nwe,WhitTr20,sacks,0.0,,,,,
player,201012120chi,nwe,WhitTr20,tackles_combined,2,,,,,
player,201012120chi,nwe,WhitTr20,tackles_solo,2,,,,,
player,201012120chi,nwe,WhitTr20,tackles_assists,0,,,,,
player,201012120chi,nwe,WhitTr20,tackles_loss,0,,,,,
player,201012120chi,nwe,WhitTr20,qb_hits,0,,,,,
player,201012120chi,nwe,WhitTr20,fumbles_rec,0,,,,,
player,201012120chi,nwe,WhitTr20,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,WhitTr20,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,WhitTr20,fumbles_forced,0,,,,,
player,201012120chi,nwe,BracRo99,def_int,0,,,,,
player,201012120chi,nwe,BracRo99,def_int_yds,0,,,,,
player,201012120chi,nwe,BracRo99,def_int_td,0,,,,,
player,201012120chi,nwe,BracRo99,def_int_long,0,,,,,
player,201012120chi,nwe,BracRo99,pass_defended,0,,,,,
player,201012120chi,nwe,BracRo99,sacks,0.0,,,,,
player,201012120chi,nwe,BracRo99,tackles_combined,1,,,,,
player,201012120chi,nwe,BracRo99,tackles_solo,1,,,,,
player,201012120chi,nwe,BracRo99,tackles_assists,0,,,,,
player,201012120chi,nwe,BracRo99,tackles_loss,0,,,,,
player,201012120chi,nwe,BracRo99,qb_hits,0,,,,,
player,201012120chi,nwe,BracRo99,fumbles_rec,0,,,,,
player,201012120chi,nwe,BracRo99,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,BracRo99,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,BracRo99,fumbles_forced,0,,,,,
player,201012120chi,nwe,PageJa20,def_int,0,,,,,
player,201012120chi,nwe,PageJa20,def_int_yds,0,,,,,
player,201012120chi,nwe,PageJa20,def_int_td,0,,,,,
player,201012120chi,nwe,PageJa20,def_int_long,0,,,,,
player,201012120chi,nwe,PageJa20,pass_defended,0,,,,,
player,201012120chi,nwe,PageJa20,sacks,0.0,,,,,
player,201012120chi,nwe,PageJa20,tackles_combined,1,,,,,
player,201012120chi,nwe,PageJa20,tackles_solo,1,,,,,
player,201012120chi,nwe,PageJa20,tackles_assists,0,,,,,
player,201012120chi,nwe,PageJa20,tackles_loss,0,,,,,
player,201012120chi,nwe,PageJa20,qb_hits,0,,,,,
player,201012120chi,nwe,PageJa20,fumbles_rec,0,,,,,
player,201012120chi,nwe,PageJa20,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,PageJa20,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,PageJa20,fumbles_forced,0,,,,,
player,201012120chi,nwe,SandJa21,def_int,0,,,,,
player,201012120chi,nwe,SandJa21,def_int_yds,0,,,,,
player,201012120chi,nwe,SandJa21,def_int_td,0,,,,,
player,201012120chi,nwe,SandJa21,def_int_long,0,,,,,
player,201012120chi,nwe,SandJa21,pass_defended,1,,,,,
player,201012120chi,nwe,SandJa21,sacks,0.0,,,,,
player,201012120chi,nwe,SandJa21,tackles_combined,1,,,,,
player,201012120chi,nwe,SandJa21,tackles_solo,0,,,,,
player,201012120chi,nwe,SandJa21,tackles_assists,1,,,,,
player,201012120chi,nwe,SandJa21,tackles_loss,0,,,,,
player,201012120chi,nwe,SandJa21,qb_hits,0,,,,,
player,201012120chi,nwe,SandJa21,fumbles_rec,0,,,,,
player,201012120chi,nwe,SandJa21,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,SandJa21,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,SandJa21,fumbles_forced,0,,,,,
player,201012120chi,nwe,SlatMa00,def_int,0,,,,,
player,201012120chi,nwe,SlatMa00,def_int_yds,0,,,,,
player,201012120chi,nwe,SlatMa00,def_int_td,0,,,,,
player,201012120chi,nwe,SlatMa00,def_int_long,0,,,,,
player,201012120chi,nwe,SlatMa00,pass_defended,0,,,,,
player,201012120chi,nwe,SlatMa00,sacks,0.0,,,,,
player,201012120chi,nwe,SlatMa00,tackles_combined,1,,,,,
player,201012120chi,nwe,SlatMa00,tackles_solo,1,,,,,
player,201012120chi,nwe,SlatMa00,tackles_assists,0,,,,,
player,201012120chi,nwe,SlatMa00,tackles_loss,0,,,,,
player,201012120chi,nwe,SlatMa00,qb_hits,0,,,,,
player,201012120chi,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201012120chi,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201012120chi,nwe,BantTu20,def_int,0,,,,,
player,201012120chi,nwe,BantTu20,def_int_yds,0,,,,,
player,201012120chi,nwe,BantTu20,def_int_td,0,,,,,
player,201012120chi,nwe,BantTu20,def_int_long,0,,,,,
player,201012120chi,nwe,BantTu20,pass_defended,0,,,,,
player,201012120chi,nwe,BantTu20,sacks,0.0,,,,,
player,201012120chi,nwe,BantTu20,tackles_combined,0,,,,,
player,201012120chi,nwe,BantTu20,tackles_solo,0,,,,,
player,201012120chi,nwe,BantTu20,tackles_assists,0,,,,,
player,201012120chi,nwe,BantTu20,tackles_loss,0,,,,,
player,201012120chi,nwe,BantTu20,qb_hits,1,,,,,
player,201012120chi,nwe,BantTu20,fumbles_rec,0,,,,,
player,201012120chi,nwe,BantTu20,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,BantTu20,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,BantTu20,fumbles_forced,0,,,,,
player,201012120chi,nwe,ButlDa99,def_int,0,,,,,
player,201012120chi,nwe,ButlDa99,def_int_yds,0,,,,,
player,201012120chi,nwe,ButlDa99,def_int_td,0,,,,,
player,201012120chi,nwe,ButlDa99,def_int_long,0,,,,,
player,201012120chi,nwe,ButlDa99,pass_defended,1,,,,,
player,201012120chi,nwe,ButlDa99,sacks,0.0,,,,,
player,201012120chi,nwe,ButlDa99,tackles_combined,0,,,,,
player,201012120chi,nwe,ButlDa99,tackles_solo,0,,,,,
player,201012120chi,nwe,ButlDa99,tackles_assists,0,,,,,
player,201012120chi,nwe,ButlDa99,tackles_loss,0,,,,,
player,201012120chi,nwe,ButlDa99,qb_hits,0,,,,,
player,201012120chi,nwe,ButlDa99,fumbles_rec,0,,,,,
player,201012120chi,nwe,ButlDa99,fumbles_rec_yds,0,,,,,
player,201012120chi,nwe,ButlDa99,fumbles_rec_td,0,,,,,
player,201012120chi,nwe,ButlDa99,fumbles_forced,0,,,,,
player,201012120chi,chi,UrlaBr00,def_int,0,,,,,
player,201012120chi,chi,UrlaBr00,def_int_yds,0,,,,,
player,201012120chi,chi,UrlaBr00,def_int_td,0,,,,,
player,201012120chi,chi,UrlaBr00,def_int_long,0,,,,,
player,201012120chi,chi,UrlaBr00,pass_defended,3,,,,,
player,201012120chi,chi,UrlaBr00,sacks,1.0,,,,,
player,201012120chi,chi,UrlaBr00,tackles_combined,11,,,,,
player,201012120chi,chi,UrlaBr00,tackles_solo,9,,,,,
player,201012120chi,chi,UrlaBr00,tackles_assists,2,,,,,
player,201012120chi,chi,UrlaBr00,tackles_loss,3,,,,,
player,201012120chi,chi,UrlaBr00,qb_hits,1,,,,,
player,201012120chi,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201012120chi,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201012120chi,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201012120chi,chi,PeppJu99,def_int,0,,,,,
player,201012120chi,chi,PeppJu99,def_int_yds,0,,,,,
player,201012120chi,chi,PeppJu99,def_int_td,0,,,,,
player,201012120chi,chi,PeppJu99,def_int_long,0,,,,,
player,201012120chi,chi,PeppJu99,pass_defended,2,,,,,
player,201012120chi,chi,PeppJu99,sacks,1.0,,,,,
player,201012120chi,chi,PeppJu99,tackles_combined,6,,,,,
player,201012120chi,chi,PeppJu99,tackles_solo,6,,,,,
player,201012120chi,chi,PeppJu99,tackles_assists,0,,,,,
player,201012120chi,chi,PeppJu99,tackles_loss,2,,,,,
player,201012120chi,chi,PeppJu99,qb_hits,1,,,,,
player,201012120chi,chi,PeppJu99,fumbles_rec,0,,,,,
player,201012120chi,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201012120chi,chi,PeppJu99,fumbles_forced,0,,,,,
player,201012120chi,chi,AdamAn20,def_int,0,,,,,
player,201012120chi,chi,AdamAn20,def_int_yds,0,,,,,
player,201012120chi,chi,AdamAn20,def_int_td,0,,,,,
player,201012120chi,chi,AdamAn20,def_int_long,0,,,,,
player,201012120chi,chi,AdamAn20,pass_defended,0,,,,,
player,201012120chi,chi,AdamAn20,sacks,1.0,,,,,
player,201012120chi,chi,AdamAn20,tackles_combined,4,,,,,
player,201012120chi,chi,AdamAn20,tackles_solo,4,,,,,
player,201012120chi,chi,AdamAn20,tackles_assists,0,,,,,
player,201012120chi,chi,AdamAn20,tackles_loss,2,,,,,
player,201012120chi,chi,AdamAn20,qb_hits,1,,,,,
player,201012120chi,chi,AdamAn20,fumbles_rec,0,,,,,
player,201012120chi,chi,AdamAn20,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,AdamAn20,fumbles_rec_td,0,,,,,
player,201012120chi,chi,AdamAn20,fumbles_forced,0,,,,,
player,201012120chi,chi,MannDa21,def_int,0,,,,,
player,201012120chi,chi,MannDa21,def_int_yds,0,,,,,
player,201012120chi,chi,MannDa21,def_int_td,0,,,,,
player,201012120chi,chi,MannDa21,def_int_long,0,,,,,
player,201012120chi,chi,MannDa21,pass_defended,0,,,,,
player,201012120chi,chi,MannDa21,sacks,0.0,,,,,
player,201012120chi,chi,MannDa21,tackles_combined,8,,,,,
player,201012120chi,chi,MannDa21,tackles_solo,7,,,,,
player,201012120chi,chi,MannDa21,tackles_assists,1,,,,,
player,201012120chi,chi,MannDa21,tackles_loss,0,,,,,
player,201012120chi,chi,MannDa21,qb_hits,0,,,,,
player,201012120chi,chi,MannDa21,fumbles_rec,0,,,,,
player,201012120chi,chi,MannDa21,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,MannDa21,fumbles_rec_td,0,,,,,
player,201012120chi,chi,MannDa21,fumbles_forced,0,,,,,
player,201012120chi,chi,WrigMa99,def_int,0,,,,,
player,201012120chi,chi,WrigMa99,def_int_yds,0,,,,,
player,201012120chi,chi,WrigMa99,def_int_td,0,,,,,
player,201012120chi,chi,WrigMa99,def_int_long,0,,,,,
player,201012120chi,chi,WrigMa99,pass_defended,0,,,,,
player,201012120chi,chi,WrigMa99,sacks,0.0,,,,,
player,201012120chi,chi,WrigMa99,tackles_combined,6,,,,,
player,201012120chi,chi,WrigMa99,tackles_solo,5,,,,,
player,201012120chi,chi,WrigMa99,tackles_assists,1,,,,,
player,201012120chi,chi,WrigMa99,tackles_loss,0,,,,,
player,201012120chi,chi,WrigMa99,qb_hits,0,,,,,
player,201012120chi,chi,WrigMa99,fumbles_rec,0,,,,,
player,201012120chi,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201012120chi,chi,WrigMa99,fumbles_forced,0,,,,,
player,201012120chi,chi,BrigLa99,def_int,0,,,,,
player,201012120chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201012120chi,chi,BrigLa99,def_int_td,0,,,,,
player,201012120chi,chi,BrigLa99,def_int_long,0,,,,,
player,201012120chi,chi,BrigLa99,pass_defended,0,,,,,
player,201012120chi,chi,BrigLa99,sacks,0.0,,,,,
player,201012120chi,chi,BrigLa99,tackles_combined,5,,,,,
player,201012120chi,chi,BrigLa99,tackles_solo,3,,,,,
player,201012120chi,chi,BrigLa99,tackles_assists,2,,,,,
player,201012120chi,chi,BrigLa99,tackles_loss,0,,,,,
player,201012120chi,chi,BrigLa99,qb_hits,0,,,,,
player,201012120chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201012120chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201012120chi,chi,BrigLa99,fumbles_forced,0,,,,,
player,201012120chi,chi,HarrCh20,def_int,0,,,,,
player,201012120chi,chi,HarrCh20,def_int_yds,0,,,,,
player,201012120chi,chi,HarrCh20,def_int_td,0,,,,,
player,201012120chi,chi,HarrCh20,def_int_long,0,,,,,
player,201012120chi,chi,HarrCh20,pass_defended,0,,,,,
player,201012120chi,chi,HarrCh20,sacks,0.0,,,,,
player,201012120chi,chi,HarrCh20,tackles_combined,5,,,,,
player,201012120chi,chi,HarrCh20,tackles_solo,4,,,,,
player,201012120chi,chi,HarrCh20,tackles_assists,1,,,,,
player,201012120chi,chi,HarrCh20,tackles_loss,0,,,,,
player,201012120chi,chi,HarrCh20,qb_hits,0,,,,,
player,201012120chi,chi,HarrCh20,fumbles_rec,0,,,,,
player,201012120chi,chi,HarrCh20,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,HarrCh20,fumbles_rec_td,0,,,,,
player,201012120chi,chi,HarrCh20,fumbles_forced,0,,,,,
player,201012120chi,chi,TillCh20,def_int,0,,,,,
player,201012120chi,chi,TillCh20,def_int_yds,0,,,,,
player,201012120chi,chi,TillCh20,def_int_td,0,,,,,
player,201012120chi,chi,TillCh20,def_int_long,0,,,,,
player,201012120chi,chi,TillCh20,pass_defended,0,,,,,
player,201012120chi,chi,TillCh20,sacks,0.0,,,,,
player,201012120chi,chi,TillCh20,tackles_combined,5,,,,,
player,201012120chi,chi,TillCh20,tackles_solo,5,,,,,
player,201012120chi,chi,TillCh20,tackles_assists,0,,,,,
player,201012120chi,chi,TillCh20,tackles_loss,0,,,,,
player,201012120chi,chi,TillCh20,qb_hits,0,,,,,
player,201012120chi,chi,TillCh20,fumbles_rec,0,,,,,
player,201012120chi,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201012120chi,chi,TillCh20,fumbles_forced,0,,,,,
player,201012120chi,chi,IdonIs20,def_int,0,,,,,
player,201012120chi,chi,IdonIs20,def_int_yds,0,,,,,
player,201012120chi,chi,IdonIs20,def_int_td,0,,,,,
player,201012120chi,chi,IdonIs20,def_int_long,0,,,,,
player,201012120chi,chi,IdonIs20,pass_defended,0,,,,,
player,201012120chi,chi,IdonIs20,sacks,0.0,,,,,
player,201012120chi,chi,IdonIs20,tackles_combined,4,,,,,
player,201012120chi,chi,IdonIs20,tackles_solo,3,,,,,
player,201012120chi,chi,IdonIs20,tackles_assists,1,,,,,
player,201012120chi,chi,IdonIs20,tackles_loss,0,,,,,
player,201012120chi,chi,IdonIs20,qb_hits,0,,,,,
player,201012120chi,chi,IdonIs20,fumbles_rec,0,,,,,
player,201012120chi,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201012120chi,chi,IdonIs20,fumbles_forced,0,,,,,
player,201012120chi,chi,RoacNi99,def_int,0,,,,,
player,201012120chi,chi,RoacNi99,def_int_yds,0,,,,,
player,201012120chi,chi,RoacNi99,def_int_td,0,,,,,
player,201012120chi,chi,RoacNi99,def_int_long,0,,,,,
player,201012120chi,chi,RoacNi99,pass_defended,1,,,,,
player,201012120chi,chi,RoacNi99,sacks,0.0,,,,,
player,201012120chi,chi,RoacNi99,tackles_combined,3,,,,,
player,201012120chi,chi,RoacNi99,tackles_solo,2,,,,,
player,201012120chi,chi,RoacNi99,tackles_assists,1,,,,,
player,201012120chi,chi,RoacNi99,tackles_loss,0,,,,,
player,201012120chi,chi,RoacNi99,qb_hits,0,,,,,
player,201012120chi,chi,RoacNi99,fumbles_rec,0,,,,,
player,201012120chi,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201012120chi,chi,RoacNi99,fumbles_forced,0,,,,,
player,201012120chi,chi,DaviRa00,def_int,0,,,,,
player,201012120chi,chi,DaviRa00,def_int_yds,0,,,,,
player,201012120chi,chi,DaviRa00,def_int_td,0,,,,,
player,201012120chi,chi,DaviRa00,def_int_long,0,,,,,
player,201012120chi,chi,DaviRa00,pass_defended,0,,,,,
player,201012120chi,chi,DaviRa00,sacks,0.0,,,,,
player,201012120chi,chi,DaviRa00,tackles_combined,2,,,,,
player,201012120chi,chi,DaviRa00,tackles_solo,2,,,,,
player,201012120chi,chi,DaviRa00,tackles_assists,0,,,,,
player,201012120chi,chi,DaviRa00,tackles_loss,0,,,,,
player,201012120chi,chi,DaviRa00,qb_hits,0,,,,,
player,201012120chi,chi,DaviRa00,fumbles_rec,0,,,,,
player,201012120chi,chi,DaviRa00,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,DaviRa00,fumbles_rec_td,0,,,,,
player,201012120chi,chi,DaviRa00,fumbles_forced,0,,,,,
player,201012120chi,chi,JennTi20,def_int,0,,,,,
player,201012120chi,chi,JennTi20,def_int_yds,0,,,,,
player,201012120chi,chi,JennTi20,def_int_td,0,,,,,
player,201012120chi,chi,JennTi20,def_int_long,0,,,,,
player,201012120chi,chi,JennTi20,pass_defended,0,,,,,
player,201012120chi,chi,JennTi20,sacks,0.0,,,,,
player,201012120chi,chi,JennTi20,tackles_combined,2,,,,,
player,201012120chi,chi,JennTi20,tackles_solo,2,,,,,
player,201012120chi,chi,JennTi20,tackles_assists,0,,,,,
player,201012120chi,chi,JennTi20,tackles_loss,0,,,,,
player,201012120chi,chi,JennTi20,qb_hits,0,,,,,
player,201012120chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201012120chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201012120chi,chi,JennTi20,fumbles_forced,0,,,,,
player,201012120chi,chi,ToeaMa99,def_int,0,,,,,
player,201012120chi,chi,ToeaMa99,def_int_yds,0,,,,,
player,201012120chi,chi,ToeaMa99,def_int_td,0,,,,,
player,201012120chi,chi,ToeaMa99,def_int_long,0,,,,,
player,201012120chi,chi,ToeaMa99,pass_defended,0,,,,,
player,201012120chi,chi,ToeaMa99,sacks,0.0,,,,,
player,201012120chi,chi,ToeaMa99,tackles_combined,2,,,,,
player,201012120chi,chi,ToeaMa99,tackles_solo,1,,,,,
player,201012120chi,chi,ToeaMa99,tackles_assists,1,,,,,
player,201012120chi,chi,ToeaMa99,tackles_loss,0,,,,,
player,201012120chi,chi,ToeaMa99,qb_hits,0,,,,,
player,201012120chi,chi,ToeaMa99,fumbles_rec,0,,,,,
player,201012120chi,chi,ToeaMa99,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,ToeaMa99,fumbles_rec_td,0,,,,,
player,201012120chi,chi,ToeaMa99,fumbles_forced,0,,,,,
player,201012120chi,chi,WilsRo20,def_int,0,,,,,
player,201012120chi,chi,WilsRo20,def_int_yds,0,,,,,
player,201012120chi,chi,WilsRo20,def_int_td,0,,,,,
player,201012120chi,chi,WilsRo20,def_int_long,0,,,,,
player,201012120chi,chi,WilsRo20,pass_defended,0,,,,,
player,201012120chi,chi,WilsRo20,sacks,0.0,,,,,
player,201012120chi,chi,WilsRo20,tackles_combined,2,,,,,
player,201012120chi,chi,WilsRo20,tackles_solo,2,,,,,
player,201012120chi,chi,WilsRo20,tackles_assists,0,,,,,
player,201012120chi,chi,WilsRo20,tackles_loss,0,,,,,
player,201012120chi,chi,WilsRo20,qb_hits,0,,,,,
player,201012120chi,chi,WilsRo20,fumbles_rec,0,,,,,
player,201012120chi,chi,WilsRo20,fumbles_rec_yds,0,,,,,
player,201012120chi,chi,WilsRo20,fumbles_rec_td,0,,,,,
player,201012120chi,chi,WilsRo20,fumbles_forced,0,,,,,
player,201012120chi,chi,WootCo99,def_int,0,,,,,
player,201012120chi,chi,WootCo99,def_int_yds,0,,,,,
player,201012120chi,chi,WootCo99,def_int_td,0,,,,,
player,201012120chi,chi,WootCo99,def_int_long,0,,,,,
player,201012120chi,chi,WootCo99,pass_defended,0,,,,,
player,201012120chi,chi,WootCo99,sacks,0.0,,,,,
player,201012120chi,chi,WootCo99,tackles_combined,2,,,,,
player,201012120chi,chi,WootCo99,tackles_solo,2,,,,,
player,201012120chi,chi,WootCo99,tackles_assists,0,,,,,
