game,2010,15,20101216,201012160sdg,sfo,"San Francisco 49ers",7,sdg,"San Diego Chargers",34
player,201012160sdg,sfo,SmitAl03,pass_long,36,,,,,
player,201012160sdg,sfo,SmitAl03,pass_rating,66.0,,,,,
player,201012160sdg,sfo,SmitAl03,rush_att,1,,,,,
player,201012160sdg,sfo,SmitAl03,rush_yds,6,,,,,
player,201012160sdg,sfo,SmitAl03,rush_td,0,,,,,
player,201012160sdg,sfo,SmitAl03,rush_long,6,,,,,
player,201012160sdg,sfo,SmitAl03,targets,0,,,,,
player,201012160sdg,sfo,SmitAl03,rec,0,,,,,
player,201012160sdg,sfo,SmitAl03,rec_yds,0,,,,,
player,201012160sdg,sfo,SmitAl03,rec_td,0,,,,,
player,201012160sdg,sfo,SmitAl03,rec_long,0,,,,,
player,201012160sdg,sfo,SmitAl03,fumbles,0,,,,,
player,201012160sdg,sfo,SmitAl03,fumbles_lost,,,,,,
player,201012160sdg,sfo,DixoAn00,pass_cmp,0,,,,,
player,201012160sdg,sfo,DixoAn00,pass_att,0,,,,,
player,201012160sdg,sfo,DixoAn00,pass_yds,0,,,,,
player,201012160sdg,sfo,DixoAn00,pass_td,0,,,,,
player,201012160sdg,sfo,DixoAn00,pass_int,0,,,,,
player,201012160sdg,sfo,DixoAn00,pass_sacked,,,,,,
player,201012160sdg,sfo,DixoAn00,pass_sacked_yds,,,,,,
player,201012160sdg,sfo,DixoAn00,pass_long,0,,,,,
player,201012160sdg,sfo,DixoAn00,pass_rating,,,,,,
player,201012160sdg,sfo,DixoAn00,rush_att,6,,,,,
player,201012160sdg,sfo,DixoAn00,rush_yds,33,,,,,
player,201012160sdg,sfo,DixoAn00,rush_td,0,,,,,
player,201012160sdg,sfo,DixoAn00,rush_long,17,,,,,
player,201012160sdg,sfo,DixoAn00,targets,1,,,,,
player,201012160sdg,sfo,DixoAn00,rec,1,,,,,
player,201012160sdg,sfo,DixoAn00,rec_yds,2,,,,,
player,201012160sdg,sfo,DixoAn00,rec_td,0,,,,,
player,201012160sdg,sfo,DixoAn00,rec_long,2,,,,,
player,201012160sdg,sfo,DixoAn00,fumbles,0,,,,,
player,201012160sdg,sfo,DixoAn00,fumbles_lost,,,,,,
player,201012160sdg,sfo,WestBr00,pass_cmp,0,,,,,
player,201012160sdg,sfo,WestBr00,pass_att,0,,,,,
player,201012160sdg,sfo,WestBr00,pass_yds,0,,,,,
player,201012160sdg,sfo,WestBr00,pass_td,0,,,,,
player,201012160sdg,sfo,WestBr00,pass_int,0,,,,,
player,201012160sdg,sfo,WestBr00,pass_sacked,,,,,,
player,201012160sdg,sfo,WestBr00,pass_sacked_yds,,,,,,
player,201012160sdg,sfo,WestBr00,pass_long,0,,,,,
player,201012160sdg,sfo,WestBr00,pass_rating,,,,,,
player,201012160sdg,sfo,WestBr00,rush_att,8,,,,,
player,201012160sdg,sfo,WestBr00,rush_yds,22,,,,,
player,201012160sdg,sfo,WestBr00,rush_td,1,,,,,
player,201012160sdg,sfo,WestBr00,rush_long,7,,,,,
player,201012160sdg,sfo,WestBr00,targets,4,,,,,
player,201012160sdg,sfo,WestBr00,rec,2,,,,,
player,201012160sdg,sfo,WestBr00,rec_yds,8,,,,,
player,201012160sdg,sfo,WestBr00,rec_td,0,,,,,
player,201012160sdg,sfo,WestBr00,rec_long,6,,,,,
player,201012160sdg,sfo,WestBr00,fumbles,0,,,,,
player,201012160sdg,sfo,WestBr00,fumbles_lost,,,,,,
player,201012160sdg,sfo,MorgJo00,pass_cmp,0,,,,,
player,201012160sdg,sfo,MorgJo00,pass_att,0,,,,,
player,201012160sdg,sfo,MorgJo00,pass_yds,0,,,,,
player,201012160sdg,sfo,MorgJo00,pass_td,0,,,,,
player,201012160sdg,sfo,MorgJo00,pass_int,0,,,,,
player,201012160sdg,sfo,MorgJo00,pass_sacked,,,,,,
player,201012160sdg,sfo,MorgJo00,pass_sacked_yds,,,,,,
player,201012160sdg,sfo,MorgJo00,pass_long,0,,,,,
player,201012160sdg,sfo,MorgJo00,pass_rating,,,,,,
player,201012160sdg,sfo,MorgJo00,rush_att,0,,,,,
player,201012160sdg,sfo,MorgJo00,rush_yds,0,,,,,
player,201012160sdg,sfo,MorgJo00,rush_td,0,,,,,
player,201012160sdg,sfo,MorgJo00,rush_long,0,,,,,
player,201012160sdg,sfo,MorgJo00,targets,9,,,,,
player,201012160sdg,sfo,MorgJo00,rec,7,,,,,
player,201012160sdg,sfo,MorgJo00,rec_yds,106,,,,,
player,201012160sdg,sfo,MorgJo00,rec_td,0,,,,,
player,201012160sdg,sfo,MorgJo00,rec_long,36,,,,,
player,201012160sdg,sfo,MorgJo00,fumbles,0,,,,,
player,201012160sdg,sfo,MorgJo00,fumbles_lost,,,,,,
player,201012160sdg,sfo,CrabMi00,pass_cmp,0,,,,,
player,201012160sdg,sfo,CrabMi00,pass_att,0,,,,,
player,201012160sdg,sfo,CrabMi00,pass_yds,0,,,,,
player,201012160sdg,sfo,CrabMi00,pass_td,0,,,,,
player,201012160sdg,sfo,CrabMi00,pass_int,0,,,,,
player,201012160sdg,sfo,CrabMi00,pass_sacked,,,,,,
player,201012160sdg,sfo,CrabMi00,pass_sacked_yds,,,,,,
player,201012160sdg,sfo,CrabMi00,pass_long,0,,,,,
player,201012160sdg,sfo,CrabMi00,pass_rating,,,,,,
player,201012160sdg,sfo,CrabMi00,rush_att,0,,,,,
player,201012160sdg,sfo,CrabMi00,rush_yds,0,,,,,
player,201012160sdg,sfo,CrabMi00,rush_td,0,,,,,
player,201012160sdg,sfo,CrabMi00,rush_long,0,,,,,
player,201012160sdg,sfo,CrabMi00,targets,4,,,,,
player,201012160sdg,sfo,CrabMi00,rec,3,,,,,
player,201012160sdg,sfo,CrabMi00,rec_yds,17,,,,,
player,201012160sdg,sfo,CrabMi00,rec_td,0,,,,,
player,201012160sdg,sfo,CrabMi00,rec_long,9,,,,,
player,201012160sdg,sfo,CrabMi00,fumbles,0,,,,,
player,201012160sdg,sfo,CrabMi00,fumbles_lost,,,,,,
player,201012160sdg,sfo,GinnTe00,pass_cmp,0,,,,,
player,201012160sdg,sfo,GinnTe00,pass_att,0,,,,,
player,201012160sdg,sfo,GinnTe00,pass_yds,0,,,,,
player,201012160sdg,sfo,GinnTe00,pass_td,0,,,,,
player,201012160sdg,sfo,GinnTe00,pass_int,0,,,,,
player,201012160sdg,sfo,GinnTe00,pass_sacked,,,,,,
player,201012160sdg,sfo,GinnTe00,pass_sacked_yds,,,,,,
player,201012160sdg,sfo,GinnTe00,pass_long,0,,,,,
player,201012160sdg,sfo,GinnTe00,pass_rating,,,,,,
player,201012160sdg,sfo,GinnTe00,rush_att,0,,,,,
player,201012160sdg,sfo,GinnTe00,rush_yds,0,,,,,
player,201012160sdg,sfo,GinnTe00,rush_td,0,,,,,
player,201012160sdg,sfo,GinnTe00,rush_long,0,,,,,
player,201012160sdg,sfo,GinnTe00,targets,4,,,,,
player,201012160sdg,sfo,GinnTe00,rec,2,,,,,
player,201012160sdg,sfo,GinnTe00,rec_yds,14,,,,,
player,201012160sdg,sfo,GinnTe00,rec_td,0,,,,,
player,201012160sdg,sfo,GinnTe00,rec_long,9,,,,,
player,201012160sdg,sfo,GinnTe00,fumbles,0,,,,,
player,201012160sdg,sfo,GinnTe00,fumbles_lost,,,,,,
player,201012160sdg,sfo,WalkHu00,pass_cmp,0,,,,,
player,201012160sdg,sfo,WalkHu00,pass_att,0,,,,,
player,201012160sdg,sfo,WalkHu00,pass_yds,0,,,,,
player,201012160sdg,sfo,WalkHu00,pass_td,0,,,,,
player,201012160sdg,sfo,WalkHu00,pass_int,0,,,,,
player,201012160sdg,sfo,WalkHu00,pass_sacked,,,,,,
player,201012160sdg,sfo,WalkHu00,pass_sacked_yds,,,,,,
player,201012160sdg,sfo,WalkHu00,pass_long,0,,,,,
player,201012160sdg,sfo,WalkHu00,pass_rating,,,,,,
player,201012160sdg,sfo,WalkHu00,rush_att,0,,,,,
player,201012160sdg,sfo,WalkHu00,rush_yds,0,,,,,
player,201012160sdg,sfo,WalkHu00,rush_td,0,,,,,
player,201012160sdg,sfo,WalkHu00,rush_long,0,,,,,
player,201012160sdg,sfo,WalkHu00,targets,5,,,,,
player,201012160sdg,sfo,WalkHu00,rec,3,,,,,
player,201012160sdg,sfo,WalkHu00,rec_yds,14,,,,,
player,201012160sdg,sfo,WalkHu00,rec_td,0,,,,,
player,201012160sdg,sfo,WalkHu00,rec_long,6,,,,,
player,201012160sdg,sfo,WalkHu00,fumbles,0,,,,,
player,201012160sdg,sfo,WalkHu00,fumbles_lost,,,,,,
player,201012160sdg,sfo,DaviVe00,pass_cmp,0,,,,,
player,201012160sdg,sfo,DaviVe00,pass_att,0,,,,,
player,201012160sdg,sfo,DaviVe00,pass_yds,0,,,,,
player,201012160sdg,sfo,DaviVe00,pass_td,0,,,,,
player,201012160sdg,sfo,DaviVe00,pass_int,0,,,,,
player,201012160sdg,sfo,DaviVe00,pass_sacked,,,,,,
player,201012160sdg,sfo,DaviVe00,pass_sacked_yds,,,,,,
player,201012160sdg,sfo,DaviVe00,pass_long,0,,,,,
player,201012160sdg,sfo,DaviVe00,pass_rating,,,,,,
player,201012160sdg,sfo,DaviVe00,rush_att,0,,,,,
player,201012160sdg,sfo,DaviVe00,rush_yds,0,,,,,
player,201012160sdg,sfo,DaviVe00,rush_td,0,,,,,
player,201012160sdg,sfo,DaviVe00,rush_long,0,,,,,
player,201012160sdg,sfo,DaviVe00,targets,1,,,,,
player,201012160sdg,sfo,DaviVe00,rec,1,,,,,
player,201012160sdg,sfo,DaviVe00,rec_yds,4,,,,,
player,201012160sdg,sfo,DaviVe00,rec_td,0,,,,,
player,201012160sdg,sfo,DaviVe00,rec_long,4,,,,,
player,201012160sdg,sfo,DaviVe00,fumbles,0,,,,,
player,201012160sdg,sfo,DaviVe00,fumbles_lost,,,,,,
player,201012160sdg,sdg,RivePh00,pass_cmp,19,,,,,
player,201012160sdg,sdg,RivePh00,pass_att,25,,,,,
player,201012160sdg,sdg,RivePh00,pass_yds,273,,,,,
player,201012160sdg,sdg,RivePh00,pass_td,3,,,,,
player,201012160sdg,sdg,RivePh00,pass_int,0,,,,,
player,201012160sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201012160sdg,sdg,RivePh00,pass_sacked_yds,7,,,,,
player,201012160sdg,sdg,RivePh00,pass_long,58,,,,,
player,201012160sdg,sdg,RivePh00,pass_rating,150.5,,,,,
player,201012160sdg,sdg,RivePh00,rush_att,0,,,,,
player,201012160sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201012160sdg,sdg,RivePh00,rush_td,0,,,,,
player,201012160sdg,sdg,RivePh00,rush_long,0,,,,,
player,201012160sdg,sdg,RivePh00,targets,0,,,,,
player,201012160sdg,sdg,RivePh00,rec,0,,,,,
player,201012160sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201012160sdg,sdg,RivePh00,rec_td,0,,,,,
player,201012160sdg,sdg,RivePh00,rec_long,0,,,,,
player,201012160sdg,sdg,RivePh00,fumbles,0,,,,,
player,201012160sdg,sdg,RivePh00,fumbles_lost,,,,,,
player,201012160sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201012160sdg,sdg,MathRy00,pass_att,0,,,,,
player,201012160sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201012160sdg,sdg,MathRy00,pass_td,0,,,,,
player,201012160sdg,sdg,MathRy00,pass_int,0,,,,,
player,201012160sdg,sdg,MathRy00,pass_sacked,,,,,,
player,201012160sdg,sdg,MathRy00,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,MathRy00,pass_long,0,,,,,
player,201012160sdg,sdg,MathRy00,pass_rating,,,,,,
player,201012160sdg,sdg,MathRy00,rush_att,17,,,,,
player,201012160sdg,sdg,MathRy00,rush_yds,56,,,,,
player,201012160sdg,sdg,MathRy00,rush_td,0,,,,,
player,201012160sdg,sdg,MathRy00,rush_long,14,,,,,
player,201012160sdg,sdg,MathRy00,targets,0,,,,,
player,201012160sdg,sdg,MathRy00,rec,0,,,,,
player,201012160sdg,sdg,MathRy00,rec_yds,0,,,,,
player,201012160sdg,sdg,MathRy00,rec_td,0,,,,,
player,201012160sdg,sdg,MathRy00,rec_long,0,,,,,
player,201012160sdg,sdg,MathRy00,fumbles,0,,,,,
player,201012160sdg,sdg,MathRy00,fumbles_lost,,,,,,
player,201012160sdg,sdg,TolbMi00,pass_cmp,0,,,,,
player,201012160sdg,sdg,TolbMi00,pass_att,0,,,,,
player,201012160sdg,sdg,TolbMi00,pass_yds,0,,,,,
player,201012160sdg,sdg,TolbMi00,pass_td,0,,,,,
player,201012160sdg,sdg,TolbMi00,pass_int,0,,,,,
player,201012160sdg,sdg,TolbMi00,pass_sacked,,,,,,
player,201012160sdg,sdg,TolbMi00,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,TolbMi00,pass_long,0,,,,,
player,201012160sdg,sdg,TolbMi00,pass_rating,,,,,,
player,201012160sdg,sdg,TolbMi00,rush_att,17,,,,,
player,201012160sdg,sdg,TolbMi00,rush_yds,46,,,,,
player,201012160sdg,sdg,TolbMi00,rush_td,1,,,,,
player,201012160sdg,sdg,TolbMi00,rush_long,11,,,,,
player,201012160sdg,sdg,TolbMi00,targets,1,,,,,
player,201012160sdg,sdg,TolbMi00,rec,0,,,,,
player,201012160sdg,sdg,TolbMi00,rec_yds,0,,,,,
player,201012160sdg,sdg,TolbMi00,rec_td,0,,,,,
player,201012160sdg,sdg,TolbMi00,rec_long,0,,,,,
player,201012160sdg,sdg,TolbMi00,fumbles,0,,,,,
player,201012160sdg,sdg,TolbMi00,fumbles_lost,,,,,,
player,201012160sdg,sdg,HestJa00,pass_cmp,0,,,,,
player,201012160sdg,sdg,HestJa00,pass_att,0,,,,,
player,201012160sdg,sdg,HestJa00,pass_yds,0,,,,,
player,201012160sdg,sdg,HestJa00,pass_td,0,,,,,
player,201012160sdg,sdg,HestJa00,pass_int,0,,,,,
player,201012160sdg,sdg,HestJa00,pass_sacked,,,,,,
player,201012160sdg,sdg,HestJa00,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,HestJa00,pass_long,0,,,,,
player,201012160sdg,sdg,HestJa00,pass_rating,,,,,,
player,201012160sdg,sdg,HestJa00,rush_att,2,,,,,
player,201012160sdg,sdg,HestJa00,rush_yds,7,,,,,
player,201012160sdg,sdg,HestJa00,rush_td,0,,,,,
player,201012160sdg,sdg,HestJa00,rush_long,6,,,,,
player,201012160sdg,sdg,HestJa00,targets,1,,,,,
player,201012160sdg,sdg,HestJa00,rec,1,,,,,
player,201012160sdg,sdg,HestJa00,rec_yds,-8,,,,,
player,201012160sdg,sdg,HestJa00,rec_td,0,,,,,
player,201012160sdg,sdg,HestJa00,rec_long,-8,,,,,
player,201012160sdg,sdg,HestJa00,fumbles,0,,,,,
player,201012160sdg,sdg,HestJa00,fumbles_lost,,,,,,
player,201012160sdg,sdg,SproDa00,pass_cmp,0,,,,,
player,201012160sdg,sdg,SproDa00,pass_att,0,,,,,
player,201012160sdg,sdg,SproDa00,pass_yds,0,,,,,
player,201012160sdg,sdg,SproDa00,pass_td,0,,,,,
player,201012160sdg,sdg,SproDa00,pass_int,0,,,,,
player,201012160sdg,sdg,SproDa00,pass_sacked,,,,,,
player,201012160sdg,sdg,SproDa00,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,SproDa00,pass_long,0,,,,,
player,201012160sdg,sdg,SproDa00,pass_rating,,,,,,
player,201012160sdg,sdg,SproDa00,rush_att,2,,,,,
player,201012160sdg,sdg,SproDa00,rush_yds,1,,,,,
player,201012160sdg,sdg,SproDa00,rush_td,0,,,,,
player,201012160sdg,sdg,SproDa00,rush_long,1,,,,,
player,201012160sdg,sdg,SproDa00,targets,6,,,,,
player,201012160sdg,sdg,SproDa00,rec,5,,,,,
player,201012160sdg,sdg,SproDa00,rec_yds,30,,,,,
player,201012160sdg,sdg,SproDa00,rec_td,0,,,,,
player,201012160sdg,sdg,SproDa00,rec_long,11,,,,,
player,201012160sdg,sdg,SproDa00,fumbles,0,,,,,
player,201012160sdg,sdg,SproDa00,fumbles_lost,,,,,,
player,201012160sdg,sdg,JackVi00,pass_cmp,0,,,,,
player,201012160sdg,sdg,JackVi00,pass_att,0,,,,,
player,201012160sdg,sdg,JackVi00,pass_yds,0,,,,,
player,201012160sdg,sdg,JackVi00,pass_td,0,,,,,
player,201012160sdg,sdg,JackVi00,pass_int,0,,,,,
player,201012160sdg,sdg,JackVi00,pass_sacked,,,,,,
player,201012160sdg,sdg,JackVi00,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,JackVi00,pass_long,0,,,,,
player,201012160sdg,sdg,JackVi00,pass_rating,,,,,,
player,201012160sdg,sdg,JackVi00,rush_att,0,,,,,
player,201012160sdg,sdg,JackVi00,rush_yds,0,,,,,
player,201012160sdg,sdg,JackVi00,rush_td,0,,,,,
player,201012160sdg,sdg,JackVi00,rush_long,0,,,,,
player,201012160sdg,sdg,JackVi00,targets,7,,,,,
player,201012160sdg,sdg,JackVi00,rec,5,,,,,
player,201012160sdg,sdg,JackVi00,rec_yds,112,,,,,
player,201012160sdg,sdg,JackVi00,rec_td,3,,,,,
player,201012160sdg,sdg,JackVi00,rec_long,58,,,,,
player,201012160sdg,sdg,JackVi00,fumbles,0,,,,,
player,201012160sdg,sdg,JackVi00,fumbles_lost,,,,,,
player,201012160sdg,sdg,McMiRa01,pass_cmp,0,,,,,
player,201012160sdg,sdg,McMiRa01,pass_att,0,,,,,
player,201012160sdg,sdg,McMiRa01,pass_yds,0,,,,,
player,201012160sdg,sdg,McMiRa01,pass_td,0,,,,,
player,201012160sdg,sdg,McMiRa01,pass_int,0,,,,,
player,201012160sdg,sdg,McMiRa01,pass_sacked,,,,,,
player,201012160sdg,sdg,McMiRa01,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,McMiRa01,pass_long,0,,,,,
player,201012160sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201012160sdg,sdg,McMiRa01,rush_att,0,,,,,
player,201012160sdg,sdg,McMiRa01,rush_yds,0,,,,,
player,201012160sdg,sdg,McMiRa01,rush_td,0,,,,,
player,201012160sdg,sdg,McMiRa01,rush_long,0,,,,,
player,201012160sdg,sdg,McMiRa01,targets,5,,,,,
player,201012160sdg,sdg,McMiRa01,rec,5,,,,,
player,201012160sdg,sdg,McMiRa01,rec_yds,55,,,,,
player,201012160sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201012160sdg,sdg,McMiRa01,rec_long,22,,,,,
player,201012160sdg,sdg,McMiRa01,fumbles,0,,,,,
player,201012160sdg,sdg,McMiRa01,fumbles_lost,,,,,,
player,201012160sdg,sdg,WashKe00,pass_cmp,0,,,,,
player,201012160sdg,sdg,WashKe00,pass_att,0,,,,,
player,201012160sdg,sdg,WashKe00,pass_yds,0,,,,,
player,201012160sdg,sdg,WashKe00,pass_td,0,,,,,
player,201012160sdg,sdg,WashKe00,pass_int,0,,,,,
player,201012160sdg,sdg,WashKe00,pass_sacked,,,,,,
player,201012160sdg,sdg,WashKe00,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,WashKe00,pass_long,0,,,,,
player,201012160sdg,sdg,WashKe00,pass_rating,,,,,,
player,201012160sdg,sdg,WashKe00,rush_att,0,,,,,
player,201012160sdg,sdg,WashKe00,rush_yds,0,,,,,
player,201012160sdg,sdg,WashKe00,rush_td,0,,,,,
player,201012160sdg,sdg,WashKe00,rush_long,0,,,,,
player,201012160sdg,sdg,WashKe00,targets,2,,,,,
player,201012160sdg,sdg,WashKe00,rec,2,,,,,
player,201012160sdg,sdg,WashKe00,rec_yds,49,,,,,
player,201012160sdg,sdg,WashKe00,rec_td,0,,,,,
player,201012160sdg,sdg,WashKe00,rec_long,36,,,,,
player,201012160sdg,sdg,WashKe00,fumbles,0,,,,,
player,201012160sdg,sdg,WashKe00,fumbles_lost,,,,,,
player,201012160sdg,sdg,SperKo00,pass_cmp,0,,,,,
player,201012160sdg,sdg,SperKo00,pass_att,0,,,,,
player,201012160sdg,sdg,SperKo00,pass_yds,0,,,,,
player,201012160sdg,sdg,SperKo00,pass_td,0,,,,,
player,201012160sdg,sdg,SperKo00,pass_int,0,,,,,
player,201012160sdg,sdg,SperKo00,pass_sacked,,,,,,
player,201012160sdg,sdg,SperKo00,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,SperKo00,pass_long,0,,,,,
player,201012160sdg,sdg,SperKo00,pass_rating,,,,,,
player,201012160sdg,sdg,SperKo00,rush_att,0,,,,,
player,201012160sdg,sdg,SperKo00,rush_yds,0,,,,,
player,201012160sdg,sdg,SperKo00,rush_td,0,,,,,
player,201012160sdg,sdg,SperKo00,rush_long,0,,,,,
player,201012160sdg,sdg,SperKo00,targets,1,,,,,
player,201012160sdg,sdg,SperKo00,rec,1,,,,,
player,201012160sdg,sdg,SperKo00,rec_yds,35,,,,,
player,201012160sdg,sdg,SperKo00,rec_td,0,,,,,
player,201012160sdg,sdg,SperKo00,rec_long,35,,,,,
player,201012160sdg,sdg,SperKo00,fumbles,0,,,,,
player,201012160sdg,sdg,SperKo00,fumbles_lost,,,,,,
player,201012160sdg,sdg,VoleBi00,pass_cmp,0,,,,,
player,201012160sdg,sdg,VoleBi00,pass_att,0,,,,,
player,201012160sdg,sdg,VoleBi00,pass_yds,0,,,,,
player,201012160sdg,sdg,VoleBi00,pass_td,0,,,,,
player,201012160sdg,sdg,VoleBi00,pass_int,0,,,,,
player,201012160sdg,sdg,VoleBi00,pass_sacked,0,,,,,
player,201012160sdg,sdg,VoleBi00,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,VoleBi00,pass_long,0,,,,,
player,201012160sdg,sdg,VoleBi00,pass_rating,,,,,,
player,201012160sdg,sdg,VoleBi00,rush_att,3,,,,,
player,201012160sdg,sdg,VoleBi00,rush_yds,-2,,,,,
player,201012160sdg,sdg,VoleBi00,rush_td,0,,,,,
player,201012160sdg,sdg,VoleBi00,rush_long,0,,,,,
player,201012160sdg,sdg,VoleBi00,targets,0,,,,,
player,201012160sdg,sdg,VoleBi00,rec,0,,,,,
player,201012160sdg,sdg,VoleBi00,rec_yds,0,,,,,
player,201012160sdg,sdg,VoleBi00,rec_td,0,,,,,
player,201012160sdg,sdg,VoleBi00,rec_long,0,,,,,
player,201012160sdg,sdg,VoleBi00,fumbles,0,,,,,
player,201012160sdg,sdg,VoleBi00,fumbles_lost,,,,,,
player,201012160sdg,sdg,WilsKi00,pass_cmp,,,,,,
player,201012160sdg,sdg,WilsKi00,pass_att,,,,,,
player,201012160sdg,sdg,WilsKi00,pass_yds,,,,,,
player,201012160sdg,sdg,WilsKi00,pass_td,,,,,,
player,201012160sdg,sdg,WilsKi00,pass_int,,,,,,
player,201012160sdg,sdg,WilsKi00,pass_sacked,,,,,,
player,201012160sdg,sdg,WilsKi00,pass_sacked_yds,,,,,,
player,201012160sdg,sdg,WilsKi00,pass_long,,,,,,
player,201012160sdg,sdg,WilsKi00,pass_rating,,,,,,
player,201012160sdg,sdg,WilsKi00,rush_att,,,,,,
player,201012160sdg,sdg,WilsKi00,rush_yds,,,,,,
player,201012160sdg,sdg,WilsKi00,rush_td,,,,,,
player,201012160sdg,sdg,WilsKi00,rush_long,,,,,,
player,201012160sdg,sdg,WilsKi00,targets,1,,,,,
player,201012160sdg,sdg,WilsKi00,rec,0,,,,,
player,201012160sdg,sdg,WilsKi00,rec_yds,0,,,,,
player,201012160sdg,sdg,WilsKi00,rec_td,0,,,,,
player,201012160sdg,sdg,WilsKi00,rec_long,,,,,,
player,201012160sdg,sdg,WilsKi00,fumbles,,,,,,
player,201012160sdg,sdg,WilsKi00,fumbles_lost,,,,,,
player,201012160sdg,sfo,SopoIs20,def_int,0,,,,,
player,201012160sdg,sfo,SopoIs20,def_int_yds,0,,,,,
player,201012160sdg,sfo,SopoIs20,def_int_td,0,,,,,
player,201012160sdg,sfo,SopoIs20,def_int_long,0,,,,,
player,201012160sdg,sfo,SopoIs20,pass_defended,0,,,,,
player,201012160sdg,sfo,SopoIs20,sacks,1.0,,,,,
player,201012160sdg,sfo,SopoIs20,tackles_combined,2,,,,,
player,201012160sdg,sfo,SopoIs20,tackles_solo,2,,,,,
player,201012160sdg,sfo,SopoIs20,tackles_assists,0,,,,,
player,201012160sdg,sfo,SopoIs20,tackles_loss,1,,,,,
player,201012160sdg,sfo,SopoIs20,qb_hits,1,,,,,
player,201012160sdg,sfo,SopoIs20,fumbles_rec,0,,,,,
player,201012160sdg,sfo,SopoIs20,fumbles_rec_yds,0,,,,,
player,201012160sdg,sfo,SopoIs20,fumbles_rec_td,0,,,,,
player,201012160sdg,sfo,SopoIs20,fumbles_forced,0,,,,,
player,201012160sdg,sfo,SpikTa00,def_int,0,,,,,
player,201012160sdg,sfo,SpikTa00,def_int_yds,0,,,,,
player,201012160sdg,sfo,SpikTa00,def_int_td,0,,,,,
player,201012160sdg,sfo,SpikTa00,def_int_long,0,,,,,
player,201012160sdg,sfo,SpikTa00,pass_defended,0,,,,,
player,201012160sdg,sfo,SpikTa00,sacks,0.0,,,,,
player,201012160sdg,sfo,SpikTa00,tackles_combined,12,,,,,
player,201012160sdg,sfo,SpikTa00,tackles_solo,7,,,,,
player,201012160sdg,sfo,SpikTa00,tackles_assists,5,,,,,
player,201012160sdg,sfo,SpikTa00,tackles_loss,0,,,,,
player,201012160sdg,sfo,SpikTa00,qb_hits,0,,,,,
player,201012160sdg,sfo,SpikTa00,fumbles_rec,0,,,,,
player,201012160sdg,sfo,SpikTa00,fumbles_rec_yds,0,,,,,
