game,2010,5,20101010,201010100htx,nyg,"New York Giants",34,htx,"Houston Texans",10
player,201010100htx,nyg,JacoBr00,rush_long,14,,,,,
player,201010100htx,nyg,JacoBr00,targets,0,,,,,
player,201010100htx,nyg,JacoBr00,rec,0,,,,,
player,201010100htx,nyg,JacoBr00,rec_yds,0,,,,,
player,201010100htx,nyg,JacoBr00,rec_td,0,,,,,
player,201010100htx,nyg,JacoBr00,rec_long,0,,,,,
player,201010100htx,nyg,JacoBr00,fumbles,0,,,,,
player,201010100htx,nyg,JacoBr00,fumbles_lost,,,,,,
player,201010100htx,nyg,NickHa01,pass_cmp,0,,,,,
player,201010100htx,nyg,NickHa01,pass_att,0,,,,,
player,201010100htx,nyg,NickHa01,pass_yds,0,,,,,
player,201010100htx,nyg,NickHa01,pass_td,0,,,,,
player,201010100htx,nyg,NickHa01,pass_int,0,,,,,
player,201010100htx,nyg,NickHa01,pass_sacked,,,,,,
player,201010100htx,nyg,NickHa01,pass_sacked_yds,,,,,,
player,201010100htx,nyg,NickHa01,pass_long,0,,,,,
player,201010100htx,nyg,NickHa01,pass_rating,,,,,,
player,201010100htx,nyg,NickHa01,rush_att,0,,,,,
player,201010100htx,nyg,NickHa01,rush_yds,0,,,,,
player,201010100htx,nyg,NickHa01,rush_td,0,,,,,
player,201010100htx,nyg,NickHa01,rush_long,0,,,,,
player,201010100htx,nyg,NickHa01,targets,17,,,,,
player,201010100htx,nyg,NickHa01,rec,12,,,,,
player,201010100htx,nyg,NickHa01,rec_yds,130,,,,,
player,201010100htx,nyg,NickHa01,rec_td,2,,,,,
player,201010100htx,nyg,NickHa01,rec_long,27,,,,,
player,201010100htx,nyg,NickHa01,fumbles,0,,,,,
player,201010100htx,nyg,NickHa01,fumbles_lost,,,,,,
player,201010100htx,nyg,SmitSt02,pass_cmp,0,,,,,
player,201010100htx,nyg,SmitSt02,pass_att,0,,,,,
player,201010100htx,nyg,SmitSt02,pass_yds,0,,,,,
player,201010100htx,nyg,SmitSt02,pass_td,0,,,,,
player,201010100htx,nyg,SmitSt02,pass_int,0,,,,,
player,201010100htx,nyg,SmitSt02,pass_sacked,,,,,,
player,201010100htx,nyg,SmitSt02,pass_sacked_yds,,,,,,
player,201010100htx,nyg,SmitSt02,pass_long,0,,,,,
player,201010100htx,nyg,SmitSt02,pass_rating,,,,,,
player,201010100htx,nyg,SmitSt02,rush_att,0,,,,,
player,201010100htx,nyg,SmitSt02,rush_yds,0,,,,,
player,201010100htx,nyg,SmitSt02,rush_td,0,,,,,
player,201010100htx,nyg,SmitSt02,rush_long,0,,,,,
player,201010100htx,nyg,SmitSt02,targets,8,,,,,
player,201010100htx,nyg,SmitSt02,rec,6,,,,,
player,201010100htx,nyg,SmitSt02,rec_yds,89,,,,,
player,201010100htx,nyg,SmitSt02,rec_td,1,,,,,
player,201010100htx,nyg,SmitSt02,rec_long,45,,,,,
player,201010100htx,nyg,SmitSt02,fumbles,0,,,,,
player,201010100htx,nyg,SmitSt02,fumbles_lost,,,,,,
player,201010100htx,nyg,BossKe00,pass_cmp,0,,,,,
player,201010100htx,nyg,BossKe00,pass_att,0,,,,,
player,201010100htx,nyg,BossKe00,pass_yds,0,,,,,
player,201010100htx,nyg,BossKe00,pass_td,0,,,,,
player,201010100htx,nyg,BossKe00,pass_int,0,,,,,
player,201010100htx,nyg,BossKe00,pass_sacked,,,,,,
player,201010100htx,nyg,BossKe00,pass_sacked_yds,,,,,,
player,201010100htx,nyg,BossKe00,pass_long,0,,,,,
player,201010100htx,nyg,BossKe00,pass_rating,,,,,,
player,201010100htx,nyg,BossKe00,rush_att,0,,,,,
player,201010100htx,nyg,BossKe00,rush_yds,0,,,,,
player,201010100htx,nyg,BossKe00,rush_td,0,,,,,
player,201010100htx,nyg,BossKe00,rush_long,0,,,,,
player,201010100htx,nyg,BossKe00,targets,6,,,,,
player,201010100htx,nyg,BossKe00,rec,4,,,,,
player,201010100htx,nyg,BossKe00,rec_yds,40,,,,,
player,201010100htx,nyg,BossKe00,rec_td,0,,,,,
player,201010100htx,nyg,BossKe00,rec_long,19,,,,,
player,201010100htx,nyg,BossKe00,fumbles,0,,,,,
player,201010100htx,nyg,BossKe00,fumbles_lost,,,,,,
player,201010100htx,nyg,BeckTr00,pass_cmp,0,,,,,
player,201010100htx,nyg,BeckTr00,pass_att,0,,,,,
player,201010100htx,nyg,BeckTr00,pass_yds,0,,,,,
player,201010100htx,nyg,BeckTr00,pass_td,0,,,,,
player,201010100htx,nyg,BeckTr00,pass_int,0,,,,,
player,201010100htx,nyg,BeckTr00,pass_sacked,,,,,,
player,201010100htx,nyg,BeckTr00,pass_sacked_yds,,,,,,
player,201010100htx,nyg,BeckTr00,pass_long,0,,,,,
player,201010100htx,nyg,BeckTr00,pass_rating,,,,,,
player,201010100htx,nyg,BeckTr00,rush_att,0,,,,,
player,201010100htx,nyg,BeckTr00,rush_yds,0,,,,,
player,201010100htx,nyg,BeckTr00,rush_td,0,,,,,
player,201010100htx,nyg,BeckTr00,rush_long,0,,,,,
player,201010100htx,nyg,BeckTr00,targets,2,,,,,
player,201010100htx,nyg,BeckTr00,rec,1,,,,,
player,201010100htx,nyg,BeckTr00,rec_yds,8,,,,,
player,201010100htx,nyg,BeckTr00,rec_td,0,,,,,
player,201010100htx,nyg,BeckTr00,rec_long,8,,,,,
player,201010100htx,nyg,BeckTr00,fumbles,0,,,,,
player,201010100htx,nyg,BeckTr00,fumbles_lost,,,,,,
player,201010100htx,nyg,BardRa00,pass_cmp,0,,,,,
player,201010100htx,nyg,BardRa00,pass_att,0,,,,,
player,201010100htx,nyg,BardRa00,pass_yds,0,,,,,
player,201010100htx,nyg,BardRa00,pass_td,0,,,,,
player,201010100htx,nyg,BardRa00,pass_int,0,,,,,
player,201010100htx,nyg,BardRa00,pass_sacked,,,,,,
player,201010100htx,nyg,BardRa00,pass_sacked_yds,,,,,,
player,201010100htx,nyg,BardRa00,pass_long,0,,,,,
player,201010100htx,nyg,BardRa00,pass_rating,,,,,,
player,201010100htx,nyg,BardRa00,rush_att,0,,,,,
player,201010100htx,nyg,BardRa00,rush_yds,0,,,,,
player,201010100htx,nyg,BardRa00,rush_td,0,,,,,
player,201010100htx,nyg,BardRa00,rush_long,0,,,,,
player,201010100htx,nyg,BardRa00,targets,1,,,,,
player,201010100htx,nyg,BardRa00,rec,1,,,,,
player,201010100htx,nyg,BardRa00,rec_yds,8,,,,,
player,201010100htx,nyg,BardRa00,rec_td,0,,,,,
player,201010100htx,nyg,BardRa00,rec_long,8,,,,,
player,201010100htx,nyg,BardRa00,fumbles,0,,,,,
player,201010100htx,nyg,BardRa00,fumbles_lost,,,,,,
player,201010100htx,nyg,PascBe00,pass_cmp,0,,,,,
player,201010100htx,nyg,PascBe00,pass_att,0,,,,,
player,201010100htx,nyg,PascBe00,pass_yds,0,,,,,
player,201010100htx,nyg,PascBe00,pass_td,0,,,,,
player,201010100htx,nyg,PascBe00,pass_int,0,,,,,
player,201010100htx,nyg,PascBe00,pass_sacked,,,,,,
player,201010100htx,nyg,PascBe00,pass_sacked_yds,,,,,,
player,201010100htx,nyg,PascBe00,pass_long,0,,,,,
player,201010100htx,nyg,PascBe00,pass_rating,,,,,,
player,201010100htx,nyg,PascBe00,rush_att,0,,,,,
player,201010100htx,nyg,PascBe00,rush_yds,0,,,,,
player,201010100htx,nyg,PascBe00,rush_td,0,,,,,
player,201010100htx,nyg,PascBe00,rush_long,0,,,,,
player,201010100htx,nyg,PascBe00,targets,2,,,,,
player,201010100htx,nyg,PascBe00,rec,0,,,,,
player,201010100htx,nyg,PascBe00,rec_yds,0,,,,,
player,201010100htx,nyg,PascBe00,rec_td,0,,,,,
player,201010100htx,nyg,PascBe00,rec_long,0,,,,,
player,201010100htx,nyg,PascBe00,fumbles,0,,,,,
player,201010100htx,nyg,PascBe00,fumbles_lost,,,,,,
player,201010100htx,nyg,MannMa01,pass_cmp,,,,,,
player,201010100htx,nyg,MannMa01,pass_att,,,,,,
player,201010100htx,nyg,MannMa01,pass_yds,,,,,,
player,201010100htx,nyg,MannMa01,pass_td,,,,,,
player,201010100htx,nyg,MannMa01,pass_int,,,,,,
player,201010100htx,nyg,MannMa01,pass_sacked,,,,,,
player,201010100htx,nyg,MannMa01,pass_sacked_yds,,,,,,
player,201010100htx,nyg,MannMa01,pass_long,,,,,,
player,201010100htx,nyg,MannMa01,pass_rating,,,,,,
player,201010100htx,nyg,MannMa01,rush_att,,,,,,
player,201010100htx,nyg,MannMa01,rush_yds,,,,,,
player,201010100htx,nyg,MannMa01,rush_td,,,,,,
player,201010100htx,nyg,MannMa01,rush_long,,,,,,
player,201010100htx,nyg,MannMa01,targets,2,,,,,
player,201010100htx,nyg,MannMa01,rec,0,,,,,
player,201010100htx,nyg,MannMa01,rec_yds,0,,,,,
player,201010100htx,nyg,MannMa01,rec_td,0,,,,,
player,201010100htx,nyg,MannMa01,rec_long,,,,,,
player,201010100htx,nyg,MannMa01,fumbles,,,,,,
player,201010100htx,nyg,MannMa01,fumbles_lost,,,,,,
player,201010100htx,htx,SchaMa00,pass_cmp,16,,,,,
player,201010100htx,htx,SchaMa00,pass_att,34,,,,,
player,201010100htx,htx,SchaMa00,pass_yds,196,,,,,
player,201010100htx,htx,SchaMa00,pass_td,0,,,,,
player,201010100htx,htx,SchaMa00,pass_int,1,,,,,
player,201010100htx,htx,SchaMa00,pass_sacked,3,,,,,
player,201010100htx,htx,SchaMa00,pass_sacked_yds,25,,,,,
player,201010100htx,htx,SchaMa00,pass_long,48,,,,,
player,201010100htx,htx,SchaMa00,pass_rating,53.1,,,,,
player,201010100htx,htx,SchaMa00,rush_att,1,,,,,
player,201010100htx,htx,SchaMa00,rush_yds,-1,,,,,
player,201010100htx,htx,SchaMa00,rush_td,0,,,,,
player,201010100htx,htx,SchaMa00,rush_long,-1,,,,,
player,201010100htx,htx,SchaMa00,targets,0,,,,,
player,201010100htx,htx,SchaMa00,rec,0,,,,,
player,201010100htx,htx,SchaMa00,rec_yds,0,,,,,
player,201010100htx,htx,SchaMa00,rec_td,0,,,,,
player,201010100htx,htx,SchaMa00,rec_long,0,,,,,
player,201010100htx,htx,SchaMa00,fumbles,2,,,,,
player,201010100htx,htx,SchaMa00,fumbles_lost,1,,,,,
player,201010100htx,htx,FostAr00,pass_cmp,0,,,,,
player,201010100htx,htx,FostAr00,pass_att,0,,,,,
player,201010100htx,htx,FostAr00,pass_yds,0,,,,,
player,201010100htx,htx,FostAr00,pass_td,0,,,,,
player,201010100htx,htx,FostAr00,pass_int,0,,,,,
player,201010100htx,htx,FostAr00,pass_sacked,,,,,,
player,201010100htx,htx,FostAr00,pass_sacked_yds,,,,,,
player,201010100htx,htx,FostAr00,pass_long,0,,,,,
player,201010100htx,htx,FostAr00,pass_rating,,,,,,
player,201010100htx,htx,FostAr00,rush_att,11,,,,,
player,201010100htx,htx,FostAr00,rush_yds,25,,,,,
player,201010100htx,htx,FostAr00,rush_td,0,,,,,
player,201010100htx,htx,FostAr00,rush_long,9,,,,,
player,201010100htx,htx,FostAr00,targets,4,,,,,
player,201010100htx,htx,FostAr00,rec,2,,,,,
player,201010100htx,htx,FostAr00,rec_yds,2,,,,,
player,201010100htx,htx,FostAr00,rec_td,0,,,,,
player,201010100htx,htx,FostAr00,rec_long,6,,,,,
player,201010100htx,htx,FostAr00,fumbles,0,,,,,
player,201010100htx,htx,FostAr00,fumbles_lost,,,,,,
player,201010100htx,htx,WardDe01,pass_cmp,0,,,,,
player,201010100htx,htx,WardDe01,pass_att,0,,,,,
player,201010100htx,htx,WardDe01,pass_yds,0,,,,,
player,201010100htx,htx,WardDe01,pass_td,0,,,,,
player,201010100htx,htx,WardDe01,pass_int,0,,,,,
player,201010100htx,htx,WardDe01,pass_sacked,,,,,,
player,201010100htx,htx,WardDe01,pass_sacked_yds,,,,,,
player,201010100htx,htx,WardDe01,pass_long,0,,,,,
player,201010100htx,htx,WardDe01,pass_rating,,,,,,
player,201010100htx,htx,WardDe01,rush_att,1,,,,,
player,201010100htx,htx,WardDe01,rush_yds,1,,,,,
player,201010100htx,htx,WardDe01,rush_td,1,,,,,
player,201010100htx,htx,WardDe01,rush_long,1,,,,,
player,201010100htx,htx,WardDe01,targets,1,,,,,
player,201010100htx,htx,WardDe01,rec,1,,,,,
player,201010100htx,htx,WardDe01,rec_yds,12,,,,,
player,201010100htx,htx,WardDe01,rec_td,0,,,,,
player,201010100htx,htx,WardDe01,rec_long,12,,,,,
player,201010100htx,htx,WardDe01,fumbles,0,,,,,
player,201010100htx,htx,WardDe01,fumbles_lost,,,,,,
player,201010100htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201010100htx,htx,JohnAn02,pass_att,0,,,,,
player,201010100htx,htx,JohnAn02,pass_yds,0,,,,,
player,201010100htx,htx,JohnAn02,pass_td,0,,,,,
player,201010100htx,htx,JohnAn02,pass_int,0,,,,,
player,201010100htx,htx,JohnAn02,pass_sacked,,,,,,
player,201010100htx,htx,JohnAn02,pass_sacked_yds,,,,,,
player,201010100htx,htx,JohnAn02,pass_long,0,,,,,
player,201010100htx,htx,JohnAn02,pass_rating,,,,,,
player,201010100htx,htx,JohnAn02,rush_att,0,,,,,
player,201010100htx,htx,JohnAn02,rush_yds,0,,,,,
player,201010100htx,htx,JohnAn02,rush_td,0,,,,,
player,201010100htx,htx,JohnAn02,rush_long,0,,,,,
player,201010100htx,htx,JohnAn02,targets,13,,,,,
player,201010100htx,htx,JohnAn02,rec,5,,,,,
player,201010100htx,htx,JohnAn02,rec_yds,95,,,,,
player,201010100htx,htx,JohnAn02,rec_td,0,,,,,
player,201010100htx,htx,JohnAn02,rec_long,48,,,,,
player,201010100htx,htx,JohnAn02,fumbles,0,,,,,
player,201010100htx,htx,JohnAn02,fumbles_lost,,,,,,
player,201010100htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201010100htx,htx,DaniOw00,pass_att,0,,,,,
player,201010100htx,htx,DaniOw00,pass_yds,0,,,,,
player,201010100htx,htx,DaniOw00,pass_td,0,,,,,
player,201010100htx,htx,DaniOw00,pass_int,0,,,,,
player,201010100htx,htx,DaniOw00,pass_sacked,,,,,,
player,201010100htx,htx,DaniOw00,pass_sacked_yds,,,,,,
player,201010100htx,htx,DaniOw00,pass_long,0,,,,,
player,201010100htx,htx,DaniOw00,pass_rating,,,,,,
player,201010100htx,htx,DaniOw00,rush_att,0,,,,,
player,201010100htx,htx,DaniOw00,rush_yds,0,,,,,
player,201010100htx,htx,DaniOw00,rush_td,0,,,,,
player,201010100htx,htx,DaniOw00,rush_long,0,,,,,
player,201010100htx,htx,DaniOw00,targets,5,,,,,
player,201010100htx,htx,DaniOw00,rec,3,,,,,
player,201010100htx,htx,DaniOw00,rec_yds,45,,,,,
player,201010100htx,htx,DaniOw00,rec_td,0,,,,,
player,201010100htx,htx,DaniOw00,rec_long,19,,,,,
player,201010100htx,htx,DaniOw00,fumbles,0,,,,,
player,201010100htx,htx,DaniOw00,fumbles_lost,,,,,,
player,201010100htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201010100htx,htx,WaltKe00,pass_att,0,,,,,
player,201010100htx,htx,WaltKe00,pass_yds,0,,,,,
player,201010100htx,htx,WaltKe00,pass_td,0,,,,,
player,201010100htx,htx,WaltKe00,pass_int,0,,,,,
player,201010100htx,htx,WaltKe00,pass_sacked,,,,,,
player,201010100htx,htx,WaltKe00,pass_sacked_yds,,,,,,
player,201010100htx,htx,WaltKe00,pass_long,0,,,,,
player,201010100htx,htx,WaltKe00,pass_rating,,,,,,
player,201010100htx,htx,WaltKe00,rush_att,0,,,,,
player,201010100htx,htx,WaltKe00,rush_yds,0,,,,,
player,201010100htx,htx,WaltKe00,rush_td,0,,,,,
player,201010100htx,htx,WaltKe00,rush_long,0,,,,,
player,201010100htx,htx,WaltKe00,targets,5,,,,,
player,201010100htx,htx,WaltKe00,rec,2,,,,,
player,201010100htx,htx,WaltKe00,rec_yds,24,,,,,
player,201010100htx,htx,WaltKe00,rec_td,0,,,,,
player,201010100htx,htx,WaltKe00,rec_long,14,,,,,
player,201010100htx,htx,WaltKe00,fumbles,0,,,,,
player,201010100htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201010100htx,htx,LeacVo00,pass_cmp,0,,,,,
player,201010100htx,htx,LeacVo00,pass_att,0,,,,,
player,201010100htx,htx,LeacVo00,pass_yds,0,,,,,
player,201010100htx,htx,LeacVo00,pass_td,0,,,,,
player,201010100htx,htx,LeacVo00,pass_int,0,,,,,
player,201010100htx,htx,LeacVo00,pass_sacked,,,,,,
player,201010100htx,htx,LeacVo00,pass_sacked_yds,,,,,,
player,201010100htx,htx,LeacVo00,pass_long,0,,,,,
player,201010100htx,htx,LeacVo00,pass_rating,,,,,,
player,201010100htx,htx,LeacVo00,rush_att,0,,,,,
player,201010100htx,htx,LeacVo00,rush_yds,0,,,,,
player,201010100htx,htx,LeacVo00,rush_td,0,,,,,
player,201010100htx,htx,LeacVo00,rush_long,0,,,,,
player,201010100htx,htx,LeacVo00,targets,2,,,,,
player,201010100htx,htx,LeacVo00,rec,2,,,,,
player,201010100htx,htx,LeacVo00,rec_yds,18,,,,,
player,201010100htx,htx,LeacVo00,rec_td,0,,,,,
player,201010100htx,htx,LeacVo00,rec_long,13,,,,,
player,201010100htx,htx,LeacVo00,fumbles,0,,,,,
player,201010100htx,htx,LeacVo00,fumbles_lost,,,,,,
player,201010100htx,htx,AndeDa01,pass_cmp,0,,,,,
player,201010100htx,htx,AndeDa01,pass_att,0,,,,,
player,201010100htx,htx,AndeDa01,pass_yds,0,,,,,
player,201010100htx,htx,AndeDa01,pass_td,0,,,,,
player,201010100htx,htx,AndeDa01,pass_int,0,,,,,
player,201010100htx,htx,AndeDa01,pass_sacked,,,,,,
player,201010100htx,htx,AndeDa01,pass_sacked_yds,,,,,,
player,201010100htx,htx,AndeDa01,pass_long,0,,,,,
player,201010100htx,htx,AndeDa01,pass_rating,,,,,,
player,201010100htx,htx,AndeDa01,rush_att,0,,,,,
player,201010100htx,htx,AndeDa01,rush_yds,0,,,,,
player,201010100htx,htx,AndeDa01,rush_td,0,,,,,
player,201010100htx,htx,AndeDa01,rush_long,0,,,,,
player,201010100htx,htx,AndeDa01,targets,2,,,,,
player,201010100htx,htx,AndeDa01,rec,1,,,,,
player,201010100htx,htx,AndeDa01,rec_yds,0,,,,,
player,201010100htx,htx,AndeDa01,rec_td,0,,,,,
player,201010100htx,htx,AndeDa01,rec_long,0,,,,,
player,201010100htx,htx,AndeDa01,fumbles,0,,,,,
player,201010100htx,htx,AndeDa01,fumbles_lost,,,,,,
player,201010100htx,htx,SlatSt00,pass_cmp,0,,,,,
player,201010100htx,htx,SlatSt00,pass_att,0,,,,,
player,201010100htx,htx,SlatSt00,pass_yds,0,,,,,
player,201010100htx,htx,SlatSt00,pass_td,0,,,,,
player,201010100htx,htx,SlatSt00,pass_int,0,,,,,
player,201010100htx,htx,SlatSt00,pass_sacked,,,,,,
player,201010100htx,htx,SlatSt00,pass_sacked_yds,,,,,,
player,201010100htx,htx,SlatSt00,pass_long,0,,,,,
player,201010100htx,htx,SlatSt00,pass_rating,,,,,,
player,201010100htx,htx,SlatSt00,rush_att,2,,,,,
player,201010100htx,htx,SlatSt00,rush_yds,-1,,,,,
player,201010100htx,htx,SlatSt00,rush_td,0,,,,,
player,201010100htx,htx,SlatSt00,rush_long,3,,,,,
player,201010100htx,htx,SlatSt00,targets,0,,,,,
player,201010100htx,htx,SlatSt00,rec,0,,,,,
player,201010100htx,htx,SlatSt00,rec_yds,0,,,,,
player,201010100htx,htx,SlatSt00,rec_td,0,,,,,
player,201010100htx,htx,SlatSt00,rec_long,0,,,,,
player,201010100htx,htx,SlatSt00,fumbles,0,,,,,
player,201010100htx,htx,SlatSt00,fumbles_lost,,,,,,
player,201010100htx,htx,DreeJo00,pass_cmp,,,,,,
player,201010100htx,htx,DreeJo00,pass_att,,,,,,
player,201010100htx,htx,DreeJo00,pass_yds,,,,,,
player,201010100htx,htx,DreeJo00,pass_td,,,,,,
player,201010100htx,htx,DreeJo00,pass_int,,,,,,
player,201010100htx,htx,DreeJo00,pass_sacked,,,,,,
player,201010100htx,htx,DreeJo00,pass_sacked_yds,,,,,,
player,201010100htx,htx,DreeJo00,pass_long,,,,,,
player,201010100htx,htx,DreeJo00,pass_rating,,,,,,
player,201010100htx,htx,DreeJo00,rush_att,,,,,,
player,201010100htx,htx,DreeJo00,rush_yds,,,,,,
player,201010100htx,htx,DreeJo00,rush_td,,,,,,
player,201010100htx,htx,DreeJo00,rush_long,,,,,,
player,201010100htx,htx,DreeJo00,targets,2,,,,,
player,201010100htx,htx,DreeJo00,rec,0,,,,,
player,201010100htx,htx,DreeJo00,rec_yds,0,,,,,
player,201010100htx,htx,DreeJo00,rec_td,0,,,,,
player,201010100htx,htx,DreeJo00,rec_long,,,,,,
player,201010100htx,htx,DreeJo00,fumbles,,,,,,
player,201010100htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201010100htx,nyg,WebsCo20,def_int,1,,,,,
player,201010100htx,nyg,WebsCo20,def_int_yds,0,,,,,
player,201010100htx,nyg,WebsCo20,def_int_td,0,,,,,
player,201010100htx,nyg,WebsCo20,def_int_long,0,,,,,
player,201010100htx,nyg,WebsCo20,pass_defended,1,,,,,
player,201010100htx,nyg,WebsCo20,sacks,0.0,,,,,
player,201010100htx,nyg,WebsCo20,tackles_combined,3,,,,,
player,201010100htx,nyg,WebsCo20,tackles_solo,3,,,,,
player,201010100htx,nyg,WebsCo20,tackles_assists,0,,,,,
player,201010100htx,nyg,WebsCo20,tackles_loss,0,,,,,
player,201010100htx,nyg,WebsCo20,qb_hits,0,,,,,
player,201010100htx,nyg,WebsCo20,fumbles_rec,0,,,,,
player,201010100htx,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201010100htx,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201010100htx,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201010100htx,nyg,UmenOs99,def_int,0,,,,,
player,201010100htx,nyg,UmenOs99,def_int_yds,0,,,,,
player,201010100htx,nyg,UmenOs99,def_int_td,0,,,,,
player,201010100htx,nyg,UmenOs99,def_int_long,0,,,,,
player,201010100htx,nyg,UmenOs99,pass_defended,1,,,,,
player,201010100htx,nyg,UmenOs99,sacks,2.0,,,,,
player,201010100htx,nyg,UmenOs99,tackles_combined,3,,,,,
player,201010100htx,nyg,UmenOs99,tackles_solo,2,,,,,
player,201010100htx,nyg,UmenOs99,tackles_assists,1,,,,,
player,201010100htx,nyg,UmenOs99,tackles_loss,0,,,,,
player,201010100htx,nyg,UmenOs99,qb_hits,1,,,,,
player,201010100htx,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201010100htx,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201010100htx,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201010100htx,nyg,UmenOs99,fumbles_forced,2,,,,,
