game,2010,16,20101226,201012260cin,sdg,"San Diego Chargers",20,cin,"Cincinnati Bengals",34
player,201012260cin,sdg,SileBr99,def_int_td,0,,,,,
player,201012260cin,sdg,SileBr99,def_int_long,0,,,,,
player,201012260cin,sdg,SileBr99,pass_defended,0,,,,,
player,201012260cin,sdg,SileBr99,sacks,0.0,,,,,
player,201012260cin,sdg,SileBr99,tackles_combined,6,,,,,
player,201012260cin,sdg,SileBr99,tackles_solo,1,,,,,
player,201012260cin,sdg,SileBr99,tackles_assists,5,,,,,
player,201012260cin,sdg,SileBr99,tackles_loss,1,,,,,
player,201012260cin,sdg,SileBr99,qb_hits,0,,,,,
player,201012260cin,sdg,SileBr99,fumbles_rec,0,,,,,
player,201012260cin,sdg,SileBr99,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,SileBr99,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,SileBr99,fumbles_forced,0,,,,,
player,201012260cin,sdg,CasoAn99,def_int,0,,,,,
player,201012260cin,sdg,CasoAn99,def_int_yds,0,,,,,
player,201012260cin,sdg,CasoAn99,def_int_td,0,,,,,
player,201012260cin,sdg,CasoAn99,def_int_long,0,,,,,
player,201012260cin,sdg,CasoAn99,pass_defended,0,,,,,
player,201012260cin,sdg,CasoAn99,sacks,0.0,,,,,
player,201012260cin,sdg,CasoAn99,tackles_combined,5,,,,,
player,201012260cin,sdg,CasoAn99,tackles_solo,2,,,,,
player,201012260cin,sdg,CasoAn99,tackles_assists,3,,,,,
player,201012260cin,sdg,CasoAn99,tackles_loss,1,,,,,
player,201012260cin,sdg,CasoAn99,qb_hits,0,,,,,
player,201012260cin,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201012260cin,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201012260cin,sdg,BurnKe20,def_int,0,,,,,
player,201012260cin,sdg,BurnKe20,def_int_yds,0,,,,,
player,201012260cin,sdg,BurnKe20,def_int_td,0,,,,,
player,201012260cin,sdg,BurnKe20,def_int_long,0,,,,,
player,201012260cin,sdg,BurnKe20,pass_defended,0,,,,,
player,201012260cin,sdg,BurnKe20,sacks,0.0,,,,,
player,201012260cin,sdg,BurnKe20,tackles_combined,4,,,,,
player,201012260cin,sdg,BurnKe20,tackles_solo,1,,,,,
player,201012260cin,sdg,BurnKe20,tackles_assists,3,,,,,
player,201012260cin,sdg,BurnKe20,tackles_loss,0,,,,,
player,201012260cin,sdg,BurnKe20,qb_hits,0,,,,,
player,201012260cin,sdg,BurnKe20,fumbles_rec,0,,,,,
player,201012260cin,sdg,BurnKe20,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,BurnKe20,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,BurnKe20,fumbles_forced,0,,,,,
player,201012260cin,sdg,CesaJa20,def_int,0,,,,,
player,201012260cin,sdg,CesaJa20,def_int_yds,0,,,,,
player,201012260cin,sdg,CesaJa20,def_int_td,0,,,,,
player,201012260cin,sdg,CesaJa20,def_int_long,0,,,,,
player,201012260cin,sdg,CesaJa20,pass_defended,0,,,,,
player,201012260cin,sdg,CesaJa20,sacks,0.0,,,,,
player,201012260cin,sdg,CesaJa20,tackles_combined,4,,,,,
player,201012260cin,sdg,CesaJa20,tackles_solo,2,,,,,
player,201012260cin,sdg,CesaJa20,tackles_assists,2,,,,,
player,201012260cin,sdg,CesaJa20,tackles_loss,1,,,,,
player,201012260cin,sdg,CesaJa20,qb_hits,0,,,,,
player,201012260cin,sdg,CesaJa20,fumbles_rec,0,,,,,
player,201012260cin,sdg,CesaJa20,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,CesaJa20,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,CesaJa20,fumbles_forced,0,,,,,
player,201012260cin,sdg,CastLu20,def_int,0,,,,,
player,201012260cin,sdg,CastLu20,def_int_yds,0,,,,,
player,201012260cin,sdg,CastLu20,def_int_td,0,,,,,
player,201012260cin,sdg,CastLu20,def_int_long,0,,,,,
player,201012260cin,sdg,CastLu20,pass_defended,0,,,,,
player,201012260cin,sdg,CastLu20,sacks,0.0,,,,,
player,201012260cin,sdg,CastLu20,tackles_combined,3,,,,,
player,201012260cin,sdg,CastLu20,tackles_solo,2,,,,,
player,201012260cin,sdg,CastLu20,tackles_assists,1,,,,,
player,201012260cin,sdg,CastLu20,tackles_loss,0,,,,,
player,201012260cin,sdg,CastLu20,qb_hits,0,,,,,
player,201012260cin,sdg,CastLu20,fumbles_rec,0,,,,,
player,201012260cin,sdg,CastLu20,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,CastLu20,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,CastLu20,fumbles_forced,0,,,,,
player,201012260cin,sdg,GaraAn20,def_int,0,,,,,
player,201012260cin,sdg,GaraAn20,def_int_yds,0,,,,,
player,201012260cin,sdg,GaraAn20,def_int_td,0,,,,,
player,201012260cin,sdg,GaraAn20,def_int_long,0,,,,,
player,201012260cin,sdg,GaraAn20,pass_defended,0,,,,,
player,201012260cin,sdg,GaraAn20,sacks,0.0,,,,,
player,201012260cin,sdg,GaraAn20,tackles_combined,3,,,,,
player,201012260cin,sdg,GaraAn20,tackles_solo,1,,,,,
player,201012260cin,sdg,GaraAn20,tackles_assists,2,,,,,
player,201012260cin,sdg,GaraAn20,tackles_loss,0,,,,,
player,201012260cin,sdg,GaraAn20,qb_hits,0,,,,,
player,201012260cin,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201012260cin,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201012260cin,sdg,JammQu20,def_int,0,,,,,
player,201012260cin,sdg,JammQu20,def_int_yds,0,,,,,
player,201012260cin,sdg,JammQu20,def_int_td,0,,,,,
player,201012260cin,sdg,JammQu20,def_int_long,0,,,,,
player,201012260cin,sdg,JammQu20,pass_defended,0,,,,,
player,201012260cin,sdg,JammQu20,sacks,0.0,,,,,
player,201012260cin,sdg,JammQu20,tackles_combined,3,,,,,
player,201012260cin,sdg,JammQu20,tackles_solo,2,,,,,
player,201012260cin,sdg,JammQu20,tackles_assists,1,,,,,
player,201012260cin,sdg,JammQu20,tackles_loss,0,,,,,
player,201012260cin,sdg,JammQu20,qb_hits,0,,,,,
player,201012260cin,sdg,JammQu20,fumbles_rec,0,,,,,
player,201012260cin,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,JammQu20,fumbles_forced,0,,,,,
player,201012260cin,sdg,OlivPa20,def_int,0,,,,,
player,201012260cin,sdg,OlivPa20,def_int_yds,0,,,,,
player,201012260cin,sdg,OlivPa20,def_int_td,0,,,,,
player,201012260cin,sdg,OlivPa20,def_int_long,0,,,,,
player,201012260cin,sdg,OlivPa20,pass_defended,0,,,,,
player,201012260cin,sdg,OlivPa20,sacks,0.0,,,,,
player,201012260cin,sdg,OlivPa20,tackles_combined,3,,,,,
player,201012260cin,sdg,OlivPa20,tackles_solo,2,,,,,
player,201012260cin,sdg,OlivPa20,tackles_assists,1,,,,,
player,201012260cin,sdg,OlivPa20,tackles_loss,0,,,,,
player,201012260cin,sdg,OlivPa20,qb_hits,0,,,,,
player,201012260cin,sdg,OlivPa20,fumbles_rec,0,,,,,
player,201012260cin,sdg,OlivPa20,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,OlivPa20,fumbles_forced,0,,,,,
player,201012260cin,sdg,HestJa00,def_int,0,,,,,
player,201012260cin,sdg,HestJa00,def_int_yds,0,,,,,
player,201012260cin,sdg,HestJa00,def_int_td,0,,,,,
player,201012260cin,sdg,HestJa00,def_int_long,0,,,,,
player,201012260cin,sdg,HestJa00,pass_defended,0,,,,,
player,201012260cin,sdg,HestJa00,sacks,0.0,,,,,
player,201012260cin,sdg,HestJa00,tackles_combined,2,,,,,
player,201012260cin,sdg,HestJa00,tackles_solo,1,,,,,
player,201012260cin,sdg,HestJa00,tackles_assists,1,,,,,
player,201012260cin,sdg,HestJa00,tackles_loss,0,,,,,
player,201012260cin,sdg,HestJa00,qb_hits,0,,,,,
player,201012260cin,sdg,HestJa00,fumbles_rec,0,,,,,
player,201012260cin,sdg,HestJa00,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,HestJa00,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,HestJa00,fumbles_forced,0,,,,,
player,201012260cin,sdg,HughDa99,def_int,0,,,,,
player,201012260cin,sdg,HughDa99,def_int_yds,0,,,,,
player,201012260cin,sdg,HughDa99,def_int_td,0,,,,,
player,201012260cin,sdg,HughDa99,def_int_long,0,,,,,
player,201012260cin,sdg,HughDa99,pass_defended,0,,,,,
player,201012260cin,sdg,HughDa99,sacks,0.0,,,,,
player,201012260cin,sdg,HughDa99,tackles_combined,2,,,,,
player,201012260cin,sdg,HughDa99,tackles_solo,1,,,,,
player,201012260cin,sdg,HughDa99,tackles_assists,1,,,,,
player,201012260cin,sdg,HughDa99,tackles_loss,0,,,,,
player,201012260cin,sdg,HughDa99,qb_hits,0,,,,,
player,201012260cin,sdg,HughDa99,fumbles_rec,0,,,,,
player,201012260cin,sdg,HughDa99,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,HughDa99,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,HughDa99,fumbles_forced,0,,,,,
player,201012260cin,sdg,BarnAn99,def_int,0,,,,,
player,201012260cin,sdg,BarnAn99,def_int_yds,0,,,,,
player,201012260cin,sdg,BarnAn99,def_int_td,0,,,,,
player,201012260cin,sdg,BarnAn99,def_int_long,0,,,,,
player,201012260cin,sdg,BarnAn99,pass_defended,0,,,,,
player,201012260cin,sdg,BarnAn99,sacks,0.0,,,,,
player,201012260cin,sdg,BarnAn99,tackles_combined,1,,,,,
player,201012260cin,sdg,BarnAn99,tackles_solo,0,,,,,
player,201012260cin,sdg,BarnAn99,tackles_assists,1,,,,,
player,201012260cin,sdg,BarnAn99,tackles_loss,0,,,,,
player,201012260cin,sdg,BarnAn99,qb_hits,0,,,,,
player,201012260cin,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201012260cin,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201012260cin,sdg,MoorBr22,def_int,0,,,,,
player,201012260cin,sdg,MoorBr22,def_int_yds,0,,,,,
player,201012260cin,sdg,MoorBr22,def_int_td,0,,,,,
player,201012260cin,sdg,MoorBr22,def_int_long,0,,,,,
player,201012260cin,sdg,MoorBr22,pass_defended,0,,,,,
player,201012260cin,sdg,MoorBr22,sacks,0.0,,,,,
player,201012260cin,sdg,MoorBr22,tackles_combined,1,,,,,
player,201012260cin,sdg,MoorBr22,tackles_solo,1,,,,,
player,201012260cin,sdg,MoorBr22,tackles_assists,0,,,,,
player,201012260cin,sdg,MoorBr22,tackles_loss,0,,,,,
player,201012260cin,sdg,MoorBr22,qb_hits,0,,,,,
player,201012260cin,sdg,MoorBr22,fumbles_rec,0,,,,,
player,201012260cin,sdg,MoorBr22,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,MoorBr22,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,MoorBr22,fumbles_forced,0,,,,,
player,201012260cin,sdg,PhilSh20,def_int,0,,,,,
player,201012260cin,sdg,PhilSh20,def_int_yds,0,,,,,
player,201012260cin,sdg,PhilSh20,def_int_td,0,,,,,
player,201012260cin,sdg,PhilSh20,def_int_long,0,,,,,
player,201012260cin,sdg,PhilSh20,pass_defended,0,,,,,
player,201012260cin,sdg,PhilSh20,sacks,0.0,,,,,
player,201012260cin,sdg,PhilSh20,tackles_combined,1,,,,,
player,201012260cin,sdg,PhilSh20,tackles_solo,0,,,,,
player,201012260cin,sdg,PhilSh20,tackles_assists,1,,,,,
player,201012260cin,sdg,PhilSh20,tackles_loss,0,,,,,
player,201012260cin,sdg,PhilSh20,qb_hits,0,,,,,
player,201012260cin,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201012260cin,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201012260cin,sdg,StriDo20,def_int,0,,,,,
player,201012260cin,sdg,StriDo20,def_int_yds,0,,,,,
player,201012260cin,sdg,StriDo20,def_int_td,0,,,,,
player,201012260cin,sdg,StriDo20,def_int_long,0,,,,,
player,201012260cin,sdg,StriDo20,pass_defended,0,,,,,
player,201012260cin,sdg,StriDo20,sacks,0.0,,,,,
player,201012260cin,sdg,StriDo20,tackles_combined,1,,,,,
player,201012260cin,sdg,StriDo20,tackles_solo,1,,,,,
player,201012260cin,sdg,StriDo20,tackles_assists,0,,,,,
player,201012260cin,sdg,StriDo20,tackles_loss,0,,,,,
player,201012260cin,sdg,StriDo20,qb_hits,0,,,,,
player,201012260cin,sdg,StriDo20,fumbles_rec,0,,,,,
player,201012260cin,sdg,StriDo20,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,StriDo20,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,StriDo20,fumbles_forced,0,,,,,
player,201012260cin,sdg,TealQu99,def_int,0,,,,,
player,201012260cin,sdg,TealQu99,def_int_yds,0,,,,,
player,201012260cin,sdg,TealQu99,def_int_td,0,,,,,
player,201012260cin,sdg,TealQu99,def_int_long,0,,,,,
player,201012260cin,sdg,TealQu99,pass_defended,0,,,,,
player,201012260cin,sdg,TealQu99,sacks,0.0,,,,,
player,201012260cin,sdg,TealQu99,tackles_combined,1,,,,,
player,201012260cin,sdg,TealQu99,tackles_solo,0,,,,,
player,201012260cin,sdg,TealQu99,tackles_assists,1,,,,,
player,201012260cin,sdg,TealQu99,tackles_loss,0,,,,,
player,201012260cin,sdg,TealQu99,qb_hits,0,,,,,
player,201012260cin,sdg,TealQu99,fumbles_rec,0,,,,,
player,201012260cin,sdg,TealQu99,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,TealQu99,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,TealQu99,fumbles_forced,0,,,,,
player,201012260cin,sdg,NwagOg00,def_int,0,,,,,
player,201012260cin,sdg,NwagOg00,def_int_yds,0,,,,,
player,201012260cin,sdg,NwagOg00,def_int_td,0,,,,,
player,201012260cin,sdg,NwagOg00,def_int_long,0,,,,,
player,201012260cin,sdg,NwagOg00,pass_defended,0,,,,,
player,201012260cin,sdg,NwagOg00,sacks,0.0,,,,,
player,201012260cin,sdg,NwagOg00,tackles_combined,0,,,,,
player,201012260cin,sdg,NwagOg00,tackles_solo,0,,,,,
player,201012260cin,sdg,NwagOg00,tackles_assists,0,,,,,
player,201012260cin,sdg,NwagOg00,tackles_loss,0,,,,,
player,201012260cin,sdg,NwagOg00,qb_hits,0,,,,,
player,201012260cin,sdg,NwagOg00,fumbles_rec,1,,,,,
player,201012260cin,sdg,NwagOg00,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,NwagOg00,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,NwagOg00,fumbles_forced,0,,,,,
player,201012260cin,cin,MauaRe99,def_int,1,,,,,
player,201012260cin,cin,MauaRe99,def_int_yds,47,,,,,
player,201012260cin,cin,MauaRe99,def_int_td,0,,,,,
player,201012260cin,cin,MauaRe99,def_int_long,47,,,,,
player,201012260cin,cin,MauaRe99,pass_defended,1,,,,,
player,201012260cin,cin,MauaRe99,sacks,0.0,,,,,
player,201012260cin,cin,MauaRe99,tackles_combined,5,,,,,
player,201012260cin,cin,MauaRe99,tackles_solo,3,,,,,
player,201012260cin,cin,MauaRe99,tackles_assists,2,,,,,
player,201012260cin,cin,MauaRe99,tackles_loss,0,,,,,
player,201012260cin,cin,MauaRe99,qb_hits,0,,,,,
player,201012260cin,cin,MauaRe99,fumbles_rec,0,,,,,
player,201012260cin,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201012260cin,cin,MauaRe99,fumbles_forced,0,,,,,
player,201012260cin,cin,DunlCa99,def_int,0,,,,,
player,201012260cin,cin,DunlCa99,def_int_yds,0,,,,,
player,201012260cin,cin,DunlCa99,def_int_td,0,,,,,
player,201012260cin,cin,DunlCa99,def_int_long,0,,,,,
player,201012260cin,cin,DunlCa99,pass_defended,0,,,,,
player,201012260cin,cin,DunlCa99,sacks,1.0,,,,,
player,201012260cin,cin,DunlCa99,tackles_combined,2,,,,,
player,201012260cin,cin,DunlCa99,tackles_solo,1,,,,,
player,201012260cin,cin,DunlCa99,tackles_assists,1,,,,,
player,201012260cin,cin,DunlCa99,tackles_loss,1,,,,,
player,201012260cin,cin,DunlCa99,qb_hits,2,,,,,
player,201012260cin,cin,DunlCa99,fumbles_rec,0,,,,,
player,201012260cin,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201012260cin,cin,DunlCa99,fumbles_forced,0,,,,,
player,201012260cin,cin,JoneDh20,def_int,0,,,,,
player,201012260cin,cin,JoneDh20,def_int_yds,0,,,,,
player,201012260cin,cin,JoneDh20,def_int_td,0,,,,,
player,201012260cin,cin,JoneDh20,def_int_long,0,,,,,
player,201012260cin,cin,JoneDh20,pass_defended,0,,,,,
player,201012260cin,cin,JoneDh20,sacks,0.0,,,,,
player,201012260cin,cin,JoneDh20,tackles_combined,8,,,,,
player,201012260cin,cin,JoneDh20,tackles_solo,5,,,,,
player,201012260cin,cin,JoneDh20,tackles_assists,3,,,,,
player,201012260cin,cin,JoneDh20,tackles_loss,0,,,,,
player,201012260cin,cin,JoneDh20,qb_hits,0,,,,,
player,201012260cin,cin,JoneDh20,fumbles_rec,0,,,,,
player,201012260cin,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201012260cin,cin,JoneDh20,fumbles_forced,0,,,,,
player,201012260cin,cin,NelsRe99,def_int,0,,,,,
player,201012260cin,cin,NelsRe99,def_int_yds,0,,,,,
player,201012260cin,cin,NelsRe99,def_int_td,0,,,,,
player,201012260cin,cin,NelsRe99,def_int_long,0,,,,,
player,201012260cin,cin,NelsRe99,pass_defended,1,,,,,
player,201012260cin,cin,NelsRe99,sacks,0.0,,,,,
player,201012260cin,cin,NelsRe99,tackles_combined,8,,,,,
player,201012260cin,cin,NelsRe99,tackles_solo,3,,,,,
player,201012260cin,cin,NelsRe99,tackles_assists,5,,,,,
player,201012260cin,cin,NelsRe99,tackles_loss,0,,,,,
player,201012260cin,cin,NelsRe99,qb_hits,0,,,,,
player,201012260cin,cin,NelsRe99,fumbles_rec,0,,,,,
player,201012260cin,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201012260cin,cin,NelsRe99,fumbles_forced,1,,,,,
player,201012260cin,cin,RatlKe20,def_int,0,,,,,
player,201012260cin,cin,RatlKe20,def_int_yds,0,,,,,
player,201012260cin,cin,RatlKe20,def_int_td,0,,,,,
player,201012260cin,cin,RatlKe20,def_int_long,0,,,,,
player,201012260cin,cin,RatlKe20,pass_defended,0,,,,,
player,201012260cin,cin,RatlKe20,sacks,0.0,,,,,
player,201012260cin,cin,RatlKe20,tackles_combined,8,,,,,
player,201012260cin,cin,RatlKe20,tackles_solo,3,,,,,
player,201012260cin,cin,RatlKe20,tackles_assists,5,,,,,
player,201012260cin,cin,RatlKe20,tackles_loss,0,,,,,
player,201012260cin,cin,RatlKe20,qb_hits,0,,,,,
player,201012260cin,cin,RatlKe20,fumbles_rec,0,,,,,
player,201012260cin,cin,RatlKe20,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,RatlKe20,fumbles_rec_td,0,,,,,
player,201012260cin,cin,RatlKe20,fumbles_forced,0,,,,,
player,201012260cin,cin,RiveKe99,def_int,0,,,,,
player,201012260cin,cin,RiveKe99,def_int_yds,0,,,,,
player,201012260cin,cin,RiveKe99,def_int_td,0,,,,,
player,201012260cin,cin,RiveKe99,def_int_long,0,,,,,
player,201012260cin,cin,RiveKe99,pass_defended,0,,,,,
player,201012260cin,cin,RiveKe99,sacks,0.0,,,,,
player,201012260cin,cin,RiveKe99,tackles_combined,7,,,,,
player,201012260cin,cin,RiveKe99,tackles_solo,3,,,,,
player,201012260cin,cin,RiveKe99,tackles_assists,4,,,,,
player,201012260cin,cin,RiveKe99,tackles_loss,1,,,,,
player,201012260cin,cin,RiveKe99,qb_hits,0,,,,,
player,201012260cin,cin,RiveKe99,fumbles_rec,0,,,,,
player,201012260cin,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201012260cin,cin,RiveKe99,fumbles_forced,0,,,,,
player,201012260cin,cin,JohnMi98,def_int,0,,,,,
player,201012260cin,cin,JohnMi98,def_int_yds,0,,,,,
player,201012260cin,cin,JohnMi98,def_int_td,0,,,,,
player,201012260cin,cin,JohnMi98,def_int_long,0,,,,,
player,201012260cin,cin,JohnMi98,pass_defended,0,,,,,
player,201012260cin,cin,JohnMi98,sacks,0.0,,,,,
player,201012260cin,cin,JohnMi98,tackles_combined,5,,,,,
player,201012260cin,cin,JohnMi98,tackles_solo,3,,,,,
player,201012260cin,cin,JohnMi98,tackles_assists,2,,,,,
player,201012260cin,cin,JohnMi98,tackles_loss,1,,,,,
player,201012260cin,cin,JohnMi98,qb_hits,1,,,,,
player,201012260cin,cin,JohnMi98,fumbles_rec,0,,,,,
player,201012260cin,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201012260cin,cin,JohnMi98,fumbles_forced,0,,,,,
player,201012260cin,cin,JoseJo20,def_int,0,,,,,
player,201012260cin,cin,JoseJo20,def_int_yds,0,,,,,
player,201012260cin,cin,JoseJo20,def_int_td,0,,,,,
player,201012260cin,cin,JoseJo20,def_int_long,0,,,,,
player,201012260cin,cin,JoseJo20,pass_defended,1,,,,,
player,201012260cin,cin,JoseJo20,sacks,0.0,,,,,
player,201012260cin,cin,JoseJo20,tackles_combined,5,,,,,
player,201012260cin,cin,JoseJo20,tackles_solo,5,,,,,
player,201012260cin,cin,JoseJo20,tackles_assists,0,,,,,
player,201012260cin,cin,JoseJo20,tackles_loss,0,,,,,
player,201012260cin,cin,JoseJo20,qb_hits,0,,,,,
player,201012260cin,cin,JoseJo20,fumbles_rec,0,,,,,
player,201012260cin,cin,JoseJo20,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,JoseJo20,fumbles_rec_td,0,,,,,
player,201012260cin,cin,JoseJo20,fumbles_forced,0,,,,,
player,201012260cin,cin,JohnBr20,def_int,0,,,,,
player,201012260cin,cin,JohnBr20,def_int_yds,0,,,,,
player,201012260cin,cin,JohnBr20,def_int_td,0,,,,,
player,201012260cin,cin,JohnBr20,def_int_long,0,,,,,
player,201012260cin,cin,JohnBr20,pass_defended,0,,,,,
player,201012260cin,cin,JohnBr20,sacks,0.0,,,,,
player,201012260cin,cin,JohnBr20,tackles_combined,4,,,,,
player,201012260cin,cin,JohnBr20,tackles_solo,1,,,,,
player,201012260cin,cin,JohnBr20,tackles_assists,3,,,,,
player,201012260cin,cin,JohnBr20,tackles_loss,0,,,,,
player,201012260cin,cin,JohnBr20,qb_hits,0,,,,,
player,201012260cin,cin,JohnBr20,fumbles_rec,0,,,,,
player,201012260cin,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201012260cin,cin,JohnBr20,fumbles_forced,0,,,,,
player,201012260cin,cin,WillRo03,def_int,0,,,,,
player,201012260cin,cin,WillRo03,def_int_yds,0,,,,,
player,201012260cin,cin,WillRo03,def_int_td,0,,,,,
player,201012260cin,cin,WillRo03,def_int_long,0,,,,,
player,201012260cin,cin,WillRo03,pass_defended,0,,,,,
player,201012260cin,cin,WillRo03,sacks,0.0,,,,,
player,201012260cin,cin,WillRo03,tackles_combined,4,,,,,
player,201012260cin,cin,WillRo03,tackles_solo,2,,,,,
player,201012260cin,cin,WillRo03,tackles_assists,2,,,,,
player,201012260cin,cin,WillRo03,tackles_loss,0,,,,,
player,201012260cin,cin,WillRo03,qb_hits,0,,,,,
player,201012260cin,cin,WillRo03,fumbles_rec,1,,,,,
player,201012260cin,cin,WillRo03,fumbles_rec_yds,1,,,,,
player,201012260cin,cin,WillRo03,fumbles_rec_td,0,,,,,
player,201012260cin,cin,WillRo03,fumbles_forced,0,,,,,
player,201012260cin,cin,GeatRo21,def_int,0,,,,,
player,201012260cin,cin,GeatRo21,def_int_yds,0,,,,,
player,201012260cin,cin,GeatRo21,def_int_td,0,,,,,
player,201012260cin,cin,GeatRo21,def_int_long,0,,,,,
player,201012260cin,cin,GeatRo21,pass_defended,1,,,,,
player,201012260cin,cin,GeatRo21,sacks,0.0,,,,,
player,201012260cin,cin,GeatRo21,tackles_combined,3,,,,,
player,201012260cin,cin,GeatRo21,tackles_solo,2,,,,,
player,201012260cin,cin,GeatRo21,tackles_assists,1,,,,,
player,201012260cin,cin,GeatRo21,tackles_loss,0,,,,,
player,201012260cin,cin,GeatRo21,qb_hits,0,,,,,
player,201012260cin,cin,GeatRo21,fumbles_rec,0,,,,,
player,201012260cin,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201012260cin,cin,GeatRo21,fumbles_forced,0,,,,,
player,201012260cin,cin,AtkiGe99,def_int,0,,,,,
player,201012260cin,cin,AtkiGe99,def_int_yds,0,,,,,
player,201012260cin,cin,AtkiGe99,def_int_td,0,,,,,
player,201012260cin,cin,AtkiGe99,def_int_long,0,,,,,
player,201012260cin,cin,AtkiGe99,pass_defended,1,,,,,
player,201012260cin,cin,AtkiGe99,sacks,0.0,,,,,
player,201012260cin,cin,AtkiGe99,tackles_combined,2,,,,,
player,201012260cin,cin,AtkiGe99,tackles_solo,1,,,,,
player,201012260cin,cin,AtkiGe99,tackles_assists,1,,,,,
player,201012260cin,cin,AtkiGe99,tackles_loss,0,,,,,
player,201012260cin,cin,AtkiGe99,qb_hits,2,,,,,
player,201012260cin,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201012260cin,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201012260cin,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201012260cin,cin,PekoDo20,def_int,0,,,,,
player,201012260cin,cin,PekoDo20,def_int_yds,0,,,,,
player,201012260cin,cin,PekoDo20,def_int_td,0,,,,,
player,201012260cin,cin,PekoDo20,def_int_long,0,,,,,
player,201012260cin,cin,PekoDo20,pass_defended,0,,,,,
player,201012260cin,cin,PekoDo20,sacks,0.0,,,,,
player,201012260cin,cin,PekoDo20,tackles_combined,2,,,,,
player,201012260cin,cin,PekoDo20,tackles_solo,0,,,,,
player,201012260cin,cin,PekoDo20,tackles_assists,2,,,,,
player,201012260cin,cin,PekoDo20,tackles_loss,0,,,,,
player,201012260cin,cin,PekoDo20,qb_hits,0,,,,,
player,201012260cin,cin,PekoDo20,fumbles_rec,0,,,,,
