game,2010,15,20101219,201012190dal,was,"Washington Redskins",30,dal,"Dallas Cowboys",33
team,201012190dal,was,First Downs,23,,,,,,
team,201012190dal,dal,First Downs,25,,,,,,
team,201012190dal,was,Rush-Yds-TDs,15-55-0,,,,,,
team,201012190dal,dal,Rush-Yds-TDs,31-134-1,,,,,,
team,201012190dal,was,Cmp-Att-Yd-TD-INT,25-43-322-4-2,,,,,,
team,201012190dal,dal,Cmp-Att-Yd-TD-INT,25-37-305-2-0,,,,,,
team,201012190dal,was,Sacked-Yards,5-36,,,,,,
team,201012190dal,dal,Sacked-Yards,2-5,,,,,,
team,201012190dal,was,Net Pass Yards,286,,,,,,
team,201012190dal,dal,Net Pass Yards,300,,,,,,
team,201012190dal,was,Total Yards,341,,,,,,
team,201012190dal,dal,Total Yards,434,,,,,,
team,201012190dal,was,Fumbles-Lost,1-1,,,,,,
team,201012190dal,dal,Fumbles-Lost,2-0,,,,,,
team,201012190dal,was,Turnovers,3,,,,,,
team,201012190dal,dal,Turnovers,0,,,,,,
team,201012190dal,was,Penalties-Yards,3-25,,,,,,
team,201012190dal,dal,Penalties-Yards,9-70,,,,,,
team,201012190dal,was,Third Down Conv.,4-11,,,,,,
team,201012190dal,dal,Third Down Conv.,5-13,,,,,,
team,201012190dal,was,Fourth Down Conv.,1-1,,,,,,
team,201012190dal,dal,Fourth Down Conv.,0-1,,,,,,
team,201012190dal,was,Time of Possession,24:39,,,,,,
team,201012190dal,dal,Time of Possession,35:21,,,,,,
player,201012190dal,was,GrosRe00,pass_cmp,25,,,,,
player,201012190dal,was,GrosRe00,pass_att,43,,,,,
player,201012190dal,was,GrosRe00,pass_yds,322,,,,,
player,201012190dal,was,GrosRe00,pass_td,4,,,,,
player,201012190dal,was,GrosRe00,pass_int,2,,,,,
player,201012190dal,was,GrosRe00,pass_sacked,5,,,,,
player,201012190dal,was,GrosRe00,pass_sacked_yds,36,,,,,
player,201012190dal,was,GrosRe00,pass_long,47,,,,,
player,201012190dal,was,GrosRe00,pass_rating,93.4,,,,,
player,201012190dal,was,GrosRe00,rush_att,1,,,,,
player,201012190dal,was,GrosRe00,rush_yds,-1,,,,,
player,201012190dal,was,GrosRe00,rush_td,0,,,,,
player,201012190dal,was,GrosRe00,rush_long,-1,,,,,
player,201012190dal,was,GrosRe00,targets,0,,,,,
player,201012190dal,was,GrosRe00,rec,0,,,,,
player,201012190dal,was,GrosRe00,rec_yds,0,,,,,
player,201012190dal,was,GrosRe00,rec_td,0,,,,,
player,201012190dal,was,GrosRe00,rec_long,0,,,,,
player,201012190dal,was,GrosRe00,fumbles,1,,,,,
player,201012190dal,was,GrosRe00,fumbles_lost,1,,,,,
player,201012190dal,was,ToraRy00,pass_cmp,0,,,,,
player,201012190dal,was,ToraRy00,pass_att,0,,,,,
player,201012190dal,was,ToraRy00,pass_yds,0,,,,,
player,201012190dal,was,ToraRy00,pass_td,0,,,,,
player,201012190dal,was,ToraRy00,pass_int,0,,,,,
player,201012190dal,was,ToraRy00,pass_sacked,,,,,,
player,201012190dal,was,ToraRy00,pass_sacked_yds,,,,,,
player,201012190dal,was,ToraRy00,pass_long,0,,,,,
player,201012190dal,was,ToraRy00,pass_rating,,,,,,
player,201012190dal,was,ToraRy00,rush_att,11,,,,,
player,201012190dal,was,ToraRy00,rush_yds,53,,,,,
player,201012190dal,was,ToraRy00,rush_td,0,,,,,
player,201012190dal,was,ToraRy00,rush_long,15,,,,,
player,201012190dal,was,ToraRy00,targets,6,,,,,
player,201012190dal,was,ToraRy00,rec,5,,,,,
player,201012190dal,was,ToraRy00,rec_yds,48,,,,,
player,201012190dal,was,ToraRy00,rec_td,1,,,,,
player,201012190dal,was,ToraRy00,rec_long,20,,,,,
player,201012190dal,was,ToraRy00,fumbles,0,,,,,
player,201012190dal,was,ToraRy00,fumbles_lost,,,,,,
player,201012190dal,was,WillKe03,pass_cmp,0,,,,,
player,201012190dal,was,WillKe03,pass_att,0,,,,,
player,201012190dal,was,WillKe03,pass_yds,0,,,,,
player,201012190dal,was,WillKe03,pass_td,0,,,,,
player,201012190dal,was,WillKe03,pass_int,0,,,,,
player,201012190dal,was,WillKe03,pass_sacked,,,,,,
player,201012190dal,was,WillKe03,pass_sacked_yds,,,,,,
player,201012190dal,was,WillKe03,pass_long,0,,,,,
player,201012190dal,was,WillKe03,pass_rating,,,,,,
player,201012190dal,was,WillKe03,rush_att,1,,,,,
player,201012190dal,was,WillKe03,rush_yds,4,,,,,
player,201012190dal,was,WillKe03,rush_td,0,,,,,
player,201012190dal,was,WillKe03,rush_long,4,,,,,
player,201012190dal,was,WillKe03,targets,3,,,,,
player,201012190dal,was,WillKe03,rec,1,,,,,
player,201012190dal,was,WillKe03,rec_yds,13,,,,,
player,201012190dal,was,WillKe03,rec_td,0,,,,,
player,201012190dal,was,WillKe03,rec_long,13,,,,,
player,201012190dal,was,WillKe03,fumbles,0,,,,,
player,201012190dal,was,WillKe03,fumbles_lost,,,,,,
player,201012190dal,was,ArmsAn00,pass_cmp,0,,,,,
player,201012190dal,was,ArmsAn00,pass_att,0,,,,,
player,201012190dal,was,ArmsAn00,pass_yds,0,,,,,
player,201012190dal,was,ArmsAn00,pass_td,0,,,,,
player,201012190dal,was,ArmsAn00,pass_int,0,,,,,
player,201012190dal,was,ArmsAn00,pass_sacked,,,,,,
player,201012190dal,was,ArmsAn00,pass_sacked_yds,,,,,,
player,201012190dal,was,ArmsAn00,pass_long,0,,,,,
player,201012190dal,was,ArmsAn00,pass_rating,,,,,,
player,201012190dal,was,ArmsAn00,rush_att,0,,,,,
player,201012190dal,was,ArmsAn00,rush_yds,0,,,,,
player,201012190dal,was,ArmsAn00,rush_td,0,,,,,
player,201012190dal,was,ArmsAn00,rush_long,0,,,,,
player,201012190dal,was,ArmsAn00,targets,6,,,,,
player,201012190dal,was,ArmsAn00,rec,5,,,,,
player,201012190dal,was,ArmsAn00,rec_yds,100,,,,,
player,201012190dal,was,ArmsAn00,rec_td,0,,,,,
player,201012190dal,was,ArmsAn00,rec_long,47,,,,,
player,201012190dal,was,ArmsAn00,fumbles,0,,,,,
player,201012190dal,was,ArmsAn00,fumbles_lost,,,,,,
