game,2010,12,20101125,201011250det,nwe,"New England Patriots",45,det,"Detroit Lions",24
player,201011250det,nwe,MayoJe99,sacks,0.0,,,,,
player,201011250det,nwe,MayoJe99,tackles_combined,12,,,,,
player,201011250det,nwe,MayoJe99,tackles_solo,8,,,,,
player,201011250det,nwe,MayoJe99,tackles_assists,4,,,,,
player,201011250det,nwe,MayoJe99,tackles_loss,0,,,,,
player,201011250det,nwe,MayoJe99,qb_hits,0,,,,,
player,201011250det,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201011250det,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201011250det,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201011250det,nwe,SandJa21,def_int,0,,,,,
player,201011250det,nwe,SandJa21,def_int_yds,0,,,,,
player,201011250det,nwe,SandJa21,def_int_td,0,,,,,
player,201011250det,nwe,SandJa21,def_int_long,0,,,,,
player,201011250det,nwe,SandJa21,pass_defended,0,,,,,
player,201011250det,nwe,SandJa21,sacks,0.0,,,,,
player,201011250det,nwe,SandJa21,tackles_combined,8,,,,,
player,201011250det,nwe,SandJa21,tackles_solo,4,,,,,
player,201011250det,nwe,SandJa21,tackles_assists,4,,,,,
player,201011250det,nwe,SandJa21,tackles_loss,0,,,,,
player,201011250det,nwe,SandJa21,qb_hits,0,,,,,
player,201011250det,nwe,SandJa21,fumbles_rec,0,,,,,
player,201011250det,nwe,SandJa21,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,SandJa21,fumbles_rec_td,0,,,,,
player,201011250det,nwe,SandJa21,fumbles_forced,0,,,,,
player,201011250det,nwe,WilfVi20,def_int,0,,,,,
player,201011250det,nwe,WilfVi20,def_int_yds,0,,,,,
player,201011250det,nwe,WilfVi20,def_int_td,0,,,,,
player,201011250det,nwe,WilfVi20,def_int_long,0,,,,,
player,201011250det,nwe,WilfVi20,pass_defended,0,,,,,
player,201011250det,nwe,WilfVi20,sacks,0.0,,,,,
player,201011250det,nwe,WilfVi20,tackles_combined,7,,,,,
player,201011250det,nwe,WilfVi20,tackles_solo,6,,,,,
player,201011250det,nwe,WilfVi20,tackles_assists,1,,,,,
player,201011250det,nwe,WilfVi20,tackles_loss,0,,,,,
player,201011250det,nwe,WilfVi20,qb_hits,0,,,,,
player,201011250det,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201011250det,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201011250det,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201011250det,nwe,ArriKy00,def_int,0,,,,,
player,201011250det,nwe,ArriKy00,def_int_yds,0,,,,,
player,201011250det,nwe,ArriKy00,def_int_td,0,,,,,
player,201011250det,nwe,ArriKy00,def_int_long,0,,,,,
player,201011250det,nwe,ArriKy00,pass_defended,0,,,,,
player,201011250det,nwe,ArriKy00,sacks,0.0,,,,,
player,201011250det,nwe,ArriKy00,tackles_combined,5,,,,,
player,201011250det,nwe,ArriKy00,tackles_solo,4,,,,,
player,201011250det,nwe,ArriKy00,tackles_assists,1,,,,,
player,201011250det,nwe,ArriKy00,tackles_loss,0,,,,,
player,201011250det,nwe,ArriKy00,qb_hits,0,,,,,
player,201011250det,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201011250det,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201011250det,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201011250det,nwe,ChunPa99,def_int,0,,,,,
player,201011250det,nwe,ChunPa99,def_int_yds,0,,,,,
player,201011250det,nwe,ChunPa99,def_int_td,0,,,,,
player,201011250det,nwe,ChunPa99,def_int_long,0,,,,,
player,201011250det,nwe,ChunPa99,pass_defended,2,,,,,
player,201011250det,nwe,ChunPa99,sacks,0.0,,,,,
player,201011250det,nwe,ChunPa99,tackles_combined,5,,,,,
player,201011250det,nwe,ChunPa99,tackles_solo,4,,,,,
player,201011250det,nwe,ChunPa99,tackles_assists,1,,,,,
player,201011250det,nwe,ChunPa99,tackles_loss,0,,,,,
player,201011250det,nwe,ChunPa99,qb_hits,1,,,,,
player,201011250det,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201011250det,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201011250det,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201011250det,nwe,CunnJe99,def_int,0,,,,,
player,201011250det,nwe,CunnJe99,def_int_yds,0,,,,,
player,201011250det,nwe,CunnJe99,def_int_td,0,,,,,
player,201011250det,nwe,CunnJe99,def_int_long,0,,,,,
player,201011250det,nwe,CunnJe99,pass_defended,0,,,,,
player,201011250det,nwe,CunnJe99,sacks,0.0,,,,,
player,201011250det,nwe,CunnJe99,tackles_combined,3,,,,,
player,201011250det,nwe,CunnJe99,tackles_solo,2,,,,,
player,201011250det,nwe,CunnJe99,tackles_assists,1,,,,,
player,201011250det,nwe,CunnJe99,tackles_loss,0,,,,,
player,201011250det,nwe,CunnJe99,qb_hits,0,,,,,
player,201011250det,nwe,CunnJe99,fumbles_rec,0,,,,,
player,201011250det,nwe,CunnJe99,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,CunnJe99,fumbles_rec_td,0,,,,,
player,201011250det,nwe,CunnJe99,fumbles_forced,0,,,,,
player,201011250det,nwe,FletDa00,def_int,0,,,,,
player,201011250det,nwe,FletDa00,def_int_yds,0,,,,,
player,201011250det,nwe,FletDa00,def_int_td,0,,,,,
player,201011250det,nwe,FletDa00,def_int_long,0,,,,,
player,201011250det,nwe,FletDa00,pass_defended,1,,,,,
player,201011250det,nwe,FletDa00,sacks,0.0,,,,,
player,201011250det,nwe,FletDa00,tackles_combined,3,,,,,
player,201011250det,nwe,FletDa00,tackles_solo,2,,,,,
player,201011250det,nwe,FletDa00,tackles_assists,1,,,,,
player,201011250det,nwe,FletDa00,tackles_loss,0,,,,,
player,201011250det,nwe,FletDa00,qb_hits,0,,,,,
player,201011250det,nwe,FletDa00,fumbles_rec,0,,,,,
player,201011250det,nwe,FletDa00,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,FletDa00,fumbles_rec_td,0,,,,,
player,201011250det,nwe,FletDa00,fumbles_forced,0,,,,,
player,201011250det,nwe,MeriBr99,def_int,0,,,,,
player,201011250det,nwe,MeriBr99,def_int_yds,0,,,,,
player,201011250det,nwe,MeriBr99,def_int_td,0,,,,,
player,201011250det,nwe,MeriBr99,def_int_long,0,,,,,
player,201011250det,nwe,MeriBr99,pass_defended,2,,,,,
player,201011250det,nwe,MeriBr99,sacks,0.0,,,,,
player,201011250det,nwe,MeriBr99,tackles_combined,3,,,,,
player,201011250det,nwe,MeriBr99,tackles_solo,2,,,,,
player,201011250det,nwe,MeriBr99,tackles_assists,1,,,,,
player,201011250det,nwe,MeriBr99,tackles_loss,0,,,,,
player,201011250det,nwe,MeriBr99,qb_hits,0,,,,,
player,201011250det,nwe,MeriBr99,fumbles_rec,0,,,,,
player,201011250det,nwe,MeriBr99,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,MeriBr99,fumbles_rec_td,0,,,,,
player,201011250det,nwe,MeriBr99,fumbles_forced,0,,,,,
player,201011250det,nwe,SpikBr99,def_int,0,,,,,
player,201011250det,nwe,SpikBr99,def_int_yds,0,,,,,
player,201011250det,nwe,SpikBr99,def_int_td,0,,,,,
player,201011250det,nwe,SpikBr99,def_int_long,0,,,,,
player,201011250det,nwe,SpikBr99,pass_defended,1,,,,,
player,201011250det,nwe,SpikBr99,sacks,0.0,,,,,
player,201011250det,nwe,SpikBr99,tackles_combined,3,,,,,
player,201011250det,nwe,SpikBr99,tackles_solo,3,,,,,
player,201011250det,nwe,SpikBr99,tackles_assists,0,,,,,
player,201011250det,nwe,SpikBr99,tackles_loss,0,,,,,
player,201011250det,nwe,SpikBr99,qb_hits,0,,,,,
player,201011250det,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201011250det,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201011250det,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201011250det,nwe,BantTu20,def_int,0,,,,,
player,201011250det,nwe,BantTu20,def_int_yds,0,,,,,
player,201011250det,nwe,BantTu20,def_int_td,0,,,,,
player,201011250det,nwe,BantTu20,def_int_long,0,,,,,
player,201011250det,nwe,BantTu20,pass_defended,0,,,,,
player,201011250det,nwe,BantTu20,sacks,0.0,,,,,
player,201011250det,nwe,BantTu20,tackles_combined,2,,,,,
player,201011250det,nwe,BantTu20,tackles_solo,1,,,,,
player,201011250det,nwe,BantTu20,tackles_assists,1,,,,,
player,201011250det,nwe,BantTu20,tackles_loss,0,,,,,
player,201011250det,nwe,BantTu20,qb_hits,0,,,,,
player,201011250det,nwe,BantTu20,fumbles_rec,0,,,,,
player,201011250det,nwe,BantTu20,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,BantTu20,fumbles_rec_td,0,,,,,
player,201011250det,nwe,BantTu20,fumbles_forced,0,,,,,
player,201011250det,nwe,LoveKy00,def_int,0,,,,,
player,201011250det,nwe,LoveKy00,def_int_yds,0,,,,,
player,201011250det,nwe,LoveKy00,def_int_td,0,,,,,
player,201011250det,nwe,LoveKy00,def_int_long,0,,,,,
player,201011250det,nwe,LoveKy00,pass_defended,1,,,,,
player,201011250det,nwe,LoveKy00,sacks,0.0,,,,,
player,201011250det,nwe,LoveKy00,tackles_combined,2,,,,,
player,201011250det,nwe,LoveKy00,tackles_solo,0,,,,,
player,201011250det,nwe,LoveKy00,tackles_assists,2,,,,,
player,201011250det,nwe,LoveKy00,tackles_loss,0,,,,,
player,201011250det,nwe,LoveKy00,qb_hits,0,,,,,
player,201011250det,nwe,LoveKy00,fumbles_rec,0,,,,,
player,201011250det,nwe,LoveKy00,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,LoveKy00,fumbles_rec_td,0,,,,,
player,201011250det,nwe,LoveKy00,fumbles_forced,0,,,,,
player,201011250det,nwe,NinkRo20,def_int,0,,,,,
player,201011250det,nwe,NinkRo20,def_int_yds,0,,,,,
player,201011250det,nwe,NinkRo20,def_int_td,0,,,,,
player,201011250det,nwe,NinkRo20,def_int_long,0,,,,,
player,201011250det,nwe,NinkRo20,pass_defended,0,,,,,
player,201011250det,nwe,NinkRo20,sacks,0.0,,,,,
player,201011250det,nwe,NinkRo20,tackles_combined,2,,,,,
player,201011250det,nwe,NinkRo20,tackles_solo,0,,,,,
player,201011250det,nwe,NinkRo20,tackles_assists,2,,,,,
player,201011250det,nwe,NinkRo20,tackles_loss,0,,,,,
player,201011250det,nwe,NinkRo20,qb_hits,0,,,,,
player,201011250det,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201011250det,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201011250det,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201011250det,nwe,WarrGe20,def_int,0,,,,,
player,201011250det,nwe,WarrGe20,def_int_yds,0,,,,,
player,201011250det,nwe,WarrGe20,def_int_td,0,,,,,
player,201011250det,nwe,WarrGe20,def_int_long,0,,,,,
player,201011250det,nwe,WarrGe20,pass_defended,0,,,,,
player,201011250det,nwe,WarrGe20,sacks,0.0,,,,,
player,201011250det,nwe,WarrGe20,tackles_combined,2,,,,,
player,201011250det,nwe,WarrGe20,tackles_solo,1,,,,,
player,201011250det,nwe,WarrGe20,tackles_assists,1,,,,,
player,201011250det,nwe,WarrGe20,tackles_loss,0,,,,,
player,201011250det,nwe,WarrGe20,qb_hits,0,,,,,
player,201011250det,nwe,WarrGe20,fumbles_rec,0,,,,,
player,201011250det,nwe,WarrGe20,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,WarrGe20,fumbles_rec_td,0,,,,,
player,201011250det,nwe,WarrGe20,fumbles_forced,0,,,,,
player,201011250det,nwe,ButlDa99,def_int,0,,,,,
player,201011250det,nwe,ButlDa99,def_int_yds,0,,,,,
player,201011250det,nwe,ButlDa99,def_int_td,0,,,,,
player,201011250det,nwe,ButlDa99,def_int_long,0,,,,,
player,201011250det,nwe,ButlDa99,pass_defended,0,,,,,
player,201011250det,nwe,ButlDa99,sacks,0.0,,,,,
player,201011250det,nwe,ButlDa99,tackles_combined,1,,,,,
player,201011250det,nwe,ButlDa99,tackles_solo,1,,,,,
player,201011250det,nwe,ButlDa99,tackles_assists,0,,,,,
player,201011250det,nwe,ButlDa99,tackles_loss,0,,,,,
player,201011250det,nwe,ButlDa99,qb_hits,0,,,,,
player,201011250det,nwe,ButlDa99,fumbles_rec,0,,,,,
player,201011250det,nwe,ButlDa99,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,ButlDa99,fumbles_rec_td,0,,,,,
player,201011250det,nwe,ButlDa99,fumbles_forced,0,,,,,
player,201011250det,nwe,WhitTr20,def_int,0,,,,,
player,201011250det,nwe,WhitTr20,def_int_yds,0,,,,,
player,201011250det,nwe,WhitTr20,def_int_td,0,,,,,
player,201011250det,nwe,WhitTr20,def_int_long,0,,,,,
player,201011250det,nwe,WhitTr20,pass_defended,0,,,,,
player,201011250det,nwe,WhitTr20,sacks,0.0,,,,,
player,201011250det,nwe,WhitTr20,tackles_combined,1,,,,,
player,201011250det,nwe,WhitTr20,tackles_solo,1,,,,,
player,201011250det,nwe,WhitTr20,tackles_assists,0,,,,,
player,201011250det,nwe,WhitTr20,tackles_loss,0,,,,,
player,201011250det,nwe,WhitTr20,qb_hits,0,,,,,
player,201011250det,nwe,WhitTr20,fumbles_rec,0,,,,,
player,201011250det,nwe,WhitTr20,fumbles_rec_yds,0,,,,,
player,201011250det,nwe,WhitTr20,fumbles_rec_td,0,,,,,
player,201011250det,nwe,WhitTr20,fumbles_forced,0,,,,,
player,201011250det,det,SuhxNd99,def_int,0,,,,,
player,201011250det,det,SuhxNd99,def_int_yds,0,,,,,
player,201011250det,det,SuhxNd99,def_int_td,0,,,,,
player,201011250det,det,SuhxNd99,def_int_long,0,,,,,
player,201011250det,det,SuhxNd99,pass_defended,0,,,,,
player,201011250det,det,SuhxNd99,sacks,1.0,,,,,
player,201011250det,det,SuhxNd99,tackles_combined,4,,,,,
player,201011250det,det,SuhxNd99,tackles_solo,3,,,,,
player,201011250det,det,SuhxNd99,tackles_assists,1,,,,,
player,201011250det,det,SuhxNd99,tackles_loss,2,,,,,
player,201011250det,det,SuhxNd99,qb_hits,1,,,,,
player,201011250det,det,SuhxNd99,fumbles_rec,0,,,,,
player,201011250det,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201011250det,det,SuhxNd99,fumbles_rec_td,0,,,,,
player,201011250det,det,SuhxNd99,fumbles_forced,0,,,,,
player,201011250det,det,SpieAm99,def_int,0,,,,,
player,201011250det,det,SpieAm99,def_int_yds,0,,,,,
player,201011250det,det,SpieAm99,def_int_td,0,,,,,
player,201011250det,det,SpieAm99,def_int_long,0,,,,,
player,201011250det,det,SpieAm99,pass_defended,0,,,,,
player,201011250det,det,SpieAm99,sacks,0.0,,,,,
player,201011250det,det,SpieAm99,tackles_combined,10,,,,,
player,201011250det,det,SpieAm99,tackles_solo,8,,,,,
player,201011250det,det,SpieAm99,tackles_assists,2,,,,,
player,201011250det,det,SpieAm99,tackles_loss,0,,,,,
player,201011250det,det,SpieAm99,qb_hits,1,,,,,
player,201011250det,det,SpieAm99,fumbles_rec,0,,,,,
player,201011250det,det,SpieAm99,fumbles_rec_yds,0,,,,,
player,201011250det,det,SpieAm99,fumbles_rec_td,0,,,,,
player,201011250det,det,SpieAm99,fumbles_forced,0,,,,,
player,201011250det,det,JohnLa20,def_int,0,,,,,
player,201011250det,det,JohnLa20,def_int_yds,0,,,,,
player,201011250det,det,JohnLa20,def_int_td,0,,,,,
player,201011250det,det,JohnLa20,def_int_long,0,,,,,
player,201011250det,det,JohnLa20,pass_defended,0,,,,,
player,201011250det,det,JohnLa20,sacks,0.0,,,,,
player,201011250det,det,JohnLa20,tackles_combined,8,,,,,
player,201011250det,det,JohnLa20,tackles_solo,8,,,,,
player,201011250det,det,JohnLa20,tackles_assists,0,,,,,
player,201011250det,det,JohnLa20,tackles_loss,0,,,,,
player,201011250det,det,JohnLa20,qb_hits,0,,,,,
player,201011250det,det,JohnLa20,fumbles_rec,0,,,,,
player,201011250det,det,JohnLa20,fumbles_rec_yds,0,,,,,
player,201011250det,det,JohnLa20,fumbles_rec_td,0,,,,,
player,201011250det,det,JohnLa20,fumbles_forced,0,,,,,
player,201011250det,det,PeteJu00,def_int,0,,,,,
player,201011250det,det,PeteJu00,def_int_yds,0,,,,,
player,201011250det,det,PeteJu00,def_int_td,0,,,,,
player,201011250det,det,PeteJu00,def_int_long,0,,,,,
player,201011250det,det,PeteJu00,pass_defended,0,,,,,
player,201011250det,det,PeteJu00,sacks,0.0,,,,,
player,201011250det,det,PeteJu00,tackles_combined,5,,,,,
player,201011250det,det,PeteJu00,tackles_solo,3,,,,,
player,201011250det,det,PeteJu00,tackles_assists,2,,,,,
player,201011250det,det,PeteJu00,tackles_loss,0,,,,,
player,201011250det,det,PeteJu00,qb_hits,0,,,,,
player,201011250det,det,PeteJu00,fumbles_rec,0,,,,,
player,201011250det,det,PeteJu00,fumbles_rec_yds,0,,,,,
player,201011250det,det,PeteJu00,fumbles_rec_td,0,,,,,
player,201011250det,det,PeteJu00,fumbles_forced,0,,,,,
player,201011250det,det,DelmLo99,def_int,0,,,,,
player,201011250det,det,DelmLo99,def_int_yds,0,,,,,
player,201011250det,det,DelmLo99,def_int_td,0,,,,,
player,201011250det,det,DelmLo99,def_int_long,0,,,,,
player,201011250det,det,DelmLo99,pass_defended,0,,,,,
player,201011250det,det,DelmLo99,sacks,0.0,,,,,
player,201011250det,det,DelmLo99,tackles_combined,4,,,,,
player,201011250det,det,DelmLo99,tackles_solo,3,,,,,
player,201011250det,det,DelmLo99,tackles_assists,1,,,,,
player,201011250det,det,DelmLo99,tackles_loss,0,,,,,
player,201011250det,det,DelmLo99,qb_hits,0,,,,,
player,201011250det,det,DelmLo99,fumbles_rec,0,,,,,
player,201011250det,det,DelmLo99,fumbles_rec_yds,0,,,,,
player,201011250det,det,DelmLo99,fumbles_rec_td,0,,,,,
player,201011250det,det,DelmLo99,fumbles_forced,0,,,,,
player,201011250det,det,HousCh99,def_int,0,,,,,
player,201011250det,det,HousCh99,def_int_yds,0,,,,,
player,201011250det,det,HousCh99,def_int_td,0,,,,,
player,201011250det,det,HousCh99,def_int_long,0,,,,,
player,201011250det,det,HousCh99,pass_defended,0,,,,,
player,201011250det,det,HousCh99,sacks,0.0,,,,,
player,201011250det,det,HousCh99,tackles_combined,4,,,,,
player,201011250det,det,HousCh99,tackles_solo,3,,,,,
player,201011250det,det,HousCh99,tackles_assists,1,,,,,
player,201011250det,det,HousCh99,tackles_loss,0,,,,,
player,201011250det,det,HousCh99,qb_hits,0,,,,,
player,201011250det,det,HousCh99,fumbles_rec,0,,,,,
player,201011250det,det,HousCh99,fumbles_rec_yds,0,,,,,
player,201011250det,det,HousCh99,fumbles_rec_td,0,,,,,
player,201011250det,det,HousCh99,fumbles_forced,0,,,,,
player,201011250det,det,LevyDe99,def_int,0,,,,,
player,201011250det,det,LevyDe99,def_int_yds,0,,,,,
player,201011250det,det,LevyDe99,def_int_td,0,,,,,
player,201011250det,det,LevyDe99,def_int_long,0,,,,,
player,201011250det,det,LevyDe99,pass_defended,0,,,,,
player,201011250det,det,LevyDe99,sacks,0.0,,,,,
player,201011250det,det,LevyDe99,tackles_combined,3,,,,,
player,201011250det,det,LevyDe99,tackles_solo,3,,,,,
player,201011250det,det,LevyDe99,tackles_assists,0,,,,,
player,201011250det,det,LevyDe99,tackles_loss,0,,,,,
player,201011250det,det,LevyDe99,qb_hits,2,,,,,
player,201011250det,det,LevyDe99,fumbles_rec,0,,,,,
player,201011250det,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201011250det,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201011250det,det,LevyDe99,fumbles_forced,0,,,,,
player,201011250det,det,AvriCl99,def_int,0,,,,,
player,201011250det,det,AvriCl99,def_int_yds,0,,,,,
player,201011250det,det,AvriCl99,def_int_td,0,,,,,
player,201011250det,det,AvriCl99,def_int_long,0,,,,,
player,201011250det,det,AvriCl99,pass_defended,0,,,,,
player,201011250det,det,AvriCl99,sacks,0.0,,,,,
player,201011250det,det,AvriCl99,tackles_combined,2,,,,,
player,201011250det,det,AvriCl99,tackles_solo,2,,,,,
player,201011250det,det,AvriCl99,tackles_assists,0,,,,,
player,201011250det,det,AvriCl99,tackles_loss,0,,,,,
player,201011250det,det,AvriCl99,qb_hits,0,,,,,
player,201011250det,det,AvriCl99,fumbles_rec,0,,,,,
player,201011250det,det,AvriCl99,fumbles_rec_yds,0,,,,,
player,201011250det,det,AvriCl99,fumbles_rec_td,0,,,,,
player,201011250det,det,AvriCl99,fumbles_forced,0,,,,,
player,201011250det,det,CiurVi20,def_int,0,,,,,
player,201011250det,det,CiurVi20,def_int_yds,0,,,,,
player,201011250det,det,CiurVi20,def_int_td,0,,,,,
player,201011250det,det,CiurVi20,def_int_long,0,,,,,
player,201011250det,det,CiurVi20,pass_defended,0,,,,,
player,201011250det,det,CiurVi20,sacks,0.0,,,,,
player,201011250det,det,CiurVi20,tackles_combined,2,,,,,
player,201011250det,det,CiurVi20,tackles_solo,1,,,,,
player,201011250det,det,CiurVi20,tackles_assists,1,,,,,
player,201011250det,det,CiurVi20,tackles_loss,0,,,,,
player,201011250det,det,CiurVi20,qb_hits,0,,,,,
player,201011250det,det,CiurVi20,fumbles_rec,0,,,,,
player,201011250det,det,CiurVi20,fumbles_rec_yds,0,,,,,
player,201011250det,det,CiurVi20,fumbles_rec_td,0,,,,,
player,201011250det,det,CiurVi20,fumbles_forced,0,,,,,
player,201011250det,det,HillSa99,def_int,0,,,,,
player,201011250det,det,HillSa99,def_int_yds,0,,,,,
player,201011250det,det,HillSa99,def_int_td,0,,,,,
player,201011250det,det,HillSa99,def_int_long,0,,,,,
player,201011250det,det,HillSa99,pass_defended,0,,,,,
player,201011250det,det,HillSa99,sacks,0.0,,,,,
player,201011250det,det,HillSa99,tackles_combined,2,,,,,
player,201011250det,det,HillSa99,tackles_solo,2,,,,,
player,201011250det,det,HillSa99,tackles_assists,0,,,,,
player,201011250det,det,HillSa99,tackles_loss,,,,,,
player,201011250det,det,HillSa99,qb_hits,,,,,,
player,201011250det,det,HillSa99,fumbles_rec,0,,,,,
player,201011250det,det,HillSa99,fumbles_rec_yds,0,,,,,
player,201011250det,det,HillSa99,fumbles_rec_td,0,,,,,
player,201011250det,det,HillSa99,fumbles_forced,0,,,,,
player,201011250det,det,BrowC.20,def_int,0,,,,,
player,201011250det,det,BrowC.20,def_int_yds,0,,,,,
player,201011250det,det,BrowC.20,def_int_td,0,,,,,
player,201011250det,det,BrowC.20,def_int_long,0,,,,,
player,201011250det,det,BrowC.20,pass_defended,0,,,,,
player,201011250det,det,BrowC.20,sacks,0.0,,,,,
player,201011250det,det,BrowC.20,tackles_combined,1,,,,,
player,201011250det,det,BrowC.20,tackles_solo,1,,,,,
player,201011250det,det,BrowC.20,tackles_assists,0,,,,,
player,201011250det,det,BrowC.20,tackles_loss,0,,,,,
player,201011250det,det,BrowC.20,qb_hits,0,,,,,
player,201011250det,det,BrowC.20,fumbles_rec,0,,,,,
player,201011250det,det,BrowC.20,fumbles_rec_yds,0,,,,,
player,201011250det,det,BrowC.20,fumbles_rec_td,0,,,,,
player,201011250det,det,BrowC.20,fumbles_forced,0,,,,,
player,201011250det,det,CarpBo20,def_int,0,,,,,
player,201011250det,det,CarpBo20,def_int_yds,0,,,,,
player,201011250det,det,CarpBo20,def_int_td,0,,,,,
player,201011250det,det,CarpBo20,def_int_long,0,,,,,
player,201011250det,det,CarpBo20,pass_defended,0,,,,,
player,201011250det,det,CarpBo20,sacks,0.0,,,,,
player,201011250det,det,CarpBo20,tackles_combined,1,,,,,
player,201011250det,det,CarpBo20,tackles_solo,0,,,,,
player,201011250det,det,CarpBo20,tackles_assists,1,,,,,
player,201011250det,det,CarpBo20,tackles_loss,0,,,,,
player,201011250det,det,CarpBo20,qb_hits,0,,,,,
player,201011250det,det,CarpBo20,fumbles_rec,0,,,,,
player,201011250det,det,CarpBo20,fumbles_rec_yds,0,,,,,
player,201011250det,det,CarpBo20,fumbles_rec_td,0,,,,,
player,201011250det,det,CarpBo20,fumbles_forced,0,,,,,
player,201011250det,det,EkejIs20,def_int,0,,,,,
player,201011250det,det,EkejIs20,def_int_yds,0,,,,,
player,201011250det,det,EkejIs20,def_int_td,0,,,,,
player,201011250det,det,EkejIs20,def_int_long,0,,,,,
player,201011250det,det,EkejIs20,pass_defended,0,,,,,
player,201011250det,det,EkejIs20,sacks,0.0,,,,,
player,201011250det,det,EkejIs20,tackles_combined,1,,,,,
player,201011250det,det,EkejIs20,tackles_solo,1,,,,,
player,201011250det,det,EkejIs20,tackles_assists,0,,,,,
player,201011250det,det,EkejIs20,tackles_loss,0,,,,,
player,201011250det,det,EkejIs20,qb_hits,0,,,,,
player,201011250det,det,EkejIs20,fumbles_rec,0,,,,,
player,201011250det,det,EkejIs20,fumbles_rec_yds,0,,,,,
player,201011250det,det,EkejIs20,fumbles_rec_td,0,,,,,
player,201011250det,det,EkejIs20,fumbles_forced,0,,,,,
player,201011250det,det,HarrNi20,def_int,0,,,,,
player,201011250det,det,HarrNi20,def_int_yds,0,,,,,
player,201011250det,det,HarrNi20,def_int_td,0,,,,,
player,201011250det,det,HarrNi20,def_int_long,0,,,,,
player,201011250det,det,HarrNi20,pass_defended,0,,,,,
player,201011250det,det,HarrNi20,sacks,0.0,,,,,
player,201011250det,det,HarrNi20,tackles_combined,1,,,,,
player,201011250det,det,HarrNi20,tackles_solo,1,,,,,
player,201011250det,det,HarrNi20,tackles_assists,0,,,,,
player,201011250det,det,HarrNi20,tackles_loss,0,,,,,
player,201011250det,det,HarrNi20,qb_hits,0,,,,,
player,201011250det,det,HarrNi20,fumbles_rec,0,,,,,
player,201011250det,det,HarrNi20,fumbles_rec_yds,0,,,,,
player,201011250det,det,HarrNi20,fumbles_rec_td,0,,,,,
player,201011250det,det,HarrNi20,fumbles_forced,0,,,,,
player,201011250det,det,LogaSt00,def_int,0,,,,,
player,201011250det,det,LogaSt00,def_int_yds,0,,,,,
player,201011250det,det,LogaSt00,def_int_td,0,,,,,
player,201011250det,det,LogaSt00,def_int_long,0,,,,,
player,201011250det,det,LogaSt00,pass_defended,0,,,,,
player,201011250det,det,LogaSt00,sacks,0.0,,,,,
player,201011250det,det,LogaSt00,tackles_combined,1,,,,,
player,201011250det,det,LogaSt00,tackles_solo,1,,,,,
player,201011250det,det,LogaSt00,tackles_assists,0,,,,,
player,201011250det,det,LogaSt00,tackles_loss,0,,,,,
player,201011250det,det,LogaSt00,qb_hits,0,,,,,
player,201011250det,det,LogaSt00,fumbles_rec,0,,,,,
player,201011250det,det,LogaSt00,fumbles_rec_yds,0,,,,,
player,201011250det,det,LogaSt00,fumbles_rec_td,0,,,,,
player,201011250det,det,LogaSt00,fumbles_forced,0,,,,,
player,201011250det,det,McBrTu99,def_int,0,,,,,
player,201011250det,det,McBrTu99,def_int_yds,0,,,,,
player,201011250det,det,McBrTu99,def_int_td,0,,,,,
player,201011250det,det,McBrTu99,def_int_long,0,,,,,
player,201011250det,det,McBrTu99,pass_defended,0,,,,,
player,201011250det,det,McBrTu99,sacks,0.0,,,,,
