game,2010,12,20101128,201011280rai,mia,"Miami Dolphins",33,rai,"Oakland Raiders",17
player,201011280rai,mia,MoorMa02,fumbles_lost,,,,,,
player,201011280rai,mia,CobbPa00,pass_cmp,0,,,,,
player,201011280rai,mia,CobbPa00,pass_att,0,,,,,
player,201011280rai,mia,CobbPa00,pass_yds,0,,,,,
player,201011280rai,mia,CobbPa00,pass_td,0,,,,,
player,201011280rai,mia,CobbPa00,pass_int,0,,,,,
player,201011280rai,mia,CobbPa00,pass_sacked,,,,,,
player,201011280rai,mia,CobbPa00,pass_sacked_yds,,,,,,
player,201011280rai,mia,CobbPa00,pass_long,0,,,,,
player,201011280rai,mia,CobbPa00,pass_rating,,,,,,
player,201011280rai,mia,CobbPa00,rush_att,0,,,,,
player,201011280rai,mia,CobbPa00,rush_yds,0,,,,,
player,201011280rai,mia,CobbPa00,rush_td,0,,,,,
player,201011280rai,mia,CobbPa00,rush_long,0,,,,,
player,201011280rai,mia,CobbPa00,targets,3,,,,,
player,201011280rai,mia,CobbPa00,rec,2,,,,,
player,201011280rai,mia,CobbPa00,rec_yds,32,,,,,
player,201011280rai,mia,CobbPa00,rec_td,1,,,,,
player,201011280rai,mia,CobbPa00,rec_long,29,,,,,
player,201011280rai,mia,CobbPa00,fumbles,0,,,,,
player,201011280rai,mia,CobbPa00,fumbles_lost,,,,,,
player,201011280rai,mia,WallRo01,pass_cmp,0,,,,,
player,201011280rai,mia,WallRo01,pass_att,0,,,,,
player,201011280rai,mia,WallRo01,pass_yds,0,,,,,
player,201011280rai,mia,WallRo01,pass_td,0,,,,,
player,201011280rai,mia,WallRo01,pass_int,0,,,,,
player,201011280rai,mia,WallRo01,pass_sacked,,,,,,
player,201011280rai,mia,WallRo01,pass_sacked_yds,,,,,,
player,201011280rai,mia,WallRo01,pass_long,0,,,,,
player,201011280rai,mia,WallRo01,pass_rating,,,,,,
player,201011280rai,mia,WallRo01,rush_att,0,,,,,
player,201011280rai,mia,WallRo01,rush_yds,0,,,,,
player,201011280rai,mia,WallRo01,rush_td,0,,,,,
player,201011280rai,mia,WallRo01,rush_long,0,,,,,
player,201011280rai,mia,WallRo01,targets,1,,,,,
player,201011280rai,mia,WallRo01,rec,1,,,,,
player,201011280rai,mia,WallRo01,rec_yds,19,,,,,
player,201011280rai,mia,WallRo01,rec_td,0,,,,,
player,201011280rai,mia,WallRo01,rec_long,19,,,,,
player,201011280rai,mia,WallRo01,fumbles,0,,,,,
player,201011280rai,mia,WallRo01,fumbles_lost,,,,,,
player,201011280rai,mia,FasaAn00,pass_cmp,0,,,,,
player,201011280rai,mia,FasaAn00,pass_att,0,,,,,
player,201011280rai,mia,FasaAn00,pass_yds,0,,,,,
player,201011280rai,mia,FasaAn00,pass_td,0,,,,,
player,201011280rai,mia,FasaAn00,pass_int,0,,,,,
player,201011280rai,mia,FasaAn00,pass_sacked,,,,,,
player,201011280rai,mia,FasaAn00,pass_sacked_yds,,,,,,
player,201011280rai,mia,FasaAn00,pass_long,0,,,,,
player,201011280rai,mia,FasaAn00,pass_rating,,,,,,
player,201011280rai,mia,FasaAn00,rush_att,0,,,,,
player,201011280rai,mia,FasaAn00,rush_yds,0,,,,,
player,201011280rai,mia,FasaAn00,rush_td,0,,,,,
player,201011280rai,mia,FasaAn00,rush_long,0,,,,,
player,201011280rai,mia,FasaAn00,targets,2,,,,,
player,201011280rai,mia,FasaAn00,rec,2,,,,,
player,201011280rai,mia,FasaAn00,rec_yds,10,,,,,
player,201011280rai,mia,FasaAn00,rec_td,0,,,,,
player,201011280rai,mia,FasaAn00,rec_long,6,,,,,
player,201011280rai,mia,FasaAn00,fumbles,0,,,,,
player,201011280rai,mia,FasaAn00,fumbles_lost,,,,,,
player,201011280rai,mia,MastJe20,pass_cmp,,,,,,
player,201011280rai,mia,MastJe20,pass_att,,,,,,
player,201011280rai,mia,MastJe20,pass_yds,,,,,,
player,201011280rai,mia,MastJe20,pass_td,,,,,,
player,201011280rai,mia,MastJe20,pass_int,,,,,,
player,201011280rai,mia,MastJe20,pass_sacked,,,,,,
player,201011280rai,mia,MastJe20,pass_sacked_yds,,,,,,
player,201011280rai,mia,MastJe20,pass_long,,,,,,
player,201011280rai,mia,MastJe20,pass_rating,,,,,,
player,201011280rai,mia,MastJe20,rush_att,,,,,,
player,201011280rai,mia,MastJe20,rush_yds,,,,,,
player,201011280rai,mia,MastJe20,rush_td,,,,,,
player,201011280rai,mia,MastJe20,rush_long,,,,,,
player,201011280rai,mia,MastJe20,targets,1,,,,,
player,201011280rai,mia,MastJe20,rec,0,,,,,
player,201011280rai,mia,MastJe20,rec_yds,0,,,,,
player,201011280rai,mia,MastJe20,rec_td,0,,,,,
player,201011280rai,mia,MastJe20,rec_long,,,,,,
player,201011280rai,mia,MastJe20,fumbles,,,,,,
player,201011280rai,mia,MastJe20,fumbles_lost,,,,,,
player,201011280rai,rai,GradBr00,pass_cmp,17,,,,,
player,201011280rai,rai,GradBr00,pass_att,32,,,,,
player,201011280rai,rai,GradBr00,pass_yds,252,,,,,
player,201011280rai,rai,GradBr00,pass_td,1,,,,,
player,201011280rai,rai,GradBr00,pass_int,2,,,,,
player,201011280rai,rai,GradBr00,pass_sacked,1,,,,,
player,201011280rai,rai,GradBr00,pass_sacked_yds,5,,,,,
player,201011280rai,rai,GradBr00,pass_long,52,,,,,
player,201011280rai,rai,GradBr00,pass_rating,63.5,,,,,
player,201011280rai,rai,GradBr00,rush_att,0,,,,,
player,201011280rai,rai,GradBr00,rush_yds,0,,,,,
player,201011280rai,rai,GradBr00,rush_td,0,,,,,
player,201011280rai,rai,GradBr00,rush_long,0,,,,,
player,201011280rai,rai,GradBr00,targets,0,,,,,
player,201011280rai,rai,GradBr00,rec,0,,,,,
player,201011280rai,rai,GradBr00,rec_yds,0,,,,,
player,201011280rai,rai,GradBr00,rec_td,0,,,,,
player,201011280rai,rai,GradBr00,rec_long,0,,,,,
player,201011280rai,rai,GradBr00,fumbles,0,,,,,
player,201011280rai,rai,GradBr00,fumbles_lost,,,,,,
player,201011280rai,rai,FordJa01,pass_cmp,0,,,,,
player,201011280rai,rai,FordJa01,pass_att,0,,,,,
player,201011280rai,rai,FordJa01,pass_yds,0,,,,,
player,201011280rai,rai,FordJa01,pass_td,0,,,,,
player,201011280rai,rai,FordJa01,pass_int,0,,,,,
player,201011280rai,rai,FordJa01,pass_sacked,,,,,,
player,201011280rai,rai,FordJa01,pass_sacked_yds,,,,,,
player,201011280rai,rai,FordJa01,pass_long,0,,,,,
player,201011280rai,rai,FordJa01,pass_rating,,,,,,
player,201011280rai,rai,FordJa01,rush_att,1,,,,,
player,201011280rai,rai,FordJa01,rush_yds,13,,,,,
player,201011280rai,rai,FordJa01,rush_td,0,,,,,
player,201011280rai,rai,FordJa01,rush_long,13,,,,,
player,201011280rai,rai,FordJa01,targets,10,,,,,
player,201011280rai,rai,FordJa01,rec,4,,,,,
player,201011280rai,rai,FordJa01,rec_yds,108,,,,,
player,201011280rai,rai,FordJa01,rec_td,1,,,,,
player,201011280rai,rai,FordJa01,rec_long,52,,,,,
player,201011280rai,rai,FordJa01,fumbles,1,,,,,
player,201011280rai,rai,FordJa01,fumbles_lost,0,,,,,
player,201011280rai,rai,McFaDa00,pass_cmp,0,,,,,
player,201011280rai,rai,McFaDa00,pass_att,0,,,,,
player,201011280rai,rai,McFaDa00,pass_yds,0,,,,,
player,201011280rai,rai,McFaDa00,pass_td,0,,,,,
player,201011280rai,rai,McFaDa00,pass_int,0,,,,,
player,201011280rai,rai,McFaDa00,pass_sacked,,,,,,
player,201011280rai,rai,McFaDa00,pass_sacked_yds,,,,,,
player,201011280rai,rai,McFaDa00,pass_long,0,,,,,
player,201011280rai,rai,McFaDa00,pass_rating,,,,,,
player,201011280rai,rai,McFaDa00,rush_att,8,,,,,
player,201011280rai,rai,McFaDa00,rush_yds,2,,,,,
player,201011280rai,rai,McFaDa00,rush_td,0,,,,,
player,201011280rai,rai,McFaDa00,rush_long,6,,,,,
player,201011280rai,rai,McFaDa00,targets,10,,,,,
player,201011280rai,rai,McFaDa00,rec,7,,,,,
player,201011280rai,rai,McFaDa00,rec_yds,63,,,,,
player,201011280rai,rai,McFaDa00,rec_td,0,,,,,
player,201011280rai,rai,McFaDa00,rec_long,20,,,,,
player,201011280rai,rai,McFaDa00,fumbles,0,,,,,
player,201011280rai,rai,McFaDa00,fumbles_lost,,,,,,
player,201011280rai,rai,HeywDa00,pass_cmp,0,,,,,
player,201011280rai,rai,HeywDa00,pass_att,0,,,,,
player,201011280rai,rai,HeywDa00,pass_yds,0,,,,,
player,201011280rai,rai,HeywDa00,pass_td,0,,,,,
player,201011280rai,rai,HeywDa00,pass_int,0,,,,,
player,201011280rai,rai,HeywDa00,pass_sacked,,,,,,
player,201011280rai,rai,HeywDa00,pass_sacked_yds,,,,,,
player,201011280rai,rai,HeywDa00,pass_long,0,,,,,
player,201011280rai,rai,HeywDa00,pass_rating,,,,,,
player,201011280rai,rai,HeywDa00,rush_att,1,,,,,
player,201011280rai,rai,HeywDa00,rush_yds,2,,,,,
player,201011280rai,rai,HeywDa00,rush_td,0,,,,,
player,201011280rai,rai,HeywDa00,rush_long,2,,,,,
player,201011280rai,rai,HeywDa00,targets,0,,,,,
player,201011280rai,rai,HeywDa00,rec,0,,,,,
player,201011280rai,rai,HeywDa00,rec_yds,0,,,,,
player,201011280rai,rai,HeywDa00,rec_td,0,,,,,
player,201011280rai,rai,HeywDa00,rec_long,0,,,,,
player,201011280rai,rai,HeywDa00,fumbles,0,,,,,
player,201011280rai,rai,HeywDa00,fumbles_lost,,,,,,
player,201011280rai,rai,BushMi00,pass_cmp,0,,,,,
player,201011280rai,rai,BushMi00,pass_att,0,,,,,
player,201011280rai,rai,BushMi00,pass_yds,0,,,,,
player,201011280rai,rai,BushMi00,pass_td,0,,,,,
player,201011280rai,rai,BushMi00,pass_int,0,,,,,
player,201011280rai,rai,BushMi00,pass_sacked,,,,,,
player,201011280rai,rai,BushMi00,pass_sacked_yds,,,,,,
player,201011280rai,rai,BushMi00,pass_long,0,,,,,
player,201011280rai,rai,BushMi00,pass_rating,,,,,,
player,201011280rai,rai,BushMi00,rush_att,1,,,,,
player,201011280rai,rai,BushMi00,rush_yds,1,,,,,
player,201011280rai,rai,BushMi00,rush_td,0,,,,,
player,201011280rai,rai,BushMi00,rush_long,1,,,,,
player,201011280rai,rai,BushMi00,targets,1,,,,,
player,201011280rai,rai,BushMi00,rec,0,,,,,
player,201011280rai,rai,BushMi00,rec_yds,0,,,,,
player,201011280rai,rai,BushMi00,rec_td,0,,,,,
player,201011280rai,rai,BushMi00,rec_long,0,,,,,
player,201011280rai,rai,BushMi00,fumbles,0,,,,,
player,201011280rai,rai,BushMi00,fumbles_lost,,,,,,
player,201011280rai,rai,MurpLo00,pass_cmp,0,,,,,
player,201011280rai,rai,MurpLo00,pass_att,0,,,,,
player,201011280rai,rai,MurpLo00,pass_yds,0,,,,,
player,201011280rai,rai,MurpLo00,pass_td,0,,,,,
player,201011280rai,rai,MurpLo00,pass_int,0,,,,,
player,201011280rai,rai,MurpLo00,pass_sacked,,,,,,
player,201011280rai,rai,MurpLo00,pass_sacked_yds,,,,,,
player,201011280rai,rai,MurpLo00,pass_long,0,,,,,
player,201011280rai,rai,MurpLo00,pass_rating,,,,,,
player,201011280rai,rai,MurpLo00,rush_att,0,,,,,
player,201011280rai,rai,MurpLo00,rush_yds,0,,,,,
player,201011280rai,rai,MurpLo00,rush_td,0,,,,,
player,201011280rai,rai,MurpLo00,rush_long,0,,,,,
player,201011280rai,rai,MurpLo00,targets,6,,,,,
player,201011280rai,rai,MurpLo00,rec,4,,,,,
player,201011280rai,rai,MurpLo00,rec_yds,73,,,,,
player,201011280rai,rai,MurpLo00,rec_td,0,,,,,
player,201011280rai,rai,MurpLo00,rec_long,29,,,,,
player,201011280rai,rai,MurpLo00,fumbles,0,,,,,
player,201011280rai,rai,MurpLo00,fumbles_lost,,,,,,
player,201011280rai,rai,MillZa01,pass_cmp,0,,,,,
player,201011280rai,rai,MillZa01,pass_att,0,,,,,
player,201011280rai,rai,MillZa01,pass_yds,0,,,,,
player,201011280rai,rai,MillZa01,pass_td,0,,,,,
player,201011280rai,rai,MillZa01,pass_int,0,,,,,
player,201011280rai,rai,MillZa01,pass_sacked,,,,,,
player,201011280rai,rai,MillZa01,pass_sacked_yds,,,,,,
player,201011280rai,rai,MillZa01,pass_long,0,,,,,
player,201011280rai,rai,MillZa01,pass_rating,,,,,,
player,201011280rai,rai,MillZa01,rush_att,0,,,,,
player,201011280rai,rai,MillZa01,rush_yds,0,,,,,
player,201011280rai,rai,MillZa01,rush_td,0,,,,,
player,201011280rai,rai,MillZa01,rush_long,0,,,,,
player,201011280rai,rai,MillZa01,targets,1,,,,,
player,201011280rai,rai,MillZa01,rec,1,,,,,
player,201011280rai,rai,MillZa01,rec_yds,6,,,,,
player,201011280rai,rai,MillZa01,rec_td,0,,,,,
player,201011280rai,rai,MillZa01,rec_long,6,,,,,
player,201011280rai,rai,MillZa01,fumbles,0,,,,,
player,201011280rai,rai,MillZa01,fumbles_lost,,,,,,
player,201011280rai,rai,HiggJo00,pass_cmp,0,,,,,
player,201011280rai,rai,HiggJo00,pass_att,0,,,,,
player,201011280rai,rai,HiggJo00,pass_yds,0,,,,,
player,201011280rai,rai,HiggJo00,pass_td,0,,,,,
player,201011280rai,rai,HiggJo00,pass_int,0,,,,,
player,201011280rai,rai,HiggJo00,pass_sacked,,,,,,
player,201011280rai,rai,HiggJo00,pass_sacked_yds,,,,,,
player,201011280rai,rai,HiggJo00,pass_long,0,,,,,
player,201011280rai,rai,HiggJo00,pass_rating,,,,,,
player,201011280rai,rai,HiggJo00,rush_att,0,,,,,
player,201011280rai,rai,HiggJo00,rush_yds,0,,,,,
player,201011280rai,rai,HiggJo00,rush_td,0,,,,,
player,201011280rai,rai,HiggJo00,rush_long,0,,,,,
player,201011280rai,rai,HiggJo00,targets,1,,,,,
player,201011280rai,rai,HiggJo00,rec,0,,,,,
player,201011280rai,rai,HiggJo00,rec_yds,0,,,,,
player,201011280rai,rai,HiggJo00,rec_td,0,,,,,
player,201011280rai,rai,HiggJo00,rec_long,0,,,,,
player,201011280rai,rai,HiggJo00,fumbles,0,,,,,
player,201011280rai,rai,HiggJo00,fumbles_lost,,,,,,
player,201011280rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201011280rai,rai,ReecMa00,pass_att,0,,,,,
player,201011280rai,rai,ReecMa00,pass_yds,0,,,,,
player,201011280rai,rai,ReecMa00,pass_td,0,,,,,
player,201011280rai,rai,ReecMa00,pass_int,0,,,,,
player,201011280rai,rai,ReecMa00,pass_sacked,,,,,,
player,201011280rai,rai,ReecMa00,pass_sacked_yds,,,,,,
player,201011280rai,rai,ReecMa00,pass_long,0,,,,,
player,201011280rai,rai,ReecMa00,pass_rating,,,,,,
player,201011280rai,rai,ReecMa00,rush_att,1,,,,,
player,201011280rai,rai,ReecMa00,rush_yds,-2,,,,,
player,201011280rai,rai,ReecMa00,rush_td,0,,,,,
player,201011280rai,rai,ReecMa00,rush_long,-2,,,,,
player,201011280rai,rai,ReecMa00,targets,3,,,,,
player,201011280rai,rai,ReecMa00,rec,1,,,,,
player,201011280rai,rai,ReecMa00,rec_yds,2,,,,,
player,201011280rai,rai,ReecMa00,rec_td,0,,,,,
player,201011280rai,rai,ReecMa00,rec_long,2,,,,,
player,201011280rai,rai,ReecMa00,fumbles,1,,,,,
player,201011280rai,rai,ReecMa00,fumbles_lost,1,,,,,
player,201011280rai,mia,ClemCh97,def_int,1,,,,,
player,201011280rai,mia,ClemCh97,def_int_yds,0,,,,,
player,201011280rai,mia,ClemCh97,def_int_td,0,,,,,
player,201011280rai,mia,ClemCh97,def_int_long,0,,,,,
player,201011280rai,mia,ClemCh97,pass_defended,1,,,,,
player,201011280rai,mia,ClemCh97,sacks,0.0,,,,,
player,201011280rai,mia,ClemCh97,tackles_combined,4,,,,,
player,201011280rai,mia,ClemCh97,tackles_solo,4,,,,,
player,201011280rai,mia,ClemCh97,tackles_assists,0,,,,,
player,201011280rai,mia,ClemCh97,tackles_loss,0,,,,,
player,201011280rai,mia,ClemCh97,qb_hits,0,,,,,
player,201011280rai,mia,ClemCh97,fumbles_rec,0,,,,,
player,201011280rai,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201011280rai,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201011280rai,mia,ClemCh97,fumbles_forced,0,,,,,
player,201011280rai,mia,BellYe20,def_int,1,,,,,
player,201011280rai,mia,BellYe20,def_int_yds,21,,,,,
player,201011280rai,mia,BellYe20,def_int_td,0,,,,,
player,201011280rai,mia,BellYe20,def_int_long,21,,,,,
